time,Orlando,pts.away,score,pts.home,Miami
10:20.0,A. Gordon makes free throw 2 of 2,1,40-60,,
10:09.0,,,40-60,,Shooting foul by A. Gordon (drawn by L. Deng)
10:09.0,,,40-61,1,L. Deng makes free throw 1 of 2
10:09.0,,,40-62,1,L. Deng makes free throw 2 of 2
9:55.0,E. Payton misses 2-pt shot from 9 ft,,40-62,,
9:54.0,Offensive rebound by A. Gordon,,40-62,,
9:53.0,A. Gordon misses 2-pt shot at rim,,40-62,,
9:52.0,Offensive rebound by A. Gordon,,40-62,,
9:51.0,A. Gordon makes 2-pt shot at rim,2,42-62,,
9:28.0,,,42-62,,Turnover by U. Haslem (bad pass; steal by V. Oladipo)
9:25.0,T. Harris makes 2-pt shot from 4 ft (assist by V. Oladipo),2,44-62,,
9:25.0,Shooting foul by U. Haslem (drawn by T. Harris),,44-62,,
9:25.0,T. Harris makes free throw 1 of 1,1,45-62,,
9:15.0,,,45-62,,D. Wade misses 2-pt shot from 1 ft
9:12.0,Jump ball: T. Harris vs. U. Haslem (D. Wade gains possession),,,,Jump ball: T. Harris vs. U. Haslem (D. Wade gains possession)
9:12.0,,,45-62,,Offensive rebound by Team
9:05.0,,,45-62,,L. Deng misses 2-pt shot from 16 ft (block by A. Gordon)
9:04.0,Defensive rebound by T. Harris,,45-62,,
8:59.0,Shooting foul by G. Dragic (drawn by V. Oladipo),,45-62,,
8:59.0,V. Oladipo misses free throw 1 of 2,,45-62,,
8:59.0,Offensive rebound by Team,,45-62,,
8:59.0,V. Oladipo makes free throw 2 of 2,1,46-62,,
8:42.0,,,46-64,2,H. Whiteside makes 2-pt shot from 1 ft
8:31.0,A. Gordon misses 2-pt shot from 17 ft,,46-64,,
8:30.0,,,46-64,,Defensive rebound by D. Wade
8:22.0,,,46-64,,D. Wade misses 3-pt shot from 24 ft
8:21.0,Defensive rebound by N. Vucevic,,46-64,,
8:12.0,V. Oladipo makes 3-pt shot from 24 ft,3,49-64,,
7:49.0,,,49-66,2,U. Haslem makes 2-pt shot from 14 ft (assist by L. Deng)
7:33.0,V. Oladipo misses 2-pt shot from 13 ft,,49-66,,
7:32.0,Offensive rebound by V. Oladipo,,49-66,,
7:28.0,E. Payton misses 2-pt shot from 7 ft (block by D. Wade),,49-66,,
7:27.0,,,49-66,,Defensive rebound by D. Wade
7:21.0,,,49-68,2,G. Dragic makes 2-pt shot from 2 ft
7:21.0,Orlando full timeout,,49-68,,
7:08.0,Shooting foul by U. Haslem (drawn by V. Oladipo),,49-68,,
7:08.0,V. Oladipo makes free throw 1 of 2,1,50-68,,
7:08.0,V. Oladipo misses free throw 2 of 2,,50-68,,
7:07.0,,,50-68,,Defensive rebound by H. Whiteside
6:45.0,,,50-68,,Turnover by D. Wade (bad pass; steal by V. Oladipo)
6:39.0,A. Gordon makes 2-pt shot from 1 ft (assist by T. Harris),2,52-68,,
6:12.0,,,52-68,,G. Dragic misses 2-pt shot from 1 ft
6:11.0,Defensive rebound by N. Vucevic,,52-68,,
6:01.0,A. Gordon misses 3-pt shot from 24 ft,,52-68,,
6:00.0,,,52-68,,Defensive rebound by U. Haslem
5:56.0,,,52-68,,G. Dragic misses 2-pt shot from 1 ft (block by V. Oladipo)
5:55.0,,,52-68,,Offensive rebound by Team
5:55.0,,,52-68,,J. Ennis enters the game for U. Haslem
5:54.0,,,52-70,2,D. Wade makes 2-pt shot from 2 ft (assist by G. Dragic)
5:54.0,,,52-70,,Shooting foul by T. Harris (drawn by D. Wade)
5:54.0,,,52-71,1,D. Wade makes free throw 1 of 1
5:44.0,Shooting foul by J. Ennis (drawn by V. Oladipo),,52-71,,
5:44.0,V. Oladipo misses free throw 1 of 2,,52-71,,
5:44.0,Offensive rebound by Team,,52-71,,
5:44.0,D. Dedmon enters the game for N. Vucevic,,52-71,,
5:44.0,W. Green enters the game for E. Payton,,52-71,,
5:44.0,V. Oladipo makes free throw 2 of 2,1,53-71,,
5:32.0,,,53-71,,Shooting foul by A. Gordon (drawn by L. Deng)
5:32.0,,,53-72,1,L. Deng makes free throw 1 of 2
5:32.0,,,53-72,,M. Chalmers enters the game for G. Dragic
5:32.0,,,53-72,,L. Deng misses free throw 2 of 2
5:31.0,Defensive rebound by T. Harris,,53-72,,
5:15.0,T. Harris makes 2-pt shot from 9 ft,2,55-72,,
4:59.0,,,55-72,,L. Deng misses 3-pt shot from 24 ft
4:58.0,Defensive rebound by V. Oladipo,,55-72,,
4:52.0,V. Oladipo makes 2-pt shot at rim,2,57-72,,
4:52.0,,,57-72,,Miami full timeout
4:35.0,,,57-74,2,D. Wade makes 2-pt shot from 6 ft (assist by M. Chalmers)
4:10.0,Turnover by W. Green (lost ball),,57-74,,
3:48.0,,,57-76,2,D. Wade makes 2-pt shot from 14 ft
3:35.0,Shooting foul by H. Whiteside (drawn by V. Oladipo),,57-76,,
3:35.0,V. Oladipo makes free throw 1 of 2,1,58-76,,
3:35.0,V. Oladipo misses free throw 2 of 2,,58-76,,
3:34.0,,,58-76,,Defensive rebound by L. Deng
3:12.0,,,58-76,,H. Whiteside misses 2-pt shot from 11 ft
3:11.0,Defensive rebound by W. Green,,58-76,,
3:03.0,W. Green makes 2-pt shot from 9 ft,2,60-76,,
2:45.0,,,60-76,,Shooting foul by D. Dedmon (drawn by H. Whiteside)
2:45.0,,,60-78,2,H. Whiteside makes 2-pt shot from 5 ft (assist by L. Deng)
2:45.0,,,60-78,,G. Dragic enters the game for D. Wade
2:45.0,M. Harkless enters the game for A. Gordon,,60-78,,
2:45.0,,,60-78,,H. Whiteside misses free throw 1 of 1
2:44.0,Defensive rebound by T. Harris,,60-78,,
2:33.0,V. Oladipo makes 2-pt shot from 16 ft,2,62-78,,
2:09.0,,,62-78,,M. Chalmers misses 3-pt shot from 24 ft
2:08.0,,,62-78,,Offensive rebound by L. Deng
1:58.0,Personal foul by V. Oladipo (drawn by H. Whiteside),,62-78,,
1:58.0,,,62-79,1,H. Whiteside makes free throw 1 of 2
1:58.0,,,62-80,1,H. Whiteside makes free throw 2 of 2
1:46.0,V. Oladipo makes 2-pt shot from 1 ft,2,64-80,,
1:38.0,Personal block foul by W. Green (drawn by M. Chalmers),,64-80,,
1:38.0,,,64-81,1,M. Chalmers makes free throw 1 of 2
1:38.0,,,64-82,1,M. Chalmers makes free throw 2 of 2
1:27.0,Shooting foul by M. Chalmers (drawn by V. Oladipo),,64-82,,
1:27.0,V. Oladipo makes free throw 1 of 2,1,65-82,,
1:27.0,,,65-82,,T. Johnson enters the game for M. Chalmers
1:27.0,A. Gordon enters the game for T. Harris,,65-82,,
1:27.0,V. Oladipo makes free throw 2 of 2,1,66-82,,
1:13.0,,,66-84,2,H. Whiteside makes 2-pt shot at rim (assist by J. Ennis)
0:53.0,W. Green misses 3-pt shot from 23 ft,,66-84,,
0:52.0,,,66-84,,Defensive rebound by H. Whiteside
0:38.0,,,66-84,,H. Whiteside misses 2-pt shot from 4 ft (block by A. Gordon)
0:37.0,Defensive rebound by D. Dedmon,,66-84,,
0:28.0,M. Harkless misses 3-pt shot from 24 ft,,66-84,,
0:27.0,,,66-84,,Defensive rebound by H. Whiteside
0:02.0,,,66-84,,G. Dragic misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by W. Green,,66-84,,
0:00.0,W. Green misses 3-pt shot from 60 ft,,66-84,,
0:00.0,Offensive rebound by Team,,66-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,C. Frye misses 3-pt shot from 25 ft,,66-84,,
11:43.0,,,66-84,,Defensive rebound by T. Johnson
11:21.0,,,66-84,,C. Andersen misses 2-pt shot from 17 ft
11:20.0,Defensive rebound by W. Green,,66-84,,
11:00.0,E. Payton misses 2-pt shot from 14 ft,,66-84,,
10:59.0,,,66-84,,Defensive rebound by C. Andersen
10:47.0,,,66-84,,Turnover by M. Beasley (bad pass; steal by E. Payton)
10:30.0,A. Gordon misses 2-pt shot from 4 ft,,66-84,,
10:29.0,,,66-84,,Defensive rebound by M. Beasley
10:25.0,,,66-84,,Turnover by M. Beasley (bad pass; steal by E. Payton)
10:21.0,E. Payton makes 2-pt shot from 1 ft (assist by A. Gordon),2,68-84,,
10:21.0,Shooting foul by M. Beasley (drawn by E. Payton),,68-84,,
10:21.0,E. Payton makes free throw 1 of 1,1,69-84,,
10:02.0,,,69-84,,T. Johnson misses 2-pt shot from 8 ft
10:01.0,Defensive rebound by A. Gordon,,69-84,,
9:53.0,A. Gordon misses 2-pt shot from 15 ft,,69-84,,
9:52.0,Offensive rebound by A. Gordon,,69-84,,
9:49.0,A. Gordon misses 2-pt shot from 8 ft,,69-84,,
9:48.0,,,69-84,,Defensive rebound by M. Beasley
9:37.0,,,69-84,,Turnover by M. Beasley (bad pass; steal by W. Green)
9:27.0,M. Harkless makes 2-pt shot at rim,2,71-84,,
9:27.0,,,71-84,,Miami full timeout
9:27.0,,,71-84,,D. Wade enters the game for M. Beasley
9:27.0,,,71-84,,L. Deng enters the game for T. Johnson
9:13.0,,,71-84,,G. Dragic misses 2-pt shot from 16 ft
9:12.0,,,71-84,,Offensive rebound by G. Dragic
9:10.0,,,71-86,2,C. Andersen makes 2-pt shot from 2 ft
8:52.0,A. Gordon misses 2-pt shot from 17 ft,,71-86,,
8:51.0,,,71-86,,Defensive rebound by C. Andersen
8:39.0,,,71-88,2,C. Andersen makes 2-pt shot at rim (assist by D. Wade)
8:39.0,Orlando full timeout,,71-88,,
8:39.0,T. Harris enters the game for A. Gordon,,71-88,,
8:39.0,V. Oladipo enters the game for W. Green,,71-88,,
8:33.0,Shooting foul by G. Dragic (drawn by E. Payton),,71-88,,
8:33.0,E. Payton misses free throw 1 of 2,,71-88,,
8:33.0,Offensive rebound by Team,,71-88,,
8:33.0,E. Payton makes free throw 2 of 2,1,72-88,,
8:19.0,,,72-88,,D. Wade misses 2-pt shot from 18 ft
8:18.0,Defensive rebound by T. Harris,,72-88,,
8:12.0,M. Harkless makes 2-pt shot at rim (assist by E. Payton),2,74-88,,
7:49.0,,,74-88,,D. Wade misses 2-pt shot from 16 ft
7:48.0,Defensive rebound by M. Harkless,,74-88,,
7:39.0,T. Harris makes 3-pt shot from 24 ft,3,77-88,,
7:14.0,,,77-88,,J. Ennis misses 2-pt shot from 6 ft
7:13.0,Defensive rebound by C. Frye,,77-88,,
7:03.0,Offensive foul by V. Oladipo,,77-88,,
7:03.0,Turnover by V. Oladipo (offensive foul),,77-88,,
7:03.0,Violation by Team (delay of game),,77-88,,
7:03.0,,,77-88,,H. Whiteside enters the game for C. Andersen
6:42.0,,,77-90,2,D. Wade makes 2-pt shot from 7 ft
6:37.0,,,77-90,,Personal foul by D. Wade (drawn by V. Oladipo)
6:29.0,V. Oladipo misses 3-pt shot from 23 ft,,77-90,,
6:28.0,,,77-90,,Defensive rebound by L. Deng
6:19.0,,,77-92,2,D. Wade makes 2-pt shot from 1 ft
6:04.0,C. Frye misses 2-pt shot from 11 ft,,77-92,,
6:03.0,,,77-92,,Defensive rebound by Team
5:45.0,,,77-94,2,D. Wade makes 2-pt shot from 20 ft (assist by G. Dragic)
5:32.0,Shooting foul by H. Whiteside (drawn by V. Oladipo),,77-94,,
5:32.0,V. Oladipo makes free throw 1 of 2,1,78-94,,
5:32.0,V. Oladipo makes free throw 2 of 2,1,79-94,,
5:07.0,,,79-94,,J. Ennis misses 2-pt shot at rim
5:06.0,Defensive rebound by Team,,79-94,,
4:50.0,E. Payton makes 2-pt shot from 8 ft,2,81-94,,
4:30.0,,,81-94,,D. Wade misses 2-pt shot from 6 ft
4:29.0,,,81-94,,Offensive rebound by Team
4:29.0,Loose ball foul by C. Frye (drawn by H. Whiteside),,81-94,,
4:12.0,,,81-94,,H. Whiteside misses 2-pt shot from 9 ft
4:11.0,,,81-94,,Offensive rebound by L. Deng
4:03.0,,,81-94,,D. Wade misses 2-pt shot from 5 ft
4:02.0,Defensive rebound by T. Harris,,81-94,,
3:57.0,,,81-94,,Personal foul by G. Dragic (drawn by M. Harkless)
3:57.0,M. Harkless makes free throw 1 of 2,1,82-94,,
3:57.0,M. Harkless makes free throw 2 of 2,1,83-94,,
3:46.0,Personal foul by V. Oladipo (drawn by D. Wade),,83-94,,
3:34.0,,,83-94,,D. Wade misses 2-pt shot from 19 ft
3:33.0,,,83-94,,Offensive rebound by L. Deng
3:19.0,,,83-94,,Turnover by D. Wade (bad pass)
3:04.0,Turnover by M. Harkless (traveling),,83-94,,
2:51.0,,,83-94,,G. Dragic misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by T. Harris,,83-94,,
2:42.0,C. Frye makes 3-pt shot from 25 ft (assist by E. Payton),3,86-94,,
