time,Portland,pts.away,score,pts.home,Phoenix
5:46.0,Defensive rebound by Team,,20-20,,
5:46.0,,,20-20,,Loose ball foul by A. Len (drawn by N. Batum)
5:35.0,Turnover by W. Matthews (bad pass; steal by P. Tucker),,20-20,,
5:32.0,,,20-22,2,P. Tucker makes 2-pt shot at rim
5:13.0,C. Kaman makes 2-pt shot at rim (assist by D. Wright),2,22-22,,
5:02.0,,,22-24,2,A. Len makes 2-pt shot from 15 ft (assist by G. Dragic)
4:52.0,N. Batum makes 3-pt shot from 25 ft,3,25-24,,
4:38.0,,,25-24,,Turnover by G. Dragic (bad pass; steal by D. Wright)
4:38.0,,,25-24,,Loose ball foul by M. Morris (drawn by D. Wright)
4:38.0,,,25-24,,I. Thomas enters the game for A. Len
4:38.0,,,25-24,,B. Wright enters the game for G. Dragic
4:38.0,C. McCollum enters the game for D. Wright,,25-24,,
4:38.0,M. Leonard enters the game for C. Kaman,,25-24,,
4:38.0,T. Robinson enters the game for W. Matthews,,25-24,,
4:22.0,Turnover by D. Lillard (bad pass; steal by M. Morris),,25-24,,
4:11.0,,,25-24,,Shooting foul by C. McCollum (drawn by E. Bledsoe)
4:11.0,,,25-25,1,E. Bledsoe makes free throw 1 of 2
4:11.0,,,25-25,,M. Morris enters the game for P. Tucker
4:11.0,,,25-25,,E. Bledsoe misses free throw 2 of 2
4:10.0,Defensive rebound by M. Leonard,,25-25,,
3:57.0,N. Batum misses 2-pt shot from 14 ft,,25-25,,
3:54.0,,,25-25,,Defensive rebound by M. Morris
3:51.0,,,25-25,,I. Thomas misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by N. Batum,,25-25,,
3:47.0,,,25-25,,Inbound foul by M. Morris
3:47.0,N. Batum makes free throw 1 of 2,1,26-25,,
3:47.0,N. Batum makes free throw 2 of 2,1,27-25,,
3:34.0,,,27-25,,Shooting foul by M. Leonard (drawn by E. Bledsoe)
3:34.0,,,27-26,1,E. Bledsoe makes free throw 1 of 2
3:34.0,,,27-26,,E. Bledsoe misses free throw 2 of 2
3:32.0,Defensive rebound by T. Robinson,,27-26,,
3:23.0,T. Robinson makes 2-pt shot at rim (assist by D. Lillard),2,29-26,,
3:13.0,,,29-28,2,M. Morris makes 2-pt shot from 15 ft
2:54.0,Turnover by D. Lillard (bad pass; steal by E. Bledsoe),,29-28,,
2:51.0,,,29-30,2,I. Thomas makes 2-pt shot from 1 ft (assist by M. Morris)
2:50.0,Portland full timeout,,29-30,,
2:50.0,,,29-30,,M. Plumlee enters the game for M. Morris
2:39.0,D. Lillard misses 2-pt shot from 2 ft,,29-30,,
2:38.0,Offensive rebound by Team,,29-30,,
2:25.0,C. McCollum misses 2-pt shot from 15 ft,,29-30,,
2:23.0,,,29-30,,Defensive rebound by B. Wright
2:09.0,,,29-30,,E. Bledsoe misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by T. Robinson,,29-30,,
1:59.0,D. Lillard misses 2-pt shot from 20 ft,,29-30,,
1:57.0,,,29-30,,Defensive rebound by E. Bledsoe
1:51.0,,,29-32,2,I. Thomas makes 2-pt shot from 4 ft (assist by E. Bledsoe)
1:29.0,N. Batum misses 2-pt shot from 16 ft,,29-32,,
1:27.0,,,29-32,,Defensive rebound by E. Bledsoe
1:19.0,,,29-35,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Bledsoe)
0:59.0,D. Lillard misses 3-pt shot from 25 ft,,29-35,,
0:56.0,,,29-35,,Defensive rebound by M. Plumlee
0:48.0,,,29-38,3,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe)
0:47.0,Portland full timeout,,29-38,,
0:47.0,W. Matthews enters the game for N. Batum,,29-38,,
0:47.0,S. Blake enters the game for D. Lillard,,29-38,,
0:47.0,,,29-38,,G. Green enters the game for E. Bledsoe
0:35.0,S. Blake misses 3-pt shot from 25 ft,,29-38,,
0:33.0,,,29-38,,Defensive rebound by G. Green
0:10.0,,,29-38,,I. Thomas misses 3-pt shot from 25 ft
0:08.0,,,29-38,,Offensive rebound by Team
0:03.0,,,29-40,2,I. Thomas makes 2-pt shot from 12 ft
0:00.0,S. Blake misses 3-pt shot from 42 ft,,29-40,,
0:00.0,Offensive rebound by Team,,29-40,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,C. McCollum misses 2-pt shot from 16 ft,,29-40,,
11:46.0,Offensive rebound by M. Leonard,,29-40,,
11:45.0,W. Matthews misses 3-pt shot from 25 ft,,29-40,,
11:41.0,,,29-40,,Defensive rebound by I. Thomas
11:38.0,,,29-40,,M. Morris misses 3-pt shot from 25 ft
11:36.0,,,29-40,,Offensive rebound by B. Wright
11:25.0,,,29-42,2,G. Green makes 2-pt shot from 15 ft
11:12.0,Turnover by M. Leonard (3 sec),,29-42,,
11:12.0,C. Kaman enters the game for T. Robinson,,29-42,,
10:57.0,,,29-42,,B. Wright misses 2-pt shot from 3 ft
10:55.0,,,29-42,,Offensive rebound by M. Plumlee
10:53.0,,,29-42,,M. Plumlee misses 2-pt shot from 10 ft
10:50.0,Defensive rebound by M. Leonard,,29-42,,
10:43.0,Turnover by C. Kaman (traveling),,29-42,,
10:43.0,W. Barton enters the game for C. McCollum,,29-42,,
10:31.0,,,29-42,,Turnover by M. Morris (step out of bounds)
10:15.0,C. Kaman misses 2-pt shot from 3 ft,,29-42,,
10:13.0,Offensive rebound by C. Kaman,,29-42,,
10:12.0,Shooting foul by G. Green (drawn by C. Kaman),,29-42,,
10:12.0,C. Kaman misses free throw 1 of 2,,29-42,,
10:12.0,Offensive rebound by Team,,29-42,,
10:12.0,C. Kaman misses free throw 2 of 2,,29-42,,
10:10.0,,,29-42,,Defensive rebound by I. Thomas
9:49.0,,,29-44,2,I. Thomas makes 2-pt shot from 9 ft
9:24.0,M. Leonard misses 2-pt shot from 5 ft,,29-44,,
9:21.0,,,29-44,,Defensive rebound by G. Green
9:15.0,,,29-44,,Turnover by G. Green (lost ball; steal by M. Leonard)
9:10.0,W. Barton makes 2-pt shot from 1 ft (assist by W. Matthews),2,31-44,,
8:59.0,,,31-47,3,G. Green makes 3-pt shot from 25 ft (assist by I. Thomas)
8:46.0,S. Blake misses 2-pt shot from 2 ft,,31-47,,
8:43.0,,,31-47,,Defensive rebound by M. Plumlee
8:33.0,,,31-47,,G. Green misses 3-pt shot from 23 ft
8:29.0,Defensive rebound by M. Leonard,,31-47,,
8:23.0,W. Matthews misses 2-pt shot from 14 ft,,31-47,,
8:20.0,,,31-47,,Defensive rebound by G. Green
8:06.0,,,31-49,2,M. Plumlee makes 2-pt shot from 8 ft
8:05.0,Portland full timeout,,31-49,,
8:05.0,D. Wright enters the game for W. Matthews,,31-49,,
8:05.0,N. Batum enters the game for M. Leonard,,31-49,,
8:05.0,D. Lillard enters the game for S. Blake,,31-49,,
7:48.0,W. Barton misses 2-pt shot from 10 ft,,31-49,,
7:47.0,,,31-49,,Defensive rebound by M. Morris
7:28.0,,,31-51,2,I. Thomas makes 2-pt shot from 12 ft
7:02.0,D. Lillard misses 3-pt shot from 27 ft,,31-51,,
7:02.0,Offensive rebound by Team,,31-51,,
7:02.0,Turnover by Team (shot clock),,31-51,,
7:02.0,,,31-51,,G. Dragic enters the game for B. Wright
6:50.0,,,31-51,,M. Morris misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by N. Batum,,31-51,,
6:36.0,Turnover by C. Kaman (lost ball; steal by M. Plumlee),,31-51,,
6:31.0,,,31-51,,G. Dragic misses 2-pt shot from 2 ft
6:29.0,,,31-51,,Offensive rebound by M. Plumlee
6:29.0,,,31-51,,M. Plumlee misses 2-pt shot from 1 ft
6:28.0,Defensive rebound by C. Kaman,,31-51,,
6:23.0,N. Batum misses 3-pt shot from 23 ft,,31-51,,
6:20.0,,,31-51,,Defensive rebound by M. Plumlee
6:08.0,,,31-53,2,M. Plumlee makes 2-pt shot at rim (assist by G. Green)
5:48.0,D. Lillard makes 2-pt shot from 5 ft,2,33-53,,
5:37.0,,,33-56,3,G. Green makes 3-pt shot from 24 ft
5:14.0,Turnover by D. Lillard (lost ball; steal by M. Morris),,33-56,,
5:10.0,,,33-58,2,M. Morris makes 2-pt shot from 1 ft
5:10.0,Portland full timeout,,33-58,,
5:10.0,,,33-58,,E. Bledsoe enters the game for M. Morris
5:10.0,,,33-58,,A. Len enters the game for M. Plumlee
5:10.0,W. Matthews enters the game for W. Barton,,33-58,,
5:01.0,,,33-58,,Personal foul by G. Green (drawn by N. Batum)
4:58.0,N. Batum makes 3-pt shot from 24 ft (assist by W. Matthews),3,36-58,,
4:39.0,,,36-58,,E. Bledsoe misses 2-pt shot from 10 ft
4:38.0,Defensive rebound by Team,,36-58,,
4:21.0,,,36-58,,Personal block foul by A. Len (drawn by N. Batum)
4:15.0,C. Kaman makes 2-pt shot from 2 ft (assist by N. Batum),2,38-58,,
4:06.0,,,38-58,,G. Green misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by C. Kaman,,38-58,,
3:55.0,D. Lillard misses 2-pt shot from 1 ft,,38-58,,
3:53.0,,,38-58,,Defensive rebound by G. Green
3:49.0,,,38-60,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by I. Thomas)
3:33.0,N. Batum makes 3-pt shot from 25 ft (assist by D. Wright),3,41-60,,
3:17.0,,,41-62,2,G. Green makes 2-pt shot from 18 ft
3:06.0,Shooting foul by A. Len (drawn by D. Lillard),,41-62,,
3:06.0,D. Lillard makes free throw 1 of 2,1,42-62,,
3:06.0,M. Leonard enters the game for C. Kaman,,42-62,,
3:06.0,,,42-62,,M. Morris enters the game for A. Len
3:06.0,,,42-62,,P. Tucker enters the game for G. Green
3:06.0,D. Lillard makes free throw 2 of 2,1,43-62,,
2:53.0,Personal foul by D. Wright (drawn by I. Thomas),,43-62,,
2:53.0,Official timeout,,43-62,,
2:40.0,,,43-64,2,M. Morris makes 2-pt shot from 18 ft (assist by E. Bledsoe)
2:29.0,W. Matthews misses 2-pt shot from 1 ft,,43-64,,
2:27.0,,,43-64,,Defensive rebound by P. Tucker
2:24.0,,,43-66,2,G. Dragic makes 2-pt shot from 1 ft (assist by P. Tucker)
2:08.0,Shooting foul by I. Thomas (drawn by D. Lillard),,43-66,,
2:08.0,D. Lillard makes free throw 1 of 2,1,44-66,,
2:08.0,D. Lillard makes free throw 2 of 2,1,45-66,,
1:54.0,,,45-66,,G. Dragic misses 3-pt shot from 23 ft
1:52.0,Defensive rebound by D. Lillard,,45-66,,
1:48.0,D. Wright misses 2-pt shot from 2 ft,,45-66,,
1:44.0,,,45-66,,Defensive rebound by M. Morris
1:42.0,,,45-66,,G. Dragic misses 2-pt shot from 1 ft
1:39.0,Defensive rebound by W. Matthews,,45-66,,
1:34.0,D. Wright makes 3-pt shot from 26 ft (assist by D. Lillard),3,48-66,,
1:19.0,Personal foul by M. Leonard (drawn by M. Morris),,48-66,,
1:12.0,,,48-66,,I. Thomas misses 2-pt shot from 15 ft
1:10.0,Defensive rebound by N. Batum,,48-66,,
1:04.0,D. Lillard misses 3-pt shot from 24 ft,,48-66,,
1:02.0,Offensive rebound by M. Leonard,,48-66,,
0:59.0,W. Matthews makes 2-pt shot from 6 ft,2,50-66,,
0:41.0,,,50-66,,M. Morris misses 2-pt shot from 17 ft
0:40.0,Defensive rebound by M. Leonard,,50-66,,
0:31.0,D. Wright misses 3-pt shot from 28 ft,,50-66,,
0:29.0,,,50-66,,Defensive rebound by E. Bledsoe
0:09.0,,,50-66,,E. Bledsoe misses 3-pt shot from 29 ft
0:07.0,Defensive rebound by D. Wright,,50-66,,
0:02.0,,,50-66,,Personal block foul by P. Tucker (drawn by D. Lillard)
0:02.0,D. Lillard makes free throw 1 of 2,1,51-66,,
0:02.0,D. Lillard makes free throw 2 of 2,1,52-66,,
0:00.0,,,52-66,,E. Bledsoe misses 3-pt shot from 44 ft
0:00.0,,,52-66,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,C. Kaman makes 2-pt shot from 2 ft (assist by D. Wright),2,54-66,,
11:23.0,,,54-66,,Turnover by G. Dragic (bad pass; steal by W. Matthews)
11:21.0,D. Wright makes 2-pt shot at rim,2,56-66,,
11:21.0,Shooting foul by A. Len (drawn by D. Wright),,56-66,,
11:21.0,,,56-66,,Phoenix full timeout
11:21.0,D. Wright misses free throw 1 of 1,,56-66,,
11:19.0,,,56-66,,Defensive rebound by P. Tucker
11:08.0,,,56-66,,E. Bledsoe misses 2-pt shot from 6 ft
11:06.0,,,56-66,,Offensive rebound by E. Bledsoe
11:06.0,,,56-68,2,E. Bledsoe makes 2-pt shot from 2 ft
10:50.0,D. Wright misses 3-pt shot from 23 ft,,56-68,,
10:48.0,,,56-68,,Defensive rebound by P. Tucker
10:38.0,,,56-68,,P. Tucker misses 2-pt shot from 16 ft
10:36.0,Defensive rebound by W. Matthews,,56-68,,
10:26.0,Turnover by D. Wright (bad pass; steal by P. Tucker),,56-68,,
10:16.0,,,56-68,,P. Tucker misses 3-pt shot from 24 ft
10:14.0,Defensive rebound by W. Matthews,,56-68,,
10:02.0,W. Matthews makes 2-pt shot from 15 ft,2,58-68,,
9:36.0,,,58-70,2,E. Bledsoe makes 2-pt shot from 17 ft
9:17.0,N. Batum misses 3-pt shot from 25 ft,,58-70,,
9:15.0,Offensive rebound by C. Kaman,,58-70,,
9:01.0,W. Matthews makes 2-pt shot from 17 ft,2,60-70,,
8:48.0,,,60-72,2,E. Bledsoe makes 2-pt shot from 17 ft
8:34.0,W. Matthews misses 2-pt shot from 15 ft,,60-72,,
8:30.0,,,60-72,,Defensive rebound by P. Tucker
8:17.0,,,60-72,,M. Morris misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by D. Lillard,,60-72,,
8:07.0,Turnover by N. Batum (bad pass; steal by G. Dragic),,60-72,,
8:02.0,,,60-74,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Dragic)
7:35.0,C. Kaman misses 2-pt shot from 13 ft,,60-74,,
7:32.0,,,60-74,,Defensive rebound by M. Morris
7:25.0,,,60-74,,E. Bledsoe misses 2-pt shot from 21 ft
7:23.0,,,60-74,,Offensive rebound by A. Len
7:22.0,,,60-74,,A. Len misses 2-pt shot from 20 ft
7:21.0,Defensive rebound by C. Kaman,,60-74,,
7:15.0,D. Lillard misses 2-pt shot at rim (block by P. Tucker),,60-74,,
7:13.0,Offensive rebound by N. Batum,,60-74,,
7:13.0,,,60-74,,Personal foul by P. Tucker (drawn by W. Matthews)
7:09.0,Turnover by D. Lillard (bad pass; steal by P. Tucker),,60-74,,
6:52.0,,,60-76,2,G. Dragic makes 2-pt shot from 9 ft (assist by A. Len)
6:28.0,Turnover by W. Matthews (bad pass; steal by E. Bledsoe),,60-76,,
6:24.0,,,60-78,2,E. Bledsoe makes 2-pt shot from 2 ft
6:20.0,Portland full timeout,,60-78,,
6:20.0,,,60-78,,B. Wright enters the game for A. Len
6:20.0,W. Barton enters the game for D. Wright,,60-78,,
6:20.0,M. Leonard enters the game for C. Kaman,,60-78,,
6:05.0,Turnover by N. Batum (bad pass; steal by P. Tucker),,60-78,,
5:58.0,,,60-78,,Turnover by E. Bledsoe (lost ball)
5:49.0,D. Lillard makes 2-pt shot from 1 ft,2,62-78,,
5:34.0,,,62-78,,E. Bledsoe misses 3-pt shot from 25 ft
5:31.0,Defensive rebound by M. Leonard,,62-78,,
5:26.0,D. Lillard misses 3-pt shot from 27 ft,,62-78,,
5:25.0,Offensive rebound by N. Batum,,62-78,,
5:24.0,,,62-78,,Violation by B. Wright (def goaltending)
5:24.0,N. Batum makes 2-pt shot from 5 ft,2,64-78,,
5:12.0,Personal foul by N. Batum (drawn by M. Morris),,64-78,,
4:58.0,,,64-78,,Turnover by E. Bledsoe (lost ball; steal by D. Lillard)
4:50.0,D. Lillard makes 2-pt shot from 1 ft,2,66-78,,
4:33.0,,,66-81,3,G. Dragic makes 3-pt shot from 23 ft (assist by P. Tucker)
4:19.0,N. Batum misses 2-pt shot from 12 ft,,66-81,,
4:16.0,,,66-81,,Defensive rebound by E. Bledsoe
4:03.0,,,66-81,,B. Wright misses 2-pt shot from 5 ft (block by N. Batum)
4:01.0,Defensive rebound by N. Batum,,66-81,,
3:56.0,W. Matthews misses 3-pt shot from 25 ft,,66-81,,
3:53.0,,,66-81,,Defensive rebound by E. Bledsoe
3:47.0,,,66-81,,Turnover by M. Morris (bad pass; steal by W. Barton)
3:45.0,Shooting foul by G. Dragic (drawn by W. Barton),,66-81,,
3:45.0,W. Barton makes free throw 1 of 2,1,67-81,,
3:45.0,,,67-81,,M. Morris enters the game for M. Morris
3:45.0,,,67-81,,I. Thomas enters the game for E. Bledsoe
3:45.0,W. Barton misses free throw 2 of 2,,67-81,,
3:44.0,,,67-81,,Defensive rebound by P. Tucker
3:28.0,,,67-81,,Turnover by M. Morris (bad pass; steal by W. Matthews)
3:20.0,D. Lillard misses 3-pt shot from 22 ft,,67-81,,
3:18.0,,,67-81,,Defensive rebound by B. Wright
2:58.0,,,67-81,,G. Dragic misses 2-pt shot from 18 ft
2:55.0,Defensive rebound by N. Batum,,67-81,,
2:41.0,,,67-81,,Personal foul by P. Tucker (drawn by N. Batum)
2:41.0,C. McCollum enters the game for D. Lillard,,67-81,,
2:41.0,,,67-81,,G. Green enters the game for G. Dragic
2:35.0,W. Matthews makes 2-pt shot at rim,2,69-81,,
2:18.0,Personal foul by W. Matthews (drawn by P. Tucker),,69-81,,
2:13.0,,,69-83,2,G. Green makes 2-pt shot from 14 ft (assist by I. Thomas)
1:57.0,,,69-83,,Personal block foul by G. Green (drawn by W. Matthews)
1:57.0,W. Matthews makes free throw 1 of 2,1,70-83,,
1:57.0,D. Wright enters the game for N. Batum,,70-83,,
1:57.0,W. Matthews makes free throw 2 of 2,1,71-83,,
1:43.0,,,71-86,3,I. Thomas makes 3-pt shot from 24 ft (assist by P. Tucker)
1:29.0,W. Matthews makes 3-pt shot from 25 ft (assist by M. Leonard),3,74-86,,
1:03.0,,,74-88,2,M. Morris makes 2-pt shot from 19 ft
0:47.0,W. Matthews misses 2-pt shot from 18 ft,,74-88,,
0:45.0,,,74-88,,Defensive rebound by P. Tucker
0:36.0,,,74-91,3,I. Thomas makes 3-pt shot from 24 ft
0:26.0,C. McCollum misses 2-pt shot from 2 ft,,74-91,,
0:26.0,Offensive rebound by C. McCollum,,74-91,,
0:26.0,C. McCollum makes 2-pt shot from 2 ft,2,76-91,,
0:02.0,,,76-91,,M. Morris misses 3-pt shot from 25 ft
0:01.0,,,76-91,,Offensive rebound by G. Green
0:01.0,,,76-91,,G. Green misses 2-pt shot from 6 ft
0:00.0,Defensive rebound by M. Leonard,,76-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,76-91,,G. Green misses 2-pt shot at rim
11:34.0,Defensive rebound by D. Wright,,76-91,,
11:31.0,D. Lillard misses 2-pt shot from 21 ft,,76-91,,
11:29.0,,,76-91,,Defensive rebound by P. Tucker
11:21.0,,,76-91,,Turnover by G. Green (lost ball; steal by D. Lillard)
11:18.0,Shooting foul by P. Tucker (drawn by W. Barton),,76-91,,
11:18.0,W. Barton makes free throw 1 of 2,1,77-91,,
11:18.0,T. Robinson enters the game for M. Leonard,,77-91,,
11:18.0,W. Barton makes free throw 2 of 2,1,78-91,,
11:02.0,,,78-93,2,B. Wright makes 2-pt shot from 2 ft (assist by I. Thomas)
10:33.0,W. Barton misses 3-pt shot from 24 ft,,78-93,,
10:31.0,,,78-93,,Defensive rebound by G. Green
10:14.0,,,78-93,,G. Green misses 2-pt shot from 16 ft
10:12.0,,,78-93,,Offensive rebound by I. Thomas
10:02.0,,,78-93,,Turnover by G. Green (lost ball)
10:02.0,N. Batum enters the game for W. Barton,,78-93,,
9:46.0,,,78-93,,E. Bledsoe enters the game for P. Tucker
9:37.0,D. Lillard misses 2-pt shot from 16 ft,,78-93,,
9:35.0,Offensive rebound by N. Batum,,78-93,,
9:30.0,Shooting foul by M. Morris (drawn by D. Wright),,78-93,,
9:30.0,D. Wright makes free throw 1 of 2,1,79-93,,
9:30.0,D. Wright misses free throw 2 of 2,,79-93,,
9:30.0,Offensive rebound by T. Robinson,,79-93,,
9:26.0,N. Batum makes 3-pt shot from 23 ft (assist by T. Robinson),3,82-93,,
9:26.0,,,82-93,,Phoenix full timeout
9:08.0,,,82-93,,I. Thomas misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by T. Robinson,,82-93,,
8:57.0,D. Wright makes 3-pt shot from 23 ft (assist by S. Blake),3,85-93,,
8:57.0,Shooting foul by E. Bledsoe (drawn by D. Wright),,85-93,,
8:57.0,,,85-93,,G. Dragic enters the game for B. Wright
8:57.0,,,85-93,,M. Morris enters the game for M. Morris
8:57.0,D. Wright makes free throw 1 of 1,1,86-93,,
8:40.0,,,86-93,,G. Green misses 2-pt shot from 12 ft
8:38.0,Defensive rebound by T. Robinson,,86-93,,
8:28.0,Shooting foul by G. Green (drawn by D. Wright),,86-93,,
8:28.0,D. Wright makes free throw 1 of 2,1,87-93,,
8:28.0,,,87-93,,P. Tucker enters the game for G. Green
8:28.0,D. Wright makes free throw 2 of 2,1,88-93,,
8:11.0,,,88-93,,M. Morris misses 2-pt shot from 14 ft
8:09.0,Defensive rebound by T. Robinson,,88-93,,
7:59.0,D. Lillard misses 3-pt shot from 26 ft,,88-93,,
7:57.0,,,88-93,,Defensive rebound by P. Tucker
7:51.0,,,88-95,2,I. Thomas makes 2-pt shot from 1 ft
7:30.0,T. Robinson makes 2-pt shot from 16 ft (assist by N. Batum),2,90-95,,
7:07.0,,,90-95,,G. Dragic misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by T. Robinson,,90-95,,
7:00.0,D. Wright misses 3-pt shot from 23 ft,,90-95,,
6:57.0,,,90-95,,Defensive rebound by M. Morris
6:49.0,,,90-95,,Shooting foul by D. Wright (drawn by I. Thomas)
6:49.0,,,90-96,1,I. Thomas makes free throw 1 of 2
6:49.0,W. Matthews enters the game for S. Blake,,90-96,,
6:49.0,,,90-96,,I. Thomas misses free throw 2 of 2
6:48.0,Defensive rebound by N. Batum,,90-96,,
6:42.0,W. Matthews makes 2-pt shot from 1 ft (assist by D. Lillard),2,92-96,,
6:29.0,Shooting block foul by D. Wright (drawn by I. Thomas),,92-96,,
6:29.0,,,92-98,2,I. Thomas makes 2-pt shot from 2 ft
6:29.0,,,92-99,1,I. Thomas makes free throw 1 of 1
6:16.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Lillard),3,95-99,,
6:00.0,,,95-101,2,I. Thomas makes 2-pt shot from 19 ft
5:59.0,Portland full timeout,,95-101,,
5:51.0,D. Lillard makes 2-pt shot from 1 ft,2,97-101,,
5:33.0,,,97-101,,I. Thomas misses 2-pt shot from 4 ft (block by T. Robinson)
5:33.0,Defensive rebound by Team,,97-101,,
5:21.0,D. Lillard makes 3-pt shot from 25 ft,3,100-101,,
5:10.0,,,100-101,,Shooting foul by T. Robinson (drawn by E. Bledsoe)
5:10.0,,,100-101,,E. Bledsoe misses free throw 1 of 2
5:10.0,,,100-101,,Offensive rebound by Team
5:10.0,,,100-102,1,E. Bledsoe makes free throw 2 of 2
4:51.0,W. Matthews misses 3-pt shot from 25 ft,,100-102,,
4:49.0,,,100-102,,Defensive rebound by E. Bledsoe
4:41.0,,,100-102,,E. Bledsoe misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by D. Wright,,100-102,,
4:27.0,,,100-102,,Personal foul by I. Thomas (drawn by D. Lillard)
4:27.0,D. Lillard makes free throw 1 of 2,1,101-102,,
4:27.0,,,101-102,,A. Len enters the game for I. Thomas
4:27.0,D. Lillard makes free throw 2 of 2,1,102-102,,
4:17.0,,,102-102,,E. Bledsoe misses 2-pt shot from 2 ft
4:15.0,,,102-102,,Offensive rebound by E. Bledsoe
4:15.0,,,102-102,,E. Bledsoe misses 2-pt shot from 2 ft
4:12.0,Defensive rebound by W. Matthews,,102-102,,
4:05.0,N. Batum makes 3-pt shot from 23 ft (assist by D. Wright),3,105-102,,
3:48.0,Personal foul by T. Robinson (drawn by A. Len),,105-102,,
