time,Golden State,pts.away,score,pts.home,LA Clippers
3:13.0,,,37-28,,Defensive rebound by B. Griffin
2:58.0,,,37-28,,Turnover by B. Griffin (lost ball; steal by S. Curry)
2:49.0,M. Speights misses 2-pt shot from 16 ft,,37-28,,
2:47.0,Offensive rebound by D. Green,,37-28,,
2:47.0,D. Green misses 2-pt shot from 1 ft,,37-28,,
2:45.0,Offensive rebound by D. Green,,37-28,,
2:42.0,S. Curry makes 2-pt shot from 21 ft (assist by D. Green),2,39-28,,
2:32.0,,,39-30,2,C. Paul makes 2-pt shot from 17 ft
2:16.0,Shooting foul by D. Jordan (drawn by M. Speights),,39-30,,
2:16.0,M. Speights misses free throw 1 of 2,,39-30,,
2:16.0,Offensive rebound by Team,,39-30,,
2:16.0,M. Speights makes free throw 2 of 2,1,40-30,,
1:56.0,,,40-30,,J. Crawford misses 2-pt shot from 12 ft
1:55.0,,,40-30,,Offensive rebound by D. Jordan
1:55.0,,,40-32,2,D. Jordan makes 2-pt shot from 1 ft
1:41.0,M. Speights makes 2-pt shot from 1 ft (assist by K. Thompson),2,42-32,,
1:29.0,,,42-34,2,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul)
1:23.0,Golden State full timeout,,42-34,,
1:23.0,S. Livingston enters the game for S. Curry,,42-34,,
1:14.0,Turnover by K. Thompson (bad pass; steal by C. Paul),,42-34,,
1:09.0,,,42-34,,J. Redick misses 2-pt shot from 1 ft
1:09.0,,,42-34,,Offensive rebound by B. Griffin
1:09.0,,,42-34,,Shooting foul by H. Barnes (drawn by B. Griffin)
1:09.0,,,42-35,1,B. Griffin makes free throw 1 of 2
1:09.0,J. Holiday enters the game for H. Barnes,,42-35,,
1:09.0,,,42-36,1,B. Griffin makes free throw 2 of 2
0:57.0,M. Speights misses 2-pt shot at rim (block by B. Griffin),,42-36,,
0:55.0,,,42-36,,Defensive rebound by D. Jordan
0:48.0,,,42-39,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
0:33.0,S. Livingston misses 2-pt shot from 15 ft,,42-39,,
0:32.0,,,42-39,,Defensive rebound by C. Paul
0:31.0,Personal block foul by S. Livingston (drawn by C. Paul),,42-39,,
0:31.0,,,42-40,1,C. Paul makes free throw 1 of 2
0:31.0,,,42-40,,G. Davis enters the game for D. Jordan
0:31.0,,,42-40,,M. Barnes enters the game for B. Griffin
0:31.0,,,42-41,1,C. Paul makes free throw 2 of 2
0:07.0,K. Thompson misses 2-pt shot from 15 ft,,42-41,,
0:04.0,,,42-41,,Defensive rebound by J. Crawford
0:01.0,,,42-41,,G. Davis misses 2-pt shot from 16 ft
0:00.0,,,42-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,K. Thompson misses 2-pt shot from 1 ft (block by D. Jordan),,42-41,,
12:00.0,Offensive rebound by Team,,42-41,,
12:00.0,,,42-41,,Loose ball foul by B. Griffin (drawn by M. Speights)
11:34.0,M. Speights makes 2-pt shot from 18 ft,2,44-41,,
11:22.0,,,44-41,,Turnover by B. Griffin (bad pass; steal by D. Green)
11:18.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,46-41,,
10:55.0,,,46-43,2,B. Griffin makes 2-pt shot from 10 ft
10:29.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,49-43,,
10:15.0,,,49-45,2,B. Griffin makes 2-pt shot at rim
10:15.0,,,49-45,,Shooting foul by D. Green (drawn by B. Griffin)
10:15.0,,,49-46,1,B. Griffin makes free throw 1 of 1
10:03.0,K. Thompson misses 3-pt shot from 27 ft,,49-46,,
10:02.0,Offensive rebound by S. Curry,,49-46,,
10:00.0,,,49-46,,Personal foul by M. Barnes (drawn by K. Thompson)
9:56.0,Turnover by K. Thompson (lost ball; steal by M. Barnes),,49-46,,
9:47.0,,,49-46,,C. Paul misses 2-pt shot from 16 ft
9:43.0,Defensive rebound by D. Green,,49-46,,
9:35.0,K. Thompson misses 2-pt shot from 19 ft,,49-46,,
9:34.0,,,49-46,,Defensive rebound by D. Jordan
9:28.0,,,49-46,,Turnover by B. Griffin (bad pass; steal by K. Thompson)
9:24.0,H. Barnes makes 2-pt shot at rim (assist by K. Thompson),2,51-46,,
9:01.0,,,51-49,3,M. Barnes makes 3-pt shot from 23 ft (assist by B. Griffin)
8:48.0,M. Speights makes 2-pt shot from 18 ft (assist by D. Green),2,53-49,,
8:40.0,,,53-52,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
8:30.0,,,53-52,,Violation by D. Jordan (def goaltending)
8:30.0,S. Curry makes 2-pt shot from 2 ft,2,55-52,,
8:10.0,,,55-52,,M. Barnes misses 3-pt shot from 25 ft
8:09.0,,,55-52,,Offensive rebound by D. Jordan
8:05.0,,,55-52,,Shooting foul by K. Thompson (drawn by J. Redick)
8:05.0,,,55-53,1,J. Redick makes free throw 1 of 2
8:05.0,,,55-54,1,J. Redick makes free throw 2 of 2
7:48.0,Turnover by M. Speights (lost ball; steal by B. Griffin),,55-54,,
7:43.0,,,55-54,,M. Barnes misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by M. Speights,,55-54,,
7:35.0,Turnover by K. Thompson (lost ball),,55-54,,
7:18.0,,,55-56,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Redick)
7:03.0,K. Thompson misses 2-pt shot from 12 ft,,55-56,,
7:02.0,,,55-56,,Defensive rebound by C. Paul
6:48.0,Personal foul by H. Barnes (drawn by B. Griffin),,55-56,,
6:41.0,,,55-56,,B. Griffin misses 2-pt shot from 18 ft
6:40.0,Defensive rebound by H. Barnes,,55-56,,
6:29.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,58-56,,
6:08.0,,,58-56,,C. Paul misses 2-pt shot from 15 ft
6:06.0,,,58-56,,Offensive rebound by C. Paul
6:04.0,,,58-56,,C. Paul misses 2-pt shot from 11 ft
6:04.0,Defensive rebound by Team,,58-56,,
6:04.0,,,58-56,,Loose ball foul by D. Jordan (drawn by M. Speights)
6:04.0,D. Lee enters the game for M. Speights,,58-56,,
5:52.0,Shooting foul by M. Barnes (drawn by K. Thompson),,58-56,,
5:52.0,,,58-56,,LA Clippers full timeout
5:52.0,A. Iguodala enters the game for H. Barnes,,58-56,,
5:52.0,K. Thompson misses free throw 1 of 2,,58-56,,
5:52.0,Offensive rebound by Team,,58-56,,
5:52.0,K. Thompson makes free throw 2 of 2,1,59-56,,
5:36.0,,,59-59,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin)
5:21.0,Turnover by S. Curry (bad pass; steal by C. Paul),,59-59,,
5:17.0,,,59-61,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
5:01.0,D. Green makes 2-pt shot from 17 ft (assist by A. Iguodala),2,61-61,,
4:47.0,,,61-61,,J. Redick misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by D. Green,,61-61,,
4:36.0,A. Iguodala misses 3-pt shot from 24 ft,,61-61,,
4:34.0,,,61-61,,Defensive rebound by C. Paul
4:28.0,,,61-63,2,C. Paul makes 2-pt shot from 1 ft
4:28.0,,,61-63,,Shooting foul by S. Curry (drawn by C. Paul)
4:28.0,,,61-64,1,C. Paul makes free throw 1 of 1
4:12.0,K. Thompson misses 3-pt shot from 26 ft,,61-64,,
4:11.0,,,61-64,,Defensive rebound by D. Jordan
3:53.0,,,61-67,3,C. Paul makes 3-pt shot from 25 ft
3:52.0,Golden State full timeout,,61-67,,
3:39.0,Shooting foul by M. Barnes (drawn by A. Iguodala),,61-67,,
3:39.0,A. Iguodala misses free throw 1 of 2,,61-67,,
3:39.0,Offensive rebound by Team,,61-67,,
3:39.0,A. Iguodala makes free throw 2 of 2,1,62-67,,
3:26.0,,,62-67,,J. Crawford enters the game for M. Barnes
3:13.0,,,62-67,,D. Jordan misses 3-pt shot from 36 ft
3:12.0,Defensive rebound by D. Green,,62-67,,
3:00.0,A. Iguodala misses 2-pt shot from 1 ft (block by D. Jordan),,62-67,,
2:58.0,,,62-67,,Defensive rebound by J. Crawford
2:52.0,,,62-69,2,D. Jordan makes 2-pt shot from 2 ft (assist by J. Redick)
2:52.0,,,62-69,,Shooting foul by D. Lee (drawn by D. Jordan)
2:52.0,,,62-69,,D. Jordan misses free throw 1 of 1
2:52.0,Defensive rebound by Team,,62-69,,
2:43.0,,,62-69,,Personal foul by C. Paul (drawn by S. Curry)
2:43.0,S. Curry misses free throw 1 of 2,,62-69,,
2:43.0,Offensive rebound by Team,,62-69,,
2:43.0,S. Curry makes free throw 2 of 2,1,63-69,,
2:28.0,,,63-69,,J. Crawford misses 3-pt shot from 23 ft
2:26.0,Defensive rebound by S. Curry,,63-69,,
2:19.0,S. Curry makes 2-pt shot from 20 ft,2,65-69,,
1:59.0,,,65-69,,B. Griffin misses 2-pt shot from 7 ft
1:58.0,Defensive rebound by S. Curry,,65-69,,
1:51.0,Shooting foul by J. Redick (drawn by D. Lee),,65-69,,
1:51.0,D. Lee misses free throw 1 of 2,,65-69,,
1:51.0,Offensive rebound by Team,,65-69,,
1:51.0,D. Lee makes free throw 2 of 2,1,66-69,,
1:34.0,,,66-69,,C. Paul misses 2-pt shot from 9 ft (block by K. Thompson)
1:34.0,,,66-69,,Offensive rebound by Team
1:34.0,,,66-69,,G. Davis enters the game for D. Jordan
1:31.0,,,66-69,,Turnover by C. Paul (bad pass; steal by D. Green)
1:25.0,Turnover by S. Curry (bad pass; steal by C. Paul),,66-69,,
1:22.0,Personal foul by A. Iguodala (drawn by B. Griffin),,66-69,,
1:22.0,,,66-70,1,B. Griffin makes free throw 1 of 2
1:22.0,,,66-71,1,B. Griffin makes free throw 2 of 2
1:06.0,D. Lee makes 2-pt shot from 2 ft (assist by S. Curry),2,68-71,,
0:50.0,,,68-71,,Turnover by B. Griffin (bad pass)
0:50.0,,,68-71,,J. Farmar enters the game for C. Paul
0:38.0,D. Lee makes 2-pt shot at rim (assist by S. Curry),2,70-71,,
0:23.0,,,70-71,,J. Crawford misses 3-pt shot from 26 ft
0:21.0,,,70-71,,Offensive rebound by Team
0:20.0,,,70-71,,R. Bullock enters the game for J. Redick
0:20.0,S. Livingston enters the game for S. Curry,,70-71,,
0:20.0,,,70-71,,C. Paul enters the game for G. Davis
0:20.0,J. Holiday enters the game for D. Lee,,70-71,,
0:00.0,,,70-73,2,C. Paul makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,70-73,,B. Griffin misses 2-pt shot from 6 ft
11:37.0,Defensive rebound by D. Lee,,70-73,,
11:21.0,S. Curry misses 3-pt shot from 25 ft,,70-73,,
11:20.0,,,70-73,,Defensive rebound by J. Crawford
11:11.0,,,70-73,,Turnover by G. Davis (lost ball; steal by A. Iguodala)
11:03.0,H. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala),2,72-73,,
10:41.0,,,72-76,3,J. Crawford makes 3-pt shot from 23 ft (assist by J. Farmar)
10:21.0,A. Iguodala misses 3-pt shot from 25 ft,,72-76,,
10:20.0,Offensive rebound by S. Curry,,72-76,,
10:18.0,S. Curry misses 2-pt shot at rim,,72-76,,
10:16.0,,,72-76,,Defensive rebound by B. Griffin
9:57.0,,,72-78,2,B. Griffin makes 2-pt shot from 20 ft (assist by J. Crawford)
9:47.0,S. Curry misses 2-pt shot from 15 ft,,72-78,,
9:46.0,,,72-78,,Defensive rebound by B. Griffin
9:33.0,,,72-78,,J. Crawford misses 3-pt shot from 24 ft (block by J. Holiday)
9:32.0,Defensive rebound by H. Barnes,,72-78,,
9:31.0,,,72-78,,Personal take foul by R. Bullock (drawn by S. Curry)
9:31.0,K. Thompson enters the game for J. Holiday,,72-78,,
9:31.0,S. Livingston enters the game for S. Curry,,72-78,,
9:31.0,,,72-78,,D. Jordan enters the game for G. Davis
9:31.0,,,72-78,,M. Barnes enters the game for B. Griffin
9:17.0,D. Lee makes 2-pt shot at rim (assist by S. Livingston),2,74-78,,
8:54.0,,,74-78,,Shooting foul by S. Livingston (drawn by J. Crawford)
8:54.0,Official timeout,,74-78,,
8:54.0,,,74-79,1,J. Crawford makes free throw 1 of 2
8:54.0,,,74-80,1,J. Crawford makes free throw 2 of 2
8:31.0,Turnover by S. Livingston (bad pass; steal by R. Bullock),,74-80,,
8:26.0,,,74-82,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Crawford)
8:15.0,S. Curry enters the game for A. Iguodala,,74-82,,
8:15.0,Jump ball: M. Barnes vs. K. Thompson (D. Lee gains possession),,,,Jump ball: M. Barnes vs. K. Thompson (D. Lee gains possession)
8:07.0,H. Barnes misses 3-pt shot from 22 ft,,74-82,,
8:06.0,,,74-82,,Defensive rebound by J. Crawford
7:59.0,,,74-84,2,J. Crawford makes 2-pt shot from 1 ft
7:47.0,S. Curry misses 3-pt shot from 25 ft,,74-84,,
7:46.0,Offensive rebound by H. Barnes,,74-84,,
7:44.0,H. Barnes misses 2-pt shot from 1 ft (block by M. Barnes),,74-84,,
7:44.0,,,74-84,,Defensive rebound by M. Barnes
7:44.0,Personal foul by D. Lee (drawn by M. Barnes),,74-84,,
7:44.0,,,74-84,,C. Paul enters the game for R. Bullock
7:44.0,D. Green enters the game for D. Lee,,74-84,,
7:27.0,,,74-86,2,J. Crawford makes 2-pt shot from 7 ft
7:27.0,Golden State full timeout,,74-86,,
7:05.0,D. Green misses 3-pt shot from 27 ft,,74-86,,
7:04.0,,,74-86,,Defensive rebound by J. Crawford
7:00.0,,,74-86,,Turnover by J. Crawford (lost ball; steal by H. Barnes)
6:58.0,Turnover by S. Curry (bad pass),,74-86,,
6:48.0,,,74-88,2,D. Jordan makes 2-pt shot at rim (assist by J. Farmar)
6:33.0,K. Thompson misses 3-pt shot from 24 ft,,74-88,,
6:32.0,,,74-88,,Defensive rebound by J. Crawford
6:20.0,,,74-88,,J. Farmar misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by S. Curry,,74-88,,
6:11.0,Shooting foul by J. Farmar (drawn by S. Curry),,74-88,,
6:11.0,S. Curry makes free throw 1 of 2,1,75-88,,
6:11.0,,,75-88,,B. Griffin enters the game for J. Farmar
6:11.0,S. Curry makes free throw 2 of 2,1,76-88,,
5:57.0,,,76-90,2,C. Paul makes 2-pt shot from 12 ft (assist by B. Griffin)
5:47.0,Turnover by S. Curry (bad pass),,76-90,,
5:47.0,M. Speights enters the game for S. Livingston,,76-90,,
5:28.0,,,76-90,,C. Paul misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by K. Thompson,,76-90,,
