time,Phoenix,pts.away,score,pts.home,LA Clippers
7:24.0,,,86-105,,Defensive rebound by S. Hawes
7:14.0,,,86-105,,Turnover by J. Crawford (traveling)
7:08.0,G. Green makes 3-pt shot from 24 ft (assist by I. Thomas),3,89-105,,
6:51.0,,,89-105,,S. Hawes misses 3-pt shot from 23 ft
6:51.0,Defensive rebound by Team,,89-105,,
6:51.0,,,89-105,,Personal foul by D. Jordan
6:51.0,,,89-105,,M. Barnes enters the game for J. Crawford
6:46.0,G. Dragic enters the game for M. Morris,,89-105,,
6:35.0,I. Thomas makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,92-105,,
6:08.0,,,92-105,,M. Barnes misses 2-pt shot from 3 ft
6:07.0,Defensive rebound by A. Len,,92-105,,
6:01.0,G. Green makes 2-pt shot at rim,2,94-105,,
6:01.0,,,94-105,,LA Clippers full timeout
6:01.0,,,94-105,,J. Crawford enters the game for S. Hawes
6:01.0,,,94-105,,B. Griffin enters the game for D. Jordan
5:51.0,Personal foul by G. Green,,94-105,,
5:44.0,,,94-107,2,C. Paul makes 2-pt shot from 2 ft
5:44.0,,,94-107,,Shooting foul by I. Thomas (drawn by C. Paul)
5:44.0,,,94-107,,C. Paul misses free throw 1 of 1
5:44.0,Defensive rebound by G. Green,,94-107,,
5:28.0,Turnover by E. Bledsoe (lost ball; steal by B. Griffin),,94-107,,
5:23.0,,,94-107,,Shooting foul by A. Len (drawn by B. Griffin)
5:23.0,,,94-108,1,B. Griffin makes free throw 1 of 2
5:23.0,,,94-108,,B. Griffin misses free throw 2 of 2
5:22.0,Defensive rebound by A. Len,,94-108,,
5:03.0,G. Green misses 2-pt shot from 12 ft,,94-108,,
5:02.0,,,94-108,,Defensive rebound by C. Paul
4:51.0,,,94-108,,B. Griffin misses 2-pt shot from 15 ft
4:50.0,,,94-108,,Offensive rebound by M. Barnes
4:45.0,,,94-111,3,C. Paul makes 3-pt shot from 23 ft (assist by J. Crawford)
4:27.0,G. Dragic misses 3-pt shot from 24 ft,,94-111,,
4:27.0,Offensive rebound by A. Len,,94-111,,
4:27.0,A. Len makes 2-pt shot at rim,2,96-111,,
4:27.0,Shooting foul by J. Redick (drawn by A. Len),,96-111,,
4:27.0,,,96-111,,Technical foul by M. Barnes
4:27.0,,,96-111,,J. Farmar enters the game for M. Barnes
4:27.0,I. Thomas makes technical free throw,1,97-111,,
4:27.0,Phoenix full timeout,,97-111,,
4:27.0,A. Len makes free throw 1 of 1,1,98-111,,
4:10.0,,,98-111,,B. Griffin misses 2-pt shot from 2 ft (block by A. Len)
4:08.0,Defensive rebound by A. Len,,98-111,,
3:48.0,I. Thomas misses 2-pt shot from 13 ft,,98-111,,
3:47.0,,,98-111,,Defensive rebound by B. Griffin
3:35.0,,,98-111,,Turnover by C. Paul (lost ball; steal by A. Len)
3:34.0,,,98-111,,Personal foul by C. Paul
3:34.0,A. Len makes free throw 1 of 2,1,99-111,,
3:34.0,A. Len makes free throw 2 of 2,1,100-111,,
3:13.0,,,100-111,,Turnover by B. Griffin (traveling)
3:02.0,A. Len misses 2-pt shot from 2 ft,,100-111,,
3:00.0,,,100-111,,Defensive rebound by C. Paul
2:56.0,Personal foul by G. Green,,100-111,,
2:56.0,,,100-112,1,C. Paul makes free throw 1 of 2
2:56.0,,,100-113,1,C. Paul makes free throw 2 of 2
2:43.0,G. Dragic misses 2-pt shot from 2 ft,,100-113,,
2:42.0,,,100-113,,Defensive rebound by B. Griffin
2:27.0,,,100-116,3,C. Paul makes 3-pt shot from 25 ft
2:17.0,I. Thomas makes 2-pt shot at rim,2,102-116,,
1:57.0,,,102-118,2,C. Paul makes 2-pt shot from 16 ft
1:57.0,Phoenix full timeout,,102-118,,
1:57.0,Technical foul by G. Green,,102-118,,
1:57.0,G. Green ejected from game,,102-118,,
1:57.0,Z. Dragic enters the game for G. Dragic,,102-118,,
1:57.0,S. Randolph enters the game for E. Bledsoe,,102-118,,
1:57.0,A. Goodwin enters the game for A. Len,,102-118,,
1:57.0,A. Tolliver enters the game for G. Green,,102-118,,
1:57.0,,,102-118,,J. Redick misses technical free throw
1:57.0,Offensive rebound by Team,,102-118,,
1:46.0,Shooting foul by J. Crawford (drawn by I. Thomas),,102-118,,
1:46.0,I. Thomas makes free throw 1 of 2,1,103-118,,
1:46.0,I. Thomas makes free throw 2 of 2,1,104-118,,
1:36.0,Personal foul by S. Randolph,,104-118,,
1:36.0,,,104-119,1,J. Redick makes free throw 1 of 2
1:36.0,,,104-119,,J. Cunningham enters the game for C. Paul
1:36.0,,,104-119,,E. Udoh enters the game for B. Griffin
1:36.0,,,104-120,1,J. Redick makes free throw 2 of 2
1:23.0,,,104-120,,Personal foul by J. Cunningham
1:23.0,I. Thomas makes free throw 1 of 2,1,105-120,,
1:23.0,I. Thomas makes free throw 2 of 2,1,106-120,,
1:03.0,,,106-120,,J. Farmar misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by A. Goodwin,,106-120,,
0:56.0,Shooting foul by E. Udoh (drawn by A. Goodwin),,106-120,,
0:56.0,A. Goodwin misses free throw 1 of 2,,106-120,,
0:56.0,Offensive rebound by Team,,106-120,,
0:56.0,A. Goodwin makes free throw 2 of 2,1,107-120,,
0:39.0,,,107-120,,E. Udoh misses 2-pt shot from 10 ft
0:37.0,Defensive rebound by A. Goodwin,,107-120,,
0:21.0,Z. Dragic misses 3-pt shot from 27 ft,,107-120,,
0:19.0,,,107-120,,Defensive rebound by J. Redick
0:00.0,End of 4th quarter,,,,End of 4th quarter
