time,San Antonio,pts.away,score,pts.home,New Orleans
6:02.0,K. Leonard makes free throw 2 of 2,1,12-12,,
5:50.0,,,12-12,,Shooting foul by T. Duncan (drawn by A. Davis)
5:50.0,,,12-12,,New Orleans full timeout
5:50.0,,,12-13,1,A. Davis makes free throw 1 of 2
5:50.0,,,12-14,1,A. Davis makes free throw 2 of 2
5:35.0,K. Leonard misses 2-pt shot from 14 ft,,12-14,,
5:34.0,,,12-14,,Defensive rebound by O. Asik
5:21.0,,,12-16,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
5:07.0,T. Parker makes 2-pt shot from 4 ft,2,14-16,,
4:46.0,,,14-16,,Q. Pondexter misses 2-pt shot from 2 ft
4:45.0,Defensive rebound by T. Duncan,,14-16,,
4:37.0,M. Ginobili misses 3-pt shot from 25 ft,,14-16,,
4:37.0,,,14-16,,Defensive rebound by T. Evans
4:32.0,,,14-16,,T. Evans misses 2-pt shot at rim
4:31.0,,,14-16,,Offensive rebound by Team
4:25.0,,,14-18,2,T. Evans makes 2-pt shot from 2 ft (assist by O. Asik)
4:01.0,M. Ginobili misses 2-pt shot from 10 ft (block by T. Evans),,14-18,,
4:00.0,,,14-18,,Defensive rebound by A. Davis
3:50.0,,,14-18,,Turnover by A. Davis (lost ball)
3:50.0,,,14-18,,D. Cunningham enters the game for Q. Pondexter
3:50.0,,,14-18,,J. Holiday enters the game for E. Gordon
3:28.0,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker),2,16-18,,
3:09.0,,,16-20,2,J. Holiday makes 2-pt shot from 10 ft
2:54.0,T. Parker makes 2-pt shot from 2 ft,2,18-20,,
2:53.0,,,18-20,,New Orleans full timeout
2:53.0,San Antonio full timeout,,18-20,,
2:53.0,,,18-20,,R. Anderson enters the game for O. Asik
2:53.0,A. Baynes enters the game for T. Duncan,,18-20,,
2:39.0,,,18-23,3,T. Evans makes 3-pt shot from 26 ft
2:21.0,B. Diaw misses 2-pt shot from 17 ft,,18-23,,
2:20.0,,,18-23,,Defensive rebound by A. Davis
2:11.0,,,18-25,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
2:05.0,,,18-25,,Personal foul by J. Holiday (drawn by T. Parker)
2:05.0,M. Belinelli enters the game for K. Leonard,,18-25,,
1:58.0,Turnover by M. Ginobili (bad pass; steal by T. Evans),,18-25,,
1:54.0,,,18-27,2,A. Davis makes 2-pt shot at rim
1:29.0,M. Ginobili misses 2-pt shot from 12 ft,,18-27,,
1:28.0,,,18-27,,Defensive rebound by D. Cunningham
1:18.0,,,18-29,2,T. Evans makes 2-pt shot from 21 ft
1:02.0,,,18-29,,Personal foul by T. Evans (drawn by M. Ginobili)
1:02.0,C. Joseph enters the game for T. Parker,,18-29,,
0:54.0,Shooting foul by T. Evans (drawn by M. Ginobili),,18-29,,
0:54.0,M. Ginobili misses free throw 1 of 2,,18-29,,
0:54.0,Offensive rebound by Team,,18-29,,
0:54.0,,,18-29,,N. Cole enters the game for T. Evans
0:54.0,M. Ginobili makes free throw 2 of 2,1,19-29,,
0:39.0,,,19-29,,J. Holiday misses 2-pt shot from 7 ft
0:38.0,Defensive rebound by C. Joseph,,19-29,,
0:37.0,Turnover by C. Joseph (lost ball; steal by N. Cole),,19-29,,
0:31.0,,,19-32,3,R. Anderson makes 3-pt shot from 23 ft (assist by A. Davis)
0:10.0,Turnover by B. Diaw (lost ball),,19-32,,
0:00.0,,,19-34,2,J. Holiday makes 2-pt shot from 20 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,19-36,2,A. Davis makes 2-pt shot from 8 ft (assist by R. Anderson)
11:28.0,M. Ginobili misses 3-pt shot from 26 ft,,19-36,,
11:27.0,,,19-36,,Defensive rebound by R. Anderson
11:17.0,,,19-39,3,J. Holiday makes 3-pt shot from 23 ft
10:55.0,B. Diaw misses 3-pt shot from 27 ft,,19-39,,
10:53.0,Offensive rebound by A. Baynes,,19-39,,
10:51.0,Turnover by C. Joseph (bad pass),,19-39,,
10:30.0,,,19-41,2,R. Anderson makes 2-pt shot from 3 ft (assist by J. Holiday)
10:15.0,B. Diaw makes 2-pt shot from 1 ft (assist by C. Joseph),2,21-41,,
9:52.0,,,21-41,,A. Davis misses 2-pt shot from 18 ft
9:51.0,Defensive rebound by M. Ginobili,,21-41,,
9:36.0,B. Diaw makes 2-pt shot from 22 ft (assist by A. Baynes),2,23-41,,
9:17.0,,,23-41,,J. Holiday misses 2-pt shot from 4 ft (block by C. Joseph)
9:15.0,Defensive rebound by A. Baynes,,23-41,,
9:02.0,M. Belinelli misses 2-pt shot from 13 ft,,23-41,,
9:01.0,,,23-41,,Defensive rebound by A. Davis
8:57.0,,,23-43,2,N. Cole makes 2-pt shot from 1 ft (assist by J. Holiday)
8:44.0,B. Diaw makes 2-pt shot from 3 ft,2,25-43,,
8:44.0,,,25-43,,New Orleans full timeout
8:44.0,,,25-43,,A. Ajinca enters the game for A. Davis
8:44.0,K. Leonard enters the game for M. Ginobili,,25-43,,
8:21.0,,,25-43,,A. Ajinca misses 2-pt shot from 9 ft
8:20.0,Defensive rebound by K. Leonard,,25-43,,
8:12.0,K. Leonard makes 2-pt shot from 9 ft,2,27-43,,
8:00.0,,,27-45,2,N. Cole makes 2-pt shot from 1 ft
7:44.0,,,27-45,,Personal block foul by D. Cunningham (drawn by K. Leonard)
7:44.0,T. Duncan enters the game for B. Diaw,,27-45,,
7:33.0,K. Leonard misses 2-pt shot from 13 ft,,27-45,,
7:32.0,,,27-45,,Defensive rebound by A. Ajinca
7:21.0,,,27-45,,N. Cole misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by T. Duncan,,27-45,,
7:07.0,C. Joseph misses 2-pt shot from 6 ft (block by N. Cole),,27-45,,
7:05.0,,,27-45,,Defensive rebound by A. Ajinca
6:56.0,,,27-47,2,D. Cunningham makes 2-pt shot from 20 ft (assist by J. Holiday)
6:30.0,K. Leonard makes 2-pt shot from 15 ft (assist by A. Baynes),2,29-47,,
6:07.0,,,29-47,,J. Holiday misses 2-pt shot from 3 ft
6:06.0,Defensive rebound by A. Baynes,,29-47,,
5:55.0,K. Leonard makes 2-pt shot from 2 ft (assist by T. Duncan),2,31-47,,
5:55.0,,,31-47,,New Orleans full timeout
5:55.0,,,31-47,,O. Asik enters the game for D. Cunningham
5:55.0,,,31-47,,E. Gordon enters the game for J. Holiday
5:55.0,,,31-47,,Q. Pondexter enters the game for A. Ajinca
5:55.0,T. Parker enters the game for C. Joseph,,31-47,,
5:38.0,,,31-49,2,N. Cole makes 2-pt shot from 4 ft (assist by E. Gordon)
5:21.0,T. Duncan misses 2-pt shot from 10 ft,,31-49,,
5:20.0,,,31-49,,Defensive rebound by R. Anderson
5:11.0,,,31-49,,A. Davis enters the game for R. Anderson
5:11.0,D. Green enters the game for M. Belinelli,,31-49,,
5:03.0,,,31-51,2,N. Cole makes 2-pt shot from 12 ft
4:47.0,T. Parker misses 2-pt shot from 11 ft,,31-51,,
4:46.0,,,31-51,,Defensive rebound by Team
4:46.0,B. Diaw enters the game for A. Baynes,,31-51,,
4:36.0,,,31-53,2,N. Cole makes 2-pt shot from 8 ft (assist by A. Davis)
4:36.0,,,31-53,,Shooting foul by T. Parker (drawn by N. Cole)
4:36.0,,,31-54,1,N. Cole makes free throw 1 of 1
4:24.0,B. Diaw makes 2-pt shot from 9 ft (assist by K. Leonard),2,33-54,,
4:06.0,,,33-54,,E. Gordon misses 2-pt shot from 21 ft
4:05.0,Defensive rebound by B. Diaw,,33-54,,
3:55.0,K. Leonard misses 2-pt shot from 9 ft,,33-54,,
3:53.0,Offensive rebound by K. Leonard,,33-54,,
3:51.0,Turnover by K. Leonard (bad pass),,33-54,,
3:37.0,,,33-54,,A. Davis misses 2-pt shot from 11 ft
3:36.0,Defensive rebound by B. Diaw,,33-54,,
3:27.0,T. Duncan makes 2-pt shot from 4 ft (assist by B. Diaw),2,35-54,,
3:13.0,,,35-56,2,N. Cole makes 2-pt shot from 2 ft
3:00.0,T. Parker makes 2-pt shot at rim (assist by B. Diaw),2,37-56,,
2:38.0,,,37-56,,N. Cole misses 2-pt shot from 20 ft
2:37.0,Defensive rebound by K. Leonard,,37-56,,
2:24.0,T. Parker makes 2-pt shot from 18 ft (assist by T. Duncan),2,39-56,,
2:03.0,,,39-56,,A. Davis misses 2-pt shot from 1 ft
2:02.0,,,39-56,,Offensive rebound by A. Davis
2:01.0,,,39-58,2,A. Davis makes 2-pt shot from 1 ft
1:49.0,B. Diaw makes 2-pt shot from 22 ft (assist by T. Parker),2,41-58,,
1:34.0,,,41-58,,E. Gordon misses 2-pt shot from 19 ft
1:33.0,Defensive rebound by T. Parker,,41-58,,
1:26.0,Turnover by T. Parker (lost ball; steal by N. Cole),,41-58,,
1:24.0,,,41-60,2,Q. Pondexter makes 2-pt shot at rim (assist by N. Cole)
1:24.0,,,41-60,,Shooting foul by K. Leonard (drawn by Q. Pondexter)
1:24.0,Official timeout,,41-60,,
1:24.0,,,41-60,,T. Evans enters the game for N. Cole
1:24.0,,,41-61,1,Q. Pondexter makes free throw 1 of 1
1:13.0,T. Parker makes 2-pt shot from 18 ft,2,43-61,,
0:55.0,,,43-61,,T. Evans misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by T. Duncan,,43-61,,
0:43.0,B. Diaw makes 2-pt shot from 6 ft,2,45-61,,
0:19.0,,,45-63,2,A. Davis makes 2-pt shot from 20 ft (assist by Q. Pondexter)
0:03.0,,,45-63,,Personal take foul by O. Asik (drawn by T. Parker)
0:03.0,,,45-63,,N. Cole enters the game for T. Evans
0:03.0,,,45-63,,D. Cunningham enters the game for E. Gordon
0:00.0,T. Parker makes 2-pt shot from 19 ft (assist by K. Leonard),2,47-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,47-63,,A. Davis misses 2-pt shot from 12 ft
11:41.0,Defensive rebound by K. Leonard,,47-63,,
11:19.0,A. Baynes makes 2-pt shot from 6 ft (assist by T. Duncan),2,49-63,,
10:59.0,,,49-63,,E. Gordon misses 2-pt shot from 6 ft (block by K. Leonard)
10:58.0,Defensive rebound by T. Duncan,,49-63,,
10:54.0,K. Leonard makes 2-pt shot from 2 ft (assist by T. Duncan),2,51-63,,
10:30.0,,,51-63,,E. Gordon misses 2-pt shot from 18 ft
10:29.0,,,51-63,,Offensive rebound by O. Asik
10:19.0,,,51-65,2,T. Evans makes 2-pt shot from 1 ft
9:54.0,T. Parker makes 2-pt shot from 11 ft (assist by D. Green),2,53-65,,
9:38.0,,,53-67,2,A. Davis makes 2-pt shot from 6 ft
9:38.0,,,53-67,,Shooting foul by A. Baynes (drawn by A. Davis)
9:38.0,,,53-67,,A. Davis misses free throw 1 of 1
9:38.0,Defensive rebound by D. Green,,53-67,,
9:31.0,,,53-67,,Violation by O. Asik (kicked ball)
9:26.0,T. Parker misses 2-pt shot from 10 ft,,53-67,,
9:25.0,,,53-67,,Defensive rebound by E. Gordon
9:16.0,,,53-69,2,T. Evans makes 2-pt shot from 19 ft
9:01.0,A. Baynes misses 2-pt shot from 9 ft,,53-69,,
9:00.0,,,53-69,,Defensive rebound by O. Asik
8:51.0,,,53-69,,Offensive charge foul by A. Davis
8:51.0,,,53-69,,Turnover by A. Davis (offensive foul)
8:31.0,K. Leonard makes 2-pt shot from 7 ft,2,55-69,,
8:13.0,,,55-69,,Shooting foul by T. Duncan (drawn by O. Asik)
8:13.0,,,55-69,,O. Asik misses free throw 1 of 2
8:13.0,,,55-69,,Offensive rebound by Team
8:13.0,,,55-69,,O. Asik misses free throw 2 of 2
8:13.0,Defensive rebound by T. Duncan,,55-69,,
8:00.0,T. Duncan makes 2-pt shot from 2 ft (assist by T. Parker),2,57-69,,
7:50.0,,,57-69,,Q. Pondexter misses 3-pt shot from 23 ft
7:49.0,,,57-69,,Offensive rebound by T. Evans
7:28.0,,,57-69,,T. Evans misses 2-pt shot from 19 ft
7:28.0,,,57-69,,Offensive rebound by Team
7:28.0,Loose ball foul by A. Baynes (drawn by O. Asik),,57-69,,
7:28.0,B. Diaw enters the game for A. Baynes,,57-69,,
7:20.0,,,57-69,,A. Davis misses 2-pt shot from 13 ft
7:19.0,Defensive rebound by B. Diaw,,57-69,,
7:08.0,T. Parker makes 2-pt shot from 3 ft (assist by B. Diaw),2,59-69,,
6:48.0,,,59-71,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
6:35.0,,,59-71,,Personal foul by Q. Pondexter (drawn by K. Leonard)
6:35.0,,,59-71,,J. Holiday enters the game for E. Gordon
6:22.0,K. Leonard misses 2-pt shot from 22 ft,,59-71,,
6:20.0,,,59-71,,Defensive rebound by T. Evans
6:02.0,Violation by T. Parker (kicked ball),,59-71,,
5:52.0,,,59-73,2,O. Asik makes 2-pt shot at rim (assist by J. Holiday)
5:43.0,San Antonio full timeout,,59-73,,
5:31.0,Turnover by T. Parker (bad pass; steal by A. Davis),,59-73,,
5:16.0,,,59-73,,A. Davis misses 2-pt shot from 18 ft
5:15.0,Defensive rebound by K. Leonard,,59-73,,
5:05.0,T. Parker misses 2-pt shot from 3 ft (block by O. Asik),,59-73,,
5:05.0,Offensive rebound by Team,,59-73,,
4:53.0,T. Duncan misses 2-pt shot from 8 ft,,59-73,,
4:52.0,,,59-73,,Defensive rebound by A. Davis
4:39.0,,,59-75,2,J. Holiday makes 2-pt shot from 2 ft
4:18.0,Turnover by B. Diaw (bad pass; steal by Q. Pondexter),,59-75,,
4:13.0,,,59-75,,Turnover by Q. Pondexter (bad pass)
4:13.0,M. Ginobili enters the game for D. Green,,59-75,,
3:56.0,T. Parker makes 2-pt shot from 12 ft (assist by T. Duncan),2,61-75,,
3:35.0,,,61-77,2,T. Evans makes 2-pt shot from 4 ft
3:17.0,Turnover by T. Parker (lost ball; steal by A. Davis),,61-77,,
3:16.0,,,61-77,,D. Cunningham enters the game for Q. Pondexter
3:16.0,Jump ball: A. Davis vs. B. Diaw (T. Evans gains possession),,,,Jump ball: A. Davis vs. B. Diaw (T. Evans gains possession)
3:16.0,P. Mills enters the game for T. Duncan,,61-77,,
3:12.0,,,61-79,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
2:56.0,Turnover by B. Diaw (bad pass; steal by O. Asik),,61-79,,
2:46.0,,,61-79,,J. Holiday misses 2-pt shot from 10 ft (block by M. Ginobili)
2:45.0,,,61-79,,Offensive rebound by J. Holiday
2:26.0,,,61-79,,A. Davis misses 2-pt shot from 15 ft
2:25.0,Defensive rebound by M. Ginobili,,61-79,,
2:18.0,K. Leonard makes 2-pt shot from 2 ft (assist by B. Diaw),2,63-79,,
1:55.0,,,63-79,,A. Davis misses 2-pt shot from 15 ft
1:54.0,Defensive rebound by B. Diaw,,63-79,,
1:41.0,P. Mills misses 3-pt shot from 27 ft,,63-79,,
1:38.0,,,63-79,,Defensive rebound by J. Holiday
1:38.0,,,63-79,,New Orleans full timeout
1:38.0,A. Baynes enters the game for T. Parker,,63-79,,
1:38.0,,,63-79,,N. Cole enters the game for T. Evans
1:28.0,,,63-79,,Turnover by A. Davis (bad pass)
1:28.0,,,63-79,,E. Gordon enters the game for J. Holiday
1:16.0,,,63-79,,Violation by O. Asik (kicked ball)
1:16.0,,,63-79,,R. Anderson enters the game for A. Davis
1:06.0,P. Mills makes 2-pt shot from 20 ft,2,65-79,,
0:42.0,,,65-82,3,E. Gordon makes 3-pt shot from 26 ft (assist by N. Cole)
0:32.0,M. Ginobili makes 3-pt shot from 24 ft,3,68-82,,
0:13.0,,,68-82,,N. Cole misses 2-pt shot at rim
0:12.0,Defensive rebound by A. Baynes,,68-82,,
0:07.0,,,68-82,,Personal take foul by E. Gordon (drawn by M. Ginobili)
0:00.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,71-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,P. Mills makes 2-pt shot from 18 ft (assist by M. Ginobili),2,73-82,,
11:48.0,Shooting foul by N. Cole (drawn by P. Mills),,73-82,,
11:48.0,P. Mills makes free throw 1 of 1,1,74-82,,
11:35.0,,,74-82,,N. Cole misses 2-pt shot from 11 ft
11:34.0,Defensive rebound by A. Baynes,,74-82,,
11:28.0,Turnover by P. Mills (bad pass; steal by N. Cole),,74-82,,
11:12.0,,,74-82,,Shooting foul by A. Baynes (drawn by A. Davis)
11:12.0,,,74-82,,A. Davis misses free throw 1 of 2
11:12.0,,,74-82,,Offensive rebound by Team
11:12.0,,,74-82,,T. Evans enters the game for D. Cunningham
11:12.0,,,74-83,1,A. Davis makes free throw 2 of 2
11:01.0,,,74-83,,Personal foul by E. Gordon (drawn by M. Ginobili)
10:56.0,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili),2,76-83,,
10:37.0,Personal foul by P. Mills (drawn by N. Cole),,76-83,,
10:27.0,,,76-83,,E. Gordon misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by B. Diaw,,76-83,,
10:20.0,M. Ginobili misses 3-pt shot from 25 ft,,76-83,,
10:18.0,,,76-83,,Defensive rebound by R. Anderson
10:08.0,,,76-85,2,T. Evans makes 2-pt shot from 3 ft
10:08.0,San Antonio full timeout,,76-85,,
10:08.0,,,76-85,,J. Holiday enters the game for N. Cole
9:51.0,B. Diaw misses 2-pt shot from 11 ft,,76-85,,
9:50.0,,,76-85,,Defensive rebound by E. Gordon
9:28.0,,,76-85,,T. Evans misses 2-pt shot at rim
9:26.0,Defensive rebound by Team,,76-85,,
9:15.0,Turnover by M. Ginobili (lost ball; steal by T. Evans),,76-85,,
9:14.0,Personal foul by M. Ginobili (drawn by R. Anderson),,76-85,,
8:56.0,,,76-85,,T. Evans misses 2-pt shot from 2 ft
8:55.0,Defensive rebound by A. Baynes,,76-85,,
8:46.0,B. Diaw makes 2-pt shot from 14 ft,2,78-85,,
8:26.0,Personal foul by P. Mills (drawn by J. Holiday),,78-85,,
8:26.0,T. Parker enters the game for P. Mills,,78-85,,
8:26.0,T. Duncan enters the game for A. Baynes,,78-85,,
8:26.0,,,78-85,,O. Asik enters the game for R. Anderson
8:18.0,,,78-85,,A. Davis misses 2-pt shot from 5 ft
8:16.0,,,78-85,,Offensive rebound by A. Davis
8:16.0,,,78-85,,A. Davis misses 2-pt shot from 1 ft
8:15.0,Defensive rebound by T. Duncan,,78-85,,
8:06.0,,,78-85,,Personal foul by E. Gordon (drawn by M. Ginobili)
8:00.0,Shooting foul by T. Evans (drawn by M. Belinelli),,78-85,,
8:00.0,M. Belinelli makes free throw 1 of 2,1,79-85,,
8:00.0,K. Leonard enters the game for M. Ginobili,,79-85,,
8:00.0,M. Belinelli makes free throw 2 of 2,1,80-85,,
7:58.0,Personal take foul by T. Parker (drawn by O. Asik),,80-85,,
7:58.0,,,80-85,,O. Asik misses free throw 1 of 2
7:58.0,,,80-85,,Offensive rebound by Team
7:58.0,,,80-86,1,O. Asik makes free throw 2 of 2
7:38.0,B. Diaw makes 2-pt shot from 2 ft (assist by T. Parker),2,82-86,,
7:34.0,Personal take foul by T. Parker (drawn by O. Asik),,82-86,,
7:34.0,,,82-87,1,O. Asik makes free throw 1 of 2
7:34.0,,,82-87,,O. Asik misses free throw 2 of 2
7:33.0,Defensive rebound by K. Leonard,,82-87,,
7:11.0,T. Parker misses 2-pt shot from 16 ft,,82-87,,
7:10.0,,,82-87,,Defensive rebound by J. Holiday
7:07.0,Personal take foul by K. Leonard (drawn by O. Asik),,82-87,,
7:07.0,,,82-87,,O. Asik misses free throw 1 of 2
7:07.0,,,82-87,,Offensive rebound by Team
7:07.0,,,82-88,1,O. Asik makes free throw 2 of 2
6:56.0,,,82-88,,Personal foul by J. Holiday (drawn by T. Parker)
6:56.0,T. Parker makes free throw 1 of 2,1,83-88,,
6:56.0,,,83-88,,R. Anderson enters the game for O. Asik
6:56.0,T. Parker misses free throw 2 of 2,,83-88,,
6:55.0,,,83-88,,Defensive rebound by A. Davis
6:36.0,,,83-90,2,E. Gordon makes 2-pt shot from 2 ft (assist by T. Evans)
6:19.0,M. Belinelli misses 2-pt shot from 21 ft,,83-90,,
6:18.0,,,83-90,,Defensive rebound by T. Evans
6:08.0,,,83-92,2,T. Evans makes 2-pt shot from 3 ft
6:08.0,San Antonio full timeout,,83-92,,
6:08.0,M. Ginobili enters the game for M. Belinelli,,83-92,,
5:55.0,T. Parker misses 2-pt shot from 2 ft,,83-92,,
5:55.0,,,83-92,,Defensive rebound by A. Davis
5:55.0,Loose ball foul by K. Leonard (drawn by A. Davis),,83-92,,
5:55.0,Official timeout,,83-92,,
5:55.0,,,83-93,1,A. Davis makes free throw 1 of 2
5:55.0,,,83-94,1,A. Davis makes free throw 2 of 2
5:43.0,T. Duncan makes 2-pt shot from 5 ft (assist by M. Ginobili),2,85-94,,
5:26.0,,,85-94,,J. Holiday misses 2-pt shot from 18 ft
5:25.0,Defensive rebound by K. Leonard,,85-94,,
5:15.0,M. Ginobili misses 3-pt shot from 26 ft,,85-94,,
5:15.0,Offensive rebound by Team,,85-94,,
5:15.0,,,85-94,,Loose ball foul by R. Anderson (drawn by T. Duncan)
5:15.0,T. Duncan misses free throw 1 of 2,,85-94,,
5:15.0,Offensive rebound by Team,,85-94,,
5:15.0,T. Duncan makes free throw 2 of 2,1,86-94,,
5:01.0,,,86-97,3,E. Gordon makes 3-pt shot from 26 ft (assist by T. Evans)
4:43.0,K. Leonard misses 2-pt shot from 16 ft,,86-97,,
4:42.0,,,86-97,,Defensive rebound by A. Davis
4:24.0,,,86-97,,T. Evans misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by T. Duncan,,86-97,,
4:15.0,Turnover by B. Diaw (bad pass; steal by E. Gordon),,86-97,,
3:55.0,,,86-97,,R. Anderson misses 2-pt shot from 1 ft
3:54.0,Defensive rebound by T. Duncan,,86-97,,
3:45.0,T. Duncan makes 2-pt shot at rim (assist by K. Leonard),2,88-97,,
3:42.0,,,88-97,,New Orleans full timeout
3:42.0,P. Mills enters the game for M. Ginobili,,88-97,,
3:31.0,,,88-97,,Turnover by A. Davis (lost ball; steal by T. Duncan)
3:23.0,K. Leonard misses 2-pt shot from 20 ft,,88-97,,
3:22.0,,,88-97,,Defensive rebound by A. Davis
3:05.0,,,88-99,2,A. Davis makes 2-pt shot from 9 ft (assist by T. Evans)
2:45.0,P. Mills makes 2-pt shot from 22 ft (assist by B. Diaw),2,90-99,,
2:19.0,,,90-99,,E. Gordon misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by K. Leonard,,90-99,,
2:09.0,K. Leonard misses 2-pt shot at rim (block by R. Anderson),,90-99,,
2:07.0,Offensive rebound by T. Duncan,,90-99,,
2:01.0,B. Diaw makes 2-pt shot from 2 ft (assist by P. Mills),2,92-99,,
1:36.0,,,92-101,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Evans)
1:17.0,B. Diaw makes 2-pt shot from 3 ft (assist by P. Mills),2,94-101,,
0:58.0,,,94-101,,A. Davis misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by K. Leonard,,94-101,,
0:49.0,K. Leonard misses 2-pt shot from 11 ft (block by A. Davis),,94-101,,
0:47.0,Offensive rebound by K. Leonard,,94-101,,
0:45.0,,,94-101,,Personal foul by J. Holiday (drawn by T. Duncan)
0:45.0,T. Duncan makes free throw 1 of 2,1,95-101,,
0:45.0,D. Green enters the game for B. Diaw,,95-101,,
0:45.0,T. Duncan makes free throw 2 of 2,1,96-101,,
0:39.0,Personal take foul by T. Parker (drawn by E. Gordon),,96-101,,
0:39.0,,,96-102,1,E. Gordon makes free throw 1 of 2
0:39.0,,,96-102,,Q. Pondexter enters the game for R. Anderson
0:39.0,,,96-103,1,E. Gordon makes free throw 2 of 2
0:39.0,San Antonio full timeout,,96-103,,
0:39.0,B. Diaw enters the game for T. Duncan,,96-103,,
0:39.0,M. Belinelli enters the game for T. Parker,,96-103,,
0:36.0,B. Diaw misses 2-pt shot from 2 ft (block by A. Davis),,96-103,,
0:34.0,,,96-103,,Defensive rebound by A. Davis
0:29.0,Personal take foul by K. Leonard (drawn by Q. Pondexter),,96-103,,
0:29.0,,,96-103,,Q. Pondexter misses free throw 1 of 2
0:29.0,,,96-103,,Offensive rebound by Team
0:29.0,J. Ayres enters the game for K. Leonard,,96-103,,
0:29.0,C. Joseph enters the game for D. Green,,96-103,,
0:29.0,K. Anderson enters the game for B. Diaw,,96-103,,
0:29.0,,,96-104,1,Q. Pondexter makes free throw 2 of 2
0:22.0,J. Ayres makes 2-pt shot at rim (assist by P. Mills),2,98-104,,
0:22.0,,,98-104,,New Orleans full timeout
0:22.0,,,98-104,,R. Anderson enters the game for Q. Pondexter
