time,Indiana,pts.away,score,pts.home,Brooklyn
7:38.0,,,7-5,,M. Brown misses 3-pt shot from 22 ft
7:37.0,Defensive rebound by D. West,,7-5,,
7:22.0,G. Hill misses 3-pt shot from 23 ft,,7-5,,
7:21.0,,,7-5,,Defensive rebound by T. Young
7:09.0,,,7-8,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Williams)
6:55.0,R. Hibbert misses 2-pt shot from 17 ft,,7-8,,
6:54.0,,,7-8,,Defensive rebound by M. Brown
6:50.0,Violation by G. Hill (kicked ball),,7-8,,
6:32.0,,,7-8,,B. Lopez misses 2-pt shot at rim (block by D. West)
6:30.0,,,7-8,,Offensive rebound by J. Johnson
6:30.0,,,7-8,,Turnover by Team (shot clock)
6:11.0,G. Hill makes 3-pt shot from 26 ft (assist by D. West),3,10-8,,
5:54.0,,,10-11,3,M. Brown makes 3-pt shot from 23 ft (assist by J. Johnson)
5:37.0,D. West misses 2-pt shot from 8 ft,,10-11,,
5:36.0,,,10-11,,Defensive rebound by M. Brown
5:28.0,,,10-13,2,B. Lopez makes 2-pt shot from 10 ft (assist by D. Williams)
5:28.0,Indiana full timeout,,10-13,,
5:28.0,I. Mahinmi enters the game for R. Hibbert,,10-13,,
5:10.0,R. Stuckey makes 3-pt shot from 23 ft (assist by D. West),3,13-13,,
4:56.0,,,13-15,2,D. Williams makes 2-pt shot from 7 ft
4:29.0,D. West misses 2-pt shot from 11 ft,,13-15,,
4:28.0,,,13-15,,Defensive rebound by B. Lopez
4:17.0,,,13-17,2,B. Lopez makes 2-pt shot at rim (assist by D. Williams)
4:02.0,,,13-17,,Personal foul by D. Williams (drawn by G. Hill)
4:02.0,C. Miles enters the game for S. Hill,,13-17,,
3:50.0,D. West misses 2-pt shot from 11 ft,,13-17,,
3:49.0,,,13-17,,Defensive rebound by M. Brown
3:39.0,,,13-19,2,B. Lopez makes 2-pt shot at rim (assist by J. Johnson)
3:18.0,R. Stuckey misses 2-pt shot from 17 ft,,13-19,,
3:17.0,,,13-19,,Defensive rebound by D. Williams
3:13.0,,,13-21,2,D. Williams makes 2-pt shot from 11 ft
3:13.0,,,13-21,,Shooting foul by C. Miles (drawn by D. Williams)
3:13.0,,,13-21,,A. Anderson enters the game for J. Johnson
3:13.0,,,13-22,1,D. Williams makes free throw 1 of 1
2:58.0,G. Hill makes 2-pt shot from 10 ft (assist by D. West),2,15-22,,
2:47.0,,,15-24,2,B. Lopez makes 2-pt shot from 1 ft (assist by D. Williams)
2:28.0,G. Hill misses 2-pt shot from 10 ft,,15-24,,
2:27.0,,,15-24,,Defensive rebound by D. Williams
2:16.0,,,15-26,2,B. Lopez makes 2-pt shot from 2 ft (assist by T. Young)
2:16.0,Indiana full timeout,,15-26,,
2:16.0,,,15-26,,Brooklyn full timeout
2:16.0,L. Scola enters the game for D. West,,15-26,,
1:59.0,Turnover by L. Scola (bad pass; steal by D. Williams),,15-26,,
1:43.0,,,15-29,3,A. Anderson makes 3-pt shot from 23 ft (assist by D. Williams)
1:20.0,G. Hill misses 2-pt shot from 16 ft,,15-29,,
1:19.0,,,15-29,,Defensive rebound by T. Young
1:10.0,,,15-31,2,A. Anderson makes 2-pt shot from 2 ft
0:56.0,Turnover by C. Miles (bad pass; steal by D. Williams),,15-31,,
0:44.0,,,15-33,2,B. Lopez makes 2-pt shot from 19 ft (assist by T. Young)
0:28.0,G. Hill misses 3-pt shot from 23 ft,,15-33,,
0:26.0,,,15-33,,Defensive rebound by M. Brown
0:06.0,,,15-33,,B. Lopez misses 2-pt shot from 13 ft
0:05.0,Defensive rebound by R. Stuckey,,15-33,,
0:01.0,R. Stuckey misses 3-pt shot from 25 ft,,15-33,,
0:00.0,Offensive rebound by Team,,15-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Shooting foul by A. Anderson (drawn by L. Scola),,15-33,,
11:46.0,L. Scola makes free throw 1 of 2,1,16-33,,
11:46.0,L. Scola makes free throw 2 of 2,1,17-33,,
11:34.0,,,17-33,,J. Jack misses 2-pt shot from 8 ft
11:33.0,Defensive rebound by L. Scola,,17-33,,
11:23.0,R. Stuckey misses 2-pt shot from 1 ft (block by M. Plumlee),,17-33,,
11:21.0,Offensive rebound by R. Stuckey,,17-33,,
11:20.0,Offensive foul by R. Stuckey,,17-33,,
11:20.0,Turnover by R. Stuckey (offensive foul),,17-33,,
11:20.0,,,17-33,,J. Johnson enters the game for T. Young
11:06.0,,,17-33,,Shooting foul by L. Scola (drawn by A. Anderson)
11:06.0,,,17-34,1,A. Anderson makes free throw 1 of 2
11:06.0,,,17-35,1,A. Anderson makes free throw 2 of 2
10:55.0,,,17-35,,Shooting block foul by A. Anderson (drawn by R. Stuckey)
10:55.0,R. Stuckey misses free throw 1 of 2,,17-35,,
10:55.0,Offensive rebound by Team,,17-35,,
10:55.0,,,17-35,,M. Brown enters the game for A. Anderson
10:55.0,R. Stuckey makes free throw 2 of 2,1,18-35,,
10:42.0,,,18-37,2,J. Jack makes 2-pt shot from 14 ft
10:22.0,L. Scola makes 2-pt shot from 3 ft,2,20-37,,
10:15.0,,,20-39,2,M. Brown makes 2-pt shot from 21 ft (assist by J. Jack)
10:04.0,D. Rudez makes 3-pt shot from 25 ft (assist by C. Watson),3,23-39,,
9:59.0,,,23-39,,Shooting foul by L. Scola (drawn by M. Brown)
9:59.0,,,23-39,,M. Brown misses free throw 1 of 2
9:59.0,,,23-39,,Offensive rebound by Team
9:59.0,,,23-40,1,M. Brown makes free throw 2 of 2
9:44.0,I. Mahinmi makes 2-pt shot from 6 ft (assist by R. Stuckey),2,25-40,,
9:30.0,,,25-40,,Shooting foul by I. Mahinmi (drawn by M. Plumlee)
9:30.0,,,25-41,1,M. Plumlee makes free throw 1 of 2
9:30.0,,,25-41,,M. Plumlee misses free throw 2 of 2
9:29.0,Defensive rebound by L. Scola,,25-41,,
9:10.0,L. Scola misses 2-pt shot from 6 ft,,25-41,,
9:09.0,,,25-41,,Defensive rebound by Team
9:09.0,,,25-41,,E. Clark enters the game for J. Johnson
8:49.0,,,25-41,,Turnover by B. Bogdanovic (bad pass)
8:49.0,Official timeout,,25-41,,
8:49.0,L. Allen enters the game for R. Stuckey,,25-41,,
8:49.0,S. Hill enters the game for I. Mahinmi,,25-41,,
8:28.0,C. Watson makes 3-pt shot from 22 ft (assist by D. Rudez),3,28-41,,
8:15.0,,,28-41,,E. Clark misses 2-pt shot from 17 ft
8:14.0,Defensive rebound by C. Watson,,28-41,,
8:07.0,,,28-41,,Personal foul by J. Jack (drawn by C. Watson)
8:07.0,,,28-41,,B. Lopez enters the game for M. Plumlee
7:59.0,L. Scola makes 2-pt shot from 5 ft (assist by L. Allen),2,30-41,,
7:59.0,Shooting foul by E. Clark (drawn by L. Scola),,30-41,,
7:59.0,L. Scola makes free throw 1 of 1,1,31-41,,
7:40.0,,,31-41,,J. Jack misses 2-pt shot from 18 ft
7:39.0,Defensive rebound by L. Scola,,31-41,,
7:25.0,L. Allen makes 2-pt shot from 19 ft (assist by S. Hill),2,33-41,,
7:17.0,,,33-41,,Turnover by E. Clark (traveling)
7:05.0,,,33-41,,D. Williams enters the game for J. Jack
7:05.0,,,33-41,,T. Young enters the game for E. Clark
6:59.0,D. Rudez makes 2-pt shot from 22 ft (assist by S. Hill),2,35-41,,
6:44.0,,,35-43,2,D. Williams makes 2-pt shot from 17 ft (assist by T. Young)
6:34.0,Turnover by C. Watson (lost ball; steal by B. Bogdanovic),,35-43,,
6:30.0,,,35-45,2,T. Young makes 2-pt shot at rim (assist by D. Williams)
6:11.0,D. Rudez makes 2-pt shot from 20 ft (assist by S. Hill),2,37-45,,
5:55.0,,,37-45,,B. Lopez misses 2-pt shot from 13 ft
5:54.0,Defensive rebound by L. Scola,,37-45,,
5:46.0,C. Watson makes 3-pt shot from 24 ft,3,40-45,,
5:46.0,,,40-45,,Brooklyn full timeout
5:31.0,,,40-47,2,B. Lopez makes 2-pt shot from 12 ft (assist by T. Young)
5:19.0,L. Allen makes 2-pt shot from 20 ft (assist by C. Watson),2,42-47,,
4:58.0,,,42-47,,T. Young misses 2-pt shot from 16 ft
4:57.0,Defensive rebound by L. Scola,,42-47,,
4:37.0,C. Watson makes 2-pt shot from 22 ft (assist by L. Scola),2,44-47,,
4:21.0,,,44-47,,Turnover by B. Bogdanovic (bad pass; steal by C. Watson)
4:18.0,,,44-47,,Violation by B. Bogdanovic (def goaltending)
4:18.0,C. Watson makes 2-pt shot from 1 ft,2,46-47,,
4:04.0,Personal foul by S. Hill (drawn by M. Brown),,46-47,,
4:04.0,,,46-47,,M. Brown misses free throw 1 of 2
4:04.0,,,46-47,,Offensive rebound by Team
4:04.0,,,46-47,,J. Johnson enters the game for B. Bogdanovic
4:04.0,,,46-48,1,M. Brown makes free throw 2 of 2
3:50.0,Turnover by D. Rudez (bad pass),,46-48,,
3:37.0,,,46-48,,D. Williams misses 2-pt shot from 14 ft
3:36.0,Defensive rebound by L. Scola,,46-48,,
3:28.0,L. Scola misses 2-pt shot from 2 ft,,46-48,,
3:26.0,,,46-48,,Defensive rebound by B. Lopez
3:20.0,Personal foul by S. Hill (drawn by J. Johnson),,46-48,,
3:20.0,,,46-49,1,J. Johnson makes free throw 1 of 2
3:20.0,,,46-50,1,J. Johnson makes free throw 2 of 2
2:59.0,D. Rudez makes 3-pt shot from 26 ft,3,49-50,,
2:41.0,,,49-50,,T. Young misses 2-pt shot from 18 ft
2:40.0,Defensive rebound by C. Watson,,49-50,,
2:28.0,S. Hill misses 3-pt shot from 24 ft,,49-50,,
2:27.0,,,49-50,,Defensive rebound by M. Brown
2:20.0,,,49-50,,M. Brown misses 2-pt shot from 17 ft
2:18.0,,,49-50,,Offensive rebound by T. Young
2:17.0,,,49-50,,T. Young misses 2-pt shot from 1 ft
2:16.0,Defensive rebound by C. Watson,,49-50,,
2:08.0,S. Hill makes 3-pt shot from 25 ft (assist by C. Watson),3,52-50,,
1:44.0,,,52-50,,B. Lopez misses 2-pt shot from 16 ft
1:43.0,Defensive rebound by L. Scola,,52-50,,
1:23.0,L. Allen misses 2-pt shot from 19 ft,,52-50,,
1:22.0,,,52-50,,Defensive rebound by D. Williams
1:11.0,,,52-50,,J. Johnson misses 3-pt shot from 22 ft
1:10.0,,,52-50,,Offensive rebound by B. Lopez
1:09.0,,,52-52,2,B. Lopez makes 2-pt shot from 2 ft
1:09.0,Indiana full timeout,,52-52,,
0:50.0,Shooting foul by T. Young (drawn by L. Scola),,52-52,,
0:50.0,L. Scola makes free throw 1 of 2,1,53-52,,
0:50.0,G. Hill enters the game for D. Rudez,,53-52,,
0:50.0,L. Scola makes free throw 2 of 2,1,54-52,,
0:37.0,,,54-55,3,M. Brown makes 3-pt shot from 23 ft (assist by J. Johnson)
0:22.0,L. Scola misses 2-pt shot from 18 ft,,54-55,,
0:21.0,,,54-55,,Defensive rebound by D. Williams
0:01.0,,,54-57,2,B. Lopez makes 2-pt shot from 8 ft (assist by D. Williams)
0:00.0,L. Scola misses 3-pt shot from 65 ft,,54-57,,
0:00.0,Offensive rebound by Team,,54-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,R. Stuckey misses 3-pt shot from 25 ft,,54-57,,
11:39.0,Offensive rebound by Team,,54-57,,
11:39.0,,,54-57,,Loose ball foul by B. Lopez (drawn by R. Hibbert)
11:33.0,,,54-57,,Violation by M. Brown (kicked ball)
11:24.0,D. West misses 2-pt shot from 4 ft,,54-57,,
11:23.0,Offensive rebound by R. Hibbert,,54-57,,
11:22.0,R. Hibbert misses 2-pt shot from 1 ft,,54-57,,
11:21.0,,,54-57,,Defensive rebound by B. Lopez
11:04.0,,,54-57,,J. Johnson misses 2-pt shot from 7 ft
11:03.0,Defensive rebound by G. Hill,,54-57,,
11:00.0,Shooting foul by D. Williams (drawn by G. Hill),,54-57,,
11:00.0,G. Hill makes free throw 1 of 2,1,55-57,,
11:00.0,G. Hill makes free throw 2 of 2,1,56-57,,
10:38.0,,,56-57,,M. Brown misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by G. Hill,,56-57,,
10:34.0,G. Hill makes 2-pt shot from 2 ft,2,58-57,,
10:21.0,Personal foul by R. Hibbert (drawn by D. Williams),,58-57,,
10:06.0,,,58-57,,T. Young misses 3-pt shot from 23 ft
10:05.0,Defensive rebound by S. Hill,,58-57,,
9:57.0,S. Hill makes 3-pt shot from 24 ft,3,61-57,,
9:37.0,,,61-57,,T. Young misses 3-pt shot from 25 ft
9:36.0,,,61-57,,Offensive rebound by B. Lopez
9:25.0,,,61-59,2,T. Young makes 2-pt shot at rim (assist by J. Johnson)
9:09.0,R. Hibbert misses 2-pt shot from 4 ft,,61-59,,
9:08.0,,,61-59,,Defensive rebound by J. Johnson
8:55.0,,,61-59,,M. Brown misses 2-pt shot from 5 ft
8:54.0,Defensive rebound by G. Hill,,61-59,,
8:36.0,R. Hibbert misses 2-pt shot from 5 ft,,61-59,,
8:35.0,,,61-59,,Defensive rebound by D. Williams
8:22.0,Personal foul by S. Hill (drawn by D. Williams),,61-59,,
8:22.0,,,61-59,,A. Anderson enters the game for M. Brown
8:12.0,,,61-59,,J. Johnson misses 2-pt shot from 1 ft
8:10.0,Defensive rebound by R. Hibbert,,61-59,,
8:00.0,D. West misses 2-pt shot from 21 ft,,61-59,,
7:59.0,,,61-59,,Defensive rebound by D. Williams
7:53.0,,,61-59,,Shooting foul by G. Hill (drawn by D. Williams)
7:53.0,,,61-59,,D. Williams misses free throw 1 of 2
7:53.0,,,61-59,,Offensive rebound by Team
7:53.0,,,61-60,1,D. Williams makes free throw 2 of 2
7:31.0,D. West makes 2-pt shot from 7 ft (assist by G. Hill),2,63-60,,
7:12.0,,,63-63,3,A. Anderson makes 3-pt shot from 24 ft
6:48.0,R. Hibbert misses 2-pt shot from 19 ft,,63-63,,
6:47.0,,,63-63,,Defensive rebound by B. Lopez
6:34.0,,,63-65,2,B. Lopez makes 2-pt shot from 1 ft (assist by A. Anderson)
6:13.0,G. Hill misses 3-pt shot from 25 ft,,63-65,,
6:12.0,,,63-65,,Defensive rebound by T. Young
6:06.0,,,63-65,,A. Anderson misses 2-pt shot from 3 ft
6:05.0,Defensive rebound by Team,,63-65,,
5:52.0,,,63-65,,Personal foul by D. Williams (drawn by G. Hill)
5:52.0,,,63-65,,Brooklyn full timeout
5:52.0,,,63-65,,M. Plumlee enters the game for B. Lopez
5:36.0,G. Hill makes 3-pt shot from 26 ft (assist by D. West),3,66-65,,
5:22.0,,,66-65,,A. Anderson misses 2-pt shot from 16 ft
5:20.0,,,66-65,,Offensive rebound by M. Plumlee
5:14.0,,,66-65,,J. Johnson misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by Team,,66-65,,
5:13.0,I. Mahinmi enters the game for R. Hibbert,,66-65,,
5:03.0,,,66-65,,Personal foul by M. Plumlee (drawn by R. Stuckey)
4:57.0,G. Hill makes 2-pt shot from 1 ft,2,68-65,,
4:57.0,,,68-65,,Violation by M. Plumlee (def goaltending)
4:41.0,,,68-68,3,A. Anderson makes 3-pt shot from 26 ft (assist by M. Plumlee)
4:28.0,D. West makes 2-pt shot from 2 ft,2,70-68,,
4:19.0,C. Watson enters the game for R. Stuckey,,70-68,,
4:17.0,,,70-68,,Shooting foul by I. Mahinmi (drawn by M. Plumlee)
4:17.0,,,70-69,1,M. Plumlee makes free throw 1 of 2
4:17.0,,,70-69,,M. Plumlee misses free throw 2 of 2
4:15.0,Defensive rebound by I. Mahinmi,,70-69,,
3:58.0,D. West misses 2-pt shot from 16 ft,,70-69,,
3:57.0,,,70-69,,Defensive rebound by J. Johnson
3:50.0,Personal foul by I. Mahinmi (drawn by J. Johnson),,70-69,,
3:50.0,,,70-70,1,J. Johnson makes free throw 1 of 2
3:50.0,,,70-71,1,J. Johnson makes free throw 2 of 2
3:39.0,G. Hill misses 2-pt shot from 4 ft,,70-71,,
3:37.0,,,70-71,,Defensive rebound by T. Young
3:30.0,,,70-71,,A. Anderson misses 2-pt shot from 1 ft (block by I. Mahinmi)
3:29.0,Defensive rebound by S. Hill,,70-71,,
3:23.0,Turnover by S. Hill (lost ball; steal by T. Young),,70-71,,
3:17.0,,,70-74,3,J. Johnson makes 3-pt shot from 24 ft (assist by D. Williams)
3:17.0,Indiana full timeout,,70-74,,
3:04.0,,,70-74,,Personal foul by M. Plumlee (drawn by D. West)
3:04.0,D. West makes free throw 1 of 2,1,71-74,,
3:04.0,D. West makes free throw 2 of 2,1,72-74,,
2:51.0,,,72-74,,Turnover by J. Johnson (bad pass; steal by C. Watson)
2:49.0,Shooting foul by D. Williams (drawn by C. Watson),,72-74,,
2:49.0,C. Watson misses free throw 1 of 2,,72-74,,
2:49.0,Offensive rebound by Team,,72-74,,
2:49.0,,,72-74,,J. Jack enters the game for D. Williams
2:49.0,C. Watson makes free throw 2 of 2,1,73-74,,
2:35.0,,,73-76,2,J. Johnson makes 2-pt shot from 8 ft
2:12.0,S. Hill makes 3-pt shot from 26 ft (assist by D. West),3,76-76,,
1:57.0,,,76-78,2,J. Johnson makes 2-pt shot from 9 ft
1:42.0,,,76-78,,Personal foul by A. Anderson (drawn by G. Hill)
1:42.0,G. Hill makes free throw 1 of 2,1,77-78,,
1:42.0,,,77-78,,B. Lopez enters the game for T. Young
1:42.0,G. Hill misses free throw 2 of 2,,77-78,,
1:40.0,,,77-78,,Defensive rebound by M. Plumlee
1:24.0,,,77-80,2,J. Jack makes 2-pt shot from 19 ft
1:12.0,G. Hill makes 2-pt shot from 2 ft,2,79-80,,
0:59.0,Personal foul by I. Mahinmi (drawn by J. Johnson),,79-80,,
0:59.0,,,79-81,1,J. Johnson makes free throw 1 of 2
0:59.0,L. Scola enters the game for D. West,,79-81,,
0:59.0,L. Allen enters the game for I. Mahinmi,,79-81,,
0:59.0,,,79-82,1,J. Johnson makes free throw 2 of 2
0:45.0,S. Hill misses 2-pt shot from 2 ft,,79-82,,
0:44.0,,,79-82,,Defensive rebound by A. Anderson
0:32.0,,,79-82,,J. Jack misses 2-pt shot from 10 ft
0:31.0,Defensive rebound by C. Watson,,79-82,,
0:11.0,L. Scola misses 2-pt shot from 3 ft,,79-82,,
0:09.0,,,79-82,,Defensive rebound by A. Anderson
0:02.0,,,79-84,2,B. Lopez makes 2-pt shot from 1 ft (assist by J. Jack)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-86,2,M. Plumlee makes 2-pt shot from 5 ft (assist by J. Jack)
11:30.0,,,79-86,,Personal foul by M. Plumlee (drawn by L. Scola)
11:22.0,C. Watson misses 3-pt shot from 24 ft,,79-86,,
11:22.0,,,79-86,,Defensive rebound by M. Plumlee
11:22.0,Personal foul by C. Watson (drawn by M. Plumlee),,79-86,,
11:07.0,,,79-88,2,J. Jack makes 2-pt shot from 18 ft
10:41.0,L. Allen misses 2-pt shot from 2 ft (block by B. Lopez),,79-88,,
10:39.0,Offensive rebound by L. Scola,,79-88,,
10:37.0,L. Scola makes 2-pt shot from 8 ft,2,81-88,,
10:22.0,Personal foul by R. Stuckey (drawn by J. Johnson),,81-88,,
10:14.0,,,81-88,,M. Plumlee misses 2-pt shot from 1 ft
10:13.0,Defensive rebound by L. Allen,,81-88,,
10:00.0,L. Allen misses 2-pt shot from 20 ft,,81-88,,
9:59.0,,,81-88,,Defensive rebound by B. Lopez
9:52.0,,,81-88,,Offensive foul by M. Plumlee
9:52.0,,,81-88,,Turnover by M. Plumlee (offensive foul)
9:38.0,L. Scola misses 2-pt shot from 2 ft,,81-88,,
9:37.0,,,81-88,,Defensive rebound by B. Lopez
9:27.0,,,81-88,,A. Anderson misses 3-pt shot from 23 ft
9:26.0,Defensive rebound by Team,,81-88,,
9:26.0,,,81-88,,Loose ball foul by M. Plumlee (drawn by R. Stuckey)
9:26.0,,,81-88,,T. Young enters the game for M. Plumlee
9:09.0,R. Stuckey misses 2-pt shot from 20 ft,,81-88,,
9:08.0,,,81-88,,Defensive rebound by T. Young
8:48.0,,,81-88,,J. Johnson misses 2-pt shot from 12 ft
8:47.0,Defensive rebound by L. Scola,,81-88,,
8:35.0,L. Allen misses 2-pt shot from 18 ft,,81-88,,
8:34.0,,,81-88,,Defensive rebound by B. Lopez
8:28.0,,,81-88,,J. Jack misses 2-pt shot from 9 ft (block by C. Watson)
8:26.0,Defensive rebound by C. Watson,,81-88,,
8:20.0,D. Rudez makes 2-pt shot from 2 ft (assist by C. Watson),2,83-88,,
8:20.0,,,83-88,,Brooklyn full timeout
8:20.0,,,83-88,,M. Brown enters the game for J. Johnson
7:57.0,,,83-90,2,A. Anderson makes 2-pt shot from 1 ft (assist by B. Lopez)
7:35.0,R. Stuckey misses 2-pt shot from 17 ft,,83-90,,
7:33.0,Offensive rebound by L. Allen,,83-90,,
7:19.0,L. Scola makes 2-pt shot from 1 ft (assist by C. Watson),2,85-90,,
7:05.0,,,85-92,2,J. Jack makes 2-pt shot from 11 ft
7:05.0,,,85-92,,Shooting foul by C. Watson (drawn by J. Jack)
7:05.0,G. Hill enters the game for R. Stuckey,,85-92,,
7:05.0,,,85-93,1,J. Jack makes free throw 1 of 1
6:47.0,L. Allen misses 2-pt shot from 8 ft,,85-93,,
6:46.0,,,85-93,,Defensive rebound by B. Lopez
6:32.0,Loose ball foul by D. Rudez (drawn by B. Lopez),,85-93,,
6:32.0,R. Hibbert enters the game for L. Allen,,85-93,,
6:25.0,,,85-93,,J. Jack misses 2-pt shot from 8 ft
6:24.0,Defensive rebound by C. Watson,,85-93,,
6:17.0,Turnover by C. Watson (bad pass),,85-93,,
6:04.0,,,85-95,2,T. Young makes 2-pt shot from 6 ft (assist by J. Jack)
6:04.0,Indiana full timeout,,85-95,,
6:04.0,D. West enters the game for L. Scola,,85-95,,
5:47.0,D. Rudez misses 2-pt shot from 21 ft,,85-95,,
5:46.0,,,85-95,,Defensive rebound by Team
5:35.0,,,85-95,,J. Jack misses 2-pt shot from 3 ft (block by R. Hibbert)
5:33.0,,,85-95,,Offensive rebound by T. Young
5:32.0,,,85-97,2,T. Young makes 2-pt shot from 2 ft
5:15.0,G. Hill makes 2-pt shot from 10 ft,2,87-97,,
5:02.0,,,87-97,,T. Young misses 2-pt shot from 5 ft
5:00.0,Defensive rebound by D. West,,87-97,,
4:53.0,R. Hibbert makes 2-pt shot from 9 ft (assist by G. Hill),2,89-97,,
4:53.0,Shooting foul by B. Lopez (drawn by R. Hibbert),,89-97,,
4:53.0,S. Hill enters the game for D. Rudez,,89-97,,
4:53.0,,,89-97,,D. Williams enters the game for J. Jack
4:53.0,R. Hibbert makes free throw 1 of 1,1,90-97,,
4:37.0,,,90-97,,Shooting foul by D. West (drawn by A. Anderson)
4:37.0,,,90-99,2,A. Anderson makes 2-pt shot from 14 ft
4:37.0,,,90-100,1,A. Anderson makes free throw 1 of 1
4:28.0,,,90-100,,Shooting block foul by T. Young (drawn by C. Watson)
4:28.0,C. Watson makes free throw 1 of 2,1,91-100,,
4:28.0,C. Watson makes free throw 2 of 2,1,92-100,,
4:12.0,,,92-100,,D. Williams misses 2-pt shot from 8 ft
4:11.0,Defensive rebound by D. West,,92-100,,
3:58.0,D. West makes 2-pt shot at rim (assist by C. Watson),2,94-100,,
3:58.0,Shooting foul by D. Williams (drawn by D. West),,94-100,,
3:58.0,,,94-100,,J. Jack enters the game for D. Williams
3:58.0,,,94-100,,J. Johnson enters the game for M. Brown
3:58.0,D. West makes free throw 1 of 1,1,95-100,,
3:42.0,,,95-100,,J. Jack misses 2-pt shot from 15 ft
3:41.0,Defensive rebound by D. West,,95-100,,
3:36.0,S. Hill misses 2-pt shot from 1 ft (block by B. Lopez),,95-100,,
3:34.0,,,95-100,,Defensive rebound by B. Lopez
3:24.0,Technical foul by Team,,95-100,,
3:24.0,,,95-101,1,J. Jack makes technical free throw
3:14.0,,,95-103,2,A. Anderson makes 2-pt shot from 2 ft
2:59.0,,,95-103,,Personal foul by J. Jack (drawn by D. West)
2:59.0,Official timeout,,95-103,,
2:59.0,D. West makes free throw 1 of 2,1,96-103,,
2:59.0,D. West makes free throw 2 of 2,1,97-103,,
2:46.0,,,97-103,,Turnover by J. Jack (bad pass; steal by R. Hibbert)
2:36.0,,,97-103,,Personal foul by A. Anderson (drawn by D. West)
2:36.0,D. West misses free throw 1 of 2,,97-103,,
2:36.0,Offensive rebound by Team,,97-103,,
2:36.0,D. West makes free throw 2 of 2,1,98-103,,
2:26.0,,,98-103,,Offensive foul by J. Jack
2:26.0,,,98-103,,Turnover by J. Jack (offensive foul)
2:11.0,G. Hill makes 2-pt shot from 2 ft (assist by D. West),2,100-103,,
2:09.0,,,100-103,,Brooklyn full timeout
2:09.0,,,100-103,,D. Williams enters the game for A. Anderson
1:50.0,,,100-105,2,J. Johnson makes 2-pt shot from 17 ft
1:24.0,G. Hill misses 3-pt shot from 24 ft,,100-105,,
1:23.0,,,100-105,,Defensive rebound by J. Johnson
1:06.0,,,100-105,,J. Johnson misses 2-pt shot from 8 ft (block by R. Hibbert)
1:03.0,Defensive rebound by Team,,100-105,,
1:03.0,,,100-105,,A. Anderson enters the game for D. Williams
0:39.0,R. Hibbert misses 3-pt shot from 25 ft,,100-105,,
0:38.0,,,100-105,,Defensive rebound by J. Johnson
