time,Atlanta,pts.away,score,pts.home,Toronto
7:54.0,Shooting foul by D. DeRozan (drawn by P. Millsap),,5-11,,
7:54.0,P. Millsap makes free throw 1 of 2,1,6-11,,
7:54.0,P. Millsap misses free throw 2 of 2,,6-11,,
7:53.0,,,6-11,,Defensive rebound by J. Valanciunas
7:39.0,,,6-11,,K. Lowry misses 2-pt shot from 16 ft
7:37.0,Defensive rebound by K. Korver,,6-11,,
7:33.0,,,6-11,,Violation by J. Valanciunas (kicked ball)
7:30.0,,,6-11,,Personal foul by K. Lowry (drawn by J. Teague)
7:22.0,P. Millsap misses 2-pt shot from 17 ft,,6-11,,
7:21.0,,,6-11,,Defensive rebound by J. Valanciunas
7:09.0,,,6-11,,D. DeRozan misses 2-pt shot from 19 ft
7:08.0,Defensive rebound by A. Horford,,6-11,,
6:55.0,D. Carroll misses 3-pt shot from 24 ft,,6-11,,
6:54.0,,,6-11,,Defensive rebound by K. Lowry
6:50.0,,,6-11,,Turnover by D. DeRozan (lost ball; steal by J. Teague)
6:45.0,,,6-11,,Personal block foul by J. Valanciunas (drawn by D. Carroll)
6:45.0,E. Brand enters the game for A. Horford,,6-11,,
6:38.0,Shooting foul by J. Valanciunas (drawn by P. Millsap),,6-11,,
6:38.0,P. Millsap makes 2-pt shot from 2 ft (assist by K. Korver),2,8-11,,
6:38.0,,,8-11,,T. Hansbrough enters the game for J. Valanciunas
6:38.0,P. Millsap misses free throw 1 of 1,,8-11,,
6:37.0,,,8-11,,Defensive rebound by D. DeRozan
6:17.0,,,8-11,,T. Ross misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by P. Millsap,,8-11,,
5:58.0,D. Carroll makes 2-pt shot from 5 ft,2,10-11,,
5:45.0,,,10-13,2,A. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry)
5:39.0,J. Teague misses 2-pt shot from 2 ft,,10-13,,
5:37.0,,,10-13,,Defensive rebound by T. Hansbrough
5:28.0,,,10-13,,T. Ross misses 2-pt shot from 8 ft (block by K. Korver)
5:28.0,Defensive rebound by P. Millsap,,10-13,,
5:28.0,,,10-13,,Personal foul by T. Hansbrough (drawn by P. Millsap)
5:28.0,,,10-13,,Toronto full timeout
5:28.0,P. Millsap makes free throw 1 of 2,1,11-13,,
5:28.0,P. Millsap misses free throw 2 of 2,,11-13,,
5:27.0,,,11-13,,Defensive rebound by D. DeRozan
5:11.0,,,11-13,,Turnover by D. DeRozan (bad pass; steal by J. Teague)
5:07.0,J. Teague makes 2-pt shot from 1 ft,2,13-13,,
4:45.0,,,13-13,,K. Lowry misses 3-pt shot from 23 ft
4:44.0,,,13-13,,Offensive rebound by A. Johnson
4:40.0,,,13-15,2,A. Johnson makes 2-pt shot from 2 ft
4:28.0,K. Bazemore enters the game for K. Korver,,13-15,,
4:26.0,D. Carroll misses 2-pt shot from 1 ft (block by A. Johnson),,13-15,,
4:23.0,,,13-15,,Defensive rebound by T. Ross
4:19.0,,,13-15,,T. Ross misses 2-pt shot from 1 ft (block by K. Bazemore)
4:16.0,,,13-15,,Offensive rebound by D. DeRozan
4:09.0,,,13-17,2,D. DeRozan makes 2-pt shot from 6 ft (assist by K. Lowry)
3:52.0,Turnover by J. Teague (bad pass; steal by T. Ross),,13-17,,
3:47.0,,,13-19,2,T. Ross makes 2-pt shot at rim
3:45.0,Atlanta full timeout,,13-19,,
3:45.0,,,13-19,,J. Johnson enters the game for T. Ross
3:45.0,S. Mack enters the game for D. Carroll,,13-19,,
3:45.0,M. Scott enters the game for P. Millsap,,13-19,,
3:45.0,T. Sefolosha enters the game for J. Teague,,13-19,,
3:45.0,,,13-19,,P. Patterson enters the game for A. Johnson
3:30.0,M. Scott makes 3-pt shot from 24 ft (assist by S. Mack),3,16-19,,
3:13.0,,,16-19,,Shooting foul by K. Bazemore (drawn by D. DeRozan)
3:13.0,,,16-20,1,D. DeRozan makes free throw 1 of 2
3:13.0,,,16-21,1,D. DeRozan makes free throw 2 of 2
2:56.0,Offensive foul by E. Brand,,16-21,,
2:56.0,Turnover by E. Brand (offensive foul),,16-21,,
2:56.0,,,16-21,,L. Williams enters the game for D. DeRozan
2:34.0,,,16-21,,J. Johnson misses 2-pt shot from 20 ft
2:32.0,Defensive rebound by M. Scott,,16-21,,
2:24.0,M. Scott makes 2-pt shot from 1 ft (assist by S. Mack),2,18-21,,
2:13.0,,,18-21,,Turnover by L. Williams (lost ball; steal by K. Bazemore)
2:07.0,K. Bazemore makes 2-pt shot from 1 ft,2,20-21,,
1:52.0,,,20-21,,K. Lowry misses 3-pt shot from 25 ft
1:50.0,,,20-21,,Offensive rebound by L. Williams
1:38.0,,,20-21,,P. Patterson misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by K. Bazemore,,20-21,,
1:31.0,S. Mack misses 3-pt shot from 24 ft,,20-21,,
1:30.0,,,20-21,,Defensive rebound by P. Patterson
1:23.0,,,20-21,,K. Lowry misses 2-pt shot from 11 ft
1:21.0,Defensive rebound by Team,,20-21,,
1:21.0,A. Horford enters the game for E. Brand,,20-21,,
1:21.0,,,20-21,,G. Vasquez enters the game for K. Lowry
0:59.0,T. Sefolosha misses 2-pt shot from 6 ft,,20-21,,
0:58.0,,,20-21,,Defensive rebound by Team
0:44.0,,,20-24,3,L. Williams makes 3-pt shot from 25 ft (assist by P. Patterson)
0:33.0,S. Mack misses 2-pt shot from 1 ft (block by T. Hansbrough),,20-24,,
0:31.0,Offensive rebound by Team,,20-24,,
0:10.0,K. Bazemore misses 2-pt shot from 3 ft,,20-24,,
0:09.0,Offensive rebound by A. Horford,,20-24,,
0:08.0,A. Horford makes 2-pt shot from 2 ft,2,22-24,,
0:00.0,,,22-24,,L. Williams misses 3-pt shot from 24 ft
0:00.0,,,22-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Personal foul by D. Schroder (drawn by T. Hansbrough),,22-24,,
11:34.0,,,22-24,,P. Patterson misses 3-pt shot from 22 ft
11:32.0,Defensive rebound by D. Schroder,,22-24,,
11:29.0,,,22-24,,Shooting block foul by G. Vasquez (drawn by D. Schroder)
11:29.0,D. Schroder makes free throw 1 of 2,1,23-24,,
11:29.0,D. Schroder misses free throw 2 of 2,,23-24,,
11:27.0,,,23-24,,Defensive rebound by P. Patterson
11:15.0,,,23-27,3,G. Vasquez makes 3-pt shot from 23 ft (assist by L. Williams)
11:06.0,Turnover by S. Mack (bad pass; steal by J. Johnson),,23-27,,
11:00.0,,,23-30,3,G. Vasquez makes 3-pt shot from 25 ft (assist by P. Patterson)
10:39.0,M. Scott makes 2-pt shot from 12 ft (assist by A. Horford),2,25-30,,
10:21.0,,,25-30,,P. Patterson misses 3-pt shot from 24 ft
10:20.0,Defensive rebound by T. Sefolosha,,25-30,,
10:06.0,M. Scott makes 3-pt shot from 23 ft (assist by T. Sefolosha),3,28-30,,
9:44.0,,,28-32,2,L. Williams makes 2-pt shot from 13 ft
9:44.0,Shooting block foul by D. Schroder (drawn by L. Williams),,28-32,,
9:44.0,,,28-32,,J. Valanciunas enters the game for T. Hansbrough
9:44.0,,,28-32,,D. DeRozan enters the game for J. Johnson
9:44.0,,,28-33,1,L. Williams makes free throw 1 of 1
9:31.0,M. Scott misses 2-pt shot from 10 ft,,28-33,,
9:29.0,,,28-33,,Defensive rebound by D. DeRozan
9:21.0,,,28-33,,D. DeRozan misses 2-pt shot from 20 ft
9:20.0,Defensive rebound by A. Horford,,28-33,,
9:16.0,Turnover by A. Horford (bad pass; steal by D. DeRozan),,28-33,,
8:58.0,,,28-33,,Shooting foul by M. Scott (drawn by J. Valanciunas)
8:58.0,Official timeout,,28-33,,
8:58.0,K. Korver enters the game for S. Mack,,28-33,,
8:58.0,,,28-34,1,J. Valanciunas makes free throw 1 of 2
8:58.0,,,28-35,1,J. Valanciunas makes free throw 2 of 2
8:48.0,,,28-35,,Personal foul by G. Vasquez (drawn by K. Korver)
8:34.0,Turnover by K. Korver (bad pass; steal by D. DeRozan),,28-35,,
8:28.0,,,28-35,,D. DeRozan misses 2-pt shot from 3 ft (block by A. Horford)
8:28.0,,,28-35,,Offensive rebound by Team
8:28.0,P. Millsap enters the game for A. Horford,,28-35,,
8:28.0,,,28-35,,A. Johnson enters the game for P. Patterson
8:23.0,,,28-35,,Shooting foul by D. Schroder (drawn by J. Valanciunas)
8:23.0,,,28-36,1,J. Valanciunas makes free throw 1 of 2
8:23.0,J. Teague enters the game for D. Schroder,,28-36,,
8:23.0,,,28-36,,J. Valanciunas misses free throw 2 of 2
8:22.0,,,28-36,,Offensive rebound by A. Johnson
8:18.0,,,28-36,,A. Johnson misses 2-pt shot from 1 ft (block by T. Sefolosha)
8:16.0,Defensive rebound by P. Millsap,,28-36,,
8:01.0,T. Sefolosha misses 3-pt shot from 24 ft,,28-36,,
8:00.0,,,28-36,,Defensive rebound by J. Valanciunas
7:54.0,,,28-36,,G. Vasquez misses 2-pt shot from 2 ft (block by K. Korver)
7:51.0,Defensive rebound by P. Millsap,,28-36,,
7:43.0,M. Scott misses 3-pt shot from 23 ft,,28-36,,
7:40.0,,,28-36,,Defensive rebound by G. Vasquez
7:35.0,,,28-36,,L. Williams misses 3-pt shot from 22 ft
7:31.0,Defensive rebound by M. Scott,,28-36,,
7:29.0,,,28-36,,Personal foul by G. Vasquez (drawn by K. Korver)
7:29.0,D. Carroll enters the game for T. Sefolosha,,28-36,,
7:29.0,,,28-36,,T. Ross enters the game for L. Williams
7:29.0,,,28-36,,K. Lowry enters the game for G. Vasquez
7:18.0,P. Millsap misses 2-pt shot from 9 ft,,28-36,,
7:16.0,,,28-36,,Defensive rebound by D. DeRozan
7:07.0,,,28-36,,D. DeRozan misses 2-pt shot from 2 ft
7:07.0,,,28-36,,Offensive rebound by J. Valanciunas
7:07.0,,,28-36,,Shooting foul by D. Carroll (drawn by J. Valanciunas)
7:07.0,,,28-37,1,J. Valanciunas makes free throw 1 of 2
7:07.0,,,28-38,1,J. Valanciunas makes free throw 2 of 2
6:57.0,K. Korver makes 3-pt shot from 22 ft (assist by P. Millsap),3,31-38,,
6:45.0,Personal foul by M. Scott (drawn by A. Johnson),,31-38,,
6:45.0,,,31-39,1,A. Johnson makes free throw 1 of 2
6:45.0,,,31-40,1,A. Johnson makes free throw 2 of 2
6:31.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Millsap),3,34-40,,
6:18.0,,,34-43,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
6:04.0,Shooting foul by J. Valanciunas (drawn by P. Millsap),,34-43,,
6:04.0,P. Millsap makes free throw 1 of 2,1,35-43,,
6:04.0,,,35-43,,T. Hansbrough enters the game for J. Valanciunas
6:04.0,A. Horford enters the game for M. Scott,,35-43,,
6:04.0,P. Millsap misses free throw 2 of 2,,35-43,,
6:03.0,,,35-43,,Defensive rebound by D. DeRozan
5:43.0,,,35-43,,D. DeRozan misses 2-pt shot from 19 ft
5:41.0,Defensive rebound by A. Horford,,35-43,,
5:27.0,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague),3,38-43,,
5:18.0,,,38-43,,Toronto full timeout
5:05.0,,,38-45,2,A. Johnson makes 2-pt shot from 7 ft (assist by T. Ross)
4:42.0,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap),3,41-45,,
4:17.0,,,41-45,,A. Johnson misses 2-pt shot from 4 ft (block by A. Horford)
4:15.0,,,41-45,,Offensive rebound by K. Lowry
4:14.0,,,41-45,,Shooting foul by D. Carroll (drawn by T. Hansbrough)
4:14.0,,,41-47,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by K. Lowry)
4:14.0,,,41-48,1,T. Hansbrough makes free throw 1 of 1
4:07.0,,,41-48,,Personal foul by A. Johnson (drawn by P. Millsap)
4:07.0,P. Millsap makes free throw 1 of 2,1,42-48,,
4:07.0,P. Millsap makes free throw 2 of 2,1,43-48,,
3:55.0,,,43-51,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
3:47.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Korver),2,45-51,,
3:26.0,,,45-51,,D. DeRozan misses 2-pt shot from 16 ft
3:25.0,Defensive rebound by A. Horford,,45-51,,
3:05.0,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford),2,47-51,,
2:43.0,,,47-51,,T. Ross misses 2-pt shot from 18 ft
2:41.0,Defensive rebound by A. Horford,,47-51,,
2:31.0,J. Teague makes 3-pt shot from 23 ft (assist by A. Horford),3,50-51,,
2:23.0,,,50-51,,Toronto full timeout
2:23.0,Atlanta full timeout,,50-51,,
2:23.0,,,50-51,,P. Patterson enters the game for T. Hansbrough
2:11.0,,,50-53,2,K. Lowry makes 2-pt shot from 1 ft
2:11.0,,,50-53,,Shooting foul by P. Millsap (drawn by K. Lowry)
2:11.0,,,50-53,,K. Lowry misses free throw 1 of 1
2:10.0,Defensive rebound by A. Horford,,50-53,,
2:02.0,P. Millsap misses 2-pt shot from 4 ft (block by K. Lowry),,50-53,,
2:00.0,Offensive rebound by P. Millsap,,50-53,,
1:56.0,K. Korver misses 3-pt shot from 24 ft,,50-53,,
1:54.0,,,50-53,,Defensive rebound by A. Johnson
1:47.0,,,50-53,,K. Lowry misses 2-pt shot from 1 ft
1:45.0,,,50-53,,Offensive rebound by A. Johnson
1:43.0,,,50-55,2,A. Johnson makes 2-pt shot at rim
1:37.0,Turnover by J. Teague (bad pass; steal by D. DeRozan),,50-55,,
1:28.0,,,50-58,3,P. Patterson makes 3-pt shot from 22 ft (assist by D. DeRozan)
1:27.0,Atlanta full timeout,,50-58,,
1:10.0,P. Millsap misses 3-pt shot from 24 ft,,50-58,,
1:08.0,Offensive rebound by D. Carroll,,50-58,,
1:06.0,A. Horford misses 2-pt shot from 2 ft,,50-58,,
1:06.0,Offensive rebound by A. Horford,,50-58,,
1:06.0,Jump ball: A. Horford vs. K. Lowry (J. Teague gains possession),,,,Jump ball: A. Horford vs. K. Lowry (J. Teague gains possession)
0:47.0,A. Horford misses 2-pt shot from 2 ft (block by A. Johnson),,50-58,,
0:45.0,,,50-58,,Defensive rebound by A. Johnson
0:43.0,Shooting block foul by J. Teague (drawn by D. DeRozan),,50-58,,
0:43.0,,,50-59,1,D. DeRozan makes free throw 1 of 2
0:43.0,T. Sefolosha enters the game for D. Carroll,,50-59,,
0:43.0,,,50-60,1,D. DeRozan makes free throw 2 of 2
0:31.0,Offensive charge foul by P. Millsap,,50-60,,
0:31.0,Turnover by P. Millsap (offensive foul),,50-60,,
0:08.0,,,50-60,,A. Johnson misses 2-pt shot from 2 ft (block by K. Korver)
0:07.0,,,50-60,,Offensive rebound by Team
0:07.0,,,50-60,,Turnover by Team (shot clock)
0:07.0,M. Scott enters the game for A. Horford,,50-60,,
0:00.0,J. Teague makes 2-pt shot from 1 ft,2,52-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,52-62,2,K. Lowry makes 2-pt shot from 9 ft
11:25.0,A. Horford misses 2-pt shot from 11 ft,,52-62,,
11:24.0,,,52-62,,Defensive rebound by T. Ross
11:08.0,,,52-64,2,A. Johnson makes 2-pt shot from 22 ft (assist by K. Lowry)
10:50.0,K. Korver makes 2-pt shot from 20 ft (assist by J. Teague),2,54-64,,
10:30.0,,,54-64,,J. Valanciunas misses 2-pt shot from 4 ft
10:29.0,Defensive rebound by A. Horford,,54-64,,
10:20.0,K. Korver makes 3-pt shot from 26 ft (assist by J. Teague),3,57-64,,
10:00.0,,,57-66,2,T. Ross makes 2-pt shot from 21 ft (assist by D. DeRozan)
9:48.0,K. Korver misses 2-pt shot from 18 ft,,57-66,,
9:47.0,,,57-66,,Defensive rebound by A. Johnson
9:31.0,,,57-66,,D. DeRozan misses 2-pt shot from 20 ft
9:28.0,,,57-66,,Offensive rebound by J. Valanciunas
9:25.0,,,57-68,2,J. Valanciunas makes 2-pt shot at rim
9:15.0,D. Carroll misses 2-pt shot from 5 ft (block by J. Valanciunas),,57-68,,
9:15.0,Offensive rebound by Team,,57-68,,
9:08.0,P. Millsap misses 2-pt shot from 4 ft,,57-68,,
9:07.0,Offensive rebound by A. Horford,,57-68,,
9:05.0,A. Horford makes 2-pt shot at rim,2,59-68,,
9:00.0,,,59-68,,Shooting foul by D. Carroll (drawn by K. Lowry)
9:00.0,,,59-69,1,K. Lowry makes free throw 1 of 2
9:00.0,,,59-70,1,K. Lowry makes free throw 2 of 2
8:45.0,,,59-70,,Personal foul by K. Lowry (drawn by J. Teague)
8:32.0,A. Horford misses 2-pt shot from 2 ft,,59-70,,
8:31.0,Offensive rebound by P. Millsap,,59-70,,
8:29.0,P. Millsap makes 2-pt shot from 2 ft,2,61-70,,
8:16.0,,,61-70,,K. Lowry misses 3-pt shot from 24 ft
8:15.0,,,61-70,,Offensive rebound by A. Johnson
8:13.0,,,61-70,,A. Johnson misses 2-pt shot from 2 ft
8:11.0,Defensive rebound by D. Carroll,,61-70,,
8:00.0,P. Millsap misses 2-pt shot from 1 ft,,61-70,,
7:57.0,,,61-70,,Defensive rebound by D. DeRozan
7:45.0,,,61-70,,Turnover by D. DeRozan (bad pass; steal by P. Millsap)
7:41.0,J. Teague misses 2-pt shot from 2 ft,,61-70,,
7:40.0,Offensive rebound by P. Millsap,,61-70,,
7:39.0,P. Millsap makes 2-pt shot from 2 ft,2,63-70,,
7:19.0,,,63-70,,A. Johnson misses 2-pt shot from 6 ft
7:17.0,,,63-70,,Offensive rebound by A. Johnson
7:14.0,,,63-72,2,A. Johnson makes 2-pt shot from 2 ft
7:01.0,A. Horford misses 2-pt shot from 4 ft,,63-72,,
7:00.0,,,63-72,,Defensive rebound by J. Valanciunas
6:49.0,,,63-74,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
6:48.0,Atlanta full timeout,,63-74,,
6:48.0,E. Brand enters the game for A. Horford,,63-74,,
6:48.0,,,63-74,,T. Hansbrough enters the game for J. Valanciunas
6:38.0,,,63-74,,Personal foul by T. Ross (drawn by P. Millsap)
6:34.0,Turnover by J. Teague (bad pass; steal by D. DeRozan),,63-74,,
6:30.0,,,63-76,2,D. DeRozan makes 2-pt shot from 1 ft
6:14.0,P. Millsap misses 2-pt shot from 1 ft (block by A. Johnson),,63-76,,
6:12.0,Offensive rebound by P. Millsap,,63-76,,
6:03.0,E. Brand makes 2-pt shot from 9 ft (assist by J. Teague),2,65-76,,
5:50.0,,,65-76,,D. DeRozan misses 2-pt shot from 2 ft
5:48.0,Defensive rebound by E. Brand,,65-76,,
5:37.0,P. Millsap misses 3-pt shot from 23 ft,,65-76,,
5:36.0,,,65-76,,Defensive rebound by K. Lowry
5:15.0,,,65-78,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by D. DeRozan)
5:02.0,J. Teague makes 2-pt shot from 9 ft,2,67-78,,
4:37.0,,,67-78,,A. Johnson misses 2-pt shot from 6 ft
4:36.0,Defensive rebound by K. Korver,,67-78,,
4:30.0,Turnover by J. Teague (lost ball; steal by K. Lowry),,67-78,,
4:26.0,,,67-78,,Offensive charge foul by D. DeRozan
4:26.0,,,67-78,,Turnover by D. DeRozan (offensive foul)
4:26.0,K. Bazemore enters the game for K. Korver,,67-78,,
4:04.0,Turnover by P. Millsap (lost ball; steal by D. DeRozan),,67-78,,
3:55.0,,,67-78,,T. Ross misses 3-pt shot from 22 ft
3:54.0,,,67-78,,Offensive rebound by D. DeRozan
3:40.0,,,67-78,,A. Johnson misses 2-pt shot from 3 ft
3:40.0,Defensive rebound by Team,,67-78,,
3:40.0,,,67-78,,Loose ball foul by T. Hansbrough (drawn by K. Bazemore)
3:40.0,T. Sefolosha enters the game for D. Carroll,,67-78,,
3:40.0,S. Mack enters the game for J. Teague,,67-78,,
3:40.0,,,67-78,,G. Vasquez enters the game for T. Ross
3:40.0,,,67-78,,Toronto full timeout
3:40.0,,,67-78,,P. Patterson enters the game for A. Johnson
3:27.0,S. Mack misses 3-pt shot from 24 ft,,67-78,,
3:26.0,,,67-78,,Defensive rebound by D. DeRozan
3:03.0,,,67-80,2,G. Vasquez makes 2-pt shot from 20 ft (assist by K. Lowry)
2:37.0,S. Mack misses 2-pt shot from 3 ft,,67-80,,
2:37.0,Offensive rebound by P. Millsap,,67-80,,
2:37.0,Turnover by Team (shot clock),,67-80,,
2:37.0,,,67-80,,J. Johnson enters the game for D. DeRozan
2:37.0,,,67-80,,L. Williams enters the game for K. Lowry
2:37.0,M. Scott enters the game for P. Millsap,,67-80,,
2:19.0,,,67-80,,G. Vasquez misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by T. Sefolosha,,67-80,,
2:07.0,S. Mack makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,69-80,,
1:41.0,,,69-82,2,P. Patterson makes 2-pt shot from 11 ft
1:24.0,,,69-82,,Violation by P. Patterson (kicked ball)
1:18.0,M. Scott makes 2-pt shot from 12 ft (assist by S. Mack),2,71-82,,
1:00.0,,,71-82,,P. Patterson misses 3-pt shot from 24 ft
0:59.0,,,71-82,,Offensive rebound by T. Hansbrough
0:54.0,,,71-82,,G. Vasquez misses 3-pt shot from 24 ft
0:54.0,,,71-82,,Offensive rebound by Team
0:54.0,Loose ball foul by M. Scott (drawn by P. Patterson),,71-82,,
0:48.0,Personal foul by S. Mack (drawn by J. Johnson),,71-82,,
0:48.0,,,71-83,1,J. Johnson makes free throw 1 of 2
0:48.0,,,71-84,1,J. Johnson makes free throw 2 of 2
0:36.0,Shooting foul by T. Hansbrough (drawn by E. Brand),,71-84,,
0:36.0,E. Brand misses free throw 1 of 2,,71-84,,
0:36.0,Offensive rebound by Team,,71-84,,
0:36.0,E. Brand misses free throw 2 of 2,,71-84,,
0:36.0,,,71-84,,Defensive rebound by P. Patterson
0:26.0,,,71-84,,G. Vasquez misses 2-pt shot from 7 ft
0:24.0,Defensive rebound by S. Mack,,71-84,,
0:08.0,S. Mack misses 2-pt shot from 2 ft,,71-84,,
0:05.0,,,71-84,,Defensive rebound by P. Patterson
0:00.0,,,71-86,2,L. Williams makes 2-pt shot from 16 ft (assist by G. Vasquez)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,T. Sefolosha misses 2-pt shot from 2 ft (block by J. Johnson),,71-86,,
11:41.0,,,71-86,,Defensive rebound by P. Patterson
11:28.0,,,71-86,,L. Williams misses 2-pt shot from 10 ft
11:26.0,Defensive rebound by S. Mack,,71-86,,
11:11.0,Turnover by M. Scott (lost ball),,71-86,,
11:11.0,,,71-86,,J. Valanciunas enters the game for T. Hansbrough
10:56.0,Personal foul by T. Sefolosha (drawn by G. Vasquez),,71-86,,
10:49.0,,,71-88,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by G. Vasquez)
10:32.0,Turnover by T. Sefolosha (lost ball; steal by J. Johnson),,71-88,,
10:19.0,,,71-90,2,J. Valanciunas makes 2-pt shot from 19 ft (assist by G. Vasquez)
10:05.0,A. Horford makes 2-pt shot from 16 ft,2,73-90,,
9:50.0,,,73-90,,Turnover by J. Johnson (bad pass)
9:50.0,P. Millsap enters the game for M. Scott,,73-90,,
9:50.0,K. Korver enters the game for K. Bazemore,,73-90,,
9:28.0,A. Horford misses 2-pt shot from 7 ft,,73-90,,
9:25.0,,,73-90,,Defensive rebound by J. Valanciunas
9:10.0,,,73-92,2,G. Vasquez makes 2-pt shot from 2 ft (assist by J. Johnson)
9:02.0,K. Korver makes 3-pt shot from 22 ft (assist by S. Mack),3,76-92,,
8:48.0,,,76-92,,Turnover by J. Johnson (lost ball; steal by A. Horford)
8:39.0,A. Horford makes 2-pt shot from 19 ft (assist by S. Mack),2,78-92,,
8:31.0,,,78-92,,Toronto full timeout
8:31.0,D. Carroll enters the game for T. Sefolosha,,78-92,,
8:23.0,,,78-92,,L. Williams misses 2-pt shot from 20 ft
8:22.0,,,78-92,,Offensive rebound by Team
8:10.0,,,78-94,2,G. Vasquez makes 2-pt shot from 2 ft (assist by J. Johnson)
7:55.0,Turnover by K. Korver (bad pass; steal by P. Patterson),,78-94,,
7:33.0,,,78-94,,L. Williams misses 3-pt shot from 22 ft
7:32.0,Defensive rebound by D. Carroll,,78-94,,
7:28.0,,,78-94,,Personal foul by L. Williams (drawn by P. Millsap)
7:28.0,J. Teague enters the game for S. Mack,,78-94,,
7:16.0,A. Horford makes 2-pt shot from 18 ft (assist by P. Millsap),2,80-94,,
6:47.0,,,80-94,,J. Johnson misses 2-pt shot from 2 ft
6:47.0,,,80-94,,Offensive rebound by J. Valanciunas
6:47.0,,,80-94,,Shooting foul by K. Korver (drawn by J. Valanciunas)
6:47.0,,,80-95,1,J. Valanciunas makes free throw 1 of 2
6:47.0,,,80-95,,D. DeRozan enters the game for J. Johnson
6:47.0,,,80-95,,K. Lowry enters the game for L. Williams
6:47.0,,,80-95,,Violation by Team (delay of game)
6:47.0,,,80-96,1,J. Valanciunas makes free throw 2 of 2
6:35.0,J. Teague makes 2-pt shot from 4 ft,2,82-96,,
6:35.0,Violation by Team (delay of game),,82-96,,
6:24.0,,,82-96,,Shooting foul by P. Millsap (drawn by J. Valanciunas)
6:24.0,,,82-97,1,J. Valanciunas makes free throw 1 of 2
6:24.0,M. Scott enters the game for A. Horford,,82-97,,
6:24.0,,,82-98,1,J. Valanciunas makes free throw 2 of 2
6:18.0,,,82-98,,Personal foul by G. Vasquez (drawn by K. Korver)
6:18.0,,,82-98,,A. Johnson enters the game for J. Valanciunas
6:11.0,,,82-98,,Personal block foul by P. Patterson (drawn by J. Teague)
