time,Detroit,pts.away,score,pts.home,New York
7:19.0,,,7-7,,Shooting foul by G. Monroe (drawn by A. Bargnani)
7:19.0,,,7-7,,A. Bargnani misses free throw 1 of 2
7:19.0,,,7-7,,Offensive rebound by Team
7:19.0,,,7-7,,A. Bargnani misses free throw 2 of 2
7:17.0,Defensive rebound by K. Caldwell-Pope,,7-7,,
7:05.0,K. Caldwell-Pope misses 2-pt shot from 5 ft,,7-7,,
7:03.0,Offensive rebound by G. Monroe,,7-7,,
7:02.0,G. Monroe misses 2-pt shot from 2 ft,,7-7,,
7:01.0,,,7-7,,Defensive rebound by J. Calderon
6:54.0,,,7-7,,Turnover by J. Calderon (bad pass; steal by A. Drummond)
6:50.0,B. Jennings makes 2-pt shot at rim (assist by A. Drummond),2,9-7,,
6:19.0,,,9-9,2,J. Smith makes 2-pt shot from 17 ft
6:04.0,Shooting foul by Q. Acy (drawn by G. Monroe),,9-9,,
6:04.0,G. Monroe makes free throw 1 of 2,1,10-9,,
6:04.0,,,10-9,,C. Aldrich enters the game for A. Bargnani
6:04.0,G. Monroe makes free throw 2 of 2,1,11-9,,
5:50.0,,,11-9,,Q. Acy misses 2-pt shot from 5 ft
5:48.0,Defensive rebound by G. Monroe,,11-9,,
5:39.0,B. Jennings misses 3-pt shot from 24 ft,,11-9,,
5:37.0,,,11-9,,Defensive rebound by J. Smith
5:19.0,,,11-11,2,J. Smith makes 2-pt shot from 13 ft
5:04.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,11-11,,
5:02.0,,,11-11,,Defensive rebound by Team
5:01.0,,,11-11,,New York full timeout
5:01.0,J. Jerebko enters the game for A. Drummond,,11-11,,
4:46.0,,,11-13,2,C. Aldrich makes 2-pt shot at rim (assist by J. Smith)
4:30.0,G. Monroe makes 2-pt shot from 3 ft (assist by K. Caldwell-Pope),2,13-13,,
4:15.0,,,13-13,,J. Smith misses 2-pt shot from 19 ft
4:13.0,,,13-13,,Offensive rebound by C. Aldrich
3:57.0,,,13-15,2,S. Larkin makes 2-pt shot from 3 ft (assist by C. Aldrich)
3:38.0,B. Jennings makes 2-pt shot from 1 ft (assist by K. Singler),2,15-15,,
3:13.0,,,15-15,,T. Wear enters the game for J. Calderon
3:13.0,,,15-15,,Q. Acy misses 2-pt shot from 5 ft
3:12.0,,,15-15,,Offensive rebound by Team
3:12.0,,,15-15,,Turnover by Team (shot clock)
2:59.0,K. Caldwell-Pope makes 2-pt shot from 18 ft (assist by K. Singler),2,17-15,,
2:53.0,Personal foul by J. Jerebko (drawn by Q. Acy),,17-15,,
2:53.0,Detroit full timeout,,17-15,,
2:53.0,C. Butler enters the game for K. Singler,,17-15,,
2:53.0,J. Meeks enters the game for K. Caldwell-Pope,,17-15,,
2:47.0,,,17-15,,J. Smith misses 2-pt shot at rim
2:45.0,Defensive rebound by J. Jerebko,,17-15,,
2:25.0,C. Butler makes 3-pt shot from 24 ft (assist by G. Monroe),3,20-15,,
2:18.0,,,20-15,,S. Larkin misses 2-pt shot from 1 ft
2:16.0,Defensive rebound by B. Jennings,,20-15,,
1:58.0,G. Monroe makes 2-pt shot from 1 ft (assist by B. Jennings),2,22-15,,
1:44.0,,,22-15,,Turnover by C. Aldrich (bad pass; steal by J. Jerebko)
1:36.0,B. Jennings misses 2-pt shot from 1 ft (block by C. Aldrich),,22-15,,
1:33.0,,,22-15,,Defensive rebound by Q. Acy
1:27.0,,,22-18,3,S. Larkin makes 3-pt shot from 24 ft (assist by J. Smith)
1:11.0,G. Monroe misses 2-pt shot from 12 ft,,22-18,,
1:09.0,Offensive rebound by G. Monroe,,22-18,,
1:07.0,B. Jennings misses 2-pt shot from 2 ft,,22-18,,
1:05.0,,,22-18,,Defensive rebound by C. Aldrich
1:00.0,,,22-18,,T. Wear misses 2-pt shot from 21 ft
0:58.0,Defensive rebound by G. Monroe,,22-18,,
0:51.0,J. Meeks misses 3-pt shot from 24 ft,,22-18,,
0:49.0,Offensive rebound by B. Jennings,,22-18,,
0:49.0,B. Jennings makes 2-pt shot at rim,2,24-18,,
0:35.0,,,24-18,,J. Smith misses 2-pt shot from 1 ft
0:34.0,,,24-18,,Offensive rebound by Q. Acy
0:34.0,,,24-20,2,Q. Acy makes 2-pt shot at rim
0:25.0,G. Monroe misses 2-pt shot from 1 ft,,24-20,,
0:24.0,,,24-20,,Defensive rebound by C. Aldrich
0:03.0,,,24-20,,Q. Acy misses 3-pt shot from 23 ft
0:02.0,,,24-20,,Offensive rebound by T. Wear
0:01.0,,,24-20,,T. Wear misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by C. Butler,,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,J. Meeks makes 3-pt shot from 24 ft (assist by D. Augustin),3,27-20,,
11:30.0,,,27-22,2,T. Wear makes 2-pt shot from 14 ft
11:13.0,Shooting foul by C. Aldrich (drawn by A. Drummond),,27-22,,
11:13.0,A. Drummond misses free throw 1 of 2,,27-22,,
11:13.0,Offensive rebound by Team,,27-22,,
11:13.0,A. Drummond misses free throw 2 of 2,,27-22,,
11:12.0,,,27-22,,Defensive rebound by Q. Acy
10:55.0,,,27-22,,Turnover by T. Wear (bad pass; steal by J. Meeks)
10:53.0,,,27-22,,Personal foul by P. Prigioni (drawn by J. Meeks)
10:41.0,C. Butler makes 2-pt shot from 19 ft,2,29-22,,
10:30.0,,,29-25,3,T. Wear makes 3-pt shot from 24 ft (assist by P. Prigioni)
10:16.0,A. Drummond misses 2-pt shot from 1 ft,,29-25,,
10:15.0,,,29-25,,Defensive rebound by Q. Acy
10:02.0,,,29-25,,T. Wear misses 3-pt shot from 24 ft
10:00.0,Defensive rebound by Team,,29-25,,
9:43.0,Turnover by C. Butler (lost ball),,29-25,,
9:28.0,,,29-27,2,Q. Acy makes 2-pt shot from 14 ft (assist by P. Prigioni)
9:09.0,J. Meeks makes 2-pt shot from 2 ft (assist by J. Jerebko),2,31-27,,
9:07.0,,,31-27,,Turnover by C. Aldrich (bad pass; steal by A. Drummond)
8:56.0,Turnover by D. Augustin (bad pass; steal by Q. Acy),,31-27,,
8:55.0,,,31-27,,New York full timeout
8:55.0,Official timeout,,31-27,,
8:33.0,,,31-27,,Q. Acy misses 2-pt shot from 20 ft
8:31.0,Defensive rebound by A. Drummond,,31-27,,
8:10.0,J. Meeks misses 2-pt shot from 20 ft,,31-27,,
8:06.0,Offensive rebound by A. Drummond,,31-27,,
8:06.0,A. Drummond makes 2-pt shot from 1 ft,2,33-27,,
7:55.0,,,33-27,,Q. Acy misses 2-pt shot from 11 ft
7:53.0,Defensive rebound by J. Meeks,,33-27,,
7:37.0,J. Jerebko makes 2-pt shot from 9 ft (assist by D. Augustin),2,35-27,,
7:14.0,,,35-27,,C. Aldrich misses 2-pt shot from 10 ft
7:13.0,,,35-27,,Offensive rebound by Team
7:13.0,Personal foul by C. Butler (drawn by Q. Acy),,35-27,,
7:13.0,,,35-27,,J. Calderon enters the game for C. Aldrich
7:13.0,,,35-27,,J. Smith enters the game for S. Larkin
7:13.0,,,35-27,,J. Smith enters the game for T. Wear
7:13.0,K. Caldwell-Pope enters the game for C. Butler,,35-27,,
7:04.0,,,35-27,,J. Smith misses 2-pt shot from 10 ft
7:03.0,,,35-27,,Offensive rebound by J. Smith
7:02.0,,,35-27,,J. Smith misses 2-pt shot from 3 ft
7:01.0,Defensive rebound by Team,,35-27,,
6:51.0,D. Augustin misses 3-pt shot from 25 ft,,35-27,,
6:49.0,,,35-27,,Defensive rebound by J. Smith
6:44.0,,,35-27,,J. Smith misses 2-pt shot from 1 ft
6:42.0,Defensive rebound by A. Drummond,,35-27,,
6:36.0,Shooting foul by J. Smith (drawn by J. Jerebko),,35-27,,
6:36.0,J. Jerebko makes free throw 1 of 2,1,36-27,,
6:36.0,J. Jerebko makes free throw 2 of 2,1,37-27,,
6:27.0,,,37-27,,Turnover by J. Smith (lost ball; steal by K. Caldwell-Pope)
6:15.0,J. Meeks makes 3-pt shot from 23 ft (assist by D. Augustin),3,40-27,,
6:13.0,,,40-27,,New York full timeout
6:13.0,,,40-27,,T. Wear enters the game for J. Smith
6:13.0,,,40-27,,C. Aldrich enters the game for Q. Acy
5:57.0,,,40-27,,T. Wear misses 2-pt shot from 17 ft
5:55.0,Defensive rebound by J. Jerebko,,40-27,,
5:37.0,Turnover by J. Jerebko (bad pass; steal by C. Aldrich),,40-27,,
5:23.0,,,40-29,2,J. Calderon makes 2-pt shot from 21 ft (assist by T. Wear)
5:09.0,Turnover by D. Augustin (bad pass; steal by T. Wear),,40-29,,
5:01.0,,,40-29,,C. Aldrich misses 2-pt shot from 1 ft
5:00.0,,,40-29,,Offensive rebound by C. Aldrich
4:59.0,,,40-31,2,C. Aldrich makes 2-pt shot at rim
4:37.0,,,40-31,,Personal foul by C. Aldrich (drawn by D. Augustin)
4:37.0,A. Tolliver enters the game for J. Jerebko,,40-31,,
4:30.0,A. Drummond makes 2-pt shot at rim (assist by D. Augustin),2,42-31,,
4:16.0,,,42-31,,J. Smith misses 2-pt shot from 15 ft
4:14.0,Defensive rebound by A. Drummond,,42-31,,
4:09.0,Turnover by D. Augustin (bad pass; steal by J. Smith),,42-31,,
3:54.0,,,42-34,3,J. Smith makes 3-pt shot from 24 ft
3:27.0,J. Meeks misses 3-pt shot from 23 ft,,42-34,,
3:25.0,,,42-34,,Defensive rebound by P. Prigioni
3:17.0,,,42-34,,J. Calderon misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by A. Drummond,,42-34,,
3:01.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by A. Drummond),3,45-34,,
2:53.0,,,45-34,,J. Calderon misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by D. Augustin,,45-34,,
2:47.0,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by D. Augustin),2,47-34,,
2:23.0,,,47-34,,P. Prigioni misses 2-pt shot from 4 ft
2:22.0,,,47-34,,Offensive rebound by P. Prigioni
2:20.0,Detroit full timeout,,47-34,,
2:20.0,K. Singler enters the game for J. Meeks,,47-34,,
2:20.0,,,47-34,,S. Larkin enters the game for P. Prigioni
2:09.0,,,47-34,,J. Smith misses 2-pt shot from 3 ft
2:07.0,Defensive rebound by A. Drummond,,47-34,,
1:53.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by D. Augustin),3,50-34,,
1:41.0,,,50-36,2,C. Aldrich makes 2-pt shot from 4 ft (assist by J. Smith)
1:25.0,A. Tolliver makes 3-pt shot from 24 ft (assist by D. Augustin),3,53-36,,
1:09.0,,,53-36,,T. Wear misses 2-pt shot from 13 ft
1:07.0,Defensive rebound by A. Drummond,,53-36,,
0:56.0,Turnover by D. Augustin (lost ball; steal by S. Larkin),,53-36,,
0:54.0,Personal foul by K. Singler (drawn by S. Larkin),,53-36,,
0:54.0,B. Jennings enters the game for D. Augustin,,53-36,,
0:40.0,,,53-38,2,C. Aldrich makes 2-pt shot from 6 ft
0:33.0,B. Jennings makes 2-pt shot from 1 ft,2,55-38,,
0:14.0,,,55-38,,T. Wear misses 2-pt shot from 2 ft
0:12.0,,,55-38,,Offensive rebound by C. Aldrich
0:12.0,,,55-38,,C. Aldrich misses 2-pt shot at rim
0:10.0,Defensive rebound by A. Drummond,,55-38,,
0:01.0,B. Jennings makes 2-pt shot at rim,2,57-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,Turnover by G. Monroe (bad pass; steal by C. Aldrich),,57-38,,
11:11.0,,,57-38,,J. Smith misses 2-pt shot from 21 ft
11:09.0,Defensive rebound by A. Drummond,,57-38,,
10:50.0,K. Singler makes 2-pt shot from 8 ft (assist by A. Drummond),2,59-38,,
10:30.0,,,59-38,,J. Smith misses 2-pt shot from 4 ft
10:28.0,Defensive rebound by A. Drummond,,59-38,,
10:11.0,G. Monroe misses 2-pt shot from 4 ft,,59-38,,
10:09.0,Offensive rebound by G. Monroe,,59-38,,
10:08.0,G. Monroe makes 2-pt shot at rim,2,61-38,,
9:59.0,,,61-38,,C. Aldrich misses 2-pt shot from 3 ft
9:57.0,,,61-38,,Offensive rebound by P. Prigioni
9:51.0,Personal foul by A. Drummond (drawn by J. Smith),,61-38,,
9:36.0,,,61-38,,Turnover by Team (shot clock)
9:24.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,61-38,,
9:22.0,,,61-38,,Defensive rebound by J. Smith
9:14.0,,,61-38,,Turnover by J. Smith (bad pass; steal by B. Jennings)
9:12.0,Shooting foul by J. Calderon (drawn by B. Jennings),,61-38,,
9:12.0,B. Jennings makes free throw 1 of 2,1,62-38,,
9:12.0,B. Jennings misses free throw 2 of 2,,62-38,,
9:11.0,,,62-38,,Defensive rebound by C. Aldrich
8:58.0,,,62-38,,J. Smith misses 3-pt shot from 24 ft
8:56.0,Defensive rebound by A. Drummond,,62-38,,
8:43.0,G. Monroe makes 2-pt shot from 1 ft,2,64-38,,
8:42.0,,,64-38,,New York full timeout
8:27.0,,,64-38,,J. Calderon misses 2-pt shot from 17 ft
8:25.0,Defensive rebound by G. Monroe,,64-38,,
8:10.0,Turnover by B. Jennings (bad pass; steal by P. Prigioni),,64-38,,
8:07.0,Personal foul by B. Jennings (drawn by P. Prigioni),,64-38,,
8:01.0,,,64-38,,Shooting foul by G. Monroe (drawn by P. Prigioni)
8:01.0,,,64-39,1,P. Prigioni makes free throw 1 of 2
8:01.0,,,64-40,1,P. Prigioni makes free throw 2 of 2
7:40.0,B. Jennings makes 3-pt shot from 24 ft (assist by G. Monroe),3,67-40,,
7:26.0,,,67-40,,J. Smith misses 2-pt shot from 5 ft
7:24.0,,,67-40,,Offensive rebound by J. Smith
7:14.0,,,67-40,,P. Prigioni misses 3-pt shot from 24 ft
7:12.0,Defensive rebound by B. Jennings,,67-40,,
6:53.0,B. Jennings misses 3-pt shot from 24 ft,,67-40,,
6:51.0,Offensive rebound by G. Monroe,,67-40,,
6:49.0,G. Monroe misses 2-pt shot from 2 ft,,67-40,,
6:47.0,,,67-40,,Defensive rebound by C. Aldrich
6:41.0,Personal foul by K. Singler (drawn by J. Smith),,67-40,,
6:41.0,,,67-40,,S. Larkin enters the game for P. Prigioni
6:30.0,,,67-40,,Shooting foul by G. Monroe (drawn by J. Smith)
6:30.0,,,67-41,1,J. Smith makes free throw 1 of 2
6:30.0,,,67-41,,J. Smith misses free throw 2 of 2
6:29.0,,,67-41,,Offensive rebound by J. Smith
6:10.0,,,67-41,,C. Aldrich misses 2-pt shot from 6 ft
6:09.0,Defensive rebound by G. Monroe,,67-41,,
6:06.0,Shooting foul by C. Aldrich (drawn by A. Drummond),,67-41,,
6:06.0,A. Drummond makes free throw 1 of 2,1,68-41,,
6:06.0,A. Drummond misses free throw 2 of 2,,68-41,,
6:04.0,,,68-41,,Defensive rebound by C. Aldrich
5:53.0,,,68-41,,J. Calderon misses 2-pt shot from 17 ft
5:51.0,,,68-41,,Offensive rebound by C. Aldrich
5:37.0,,,68-41,,J. Smith misses 2-pt shot from 15 ft
5:35.0,Defensive rebound by A. Drummond,,68-41,,
5:24.0,Turnover by G. Monroe (lost ball; steal by J. Calderon),,68-41,,
5:10.0,,,68-41,,J. Smith misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by A. Drummond,,68-41,,
5:04.0,Turnover by A. Drummond (back court),,68-41,,
5:04.0,,,68-41,,Q. Acy enters the game for J. Smith
4:54.0,,,68-43,2,J. Calderon makes 2-pt shot from 17 ft (assist by Q. Acy)
4:41.0,,,68-43,,Personal foul by Q. Acy (drawn by G. Monroe)
4:41.0,J. Jerebko enters the game for G. Monroe,,68-43,,
4:32.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,68-43,,
4:29.0,Offensive rebound by K. Caldwell-Pope,,68-43,,
4:26.0,K. Singler misses 3-pt shot from 24 ft,,68-43,,
4:24.0,,,68-43,,Defensive rebound by J. Calderon
4:07.0,,,68-43,,Shooting foul by K. Singler (drawn by C. Aldrich)
4:07.0,,,68-44,1,C. Aldrich makes free throw 1 of 2
4:07.0,J. Meeks enters the game for K. Singler,,68-44,,
4:07.0,,,68-44,,C. Aldrich misses free throw 2 of 2
4:05.0,Defensive rebound by J. Jerebko,,68-44,,
3:50.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by B. Jennings),2,70-44,,
3:40.0,,,70-44,,J. Calderon misses 2-pt shot from 2 ft
3:39.0,Defensive rebound by A. Drummond,,70-44,,
3:32.0,B. Jennings makes 3-pt shot from 24 ft,3,73-44,,
3:08.0,,,73-46,2,C. Aldrich makes 2-pt shot from 1 ft (assist by J. Calderon)
2:59.0,B. Jennings makes 2-pt shot from 1 ft,2,75-46,,
2:57.0,,,75-46,,New York full timeout
2:57.0,Detroit full timeout,,75-46,,
2:57.0,,,75-46,,C. Early enters the game for J. Smith
2:57.0,,,75-46,,J. Smith enters the game for C. Aldrich
2:32.0,,,75-46,,J. Smith misses 2-pt shot from 14 ft
2:30.0,,,75-46,,Offensive rebound by Q. Acy
2:20.0,,,75-46,,J. Calderon misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by A. Drummond,,75-46,,
2:02.0,J. Meeks misses 3-pt shot from 24 ft,,75-46,,
2:00.0,,,75-46,,Defensive rebound by Q. Acy
1:48.0,,,75-46,,J. Calderon misses 2-pt shot from 13 ft
1:46.0,Defensive rebound by J. Jerebko,,75-46,,
1:35.0,B. Jennings misses 3-pt shot from 25 ft,,75-46,,
1:33.0,,,75-46,,Defensive rebound by J. Calderon
1:28.0,,,75-46,,Turnover by J. Calderon (bad pass)
1:09.0,A. Drummond misses 2-pt shot at rim,,75-46,,
1:07.0,,,75-46,,Defensive rebound by J. Calderon
0:53.0,,,75-46,,C. Early misses 2-pt shot from 2 ft
0:51.0,Defensive rebound by A. Drummond,,75-46,,
0:45.0,B. Jennings makes 2-pt shot from 1 ft,2,77-46,,
0:33.0,,,77-49,3,J. Calderon makes 3-pt shot from 24 ft (assist by S. Larkin)
0:29.0,Shooting foul by Q. Acy (drawn by B. Jennings),,77-49,,
0:29.0,B. Jennings makes free throw 1 of 2,1,78-49,,
0:29.0,B. Jennings makes free throw 2 of 2,1,79-49,,
0:11.0,,,79-51,2,Q. Acy makes 2-pt shot at rim (assist by J. Calderon)
0:11.0,,,79-51,,Shooting foul by J. Jerebko (drawn by Q. Acy)
0:11.0,,,79-52,1,Q. Acy makes free throw 1 of 1
0:03.0,B. Jennings makes 3-pt shot from 24 ft,3,82-52,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,82-52,,S. Larkin misses 2-pt shot from 18 ft
11:38.0,Defensive rebound by J. Anthony,,82-52,,
11:23.0,J. Meeks makes 2-pt shot from 11 ft (assist by D. Augustin),2,84-52,,
11:10.0,,,84-54,2,S. Larkin makes 2-pt shot from 20 ft (assist by T. Wear)
10:50.0,J. Jerebko makes 3-pt shot from 23 ft (assist by J. Meeks),3,87-54,,
10:42.0,Personal foul by J. Jerebko (drawn by P. Prigioni),,87-54,,
10:30.0,,,87-54,,C. Early misses 2-pt shot from 3 ft (block by J. Anthony)
10:30.0,,,87-54,,Offensive rebound by Team
10:23.0,,,87-54,,C. Aldrich misses 2-pt shot from 4 ft
10:22.0,,,87-54,,Offensive rebound by C. Aldrich
10:15.0,,,87-54,,P. Prigioni misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by J. Anthony,,87-54,,
10:02.0,,,87-54,,Personal foul by S. Larkin (drawn by J. Jerebko)
9:56.0,J. Meeks misses 2-pt shot from 13 ft,,87-54,,
9:54.0,,,87-54,,Defensive rebound by C. Aldrich
9:50.0,,,87-54,,Shooting foul by J. Anthony (drawn by S. Larkin)
9:50.0,,,87-54,,S. Larkin misses free throw 1 of 2
9:50.0,,,87-54,,Offensive rebound by Team
9:50.0,,,87-55,1,S. Larkin makes free throw 2 of 2
9:32.0,C. Butler misses 3-pt shot from 25 ft,,87-55,,
9:30.0,,,87-55,,Defensive rebound by Team
9:06.0,,,87-55,,C. Aldrich misses 2-pt shot from 4 ft
9:05.0,Defensive rebound by Team,,87-55,,
9:05.0,,,87-55,,Loose ball foul by P. Prigioni (drawn by J. Meeks)
8:47.0,Turnover by J. Meeks (bad pass; steal by S. Larkin),,87-55,,
8:39.0,,,87-58,3,C. Early makes 3-pt shot from 24 ft (assist by S. Larkin)
8:23.0,D. Augustin misses 3-pt shot from 24 ft,,87-58,,
8:21.0,,,87-58,,Defensive rebound by P. Prigioni
8:00.0,,,87-58,,T. Wear misses 2-pt shot from 3 ft (block by D. Augustin)
7:59.0,,,87-58,,Offensive rebound by Team
7:59.0,Official timeout,,87-58,,
7:59.0,,,87-58,,J. Calderon enters the game for P. Prigioni
7:59.0,,,87-58,,J. Smith enters the game for S. Larkin
7:59.0,A. Tolliver enters the game for J. Jerebko,,87-58,,
7:58.0,,,87-58,,Turnover by Team (shot clock)
7:46.0,J. Meeks misses 3-pt shot from 24 ft,,87-58,,
7:44.0,,,87-58,,Defensive rebound by C. Aldrich
7:38.0,,,87-58,,Turnover by J. Calderon (bad pass; steal by J. Meeks)
7:32.0,J. Meeks makes 2-pt shot from 1 ft,2,89-58,,
7:23.0,,,89-61,3,J. Smith makes 3-pt shot from 25 ft
7:05.0,D. Augustin makes 2-pt shot from 2 ft,2,91-61,,
6:45.0,,,91-63,2,J. Smith makes 2-pt shot from 4 ft
6:28.0,A. Tolliver misses 2-pt shot from 2 ft (block by C. Aldrich),,91-63,,
6:26.0,,,91-63,,Defensive rebound by C. Aldrich
6:22.0,,,91-65,2,T. Wear makes 2-pt shot from 1 ft (assist by J. Smith)
6:22.0,Detroit full timeout,,91-65,,
6:22.0,,,91-65,,Q. Acy enters the game for C. Aldrich
6:06.0,J. Meeks misses 2-pt shot from 6 ft,,91-65,,
6:04.0,,,91-65,,Defensive rebound by T. Wear
5:59.0,,,91-65,,J. Smith misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by A. Tolliver,,91-65,,
5:41.0,C. Butler misses 3-pt shot from 25 ft,,91-65,,
5:39.0,,,91-65,,Defensive rebound by J. Calderon
5:20.0,,,91-68,3,J. Smith makes 3-pt shot from 27 ft
4:53.0,J. Meeks makes 3-pt shot from 24 ft (assist by D. Augustin),3,94-68,,
4:40.0,,,94-70,2,Q. Acy makes 2-pt shot at rim (assist by J. Smith)
4:18.0,D. Augustin misses 3-pt shot from 25 ft,,94-70,,
4:16.0,Offensive rebound by J. Anthony,,94-70,,
4:16.0,J. Anthony misses 2-pt shot at rim,,94-70,,
4:15.0,,,94-70,,Defensive rebound by J. Calderon
4:06.0,,,94-73,3,J. Smith makes 3-pt shot from 24 ft
3:42.0,A. Tolliver misses 3-pt shot from 24 ft,,94-73,,
3:40.0,,,94-73,,Defensive rebound by Q. Acy
3:34.0,,,94-76,3,J. Smith makes 3-pt shot from 24 ft
3:33.0,Detroit full timeout,,94-76,,
3:33.0,C. Martin enters the game for C. Butler,,94-76,,
3:33.0,K. Caldwell-Pope enters the game for J. Meeks,,94-76,,
3:10.0,D. Augustin misses 2-pt shot from 4 ft (block by Q. Acy),,94-76,,
3:08.0,,,94-76,,Defensive rebound by C. Early
3:06.0,,,94-78,2,C. Early makes 2-pt shot from 1 ft
3:06.0,,,94-78,,Shooting foul by C. Martin (drawn by C. Early)
3:06.0,A. Drummond enters the game for J. Anthony,,94-78,,
3:06.0,G. Monroe enters the game for A. Tolliver,,94-78,,
3:06.0,,,94-78,,C. Early misses free throw 1 of 1
3:04.0,Defensive rebound by G. Monroe,,94-78,,
2:43.0,Turnover by G. Monroe (bad pass; steal by T. Wear),,94-78,,
2:36.0,,,94-78,,J. Smith misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by A. Drummond,,94-78,,
2:29.0,D. Augustin misses 3-pt shot from 23 ft,,94-78,,
2:28.0,Offensive rebound by A. Drummond,,94-78,,
2:27.0,,,94-78,,Personal foul by J. Calderon (drawn by A. Drummond)
2:16.0,Turnover by D. Augustin (bad pass; steal by J. Smith),,94-78,,
2:08.0,,,94-78,,T. Wear misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by A. Drummond,,94-78,,
1:42.0,D. Augustin makes 3-pt shot from 24 ft (assist by A. Drummond),3,97-78,,
1:29.0,,,97-80,2,T. Wear makes 2-pt shot from 10 ft
1:19.0,Turnover by K. Caldwell-Pope (lost ball; steal by C. Early),,97-80,,
1:12.0,,,97-80,,J. Smith misses 3-pt shot from 27 ft
1:10.0,,,97-80,,Offensive rebound by Q. Acy
1:06.0,,,97-80,,Q. Acy misses 3-pt shot from 23 ft
1:05.0,Defensive rebound by C. Martin,,97-80,,
0:41.0,Turnover by Team (shot clock),,97-80,,
