time,Indiana,pts.away,score,pts.home,Philadelphia
8:22.0,,,36-22,,R. Covington enters the game for H. Sims
8:22.0,,,36-22,,L. Mbah a Moute enters the game for J. Richardson
8:22.0,R. Stuckey makes free throw 1 of 1,1,37-22,,
8:04.0,,,37-24,2,J. Grant makes 2-pt shot from 11 ft
8:04.0,,,37-24,,Shooting foul by I. Mahinmi (drawn by J. Grant)
8:04.0,,,37-25,1,J. Grant makes free throw 1 of 1
7:53.0,R. Stuckey makes 2-pt shot from 18 ft,2,39-25,,
7:45.0,,,39-25,,R. Covington misses 2-pt shot from 4 ft
7:43.0,Defensive rebound by L. Scola,,39-25,,
7:25.0,D. Rudez makes 2-pt shot from 16 ft (assist by R. Stuckey),2,41-25,,
7:04.0,Personal foul by I. Mahinmi (drawn by N. Noel),,41-25,,
6:57.0,,,41-27,2,T. Frazier makes 2-pt shot from 5 ft
6:57.0,,,41-27,,Shooting foul by C. Watson (drawn by T. Frazier)
6:57.0,,,41-28,1,T. Frazier makes free throw 1 of 1
6:46.0,R. Stuckey misses 2-pt shot from 2 ft (block by N. Noel),,41-28,,
6:43.0,Offensive rebound by C. Watson,,41-28,,
6:41.0,C. Watson makes 2-pt shot from 7 ft,2,43-28,,
6:31.0,,,43-30,2,L. Mbah a Moute makes 2-pt shot at rim
6:14.0,,,43-30,,Personal foul by J. Grant (drawn by I. Mahinmi)
6:05.0,C. Watson misses 3-pt shot from 25 ft,,43-30,,
6:03.0,,,43-30,,Defensive rebound by L. Mbah a Moute
5:57.0,,,43-30,,R. Covington misses 3-pt shot from 25 ft
5:56.0,,,43-30,,Offensive rebound by L. Mbah a Moute
5:51.0,,,43-30,,R. Covington misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by D. Rudez,,43-30,,
5:36.0,L. Scola makes 2-pt shot from 13 ft,2,45-30,,
5:19.0,,,45-30,,T. Frazier misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by I. Mahinmi,,45-30,,
5:08.0,Shooting foul by N. Noel (drawn by R. Stuckey),,45-30,,
5:08.0,Official timeout,,45-30,,
5:08.0,R. Hibbert enters the game for I. Mahinmi,,45-30,,
5:08.0,G. Hill enters the game for C. Watson,,45-30,,
5:08.0,,,45-30,,H. Thompson enters the game for J. Grant
5:08.0,R. Stuckey makes free throw 1 of 2,1,46-30,,
5:08.0,R. Stuckey makes free throw 2 of 2,1,47-30,,
4:49.0,,,47-30,,L. Mbah a Moute misses 2-pt shot from 3 ft
4:48.0,,,47-30,,Offensive rebound by L. Mbah a Moute
4:48.0,Loose ball foul by L. Scola (drawn by L. Mbah a Moute),,47-30,,
4:48.0,,,47-31,1,L. Mbah a Moute makes free throw 1 of 2
4:48.0,,,47-31,,L. Mbah a Moute misses free throw 2 of 2
4:48.0,,,47-31,,Offensive rebound by N. Noel
4:42.0,,,47-31,,Turnover by T. Frazier (bad pass; steal by D. Rudez)
4:23.0,L. Scola makes 3-pt shot from 23 ft (assist by D. Rudez),3,50-31,,
4:08.0,,,50-33,2,L. Mbah a Moute makes 2-pt shot from 18 ft (assist by T. Frazier)
3:57.0,,,50-33,,Personal foul by R. Covington (drawn by R. Stuckey)
3:57.0,R. Stuckey makes free throw 1 of 2,1,51-33,,
3:57.0,R. Stuckey makes free throw 2 of 2,1,52-33,,
3:41.0,,,52-33,,N. Noel misses 2-pt shot from 15 ft
3:40.0,,,52-33,,Offensive rebound by L. Mbah a Moute
3:39.0,,,52-35,2,L. Mbah a Moute makes 2-pt shot from 1 ft
3:39.0,,,52-35,,Shooting foul by G. Hill (drawn by L. Mbah a Moute)
3:39.0,C. Miles enters the game for L. Scola,,52-35,,
3:39.0,D. West enters the game for D. Rudez,,52-35,,
3:39.0,,,52-36,1,L. Mbah a Moute makes free throw 1 of 1
3:28.0,Turnover by G. Hill (bad pass; steal by N. Noel),,52-36,,
3:12.0,,,52-36,,T. Frazier misses 2-pt shot from 2 ft
3:11.0,,,52-36,,Offensive rebound by Team
3:11.0,Loose ball foul by R. Stuckey (drawn by N. Noel),,52-36,,
3:11.0,,,52-37,1,N. Noel makes free throw 1 of 2
3:11.0,,,52-37,,N. Noel misses free throw 2 of 2
3:10.0,Defensive rebound by C. Miles,,52-37,,
3:02.0,,,52-37,,Personal foul by T. Frazier (drawn by G. Hill)
3:02.0,G. Hill makes free throw 1 of 2,1,53-37,,
3:02.0,,,53-37,,J. Sampson enters the game for T. Frazier
3:02.0,G. Hill makes free throw 2 of 2,1,54-37,,
2:41.0,,,54-37,,Turnover by L. Mbah a Moute (back court)
2:41.0,Indiana full timeout,,54-37,,
2:41.0,S. Hill enters the game for R. Stuckey,,54-37,,
2:28.0,C. Miles misses 3-pt shot from 25 ft,,54-37,,
2:26.0,,,54-37,,Defensive rebound by L. Mbah a Moute
2:18.0,,,54-37,,Shooting foul by C. Miles (drawn by R. Covington)
2:18.0,,,54-38,1,R. Covington makes free throw 1 of 2
2:18.0,,,54-39,1,R. Covington makes free throw 2 of 2
2:06.0,Offensive foul by D. West,,54-39,,
2:06.0,Turnover by D. West (offensive foul),,54-39,,
2:06.0,,,54-39,,J. Grant enters the game for R. Covington
1:47.0,,,54-39,,L. Mbah a Moute misses 2-pt shot from 16 ft
1:45.0,Defensive rebound by C. Miles,,54-39,,
1:30.0,D. West misses 2-pt shot from 11 ft,,54-39,,
1:27.0,,,54-39,,Defensive rebound by H. Thompson
1:23.0,,,54-39,,J. Grant misses 2-pt shot from 16 ft
1:20.0,Defensive rebound by G. Hill,,54-39,,
1:06.0,S. Hill makes 3-pt shot from 25 ft (assist by D. West),3,57-39,,
0:48.0,,,57-39,,Shooting foul by C. Miles (drawn by J. Grant)
0:48.0,,,57-40,1,J. Grant makes free throw 1 of 2
0:48.0,,,57-40,,J. Grant misses free throw 2 of 2
0:46.0,Defensive rebound by D. West,,57-40,,
0:35.0,,,57-40,,Personal foul by J. Sampson (drawn by G. Hill)
0:35.0,G. Hill misses free throw 1 of 2,,57-40,,
0:35.0,Offensive rebound by Team,,57-40,,
0:35.0,G. Hill makes free throw 2 of 2,1,58-40,,
0:27.0,,,58-40,,J. Sampson misses 2-pt shot at rim
0:24.0,Defensive rebound by D. West,,58-40,,
0:19.0,Indiana full timeout,,58-40,,
0:07.0,R. Hibbert misses 2-pt shot from 18 ft,,58-40,,
0:06.0,,,58-40,,Defensive rebound by J. Grant
0:00.0,,,58-40,,J. Grant misses 2-pt shot from 4 ft
0:00.0,,,58-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Turnover by G. Hill (bad pass),,58-40,,
11:35.0,,,58-40,,R. Covington misses 2-pt shot from 2 ft
11:33.0,,,58-40,,Offensive rebound by N. Noel
11:33.0,,,58-42,2,N. Noel makes 2-pt shot at rim
11:17.0,G. Hill misses 2-pt shot from 1 ft,,58-42,,
11:15.0,,,58-42,,Defensive rebound by R. Covington
11:03.0,,,58-42,,Turnover by J. Richardson (bad pass; steal by C. Miles)
10:42.0,C. Miles makes 3-pt shot from 25 ft (assist by S. Hill),3,61-42,,
10:32.0,,,61-42,,Shooting foul by R. Hibbert (drawn by N. Noel)
10:32.0,,,61-42,,N. Noel misses free throw 1 of 2
10:32.0,,,61-42,,Offensive rebound by Team
10:32.0,,,61-43,1,N. Noel makes free throw 2 of 2
10:09.0,S. Hill misses 3-pt shot from 24 ft,,61-43,,
10:07.0,,,61-43,,Defensive rebound by L. Mbah a Moute
9:53.0,,,61-43,,Shooting foul by R. Hibbert (drawn by T. Frazier)
9:53.0,,,61-43,,T. Frazier misses free throw 1 of 2
9:53.0,,,61-43,,Offensive rebound by Team
9:53.0,,,61-43,,T. Frazier misses free throw 2 of 2
9:52.0,Defensive rebound by S. Hill,,61-43,,
9:39.0,R. Hibbert makes 2-pt shot from 2 ft (assist by D. West),2,63-43,,
9:26.0,,,63-45,2,J. Richardson makes 2-pt shot from 15 ft (assist by R. Covington)
9:14.0,D. West makes 2-pt shot from 19 ft (assist by G. Hill),2,65-45,,
8:47.0,,,65-45,,Shooting foul by R. Hibbert (drawn by R. Covington)
8:47.0,,,65-46,1,R. Covington makes free throw 1 of 2
8:47.0,,,65-47,1,R. Covington makes free throw 2 of 2
8:28.0,D. West makes 2-pt shot from 10 ft (assist by G. Hill),2,67-47,,
8:21.0,,,67-47,,R. Covington misses 3-pt shot from 26 ft
8:19.0,Defensive rebound by D. West,,67-47,,
8:05.0,,,67-47,,Personal foul by N. Noel (drawn by R. Hibbert)
8:05.0,,,67-47,,J. Grant enters the game for J. Richardson
8:04.0,Turnover by S. Hill (bad pass; steal by R. Covington),,67-47,,
8:00.0,,,67-49,2,R. Covington makes 2-pt shot at rim
7:44.0,G. Hill makes 2-pt shot from 15 ft,2,69-49,,
7:23.0,,,69-52,3,L. Mbah a Moute makes 3-pt shot from 25 ft
7:12.0,Turnover by D. West (bad pass; steal by N. Noel),,69-52,,
7:06.0,,,69-52,,Shooting foul by S. Hill (drawn by J. Grant)
7:06.0,,,69-52,,J. Grant misses free throw 1 of 2
7:06.0,,,69-52,,Offensive rebound by Team
7:06.0,,,69-52,,J. Grant misses free throw 2 of 2
7:06.0,Defensive rebound by D. West,,69-52,,
6:48.0,C. Miles misses 3-pt shot from 25 ft,,69-52,,
6:47.0,,,69-52,,Defensive rebound by N. Noel
6:40.0,,,69-55,3,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by T. Frazier)
6:38.0,Indiana full timeout,,69-55,,
6:38.0,R. Stuckey enters the game for S. Hill,,69-55,,
6:38.0,,,69-55,,J. Sampson enters the game for T. Frazier
6:25.0,G. Hill makes 2-pt shot from 4 ft,2,71-55,,
6:07.0,,,71-55,,J. Grant misses 2-pt shot from 2 ft (block by R. Hibbert)
6:04.0,Defensive rebound by C. Miles,,71-55,,
5:47.0,D. West makes 2-pt shot from 18 ft (assist by G. Hill),2,73-55,,
5:27.0,,,73-55,,Turnover by L. Mbah a Moute (bad pass; steal by R. Stuckey)
5:21.0,C. Miles misses 2-pt shot from 1 ft (block by N. Noel),,73-55,,
5:19.0,Offensive rebound by R. Hibbert,,73-55,,
5:19.0,R. Hibbert makes 2-pt shot from 1 ft,2,75-55,,
5:19.0,,,75-55,,Philadelphia full timeout
5:03.0,,,75-55,,N. Noel misses 2-pt shot from 3 ft
5:01.0,Defensive rebound by G. Hill,,75-55,,
4:51.0,R. Hibbert misses 2-pt shot from 2 ft (block by N. Noel),,75-55,,
4:49.0,Offensive rebound by D. West,,75-55,,
4:49.0,,,75-55,,Personal foul by R. Covington (drawn by D. West)
4:45.0,Turnover by D. West (bad pass; steal by J. Sampson),,75-55,,
4:45.0,Personal foul by R. Stuckey (drawn by J. Sampson),,75-55,,
4:45.0,,,75-56,1,J. Sampson makes free throw 1 of 2
4:45.0,I. Mahinmi enters the game for R. Hibbert,,75-56,,
4:45.0,,,75-56,,T. Frazier enters the game for R. Covington
4:45.0,,,75-57,1,J. Sampson makes free throw 2 of 2
4:44.0,Turnover by D. West (bad pass; steal by N. Noel),,75-57,,
4:33.0,,,75-57,,J. Sampson misses 2-pt shot from 2 ft
4:32.0,,,75-57,,Offensive rebound by N. Noel
4:32.0,,,75-59,2,N. Noel makes 2-pt shot at rim
4:11.0,D. West misses 2-pt shot from 13 ft,,75-59,,
4:09.0,,,75-59,,Defensive rebound by T. Frazier
3:59.0,,,75-61,2,T. Frazier makes 2-pt shot from 1 ft
3:42.0,,,75-61,,Personal foul by T. Frazier (drawn by D. West)
3:42.0,,,75-61,,J. McGee enters the game for N. Noel
3:42.0,,,75-61,,H. Sims enters the game for L. Mbah a Moute
3:42.0,,,75-61,,H. Thompson enters the game for T. Frazier
3:42.0,C. Watson enters the game for G. Hill,,75-61,,
3:30.0,R. Stuckey makes 3-pt shot from 27 ft,3,78-61,,
3:30.0,Shooting foul by J. Sampson (drawn by R. Stuckey),,78-61,,
3:30.0,R. Stuckey makes free throw 1 of 1,1,79-61,,
3:15.0,,,79-61,,Turnover by H. Sims (lost ball; steal by R. Stuckey)
3:11.0,R. Stuckey makes 2-pt shot from 1 ft,2,81-61,,
2:42.0,,,81-61,,Turnover by Team (shot clock)
2:28.0,R. Stuckey makes 2-pt shot from 15 ft (assist by D. West),2,83-61,,
2:08.0,,,83-61,,Offensive foul by J. McGee
2:08.0,,,83-61,,Turnover by J. McGee (offensive foul)
2:08.0,L. Scola enters the game for C. Miles,,83-61,,
2:08.0,D. Rudez enters the game for D. West,,83-61,,
1:56.0,R. Stuckey makes 2-pt shot from 18 ft (assist by I. Mahinmi),2,85-61,,
1:40.0,,,85-63,2,J. Sampson makes 2-pt shot from 1 ft
1:23.0,Offensive foul by C. Watson,,85-63,,
1:23.0,Turnover by C. Watson (offensive foul),,85-63,,
1:12.0,,,85-63,,Shooting foul by D. Rudez (drawn by J. Grant)
1:12.0,,,85-64,1,J. Grant makes free throw 1 of 2
1:12.0,,,85-65,1,J. Grant makes free throw 2 of 2
1:02.0,Turnover by I. Mahinmi (offensive foul),,85-65,,
1:02.0,Offensive foul by I. Mahinmi,,85-65,,
1:02.0,Technical foul by I. Mahinmi,,85-65,,
1:02.0,,,85-66,1,H. Sims makes technical free throw
0:51.0,,,85-66,,J. Sampson misses 2-pt shot from 3 ft
0:50.0,Defensive rebound by I. Mahinmi,,85-66,,
0:47.0,D. Rudez makes 2-pt shot from 1 ft (assist by C. Watson),2,87-66,,
0:36.0,,,87-66,,J. Grant misses 3-pt shot from 22 ft
0:34.0,,,87-66,,Offensive rebound by J. Sampson
0:31.0,,,87-66,,Shooting foul by L. Scola (drawn by H. Sims)
0:31.0,,,87-67,1,H. Sims makes free throw 1 of 2
0:31.0,,,87-68,1,H. Sims makes free throw 2 of 2
0:08.0,R. Stuckey misses 3-pt shot from 26 ft,,87-68,,
0:06.0,,,87-68,,Defensive rebound by J. McGee
0:01.0,,,87-68,,J. Grant misses 3-pt shot from 26 ft
0:00.0,,,87-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by I. Mahinmi (drawn by J. McGee),,87-68,,
11:49.0,,,87-68,,J. Richardson enters the game for H. Thompson
11:41.0,,,87-70,2,J. Sampson makes 2-pt shot from 1 ft (assist by J. McGee)
11:24.0,D. Rudez makes 3-pt shot from 22 ft (assist by R. Stuckey),3,90-70,,
11:07.0,,,90-70,,H. Sims misses 2-pt shot from 15 ft
11:05.0,Defensive rebound by R. Stuckey,,90-70,,
10:57.0,,,90-70,,Personal foul by J. Sampson (drawn by I. Mahinmi)
10:54.0,,,90-70,,T. Frazier enters the game for J. Sampson
10:54.0,R. Stuckey misses 2-pt shot from 16 ft,,90-70,,
10:48.0,,,90-70,,Defensive rebound by H. Sims
10:24.0,,,90-70,,J. McGee misses 2-pt shot from 15 ft
10:23.0,Defensive rebound by L. Scola,,90-70,,
10:15.0,C. Watson misses 3-pt shot from 26 ft,,90-70,,
10:13.0,,,90-70,,Defensive rebound by T. Frazier
10:05.0,,,90-72,2,J. McGee makes 2-pt shot at rim (assist by T. Frazier)
9:46.0,R. Stuckey makes 2-pt shot from 1 ft,2,92-72,,
9:33.0,,,92-72,,H. Sims misses 2-pt shot from 17 ft
9:32.0,Defensive rebound by C. Watson,,92-72,,
9:28.0,L. Scola misses 2-pt shot from 1 ft (block by H. Sims),,92-72,,
9:24.0,Offensive rebound by C. Watson,,92-72,,
9:14.0,Shooting foul by J. McGee (drawn by R. Stuckey),,92-72,,
9:14.0,R. Stuckey makes free throw 1 of 2,1,93-72,,
9:14.0,,,93-72,,N. Noel enters the game for J. McGee
9:14.0,,,93-72,,R. Covington enters the game for J. Grant
9:14.0,R. Stuckey makes free throw 2 of 2,1,94-72,,
8:59.0,,,94-72,,J. Richardson misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by Team,,94-72,,
8:59.0,Official timeout,,94-72,,
8:59.0,,,94-72,,L. Mbah a Moute enters the game for H. Sims
8:37.0,L. Scola makes 2-pt shot from 13 ft (assist by C. Watson),2,96-72,,
8:37.0,Shooting foul by N. Noel (drawn by L. Scola),,96-72,,
8:37.0,L. Scola makes free throw 1 of 1,1,97-72,,
8:27.0,,,97-74,2,T. Frazier makes 2-pt shot from 15 ft
8:02.0,C. Watson misses 3-pt shot from 25 ft,,97-74,,
8:00.0,,,97-74,,Defensive rebound by J. Richardson
7:51.0,Personal foul by L. Scola (drawn by T. Frazier),,97-74,,
7:40.0,,,97-74,,J. Richardson misses 2-pt shot from 5 ft
7:40.0,,,97-74,,Offensive rebound by Team
7:40.0,Loose ball foul by R. Stuckey (drawn by N. Noel),,97-74,,
7:29.0,,,97-77,3,J. Richardson makes 3-pt shot from 23 ft (assist by T. Frazier)
7:05.0,C. Watson misses 2-pt shot from 17 ft,,97-77,,
7:03.0,,,97-77,,Defensive rebound by J. Richardson
6:55.0,,,97-79,2,R. Covington makes 2-pt shot from 1 ft (assist by J. Richardson)
6:36.0,Shooting foul by R. Covington (drawn by I. Mahinmi),,97-79,,
6:36.0,I. Mahinmi misses free throw 1 of 2,,97-79,,
6:36.0,Offensive rebound by Team,,97-79,,
6:36.0,I. Mahinmi makes free throw 2 of 2,1,98-79,,
6:28.0,,,98-79,,T. Frazier misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by I. Mahinmi,,98-79,,
6:05.0,C. Watson misses 2-pt shot from 1 ft (block by N. Noel),,98-79,,
6:04.0,,,98-79,,Defensive rebound by Team
6:00.0,,,98-79,,Philadelphia full timeout
6:00.0,L. Allen enters the game for I. Mahinmi,,98-79,,
5:52.0,,,98-81,2,J. Richardson makes 2-pt shot from 16 ft (assist by T. Frazier)
5:28.0,R. Stuckey misses 2-pt shot from 9 ft,,98-81,,
5:28.0,Offensive rebound by Team,,98-81,,
5:28.0,,,98-81,,J. Grant enters the game for J. Richardson
5:24.0,L. Allen makes 2-pt shot from 16 ft (assist by C. Watson),2,100-81,,
