time,Oklahoma City,pts.away,score,pts.home,Phoenix
3:53.0,R. Westbrook misses 2-pt shot from 16 ft,,7-17,,
3:53.0,,,7-17,,Defensive rebound by E. Bledsoe
3:42.0,,,7-20,3,M. Morris makes 3-pt shot from 24 ft (assist by E. Bledsoe)
3:20.0,Shooting foul by M. Morris (drawn by E. Kanter),,7-20,,
3:20.0,E. Kanter makes free throw 1 of 2,1,8-20,,
3:20.0,,,8-20,,B. Wright enters the game for M. Morris
3:20.0,N. Collison enters the game for S. Ibaka,,8-20,,
3:20.0,E. Kanter makes free throw 2 of 2,1,9-20,,
2:57.0,,,9-22,2,E. Bledsoe makes 2-pt shot from 16 ft
2:38.0,Shooting foul by E. Bledsoe (drawn by E. Kanter),,9-22,,
2:38.0,,,9-22,,Phoenix full timeout
2:38.0,D. Augustin enters the game for R. Westbrook,,9-22,,
2:38.0,E. Kanter makes free throw 1 of 2,1,10-22,,
2:38.0,E. Kanter makes free throw 2 of 2,1,11-22,,
2:24.0,,,11-22,,A. Len misses 2-pt shot from 12 ft
2:23.0,Defensive rebound by E. Kanter,,11-22,,
2:09.0,Turnover by E. Kanter (traveling),,11-22,,
2:09.0,,,11-22,,B. Knight enters the game for E. Bledsoe
1:58.0,,,11-22,,Shooting foul by D. Waiters (drawn by M. Morris)
1:58.0,,,11-22,,M. Morris misses free throw 1 of 2
1:58.0,,,11-22,,Offensive rebound by Team
1:58.0,M. McGary enters the game for E. Kanter,,11-22,,
1:58.0,,,11-22,,E. Barron enters the game for A. Len
1:58.0,,,11-23,1,M. Morris makes free throw 2 of 2
1:46.0,D. Waiters makes 2-pt shot from 1 ft,2,13-23,,
1:34.0,,,13-23,,M. Morris misses 3-pt shot from 22 ft
1:33.0,Defensive rebound by M. McGary,,13-23,,
1:26.0,A. Morrow misses 2-pt shot from 20 ft,,13-23,,
1:25.0,,,13-23,,Defensive rebound by M. Morris
1:23.0,,,13-23,,Phoenix full timeout
1:13.0,Personal foul by D. Waiters (drawn by M. Morris),,13-23,,
1:13.0,,,13-23,,M. Morris misses free throw 1 of 2
1:13.0,,,13-23,,Offensive rebound by Team
1:13.0,A. Roberson enters the game for D. Waiters,,13-23,,
1:13.0,,,13-23,,M. Morris misses free throw 2 of 2
1:13.0,Defensive rebound by D. Augustin,,13-23,,
0:56.0,A. Roberson misses 3-pt shot from 23 ft,,13-23,,
0:55.0,Offensive rebound by N. Collison,,13-23,,
0:52.0,N. Collison misses 2-pt shot from 2 ft,,13-23,,
0:51.0,,,13-23,,Defensive rebound by M. Morris
0:42.0,,,13-25,2,E. Barron makes 2-pt shot from 18 ft (assist by B. Knight)
0:30.0,Turnover by D. Augustin (bad pass),,13-25,,
0:05.0,,,13-25,,B. Knight misses 3-pt shot from 25 ft
0:05.0,,,13-25,,Offensive rebound by Team
0:05.0,,,13-25,,Turnover by Team (shot clock)
0:00.0,D. Augustin makes 2-pt shot from 1 ft,2,15-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,N. Collison misses 2-pt shot from 20 ft,,15-25,,
11:45.0,Offensive rebound by D. Augustin,,15-25,,
11:41.0,,,15-25,,Shooting block foul by E. Barron (drawn by D. Augustin)
11:41.0,D. Augustin makes free throw 1 of 2,1,16-25,,
11:41.0,D. Augustin makes free throw 2 of 2,1,17-25,,
11:29.0,,,17-27,2,G. Green makes 2-pt shot from 16 ft
11:05.0,A. Morrow makes 2-pt shot from 20 ft (assist by A. Roberson),2,19-27,,
10:54.0,,,19-29,2,E. Barron makes 2-pt shot from 15 ft (assist by G. Green)
10:37.0,A. Morrow misses 2-pt shot from 16 ft,,19-29,,
10:36.0,,,19-29,,Defensive rebound by B. Wright
10:20.0,,,19-29,,B. Wright misses 2-pt shot from 9 ft
10:19.0,,,19-29,,Offensive rebound by B. Wright
10:16.0,,,19-31,2,B. Wright makes 2-pt shot from 5 ft
9:54.0,N. Collison makes 2-pt shot from 17 ft (assist by D. Augustin),2,21-31,,
9:38.0,,,21-33,2,B. Wright makes 2-pt shot from 1 ft
9:20.0,D. Augustin makes 2-pt shot from 5 ft,2,23-33,,
8:57.0,,,23-33,,G. Green misses 3-pt shot from 25 ft
8:56.0,Defensive rebound by N. Collison,,23-33,,
8:50.0,D. Augustin misses 2-pt shot from 3 ft,,23-33,,
8:49.0,,,23-33,,Defensive rebound by E. Barron
8:40.0,,,23-33,,M. Morris misses 2-pt shot from 22 ft
8:39.0,Defensive rebound by N. Collison,,23-33,,
8:29.0,Turnover by M. McGary (lost ball; steal by B. Wright),,23-33,,
8:24.0,Official timeout,,23-33,,
8:24.0,S. Ibaka enters the game for A. Roberson,,23-33,,
8:24.0,R. Westbrook enters the game for M. McGary,,23-33,,
8:24.0,,,23-33,,E. Bledsoe enters the game for M. Morris
8:24.0,,,23-33,,M. Morris enters the game for G. Green
8:24.0,,,23-33,,P. Tucker enters the game for E. Barron
8:10.0,,,23-35,2,M. Morris makes 2-pt shot from 8 ft (assist by E. Bledsoe)
7:55.0,A. Morrow misses 2-pt shot from 13 ft,,23-35,,
7:54.0,,,23-35,,Defensive rebound by M. Morris
7:44.0,,,23-35,,M. Morris misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by D. Augustin,,23-35,,
7:34.0,R. Westbrook makes 2-pt shot from 1 ft (assist by D. Augustin),2,25-35,,
7:09.0,,,25-35,,B. Knight misses 3-pt shot from 24 ft
7:08.0,,,25-35,,Offensive rebound by M. Morris
7:07.0,,,25-35,,Shooting foul by N. Collison (drawn by M. Morris)
7:07.0,,,25-36,1,M. Morris makes free throw 1 of 2
7:07.0,D. Waiters enters the game for A. Morrow,,25-36,,
7:07.0,E. Kanter enters the game for N. Collison,,25-36,,
7:07.0,,,25-36,,A. Len enters the game for B. Wright
7:07.0,,,25-36,,M. Morris misses free throw 2 of 2
7:06.0,Defensive rebound by E. Kanter,,25-36,,
6:57.0,,,25-36,,Personal foul by B. Knight (drawn by D. Augustin)
6:43.0,R. Westbrook misses 3-pt shot from 24 ft,,25-36,,
6:42.0,,,25-36,,Defensive rebound by A. Len
6:22.0,,,25-36,,Turnover by B. Knight (bad pass; steal by S. Ibaka)
6:16.0,R. Westbrook misses 2-pt shot from 1 ft,,25-36,,
6:16.0,,,25-36,,Defensive rebound by B. Knight
6:11.0,,,25-38,2,B. Knight makes 2-pt shot from 1 ft
5:52.0,R. Westbrook misses 2-pt shot from 14 ft,,25-38,,
5:49.0,,,25-38,,Defensive rebound by B. Knight
5:47.0,,,25-38,,Shooting foul by R. Westbrook (drawn by E. Bledsoe)
5:47.0,,,25-38,,Phoenix full timeout
5:47.0,,,25-39,1,E. Bledsoe makes free throw 1 of 2
5:47.0,,,25-39,,E. Bledsoe misses free throw 2 of 2
5:46.0,,,25-39,,Offensive rebound by M. Morris
5:42.0,,,25-39,,Turnover by E. Bledsoe (lost ball; steal by D. Waiters)
5:38.0,D. Waiters makes 2-pt shot from 1 ft,2,27-39,,
5:12.0,,,27-41,2,P. Tucker makes 2-pt shot from 7 ft
5:00.0,,,27-41,,Personal foul by A. Len (drawn by E. Kanter)
4:52.0,D. Augustin makes 2-pt shot from 2 ft,2,29-41,,
4:35.0,,,29-41,,A. Len misses 2-pt shot from 11 ft
4:34.0,,,29-41,,Offensive rebound by P. Tucker
4:34.0,,,29-43,2,P. Tucker makes 2-pt shot from 1 ft
4:12.0,D. Waiters makes 3-pt shot from 24 ft (assist by D. Augustin),3,32-43,,
3:56.0,,,32-43,,B. Knight misses 2-pt shot from 2 ft
3:55.0,,,32-43,,Offensive rebound by E. Bledsoe
3:43.0,,,32-45,2,A. Len makes 2-pt shot from 4 ft (assist by M. Morris)
3:33.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,34-45,,
3:16.0,,,34-45,,M. Morris misses 2-pt shot from 1 ft
3:15.0,,,34-45,,Offensive rebound by A. Len
3:15.0,,,34-47,2,A. Len makes 2-pt shot from 1 ft
2:57.0,D. Augustin makes 2-pt shot from 3 ft,2,36-47,,
2:43.0,,,36-47,,Turnover by E. Bledsoe (bad pass)
2:43.0,Oklahoma City full timeout,,36-47,,
2:43.0,K. Singler enters the game for D. Augustin,,36-47,,
2:31.0,Shooting foul by A. Len (drawn by R. Westbrook),,36-47,,
2:31.0,R. Westbrook makes free throw 1 of 2,1,37-47,,
2:31.0,,,37-47,,B. Wright enters the game for A. Len
2:31.0,R. Westbrook makes free throw 2 of 2,1,38-47,,
2:10.0,,,38-49,2,E. Bledsoe makes 2-pt shot from 1 ft
2:00.0,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook),3,41-49,,
1:47.0,,,41-49,,Turnover by E. Bledsoe (lost ball)
1:33.0,S. Ibaka misses 2-pt shot from 17 ft,,41-49,,
1:32.0,,,41-49,,Defensive rebound by E. Bledsoe
1:22.0,,,41-51,2,M. Morris makes 2-pt shot from 15 ft (assist by E. Bledsoe)
1:05.0,E. Kanter makes 2-pt shot from 15 ft (assist by R. Westbrook),2,43-51,,
0:51.0,,,43-53,2,M. Morris makes 2-pt shot from 12 ft
0:38.0,,,43-53,,Def 3 sec tech foul by B. Knight
0:38.0,R. Westbrook makes technical free throw,1,44-53,,
0:38.0,D. Augustin enters the game for D. Waiters,,44-53,,
0:32.0,R. Westbrook makes 2-pt shot from 14 ft,2,46-53,,
0:10.0,,,46-53,,B. Wright misses 2-pt shot from 3 ft
0:09.0,Defensive rebound by R. Westbrook,,46-53,,
0:02.0,R. Westbrook misses 3-pt shot from 25 ft,,46-53,,
0:01.0,Offensive rebound by E. Kanter,,46-53,,
0:01.0,Shooting foul by B. Wright (drawn by E. Kanter),,46-53,,
0:01.0,E. Kanter makes free throw 1 of 2,1,47-53,,
0:01.0,A. Roberson enters the game for R. Westbrook,,47-53,,
0:01.0,E. Kanter makes free throw 2 of 2,1,48-53,,
0:00.0,,,48-53,,M. Morris misses 3-pt shot from 40 ft
0:00.0,,,48-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,K. Singler makes 2-pt shot from 2 ft,2,50-53,,
11:19.0,,,50-53,,B. Knight misses 3-pt shot from 24 ft
11:18.0,Defensive rebound by R. Westbrook,,50-53,,
11:11.0,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook),2,52-53,,
10:47.0,,,52-53,,A. Len misses 2-pt shot from 6 ft
10:46.0,Defensive rebound by A. Roberson,,52-53,,
10:31.0,S. Ibaka makes 2-pt shot from 5 ft,2,54-53,,
10:31.0,,,54-53,,Phoenix full timeout
10:07.0,,,54-53,,P. Tucker misses 2-pt shot from 15 ft
10:06.0,Defensive rebound by S. Ibaka,,54-53,,
9:57.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,56-53,,
9:39.0,,,56-53,,P. Tucker misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by S. Ibaka,,56-53,,
9:31.0,S. Ibaka misses 3-pt shot from 24 ft,,56-53,,
9:30.0,,,56-53,,Defensive rebound by B. Knight
9:23.0,,,56-53,,B. Knight misses 2-pt shot from 15 ft
9:22.0,Defensive rebound by Team,,56-53,,
9:07.0,E. Kanter misses 2-pt shot from 2 ft (block by E. Bledsoe),,56-53,,
9:05.0,Offensive rebound by E. Kanter,,56-53,,
9:05.0,E. Kanter makes 2-pt shot at rim,2,58-53,,
8:53.0,,,58-55,2,A. Len makes 2-pt shot at rim (assist by E. Bledsoe)
8:32.0,R. Westbrook makes 2-pt shot from 14 ft (assist by E. Kanter),2,60-55,,
8:32.0,Shooting foul by E. Bledsoe (drawn by R. Westbrook),,60-55,,
8:32.0,R. Westbrook makes free throw 1 of 1,1,61-55,,
8:18.0,,,61-57,2,M. Morris makes 2-pt shot from 2 ft
8:05.0,R. Westbrook misses 3-pt shot from 24 ft,,61-57,,
8:04.0,Offensive rebound by A. Roberson,,61-57,,
7:58.0,K. Singler makes 3-pt shot from 25 ft (assist by R. Westbrook),3,64-57,,
7:44.0,Personal foul by A. Roberson (drawn by E. Bledsoe),,64-57,,
7:33.0,,,64-60,3,B. Knight makes 3-pt shot from 24 ft (assist by M. Morris)
7:15.0,E. Kanter makes 2-pt shot from 15 ft,2,66-60,,
7:03.0,,,66-60,,A. Len misses 2-pt shot from 9 ft
7:01.0,Defensive rebound by A. Roberson,,66-60,,
6:58.0,Turnover by R. Westbrook (bad pass),,66-60,,
6:38.0,,,66-62,2,M. Morris makes 2-pt shot from 10 ft
6:18.0,R. Westbrook misses 2-pt shot from 15 ft,,66-62,,
6:17.0,,,66-62,,Defensive rebound by M. Morris
6:12.0,Personal foul by A. Roberson (drawn by E. Bledsoe),,66-62,,
6:05.0,,,66-62,,M. Morris misses 3-pt shot from 25 ft
6:04.0,,,66-62,,Offensive rebound by E. Bledsoe
5:59.0,,,66-64,2,E. Bledsoe makes 2-pt shot from 1 ft
5:59.0,Shooting block foul by E. Kanter (drawn by E. Bledsoe),,66-64,,
5:59.0,,,66-64,,M. Morris enters the game for A. Len
5:59.0,D. Waiters enters the game for A. Roberson,,66-64,,
5:59.0,,,66-65,1,E. Bledsoe makes free throw 1 of 1
5:43.0,E. Kanter misses 2-pt shot from 2 ft,,66-65,,
5:43.0,,,66-65,,Defensive rebound by Team
5:43.0,Loose ball foul by R. Westbrook (drawn by B. Knight),,66-65,,
5:29.0,,,66-65,,M. Morris misses 2-pt shot from 11 ft
5:29.0,Defensive rebound by K. Singler,,66-65,,
5:21.0,R. Westbrook makes 2-pt shot from 1 ft,2,68-65,,
5:03.0,,,68-67,2,E. Bledsoe makes 2-pt shot from 14 ft
4:52.0,Shooting foul by B. Knight (drawn by K. Singler),,68-67,,
4:52.0,K. Singler makes free throw 1 of 2,1,69-67,,
4:52.0,,,69-67,,A. Len enters the game for M. Morris
4:52.0,K. Singler makes free throw 2 of 2,1,70-67,,
4:40.0,,,70-69,2,E. Bledsoe makes 2-pt shot at rim
4:34.0,Shooting foul by E. Bledsoe (drawn by R. Westbrook),,70-69,,
4:34.0,R. Westbrook makes free throw 1 of 2,1,71-69,,
4:34.0,N. Collison enters the game for E. Kanter,,71-69,,
4:34.0,R. Westbrook makes free throw 2 of 2,1,72-69,,
4:24.0,,,72-71,2,A. Len makes 2-pt shot at rim (assist by E. Bledsoe)
4:09.0,R. Westbrook misses 3-pt shot from 26 ft,,72-71,,
4:08.0,Offensive rebound by S. Ibaka,,72-71,,
4:08.0,,,72-71,,Loose ball foul by M. Morris (drawn by S. Ibaka)
4:08.0,,,72-71,,G. Green enters the game for B. Knight
4:00.0,R. Westbrook misses 2-pt shot from 1 ft,,72-71,,
3:59.0,,,72-71,,Defensive rebound by P. Tucker
3:55.0,,,72-71,,Turnover by P. Tucker (bad pass)
3:47.0,Turnover by R. Westbrook (bad pass),,72-71,,
3:39.0,,,72-74,3,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe)
3:38.0,Oklahoma City full timeout,,72-74,,
3:38.0,,,72-74,,B. Wright enters the game for A. Len
3:26.0,D. Waiters misses 2-pt shot from 19 ft,,72-74,,
3:25.0,Offensive rebound by S. Ibaka,,72-74,,
3:22.0,S. Ibaka misses 2-pt shot from 16 ft,,72-74,,
3:21.0,,,72-74,,Defensive rebound by E. Bledsoe
3:13.0,,,72-77,3,E. Bledsoe makes 3-pt shot from 25 ft
2:55.0,Shooting foul by B. Wright (drawn by R. Westbrook),,72-77,,
2:55.0,R. Westbrook makes free throw 1 of 2,1,73-77,,
2:55.0,A. Morrow enters the game for K. Singler,,73-77,,
2:55.0,M. McGary enters the game for S. Ibaka,,73-77,,
2:55.0,R. Westbrook makes free throw 2 of 2,1,74-77,,
2:49.0,Personal foul by R. Westbrook (drawn by E. Bledsoe),,74-77,,
2:49.0,,,74-78,1,E. Bledsoe makes free throw 1 of 2
2:49.0,,,74-78,,E. Bledsoe misses free throw 2 of 2
2:48.0,Defensive rebound by M. McGary,,74-78,,
2:29.0,R. Westbrook makes 3-pt shot from 25 ft,3,77-78,,
2:23.0,,,77-78,,Turnover by E. Bledsoe (bad pass)
2:23.0,,,77-78,,M. Morris enters the game for P. Tucker
2:14.0,R. Westbrook misses 3-pt shot from 25 ft,,77-78,,
2:13.0,Offensive rebound by N. Collison,,77-78,,
2:08.0,Turnover by R. Westbrook (bad pass; steal by M. Morris),,77-78,,
2:01.0,,,77-78,,M. Morris misses 3-pt shot from 25 ft
2:00.0,Defensive rebound by M. McGary,,77-78,,
1:54.0,A. Morrow makes 3-pt shot from 22 ft (assist by R. Westbrook),3,80-78,,
1:39.0,Personal foul by A. Morrow (drawn by M. Morris),,80-78,,
1:39.0,,,80-79,1,M. Morris makes free throw 1 of 2
1:39.0,D. Augustin enters the game for R. Westbrook,,80-79,,
1:39.0,,,80-79,,B. Knight enters the game for E. Bledsoe
1:39.0,,,80-80,1,M. Morris makes free throw 2 of 2
1:29.0,Shooting foul by G. Green (drawn by D. Waiters),,80-80,,
1:29.0,D. Waiters makes free throw 1 of 2,1,81-80,,
1:29.0,D. Waiters misses free throw 2 of 2,,81-80,,
1:27.0,,,81-80,,Defensive rebound by M. Morris
1:06.0,,,81-83,3,M. Morris makes 3-pt shot from 23 ft (assist by M. Morris)
0:48.0,D. Waiters makes 3-pt shot from 25 ft,3,84-83,,
0:30.0,,,84-85,2,M. Morris makes 2-pt shot from 17 ft
0:05.0,A. Morrow misses 2-pt shot from 9 ft,,84-85,,
0:05.0,,,84-85,,Defensive rebound by Team
0:05.0,Loose ball foul by M. McGary (drawn by M. Morris),,84-85,,
0:05.0,,,84-86,1,M. Morris makes free throw 1 of 2
0:05.0,,,84-86,,M. Morris misses free throw 2 of 2
0:05.0,Defensive rebound by Team,,84-86,,
0:00.0,M. McGary misses 3-pt shot from 24 ft,,84-86,,
0:00.0,Offensive rebound by Team,,84-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,84-89,3,M. Morris makes 3-pt shot from 22 ft (assist by M. Morris)
11:26.0,D. Waiters misses 2-pt shot from 20 ft,,84-89,,
11:25.0,,,84-89,,Defensive rebound by B. Knight
11:16.0,,,84-89,,B. Knight misses 3-pt shot from 25 ft
11:15.0,,,84-89,,Offensive rebound by M. Morris
11:09.0,,,84-89,,G. Green misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by N. Collison,,84-89,,
10:57.0,M. McGary misses 2-pt shot from 1 ft,,84-89,,
10:56.0,,,84-89,,Defensive rebound by A. Len
10:56.0,Personal foul by M. McGary (drawn by A. Len),,84-89,,
10:56.0,S. Ibaka enters the game for M. McGary,,84-89,,
10:45.0,,,84-89,,M. Morris misses 2-pt shot from 17 ft
10:44.0,Defensive rebound by S. Ibaka,,84-89,,
10:28.0,,,84-89,,Personal foul by M. Morris (drawn by N. Collison)
10:21.0,D. Augustin misses 3-pt shot from 25 ft,,84-89,,
10:20.0,,,84-89,,Defensive rebound by A. Len
10:06.0,,,84-91,2,B. Knight makes 2-pt shot from 18 ft
9:46.0,D. Waiters misses 2-pt shot from 20 ft,,84-91,,
9:45.0,,,84-91,,Defensive rebound by M. Morris
9:34.0,,,84-93,2,A. Len makes 2-pt shot at rim (assist by B. Knight)
9:34.0,Oklahoma City full timeout,,84-93,,
9:34.0,R. Westbrook enters the game for A. Morrow,,84-93,,
9:19.0,N. Collison misses 2-pt shot from 5 ft,,84-93,,
9:18.0,Offensive rebound by Team,,84-93,,
9:18.0,,,84-93,,Loose ball foul by B. Knight (drawn by S. Ibaka)
9:13.0,R. Westbrook misses 3-pt shot from 24 ft,,84-93,,
9:13.0,,,84-93,,Defensive rebound by Team
9:02.0,,,84-93,,M. Morris misses 2-pt shot from 10 ft
9:01.0,Defensive rebound by N. Collison,,84-93,,
8:58.0,Turnover by R. Westbrook (lost ball; steal by G. Green),,84-93,,
8:51.0,,,84-93,,Turnover by B. Knight (bad pass; steal by D. Waiters)
8:50.0,,,84-93,,Personal foul by A. Len (drawn by D. Waiters)
8:50.0,E. Kanter enters the game for N. Collison,,84-93,,
8:50.0,,,84-93,,E. Bledsoe enters the game for G. Green
8:33.0,D. Waiters misses 2-pt shot from 4 ft,,84-93,,
8:32.0,,,84-93,,Defensive rebound by E. Bledsoe
8:16.0,,,84-95,2,A. Len makes 2-pt shot from 2 ft (assist by M. Morris)
8:00.0,R. Westbrook makes 2-pt shot from 16 ft,2,86-95,,
7:47.0,,,86-97,2,E. Bledsoe makes 2-pt shot at rim
7:47.0,Oklahoma City full timeout,,86-97,,
7:47.0,K. Singler enters the game for D. Augustin,,86-97,,
7:32.0,Shooting foul by E. Bledsoe (drawn by R. Westbrook),,86-97,,
7:32.0,R. Westbrook makes free throw 1 of 2,1,87-97,,
7:32.0,R. Westbrook makes free throw 2 of 2,1,88-97,,
7:16.0,,,88-97,,Shooting foul by D. Waiters (drawn by E. Bledsoe)
7:16.0,,,88-98,1,E. Bledsoe makes free throw 1 of 2
7:16.0,,,88-98,,E. Bledsoe misses free throw 2 of 2
7:16.0,Defensive rebound by R. Westbrook,,88-98,,
7:10.0,R. Westbrook makes 2-pt shot from 16 ft,2,90-98,,
6:49.0,,,90-98,,M. Morris misses 2-pt shot from 18 ft
6:48.0,Defensive rebound by R. Westbrook,,90-98,,
6:42.0,R. Westbrook misses 2-pt shot from 3 ft (block by A. Len),,90-98,,
6:40.0,,,90-98,,Defensive rebound by M. Morris
6:36.0,,,90-98,,Turnover by B. Knight (step out of bounds)
6:23.0,R. Westbrook misses 2-pt shot from 14 ft,,90-98,,
6:22.0,,,90-98,,Defensive rebound by M. Morris
5:59.0,,,90-100,2,E. Bledsoe makes 2-pt shot from 1 ft
5:45.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook),3,93-100,,
5:43.0,,,93-100,,Phoenix full timeout
5:43.0,,,93-100,,P. Tucker enters the game for M. Morris
