time,Minnesota,pts.away,score,pts.home,Dallas
2:41.0,,,16-18,,Offensive rebound by C. Parsons
2:32.0,,,16-18,,M. Ellis misses 2-pt shot from 20 ft
2:31.0,Defensive rebound by C. Budinger,,16-18,,
2:14.0,R. Hummel misses 3-pt shot from 24 ft,,16-18,,
2:13.0,,,16-18,,Defensive rebound by B. Wright
2:04.0,,,16-21,3,D. Harris makes 3-pt shot from 24 ft (assist by M. Ellis)
1:40.0,G. Dieng makes 2-pt shot from 15 ft (assist by M. Williams),2,18-21,,
1:30.0,Personal foul by R. Hummel (drawn by C. Parsons),,18-21,,
1:30.0,,,18-21,,D. Nowitzki enters the game for C. Parsons
1:30.0,,,18-21,,J. Barea enters the game for M. Ellis
1:23.0,,,18-23,2,D. Harris makes 2-pt shot from 1 ft
0:58.0,C. Budinger makes 3-pt shot from 24 ft (assist by C. Brewer),3,21-23,,
0:39.0,,,21-23,,A. Aminu misses 3-pt shot from 22 ft
0:38.0,,,21-23,,Offensive rebound by B. Wright
0:33.0,,,21-26,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by B. Wright)
0:29.0,Shooting foul by J. Barea (drawn by C. Brewer),,21-26,,
0:29.0,C. Brewer makes free throw 1 of 2,1,22-26,,
0:29.0,C. Brewer misses free throw 2 of 2,,22-26,,
0:28.0,,,22-26,,Defensive rebound by J. Barea
0:06.0,,,22-26,,J. Barea misses 2-pt shot from 7 ft
0:06.0,,,22-26,,Offensive rebound by A. Aminu
0:06.0,,,22-28,2,A. Aminu makes 2-pt shot at rim
0:01.0,M. Williams misses 2-pt shot from 10 ft (block by B. Wright),,22-28,,
0:01.0,Offensive rebound by C. Brewer,,22-28,,
0:00.0,C. Brewer misses 2-pt shot at rim,,22-28,,
0:00.0,Offensive rebound by Team,,22-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,G. Dieng misses 2-pt shot from 2 ft,,22-28,,
11:41.0,,,22-28,,Defensive rebound by A. Aminu
11:31.0,,,22-30,2,B. Wright makes 2-pt shot at rim (assist by D. Harris)
11:14.0,,,22-30,,Shooting block foul by B. Wright (drawn by G. Dieng)
11:14.0,G. Dieng makes free throw 1 of 2,1,23-30,,
11:14.0,G. Dieng makes free throw 2 of 2,1,24-30,,
10:56.0,,,24-30,,Shooting foul by R. Hummel (drawn by B. Wright)
10:56.0,,,24-30,,B. Wright misses free throw 1 of 2
10:56.0,,,24-30,,Offensive rebound by Team
10:56.0,,,24-31,1,B. Wright makes free throw 2 of 2
10:49.0,Offensive foul by M. Williams,,24-31,,
10:49.0,Turnover by M. Williams (offensive foul),,24-31,,
10:33.0,,,24-31,,D. Harris misses 2-pt shot from 2 ft (block by C. Budinger)
10:31.0,Defensive rebound by G. Dieng,,24-31,,
10:21.0,,,24-31,,Personal foul by J. Barea (drawn by C. Budinger)
10:14.0,C. Brewer misses 2-pt shot from 3 ft (block by A. Aminu),,24-31,,
10:12.0,Offensive rebound by M. Williams,,24-31,,
10:06.0,Turnover by Team (shot clock),,24-31,,
9:58.0,,,24-33,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by D. Harris)
9:57.0,Minnesota full timeout,,24-33,,
9:44.0,C. Budinger misses 2-pt shot from 17 ft,,24-33,,
9:43.0,Offensive rebound by G. Dieng,,24-33,,
9:36.0,C. Brewer misses 3-pt shot from 22 ft,,24-33,,
9:34.0,,,24-33,,Defensive rebound by B. Wright
9:16.0,,,24-35,2,A. Aminu makes 2-pt shot from 1 ft (assist by D. Harris)
9:02.0,,,24-35,,Personal foul by D. Nowitzki (drawn by R. Hummel)
9:02.0,N. Pekovic enters the game for G. Dieng,,24-35,,
9:02.0,K. Martin enters the game for C. Budinger,,24-35,,
9:02.0,A. Bennett enters the game for R. Hummel,,24-35,,
8:52.0,M. Williams makes 2-pt shot from 14 ft,2,26-35,,
8:42.0,,,26-37,2,B. Wright makes 2-pt shot from 5 ft (assist by J. Barea)
8:20.0,N. Pekovic misses 2-pt shot from 3 ft,,26-37,,
8:19.0,,,26-37,,Defensive rebound by A. Aminu
8:15.0,,,26-37,,Shooting foul by M. Williams (drawn by J. Barea)
8:15.0,,,26-38,1,J. Barea makes free throw 1 of 2
8:15.0,,,26-38,,M. Ellis enters the game for D. Harris
8:15.0,Z. LaVine enters the game for M. Williams,,26-38,,
8:15.0,,,26-38,,C. Parsons enters the game for D. Nowitzki
8:15.0,,,26-39,1,J. Barea makes free throw 2 of 2
8:03.0,K. Martin misses 2-pt shot from 21 ft,,26-39,,
8:02.0,Offensive rebound by C. Brewer,,26-39,,
7:59.0,C. Brewer makes 2-pt shot at rim,2,28-39,,
7:46.0,,,28-41,2,J. Barea makes 2-pt shot from 2 ft
7:28.0,C. Brewer misses 2-pt shot at rim,,28-41,,
7:28.0,Offensive rebound by N. Pekovic,,28-41,,
7:28.0,Shooting foul by B. Wright (drawn by N. Pekovic),,28-41,,
7:28.0,N. Pekovic makes free throw 1 of 2,1,29-41,,
7:28.0,,,29-41,,T. Chandler enters the game for B. Wright
7:28.0,N. Pekovic makes free throw 2 of 2,1,30-41,,
7:14.0,,,30-41,,M. Ellis misses 2-pt shot from 17 ft
7:13.0,Defensive rebound by Z. LaVine,,30-41,,
7:10.0,Turnover by Z. LaVine (lost ball; steal by J. Barea),,30-41,,
6:57.0,,,30-43,2,A. Aminu makes 2-pt shot at rim (assist by C. Parsons)
6:43.0,A. Bennett misses 2-pt shot from 3 ft (block by C. Parsons),,30-43,,
6:42.0,Offensive rebound by Team,,30-43,,
6:37.0,Z. LaVine misses 3-pt shot from 24 ft,,30-43,,
6:36.0,,,30-43,,Defensive rebound by A. Aminu
6:26.0,,,30-43,,Shooting foul by A. Bennett (drawn by C. Parsons)
6:26.0,,,30-43,,C. Parsons misses free throw 1 of 2
6:26.0,,,30-43,,Offensive rebound by Team
6:26.0,,,30-44,1,C. Parsons makes free throw 2 of 2
6:09.0,C. Brewer misses 2-pt shot from 2 ft (block by T. Chandler),,30-44,,
6:09.0,,,30-44,,Defensive rebound by A. Aminu
6:09.0,Loose ball foul by N. Pekovic (drawn by A. Aminu),,30-44,,
6:09.0,,,30-44,,J. Nelson enters the game for J. Barea
5:51.0,,,30-44,,A. Aminu misses 3-pt shot from 25 ft
5:51.0,,,30-44,,Offensive rebound by T. Chandler
5:45.0,,,30-44,,M. Ellis misses 3-pt shot from 22 ft
5:44.0,,,30-44,,Offensive rebound by T. Chandler
5:36.0,,,30-46,2,C. Parsons makes 2-pt shot at rim
5:29.0,C. Brewer misses 2-pt shot from 1 ft,,30-46,,
5:28.0,,,30-46,,Defensive rebound by T. Chandler
5:22.0,,,30-46,,T. Chandler misses 2-pt shot at rim
5:21.0,Defensive rebound by N. Pekovic,,30-46,,
5:18.0,Turnover by Z. LaVine (lost ball),,30-46,,
5:18.0,Official timeout,,30-46,,
5:18.0,G. Dieng enters the game for N. Pekovic,,30-46,,
5:05.0,,,30-46,,T. Chandler misses 2-pt shot from 19 ft
5:04.0,Defensive rebound by A. Bennett,,30-46,,
4:54.0,,,30-46,,Personal foul by A. Aminu (drawn by K. Martin)
4:54.0,K. Martin makes free throw 1 of 2,1,31-46,,
4:54.0,A. Wiggins enters the game for C. Brewer,,31-46,,
4:54.0,K. Martin makes free throw 2 of 2,1,32-46,,
4:43.0,,,32-48,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
4:26.0,K. Martin makes 3-pt shot from 22 ft,3,35-48,,
4:13.0,,,35-51,3,M. Ellis makes 3-pt shot from 25 ft (assist by J. Nelson)
3:49.0,G. Dieng misses 2-pt shot from 3 ft (block by T. Chandler),,35-51,,
3:48.0,Offensive rebound by Team,,35-51,,
3:48.0,,,35-51,,D. Nowitzki enters the game for A. Aminu
3:48.0,R. Hummel enters the game for A. Bennett,,35-51,,
3:48.0,Z. LaVine misses 3-pt shot from 23 ft,,35-51,,
3:47.0,Offensive rebound by Team,,35-51,,
3:47.0,Turnover by Team (shot clock),,35-51,,
3:37.0,,,35-51,,J. Nelson misses 2-pt shot from 2 ft (block by Z. LaVine)
3:37.0,,,35-51,,Offensive rebound by Team
3:31.0,,,35-51,,C. Parsons misses 3-pt shot from 23 ft
3:30.0,,,35-51,,Offensive rebound by T. Chandler
3:16.0,,,35-51,,D. Nowitzki misses 3-pt shot from 24 ft
3:15.0,Defensive rebound by R. Hummel,,35-51,,
2:54.0,G. Dieng misses 2-pt shot from 7 ft,,35-51,,
2:51.0,,,35-51,,Defensive rebound by D. Nowitzki
2:45.0,,,35-54,3,M. Ellis makes 3-pt shot from 25 ft
2:43.0,Minnesota full timeout,,35-54,,
2:43.0,,,35-54,,Dallas full timeout
2:43.0,,,35-54,,B. Wright enters the game for T. Chandler
2:36.0,Turnover by R. Hummel (offensive foul),,35-54,,
2:36.0,Offensive foul by R. Hummel,,35-54,,
2:36.0,M. Williams enters the game for Z. LaVine,,35-54,,
2:25.0,,,35-54,,M. Ellis misses 2-pt shot from 3 ft
2:22.0,,,35-54,,Offensive rebound by B. Wright
2:22.0,,,35-56,2,B. Wright makes 2-pt shot at rim
2:01.0,K. Martin makes 3-pt shot from 29 ft (assist by G. Dieng),3,38-56,,
1:45.0,,,38-58,2,B. Wright makes 2-pt shot from 7 ft (assist by D. Nowitzki)
1:30.0,K. Martin makes 2-pt shot from 10 ft,2,40-58,,
1:12.0,,,40-58,,J. Nelson misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by R. Hummel,,40-58,,
1:02.0,R. Hummel misses 2-pt shot from 14 ft,,40-58,,
1:00.0,Offensive rebound by G. Dieng,,40-58,,
1:00.0,G. Dieng makes 2-pt shot from 2 ft,2,42-58,,
1:00.0,,,42-58,,Dallas full timeout
0:49.0,,,42-60,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by C. Parsons)
0:34.0,Offensive foul by K. Martin,,42-60,,
0:34.0,Turnover by K. Martin (offensive foul),,42-60,,
0:34.0,Violation by Team (delay of game),,42-60,,
0:13.0,,,42-63,3,C. Parsons makes 3-pt shot from 27 ft (assist by J. Nelson)
0:01.0,Shooting foul by B. Wright (drawn by M. Williams),,42-63,,
0:01.0,M. Williams makes free throw 1 of 2,1,43-63,,
0:01.0,S. Muhammad enters the game for K. Martin,,43-63,,
0:01.0,M. Williams makes free throw 2 of 2,1,44-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,K. Martin makes 2-pt shot from 20 ft (assist by Z. LaVine),2,46-63,,
11:18.0,,,46-65,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by J. Nelson)
11:05.0,Offensive foul by G. Dieng,,46-65,,
11:05.0,Turnover by G. Dieng (offensive foul),,46-65,,
10:52.0,,,46-67,2,M. Ellis makes 2-pt shot from 1 ft
10:52.0,,,46-67,,Shooting foul by K. Martin (drawn by M. Ellis)
10:52.0,,,46-68,1,M. Ellis makes free throw 1 of 1
10:37.0,A. Wiggins makes 2-pt shot from 11 ft,2,48-68,,
10:24.0,,,48-68,,M. Ellis misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by A. Bennett,,48-68,,
10:19.0,K. Martin makes 2-pt shot from 1 ft (assist by A. Bennett),2,50-68,,
10:02.0,,,50-68,,C. Parsons misses 3-pt shot from 26 ft
10:01.0,,,50-68,,Offensive rebound by T. Chandler
9:54.0,,,50-70,2,M. Ellis makes 2-pt shot at rim
9:40.0,K. Martin misses 3-pt shot from 23 ft,,50-70,,
9:39.0,Offensive rebound by A. Wiggins,,50-70,,
9:34.0,A. Bennett misses 2-pt shot from 17 ft,,50-70,,
9:33.0,,,50-70,,Defensive rebound by T. Chandler
9:18.0,,,50-70,,J. Nelson misses 2-pt shot from 21 ft
9:16.0,,,50-70,,Offensive rebound by T. Chandler
9:16.0,,,50-70,,Shooting foul by G. Dieng (drawn by T. Chandler)
9:16.0,,,50-72,2,T. Chandler makes 2-pt shot at rim
9:16.0,Minnesota full timeout,,50-72,,
9:16.0,,,50-73,1,T. Chandler makes free throw 1 of 1
8:59.0,G. Dieng misses 2-pt shot from 1 ft (block by T. Chandler),,50-73,,
8:59.0,,,50-73,,Defensive rebound by T. Chandler
8:59.0,Jump ball: T. Chandler vs. G. Dieng,,,,Jump ball: T. Chandler vs. G. Dieng
8:49.0,Personal foul by A. Wiggins (drawn by C. Parsons),,50-73,,
8:47.0,Personal foul by K. Martin (drawn by M. Ellis),,50-73,,
8:39.0,,,50-75,2,M. Ellis makes 2-pt shot from 5 ft
8:28.0,Z. LaVine makes 2-pt shot from 14 ft,2,52-75,,
8:28.0,Shooting foul by J. Nelson (drawn by Z. LaVine),,52-75,,
8:28.0,Z. LaVine misses free throw 1 of 1,,52-75,,
8:27.0,,,52-75,,Defensive rebound by D. Nowitzki
8:19.0,,,52-75,,M. Ellis misses 2-pt shot from 2 ft
8:16.0,,,52-75,,Offensive rebound by T. Chandler
8:16.0,,,52-77,2,T. Chandler makes 2-pt shot from 1 ft
7:59.0,K. Martin makes 3-pt shot from 22 ft (assist by A. Bennett),3,55-77,,
7:35.0,,,55-79,2,C. Parsons makes 2-pt shot from 1 ft
7:21.0,Shooting foul by M. Ellis (drawn by K. Martin),,55-79,,
7:21.0,K. Martin makes free throw 1 of 2,1,56-79,,
7:21.0,K. Martin makes free throw 2 of 2,1,57-79,,
7:06.0,,,57-81,2,M. Ellis makes 2-pt shot from 21 ft
6:56.0,Z. LaVine misses 2-pt shot from 2 ft,,57-81,,
6:54.0,,,57-81,,Defensive rebound by D. Nowitzki
6:54.0,Loose ball foul by G. Dieng (drawn by D. Nowitzki),,57-81,,
6:54.0,,,57-82,1,D. Nowitzki makes free throw 1 of 2
6:54.0,C. Brewer enters the game for K. Martin,,57-82,,
6:54.0,,,57-83,1,D. Nowitzki makes free throw 2 of 2
6:38.0,C. Brewer makes 2-pt shot at rim (assist by A. Bennett),2,59-83,,
6:27.0,,,59-83,,D. Nowitzki misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by A. Wiggins,,59-83,,
6:04.0,A. Bennett misses 2-pt shot from 18 ft,,59-83,,
6:03.0,Offensive rebound by G. Dieng,,59-83,,
6:01.0,G. Dieng makes 2-pt shot at rim,2,61-83,,
6:00.0,,,61-83,,Dallas full timeout
6:00.0,,,61-83,,A. Aminu enters the game for D. Nowitzki
5:39.0,,,61-85,2,M. Ellis makes 2-pt shot at rim (assist by C. Parsons)
5:29.0,,,61-85,,Personal foul by J. Nelson (drawn by Z. LaVine)
5:20.0,G. Dieng makes 2-pt shot from 12 ft (assist by C. Brewer),2,63-85,,
5:04.0,,,63-87,2,M. Ellis makes 2-pt shot from 19 ft (assist by T. Chandler)
4:51.0,Turnover by Z. LaVine (lost ball; steal by A. Aminu),,63-87,,
4:45.0,,,63-87,,Turnover by M. Ellis (bad pass; steal by A. Wiggins)
4:42.0,Turnover by A. Wiggins (bad pass; steal by A. Aminu),,63-87,,
4:38.0,,,63-87,,Turnover by M. Ellis (bad pass; steal by G. Dieng)
4:31.0,Shooting foul by J. Nelson (drawn by C. Brewer),,63-87,,
4:31.0,C. Brewer makes free throw 1 of 2,1,64-87,,
4:31.0,,,64-87,,B. Wright enters the game for T. Chandler
4:31.0,S. Muhammad enters the game for Z. LaVine,,64-87,,
4:31.0,M. Williams enters the game for A. Wiggins,,64-87,,
4:31.0,C. Brewer makes free throw 2 of 2,1,65-87,,
4:23.0,,,65-87,,Shooting foul by M. Williams (drawn by M. Ellis)
4:23.0,,,65-88,1,M. Ellis makes free throw 1 of 2
4:23.0,R. Hummel enters the game for A. Bennett,,65-88,,
4:23.0,,,65-88,,D. Harris enters the game for J. Nelson
4:23.0,,,65-89,1,M. Ellis makes free throw 2 of 2
4:14.0,S. Muhammad makes 2-pt shot at rim (assist by M. Williams),2,67-89,,
4:14.0,Shooting foul by D. Harris (drawn by S. Muhammad),,67-89,,
4:14.0,S. Muhammad makes free throw 1 of 1,1,68-89,,
3:59.0,,,68-89,,D. Harris misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by C. Brewer,,68-89,,
3:43.0,M. Williams makes 2-pt shot from 5 ft,2,70-89,,
3:42.0,,,70-89,,Dallas full timeout
3:28.0,,,70-89,,C. Parsons misses 2-pt shot from 21 ft
3:28.0,Defensive rebound by G. Dieng,,70-89,,
3:11.0,Turnover by M. Williams (bad pass; steal by A. Aminu),,70-89,,
3:08.0,,,70-89,,Offensive charge foul by C. Parsons
3:08.0,,,70-89,,Turnover by C. Parsons (offensive foul)
2:50.0,S. Muhammad makes 2-pt shot at rim (assist by M. Williams),2,72-89,,
2:34.0,,,72-91,2,B. Wright makes 2-pt shot at rim (assist by A. Aminu)
2:13.0,Turnover by G. Dieng (lost ball),,72-91,,
2:13.0,C. Budinger enters the game for G. Dieng,,72-91,,
2:01.0,,,72-91,,Shooting foul by R. Hummel (drawn by M. Ellis)
2:01.0,,,72-92,1,M. Ellis makes free throw 1 of 2
2:01.0,,,72-92,,D. Nowitzki enters the game for C. Parsons
2:01.0,,,72-93,1,M. Ellis makes free throw 2 of 2
1:50.0,M. Williams makes 2-pt shot from 20 ft,2,74-93,,
1:29.0,,,74-95,2,D. Harris makes 2-pt shot from 1 ft
1:13.0,R. Hummel misses 2-pt shot from 5 ft (block by A. Aminu),,74-95,,
1:13.0,Offensive rebound by Team,,74-95,,
1:13.0,,,74-95,,J. Barea enters the game for M. Ellis
1:12.0,C. Brewer makes 2-pt shot from 15 ft (assist by S. Muhammad),2,76-95,,
1:12.0,Shooting foul by D. Harris (drawn by C. Brewer),,76-95,,
1:12.0,C. Brewer misses free throw 1 of 1,,76-95,,
1:11.0,,,76-95,,Defensive rebound by A. Aminu
0:59.0,,,76-95,,Shooting foul by C. Brewer (drawn by J. Barea)
0:59.0,,,76-96,1,J. Barea makes free throw 1 of 2
0:59.0,,,76-97,1,J. Barea makes free throw 2 of 2
0:48.0,C. Brewer misses 2-pt shot from 2 ft,,76-97,,
0:48.0,Offensive rebound by S. Muhammad,,76-97,,
0:48.0,S. Muhammad makes 2-pt shot from 1 ft,2,78-97,,
0:35.0,,,78-99,2,D. Nowitzki makes 2-pt shot at rim (assist by J. Barea)
0:26.0,R. Hummel makes 3-pt shot from 22 ft (assist by M. Williams),3,81-99,,
0:04.0,,,81-101,2,B. Wright makes 2-pt shot from 1 ft
0:03.0,,,81-101,,Personal foul by D. Harris (drawn by M. Williams)
0:03.0,M. Williams misses free throw 1 of 2,,81-101,,
0:03.0,Offensive rebound by Team,,81-101,,
0:03.0,M. Williams makes free throw 2 of 2,1,82-101,,
0:00.0,,,82-101,,D. Harris misses 3-pt shot from 53 ft
0:00.0,,,82-101,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,82-101,,Turnover by B. Wright (3 sec)
11:20.0,M. Williams misses 2-pt shot from 20 ft,,82-101,,
11:19.0,,,82-101,,Defensive rebound by D. Harris
11:13.0,,,82-103,2,A. Aminu makes 2-pt shot from 2 ft (assist by D. Harris)
11:08.0,Offensive charge foul by C. Brewer,,82-103,,
11:08.0,Turnover by C. Brewer (offensive foul),,82-103,,
11:08.0,G. Dieng enters the game for R. Hummel,,82-103,,
10:46.0,,,82-103,,J. Barea misses 2-pt shot from 2 ft
10:45.0,Defensive rebound by G. Dieng,,82-103,,
10:35.0,C. Brewer misses 3-pt shot from 23 ft,,82-103,,
10:34.0,,,82-103,,Defensive rebound by D. Harris
10:21.0,,,82-103,,J. Barea misses 2-pt shot from 22 ft
10:20.0,Defensive rebound by C. Budinger,,82-103,,
10:17.0,,,82-103,,Clear path foul by J. Barea
10:17.0,S. Muhammad makes clear path free throw 1 of 2,1,83-103,,
10:17.0,S. Muhammad makes clear path free throw 2 of 2,1,84-103,,
10:07.0,Shooting foul by J. Barea (drawn by S. Muhammad),,84-103,,
10:07.0,S. Muhammad makes free throw 1 of 2,1,85-103,,
10:07.0,S. Muhammad makes free throw 2 of 2,1,86-103,,
9:58.0,,,86-105,2,R. Jefferson makes 2-pt shot at rim
9:58.0,,,86-105,,Shooting foul by M. Williams (drawn by R. Jefferson)
9:58.0,K. Martin enters the game for C. Budinger,,86-105,,
9:58.0,,,86-105,,R. Jefferson misses free throw 1 of 1
9:56.0,Defensive rebound by G. Dieng,,86-105,,
9:44.0,Z. LaVine enters the game for M. Williams,,86-105,,
9:41.0,K. Martin makes 2-pt shot from 19 ft (assist by C. Brewer),2,88-105,,
9:34.0,,,88-107,2,R. Jefferson makes 2-pt shot from 2 ft (assist by J. Barea)
9:34.0,,,88-107,,Shooting foul by G. Dieng (drawn by R. Jefferson)
9:34.0,,,88-108,1,R. Jefferson makes free throw 1 of 1
9:23.0,Shooting foul by A. Aminu (drawn by K. Martin),,88-108,,
9:23.0,K. Martin makes free throw 1 of 2,1,89-108,,
9:23.0,K. Martin makes free throw 2 of 2,1,90-108,,
9:17.0,Personal foul by Z. LaVine (drawn by J. Barea),,90-108,,
9:17.0,,,90-108,,T. Chandler enters the game for B. Wright
9:17.0,,,90-108,,M. Ellis enters the game for A. Aminu
9:07.0,,,90-108,,M. Ellis misses 3-pt shot from 22 ft
9:06.0,,,90-108,,Offensive rebound by T. Chandler
9:06.0,Loose ball foul by G. Dieng (drawn by T. Chandler),,90-108,,
9:06.0,A. Bennett enters the game for G. Dieng,,90-108,,
9:00.0,,,90-110,2,J. Barea makes 2-pt shot from 2 ft
8:43.0,Turnover by Z. LaVine (bad pass; steal by M. Ellis),,90-110,,
8:40.0,,,90-112,2,M. Ellis makes 2-pt shot at rim
8:40.0,Minnesota full timeout,,90-112,,
8:40.0,A. Wiggins enters the game for S. Muhammad,,90-112,,
8:22.0,A. Wiggins misses 2-pt shot from 9 ft,,90-112,,
8:20.0,,,90-112,,Defensive rebound by T. Chandler
8:15.0,,,90-112,,Shooting foul by Z. LaVine (drawn by R. Jefferson)
8:15.0,,,90-113,1,R. Jefferson makes free throw 1 of 2
8:15.0,,,90-113,,R. Jefferson misses free throw 2 of 2
8:14.0,Defensive rebound by A. Bennett,,90-113,,
8:02.0,K. Martin makes 3-pt shot from 24 ft (assist by A. Bennett),3,93-113,,
7:39.0,,,93-113,,R. Jefferson misses 3-pt shot from 23 ft
7:39.0,Defensive rebound by Team,,93-113,,
7:39.0,,,93-113,,Loose ball foul by M. Ellis (drawn by A. Wiggins)
