time,Portland,pts.away,score,pts.home,LA Clippers
10:40.0,,,48-50,2,S. Hawes makes 2-pt shot from 19 ft (assist by C. Paul)
10:17.0,W. Matthews misses 3-pt shot from 24 ft,,48-50,,
10:13.0,,,48-50,,Defensive rebound by D. Jordan
10:04.0,,,48-53,3,S. Hawes makes 3-pt shot from 25 ft (assist by C. Paul)
9:45.0,W. Matthews misses 3-pt shot from 22 ft,,48-53,,
9:43.0,,,48-53,,Defensive rebound by D. Jordan
9:28.0,,,48-53,,S. Hawes misses 3-pt shot from 24 ft
9:27.0,Defensive rebound by D. Lillard,,48-53,,
9:14.0,Shooting foul by S. Hawes (drawn by L. Aldridge),,48-53,,
9:14.0,L. Aldridge makes free throw 1 of 2,1,49-53,,
9:14.0,L. Aldridge misses free throw 2 of 2,,49-53,,
9:13.0,,,49-53,,Defensive rebound by D. Jordan
8:58.0,,,49-56,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
8:38.0,N. Batum misses 3-pt shot from 26 ft,,49-56,,
8:37.0,,,49-56,,Defensive rebound by J. Hamilton
8:25.0,,,49-56,,S. Hawes misses 3-pt shot from 24 ft
8:25.0,,,49-56,,Offensive rebound by D. Jordan
8:25.0,,,49-56,,Shooting foul by W. Matthews (drawn by D. Jordan)
8:25.0,,,49-56,,D. Jordan misses free throw 1 of 2
8:25.0,,,49-56,,Offensive rebound by Team
8:25.0,,,49-56,,D. Jordan misses free throw 2 of 2
8:24.0,Defensive rebound by N. Batum,,49-56,,
8:11.0,Turnover by N. Batum (bad pass; steal by D. Jordan),,49-56,,
8:02.0,,,49-56,,C. Paul misses 2-pt shot from 14 ft
8:01.0,,,49-56,,Offensive rebound by J. Hamilton
7:51.0,,,49-56,,Offensive foul by C. Paul
7:51.0,,,49-56,,Turnover by C. Paul (offensive foul)
7:34.0,L. Aldridge makes 2-pt shot from 4 ft,2,51-56,,
7:14.0,,,51-58,2,J. Redick makes 2-pt shot from 19 ft
7:09.0,,,51-58,,Clear path foul by S. Hawes
7:09.0,R. Lopez makes clear path free throw 1 of 2,1,52-58,,
7:09.0,R. Lopez makes clear path free throw 2 of 2,1,53-58,,
7:03.0,D. Lillard misses 2-pt shot from 2 ft (block by S. Hawes),,53-58,,
6:59.0,,,53-58,,Defensive rebound by S. Hawes
6:50.0,,,53-58,,S. Hawes misses 2-pt shot from 1 ft (block by R. Lopez)
6:49.0,Defensive rebound by W. Matthews,,53-58,,
6:49.0,,,53-58,,Personal foul by C. Paul (drawn by W. Matthews)
6:42.0,D. Lillard misses 3-pt shot from 25 ft,,53-58,,
6:41.0,,,53-58,,Defensive rebound by C. Paul
6:35.0,,,53-61,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
6:32.0,Portland full timeout,,53-61,,
6:12.0,L. Aldridge misses 2-pt shot from 17 ft,,53-61,,
6:10.0,,,53-61,,Defensive rebound by J. Redick
6:03.0,,,53-61,,Turnover by C. Paul (lost ball)
6:03.0,A. Afflalo enters the game for W. Matthews,,53-61,,
5:48.0,A. Afflalo misses 2-pt shot from 2 ft (block by D. Jordan),,53-61,,
5:46.0,,,53-61,,Defensive rebound by J. Redick
5:43.0,,,53-61,,Shooting foul by L. Aldridge (drawn by C. Paul)
5:43.0,,,53-62,1,C. Paul makes free throw 1 of 2
5:43.0,,,53-63,1,C. Paul makes free throw 2 of 2
5:17.0,L. Aldridge misses 2-pt shot from 1 ft,,53-63,,
5:16.0,Offensive rebound by L. Aldridge,,53-63,,
5:15.0,L. Aldridge makes 2-pt shot at rim,2,55-63,,
5:04.0,Personal foul by N. Batum (drawn by C. Paul),,55-63,,
4:54.0,,,55-63,,J. Redick misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by N. Batum,,55-63,,
4:44.0,A. Afflalo misses 3-pt shot from 24 ft,,55-63,,
4:42.0,,,55-63,,Defensive rebound by J. Hamilton
4:33.0,,,55-66,3,C. Paul makes 3-pt shot from 25 ft (assist by S. Hawes)
4:16.0,D. Lillard misses 2-pt shot from 1 ft,,55-66,,
4:16.0,Offensive rebound by Team,,55-66,,
4:16.0,,,55-66,,Loose ball foul by C. Paul (drawn by R. Lopez)
4:16.0,C. Kaman enters the game for R. Lopez,,55-66,,
4:16.0,,,55-66,,A. Rivers enters the game for C. Paul
4:16.0,Shooting foul by A. Rivers (drawn by D. Lillard),,55-66,,
4:16.0,D. Lillard makes free throw 1 of 2,1,56-66,,
4:16.0,D. Lillard makes free throw 2 of 2,1,57-66,,
4:01.0,,,57-66,,A. Rivers misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by C. Kaman,,57-66,,
3:46.0,C. Kaman makes 2-pt shot from 10 ft (assist by D. Lillard),2,59-66,,
3:46.0,,,59-66,,LA Clippers full timeout
3:46.0,,,59-66,,H. Turkoglu enters the game for J. Hamilton
3:46.0,W. Matthews enters the game for N. Batum,,59-66,,
3:28.0,,,59-66,,Turnover by H. Turkoglu (lost ball; steal by W. Matthews)
3:28.0,,,59-66,,Personal foul by H. Turkoglu (drawn by W. Matthews)
3:28.0,W. Matthews misses free throw 1 of 2,,59-66,,
3:28.0,Offensive rebound by Team,,59-66,,
3:28.0,W. Matthews misses free throw 2 of 2,,59-66,,
3:26.0,,,59-66,,Defensive rebound by D. Jordan
3:06.0,,,59-66,,H. Turkoglu misses 2-pt shot from 21 ft
3:04.0,Defensive rebound by W. Matthews,,59-66,,
3:03.0,,,59-66,,Personal block foul by J. Redick (drawn by W. Matthews)
3:03.0,W. Matthews makes free throw 1 of 2,1,60-66,,
3:03.0,,,60-66,,G. Davis enters the game for S. Hawes
3:03.0,W. Matthews makes free throw 2 of 2,1,61-66,,
2:41.0,,,61-66,,G. Davis misses 2-pt shot from 5 ft
2:39.0,Defensive rebound by W. Matthews,,61-66,,
2:31.0,Turnover by W. Matthews (bad pass; steal by G. Davis),,61-66,,
2:21.0,Personal foul by A. Afflalo (drawn by H. Turkoglu),,61-66,,
2:15.0,,,61-66,,A. Rivers misses 2-pt shot from 1 ft
2:14.0,Defensive rebound by L. Aldridge,,61-66,,
2:07.0,L. Aldridge makes 2-pt shot from 17 ft (assist by A. Afflalo),2,63-66,,
1:52.0,,,63-66,,J. Redick misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by Team,,63-66,,
1:36.0,Shooting foul by D. Jordan (drawn by L. Aldridge),,63-66,,
1:36.0,L. Aldridge makes free throw 1 of 2,1,64-66,,
1:36.0,L. Aldridge misses free throw 2 of 2,,64-66,,
1:34.0,,,64-66,,Defensive rebound by D. Jordan
1:17.0,,,64-68,2,J. Redick makes 2-pt shot from 21 ft (assist by A. Rivers)
1:03.0,Shooting foul by H. Turkoglu (drawn by W. Matthews),,64-68,,
1:03.0,W. Matthews makes free throw 1 of 2,1,65-68,,
1:03.0,W. Matthews makes free throw 2 of 2,1,66-68,,
0:49.0,,,66-68,,H. Turkoglu misses 3-pt shot from 23 ft
0:47.0,Defensive rebound by C. Kaman,,66-68,,
0:34.0,C. Kaman misses 2-pt shot from 2 ft (block by H. Turkoglu),,66-68,,
0:34.0,Offensive rebound by Team,,66-68,,
0:25.0,W. Matthews misses 3-pt shot from 24 ft,,66-68,,
0:24.0,,,66-68,,Defensive rebound by A. Rivers
0:01.0,,,66-68,,G. Davis misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by C. Kaman,,66-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,C. Kaman makes 2-pt shot from 14 ft (assist by A. Afflalo),2,68-68,,
11:27.0,,,68-70,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
11:08.0,Turnover by A. Afflalo (bad pass),,68-70,,
10:48.0,,,68-70,,C. Paul misses 2-pt shot from 9 ft
10:45.0,,,68-70,,Offensive rebound by D. Jordan
10:45.0,,,68-70,,D. Jordan misses 2-pt shot at rim
10:42.0,Defensive rebound by C. Kaman,,68-70,,
10:35.0,,,68-70,,Personal foul by H. Turkoglu (drawn by L. Aldridge)
10:35.0,N. Batum enters the game for W. Matthews,,68-70,,
10:26.0,N. Batum misses 3-pt shot from 24 ft,,68-70,,
10:25.0,,,68-70,,Defensive rebound by A. Rivers
10:07.0,,,68-72,2,G. Davis makes 2-pt shot from 1 ft (assist by C. Paul)
9:41.0,S. Blake makes 2-pt shot from 18 ft,2,70-72,,
9:25.0,,,70-72,,C. Paul misses 2-pt shot from 17 ft
9:23.0,,,70-72,,Offensive rebound by D. Jordan
9:09.0,,,70-75,3,H. Turkoglu makes 3-pt shot from 24 ft (assist by G. Davis)
8:56.0,Official timeout,,70-75,,
8:48.0,Turnover by A. Afflalo (traveling),,70-75,,
8:35.0,,,70-75,,H. Turkoglu misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by C. Kaman,,70-75,,
8:16.0,D. Lillard enters the game for S. Blake,,70-75,,
8:16.0,,,70-75,,J. Redick enters the game for A. Rivers
8:13.0,N. Batum misses 3-pt shot from 25 ft,,70-75,,
8:12.0,,,70-75,,Defensive rebound by D. Jordan
8:01.0,,,70-77,2,C. Paul makes 2-pt shot from 14 ft
7:35.0,L. Aldridge misses 3-pt shot from 23 ft,,70-77,,
7:34.0,,,70-77,,Defensive rebound by H. Turkoglu
7:20.0,,,70-77,,J. Redick misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by N. Batum,,70-77,,
7:14.0,,,70-77,,Personal block foul by G. Davis (drawn by D. Lillard)
7:14.0,R. Lopez enters the game for C. Kaman,,70-77,,
7:09.0,D. Lillard misses 3-pt shot from 24 ft,,70-77,,
7:07.0,,,70-77,,Defensive rebound by C. Paul
6:54.0,,,70-77,,G. Davis misses 2-pt shot from 14 ft
6:53.0,Defensive rebound by D. Lillard,,70-77,,
6:44.0,A. Afflalo makes 3-pt shot from 23 ft (assist by D. Lillard),3,73-77,,
6:43.0,,,73-77,,LA Clippers full timeout
6:31.0,,,73-77,,J. Redick misses 3-pt shot from 24 ft
6:30.0,Defensive rebound by A. Afflalo,,73-77,,
6:24.0,,,73-77,,Personal block foul by G. Davis (drawn by D. Lillard)
6:17.0,Turnover by A. Afflalo (lost ball),,73-77,,
6:03.0,,,73-79,2,C. Paul makes 2-pt shot from 16 ft
5:51.0,Offensive charge foul by D. Lillard,,73-79,,
5:51.0,Turnover by D. Lillard (offensive foul),,73-79,,
5:51.0,W. Matthews enters the game for A. Afflalo,,73-79,,
5:43.0,Personal foul by W. Matthews (drawn by C. Paul),,73-79,,
5:36.0,,,73-79,,C. Paul misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by R. Lopez,,73-79,,
5:13.0,L. Aldridge misses 2-pt shot from 19 ft,,73-79,,
5:12.0,,,73-79,,Defensive rebound by H. Turkoglu
5:03.0,,,73-81,2,C. Paul makes 2-pt shot from 7 ft
4:46.0,L. Aldridge makes 2-pt shot from 1 ft (assist by N. Batum),2,75-81,,
4:26.0,,,75-83,2,C. Paul makes 2-pt shot from 14 ft
4:13.0,L. Aldridge misses 2-pt shot from 13 ft,,75-83,,
4:10.0,,,75-83,,Defensive rebound by Team
4:10.0,Loose ball foul by N. Batum (drawn by H. Turkoglu),,75-83,,
4:02.0,Personal take foul by R. Lopez (drawn by D. Jordan),,75-83,,
4:01.0,Personal take foul by R. Lopez (drawn by D. Jordan),,75-83,,
4:01.0,Personal take foul by L. Aldridge (drawn by D. Jordan),,75-83,,
4:01.0,,,75-83,,D. Jordan misses free throw 1 of 2
4:01.0,,,75-83,,Offensive rebound by Team
4:01.0,,,75-83,,D. Jordan misses free throw 2 of 2
3:58.0,Defensive rebound by D. Lillard,,75-83,,
3:43.0,,,75-83,,Personal foul by H. Turkoglu (drawn by D. Lillard)
3:37.0,W. Matthews misses 3-pt shot from 24 ft,,75-83,,
3:35.0,,,75-83,,Defensive rebound by H. Turkoglu
3:31.0,Personal take foul by R. Lopez (drawn by D. Jordan),,75-83,,
3:31.0,,,75-83,,D. Jordan misses free throw 1 of 2
3:31.0,,,75-83,,Offensive rebound by Team
3:31.0,,,75-83,,D. Jordan misses free throw 2 of 2
3:29.0,Defensive rebound by D. Lillard,,75-83,,
3:16.0,R. Lopez misses 2-pt shot from 14 ft,,75-83,,
3:13.0,Offensive rebound by D. Lillard,,75-83,,
3:10.0,D. Lillard misses 3-pt shot from 25 ft,,75-83,,
3:10.0,,,75-83,,Defensive rebound by G. Davis
3:10.0,Personal foul by W. Matthews (drawn by G. Davis),,75-83,,
3:10.0,,,75-83,,G. Davis misses free throw 1 of 2
3:10.0,,,75-83,,Offensive rebound by Team
3:10.0,,,75-83,,G. Davis misses free throw 2 of 2
3:06.0,,,75-83,,Offensive rebound by J. Redick
3:02.0,,,75-83,,C. Paul misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by D. Lillard,,75-83,,
2:56.0,D. Lillard misses 3-pt shot from 24 ft,,75-83,,
2:54.0,,,75-83,,Defensive rebound by D. Jordan
2:53.0,Personal foul by D. Lillard (drawn by C. Paul),,75-83,,
2:53.0,Portland full timeout,,75-83,,
