time,LA Clippers,pts.away,score,pts.home,Portland
1:27.0,G. Davis enters the game for B. Griffin,,23-17,,
1:18.0,J. Redick makes 2-pt shot from 18 ft (assist by J. Crawford),2,25-17,,
1:00.0,,,25-19,2,L. Aldridge makes 2-pt shot from 1 ft
0:49.0,J. Crawford makes 2-pt shot from 16 ft,2,27-19,,
0:32.0,,,27-19,,L. Aldridge misses 2-pt shot from 15 ft
0:31.0,Defensive rebound by M. Barnes,,27-19,,
0:25.0,J. Crawford misses 2-pt shot from 14 ft,,27-19,,
0:22.0,,,27-19,,Defensive rebound by S. Blake
0:02.0,,,27-21,2,L. Aldridge makes 2-pt shot from 16 ft (assist by C. McCollum)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,27-23,2,C. Kaman makes 2-pt shot from 14 ft (assist by S. Blake)
11:13.0,S. Hawes misses 3-pt shot from 26 ft,,27-23,,
11:11.0,,,27-23,,Defensive rebound by C. Kaman
11:01.0,,,27-23,,M. Leonard misses 2-pt shot from 19 ft
11:00.0,Defensive rebound by J. Crawford,,27-23,,
10:51.0,J. Crawford misses 3-pt shot from 24 ft,,27-23,,
10:50.0,,,27-23,,Defensive rebound by Team
10:50.0,Personal foul by G. Davis (drawn by M. Leonard),,27-23,,
10:50.0,C. Paul enters the game for M. Barnes,,27-23,,
10:31.0,,,27-23,,S. Blake misses 3-pt shot from 25 ft
10:30.0,,,27-23,,Offensive rebound by C. Kaman
10:27.0,,,27-23,,C. Kaman misses 2-pt shot from 1 ft (block by S. Hawes)
10:24.0,Defensive rebound by G. Davis,,27-23,,
10:18.0,C. Paul makes 2-pt shot from 17 ft,2,29-23,,
10:03.0,Personal foul by G. Davis (drawn by W. Matthews),,29-23,,
10:03.0,,,29-23,,D. Lillard enters the game for C. McCollum
9:57.0,,,29-23,,W. Matthews misses 2-pt shot from 1 ft
9:55.0,,,29-23,,Offensive rebound by C. Kaman
9:55.0,,,29-23,,C. Kaman misses 2-pt shot at rim
9:54.0,Defensive rebound by S. Hawes,,29-23,,
9:48.0,J. Crawford misses 3-pt shot from 23 ft,,29-23,,
9:46.0,,,29-23,,Defensive rebound by Team
9:30.0,,,29-25,2,M. Leonard makes 2-pt shot from 19 ft (assist by D. Lillard)
9:07.0,C. Paul misses 2-pt shot from 20 ft,,29-25,,
9:06.0,,,29-25,,Defensive rebound by M. Leonard
8:56.0,,,29-27,2,C. Kaman makes 2-pt shot from 1 ft (assist by S. Blake)
8:56.0,,,29-27,,Shooting foul by G. Davis (drawn by C. Kaman)
8:56.0,Official timeout,,29-27,,
8:56.0,D. Jordan enters the game for G. Davis,,29-27,,
8:56.0,,,29-28,1,C. Kaman makes free throw 1 of 1
8:46.0,J. Crawford misses 2-pt shot from 6 ft,,29-28,,
8:43.0,Offensive rebound by D. Jordan,,29-28,,
8:43.0,D. Jordan makes 2-pt shot from 1 ft,2,31-28,,
8:19.0,,,31-28,,M. Leonard misses 2-pt shot from 14 ft
8:17.0,Defensive rebound by C. Paul,,31-28,,
8:14.0,,,31-28,,Personal foul by W. Matthews (drawn by D. Jordan)
8:14.0,,,31-28,,N. Batum enters the game for W. Matthews
8:01.0,J. Crawford makes 2-pt shot from 20 ft,2,33-28,,
7:28.0,,,33-30,2,S. Blake makes 2-pt shot from 20 ft (assist by M. Leonard)
7:12.0,J. Crawford makes 3-pt shot from 27 ft,3,36-30,,
7:02.0,,,36-32,2,C. Kaman makes 2-pt shot from 8 ft (assist by N. Batum)
6:51.0,J. Crawford makes 2-pt shot from 19 ft,2,38-32,,
6:42.0,Personal foul by C. Paul (drawn by D. Lillard),,38-32,,
6:42.0,B. Griffin enters the game for S. Hawes,,38-32,,
6:32.0,,,38-32,,C. Kaman misses 2-pt shot from 3 ft
6:30.0,Defensive rebound by D. Jordan,,38-32,,
6:19.0,,,38-32,,L. Aldridge enters the game for M. Leonard
6:10.0,J. Crawford makes 3-pt shot from 26 ft (assist by C. Paul),3,41-32,,
5:53.0,,,41-34,2,L. Aldridge makes 2-pt shot at rim (assist by C. Kaman)
5:37.0,,,41-34,,Personal block foul by D. Lillard (drawn by C. Paul)
5:37.0,,,41-34,,Portland full timeout
5:37.0,,,41-34,,M. Leonard enters the game for C. Kaman
5:30.0,B. Griffin misses 2-pt shot from 21 ft,,41-34,,
5:29.0,,,41-34,,Defensive rebound by D. Lillard
5:16.0,,,41-36,2,L. Aldridge makes 2-pt shot from 10 ft
5:04.0,J. Crawford misses 3-pt shot from 26 ft,,41-36,,
5:03.0,,,41-36,,Defensive rebound by Team
4:47.0,,,41-36,,L. Aldridge misses 2-pt shot from 13 ft
4:45.0,Defensive rebound by J. Crawford,,41-36,,
4:39.0,C. Paul makes 2-pt shot from 19 ft,2,43-36,,
4:21.0,,,43-38,2,M. Leonard makes 2-pt shot from 20 ft (assist by N. Batum)
4:03.0,M. Barnes enters the game for J. Crawford,,43-38,,
4:03.0,,,43-38,,W. Matthews enters the game for S. Blake
3:55.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,45-38,,
3:32.0,,,45-40,2,L. Aldridge makes 2-pt shot from 4 ft
3:16.0,J. Redick misses 2-pt shot from 17 ft,,45-40,,
3:15.0,,,45-40,,Defensive rebound by M. Leonard
2:57.0,,,45-42,2,L. Aldridge makes 2-pt shot from 15 ft
2:45.0,Shooting foul by M. Leonard (drawn by D. Jordan),,45-42,,
2:45.0,LA Clippers full timeout,,45-42,,
2:45.0,D. Jordan misses free throw 1 of 2,,45-42,,
2:45.0,Offensive rebound by Team,,45-42,,
2:45.0,D. Jordan makes free throw 2 of 2,1,46-42,,
2:24.0,,,46-44,2,L. Aldridge makes 2-pt shot from 20 ft (assist by M. Leonard)
2:11.0,B. Griffin misses 2-pt shot from 2 ft,,46-44,,
2:09.0,,,46-44,,Defensive rebound by M. Leonard
1:58.0,,,46-44,,N. Batum misses 2-pt shot from 14 ft
1:57.0,Defensive rebound by D. Jordan,,46-44,,
1:51.0,M. Barnes misses 3-pt shot from 23 ft,,46-44,,
1:48.0,,,46-44,,Defensive rebound by D. Lillard
1:42.0,,,46-44,,N. Batum misses 3-pt shot from 24 ft
1:40.0,Defensive rebound by M. Barnes,,46-44,,
1:34.0,J. Redick misses 3-pt shot from 23 ft,,46-44,,
1:33.0,,,46-44,,Defensive rebound by L. Aldridge
1:28.0,,,46-44,,Turnover by N. Batum (lost ball; steal by C. Paul)
1:22.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,48-44,,
1:03.0,,,48-47,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Lillard)
0:52.0,Turnover by C. Paul (bad pass),,48-47,,
0:52.0,J. Crawford enters the game for J. Redick,,48-47,,
0:37.0,Jump ball: B. Griffin vs. D. Lillard (C. Paul gains possession),,,,Jump ball: B. Griffin vs. D. Lillard (C. Paul gains possession)
0:37.0,,,48-47,,Turnover by D. Lillard (lost ball; steal by B. Griffin)
0:33.0,Shooting foul by M. Leonard (drawn by M. Barnes),,48-47,,
0:33.0,M. Barnes makes free throw 1 of 2,1,49-47,,
0:33.0,M. Barnes makes free throw 2 of 2,1,50-47,,
0:11.0,,,50-47,,Shooting foul by M. Barnes (drawn by N. Batum)
0:11.0,,,50-48,1,N. Batum makes free throw 1 of 2
0:11.0,,,50-48,,S. Blake enters the game for W. Matthews
0:11.0,LA Clippers full timeout,,50-48,,
0:11.0,J. Redick enters the game for D. Jordan,,50-48,,
0:11.0,,,50-48,,W. Matthews enters the game for M. Leonard
0:11.0,,,50-49,1,N. Batum makes free throw 2 of 2
0:00.0,J. Redick misses 2-pt shot from 19 ft,,50-49,,
0:00.0,Offensive rebound by Team,,50-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,50-49,,Turnover by D. Lillard (lost ball; steal by B. Griffin)
11:38.0,M. Barnes makes 3-pt shot from 26 ft (assist by J. Redick),3,53-49,,
11:21.0,,,53-49,,D. Lillard misses 3-pt shot from 23 ft
11:20.0,Defensive rebound by C. Paul,,53-49,,
11:12.0,C. Paul misses 2-pt shot from 13 ft,,53-49,,
11:11.0,,,53-49,,Defensive rebound by L. Aldridge
11:03.0,,,53-49,,D. Lillard misses 2-pt shot from 3 ft
11:02.0,Defensive rebound by D. Jordan,,53-49,,
10:51.0,C. Paul makes 3-pt shot from 24 ft,3,56-49,,
10:29.0,,,56-49,,L. Aldridge misses 2-pt shot from 1 ft
10:28.0,,,56-49,,Offensive rebound by L. Aldridge
10:27.0,,,56-51,2,L. Aldridge makes 2-pt shot at rim
10:27.0,,,56-51,,Shooting foul by D. Jordan (drawn by L. Aldridge)
10:27.0,,,56-52,1,L. Aldridge makes free throw 1 of 1
10:06.0,M. Barnes makes 3-pt shot from 26 ft (assist by B. Griffin),3,59-52,,
9:44.0,,,59-52,,Turnover by C. Kaman (lost ball; steal by M. Barnes)
9:36.0,C. Paul misses 3-pt shot from 25 ft,,59-52,,
9:35.0,,,59-52,,Defensive rebound by C. Kaman
9:24.0,,,59-52,,Turnover by D. Lillard (lost ball; steal by C. Paul)
9:22.0,Turnover by C. Paul (lost ball; steal by D. Lillard),,59-52,,
9:18.0,,,59-55,3,W. Matthews makes 3-pt shot from 23 ft
9:01.0,Turnover by J. Redick (lost ball; steal by L. Aldridge),,59-55,,
8:57.0,,,59-55,,Shooting foul by M. Barnes (drawn by L. Aldridge)
8:57.0,,,59-56,1,L. Aldridge makes free throw 1 of 2
8:57.0,,,59-57,1,L. Aldridge makes free throw 2 of 2
8:37.0,M. Barnes misses 3-pt shot from 25 ft,,59-57,,
8:36.0,,,59-57,,Defensive rebound by C. Kaman
8:28.0,,,59-57,,L. Aldridge misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by C. Paul,,59-57,,
8:17.0,Shooting foul by C. Kaman (drawn by B. Griffin),,59-57,,
8:17.0,B. Griffin makes free throw 1 of 2,1,60-57,,
8:17.0,B. Griffin makes free throw 2 of 2,1,61-57,,
7:54.0,,,61-57,,N. Batum misses 3-pt shot from 29 ft
7:53.0,,,61-57,,Offensive rebound by C. Kaman
7:51.0,,,61-57,,W. Matthews misses 3-pt shot from 27 ft
7:49.0,,,61-57,,Offensive rebound by L. Aldridge
7:49.0,,,61-57,,L. Aldridge misses 2-pt shot from 1 ft
7:46.0,,,61-57,,Offensive rebound by W. Matthews
7:44.0,,,61-57,,W. Matthews misses 3-pt shot from 22 ft
7:43.0,Defensive rebound by M. Barnes,,61-57,,
7:35.0,J. Redick makes 3-pt shot from 25 ft (assist by M. Barnes),3,64-57,,
7:12.0,,,64-57,,L. Aldridge misses 2-pt shot from 13 ft
7:11.0,Defensive rebound by D. Jordan,,64-57,,
6:59.0,B. Griffin misses 2-pt shot from 18 ft,,64-57,,
6:58.0,,,64-57,,Defensive rebound by N. Batum
6:44.0,,,64-57,,D. Lillard misses 2-pt shot from 1 ft
6:43.0,,,64-57,,Offensive rebound by L. Aldridge
6:43.0,,,64-59,2,L. Aldridge makes 2-pt shot at rim
6:29.0,B. Griffin misses 2-pt shot from 20 ft,,64-59,,
6:28.0,Offensive rebound by D. Jordan,,64-59,,
6:28.0,D. Jordan makes 2-pt shot at rim,2,66-59,,
6:25.0,,,66-59,,Portland full timeout
6:25.0,,,66-59,,C. McCollum enters the game for W. Matthews
6:25.0,,,66-59,,M. Leonard enters the game for C. Kaman
6:15.0,Personal foul by C. Paul (drawn by D. Lillard),,66-59,,
6:08.0,,,66-59,,D. Lillard misses 2-pt shot from 2 ft
6:07.0,,,66-59,,Offensive rebound by M. Leonard
5:58.0,Personal foul by D. Jordan (drawn by L. Aldridge),,66-59,,
5:56.0,Personal foul by M. Barnes (drawn by N. Batum),,66-59,,
5:56.0,,,66-60,1,N. Batum makes free throw 1 of 2
5:56.0,J. Crawford enters the game for M. Barnes,,66-60,,
5:56.0,,,66-61,1,N. Batum makes free throw 2 of 2
5:53.0,,,66-61,,Personal foul by D. Lillard (drawn by C. Paul)
5:45.0,C. Paul misses 2-pt shot from 4 ft,,66-61,,
5:44.0,,,66-61,,Defensive rebound by L. Aldridge
5:34.0,,,66-63,2,L. Aldridge makes 2-pt shot from 20 ft (assist by C. McCollum)
5:21.0,J. Redick misses 2-pt shot from 21 ft,,66-63,,
5:20.0,,,66-63,,Defensive rebound by L. Aldridge
5:07.0,,,66-63,,Turnover by N. Batum (traveling)
4:58.0,B. Griffin makes 2-pt shot from 18 ft (assist by J. Redick),2,68-63,,
4:36.0,Personal foul by B. Griffin (drawn by L. Aldridge),,68-63,,
4:36.0,,,68-64,1,L. Aldridge makes free throw 1 of 2
4:36.0,,,68-65,1,L. Aldridge makes free throw 2 of 2
4:29.0,,,68-65,,Violation by C. McCollum (kicked ball)
4:25.0,J. Redick misses 2-pt shot from 20 ft,,68-65,,
4:24.0,,,68-65,,Defensive rebound by N. Batum
4:05.0,,,68-65,,N. Batum misses 3-pt shot from 26 ft
4:04.0,Defensive rebound by D. Jordan,,68-65,,
3:52.0,B. Griffin misses 2-pt shot from 21 ft,,68-65,,
3:51.0,,,68-65,,Defensive rebound by Team
3:51.0,Loose ball foul by D. Jordan (drawn by M. Leonard),,68-65,,
3:51.0,,,68-66,1,M. Leonard makes free throw 1 of 2
3:51.0,S. Hawes enters the game for D. Jordan,,68-66,,
3:51.0,,,68-66,,M. Leonard misses free throw 2 of 2
3:50.0,Defensive rebound by J. Redick,,68-66,,
3:34.0,J. Crawford makes 2-pt shot from 17 ft,2,70-66,,
3:13.0,,,70-66,,D. Lillard misses 2-pt shot from 20 ft
3:12.0,Defensive rebound by Team,,70-66,,
3:12.0,,,70-66,,Loose ball foul by M. Leonard (drawn by S. Hawes)
3:01.0,J. Redick misses 3-pt shot from 24 ft,,70-66,,
3:00.0,,,70-66,,Defensive rebound by L. Aldridge
2:48.0,,,70-68,2,M. Leonard makes 2-pt shot from 8 ft (assist by N. Batum)
2:32.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,72-68,,
2:10.0,,,72-68,,N. Batum misses 2-pt shot from 1 ft
2:09.0,,,72-68,,Offensive rebound by L. Aldridge
2:09.0,,,72-68,,L. Aldridge misses 2-pt shot from 1 ft
2:09.0,,,72-68,,Offensive rebound by Team
2:09.0,Loose ball foul by S. Hawes (drawn by L. Aldridge),,72-68,,
2:09.0,LA Clippers full timeout,,72-68,,
2:09.0,,,72-68,,S. Blake enters the game for D. Lillard
2:09.0,,,72-68,,W. Matthews enters the game for N. Batum
2:09.0,,,72-69,1,L. Aldridge makes free throw 1 of 2
2:09.0,,,72-70,1,L. Aldridge makes free throw 2 of 2
1:55.0,B. Griffin misses 2-pt shot from 5 ft,,72-70,,
1:54.0,,,72-70,,Defensive rebound by M. Leonard
1:44.0,,,72-70,,W. Matthews misses 2-pt shot from 10 ft
1:42.0,Defensive rebound by C. Paul,,72-70,,
1:35.0,C. Paul misses 3-pt shot from 27 ft,,72-70,,
1:34.0,,,72-70,,Defensive rebound by S. Blake
1:26.0,,,72-70,,Shooting foul by J. Redick (drawn by M. Leonard)
1:26.0,,,72-71,1,M. Leonard makes free throw 1 of 2
1:26.0,M. Barnes enters the game for J. Redick,,72-71,,
1:26.0,,,72-72,1,M. Leonard makes free throw 2 of 2
1:15.0,J. Crawford misses 3-pt shot from 26 ft,,72-72,,
1:14.0,Offensive rebound by S. Hawes,,72-72,,
1:10.0,S. Hawes misses 2-pt shot at rim,,72-72,,
1:10.0,,,72-72,,Defensive rebound by W. Matthews
1:03.0,,,72-72,,C. McCollum misses 3-pt shot from 23 ft
1:01.0,,,72-72,,Offensive rebound by M. Leonard
0:53.0,,,72-72,,M. Leonard misses 2-pt shot from 1 ft
0:52.0,Defensive rebound by B. Griffin,,72-72,,
0:47.0,Offensive foul by C. Paul,,72-72,,
0:47.0,Turnover by C. Paul (offensive foul),,72-72,,
0:33.0,,,72-72,,L. Aldridge misses 2-pt shot from 4 ft
0:32.0,Defensive rebound by M. Barnes,,72-72,,
0:27.0,C. Paul misses 2-pt shot from 2 ft,,72-72,,
0:26.0,,,72-72,,Defensive rebound by L. Aldridge
0:02.0,,,72-72,,C. McCollum misses 3-pt shot from 28 ft
0:01.0,,,72-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,M. Barnes makes 2-pt shot from 1 ft,2,74-72,,
11:16.0,,,74-72,,W. Matthews misses 3-pt shot from 23 ft
11:15.0,Defensive rebound by S. Hawes,,74-72,,
11:03.0,,,74-72,,Personal foul by C. Kaman (drawn by B. Griffin)
10:56.0,B. Griffin misses 2-pt shot from 5 ft,,74-72,,
10:54.0,,,74-72,,Defensive rebound by M. Leonard
10:44.0,,,74-74,2,C. Kaman makes 2-pt shot from 16 ft (assist by S. Blake)
10:26.0,B. Griffin misses 2-pt shot from 21 ft,,74-74,,
10:25.0,,,74-74,,Defensive rebound by M. Leonard
10:15.0,,,74-76,2,C. McCollum makes 2-pt shot from 6 ft
10:00.0,J. Crawford misses 3-pt shot from 26 ft,,74-76,,
9:59.0,Offensive rebound by S. Hawes,,74-76,,
9:55.0,S. Hawes misses 2-pt shot from 2 ft,,74-76,,
9:54.0,,,74-76,,Defensive rebound by C. Kaman
9:50.0,,,74-76,,Turnover by S. Blake (bad pass; steal by J. Crawford)
9:49.0,,,74-76,,Personal foul by C. Kaman (drawn by S. Hawes)
9:49.0,D. Jordan enters the game for B. Griffin,,74-76,,
9:40.0,J. Crawford misses 2-pt shot from 19 ft,,74-76,,
9:39.0,,,74-76,,Defensive rebound by M. Leonard
9:21.0,,,74-78,2,C. Kaman makes 2-pt shot from 1 ft (assist by M. Leonard)
9:19.0,LA Clippers full timeout,,74-78,,
8:59.0,J. Crawford makes 2-pt shot from 4 ft,2,76-78,,
8:34.0,,,76-78,,C. Kaman misses 2-pt shot from 16 ft
8:34.0,Defensive rebound by M. Barnes,,76-78,,
8:15.0,J. Crawford misses 3-pt shot from 27 ft,,76-78,,
8:14.0,,,76-78,,Defensive rebound by C. Kaman
8:03.0,Personal foul by J. Redick (drawn by W. Matthews),,76-78,,
8:03.0,,,76-78,,Technical foul by W. Matthews
8:03.0,J. Crawford makes technical free throw,1,77-78,,
8:03.0,,,77-78,,D. Lillard enters the game for C. McCollum
8:03.0,,,77-78,,N. Batum enters the game for W. Matthews
8:03.0,C. Paul enters the game for J. Redick,,77-78,,
7:55.0,,,77-80,2,C. Kaman makes 2-pt shot at rim (assist by S. Blake)
7:31.0,C. Paul misses 2-pt shot from 14 ft,,77-80,,
7:30.0,,,77-80,,Defensive rebound by C. Kaman
7:22.0,,,77-82,2,D. Lillard makes 2-pt shot from 14 ft
7:21.0,LA Clippers full timeout,,77-82,,
7:21.0,B. Griffin enters the game for S. Hawes,,77-82,,
7:21.0,,,77-82,,L. Aldridge enters the game for C. Kaman
7:07.0,C. Paul misses 2-pt shot from 12 ft,,77-82,,
7:06.0,Offensive rebound by Team,,77-82,,
7:06.0,,,77-82,,Loose ball foul by M. Leonard (drawn by D. Jordan)
6:56.0,C. Paul makes 2-pt shot from 19 ft,2,79-82,,
6:41.0,,,79-85,3,D. Lillard makes 3-pt shot from 26 ft (assist by S. Blake)
6:35.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,81-85,,
6:11.0,,,81-85,,Turnover by Team (shot clock)
5:56.0,Shooting foul by L. Aldridge (drawn by B. Griffin),,81-85,,
5:56.0,B. Griffin makes free throw 1 of 2,1,82-85,,
5:56.0,,,82-85,,W. Matthews enters the game for S. Blake
5:56.0,B. Griffin makes free throw 2 of 2,1,83-85,,
5:39.0,,,83-85,,L. Aldridge misses 2-pt shot from 11 ft
5:38.0,Defensive rebound by C. Paul,,83-85,,
5:26.0,B. Griffin makes 2-pt shot from 16 ft (assist by C. Paul),2,85-85,,
5:08.0,,,85-88,3,D. Lillard makes 3-pt shot from 28 ft
4:53.0,,,85-88,,Personal foul by D. Lillard (drawn by C. Paul)
4:53.0,C. Paul makes free throw 1 of 2,1,86-88,,
4:53.0,,,86-88,,C. Kaman enters the game for M. Leonard
4:53.0,C. Paul makes free throw 2 of 2,1,87-88,,
4:38.0,,,87-88,,L. Aldridge misses 2-pt shot from 20 ft
4:37.0,Defensive rebound by C. Paul,,87-88,,
4:35.0,,,87-88,,Personal foul by C. Kaman (drawn by C. Paul)
4:35.0,C. Paul makes free throw 1 of 2,1,88-88,,
4:35.0,C. Paul makes free throw 2 of 2,1,89-88,,
4:22.0,,,89-88,,Shooting foul by C. Paul (drawn by D. Lillard)
4:22.0,,,89-89,1,D. Lillard makes free throw 1 of 2
4:22.0,,,89-89,,D. Lillard misses free throw 2 of 2
4:21.0,Defensive rebound by M. Barnes,,89-89,,
3:58.0,J. Crawford makes 3-pt shot from 29 ft (assist by B. Griffin),3,92-89,,
3:55.0,,,92-89,,Portland full timeout
3:47.0,Personal foul by J. Crawford (drawn by N. Batum),,92-89,,
3:37.0,,,92-89,,D. Lillard misses 2-pt shot from 19 ft
3:34.0,Defensive rebound by J. Crawford,,92-89,,
3:17.0,B. Griffin misses 2-pt shot from 12 ft,,92-89,,
3:14.0,,,92-89,,Defensive rebound by N. Batum
3:04.0,,,92-89,,Turnover by C. Kaman (lost ball; steal by B. Griffin)
3:00.0,Turnover by B. Griffin (lost ball; steal by C. Kaman),,92-89,,
2:57.0,,,92-89,,D. Lillard misses 3-pt shot from 25 ft
2:56.0,,,92-89,,Offensive rebound by W. Matthews
2:48.0,,,92-89,,W. Matthews misses 3-pt shot from 26 ft
2:47.0,Defensive rebound by D. Jordan,,92-89,,
2:24.0,C. Paul misses 2-pt shot from 12 ft,,92-89,,
2:22.0,,,92-89,,Defensive rebound by C. Kaman
2:19.0,,,92-89,,Turnover by C. Kaman (bad pass)
2:19.0,LA Clippers full timeout,,92-89,,
