time,Brooklyn,pts.away,score,pts.home,Atlanta
6:14.0,M. Teletovic enters the game for T. Young,,11-19,,
6:14.0,,,11-19,,P. Antic enters the game for A. Horford
6:07.0,B. Bogdanovic misses 3-pt shot from 23 ft,,11-19,,
6:06.0,,,11-19,,Defensive rebound by D. Carroll
5:53.0,,,11-19,,K. Korver misses 3-pt shot from 23 ft
5:51.0,Defensive rebound by D. Williams,,11-19,,
5:46.0,D. Williams makes 2-pt shot from 2 ft,2,13-19,,
5:38.0,,,13-19,,J. Teague misses 2-pt shot from 2 ft
5:37.0,Defensive rebound by M. Teletovic,,13-19,,
5:33.0,Turnover by M. Teletovic (bad pass; steal by D. Carroll),,13-19,,
5:30.0,,,13-22,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Carroll)
5:15.0,,,13-22,,Personal foul by P. Antic (drawn by J. Johnson)
5:15.0,,,13-22,,K. Bazemore enters the game for K. Korver
5:10.0,,,13-22,,Violation by J. Teague (kicked ball)
4:55.0,M. Teletovic misses 3-pt shot from 25 ft,,13-22,,
4:54.0,,,13-22,,Defensive rebound by D. Carroll
4:39.0,,,13-22,,P. Millsap misses 2-pt shot from 20 ft
4:35.0,Defensive rebound by D. Williams,,13-22,,
4:32.0,Turnover by D. Williams (bad pass),,13-22,,
4:16.0,,,13-22,,D. Carroll misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by D. Williams,,13-22,,
4:00.0,Shooting foul by P. Antic (drawn by J. Johnson),,13-22,,
4:00.0,J. Johnson makes free throw 1 of 2,1,14-22,,
4:00.0,,,14-22,,D. Schroder enters the game for J. Teague
4:00.0,T. Young enters the game for M. Teletovic,,14-22,,
4:00.0,J. Johnson makes free throw 2 of 2,1,15-22,,
3:40.0,,,15-22,,P. Antic misses 2-pt shot from 18 ft
3:39.0,Defensive rebound by J. Johnson,,15-22,,
3:29.0,D. Williams misses 3-pt shot from 25 ft,,15-22,,
3:28.0,,,15-22,,Defensive rebound by D. Carroll
3:11.0,,,15-22,,D. Schroder misses 2-pt shot from 1 ft
3:10.0,,,15-22,,Offensive rebound by P. Antic
3:09.0,,,15-22,,P. Antic misses 2-pt shot from 3 ft
3:09.0,,,15-22,,Offensive rebound by P. Antic
3:08.0,,,15-22,,P. Antic misses 2-pt shot from 3 ft
3:04.0,Defensive rebound by B. Lopez,,15-22,,
2:53.0,J. Johnson misses 2-pt shot from 3 ft,,15-22,,
2:50.0,,,15-22,,Defensive rebound by P. Millsap
2:47.0,,,15-22,,Atlanta full timeout
2:47.0,,,15-22,,A. Horford enters the game for P. Antic
2:47.0,A. Anderson enters the game for B. Bogdanovic,,15-22,,
2:41.0,,,15-25,3,D. Schroder makes 3-pt shot from 25 ft (assist by D. Carroll)
2:24.0,D. Williams misses 2-pt shot from 19 ft,,15-25,,
2:23.0,,,15-25,,Defensive rebound by A. Horford
2:13.0,,,15-27,2,A. Horford makes 2-pt shot from 16 ft (assist by D. Schroder)
1:58.0,A. Anderson makes 3-pt shot from 23 ft (assist by T. Young),3,18-27,,
1:58.0,Shooting foul by K. Bazemore (drawn by A. Anderson),,18-27,,
1:58.0,J. Jack enters the game for D. Williams,,18-27,,
1:58.0,,,18-27,,M. Scott enters the game for P. Millsap
1:58.0,M. Plumlee enters the game for T. Young,,18-27,,
1:58.0,A. Anderson misses free throw 1 of 1,,18-27,,
1:57.0,,,18-27,,Defensive rebound by A. Horford
1:52.0,Personal foul by M. Plumlee (drawn by D. Schroder),,18-27,,
1:52.0,,,18-27,,K. Korver enters the game for D. Carroll
1:40.0,,,18-27,,K. Bazemore misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by A. Anderson,,18-27,,
1:22.0,J. Jack makes 2-pt shot from 21 ft (assist by J. Johnson),2,20-27,,
0:59.0,,,20-27,,D. Schroder misses 2-pt shot from 2 ft (block by B. Lopez)
0:59.0,,,20-27,,Offensive rebound by A. Horford
0:59.0,,,20-29,2,A. Horford makes 2-pt shot from 1 ft
0:49.0,J. Jack makes 2-pt shot from 2 ft,2,22-29,,
0:32.0,,,22-29,,D. Schroder misses 2-pt shot from 18 ft
0:31.0,Defensive rebound by J. Johnson,,22-29,,
0:10.0,J. Jack makes 2-pt shot from 14 ft,2,24-29,,
0:00.0,,,24-29,,M. Scott misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by Team,,24-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,B. Lopez misses 2-pt shot from 12 ft,,24-29,,
11:35.0,Offensive rebound by M. Plumlee,,24-29,,
11:35.0,M. Plumlee makes 2-pt shot at rim,2,26-29,,
11:20.0,,,26-29,,K. Bazemore misses 2-pt shot from 10 ft
11:17.0,Defensive rebound by B. Lopez,,26-29,,
11:05.0,Turnover by A. Anderson (lost ball; steal by D. Schroder),,26-29,,
11:01.0,,,26-31,2,D. Schroder makes 2-pt shot from 1 ft
11:01.0,,,26-31,,Shooting foul by J. Jack (drawn by D. Schroder)
11:01.0,,,26-31,,S. Mack enters the game for K. Bazemore
11:01.0,,,26-32,1,D. Schroder makes free throw 1 of 1
10:35.0,J. Jack makes 2-pt shot from 19 ft (assist by B. Bogdanovic),2,28-32,,
10:23.0,,,28-32,,S. Mack misses 2-pt shot from 17 ft
10:20.0,Defensive rebound by B. Lopez,,28-32,,
10:13.0,A. Anderson misses 3-pt shot from 25 ft,,28-32,,
10:12.0,Offensive rebound by B. Lopez,,28-32,,
10:11.0,B. Lopez makes 2-pt shot at rim,2,30-32,,
9:50.0,,,30-34,2,D. Schroder makes 2-pt shot from 14 ft
9:36.0,,,30-34,,Personal foul by S. Mack (drawn by A. Anderson)
9:36.0,T. Young enters the game for B. Lopez,,30-34,,
9:27.0,Turnover by B. Bogdanovic (bad pass; steal by D. Schroder),,30-34,,
9:20.0,,,30-36,2,S. Mack makes 2-pt shot at rim (assist by D. Schroder)
9:07.0,J. Jack makes 3-pt shot from 25 ft (assist by T. Young),3,33-36,,
8:51.0,,,33-36,,M. Scott misses 2-pt shot from 13 ft
8:48.0,Defensive rebound by B. Bogdanovic,,33-36,,
8:45.0,,,33-36,,Personal foul by D. Schroder (drawn by J. Jack)
8:45.0,Official timeout,,33-36,,
8:45.0,,,33-36,,J. Teague enters the game for D. Schroder
8:34.0,Turnover by T. Young (lost ball; steal by K. Korver),,33-36,,
8:28.0,,,33-36,,M. Scott misses 2-pt shot at rim (block by B. Bogdanovic)
8:26.0,Defensive rebound by M. Plumlee,,33-36,,
8:21.0,J. Jack misses 3-pt shot from 25 ft,,33-36,,
8:20.0,,,33-36,,Defensive rebound by S. Mack
8:09.0,,,33-36,,J. Teague misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by T. Young,,33-36,,
7:54.0,B. Bogdanovic makes 3-pt shot from 22 ft (assist by T. Young),3,36-36,,
7:28.0,,,36-36,,A. Horford misses 2-pt shot from 12 ft
7:25.0,Defensive rebound by M. Plumlee,,36-36,,
7:09.0,Turnover by M. Plumlee (bad pass; steal by A. Horford),,36-36,,
7:05.0,,,36-36,,K. Korver misses 3-pt shot from 25 ft
7:04.0,,,36-36,,Offensive rebound by A. Horford
7:01.0,,,36-36,,A. Horford misses 2-pt shot from 4 ft
7:00.0,Defensive rebound by J. Jack,,36-36,,
6:52.0,M. Plumlee makes 2-pt shot at rim (assist by A. Anderson),2,38-36,,
6:33.0,,,38-36,,A. Horford misses 2-pt shot from 18 ft
6:32.0,Defensive rebound by J. Jack,,38-36,,
6:22.0,T. Young misses 2-pt shot from 17 ft,,38-36,,
6:21.0,,,38-36,,Defensive rebound by J. Teague
6:18.0,,,38-36,,Turnover by J. Teague (bad pass; steal by T. Young)
6:04.0,J. Jack makes 2-pt shot from 16 ft,2,40-36,,
6:03.0,,,40-36,,Atlanta full timeout
6:03.0,,,40-36,,P. Millsap enters the game for A. Horford
6:03.0,,,40-36,,P. Antic enters the game for K. Korver
6:03.0,,,40-36,,D. Carroll enters the game for M. Scott
6:03.0,J. Johnson enters the game for T. Young,,40-36,,
5:38.0,,,40-36,,J. Teague misses 3-pt shot from 30 ft
5:38.0,,,40-36,,Offensive rebound by Team
5:38.0,,,40-36,,Turnover by Team (shot clock)
5:27.0,J. Johnson makes 2-pt shot from 12 ft (assist by J. Jack),2,42-36,,
5:17.0,Personal foul by J. Johnson (drawn by P. Millsap),,42-36,,
5:13.0,,,42-36,,D. Carroll misses 2-pt shot from 1 ft (block by M. Plumlee)
5:11.0,Defensive rebound by J. Johnson,,42-36,,
5:02.0,,,42-36,,Personal foul by S. Mack (drawn by A. Anderson)
4:57.0,B. Bogdanovic misses 3-pt shot from 25 ft,,42-36,,
4:55.0,,,42-36,,Defensive rebound by D. Carroll
4:53.0,,,42-36,,Turnover by D. Carroll (bad pass; steal by J. Jack)
4:35.0,Turnover by A. Anderson (bad pass; steal by S. Mack),,42-36,,
4:20.0,,,42-38,2,P. Millsap makes 2-pt shot from 2 ft
4:07.0,,,42-38,,K. Korver enters the game for S. Mack
4:07.0,B. Lopez enters the game for M. Plumlee,,42-38,,
4:03.0,J. Jack misses 3-pt shot from 25 ft,,42-38,,
4:01.0,,,42-38,,Defensive rebound by P. Millsap
3:59.0,Jump ball: B. Lopez vs. P. Millsap (D. Carroll gains possession),,,,Jump ball: B. Lopez vs. P. Millsap (D. Carroll gains possession)
3:54.0,,,42-40,2,J. Teague makes 2-pt shot from 1 ft (assist by D. Carroll)
3:41.0,,,42-40,,Def 3 sec tech foul by D. Carroll
3:41.0,J. Jack makes technical free throw,1,43-40,,
3:33.0,,,43-40,,Personal foul by P. Antic (drawn by B. Lopez)
3:24.0,B. Bogdanovic misses 2-pt shot from 13 ft (block by K. Korver),,43-40,,
3:24.0,Offensive rebound by Team,,43-40,,
3:24.0,Brooklyn full timeout,,43-40,,
3:24.0,,,43-40,,A. Horford enters the game for P. Antic
3:19.0,B. Lopez misses 2-pt shot from 18 ft,,43-40,,
3:17.0,,,43-40,,Defensive rebound by J. Teague
3:11.0,,,43-43,3,P. Millsap makes 3-pt shot from 25 ft (assist by A. Horford)
2:46.0,J. Johnson misses 2-pt shot from 20 ft,,43-43,,
2:45.0,Offensive rebound by Team,,43-43,,
2:45.0,,,43-43,,Loose ball foul by A. Horford (drawn by B. Lopez)
2:45.0,B. Lopez makes free throw 1 of 2,1,44-43,,
2:45.0,D. Williams enters the game for J. Jack,,44-43,,
2:45.0,B. Lopez makes free throw 2 of 2,1,45-43,,
2:31.0,,,45-43,,D. Carroll misses 2-pt shot from 12 ft
2:29.0,Defensive rebound by D. Williams,,45-43,,
2:23.0,A. Anderson misses 2-pt shot from 22 ft,,45-43,,
2:21.0,,,45-43,,Defensive rebound by D. Carroll
2:06.0,,,45-43,,J. Teague misses 2-pt shot from 9 ft
2:06.0,,,45-43,,Offensive rebound by Team
2:06.0,Loose ball foul by J. Johnson (drawn by P. Millsap),,45-43,,
1:57.0,,,45-45,2,K. Korver makes 2-pt shot from 19 ft (assist by J. Teague)
1:39.0,D. Williams misses 3-pt shot from 25 ft,,45-45,,
1:38.0,,,45-45,,Defensive rebound by Team
1:38.0,Loose ball foul by B. Lopez (drawn by A. Horford),,45-45,,
1:17.0,,,45-48,3,K. Korver makes 3-pt shot from 23 ft (assist by J. Teague)
1:08.0,Brooklyn full timeout,,45-48,,
1:08.0,J. Jack enters the game for D. Williams,,45-48,,
1:08.0,T. Young enters the game for A. Anderson,,45-48,,
0:49.0,J. Jack makes 2-pt shot from 10 ft,2,47-48,,
0:33.0,,,47-48,,Shooting foul by J. Jack (drawn by J. Teague)
0:33.0,,,47-49,1,J. Teague makes free throw 1 of 2
0:33.0,,,47-50,1,J. Teague makes free throw 2 of 2
0:19.0,Turnover by J. Jack (bad pass),,47-50,,
0:01.0,,,47-50,,J. Teague misses 2-pt shot from 2 ft
0:00.0,,,47-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,B. Lopez makes 2-pt shot at rim (assist by T. Young),2,49-50,,
11:28.0,,,49-50,,A. Horford misses 2-pt shot from 19 ft
11:26.0,Defensive rebound by T. Young,,49-50,,
11:05.0,B. Lopez misses 2-pt shot from 14 ft,,49-50,,
11:03.0,,,49-50,,Defensive rebound by A. Horford
10:43.0,,,49-50,,A. Horford misses 2-pt shot from 7 ft
10:41.0,Defensive rebound by J. Johnson,,49-50,,
10:28.0,Shooting foul by D. Carroll (drawn by J. Johnson),,49-50,,
10:28.0,J. Johnson makes free throw 1 of 2,1,50-50,,
10:28.0,J. Johnson makes free throw 2 of 2,1,51-50,,
10:13.0,,,51-52,2,K. Korver makes 2-pt shot from 19 ft (assist by A. Horford)
9:57.0,T. Young misses 2-pt shot from 5 ft,,51-52,,
9:56.0,Offensive rebound by T. Young,,51-52,,
9:53.0,Turnover by T. Young (lost ball; steal by K. Korver),,51-52,,
9:44.0,,,51-55,3,P. Millsap makes 3-pt shot from 25 ft (assist by A. Horford)
9:22.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by T. Young),3,54-55,,
9:11.0,Personal foul by B. Bogdanovic (drawn by K. Korver),,54-55,,
8:56.0,,,54-55,,P. Millsap misses 2-pt shot from 5 ft
8:55.0,,,54-55,,Offensive rebound by A. Horford
8:55.0,,,54-57,2,A. Horford makes 2-pt shot at rim
8:42.0,J. Johnson makes 3-pt shot from 25 ft (assist by D. Williams),3,57-57,,
8:30.0,Personal foul by T. Young (drawn by J. Teague),,57-57,,
8:19.0,,,57-60,3,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford)
7:55.0,J. Johnson misses 2-pt shot from 18 ft,,57-60,,
7:54.0,,,57-60,,Defensive rebound by P. Millsap
7:41.0,,,57-60,,P. Millsap misses 2-pt shot from 4 ft
7:38.0,Defensive rebound by B. Lopez,,57-60,,
7:33.0,B. Bogdanovic misses 3-pt shot from 25 ft,,57-60,,
7:32.0,Offensive rebound by T. Young,,57-60,,
7:29.0,T. Young misses 2-pt shot from 2 ft (block by A. Horford),,57-60,,
7:27.0,,,57-60,,Defensive rebound by A. Horford
7:21.0,,,57-60,,J. Teague misses 2-pt shot from 1 ft
7:21.0,Defensive rebound by D. Williams,,57-60,,
7:21.0,,,57-60,,Personal foul by A. Horford (drawn by D. Williams)
7:01.0,B. Lopez makes 2-pt shot from 1 ft,2,59-60,,
6:47.0,Personal foul by T. Young (drawn by J. Teague),,59-60,,
6:38.0,,,59-60,,P. Millsap misses 2-pt shot from 1 ft (block by B. Lopez)
6:35.0,Defensive rebound by J. Johnson,,59-60,,
6:21.0,Shooting foul by P. Millsap (drawn by T. Young),,59-60,,
6:21.0,T. Young misses free throw 1 of 2,,59-60,,
6:21.0,Offensive rebound by Team,,59-60,,
6:21.0,,,59-60,,Atlanta full timeout
6:21.0,T. Young misses free throw 2 of 2,,59-60,,
6:19.0,,,59-60,,Defensive rebound by A. Horford
6:00.0,,,59-60,,Turnover by A. Horford (bad pass; steal by J. Johnson)
5:45.0,Turnover by J. Johnson (bad pass; steal by K. Korver),,59-60,,
5:34.0,,,59-60,,J. Teague misses 2-pt shot from 2 ft
5:34.0,,,59-60,,Offensive rebound by Team
5:34.0,Loose ball foul by B. Bogdanovic (drawn by A. Horford),,59-60,,
5:23.0,,,59-60,,D. Carroll misses 3-pt shot from 22 ft
5:21.0,Defensive rebound by T. Young,,59-60,,
5:12.0,D. Williams misses 2-pt shot from 5 ft (block by P. Millsap),,59-60,,
5:11.0,Offensive rebound by Team,,59-60,,
5:11.0,,,59-60,,P. Antic enters the game for A. Horford
5:11.0,,,59-60,,K. Bazemore enters the game for K. Korver
5:01.0,J. Johnson makes 2-pt shot from 12 ft (assist by D. Williams),2,61-60,,
4:39.0,,,61-63,3,P. Antic makes 3-pt shot from 23 ft (assist by J. Teague)
4:20.0,B. Lopez misses 2-pt shot from 4 ft (block by K. Bazemore),,61-63,,
4:18.0,,,61-63,,Defensive rebound by K. Bazemore
4:13.0,Personal foul by B. Lopez (drawn by P. Antic),,61-63,,
4:13.0,,,61-64,1,P. Antic makes free throw 1 of 2
4:13.0,A. Anderson enters the game for B. Bogdanovic,,61-64,,
4:13.0,J. Jack enters the game for D. Williams,,61-64,,
4:13.0,,,61-64,,D. Schroder enters the game for J. Teague
4:13.0,,,61-64,,P. Antic misses free throw 2 of 2
4:12.0,Defensive rebound by J. Johnson,,61-64,,
3:57.0,J. Johnson misses 3-pt shot from 23 ft,,61-64,,
3:54.0,Offensive rebound by A. Anderson,,61-64,,
3:45.0,T. Young misses 3-pt shot from 25 ft,,61-64,,
3:43.0,,,61-64,,Defensive rebound by D. Carroll
3:31.0,,,61-64,,D. Schroder misses 2-pt shot from 20 ft
3:29.0,Defensive rebound by J. Johnson,,61-64,,
3:21.0,Offensive charge foul by T. Young,,61-64,,
3:21.0,Turnover by T. Young (offensive foul),,61-64,,
3:21.0,M. Plumlee enters the game for T. Young,,61-64,,
3:10.0,,,61-66,2,P. Millsap makes 2-pt shot from 16 ft (assist by D. Schroder)
3:00.0,,,61-66,,Personal foul by D. Carroll (drawn by J. Johnson)
3:00.0,Brooklyn full timeout,,61-66,,
3:00.0,,,61-66,,E. Brand enters the game for P. Antic
2:58.0,,,61-66,,Personal take foul by E. Brand (drawn by M. Plumlee)
2:58.0,M. Plumlee misses free throw 1 of 2,,61-66,,
2:58.0,Offensive rebound by Team,,61-66,,
2:58.0,,,61-66,,P. Antic enters the game for E. Brand
2:58.0,M. Teletovic enters the game for B. Lopez,,61-66,,
2:58.0,M. Plumlee misses free throw 2 of 2,,61-66,,
2:57.0,,,61-66,,Defensive rebound by P. Millsap
2:44.0,,,61-68,2,P. Antic makes 2-pt shot at rim (assist by D. Schroder)
2:44.0,,,61-68,,Shooting foul by M. Plumlee (drawn by P. Antic)
2:44.0,,,61-68,,E. Brand enters the game for P. Millsap
2:44.0,B. Lopez enters the game for M. Plumlee,,61-68,,
2:44.0,,,61-68,,P. Antic misses free throw 1 of 1
2:43.0,Defensive rebound by M. Teletovic,,61-68,,
2:33.0,,,61-68,,Personal foul by K. Bazemore (drawn by A. Anderson)
2:33.0,A. Anderson makes free throw 1 of 2,1,62-68,,
2:33.0,M. Plumlee enters the game for B. Lopez,,62-68,,
2:33.0,,,62-68,,M. Scott enters the game for E. Brand
2:33.0,A. Anderson makes free throw 2 of 2,1,63-68,,
2:19.0,,,63-68,,Turnover by D. Schroder (bad pass; steal by M. Plumlee)
2:13.0,,,63-68,,Personal foul by D. Schroder (drawn by J. Jack)
2:13.0,J. Jack makes free throw 1 of 2,1,64-68,,
2:13.0,J. Jack makes free throw 2 of 2,1,65-68,,
1:50.0,,,65-71,3,M. Scott makes 3-pt shot from 25 ft (assist by D. Carroll)
1:33.0,M. Teletovic misses 3-pt shot from 24 ft,,65-71,,
1:31.0,,,65-71,,Defensive rebound by D. Carroll
1:22.0,,,65-71,,M. Scott misses 3-pt shot from 25 ft
1:22.0,,,65-71,,Offensive rebound by Team
1:22.0,Loose ball foul by M. Plumlee (drawn by P. Antic),,65-71,,
1:22.0,,,65-72,1,P. Antic makes free throw 1 of 2
1:22.0,,,65-72,,K. Korver enters the game for D. Carroll
1:22.0,B. Lopez enters the game for M. Plumlee,,65-72,,
1:22.0,B. Bogdanovic enters the game for M. Teletovic,,65-72,,
1:22.0,,,65-72,,A. Horford enters the game for M. Scott
1:22.0,,,65-73,1,P. Antic makes free throw 2 of 2
1:09.0,Turnover by J. Jack (lost ball; steal by K. Bazemore),,65-73,,
1:02.0,,,65-73,,D. Schroder misses 2-pt shot from 8 ft (block by B. Lopez)
1:00.0,Defensive rebound by J. Johnson,,65-73,,
0:51.0,B. Lopez makes 2-pt shot from 2 ft (assist by B. Bogdanovic),2,67-73,,
0:41.0,,,67-75,2,A. Horford makes 2-pt shot from 3 ft (assist by D. Schroder)
0:33.0,Turnover by J. Jack (traveling),,67-75,,
0:09.0,,,67-75,,P. Antic misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by A. Anderson,,67-75,,
0:03.0,Turnover by J. Jack (lost ball; steal by K. Korver),,67-75,,
0:03.0,Jump ball: J. Jack vs. K. Korver (K. Bazemore gains possession),,,,Jump ball: J. Jack vs. K. Korver (K. Bazemore gains possession)
0:00.0,,,67-75,,K. Bazemore misses 3-pt shot from 38 ft
0:00.0,,,67-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,67-75,,K. Korver misses 3-pt shot from 27 ft
11:38.0,,,67-75,,Offensive rebound by Team
11:38.0,Loose ball foul by B. Bogdanovic (drawn by K. Bazemore),,67-75,,
11:34.0,,,67-77,2,D. Schroder makes 2-pt shot at rim
11:11.0,Shooting foul by K. Bazemore (drawn by B. Lopez),,67-77,,
11:11.0,B. Lopez makes free throw 1 of 2,1,68-77,,
11:11.0,B. Lopez makes free throw 2 of 2,1,69-77,,
10:54.0,,,69-79,2,K. Bazemore makes 2-pt shot from 1 ft (assist by A. Horford)
10:33.0,J. Johnson misses 3-pt shot from 24 ft,,69-79,,
10:31.0,Offensive rebound by B. Lopez,,69-79,,
10:25.0,B. Bogdanovic misses 3-pt shot from 27 ft,,69-79,,
10:23.0,,,69-79,,Defensive rebound by K. Bazemore
10:12.0,,,69-79,,M. Scott misses 2-pt shot from 15 ft
10:10.0,Defensive rebound by A. Anderson,,69-79,,
9:52.0,J. Jack misses 2-pt shot from 6 ft,,69-79,,
9:51.0,Offensive rebound by B. Lopez,,69-79,,
9:49.0,B. Lopez misses 2-pt shot from 1 ft,,69-79,,
9:47.0,,,69-79,,Defensive rebound by A. Horford
9:40.0,,,69-79,,K. Korver misses 3-pt shot from 24 ft
9:39.0,,,69-79,,Offensive rebound by M. Scott
9:35.0,,,69-79,,K. Bazemore misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by B. Bogdanovic,,69-79,,
9:19.0,J. Jack makes 2-pt shot from 20 ft,2,71-79,,
8:56.0,,,71-79,,M. Scott misses 2-pt shot from 13 ft
8:55.0,Defensive rebound by B. Bogdanovic,,71-79,,
8:42.0,Official timeout,,71-79,,
8:42.0,D. Williams enters the game for B. Lopez,,71-79,,
8:42.0,M. Plumlee enters the game for B. Bogdanovic,,71-79,,
8:42.0,,,71-79,,P. Millsap enters the game for M. Scott
8:32.0,A. Anderson makes 2-pt shot from 1 ft,2,73-79,,
8:14.0,,,73-82,3,P. Millsap makes 3-pt shot from 25 ft (assist by A. Horford)
7:51.0,J. Johnson misses 2-pt shot from 17 ft,,73-82,,
7:48.0,Offensive rebound by D. Williams,,73-82,,
7:47.0,D. Williams misses 2-pt shot from 1 ft (block by A. Horford),,73-82,,
7:45.0,,,73-82,,Defensive rebound by A. Horford
7:38.0,,,73-84,2,A. Horford makes 2-pt shot from 14 ft (assist by D. Schroder)
7:15.0,J. Johnson misses 3-pt shot from 23 ft,,73-84,,
7:13.0,,,73-84,,Defensive rebound by A. Horford
7:03.0,,,73-84,,Offensive charge foul by P. Millsap
7:03.0,,,73-84,,Turnover by P. Millsap (offensive foul)
7:03.0,Brooklyn full timeout,,73-84,,
7:03.0,,,73-84,,D. Carroll enters the game for K. Korver
7:03.0,,,73-84,,J. Teague enters the game for K. Bazemore
7:03.0,B. Lopez enters the game for J. Johnson,,73-84,,
7:03.0,T. Young enters the game for M. Plumlee,,73-84,,
6:49.0,T. Young makes 2-pt shot from 6 ft (assist by D. Williams),2,75-84,,
6:32.0,,,75-86,2,J. Teague makes 2-pt shot from 21 ft
6:13.0,A. Anderson makes 2-pt shot from 1 ft,2,77-86,,
5:51.0,,,77-86,,A. Horford misses 2-pt shot from 17 ft
5:49.0,Defensive rebound by D. Williams,,77-86,,
5:40.0,B. Lopez makes 2-pt shot from 18 ft (assist by J. Jack),2,79-86,,
5:19.0,,,79-86,,D. Schroder misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by D. Williams,,79-86,,
5:01.0,T. Young misses 2-pt shot from 5 ft,,79-86,,
5:00.0,,,79-86,,Defensive rebound by A. Horford
4:52.0,,,79-88,2,D. Schroder makes 2-pt shot from 2 ft (assist by J. Teague)
4:35.0,B. Lopez makes 2-pt shot from 19 ft (assist by J. Jack),2,81-88,,
4:26.0,Personal foul by T. Young (drawn by P. Millsap),,81-88,,
4:26.0,,,81-88,,P. Antic enters the game for A. Horford
4:26.0,,,81-88,,K. Korver enters the game for D. Schroder
4:26.0,J. Johnson enters the game for T. Young,,81-88,,
4:20.0,,,81-88,,Turnover by J. Teague (bad pass; steal by D. Williams)
4:14.0,A. Anderson makes 2-pt shot from 2 ft,2,83-88,,
3:56.0,,,83-88,,J. Teague misses 2-pt shot from 12 ft
