time,Oklahoma City,pts.away,score,pts.home,Memphis
2:54.0,,,17-20,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
2:47.0,Oklahoma City full timeout,,17-20,,
2:47.0,N. Collison enters the game for S. Ibaka,,17-20,,
2:47.0,,,17-20,,J. Leuer enters the game for Z. Randolph
2:36.0,D. Waiters makes 2-pt shot from 21 ft,2,19-20,,
2:08.0,,,19-20,,M. Conley misses 3-pt shot from 23 ft
2:07.0,Defensive rebound by K. Perkins,,19-20,,
1:58.0,Turnover by D. Waiters (bad pass),,19-20,,
1:58.0,R. Jackson enters the game for R. Westbrook,,19-20,,
1:44.0,,,19-20,,M. Gasol misses 2-pt shot from 6 ft
1:40.0,Defensive rebound by K. Durant,,19-20,,
1:33.0,D. Waiters misses 3-pt shot from 23 ft,,19-20,,
1:32.0,Offensive rebound by Team,,19-20,,
1:32.0,,,19-20,,Loose ball foul by M. Gasol (drawn by K. Perkins)
1:32.0,,,19-20,,B. Udrih enters the game for M. Conley
1:26.0,K. Durant misses 2-pt shot from 9 ft,,19-20,,
1:24.0,,,19-20,,Defensive rebound by J. Leuer
1:16.0,,,19-22,2,J. Leuer makes 2-pt shot from 18 ft (assist by B. Udrih)
1:04.0,Turnover by D. Waiters (lost ball; steal by T. Allen),,19-22,,
1:02.0,,,19-22,,Shooting foul by D. Waiters (drawn by T. Allen)
1:02.0,,,19-22,,T. Allen misses free throw 1 of 2
1:02.0,,,19-22,,Offensive rebound by Team
1:02.0,,,19-23,1,T. Allen makes free throw 2 of 2
0:38.0,K. Perkins misses 2-pt shot at rim (block by J. Leuer),,19-23,,
0:37.0,,,19-23,,Defensive rebound by B. Udrih
0:31.0,,,19-25,2,J. Leuer makes 2-pt shot at rim (assist by B. Udrih)
0:08.0,Shooting foul by C. Lee (drawn by K. Durant),,19-25,,
0:08.0,K. Durant makes free throw 1 of 2,1,20-25,,
0:08.0,,,20-25,,M. Conley enters the game for T. Allen
0:08.0,K. Durant misses free throw 2 of 2,,20-25,,
0:08.0,,,20-25,,Defensive rebound by J. Leuer
0:01.0,,,20-25,,Turnover by M. Conley (lost ball; steal by R. Jackson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,R. Jackson misses 3-pt shot from 25 ft,,20-25,,
11:45.0,,,20-25,,Defensive rebound by T. Allen
11:24.0,,,20-25,,J. Leuer misses 2-pt shot at rim
11:22.0,Defensive rebound by A. Morrow,,20-25,,
11:08.0,K. Perkins misses 2-pt shot from 3 ft,,20-25,,
11:08.0,Offensive rebound by Team,,20-25,,
11:08.0,,,20-25,,Loose ball foul by J. Leuer (drawn by N. Collison)
11:08.0,,,20-25,,J. Green enters the game for C. Lee
10:59.0,,,20-25,,Personal foul by J. Leuer (drawn by D. Waiters)
10:50.0,R. Jackson misses 2-pt shot from 20 ft,,20-25,,
10:49.0,,,20-25,,Defensive rebound by B. Udrih
10:40.0,,,20-25,,B. Udrih misses 2-pt shot from 10 ft
10:38.0,Defensive rebound by R. Jackson,,20-25,,
10:24.0,D. Waiters misses 2-pt shot from 5 ft,,20-25,,
10:20.0,Offensive rebound by N. Collison,,20-25,,
10:20.0,N. Collison misses 2-pt shot from 1 ft,,20-25,,
10:18.0,,,20-25,,Defensive rebound by K. Koufos
10:08.0,,,20-25,,J. Leuer misses 2-pt shot from 16 ft
10:07.0,Defensive rebound by D. Waiters,,20-25,,
9:57.0,N. Collison makes 2-pt shot from 14 ft (assist by D. Waiters),2,22-25,,
9:31.0,,,22-25,,B. Udrih misses 2-pt shot from 21 ft
9:29.0,Defensive rebound by D. Waiters,,22-25,,
9:22.0,,,22-25,,Violation by T. Allen (kicked ball)
9:08.0,D. Waiters misses 2-pt shot from 13 ft,,22-25,,
9:06.0,,,22-25,,Defensive rebound by J. Leuer
9:01.0,,,22-25,,T. Allen misses 2-pt shot at rim
8:59.0,Defensive rebound by K. Perkins,,22-25,,
8:52.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Jackson),3,25-25,,
8:34.0,,,25-25,,J. Leuer misses 2-pt shot from 20 ft
8:33.0,Defensive rebound by D. Waiters,,25-25,,
8:30.0,Turnover by D. Waiters (bad pass),,25-25,,
8:30.0,,,25-25,,Memphis full timeout
8:30.0,,,25-25,,Z. Randolph enters the game for J. Leuer
8:20.0,,,25-25,,J. Green misses 2-pt shot from 5 ft
8:16.0,Defensive rebound by N. Collison,,25-25,,
7:54.0,R. Jackson makes 2-pt shot from 7 ft,2,27-25,,
7:39.0,Personal foul by A. Morrow (drawn by Z. Randolph),,27-25,,
7:24.0,,,27-25,,Z. Randolph misses 2-pt shot from 7 ft
7:21.0,,,27-25,,Offensive rebound by Z. Randolph
7:18.0,,,27-27,2,T. Allen makes 2-pt shot from 1 ft
6:56.0,D. Waiters misses 2-pt shot from 20 ft,,27-27,,
6:54.0,,,27-27,,Defensive rebound by K. Koufos
6:45.0,,,27-29,2,K. Koufos makes 2-pt shot from 14 ft (assist by T. Allen)
6:31.0,Oklahoma City full timeout,,27-29,,
6:31.0,R. Westbrook enters the game for N. Collison,,27-29,,
6:31.0,S. Ibaka enters the game for R. Jackson,,27-29,,
6:31.0,K. Durant enters the game for A. Morrow,,27-29,,
6:14.0,K. Perkins misses 2-pt shot from 10 ft,,27-29,,
6:13.0,,,27-29,,Defensive rebound by K. Koufos
5:53.0,,,27-29,,Z. Randolph misses 2-pt shot from 8 ft
5:50.0,Defensive rebound by S. Ibaka,,27-29,,
5:46.0,R. Westbrook misses 2-pt shot from 15 ft,,27-29,,
5:43.0,,,27-29,,Defensive rebound by J. Green
5:40.0,,,27-29,,Turnover by K. Koufos (offensive goaltending)
5:40.0,S. Adams enters the game for K. Perkins,,27-29,,
5:25.0,K. Durant misses 2-pt shot from 12 ft,,27-29,,
5:23.0,Offensive rebound by S. Adams,,27-29,,
5:18.0,R. Westbrook misses 2-pt shot from 2 ft (block by Z. Randolph),,27-29,,
5:15.0,,,27-29,,Defensive rebound by K. Koufos
5:12.0,,,27-31,2,J. Green makes 2-pt shot at rim (assist by B. Udrih)
4:48.0,D. Waiters misses 2-pt shot from 21 ft,,27-31,,
4:44.0,,,27-31,,Defensive rebound by K. Koufos
4:36.0,,,27-31,,Z. Randolph misses 2-pt shot from 1 ft (block by S. Adams)
4:32.0,,,27-31,,Offensive rebound by Z. Randolph
4:32.0,,,27-31,,K. Koufos misses 2-pt shot at rim
4:30.0,Defensive rebound by S. Ibaka,,27-31,,
4:30.0,Turnover by S. Ibaka (lost ball; steal by T. Allen),,27-31,,
4:30.0,,,27-31,,Shooting foul by S. Adams (drawn by Z. Randolph)
4:30.0,,,27-31,,M. Conley enters the game for B. Udrih
4:30.0,A. Morrow enters the game for D. Waiters,,27-31,,
4:30.0,,,27-32,1,Z. Randolph makes free throw 1 of 2
4:30.0,K. Perkins enters the game for S. Adams,,27-32,,
4:30.0,,,27-33,1,Z. Randolph makes free throw 2 of 2
4:16.0,R. Westbrook makes 2-pt shot at rim (assist by K. Perkins),2,29-33,,
3:54.0,,,29-35,2,J. Green makes 2-pt shot from 11 ft
3:34.0,K. Durant makes 2-pt shot from 8 ft,2,31-35,,
3:23.0,,,31-37,2,T. Allen makes 2-pt shot from 1 ft
3:16.0,Shooting foul by T. Allen (drawn by S. Ibaka),,31-37,,
3:16.0,S. Ibaka makes free throw 1 of 2,1,32-37,,
3:16.0,,,32-37,,C. Lee enters the game for T. Allen
3:16.0,,,32-37,,M. Gasol enters the game for K. Koufos
3:16.0,S. Ibaka makes free throw 2 of 2,1,33-37,,
2:58.0,,,33-37,,M. Conley misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by K. Perkins,,33-37,,
2:50.0,,,33-37,,Memphis full timeout
2:43.0,R. Westbrook misses 2-pt shot from 14 ft,,33-37,,
2:41.0,,,33-37,,Defensive rebound by Z. Randolph
2:31.0,,,33-39,2,C. Lee makes 2-pt shot at rim (assist by J. Green)
2:16.0,K. Durant misses 2-pt shot from 16 ft,,33-39,,
2:15.0,Offensive rebound by S. Ibaka,,33-39,,
2:15.0,Shooting foul by M. Conley (drawn by S. Ibaka),,33-39,,
2:15.0,S. Ibaka makes free throw 1 of 2,1,34-39,,
2:15.0,S. Ibaka makes free throw 2 of 2,1,35-39,,
2:06.0,Personal foul by R. Westbrook (drawn by M. Conley),,35-39,,
1:53.0,,,35-42,3,C. Lee makes 3-pt shot from 24 ft (assist by Z. Randolph)
1:35.0,K. Durant misses 2-pt shot from 20 ft,,35-42,,
1:33.0,,,35-42,,Defensive rebound by Z. Randolph
1:20.0,,,35-42,,J. Green misses 2-pt shot from 1 ft
1:18.0,,,35-42,,Offensive rebound by Z. Randolph
1:18.0,,,35-42,,Z. Randolph misses 2-pt shot from 1 ft
1:16.0,,,35-42,,Offensive rebound by Z. Randolph
1:16.0,,,35-42,,Z. Randolph misses 2-pt shot from 2 ft (block by K. Perkins)
1:16.0,,,35-42,,Offensive rebound by Z. Randolph
1:16.0,,,35-42,,Shooting foul by A. Morrow (drawn by Z. Randolph)
1:16.0,,,35-42,,Z. Randolph misses free throw 1 of 2
1:16.0,,,35-42,,Offensive rebound by Team
1:16.0,,,35-43,1,Z. Randolph makes free throw 2 of 2
1:10.0,,,35-43,,Personal foul by J. Green (drawn by K. Durant)
1:10.0,K. Durant makes free throw 1 of 2,1,36-43,,
1:10.0,K. Durant makes free throw 2 of 2,1,37-43,,
0:47.0,,,37-43,,M. Gasol misses 2-pt shot from 7 ft
0:44.0,Defensive rebound by R. Westbrook,,37-43,,
0:40.0,A. Morrow misses 3-pt shot from 22 ft,,37-43,,
0:39.0,Offensive rebound by K. Perkins,,37-43,,
0:32.0,A. Morrow makes 3-pt shot from 22 ft (assist by K. Perkins),3,40-43,,
0:14.0,,,40-43,,Shooting foul by S. Ibaka (drawn by M. Gasol)
0:14.0,,,40-44,1,M. Gasol makes free throw 1 of 2
0:14.0,,,40-44,,T. Allen enters the game for Z. Randolph
0:14.0,,,40-45,1,M. Gasol makes free throw 2 of 2
0:14.0,Oklahoma City full timeout,,40-45,,
0:14.0,D. Waiters enters the game for K. Perkins,,40-45,,
0:02.0,Turnover by K. Durant (bad pass; steal by C. Lee),,40-45,,
0:01.0,,,40-45,,C. Lee misses 3-pt shot from 46 ft
0:00.0,,,40-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,S. Ibaka misses 3-pt shot from 25 ft,,40-45,,
11:42.0,Offensive rebound by S. Adams,,40-45,,
11:40.0,S. Adams makes 2-pt shot at rim,2,42-45,,
11:15.0,,,42-45,,Z. Randolph misses 2-pt shot from 20 ft
11:14.0,Defensive rebound by R. Westbrook,,42-45,,
11:04.0,K. Durant misses 3-pt shot from 25 ft,,42-45,,
11:03.0,,,42-45,,Defensive rebound by M. Gasol
10:40.0,,,42-47,2,Z. Randolph makes 2-pt shot from 7 ft (assist by M. Conley)
10:30.0,,,42-47,,Personal foul by J. Green (drawn by K. Durant)
10:21.0,,,42-47,,Violation by M. Gasol (kicked ball)
10:07.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,44-47,,
9:43.0,,,44-47,,Z. Randolph misses 2-pt shot from 14 ft
9:42.0,Defensive rebound by A. Roberson,,44-47,,
9:35.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,46-47,,
9:20.0,,,46-49,2,M. Gasol makes 2-pt shot from 5 ft
9:20.0,,,46-49,,Shooting foul by S. Ibaka (drawn by M. Gasol)
9:20.0,,,46-50,1,M. Gasol makes free throw 1 of 1
9:07.0,Shooting foul by C. Lee (drawn by R. Westbrook),,46-50,,
9:07.0,R. Westbrook makes free throw 1 of 2,1,47-50,,
9:07.0,R. Westbrook makes free throw 2 of 2,1,48-50,,
9:00.0,,,48-50,,M. Conley misses 2-pt shot from 1 ft
8:58.0,,,48-50,,Offensive rebound by Team
8:55.0,,,48-50,,Turnover by Z. Randolph (bad pass; steal by S. Ibaka)
8:46.0,R. Westbrook misses 2-pt shot from 16 ft,,48-50,,
8:42.0,,,48-50,,Defensive rebound by Z. Randolph
8:36.0,,,48-52,2,M. Gasol makes 2-pt shot from 22 ft (assist by M. Conley)
8:30.0,Oklahoma City full timeout,,48-52,,
8:12.0,A. Roberson makes 3-pt shot from 26 ft (assist by K. Durant),3,51-52,,
7:54.0,,,51-54,2,J. Green makes 2-pt shot from 1 ft (assist by M. Gasol)
7:41.0,K. Durant makes 2-pt shot from 19 ft,2,53-54,,
7:28.0,,,53-54,,Turnover by M. Conley (lost ball; steal by K. Durant)
7:24.0,Turnover by K. Durant (bad pass; steal by C. Lee),,53-54,,
7:18.0,,,53-56,2,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol)
7:18.0,,,53-56,,Shooting foul by A. Roberson (drawn by Z. Randolph)
7:18.0,,,53-57,1,Z. Randolph makes free throw 1 of 1
6:58.0,S. Adams misses 2-pt shot from 8 ft,,53-57,,
6:55.0,,,53-57,,Defensive rebound by M. Gasol
6:45.0,,,53-57,,J. Green misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by Team,,53-57,,
6:32.0,R. Westbrook misses 2-pt shot from 22 ft,,53-57,,
6:31.0,,,53-57,,Defensive rebound by M. Gasol
6:12.0,,,53-59,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol)
6:12.0,Violation by R. Westbrook (def goaltending),,53-59,,
5:51.0,Turnover by R. Westbrook (step out of bounds),,53-59,,
5:36.0,D. Waiters enters the game for A. Roberson,,53-59,,
5:32.0,,,53-59,,M. Conley misses 2-pt shot from 5 ft
5:30.0,Defensive rebound by S. Ibaka,,53-59,,
5:19.0,S. Ibaka misses 2-pt shot from 20 ft,,53-59,,
5:18.0,,,53-59,,Defensive rebound by Team
5:00.0,,,53-61,2,Z. Randolph makes 2-pt shot at rim (assist by J. Green)
5:00.0,Oklahoma City full timeout,,53-61,,
4:51.0,Turnover by R. Westbrook (bad pass; steal by M. Gasol),,53-61,,
4:35.0,,,53-61,,Turnover by J. Green (bad pass)
4:21.0,K. Durant misses 3-pt shot from 25 ft,,53-61,,
4:20.0,,,53-61,,Defensive rebound by C. Lee
4:08.0,,,53-61,,Z. Randolph misses 2-pt shot from 3 ft (block by S. Adams)
4:06.0,,,53-61,,Offensive rebound by Z. Randolph
4:06.0,,,53-63,2,Z. Randolph makes 2-pt shot at rim
3:54.0,S. Ibaka makes 2-pt shot from 20 ft (assist by R. Westbrook),2,55-63,,
3:30.0,,,55-63,,M. Conley misses 2-pt shot from 17 ft
3:30.0,Defensive rebound by K. Durant,,55-63,,
3:21.0,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant),3,58-63,,
3:01.0,,,58-63,,C. Lee misses 2-pt shot from 8 ft
3:00.0,Defensive rebound by D. Waiters,,58-63,,
2:40.0,K. Durant misses 2-pt shot from 11 ft,,58-63,,
2:39.0,Offensive rebound by S. Ibaka,,58-63,,
2:39.0,,,58-63,,Loose ball foul by Z. Randolph (drawn by S. Ibaka)
2:39.0,,,58-63,,Memphis full timeout
2:39.0,,,58-63,,T. Allen enters the game for C. Lee
2:39.0,,,58-63,,B. Udrih enters the game for M. Conley
2:39.0,N. Collison enters the game for S. Ibaka,,58-63,,
2:39.0,R. Jackson enters the game for R. Westbrook,,58-63,,
2:27.0,K. Durant misses 2-pt shot from 11 ft,,58-63,,
2:25.0,Offensive rebound by N. Collison,,58-63,,
2:21.0,Shooting foul by M. Gasol (drawn by K. Durant),,58-63,,
2:21.0,K. Durant makes free throw 1 of 2,1,59-63,,
2:21.0,K. Durant makes free throw 2 of 2,1,60-63,,
2:02.0,,,60-63,,M. Gasol misses 2-pt shot at rim
2:01.0,,,60-63,,Offensive rebound by T. Allen
1:59.0,,,60-63,,T. Allen misses 2-pt shot from 5 ft
1:57.0,,,60-63,,Offensive rebound by T. Allen
1:56.0,,,60-63,,Turnover by T. Allen (traveling)
1:56.0,,,60-63,,Violation by Team (delay of game)
1:46.0,K. Durant misses 3-pt shot from 25 ft,,60-63,,
1:45.0,,,60-63,,Defensive rebound by M. Gasol
1:30.0,,,60-63,,J. Green misses 3-pt shot from 24 ft
1:29.0,,,60-63,,Offensive rebound by B. Udrih
1:20.0,,,60-65,2,Z. Randolph makes 2-pt shot from 2 ft
1:20.0,,,60-65,,Shooting foul by N. Collison (drawn by Z. Randolph)
1:20.0,,,60-65,,N. Calathes enters the game for J. Green
1:20.0,,,60-66,1,Z. Randolph makes free throw 1 of 1
0:58.0,D. Waiters misses 2-pt shot from 21 ft,,60-66,,
0:56.0,,,60-66,,Defensive rebound by T. Allen
0:50.0,,,60-68,2,M. Gasol makes 2-pt shot from 22 ft (assist by N. Calathes)
0:32.0,D. Waiters misses 2-pt shot from 4 ft,,60-68,,
0:30.0,,,60-68,,Defensive rebound by Z. Randolph
0:12.0,K. Perkins enters the game for S. Adams,,60-68,,
0:07.0,,,60-68,,N. Calathes misses 2-pt shot from 17 ft
0:06.0,Defensive rebound by K. Durant,,60-68,,
0:01.0,R. Jackson makes 2-pt shot from 1 ft (assist by K. Durant),2,62-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,Personal foul by K. Perkins (drawn by Z. Randolph),,62-68,,
11:37.0,,,62-68,,Z. Randolph misses 2-pt shot from 13 ft
11:35.0,,,62-68,,Offensive rebound by M. Gasol
11:27.0,,,62-68,,M. Gasol misses 2-pt shot from 13 ft
11:26.0,,,62-68,,Offensive rebound by Z. Randolph
11:13.0,,,62-70,2,B. Udrih makes 2-pt shot from 20 ft (assist by Z. Randolph)
10:58.0,Turnover by R. Jackson (lost ball; steal by B. Udrih),,62-70,,
10:56.0,,,62-70,,Shooting foul by R. Jackson (drawn by T. Allen)
10:56.0,,,62-70,,T. Allen misses free throw 1 of 2
10:56.0,,,62-70,,Offensive rebound by Team
10:56.0,,,62-70,,K. Koufos enters the game for M. Gasol
10:56.0,,,62-71,1,T. Allen makes free throw 2 of 2
10:48.0,,,62-71,,Personal foul by Z. Randolph (drawn by N. Collison)
10:33.0,Turnover by R. Jackson (lost ball; steal by N. Calathes),,62-71,,
10:15.0,,,62-71,,K. Koufos misses 2-pt shot from 7 ft
10:14.0,Defensive rebound by R. Jackson,,62-71,,
10:14.0,,,62-71,,Loose ball foul by T. Allen (drawn by R. Jackson)
9:57.0,Turnover by N. Collison (lost ball; steal by N. Calathes),,62-71,,
9:53.0,,,62-73,2,N. Calathes makes 2-pt shot from 1 ft (assist by T. Allen)
9:53.0,Oklahoma City full timeout,,62-73,,
9:31.0,A. Morrow misses 2-pt shot from 13 ft (block by N. Calathes),,62-73,,
9:29.0,,,62-73,,Defensive rebound by Z. Randolph
9:29.0,,,62-73,,Turnover by Z. Randolph (bad pass)
9:26.0,A. Morrow misses 2-pt shot from 19 ft,,62-73,,
9:25.0,,,62-73,,Defensive rebound by Z. Randolph
9:07.0,,,62-73,,Turnover by T. Allen (lost ball; steal by D. Waiters)
8:49.0,N. Collison misses 2-pt shot from 7 ft,,62-73,,
8:46.0,Offensive rebound by A. Morrow,,62-73,,
8:46.0,A. Morrow makes 2-pt shot at rim,2,64-73,,
8:30.0,Personal foul by K. Perkins (drawn by Z. Randolph),,64-73,,
8:30.0,,,64-73,,J. Leuer enters the game for Z. Randolph
8:30.0,K. Durant enters the game for N. Collison,,64-73,,
8:24.0,,,64-73,,K. Koufos misses 2-pt shot from 8 ft
8:22.0,Defensive rebound by K. Durant,,64-73,,
8:21.0,Turnover by K. Durant (lost ball; steal by K. Koufos),,64-73,,
8:19.0,,,64-75,2,K. Koufos makes 2-pt shot from 6 ft
8:08.0,Offensive foul by R. Jackson,,64-75,,
8:08.0,Turnover by R. Jackson (offensive foul),,64-75,,
8:08.0,R. Westbrook enters the game for R. Jackson,,64-75,,
7:56.0,Personal foul by D. Waiters (drawn by B. Udrih),,64-75,,
7:47.0,,,64-75,,T. Allen misses 2-pt shot at rim
7:45.0,,,64-75,,Offensive rebound by K. Koufos
7:45.0,,,64-75,,K. Koufos misses 2-pt shot at rim
7:44.0,,,64-75,,Offensive rebound by K. Koufos
7:44.0,,,64-75,,K. Koufos misses 2-pt shot at rim
7:41.0,Defensive rebound by K. Perkins,,64-75,,
7:37.0,A. Morrow misses 2-pt shot from 2 ft,,64-75,,
7:35.0,,,64-75,,Defensive rebound by T. Allen
7:35.0,Personal take foul by R. Westbrook (drawn by T. Allen),,64-75,,
7:35.0,,,64-76,1,T. Allen makes free throw 1 of 2
7:35.0,,,64-77,1,T. Allen makes free throw 2 of 2
7:17.0,Turnover by D. Waiters (traveling),,64-77,,
7:05.0,,,64-77,,Turnover by K. Koufos (offensive foul)
7:05.0,,,64-77,,Offensive foul by K. Koufos
7:05.0,S. Ibaka enters the game for K. Perkins,,64-77,,
6:55.0,S. Ibaka misses 2-pt shot from 7 ft,,64-77,,
6:55.0,,,64-77,,Defensive rebound by Team
6:46.0,,,64-79,2,N. Calathes makes 2-pt shot at rim (assist by B. Udrih)
6:45.0,Oklahoma City full timeout,,64-79,,
6:21.0,Turnover by Team (shot clock),,64-79,,
6:07.0,,,64-79,,B. Udrih misses 2-pt shot from 11 ft
6:06.0,Defensive rebound by D. Waiters,,64-79,,
5:55.0,K. Durant makes 2-pt shot from 12 ft,2,66-79,,
5:36.0,,,66-79,,N. Calathes misses 2-pt shot from 18 ft
5:34.0,Defensive rebound by S. Ibaka,,66-79,,
5:24.0,,,66-79,,M. Conley enters the game for B. Udrih
5:24.0,,,66-79,,J. Green enters the game for N. Calathes
5:17.0,S. Ibaka makes 2-pt shot from 9 ft,2,68-79,,
4:53.0,,,68-79,,J. Green misses 2-pt shot from 6 ft
4:49.0,Defensive rebound by R. Westbrook,,68-79,,
4:47.0,Turnover by R. Westbrook (lost ball; steal by T. Allen),,68-79,,
4:47.0,,,68-79,,Memphis full timeout
4:47.0,,,68-79,,M. Gasol enters the game for J. Leuer
4:47.0,,,68-79,,Z. Randolph enters the game for K. Koufos
4:26.0,,,68-81,2,M. Gasol makes 2-pt shot from 3 ft (assist by Z. Randolph)
4:13.0,K. Durant misses 3-pt shot from 25 ft (block by J. Green),,68-81,,
4:10.0,,,68-81,,Defensive rebound by M. Gasol
3:55.0,S. Adams enters the game for A. Morrow,,68-81,,
3:52.0,,,68-81,,M. Gasol misses 2-pt shot from 19 ft
3:51.0,Defensive rebound by K. Durant,,68-81,,
3:44.0,Shooting foul by Z. Randolph (drawn by S. Adams),,68-81,,
3:44.0,S. Adams misses free throw 1 of 2,,68-81,,
3:44.0,Offensive rebound by Team,,68-81,,
3:44.0,S. Adams misses free throw 2 of 2,,68-81,,
3:42.0,Offensive rebound by S. Ibaka,,68-81,,
3:38.0,K. Durant misses 3-pt shot from 26 ft,,68-81,,
3:36.0,,,68-81,,Defensive rebound by M. Gasol
3:14.0,,,68-81,,M. Gasol misses 2-pt shot from 16 ft
3:12.0,,,68-81,,Offensive rebound by Z. Randolph
