time,Miami,pts.away,score,pts.home,Cleveland
5:26.0,Offensive rebound by H. Whiteside,,14-16,,
5:23.0,H. Whiteside misses 2-pt shot at rim (block by K. Love),,14-16,,
5:22.0,,,14-16,,Defensive rebound by K. Love
5:18.0,,,14-18,2,T. Mozgov makes 2-pt shot at rim (assist by J. Smith)
5:00.0,C. Bosh misses 2-pt shot from 18 ft,,14-18,,
5:00.0,Offensive rebound by Team,,14-18,,
5:00.0,,,14-18,,Loose ball foul by J. Smith (drawn by L. Deng)
5:00.0,D. Granger enters the game for C. Bosh,,14-18,,
4:46.0,Turnover by L. Deng (lost ball),,14-18,,
4:35.0,Personal foul by D. Granger (drawn by K. Love),,14-18,,
4:35.0,,,14-18,,T. Thompson enters the game for T. Mozgov
4:27.0,,,14-20,2,K. Love makes 2-pt shot from 6 ft (assist by J. Smith)
4:16.0,M. Chalmers misses 3-pt shot from 22 ft,,14-20,,
4:15.0,,,14-20,,Defensive rebound by K. Love
4:10.0,,,14-22,2,J. Smith makes 2-pt shot at rim (assist by K. Love)
3:52.0,Turnover by H. Whiteside (3 sec),,14-22,,
3:52.0,N. Cole enters the game for S. Napier,,14-22,,
3:52.0,,,14-22,,L. James enters the game for J. Smith
3:42.0,Personal foul by D. Granger (drawn by K. Love),,14-22,,
3:42.0,C. Andersen enters the game for H. Whiteside,,14-22,,
3:42.0,C. Bosh enters the game for D. Granger,,14-22,,
3:35.0,,,14-25,3,I. Shumpert makes 3-pt shot from 22 ft (assist by K. Love)
3:16.0,,,14-25,,Personal foul by L. James (drawn by M. Chalmers)
3:06.0,C. Bosh makes 2-pt shot from 5 ft,2,16-25,,
2:59.0,Personal foul by N. Cole (drawn by K. Irving),,16-25,,
2:59.0,,,16-25,,Cleveland full timeout
2:52.0,,,16-28,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
2:29.0,N. Cole makes 2-pt shot from 8 ft (assist by C. Bosh),2,18-28,,
2:06.0,,,18-30,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Love)
2:06.0,,,18-30,,Shooting foul by M. Chalmers (drawn by T. Thompson)
2:06.0,D. Granger enters the game for L. Deng,,18-30,,
2:06.0,,,18-30,,T. Mozgov enters the game for K. Love
2:06.0,T. Johnson enters the game for M. Chalmers,,18-30,,
2:06.0,,,18-31,1,T. Thompson makes free throw 1 of 1
1:47.0,D. Granger misses 3-pt shot from 24 ft,,18-31,,
1:46.0,,,18-31,,Defensive rebound by K. Irving
1:34.0,,,18-33,2,T. Thompson makes 2-pt shot from 4 ft (assist by L. James)
1:20.0,Turnover by C. Bosh (bad pass; steal by K. Irving),,18-33,,
1:00.0,,,18-36,3,K. Irving makes 3-pt shot from 23 ft (assist by L. James)
0:41.0,Turnover by N. Cole (lost ball; steal by L. James),,18-36,,
0:37.0,,,18-38,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:21.0,C. Bosh makes 2-pt shot from 18 ft,2,20-38,,
0:04.0,,,20-38,,L. James misses 2-pt shot from 6 ft
0:01.0,Defensive rebound by T. Johnson,,20-38,,
0:00.0,T. Johnson makes 3-pt shot from 41 ft,3,23-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,23-38,,Turnover by L. James (bad pass; steal by N. Cole)
11:26.0,,,23-38,,Personal foul by T. Mozgov (drawn by C. Andersen)
11:19.0,N. Cole misses 3-pt shot from 25 ft,,23-38,,
11:18.0,,,23-38,,Defensive rebound by L. James
11:09.0,,,23-40,2,T. Thompson makes 2-pt shot from 10 ft (assist by L. James)
10:47.0,C. Andersen makes 2-pt shot from 16 ft (assist by T. Johnson),2,25-40,,
10:29.0,,,25-43,3,I. Shumpert makes 3-pt shot from 24 ft (assist by M. Dellavedova)
10:12.0,T. Johnson misses 2-pt shot from 4 ft (block by T. Mozgov),,25-43,,
10:10.0,,,25-43,,Defensive rebound by L. James
10:09.0,,,25-45,2,L. James makes 2-pt shot from 1 ft
10:09.0,,,25-45,,Shooting foul by C. Bosh (drawn by L. James)
10:09.0,,,25-46,1,L. James makes free throw 1 of 1
10:05.0,Miami full timeout,,25-46,,
10:05.0,,,25-46,,K. Love enters the game for T. Mozgov
9:57.0,N. Cole misses 2-pt shot from 15 ft,,25-46,,
9:56.0,,,25-46,,Defensive rebound by K. Love
9:50.0,,,25-48,2,L. James makes 2-pt shot at rim
9:27.0,C. Bosh misses 2-pt shot from 11 ft,,25-48,,
9:25.0,,,25-48,,Defensive rebound by K. Love
9:16.0,,,25-48,,Shooting foul by T. Johnson (drawn by L. James)
9:16.0,,,25-49,1,L. James makes free throw 1 of 2
9:16.0,L. Deng enters the game for D. Granger,,25-49,,
9:16.0,M. Chalmers enters the game for N. Cole,,25-49,,
9:16.0,,,25-50,1,L. James makes free throw 2 of 2
8:58.0,T. Johnson misses 2-pt shot from 21 ft,,25-50,,
8:57.0,,,25-50,,Defensive rebound by T. Thompson
8:50.0,,,25-50,,L. James misses 2-pt shot at rim
8:48.0,Defensive rebound by L. Deng,,25-50,,
8:38.0,Shooting foul by I. Shumpert (drawn by M. Chalmers),,25-50,,
8:38.0,M. Chalmers makes free throw 1 of 2,1,26-50,,
8:38.0,M. Chalmers misses free throw 2 of 2,,26-50,,
8:38.0,,,26-50,,Defensive rebound by T. Thompson
8:18.0,,,26-52,2,T. Thompson makes 2-pt shot from 4 ft (assist by M. Dellavedova)
8:11.0,,,26-52,,Personal foul by I. Shumpert (drawn by T. Johnson)
8:11.0,,,26-52,,J. Smith enters the game for L. James
8:11.0,,,26-52,,K. Irving enters the game for I. Shumpert
7:58.0,Shooting foul by T. Thompson (drawn by C. Bosh),,26-52,,
7:58.0,C. Bosh makes free throw 1 of 2,1,27-52,,
7:58.0,H. Whiteside enters the game for C. Andersen,,27-52,,
7:58.0,C. Bosh makes free throw 2 of 2,1,28-52,,
7:34.0,,,28-52,,M. Dellavedova misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by L. Deng,,28-52,,
7:24.0,H. Whiteside makes 2-pt shot at rim (assist by M. Chalmers),2,30-52,,
7:11.0,,,30-54,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
6:56.0,C. Bosh misses 3-pt shot from 24 ft,,30-54,,
6:54.0,,,30-54,,Defensive rebound by K. Irving
6:49.0,,,30-54,,Turnover by K. Irving (lost ball)
6:49.0,,,30-54,,T. Mozgov enters the game for T. Thompson
6:30.0,M. Chalmers misses 2-pt shot from 7 ft,,30-54,,
6:30.0,,,30-54,,Defensive rebound by Team
6:30.0,U. Haslem enters the game for C. Bosh,,30-54,,
6:15.0,,,30-54,,J. Smith misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by L. Deng,,30-54,,
5:58.0,H. Whiteside makes 2-pt shot at rim (assist by U. Haslem),2,32-54,,
5:45.0,,,32-54,,K. Irving misses 3-pt shot from 24 ft
5:44.0,Defensive rebound by H. Whiteside,,32-54,,
5:30.0,H. Whiteside makes 2-pt shot from 7 ft,2,34-54,,
5:21.0,,,34-54,,Cleveland full timeout
5:21.0,S. Napier enters the game for T. Johnson,,34-54,,
5:07.0,,,34-56,2,T. Mozgov makes 2-pt shot at rim (assist by J. Smith)
4:55.0,,,34-56,,Violation by M. Dellavedova (kicked ball)
4:55.0,,,34-56,,T. Thompson enters the game for K. Love
4:55.0,,,34-56,,L. James enters the game for M. Dellavedova
4:41.0,H. Whiteside misses 2-pt shot from 10 ft,,34-56,,
4:38.0,Offensive rebound by U. Haslem,,34-56,,
4:34.0,M. Chalmers misses 2-pt shot from 2 ft,,34-56,,
4:32.0,,,34-56,,Defensive rebound by T. Thompson
4:22.0,,,34-56,,L. James misses 3-pt shot from 27 ft
4:21.0,Defensive rebound by H. Whiteside,,34-56,,
4:12.0,U. Haslem misses 2-pt shot from 20 ft,,34-56,,
4:11.0,Offensive rebound by Team,,34-56,,
4:11.0,,,34-56,,Loose ball foul by T. Mozgov (drawn by H. Whiteside)
4:11.0,H. Whiteside makes free throw 1 of 2,1,35-56,,
4:11.0,H. Whiteside misses free throw 2 of 2,,35-56,,
4:10.0,,,35-56,,Defensive rebound by T. Thompson
3:54.0,,,35-56,,Turnover by L. James (bad pass; steal by H. Whiteside)
3:50.0,Shooting foul by K. Irving (drawn by U. Haslem),,35-56,,
3:50.0,U. Haslem makes 2-pt shot from 1 ft (assist by S. Napier),2,37-56,,
3:50.0,U. Haslem makes free throw 1 of 1,1,38-56,,
3:38.0,,,38-56,,L. James misses 2-pt shot from 5 ft (block by L. Deng)
3:36.0,Defensive rebound by U. Haslem,,38-56,,
3:31.0,L. Deng makes 3-pt shot from 23 ft (assist by S. Napier),3,41-56,,
3:15.0,,,41-56,,Turnover by L. James (bad pass)
3:04.0,U. Haslem misses 2-pt shot from 17 ft,,41-56,,
3:03.0,,,41-56,,Defensive rebound by T. Mozgov
2:51.0,,,41-56,,L. James misses 2-pt shot from 10 ft
2:49.0,Defensive rebound by U. Haslem,,41-56,,
2:43.0,L. Deng makes 3-pt shot from 24 ft (assist by M. Chalmers),3,44-56,,
2:31.0,,,44-56,,Cleveland full timeout
2:31.0,Official timeout,,44-56,,
2:31.0,,,44-56,,K. Love enters the game for T. Mozgov
2:21.0,,,44-56,,K. Irving misses 2-pt shot from 1 ft
2:18.0,Defensive rebound by S. Napier,,44-56,,
2:13.0,S. Napier makes 2-pt shot from 18 ft,2,46-56,,
1:55.0,,,46-58,2,K. Love makes 2-pt shot from 16 ft
1:29.0,S. Napier misses 3-pt shot from 25 ft,,46-58,,
1:29.0,,,46-58,,Defensive rebound by Team
1:29.0,C. Bosh enters the game for U. Haslem,,46-58,,
1:29.0,T. Johnson enters the game for M. Chalmers,,46-58,,
1:06.0,,,46-58,,L. James misses 3-pt shot from 28 ft
1:05.0,Defensive rebound by C. Bosh,,46-58,,
0:54.0,C. Bosh misses 2-pt shot from 17 ft,,46-58,,
0:53.0,Offensive rebound by H. Whiteside,,46-58,,
0:52.0,H. Whiteside makes 2-pt shot from 1 ft,2,48-58,,
0:52.0,Shooting foul by K. Love (drawn by H. Whiteside),,48-58,,
0:52.0,H. Whiteside misses free throw 1 of 1,,48-58,,
0:51.0,,,48-58,,Defensive rebound by L. James
0:38.0,,,48-58,,K. Love misses 3-pt shot from 24 ft
0:37.0,,,48-58,,Offensive rebound by Team
0:37.0,Loose ball foul by H. Whiteside (drawn by T. Thompson),,48-58,,
0:31.0,,,48-58,,J. Smith misses 3-pt shot from 24 ft
0:29.0,,,48-58,,Offensive rebound by J. Smith
0:14.0,,,48-58,,Shooting foul by H. Whiteside (drawn by L. James)
0:14.0,,,48-59,1,L. James makes free throw 1 of 2
0:14.0,,,48-59,,L. James misses free throw 2 of 2
0:13.0,Defensive rebound by H. Whiteside,,48-59,,
0:10.0,Miami full timeout,,48-59,,
0:10.0,M. Chalmers enters the game for H. Whiteside,,48-59,,
0:10.0,,,48-59,,I. Shumpert enters the game for K. Love
0:01.0,C. Bosh misses 2-pt shot from 1 ft,,48-59,,
0:01.0,Offensive rebound by L. Deng,,48-59,,
0:01.0,L. Deng misses 2-pt shot at rim,,48-59,,
0:00.0,Offensive rebound by Team,,48-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-61,2,K. Irving makes 2-pt shot from 22 ft (assist by K. Love)
11:26.0,C. Bosh misses 2-pt shot from 15 ft,,48-61,,
11:25.0,,,48-61,,Defensive rebound by L. James
11:08.0,,,48-61,,K. Irving misses 2-pt shot from 12 ft
11:06.0,Defensive rebound by H. Whiteside,,48-61,,
10:57.0,M. Chalmers misses 2-pt shot from 12 ft,,48-61,,
10:55.0,,,48-61,,Defensive rebound by L. James
10:49.0,,,48-61,,K. Love misses 3-pt shot from 24 ft
10:48.0,,,48-61,,Offensive rebound by K. Love
10:48.0,,,48-61,,Shooting foul by H. Whiteside (drawn by K. Love)
10:48.0,,,48-61,,K. Love misses free throw 1 of 2
10:48.0,,,48-61,,Offensive rebound by Team
10:48.0,,,48-62,1,K. Love makes free throw 2 of 2
10:44.0,Turnover by S. Napier (bad pass; steal by J. Smith),,48-62,,
10:39.0,,,48-62,,Turnover by J. Smith (bad pass; steal by L. Deng)
10:32.0,M. Chalmers misses 2-pt shot from 10 ft,,48-62,,
10:31.0,,,48-62,,Defensive rebound by K. Love
10:22.0,,,48-64,2,T. Mozgov makes 2-pt shot from 1 ft (assist by J. Smith)
9:57.0,M. Chalmers misses 2-pt shot from 2 ft,,48-64,,
9:56.0,Offensive rebound by H. Whiteside,,48-64,,
9:56.0,H. Whiteside misses 2-pt shot at rim,,48-64,,
9:54.0,Offensive rebound by H. Whiteside,,48-64,,
9:51.0,H. Whiteside misses 2-pt shot from 3 ft,,48-64,,
9:49.0,,,48-64,,Defensive rebound by L. James
9:48.0,,,48-64,,Cleveland full timeout
9:48.0,,,48-64,,T. Thompson enters the game for K. Love
9:41.0,,,48-66,2,L. James makes 2-pt shot at rim
9:25.0,C. Bosh misses 3-pt shot from 24 ft,,48-66,,
9:24.0,,,48-66,,Defensive rebound by J. Smith
9:15.0,,,48-68,2,L. James makes 2-pt shot from 21 ft
9:13.0,Miami full timeout,,48-68,,
8:56.0,M. Chalmers misses 3-pt shot from 23 ft,,48-68,,
8:54.0,Offensive rebound by L. Deng,,48-68,,
8:39.0,S. Napier misses 3-pt shot from 26 ft,,48-68,,
8:38.0,,,48-68,,Defensive rebound by J. Smith
8:28.0,Personal foul by H. Whiteside (drawn by L. James),,48-68,,
8:28.0,C. Andersen enters the game for H. Whiteside,,48-68,,
8:16.0,,,48-68,,Turnover by L. James (bad pass; steal by C. Bosh)
8:05.0,,,48-68,,Technical foul by T. Mozgov
8:05.0,C. Bosh misses technical free throw,,48-68,,
8:05.0,Offensive rebound by Team,,48-68,,
7:55.0,L. Deng makes 3-pt shot from 24 ft (assist by C. Bosh),3,51-68,,
7:31.0,,,51-70,2,J. Smith makes 2-pt shot from 17 ft
7:17.0,L. Deng misses 2-pt shot from 12 ft,,51-70,,
7:16.0,,,51-70,,Defensive rebound by L. James
7:07.0,,,51-70,,Turnover by T. Thompson (traveling)
6:45.0,M. Chalmers makes 3-pt shot from 23 ft (assist by S. Napier),3,54-70,,
6:31.0,,,54-73,3,K. Irving makes 3-pt shot from 25 ft
6:12.0,C. Bosh misses 3-pt shot from 24 ft,,54-73,,
6:11.0,,,54-73,,Defensive rebound by T. Mozgov
5:59.0,,,54-75,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
5:38.0,Turnover by M. Chalmers (bad pass; steal by J. Smith),,54-75,,
5:17.0,,,54-75,,L. James misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by L. Deng,,54-75,,
5:02.0,C. Bosh makes 3-pt shot from 23 ft (assist by L. Deng),3,57-75,,
4:48.0,,,57-75,,Turnover by K. Irving (bad pass; steal by C. Andersen)
4:39.0,L. Deng makes 2-pt shot from 9 ft (assist by S. Napier),2,59-75,,
4:12.0,,,59-75,,Turnover by J. Smith (lost ball; steal by M. Chalmers)
4:06.0,M. Chalmers misses 2-pt shot from 11 ft,,59-75,,
4:03.0,,,59-75,,Defensive rebound by L. James
3:56.0,,,59-75,,J. Smith misses 2-pt shot at rim (block by C. Andersen)
3:53.0,Defensive rebound by C. Andersen,,59-75,,
3:53.0,,,59-75,,Technical foul by J. Smith
3:53.0,M. Chalmers makes technical free throw,1,60-75,,
3:53.0,T. Johnson enters the game for S. Napier,,60-75,,
3:53.0,,,60-75,,I. Shumpert enters the game for L. James
3:34.0,M. Chalmers makes 3-pt shot from 23 ft (assist by C. Bosh),3,63-75,,
3:13.0,,,63-75,,K. Irving misses 3-pt shot from 27 ft
3:12.0,,,63-75,,Offensive rebound by T. Thompson
3:09.0,,,63-75,,Turnover by T. Thompson (lost ball; steal by M. Chalmers)
2:58.0,,,63-75,,Personal foul by I. Shumpert (drawn by M. Chalmers)
2:58.0,N. Cole enters the game for L. Deng,,63-75,,
2:49.0,C. Bosh misses 2-pt shot from 12 ft,,63-75,,
2:47.0,,,63-75,,Defensive rebound by J. Smith
2:41.0,Violation by C. Andersen (def goaltending),,63-75,,
2:41.0,,,63-77,2,I. Shumpert makes 2-pt shot at rim (assist by J. Smith)
2:41.0,,,63-77,,Shooting foul by T. Johnson (drawn by I. Shumpert)
2:41.0,,,63-77,,I. Shumpert misses free throw 1 of 1
2:35.0,Defensive rebound by C. Andersen,,63-77,,
2:18.0,T. Johnson misses 2-pt shot from 13 ft,,63-77,,
2:17.0,,,63-77,,Defensive rebound by T. Thompson
2:06.0,,,63-79,2,T. Mozgov makes 2-pt shot from 4 ft (assist by K. Irving)
1:46.0,C. Bosh makes 2-pt shot from 14 ft (assist by C. Andersen),2,65-79,,
1:26.0,,,65-81,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
0:59.0,Turnover by M. Chalmers (bad pass; steal by I. Shumpert),,65-81,,
0:53.0,,,65-81,,Shooting foul by T. Johnson (drawn by T. Mozgov)
0:53.0,,,65-82,1,T. Mozgov makes free throw 1 of 2
0:53.0,U. Haslem enters the game for C. Bosh,,65-82,,
0:53.0,,,65-82,,M. Dellavedova enters the game for J. Smith
0:53.0,,,65-83,1,T. Mozgov makes free throw 2 of 2
0:39.0,N. Cole misses 2-pt shot from 12 ft,,65-83,,
0:39.0,Offensive rebound by Team,,65-83,,
0:39.0,,,65-83,,S. Marion enters the game for T. Mozgov
0:36.0,Shooting foul by K. Irving (drawn by M. Chalmers),,65-83,,
0:36.0,M. Chalmers makes free throw 1 of 2,1,66-83,,
0:36.0,M. Chalmers makes free throw 2 of 2,1,67-83,,
0:14.0,,,67-83,,K. Irving misses 2-pt shot from 7 ft
0:11.0,,,67-83,,Offensive rebound by T. Thompson
0:08.0,,,67-85,2,I. Shumpert makes 2-pt shot from 16 ft (assist by M. Dellavedova)
0:00.0,M. Chalmers makes 2-pt shot from 22 ft,2,69-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,L. Deng misses 3-pt shot from 23 ft,,69-85,,
11:36.0,Offensive rebound by Team,,69-85,,
11:36.0,Turnover by Team (shot clock),,69-85,,
11:12.0,,,69-85,,L. James misses 3-pt shot from 39 ft
11:12.0,,,69-85,,Offensive rebound by Team
11:12.0,,,69-85,,Turnover by Team (shot clock)
11:00.0,,,69-85,,Violation by M. Dellavedova (kicked ball)
10:51.0,M. Chalmers makes 2-pt shot from 11 ft,2,71-85,,
10:43.0,,,71-85,,Turnover by T. Thompson (traveling)
10:24.0,L. Deng misses 2-pt shot from 16 ft,,71-85,,
10:22.0,,,71-85,,Defensive rebound by L. James
10:14.0,,,71-85,,Shooting foul by L. Deng (drawn by L. James)
10:14.0,,,71-86,1,L. James makes free throw 1 of 2
10:14.0,,,71-87,1,L. James makes free throw 2 of 2
9:52.0,N. Cole misses 3-pt shot from 25 ft,,71-87,,
9:50.0,Offensive rebound by U. Haslem,,71-87,,
9:47.0,,,71-87,,Shooting block foul by M. Dellavedova (drawn by U. Haslem)
9:47.0,U. Haslem makes free throw 1 of 2,1,72-87,,
9:47.0,U. Haslem makes free throw 2 of 2,1,73-87,,
9:29.0,,,73-87,,L. James misses 2-pt shot from 21 ft
9:28.0,,,73-87,,Offensive rebound by M. Dellavedova
9:19.0,,,73-89,2,S. Marion makes 2-pt shot from 6 ft (assist by M. Dellavedova)
9:19.0,,,73-89,,Shooting foul by U. Haslem (drawn by S. Marion)
9:19.0,,,73-90,1,S. Marion makes free throw 1 of 1
9:10.0,,,73-90,,Personal foul by L. James (drawn by M. Chalmers)
8:55.0,M. Chalmers misses 3-pt shot from 27 ft,,73-90,,
8:54.0,Offensive rebound by N. Cole,,73-90,,
8:43.0,N. Cole makes 2-pt shot from 21 ft,2,75-90,,
8:24.0,,,75-93,3,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James)
8:23.0,Miami full timeout,,75-93,,
8:23.0,H. Whiteside enters the game for M. Chalmers,,75-93,,
8:23.0,C. Bosh enters the game for C. Andersen,,75-93,,
8:23.0,S. Napier enters the game for U. Haslem,,75-93,,
8:02.0,C. Bosh misses 2-pt shot from 10 ft,,75-93,,
8:01.0,,,75-93,,Defensive rebound by S. Marion
7:50.0,,,75-93,,Shooting foul by N. Cole (drawn by T. Thompson)
7:50.0,,,75-93,,T. Thompson misses free throw 1 of 2
7:50.0,,,75-93,,Offensive rebound by Team
7:50.0,,,75-94,1,T. Thompson makes free throw 2 of 2
7:39.0,,,75-94,,Personal foul by M. Dellavedova (drawn by S. Napier)
7:39.0,,,75-94,,T. Mozgov enters the game for S. Marion
7:39.0,Offensive foul by S. Napier,,75-94,,
7:39.0,Turnover by S. Napier (offensive foul),,75-94,,
7:29.0,,,75-96,2,T. Thompson makes 2-pt shot at rim
7:29.0,,,75-96,,Shooting foul by C. Bosh (drawn by T. Thompson)
7:29.0,,,75-97,1,T. Thompson makes free throw 1 of 1
7:10.0,H. Whiteside makes 2-pt shot from 5 ft (assist by N. Cole),2,77-97,,
7:00.0,,,77-97,,J. Smith enters the game for L. James
7:00.0,,,77-97,,K. Irving enters the game for M. Dellavedova
6:50.0,,,77-97,,T. Thompson misses 2-pt shot from 2 ft
6:49.0,Defensive rebound by C. Bosh,,77-97,,
6:49.0,,,77-97,,Personal foul by J. Smith (drawn by S. Napier)
6:38.0,L. Deng misses 2-pt shot from 20 ft,,77-97,,
6:37.0,,,77-97,,Defensive rebound by T. Thompson
6:17.0,,,77-97,,I. Shumpert misses 2-pt shot from 14 ft
6:15.0,,,77-97,,Offensive rebound by T. Mozgov
6:15.0,,,77-97,,T. Mozgov misses 2-pt shot from 1 ft
6:13.0,Defensive rebound by L. Deng,,77-97,,
6:00.0,N. Cole makes 3-pt shot from 26 ft (assist by S. Napier),3,80-97,,
5:45.0,,,80-97,,Offensive foul by T. Thompson
5:45.0,,,80-97,,Turnover by T. Thompson (offensive foul)
5:45.0,Official timeout,,80-97,,
5:31.0,Turnover by S. Napier (bad pass; steal by K. Irving),,80-97,,
5:27.0,,,80-97,,Shooting foul by N. Cole (drawn by K. Irving)
5:27.0,,,80-98,1,K. Irving makes free throw 1 of 2
5:27.0,M. Chalmers enters the game for S. Napier,,80-98,,
5:27.0,,,80-99,1,K. Irving makes free throw 2 of 2
5:17.0,L. Deng misses 2-pt shot from 2 ft,,80-99,,
5:15.0,,,80-99,,Defensive rebound by T. Mozgov
5:07.0,,,80-102,3,J. Smith makes 3-pt shot from 23 ft (assist by K. Irving)
4:53.0,H. Whiteside makes 2-pt shot at rim (assist by M. Chalmers),2,82-102,,
4:30.0,,,82-102,,J. Smith misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by N. Cole,,82-102,,
4:12.0,Shooting foul by T. Thompson (drawn by L. Deng),,82-102,,
4:12.0,L. Deng makes free throw 1 of 2,1,83-102,,
4:12.0,L. Deng makes free throw 2 of 2,1,84-102,,
3:52.0,,,84-102,,I. Shumpert misses 3-pt shot from 22 ft
3:51.0,Defensive rebound by H. Whiteside,,84-102,,
3:46.0,M. Chalmers misses 3-pt shot from 23 ft,,84-102,,
3:45.0,Offensive rebound by H. Whiteside,,84-102,,
3:44.0,Shooting foul by T. Mozgov (drawn by L. Deng),,84-102,,
3:44.0,L. Deng makes free throw 1 of 2,1,85-102,,
3:44.0,L. Deng makes free throw 2 of 2,1,86-102,,
3:25.0,,,86-102,,K. Irving misses 2-pt shot from 1 ft (block by L. Deng)
3:23.0,Defensive rebound by H. Whiteside,,86-102,,
3:13.0,L. Deng misses 2-pt shot at rim,,86-102,,
3:11.0,Offensive rebound by H. Whiteside,,86-102,,
3:11.0,H. Whiteside makes 2-pt shot at rim,2,88-102,,
3:08.0,,,88-102,,Cleveland full timeout
3:08.0,,,88-102,,M. Dellavedova enters the game for I. Shumpert
2:57.0,,,88-102,,T. Mozgov misses 2-pt shot from 8 ft
2:56.0,Defensive rebound by M. Chalmers,,88-102,,
2:38.0,Turnover by M. Chalmers (lost ball; steal by J. Smith),,88-102,,
2:32.0,,,88-104,2,K. Irving makes 2-pt shot at rim (assist by J. Smith)
2:20.0,Shooting foul by T. Mozgov (drawn by C. Bosh),,88-104,,
2:20.0,C. Bosh makes free throw 1 of 2,1,89-104,,
2:20.0,C. Bosh makes free throw 2 of 2,1,90-104,,
