time,Oklahoma City,pts.away,score,pts.home,Dallas
7:02.0,,,94-94,2,R. Rondo makes 2-pt shot from 15 ft
6:43.0,R. Jackson misses 2-pt shot from 18 ft,,94-94,,
6:43.0,,,94-94,,Defensive rebound by Team
6:43.0,Loose ball foul by S. Adams (drawn by C. Villanueva),,94-94,,
6:43.0,S. Ibaka enters the game for N. Collison,,94-94,,
6:29.0,,,94-94,,C. Villanueva misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by S. Adams,,94-94,,
6:18.0,A. Morrow makes 2-pt shot from 20 ft (assist by R. Jackson),2,96-94,,
5:51.0,,,96-94,,C. Villanueva misses 3-pt shot from 22 ft
5:50.0,Defensive rebound by R. Jackson,,96-94,,
5:45.0,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook),2,98-94,,
5:44.0,,,98-94,,Dallas full timeout
5:44.0,,,98-94,,C. Parsons enters the game for G. Smith
5:44.0,,,98-94,,D. Nowitzki enters the game for D. Harris
5:44.0,,,98-94,,M. Ellis enters the game for C. Villanueva
5:38.0,,,98-96,2,M. Ellis makes 2-pt shot from 9 ft
5:17.0,S. Adams misses 2-pt shot from 2 ft (block by D. Nowitzki),,98-96,,
5:16.0,,,98-96,,Defensive rebound by M. Ellis
4:59.0,,,98-96,,C. Parsons misses 3-pt shot from 25 ft
4:59.0,,,98-96,,Offensive rebound by Team
4:59.0,Loose ball foul by S. Ibaka (drawn by D. Nowitzki),,98-96,,
4:59.0,,,98-97,1,D. Nowitzki makes free throw 1 of 2
4:59.0,,,98-98,1,D. Nowitzki makes free throw 2 of 2
4:43.0,R. Westbrook makes 2-pt shot at rim,2,100-98,,
4:27.0,,,100-100,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by M. Ellis)
4:07.0,R. Westbrook makes 2-pt shot from 19 ft (assist by S. Adams),2,102-100,,
3:51.0,,,102-100,,R. Rondo misses 2-pt shot from 9 ft (block by S. Adams)
3:49.0,,,102-100,,Offensive rebound by R. Rondo
3:48.0,,,102-102,2,R. Rondo makes 2-pt shot at rim
3:27.0,A. Roberson enters the game for A. Morrow,,102-102,,
3:25.0,Turnover by R. Westbrook (lost ball; steal by D. Nowitzki),,102-102,,
3:25.0,Personal foul by R. Westbrook (drawn by D. Nowitzki),,102-102,,
3:25.0,,,102-103,1,D. Nowitzki makes free throw 1 of 2
3:25.0,,,102-104,1,D. Nowitzki makes free throw 2 of 2
3:09.0,Turnover by R. Jackson (lost ball),,102-104,,
2:53.0,,,102-106,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by M. Ellis)
2:53.0,Oklahoma City full timeout,,102-106,,
2:53.0,P. Jones enters the game for S. Adams,,102-106,,
2:28.0,R. Jackson makes 3-pt shot from 24 ft,3,105-106,,
2:01.0,,,105-106,,M. Ellis misses 2-pt shot from 5 ft
2:00.0,Defensive rebound by R. Westbrook,,105-106,,
1:57.0,Oklahoma City full timeout,,105-106,,
1:57.0,,,105-106,,D. Harris enters the game for M. Ellis
1:44.0,R. Westbrook misses 2-pt shot from 16 ft,,105-106,,
1:43.0,,,105-106,,Defensive rebound by Team
1:29.0,,,105-108,2,R. Rondo makes 2-pt shot at rim (assist by D. Nowitzki)
1:18.0,R. Westbrook misses 2-pt shot at rim,,105-108,,
1:17.0,,,105-108,,Defensive rebound by D. Nowitzki
1:05.0,Personal foul by R. Westbrook (drawn by D. Nowitzki),,105-108,,
1:05.0,,,105-109,1,D. Nowitzki makes free throw 1 of 2
1:05.0,A. Morrow enters the game for A. Roberson,,105-109,,
1:05.0,,,105-110,1,D. Nowitzki makes free throw 2 of 2
0:51.0,Turnover by R. Westbrook (bad pass; steal by C. Parsons),,105-110,,
0:28.0,,,105-110,,R. Rondo misses 2-pt shot from 4 ft
0:26.0,Defensive rebound by S. Ibaka,,105-110,,
0:15.0,R. Jackson misses 2-pt shot from 6 ft,,105-110,,
0:14.0,Offensive rebound by A. Morrow,,105-110,,
0:12.0,A. Morrow misses 2-pt shot at rim,,105-110,,
0:12.0,,,105-110,,Defensive rebound by Team
0:12.0,,,105-110,,Dallas full timeout
0:09.0,Personal take foul by S. Ibaka (drawn by R. Rondo),,105-110,,
0:09.0,,,105-110,,R. Rondo misses free throw 1 of 2
0:09.0,,,105-110,,Offensive rebound by Team
0:09.0,,,105-110,,C. Villanueva enters the game for D. Nowitzki
0:09.0,,,105-110,,R. Rondo misses free throw 2 of 2
0:09.0,Defensive rebound by R. Westbrook,,105-110,,
0:09.0,Oklahoma City full timeout,,105-110,,
0:05.0,R. Jackson makes 2-pt shot at rim,2,107-110,,
0:01.0,,,107-112,2,C. Parsons makes 2-pt shot at rim (assist by D. Harris)
0:00.0,End of 4th quarter,,,,End of 4th quarter
