time,Cleveland,pts.away,score,pts.home,Brooklyn
0:46.0,,,96-105,1,A. Anderson makes free throw 2 of 2
0:46.0,Cleveland full timeout,,96-105,,
0:46.0,K. Love enters the game for T. Thompson,,96-105,,
0:40.0,L. James makes 2-pt shot at rim (assist by K. Love),2,98-105,,
0:23.0,Personal foul by K. Love (drawn by J. Jack),,98-105,,
0:23.0,T. Thompson enters the game for K. Love,,98-105,,
0:23.0,,,98-106,1,J. Jack makes free throw 1 of 2
0:23.0,,,98-106,,J. Jack misses free throw 2 of 2
0:22.0,Defensive rebound by T. Thompson,,98-106,,
0:22.0,Cleveland full timeout,,98-106,,
0:18.0,K. Irving misses 3-pt shot from 24 ft,,98-106,,
0:17.0,,,98-106,,Defensive rebound by A. Anderson
0:00.0,End of 4th quarter,,,,End of 4th quarter
