time,Boston,pts.away,score,pts.home,Chicago
5:52.0,,,34-35,,T. Gibson misses 2-pt shot from 17 ft
5:50.0,Defensive rebound by A. Bradley,,34-35,,
5:45.0,T. Zeller makes 2-pt shot from 1 ft (assist by A. Bradley),2,36-35,,
5:20.0,,,36-35,,J. Noah misses 2-pt shot from 22 ft
5:19.0,Defensive rebound by T. Zeller,,36-35,,
5:11.0,A. Bradley makes 2-pt shot from 20 ft,2,38-35,,
5:11.0,Shooting foul by A. Brooks (drawn by A. Bradley),,38-35,,
5:11.0,,,38-35,,Chicago full timeout
5:11.0,K. Olynyk enters the game for J. Sullinger,,38-35,,
5:11.0,,,38-35,,P. Gasol enters the game for A. Brooks
5:11.0,,,38-35,,K. Hinrich enters the game for T. Gibson
5:11.0,,,38-35,,M. Dunleavy enters the game for D. McDermott
5:11.0,,,38-35,,J. Butler enters the game for T. Snell
5:11.0,A. Bradley makes free throw 1 of 1,1,39-35,,
4:53.0,,,39-37,2,M. Dunleavy makes 2-pt shot from 3 ft
4:34.0,A. Bradley makes 2-pt shot from 19 ft (assist by T. Zeller),2,41-37,,
4:14.0,,,41-37,,P. Gasol misses 2-pt shot from 14 ft
4:13.0,Defensive rebound by J. Green,,41-37,,
4:05.0,J. Green makes 2-pt shot from 21 ft,2,43-37,,
3:45.0,,,43-37,,K. Hinrich misses 2-pt shot from 20 ft (block by A. Bradley)
3:44.0,Defensive rebound by T. Zeller,,43-37,,
3:37.0,A. Bradley misses 3-pt shot from 25 ft,,43-37,,
3:36.0,,,43-37,,Defensive rebound by Team
3:36.0,G. Wallace enters the game for J. Green,,43-37,,
3:24.0,,,43-37,,K. Hinrich misses 2-pt shot from 5 ft
3:23.0,Defensive rebound by K. Olynyk,,43-37,,
3:07.0,E. Turner misses 2-pt shot from 8 ft,,43-37,,
3:06.0,Offensive rebound by E. Turner,,43-37,,
3:06.0,,,43-37,,Personal foul by M. Dunleavy (drawn by E. Turner)
3:06.0,E. Turner makes free throw 1 of 2,1,44-37,,
3:06.0,J. Sullinger enters the game for T. Zeller,,44-37,,
3:06.0,E. Turner makes free throw 2 of 2,1,45-37,,
2:52.0,,,45-37,,Turnover by P. Gasol (bad pass; steal by A. Bradley)
2:48.0,A. Bradley makes 2-pt shot from 1 ft,2,47-37,,
2:25.0,,,47-39,2,J. Butler makes 2-pt shot from 22 ft (assist by J. Noah)
2:07.0,E. Turner makes 2-pt shot from 11 ft,2,49-39,,
1:45.0,,,49-39,,J. Butler misses 2-pt shot from 1 ft
1:44.0,,,49-39,,Offensive rebound by J. Butler
1:41.0,,,49-41,2,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler)
1:24.0,Shooting foul by J. Noah (drawn by K. Olynyk),,49-41,,
1:24.0,Boston full timeout,,49-41,,
1:24.0,K. Olynyk misses free throw 1 of 2,,49-41,,
1:24.0,Offensive rebound by Team,,49-41,,
1:24.0,K. Olynyk makes free throw 2 of 2,1,50-41,,
1:15.0,,,50-41,,Offensive foul by J. Noah
1:15.0,,,50-41,,Turnover by J. Noah (offensive foul)
1:00.0,E. Turner makes 2-pt shot from 19 ft,2,52-41,,
0:43.0,,,52-41,,P. Gasol misses 2-pt shot from 1 ft
0:42.0,Defensive rebound by G. Wallace,,52-41,,
0:30.0,J. Sullinger makes 2-pt shot from 12 ft,2,54-41,,
0:12.0,,,54-41,,P. Gasol misses 2-pt shot from 5 ft
0:11.0,Defensive rebound by K. Olynyk,,54-41,,
0:03.0,E. Turner misses 3-pt shot from 24 ft,,54-41,,
0:02.0,Offensive rebound by K. Olynyk,,54-41,,
0:02.0,K. Olynyk makes 2-pt shot from 2 ft,2,56-41,,
0:00.0,,,56-41,,J. Butler misses 3-pt shot from 45 ft
0:00.0,,,56-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,E. Turner makes 3-pt shot from 23 ft (assist by J. Sullinger),3,59-41,,
11:30.0,,,59-43,2,P. Gasol makes 2-pt shot from 2 ft (assist by K. Hinrich)
11:12.0,J. Sullinger makes 2-pt shot from 20 ft (assist by E. Turner),2,61-43,,
10:52.0,,,61-45,2,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol)
10:52.0,,,61-45,,Shooting foul by J. Sullinger (drawn by J. Butler)
10:52.0,,,61-46,1,J. Butler makes free throw 1 of 1
10:35.0,J. Sullinger misses 2-pt shot from 22 ft,,61-46,,
10:34.0,,,61-46,,Defensive rebound by K. Hinrich
10:20.0,Personal foul by E. Turner (drawn by P. Gasol),,61-46,,
10:12.0,,,61-46,,Shooting foul by K. Olynyk (drawn by J. Noah)
10:12.0,,,61-47,1,J. Noah makes free throw 1 of 2
10:12.0,,,61-47,,J. Noah misses free throw 2 of 2
10:10.0,Defensive rebound by J. Sullinger,,61-47,,
9:58.0,J. Green misses 3-pt shot from 24 ft,,61-47,,
9:57.0,,,61-47,,Defensive rebound by J. Butler
9:46.0,,,61-47,,K. Hinrich misses 2-pt shot from 19 ft
9:45.0,Defensive rebound by E. Turner,,61-47,,
9:39.0,A. Bradley makes 2-pt shot from 18 ft (assist by E. Turner),2,63-47,,
9:16.0,,,63-47,,K. Hinrich misses 2-pt shot from 21 ft
9:15.0,Defensive rebound by K. Olynyk,,63-47,,
9:04.0,Turnover by E. Turner (bad pass),,63-47,,
8:54.0,,,63-49,2,P. Gasol makes 2-pt shot from 7 ft (assist by K. Hinrich)
8:43.0,E. Turner makes 2-pt shot at rim (assist by J. Green),2,65-49,,
8:16.0,,,65-49,,P. Gasol misses 2-pt shot from 14 ft
8:15.0,Defensive rebound by J. Sullinger,,65-49,,
8:07.0,Turnover by K. Olynyk (bad pass),,65-49,,
7:52.0,,,65-49,,Turnover by J. Noah (bad pass; steal by J. Green)
7:42.0,K. Olynyk misses 3-pt shot from 23 ft,,65-49,,
7:41.0,,,65-49,,Defensive rebound by M. Dunleavy
7:30.0,,,65-49,,K. Hinrich misses 2-pt shot from 13 ft
7:29.0,Defensive rebound by J. Sullinger,,65-49,,
7:20.0,E. Turner makes 2-pt shot from 1 ft (assist by J. Sullinger),2,67-49,,
6:53.0,,,67-49,,M. Dunleavy misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by K. Olynyk,,67-49,,
6:39.0,E. Turner misses 2-pt shot from 15 ft,,67-49,,
6:38.0,,,67-49,,Defensive rebound by J. Noah
6:22.0,,,67-51,2,J. Noah makes 2-pt shot from 19 ft (assist by K. Hinrich)
6:08.0,K. Olynyk makes 2-pt shot at rim,2,69-51,,
5:48.0,,,69-51,,K. Hinrich misses 2-pt shot from 2 ft
5:46.0,Defensive rebound by A. Bradley,,69-51,,
5:42.0,Turnover by A. Bradley (bad pass; steal by J. Butler),,69-51,,
5:33.0,,,69-51,,P. Gasol misses 2-pt shot from 1 ft
5:32.0,,,69-51,,Offensive rebound by J. Noah
5:32.0,,,69-51,,J. Noah misses 2-pt shot from 2 ft
5:31.0,,,69-51,,Offensive rebound by J. Noah
5:31.0,,,69-51,,J. Noah misses 2-pt shot from 2 ft
5:30.0,,,69-51,,Offensive rebound by J. Noah
5:30.0,,,69-53,2,J. Noah makes 2-pt shot from 2 ft
5:15.0,Turnover by J. Sullinger (traveling),,69-53,,
5:15.0,,,69-53,,Chicago full timeout
5:15.0,T. Zeller enters the game for J. Sullinger,,69-53,,
5:15.0,M. Thornton enters the game for A. Bradley,,69-53,,
5:09.0,,,69-53,,A. Brooks enters the game for J. Noah
5:09.0,,,69-53,,T. Gibson enters the game for K. Hinrich
4:53.0,,,69-53,,Shooting foul by T. Zeller (drawn by P. Gasol)
4:53.0,,,69-53,,P. Gasol misses free throw 1 of 2
4:53.0,,,69-53,,Offensive rebound by Team
4:53.0,,,69-54,1,P. Gasol makes free throw 2 of 2
4:40.0,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Green),3,72-54,,
4:23.0,,,72-56,2,P. Gasol makes 2-pt shot from 18 ft (assist by M. Dunleavy)
4:06.0,M. Thornton makes 2-pt shot from 17 ft (assist by T. Zeller),2,74-56,,
3:50.0,,,74-59,3,A. Brooks makes 3-pt shot from 25 ft
3:37.0,M. Thornton makes 3-pt shot from 25 ft,3,77-59,,
3:17.0,,,77-59,,P. Gasol misses 3-pt shot from 23 ft
3:15.0,,,77-59,,Offensive rebound by M. Dunleavy
3:15.0,,,77-61,2,M. Dunleavy makes 2-pt shot from 1 ft
3:03.0,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner),2,79-61,,
2:41.0,,,79-61,,M. Dunleavy misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by T. Zeller,,79-61,,
2:29.0,M. Thornton misses 2-pt shot from 15 ft,,79-61,,
2:28.0,,,79-61,,Defensive rebound by P. Gasol
2:21.0,,,79-61,,J. Butler misses 2-pt shot from 7 ft
2:20.0,Defensive rebound by T. Zeller,,79-61,,
2:15.0,M. Thornton misses 2-pt shot from 2 ft,,79-61,,
2:14.0,,,79-61,,Defensive rebound by M. Dunleavy
2:08.0,,,79-61,,Shooting foul by E. Turner (drawn by P. Gasol)
2:08.0,Boston full timeout,,79-61,,
2:08.0,,,79-61,,D. McDermott enters the game for M. Dunleavy
2:08.0,P. Pressey enters the game for K. Olynyk,,79-61,,
2:08.0,B. Bass enters the game for E. Turner,,79-61,,
2:08.0,,,79-61,,P. Gasol misses free throw 1 of 2
2:08.0,,,79-61,,Offensive rebound by Team
2:08.0,,,79-62,1,P. Gasol makes free throw 2 of 2
1:45.0,J. Green misses 3-pt shot from 26 ft,,79-62,,
1:43.0,Offensive rebound by T. Zeller,,79-62,,
1:27.0,T. Zeller makes 2-pt shot from 2 ft (assist by P. Pressey),2,81-62,,
1:08.0,,,81-64,2,D. McDermott makes 2-pt shot from 1 ft (assist by A. Brooks)
0:48.0,J. Green misses 2-pt shot from 11 ft,,81-64,,
0:46.0,,,81-64,,Defensive rebound by P. Gasol
0:25.0,,,81-67,3,J. Butler makes 3-pt shot from 25 ft (assist by T. Gibson)
0:08.0,,,81-67,,Personal foul by A. Brooks (drawn by P. Pressey)
0:05.0,J. Green makes 2-pt shot from 20 ft (assist by T. Zeller),2,83-67,,
0:00.0,,,83-67,,Turnover by A. Brooks (lost ball; steal by J. Green)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,,,83-67,,Technical foul by A. Brooks
12:00.0,M. Thornton misses technical free throw,,83-67,,
12:00.0,,,83-67,,Offensive rebound by Team
11:45.0,,,83-67,,A. Brooks misses 2-pt shot from 4 ft
11:44.0,Defensive rebound by P. Pressey,,83-67,,
11:44.0,,,83-67,,Personal foul by A. Brooks (drawn by P. Pressey)
11:21.0,M. Thornton makes 2-pt shot from 21 ft,2,85-67,,
11:02.0,,,85-69,2,A. Brooks makes 2-pt shot from 2 ft
11:01.0,,,85-69,,Violation by Team (delay of game)
10:43.0,P. Pressey misses 3-pt shot from 25 ft,,85-69,,
10:42.0,Offensive rebound by M. Thornton,,85-69,,
10:42.0,M. Thornton makes 2-pt shot from 17 ft,2,87-69,,
10:23.0,,,87-69,,T. Gibson misses 2-pt shot from 2 ft (block by P. Pressey)
10:23.0,,,87-69,,Offensive rebound by Team
10:19.0,,,87-69,,J. Butler misses 2-pt shot from 17 ft
10:18.0,Defensive rebound by P. Pressey,,87-69,,
10:09.0,B. Bass misses 2-pt shot from 7 ft,,87-69,,
10:08.0,,,87-69,,Defensive rebound by J. Noah
10:04.0,,,87-71,2,T. Gibson makes 2-pt shot at rim (assist by J. Butler)
9:44.0,B. Bass makes 2-pt shot from 15 ft (assist by J. Sullinger),2,89-71,,
9:34.0,Personal foul by B. Bass (drawn by T. Gibson),,89-71,,
9:28.0,,,89-73,2,T. Gibson makes 2-pt shot at rim (assist by J. Noah)
9:11.0,Shooting foul by D. McDermott (drawn by G. Wallace),,89-73,,
9:11.0,G. Wallace misses free throw 1 of 2,,89-73,,
9:11.0,Offensive rebound by Team,,89-73,,
9:11.0,G. Wallace makes free throw 2 of 2,1,90-73,,
9:00.0,,,90-76,3,A. Brooks makes 3-pt shot from 25 ft
8:49.0,,,90-76,,Shooting block foul by A. Brooks (drawn by B. Bass)
8:49.0,Boston full timeout,,90-76,,
8:49.0,,,90-76,,K. Hinrich enters the game for J. Butler
8:49.0,T. Zeller enters the game for J. Sullinger,,90-76,,
8:49.0,B. Bass misses free throw 1 of 2,,90-76,,
8:49.0,Offensive rebound by Team,,90-76,,
8:49.0,B. Bass makes free throw 2 of 2,1,91-76,,
8:29.0,,,91-78,2,J. Noah makes 2-pt shot from 1 ft (assist by A. Brooks)
8:15.0,T. Zeller misses 2-pt shot from 7 ft (block by T. Gibson),,91-78,,
8:15.0,,,91-78,,Defensive rebound by Team
8:15.0,Loose ball foul by T. Zeller (drawn by T. Gibson),,91-78,,
8:15.0,A. Bradley enters the game for M. Thornton,,91-78,,
7:49.0,,,91-78,,Turnover by J. Noah (bad pass; steal by B. Bass)
7:32.0,T. Zeller makes 2-pt shot at rim (assist by P. Pressey),2,93-78,,
7:10.0,,,93-78,,A. Brooks misses 3-pt shot from 25 ft
7:10.0,Defensive rebound by Team,,93-78,,
7:10.0,E. Turner enters the game for G. Wallace,,93-78,,
6:56.0,A. Bradley misses 2-pt shot from 21 ft,,93-78,,
6:55.0,,,93-78,,Defensive rebound by T. Gibson
6:50.0,Personal foul by T. Zeller (drawn by A. Brooks),,93-78,,
6:38.0,,,93-78,,Shooting foul by B. Bass (drawn by T. Gibson)
6:38.0,,,93-78,,T. Gibson misses free throw 1 of 2
6:38.0,,,93-78,,Offensive rebound by Team
6:38.0,J. Green enters the game for B. Bass,,93-78,,
6:38.0,K. Olynyk enters the game for P. Pressey,,93-78,,
6:38.0,,,93-78,,T. Gibson misses free throw 2 of 2
6:36.0,Defensive rebound by J. Green,,93-78,,
6:20.0,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner),2,95-78,,
6:03.0,,,95-80,2,A. Brooks makes 2-pt shot from 1 ft
5:51.0,,,95-80,,Chicago full timeout
5:51.0,,,95-80,,J. Butler enters the game for D. McDermott
5:45.0,E. Turner misses 2-pt shot from 13 ft,,95-80,,
5:44.0,,,95-80,,Defensive rebound by J. Butler
5:31.0,,,95-82,2,J. Butler makes 2-pt shot from 1 ft (assist by J. Noah)
5:10.0,J. Green makes 2-pt shot from 21 ft (assist by K. Olynyk),2,97-82,,
4:44.0,,,97-82,,J. Butler misses 2-pt shot from 9 ft
4:43.0,Defensive rebound by K. Olynyk,,97-82,,
4:34.0,Turnover by K. Olynyk (traveling),,97-82,,
4:18.0,,,97-84,2,A. Brooks makes 2-pt shot from 10 ft (assist by J. Noah)
4:04.0,Turnover by J. Green (lost ball; steal by J. Noah),,97-84,,
3:53.0,,,97-84,,J. Butler misses 2-pt shot from 2 ft
3:52.0,Defensive rebound by T. Zeller,,97-84,,
3:49.0,Turnover by K. Olynyk (offensive foul),,97-84,,
3:49.0,Offensive charge foul by K. Olynyk,,97-84,,
3:49.0,P. Pressey enters the game for E. Turner,,97-84,,
3:33.0,,,97-84,,J. Noah misses 2-pt shot from 1 ft
3:33.0,,,97-84,,Offensive rebound by J. Noah
3:33.0,,,97-86,2,J. Noah makes 2-pt shot from 1 ft
3:20.0,Turnover by T. Zeller (lost ball; steal by K. Hinrich),,97-86,,
3:20.0,,,97-86,,Chicago full timeout
3:20.0,E. Turner enters the game for P. Pressey,,97-86,,
3:20.0,J. Sullinger enters the game for T. Zeller,,97-86,,
3:08.0,,,97-86,,A. Brooks misses 2-pt shot from 4 ft
3:04.0,,,97-86,,Offensive rebound by J. Noah
3:04.0,,,97-88,2,J. Noah makes 2-pt shot at rim
2:46.0,J. Sullinger misses 2-pt shot from 4 ft,,97-88,,
2:45.0,,,97-88,,Defensive rebound by J. Noah
2:22.0,,,97-88,,A. Brooks misses 3-pt shot from 27 ft
2:20.0,,,97-88,,Offensive rebound by T. Gibson
2:14.0,,,97-91,3,A. Brooks makes 3-pt shot from 24 ft (assist by K. Hinrich)
2:03.0,Boston full timeout,,97-91,,
2:03.0,T. Zeller enters the game for J. Sullinger,,97-91,,
2:03.0,,,97-91,,P. Gasol enters the game for J. Noah
1:49.0,E. Turner makes 2-pt shot from 14 ft,2,99-91,,
1:38.0,,,99-94,3,A. Brooks makes 3-pt shot from 26 ft
1:24.0,E. Turner misses 2-pt shot from 14 ft,,99-94,,
1:23.0,,,99-94,,Defensive rebound by J. Butler
1:02.0,,,99-94,,Shooting foul by K. Olynyk (drawn by A. Brooks)
1:02.0,,,99-95,1,A. Brooks makes free throw 1 of 2
1:02.0,,,99-96,1,A. Brooks makes free throw 2 of 2
0:46.0,Shooting foul by P. Gasol (drawn by K. Olynyk),,99-96,,
0:46.0,K. Olynyk misses free throw 1 of 2,,99-96,,
0:46.0,Offensive rebound by Team,,99-96,,
0:46.0,P. Pressey enters the game for J. Green,,99-96,,
0:46.0,B. Bass enters the game for T. Zeller,,99-96,,
0:46.0,K. Olynyk makes free throw 2 of 2,1,100-96,,
0:46.0,,,100-96,,Chicago full timeout
0:46.0,J. Green enters the game for K. Olynyk,,100-96,,
0:46.0,T. Zeller enters the game for E. Turner,,100-96,,
0:46.0,,,100-96,,M. Dunleavy enters the game for K. Hinrich
0:38.0,,,100-98,2,A. Brooks makes 2-pt shot from 5 ft
0:31.0,Boston full timeout,,100-98,,
0:31.0,,,100-98,,K. Hinrich enters the game for M. Dunleavy
0:31.0,K. Olynyk enters the game for B. Bass,,100-98,,
0:31.0,E. Turner enters the game for P. Pressey,,100-98,,
0:31.0,J. Sullinger enters the game for T. Zeller,,100-98,,
0:25.0,E. Turner misses 2-pt shot from 1 ft,,100-98,,
0:23.0,Offensive rebound by K. Olynyk,,100-98,,
0:18.0,,,100-98,,Personal foul by A. Brooks (drawn by E. Turner)
0:18.0,E. Turner makes free throw 1 of 2,1,101-98,,
