time,Indiana,pts.away,score,pts.home,Charlotte
7:15.0,,,25-29,2,C. Zeller makes 2-pt shot from 15 ft (assist by L. Stephenson)
7:13.0,Indiana full timeout,,25-29,,
7:13.0,,,25-29,,G. Henderson enters the game for L. Stephenson
6:57.0,I. Mahinmi misses 2-pt shot from 3 ft,,25-29,,
6:55.0,Offensive rebound by L. Scola,,25-29,,
6:55.0,L. Scola misses 2-pt shot from 1 ft,,25-29,,
6:54.0,,,25-29,,Defensive rebound by J. Maxiell
6:49.0,,,25-29,,P. Hairston misses 3-pt shot from 25 ft
6:47.0,Defensive rebound by D. Rudez,,25-29,,
6:40.0,D. Sloan makes 2-pt shot at rim,2,27-29,,
6:27.0,,,27-29,,G. Neal misses 2-pt shot from 16 ft
6:26.0,Defensive rebound by D. Rudez,,27-29,,
6:08.0,L. Scola misses 2-pt shot from 17 ft,,27-29,,
6:07.0,,,27-29,,Defensive rebound by G. Henderson
5:58.0,,,27-29,,G. Neal misses 2-pt shot from 20 ft
5:57.0,Defensive rebound by I. Mahinmi,,27-29,,
5:38.0,C. Miles misses 3-pt shot from 26 ft,,27-29,,
5:37.0,,,27-29,,Defensive rebound by C. Zeller
5:22.0,,,27-29,,G. Henderson misses 2-pt shot from 12 ft
5:21.0,Defensive rebound by C. Miles,,27-29,,
5:06.0,,,27-29,,Personal foul by P. Hairston (drawn by I. Mahinmi)
5:06.0,D. West enters the game for C. Miles,,27-29,,
5:06.0,S. Hill enters the game for L. Scola,,27-29,,
5:06.0,,,27-29,,M. Kidd-Gilchrist enters the game for J. Maxiell
5:06.0,,,27-29,,B. Roberts enters the game for P. Hairston
5:06.0,,,27-29,,B. Biyombo enters the game for G. Neal
4:55.0,D. West makes 2-pt shot from 18 ft (assist by D. Sloan),2,29-29,,
4:39.0,,,29-29,,B. Roberts misses 2-pt shot from 15 ft
4:37.0,Defensive rebound by S. Hill,,29-29,,
4:26.0,D. West makes 2-pt shot from 18 ft (assist by S. Hill),2,31-29,,
4:19.0,Shooting block foul by I. Mahinmi (drawn by G. Henderson),,31-29,,
4:19.0,,,31-30,1,G. Henderson makes free throw 1 of 2
4:19.0,R. Hibbert enters the game for I. Mahinmi,,31-30,,
4:19.0,,,31-31,1,G. Henderson makes free throw 2 of 2
4:03.0,D. West makes 2-pt shot from 17 ft (assist by S. Hill),2,33-31,,
3:45.0,,,33-33,2,G. Henderson makes 2-pt shot from 17 ft (assist by M. Kidd-Gilchrist)
3:32.0,D. West misses 2-pt shot from 9 ft,,33-33,,
3:31.0,,,33-33,,Defensive rebound by B. Biyombo
3:08.0,,,33-33,,C. Zeller misses 2-pt shot from 3 ft
3:07.0,,,33-33,,Offensive rebound by M. Kidd-Gilchrist
3:07.0,,,33-33,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by D. West)
3:07.0,Defensive rebound by Team,,33-33,,
3:07.0,,,33-33,,M. Williams enters the game for C. Zeller
3:07.0,Jump ball: M. Kidd-Gilchrist vs. D. West (D. Rudez gains possession),,,,Jump ball: M. Kidd-Gilchrist vs. D. West (D. Rudez gains possession)
2:50.0,D. West makes 2-pt shot from 6 ft (assist by R. Hibbert),2,35-33,,
2:35.0,Personal foul by S. Hill (drawn by G. Henderson),,35-33,,
2:35.0,,,35-33,,Charlotte full timeout
2:26.0,,,35-33,,Turnover by M. Kidd-Gilchrist (lost ball; steal by D. West)
2:05.0,D. Sloan makes 3-pt shot from 22 ft (assist by D. West),3,38-33,,
1:46.0,Personal foul by D. West (drawn by G. Henderson),,38-33,,
1:39.0,,,38-33,,M. Williams misses 3-pt shot from 25 ft
1:37.0,,,38-33,,Offensive rebound by Team
1:34.0,,,38-35,2,B. Roberts makes 2-pt shot from 19 ft (assist by M. Kidd-Gilchrist)
1:13.0,Turnover by R. Hibbert (bad pass; steal by M. Williams),,38-35,,
1:06.0,,,38-35,,M. Williams misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by R. Hibbert,,38-35,,
0:54.0,R. Hibbert makes 2-pt shot from 15 ft,2,40-35,,
0:39.0,,,40-35,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
0:37.0,Defensive rebound by R. Hibbert,,40-35,,
0:32.0,Indiana full timeout,,40-35,,
0:32.0,C. Miles enters the game for D. West,,40-35,,
0:19.0,R. Hibbert misses 2-pt shot from 16 ft,,40-35,,
0:17.0,,,40-35,,Defensive rebound by M. Williams
0:02.0,,,40-37,2,B. Roberts makes 2-pt shot from 9 ft (assist by G. Henderson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,R. Hibbert misses 2-pt shot from 8 ft,,40-37,,
11:40.0,,,40-37,,Defensive rebound by B. Biyombo
11:28.0,Personal foul by D. West (drawn by C. Zeller),,40-37,,
11:19.0,,,40-37,,B. Biyombo misses 2-pt shot from 1 ft
11:18.0,,,40-37,,Offensive rebound by B. Biyombo
11:18.0,,,40-39,2,B. Biyombo makes 2-pt shot from 1 ft
10:58.0,C. Watson misses 3-pt shot from 25 ft,,40-39,,
10:57.0,,,40-39,,Defensive rebound by G. Henderson
10:42.0,,,40-39,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
10:41.0,Defensive rebound by S. Hill,,40-39,,
10:26.0,D. West makes 2-pt shot from 6 ft (assist by R. Hibbert),2,42-39,,
10:09.0,,,42-39,,C. Zeller misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by R. Stuckey,,42-39,,
9:46.0,R. Hibbert misses 2-pt shot from 7 ft,,42-39,,
9:44.0,,,42-39,,Defensive rebound by G. Henderson
9:38.0,,,42-39,,Turnover by B. Roberts (bad pass; steal by D. West)
9:15.0,C. Watson misses 3-pt shot from 26 ft,,42-39,,
9:14.0,Offensive rebound by Team,,42-39,,
9:14.0,Turnover by Team (shot clock),,42-39,,
9:03.0,,,42-41,2,G. Henderson makes 2-pt shot from 17 ft (assist by B. Roberts)
8:41.0,R. Hibbert misses 2-pt shot from 18 ft,,42-41,,
8:40.0,,,42-41,,Defensive rebound by M. Kidd-Gilchrist
8:32.0,,,42-41,,B. Roberts misses 2-pt shot from 19 ft
8:30.0,Defensive rebound by Team,,42-41,,
8:30.0,,,42-41,,Loose ball foul by B. Biyombo (drawn by R. Hibbert)
8:18.0,C. Watson makes 2-pt shot from 1 ft,2,44-41,,
7:55.0,,,44-41,,B. Roberts misses 2-pt shot from 1 ft (block by R. Hibbert)
7:53.0,Defensive rebound by R. Hibbert,,44-41,,
7:49.0,Turnover by R. Stuckey (lost ball),,44-41,,
7:33.0,,,44-41,,G. Henderson misses 2-pt shot from 9 ft
7:32.0,Defensive rebound by R. Hibbert,,44-41,,
7:17.0,D. West misses 2-pt shot from 11 ft,,44-41,,
7:15.0,,,44-41,,Defensive rebound by M. Kidd-Gilchrist
7:08.0,,,44-43,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft
6:49.0,D. West makes 2-pt shot from 17 ft (assist by C. Watson),2,46-43,,
6:33.0,,,46-43,,G. Henderson misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by R. Hibbert,,46-43,,
6:22.0,R. Hibbert makes 2-pt shot from 5 ft (assist by C. Watson),2,48-43,,
6:05.0,,,48-45,2,M. Kidd-Gilchrist makes 2-pt shot from 12 ft (assist by C. Zeller)
5:55.0,,,48-45,,Personal foul by B. Biyombo (drawn by R. Hibbert)
5:55.0,,,48-45,,Technical foul by B. Biyombo (drawn by R. Hibbert)
5:55.0,,,48-45,,Charlotte full timeout
5:55.0,C. Watson makes technical free throw,1,49-45,,
5:48.0,Turnover by S. Hill (traveling),,49-45,,
5:29.0,,,49-45,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by R. Hibbert)
5:27.0,Defensive rebound by D. West,,49-45,,
5:08.0,Turnover by D. West (step out of bounds),,49-45,,
4:53.0,,,49-45,,C. Zeller misses 2-pt shot from 2 ft (block by R. Hibbert)
4:51.0,Defensive rebound by R. Hibbert,,49-45,,
4:40.0,R. Stuckey makes 2-pt shot at rim (assist by R. Hibbert),2,51-45,,
4:40.0,,,51-45,,Charlotte full timeout
4:40.0,,,51-45,,M. Williams enters the game for C. Zeller
4:40.0,,,51-45,,L. Stephenson enters the game for G. Henderson
4:19.0,,,51-45,,Turnover by M. Williams (traveling)
4:11.0,Turnover by C. Watson (bad pass),,51-45,,
3:57.0,,,51-45,,Shooting foul by R. Stuckey (drawn by B. Biyombo)
3:57.0,,,51-45,,B. Biyombo misses free throw 1 of 2
3:57.0,,,51-45,,Offensive rebound by Team
3:57.0,,,51-45,,B. Biyombo misses free throw 2 of 2
3:55.0,Defensive rebound by R. Hibbert,,51-45,,
3:41.0,Turnover by R. Stuckey (bad pass; steal by M. Williams),,51-45,,
3:32.0,,,51-47,2,L. Stephenson makes 2-pt shot from 1 ft (assist by B. Roberts)
3:20.0,Turnover by R. Hibbert (traveling),,51-47,,
3:09.0,,,51-47,,L. Stephenson misses 2-pt shot from 17 ft
3:07.0,Defensive rebound by D. West,,51-47,,
3:04.0,Offensive charge foul by R. Stuckey,,51-47,,
3:04.0,Turnover by R. Stuckey (offensive foul),,51-47,,
3:02.0,C. Miles enters the game for S. Hill,,51-47,,
2:44.0,,,51-47,,M. Williams misses 2-pt shot from 21 ft
2:42.0,Defensive rebound by R. Hibbert,,51-47,,
2:29.0,C. Miles misses 3-pt shot from 24 ft,,51-47,,
2:28.0,,,51-47,,Defensive rebound by M. Kidd-Gilchrist
2:09.0,,,51-47,,L. Stephenson misses 2-pt shot from 1 ft (block by R. Hibbert)
2:07.0,Defensive rebound by R. Hibbert,,51-47,,
2:01.0,R. Stuckey misses 2-pt shot from 14 ft,,51-47,,
1:59.0,,,51-47,,Defensive rebound by B. Biyombo
1:52.0,,,51-47,,M. Williams misses 3-pt shot from 25 ft
1:50.0,,,51-47,,Offensive rebound by B. Biyombo
1:49.0,,,51-47,,Shooting foul by D. West (drawn by B. Biyombo)
1:49.0,Indiana full timeout,,51-47,,
1:49.0,L. Scola enters the game for D. West,,51-47,,
1:49.0,,,51-47,,P. Hairston enters the game for M. Kidd-Gilchrist
1:49.0,,,51-48,1,B. Biyombo makes free throw 1 of 2
1:49.0,,,51-48,,B. Biyombo misses free throw 2 of 2
1:47.0,Defensive rebound by R. Hibbert,,51-48,,
1:27.0,Shooting foul by B. Biyombo (drawn by R. Hibbert),,51-48,,
1:27.0,R. Hibbert misses free throw 1 of 2,,51-48,,
1:27.0,Offensive rebound by Team,,51-48,,
1:27.0,,,51-48,,J. Maxiell enters the game for B. Biyombo
1:27.0,D. Rudez enters the game for R. Stuckey,,51-48,,
1:27.0,D. Sloan enters the game for C. Watson,,51-48,,
1:27.0,R. Hibbert misses free throw 2 of 2,,51-48,,
1:24.0,,,51-48,,Defensive rebound by M. Williams
1:12.0,,,51-48,,J. Maxiell misses 2-pt shot from 2 ft
1:10.0,Defensive rebound by R. Hibbert,,51-48,,
1:05.0,C. Miles misses 3-pt shot from 24 ft,,51-48,,
1:02.0,,,51-48,,Defensive rebound by M. Williams
0:58.0,,,51-48,,B. Roberts misses 2-pt shot from 12 ft
0:55.0,Defensive rebound by L. Scola,,51-48,,
0:38.0,R. Hibbert misses 2-pt shot from 17 ft,,51-48,,
0:37.0,,,51-48,,Defensive rebound by M. Williams
0:31.0,,,51-50,2,L. Stephenson makes 2-pt shot from 1 ft
0:31.0,,,51-50,,Shooting foul by C. Miles (drawn by L. Stephenson)
0:31.0,I. Mahinmi enters the game for R. Hibbert,,51-50,,
0:31.0,,,51-50,,L. Stephenson misses free throw 1 of 1
0:31.0,,,51-50,,Offensive rebound by J. Maxiell
0:27.0,,,51-50,,P. Hairston misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by L. Scola,,51-50,,
0:05.0,D. Sloan misses 3-pt shot from 25 ft,,51-50,,
0:04.0,,,51-50,,Defensive rebound by B. Roberts
0:00.0,,,51-50,,B. Roberts misses 2-pt shot from 10 ft
0:00.0,,,51-50,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,51-50,,Shooting foul by I. Mahinmi (drawn by L. Stephenson)
11:48.0,,,51-51,1,L. Stephenson makes free throw 1 of 2
11:48.0,,,51-52,1,L. Stephenson makes free throw 2 of 2
11:29.0,Turnover by I. Mahinmi (bad pass; steal by M. Williams),,51-52,,
11:22.0,,,51-54,2,G. Neal makes 2-pt shot from 18 ft
11:05.0,D. Rudez misses 3-pt shot from 25 ft,,51-54,,
11:05.0,,,51-54,,Defensive rebound by Team
10:52.0,,,51-54,,L. Stephenson misses 2-pt shot at rim
10:52.0,Defensive rebound by Team,,51-54,,
10:52.0,,,51-54,,Loose ball foul by J. Maxiell (drawn by C. Miles)
10:31.0,L. Scola misses 2-pt shot from 6 ft (block by M. Williams),,51-54,,
10:30.0,Offensive rebound by L. Scola,,51-54,,
10:26.0,D. Rudez misses 3-pt shot from 25 ft,,51-54,,
10:25.0,,,51-54,,Defensive rebound by P. Hairston
10:14.0,,,51-54,,P. Hairston misses 3-pt shot from 25 ft
10:13.0,Defensive rebound by I. Mahinmi,,51-54,,
10:04.0,C. Miles misses 3-pt shot from 27 ft,,51-54,,
10:03.0,,,51-54,,Defensive rebound by Team
9:47.0,,,51-54,,M. Williams misses 2-pt shot from 20 ft
9:45.0,Defensive rebound by C. Miles,,51-54,,
9:32.0,I. Mahinmi makes 2-pt shot at rim (assist by D. Sloan),2,53-54,,
9:12.0,,,53-54,,J. Maxiell misses 2-pt shot from 1 ft
9:11.0,Defensive rebound by I. Mahinmi,,53-54,,
9:08.0,Shooting foul by G. Neal (drawn by D. Sloan),,53-54,,
9:08.0,D. Sloan makes free throw 1 of 2,1,54-54,,
9:08.0,,,54-54,,C. Zeller enters the game for M. Williams
9:08.0,D. Sloan makes free throw 2 of 2,1,55-54,,
8:56.0,Personal foul by D. Sloan (drawn by G. Neal),,55-54,,
8:56.0,Official timeout,,55-54,,
8:56.0,,,55-54,,G. Neal misses free throw 1 of 2
8:56.0,,,55-54,,Offensive rebound by Team
8:56.0,,,55-55,1,G. Neal makes free throw 2 of 2
8:43.0,D. Sloan makes 2-pt shot from 1 ft,2,57-55,,
8:22.0,,,57-55,,G. Neal misses 2-pt shot from 14 ft
8:20.0,,,57-55,,Offensive rebound by C. Zeller
8:20.0,,,57-55,,C. Zeller misses 2-pt shot from 1 ft
8:18.0,Defensive rebound by I. Mahinmi,,57-55,,
8:11.0,L. Scola misses 2-pt shot at rim (block by C. Zeller),,57-55,,
8:10.0,,,57-55,,Defensive rebound by L. Stephenson
8:10.0,Personal foul by D. Sloan (drawn by C. Zeller),,57-55,,
7:53.0,,,57-55,,G. Neal misses 3-pt shot from 28 ft
7:52.0,Defensive rebound by I. Mahinmi,,57-55,,
7:35.0,D. Rudez makes 2-pt shot from 17 ft (assist by D. Sloan),2,59-55,,
7:17.0,,,59-55,,P. Hairston misses 2-pt shot from 10 ft
7:16.0,Defensive rebound by D. Sloan,,59-55,,
6:56.0,C. Miles misses 2-pt shot from 15 ft,,59-55,,
6:55.0,Offensive rebound by L. Scola,,59-55,,
6:43.0,D. Sloan makes 2-pt shot from 2 ft,2,61-55,,
6:34.0,,,61-55,,Charlotte full timeout
6:34.0,S. Hill enters the game for C. Miles,,61-55,,
6:26.0,,,61-55,,B. Biyombo enters the game for L. Stephenson
6:26.0,,,61-55,,G. Henderson enters the game for J. Maxiell
6:26.0,,,61-55,,M. Kidd-Gilchrist enters the game for P. Hairston
6:17.0,,,61-55,,G. Henderson misses 2-pt shot from 16 ft
6:15.0,Defensive rebound by Team,,61-55,,
5:52.0,D. Sloan misses 3-pt shot from 27 ft,,61-55,,
5:50.0,,,61-55,,Defensive rebound by Team
5:33.0,,,61-55,,G. Neal misses 2-pt shot from 18 ft
5:33.0,Defensive rebound by Team,,61-55,,
5:33.0,,,61-55,,Loose ball foul by B. Biyombo (drawn by I. Mahinmi)
5:33.0,,,61-55,,B. Roberts enters the game for G. Neal
5:33.0,D. West enters the game for L. Scola,,61-55,,
5:18.0,I. Mahinmi misses 2-pt shot from 5 ft (block by B. Biyombo),,61-55,,
5:15.0,,,61-55,,Defensive rebound by C. Zeller
4:59.0,,,61-55,,G. Henderson misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by I. Mahinmi,,61-55,,
4:46.0,D. West misses 2-pt shot from 18 ft,,61-55,,
4:45.0,,,61-55,,Defensive rebound by M. Kidd-Gilchrist
4:36.0,,,61-55,,C. Zeller misses 2-pt shot from 18 ft
4:33.0,,,61-55,,Offensive rebound by B. Biyombo
4:30.0,,,61-55,,B. Biyombo misses 2-pt shot from 3 ft
4:28.0,Defensive rebound by Team,,61-55,,
4:25.0,R. Stuckey enters the game for D. Rudez,,61-55,,
4:05.0,D. West misses 2-pt shot from 5 ft,,61-55,,
4:04.0,,,61-55,,Defensive rebound by M. Kidd-Gilchrist
4:01.0,,,61-57,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
4:01.0,,,61-57,,Shooting foul by S. Hill (drawn by M. Kidd-Gilchrist)
4:01.0,C. Watson enters the game for I. Mahinmi,,61-57,,
4:01.0,R. Hibbert enters the game for D. Sloan,,61-57,,
4:01.0,,,61-57,,M. Williams enters the game for C. Zeller
4:01.0,,,61-58,1,M. Kidd-Gilchrist makes free throw 1 of 1
3:47.0,D. West misses 2-pt shot from 14 ft,,61-58,,
3:46.0,,,61-58,,Defensive rebound by B. Roberts
3:34.0,,,61-60,2,G. Henderson makes 2-pt shot from 6 ft (assist by M. Kidd-Gilchrist)
3:33.0,Indiana full timeout,,61-60,,
3:15.0,R. Hibbert makes 2-pt shot from 7 ft (assist by R. Stuckey),2,63-60,,
3:00.0,,,63-62,2,G. Henderson makes 2-pt shot from 15 ft
2:35.0,R. Stuckey misses 3-pt shot from 25 ft,,63-62,,
2:34.0,,,63-62,,Defensive rebound by M. Kidd-Gilchrist
2:24.0,,,63-62,,G. Henderson misses 2-pt shot from 17 ft
2:22.0,Defensive rebound by S. Hill,,63-62,,
2:12.0,Shooting foul by B. Roberts (drawn by C. Watson),,63-62,,
2:12.0,C. Watson makes free throw 1 of 2,1,64-62,,
2:12.0,C. Watson makes free throw 2 of 2,1,65-62,,
1:55.0,,,65-62,,Shooting foul by R. Hibbert (drawn by G. Henderson)
1:55.0,,,65-63,1,G. Henderson makes free throw 1 of 2
1:55.0,,,65-64,1,G. Henderson makes free throw 2 of 2
1:48.0,,,65-64,,Personal foul by M. Williams (drawn by D. West)
1:48.0,D. West makes free throw 1 of 2,1,66-64,,
1:48.0,D. West misses free throw 2 of 2,,66-64,,
