time,Phoenix,pts.away,score,pts.home,Houston
0:47.0,Defensive rebound by P. Tucker,,29-33,,
0:45.0,T. Warren makes 2-pt shot at rim (assist by M. Morris),2,31-33,,
0:40.0,,,31-33,,Shooting foul by M. Morris (drawn by C. Brewer)
0:40.0,,,31-34,1,C. Brewer makes free throw 1 of 2
0:40.0,M. Morris enters the game for M. Morris,,31-34,,
0:40.0,,,31-35,1,C. Brewer makes free throw 2 of 2
0:33.0,A. Goodwin makes 2-pt shot from 20 ft,2,33-35,,
0:29.0,,,33-37,2,J. Harden makes 2-pt shot at rim
0:11.0,Shooting foul by J. Smith (drawn by A. Goodwin),,33-37,,
0:11.0,A. Goodwin misses free throw 1 of 2,,33-37,,
0:11.0,Offensive rebound by Team,,33-37,,
0:11.0,A. Goodwin misses free throw 2 of 2,,33-37,,
0:11.0,,,33-37,,Defensive rebound by J. Smith
0:01.0,,,33-37,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,33-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,33-37,,C. Brewer misses 2-pt shot from 2 ft (block by B. Wright)
11:45.0,Defensive rebound by A. Goodwin,,33-37,,
11:29.0,Turnover by A. Goodwin (bad pass; steal by T. Ariza),,33-37,,
11:15.0,,,33-37,,J. Terry misses 3-pt shot from 26 ft
11:13.0,Defensive rebound by B. Wright,,33-37,,
11:00.0,M. Morris misses 2-pt shot from 6 ft,,33-37,,
10:58.0,,,33-37,,Defensive rebound by J. Smith
10:52.0,,,33-39,2,J. Terry makes 2-pt shot from 17 ft (assist by J. Smith)
10:37.0,T. Warren misses 2-pt shot from 1 ft,,33-39,,
10:37.0,,,33-39,,Defensive rebound by Team
10:37.0,Loose ball foul by T. Warren (drawn by J. Smith),,33-39,,
10:25.0,,,33-39,,Turnover by J. Smith (bad pass)
10:05.0,A. Goodwin misses 2-pt shot from 6 ft,,33-39,,
10:04.0,,,33-39,,Defensive rebound by C. Brewer
9:55.0,,,33-41,2,J. Smith makes 2-pt shot at rim (assist by J. Terry)
9:44.0,M. Morris misses 2-pt shot from 18 ft,,33-41,,
9:41.0,Offensive rebound by B. Wright,,33-41,,
9:41.0,B. Wright misses 2-pt shot from 1 ft,,33-41,,
9:39.0,,,33-41,,Defensive rebound by J. Smith
9:24.0,,,33-43,2,C. Brewer makes 2-pt shot from 2 ft
9:18.0,Phoenix full timeout,,33-43,,
9:18.0,E. Bledsoe enters the game for B. Wright,,33-43,,
9:18.0,A. Len enters the game for T. Warren,,33-43,,
9:11.0,Shooting foul by P. Prigioni (drawn by E. Bledsoe),,33-43,,
9:11.0,E. Bledsoe makes free throw 1 of 2,1,34-43,,
9:11.0,E. Bledsoe makes free throw 2 of 2,1,35-43,,
8:57.0,,,35-43,,T. Ariza misses 3-pt shot from 24 ft
8:56.0,Defensive rebound by A. Goodwin,,35-43,,
8:40.0,Turnover by A. Goodwin (traveling),,35-43,,
8:26.0,,,35-46,3,P. Prigioni makes 3-pt shot from 25 ft (assist by J. Smith)
8:10.0,A. Len misses 2-pt shot from 5 ft,,35-46,,
8:07.0,Offensive rebound by A. Len,,35-46,,
8:04.0,Shooting foul by J. Smith (drawn by A. Len),,35-46,,
8:04.0,A. Len makes free throw 1 of 2,1,36-46,,
8:04.0,,,36-46,,D. Motiejunas enters the game for J. Smith
8:04.0,A. Len misses free throw 2 of 2,,36-46,,
8:04.0,,,36-46,,Defensive rebound by T. Ariza
7:48.0,,,36-48,2,D. Motiejunas makes 2-pt shot from 12 ft (assist by P. Prigioni)
7:35.0,A. Price makes 2-pt shot from 19 ft,2,38-48,,
7:28.0,,,38-50,2,C. Brewer makes 2-pt shot at rim (assist by P. Prigioni)
7:16.0,A. Len misses 2-pt shot from 18 ft,,38-50,,
7:15.0,,,38-50,,Defensive rebound by T. Ariza
7:07.0,,,38-50,,D. Motiejunas misses 2-pt shot from 4 ft (block by E. Bledsoe)
7:05.0,Defensive rebound by M. Morris,,38-50,,
7:01.0,A. Goodwin makes 2-pt shot from 1 ft (assist by M. Morris),2,40-50,,
6:51.0,,,40-50,,Turnover by P. Prigioni (bad pass; steal by E. Bledsoe)
6:47.0,A. Goodwin misses 2-pt shot from 5 ft (block by J. Terry),,40-50,,
6:45.0,Offensive rebound by E. Bledsoe,,40-50,,
6:35.0,E. Bledsoe makes 2-pt shot from 15 ft,2,42-50,,
6:28.0,,,42-50,,Houston full timeout
6:28.0,,,42-50,,P. Beverley enters the game for T. Ariza
6:28.0,,,42-50,,J. Harden enters the game for P. Prigioni
6:28.0,P. Tucker enters the game for A. Price,,42-50,,
6:18.0,,,42-50,,D. Motiejunas misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by A. Goodwin,,42-50,,
6:11.0,M. Morris makes 2-pt shot from 6 ft,2,44-50,,
5:58.0,,,44-50,,J. Harden misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by M. Morris,,44-50,,
5:48.0,M. Morris makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,47-50,,
5:34.0,,,47-50,,C. Brewer misses 2-pt shot from 20 ft
5:32.0,Defensive rebound by A. Len,,47-50,,
5:15.0,A. Len makes 2-pt shot from 1 ft (assist by A. Goodwin),2,49-50,,
5:15.0,Shooting foul by J. Harden (drawn by A. Len),,49-50,,
5:15.0,,,49-50,,T. Ariza enters the game for J. Terry
5:15.0,A. Len misses free throw 1 of 1,,49-50,,
5:14.0,Offensive rebound by A. Len,,49-50,,
5:12.0,A. Len misses 2-pt shot from 2 ft,,49-50,,
5:11.0,Offensive rebound by M. Morris,,49-50,,
5:10.0,M. Morris misses 2-pt shot from 1 ft,,49-50,,
5:10.0,,,49-50,,Defensive rebound by Team
5:02.0,,,49-50,,Shooting foul by A. Len (drawn by C. Brewer)
5:02.0,,,49-51,1,C. Brewer makes free throw 1 of 2
5:02.0,,,49-52,1,C. Brewer makes free throw 2 of 2
4:39.0,A. Goodwin misses 3-pt shot from 23 ft,,49-52,,
4:38.0,Offensive rebound by A. Len,,49-52,,
4:35.0,A. Len misses 2-pt shot from 12 ft,,49-52,,
4:33.0,,,49-52,,Defensive rebound by T. Ariza
4:31.0,,,49-52,,Offensive charge foul by J. Harden
4:31.0,,,49-52,,Turnover by J. Harden (offensive foul)
4:10.0,A. Len misses 2-pt shot from 15 ft,,49-52,,
4:09.0,,,49-52,,Defensive rebound by P. Beverley
4:04.0,,,49-52,,Turnover by P. Beverley (bad pass; steal by M. Morris)
4:01.0,Shooting foul by P. Beverley (drawn by E. Bledsoe),,49-52,,
4:01.0,E. Bledsoe makes free throw 1 of 2,1,50-52,,
4:01.0,M. Morris enters the game for A. Len,,50-52,,
4:01.0,,,50-52,,J. Dorsey enters the game for C. Brewer
4:01.0,E. Bledsoe misses free throw 2 of 2,,50-52,,
4:01.0,,,50-52,,Defensive rebound by J. Dorsey
3:45.0,,,50-52,,D. Motiejunas misses 3-pt shot from 25 ft
3:43.0,,,50-52,,Offensive rebound by Team
3:43.0,B. Wright enters the game for A. Goodwin,,50-52,,
3:40.0,,,50-52,,Turnover by D. Motiejunas (bad pass; steal by E. Bledsoe)
3:39.0,Turnover by E. Bledsoe (step out of bounds),,50-52,,
3:33.0,,,50-52,,Shooting foul by M. Morris (drawn by J. Harden)
3:33.0,,,50-53,1,J. Harden makes free throw 1 of 2
3:33.0,,,50-54,1,J. Harden makes free throw 2 of 2
3:18.0,E. Bledsoe makes 2-pt shot from 4 ft,2,52-54,,
2:54.0,,,52-54,,J. Harden misses 2-pt shot from 1 ft
2:52.0,Defensive rebound by P. Tucker,,52-54,,
2:45.0,E. Bledsoe misses 2-pt shot from 4 ft,,52-54,,
2:43.0,,,52-54,,Defensive rebound by D. Motiejunas
2:40.0,,,52-56,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
2:12.0,M. Morris makes 2-pt shot from 2 ft,2,54-56,,
1:54.0,,,54-58,2,D. Motiejunas makes 2-pt shot from 5 ft (assist by T. Ariza)
1:41.0,E. Bledsoe makes 2-pt shot from 18 ft,2,56-58,,
1:21.0,,,56-58,,Offensive charge foul by P. Beverley
1:21.0,,,56-58,,Turnover by P. Beverley (offensive foul)
1:21.0,Official timeout,,56-58,,
1:21.0,,,56-58,,J. Smith enters the game for D. Motiejunas
1:05.0,P. Tucker makes 2-pt shot from 6 ft,2,58-58,,
0:52.0,,,58-58,,J. Smith misses 3-pt shot from 25 ft
0:50.0,,,58-58,,Offensive rebound by J. Dorsey
0:41.0,,,58-58,,J. Smith misses 2-pt shot from 5 ft
0:39.0,Defensive rebound by B. Wright,,58-58,,
0:34.0,Shooting foul by P. Beverley (drawn by E. Bledsoe),,58-58,,
0:34.0,E. Bledsoe makes free throw 1 of 2,1,59-58,,
0:34.0,,,59-58,,J. Terry enters the game for P. Beverley
0:34.0,A. Len enters the game for M. Morris,,59-58,,
0:34.0,E. Bledsoe makes free throw 2 of 2,1,60-58,,
0:22.0,,,60-61,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Dorsey)
0:14.0,Phoenix full timeout,,60-61,,
0:14.0,M. Morris enters the game for A. Len,,60-61,,
0:14.0,,,60-61,,C. Brewer enters the game for J. Terry
0:01.0,E. Bledsoe makes 2-pt shot from 1 ft,2,62-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,62-64,3,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza)
11:31.0,,,62-64,,Personal foul by P. Beverley (drawn by E. Bledsoe)
11:19.0,P. Tucker misses 2-pt shot from 5 ft (block by J. Harden),,62-64,,
11:17.0,,,62-64,,Defensive rebound by T. Ariza
11:12.0,,,62-64,,T. Ariza misses 3-pt shot from 25 ft
11:10.0,,,62-64,,Offensive rebound by J. Harden
11:09.0,,,62-64,,J. Harden misses 2-pt shot from 4 ft
11:07.0,Defensive rebound by M. Morris,,62-64,,
11:04.0,M. Morris makes 2-pt shot at rim (assist by M. Morris),2,64-64,,
10:53.0,,,64-67,3,J. Harden makes 3-pt shot from 25 ft (assist by D. Motiejunas)
10:41.0,M. Morris makes 2-pt shot from 12 ft,2,66-67,,
10:22.0,,,66-70,3,T. Ariza makes 3-pt shot from 25 ft (assist by D. Motiejunas)
10:08.0,M. Morris makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,69-70,,
9:47.0,,,69-70,,Shooting foul by M. Morris (drawn by J. Harden)
9:47.0,,,69-71,1,J. Harden makes free throw 1 of 3
9:47.0,,,69-72,1,J. Harden makes free throw 2 of 3
9:47.0,,,69-72,,P. Prigioni enters the game for P. Beverley
9:47.0,,,69-73,1,J. Harden makes free throw 3 of 3
9:30.0,P. Tucker makes 3-pt shot from 23 ft (assist by M. Morris),3,72-73,,
9:13.0,,,72-73,,J. Harden misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by E. Bledsoe,,72-73,,
9:08.0,P. Tucker makes 2-pt shot at rim (assist by E. Bledsoe),2,74-73,,
9:07.0,,,74-73,,Houston full timeout
8:53.0,,,74-73,,T. Ariza misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by M. Morris,,74-73,,
8:40.0,P. Tucker makes 2-pt shot from 2 ft (assist by A. Len),2,76-73,,
8:23.0,,,76-73,,D. Motiejunas misses 2-pt shot from 16 ft
8:22.0,Defensive rebound by M. Morris,,76-73,,
8:14.0,E. Bledsoe makes 2-pt shot from 19 ft,2,78-73,,
7:56.0,,,78-73,,P. Prigioni misses 3-pt shot from 23 ft
7:56.0,Defensive rebound by Team,,78-73,,
7:56.0,,,78-73,,J. Smith enters the game for J. Dorsey
7:38.0,A. Len makes 2-pt shot at rim (assist by E. Bledsoe),2,80-73,,
7:18.0,,,80-75,2,D. Motiejunas makes 2-pt shot from 6 ft
7:06.0,M. Morris makes 2-pt shot from 21 ft,2,82-75,,
6:51.0,,,82-75,,J. Smith misses 2-pt shot from 2 ft (block by M. Morris)
6:49.0,Defensive rebound by E. Bledsoe,,82-75,,
6:46.0,P. Tucker misses 2-pt shot from 2 ft (block by J. Harden),,82-75,,
6:44.0,Offensive rebound by M. Morris,,82-75,,
6:42.0,M. Morris misses 2-pt shot from 7 ft,,82-75,,
6:40.0,Offensive rebound by P. Tucker,,82-75,,
6:38.0,P. Tucker makes 2-pt shot from 1 ft,2,84-75,,
6:38.0,Violation by Team (delay of game),,84-75,,
6:19.0,,,84-75,,J. Harden misses 3-pt shot from 23 ft
6:18.0,,,84-75,,Offensive rebound by Team
6:18.0,Loose ball foul by M. Morris (drawn by T. Ariza),,84-75,,
6:18.0,,,84-75,,C. Brewer enters the game for P. Prigioni
6:15.0,,,84-77,2,J. Smith makes 2-pt shot from 1 ft (assist by D. Motiejunas)
6:07.0,,,84-77,,Personal foul by T. Ariza (drawn by E. Bledsoe)
6:00.0,E. Bledsoe misses 2-pt shot from 18 ft,,84-77,,
5:59.0,,,84-77,,Defensive rebound by T. Ariza
5:47.0,,,84-80,3,D. Motiejunas makes 3-pt shot from 24 ft (assist by T. Ariza)
5:22.0,M. Morris misses 2-pt shot from 9 ft,,84-80,,
5:20.0,,,84-80,,Defensive rebound by T. Ariza
5:14.0,,,84-80,,Turnover by J. Smith (bad pass; steal by A. Len)
5:09.0,Offensive foul by M. Morris,,84-80,,
5:09.0,Turnover by M. Morris (offensive foul),,84-80,,
5:09.0,T. Warren enters the game for M. Morris,,84-80,,
4:45.0,,,84-80,,J. Harden misses 2-pt shot from 21 ft
4:43.0,Defensive rebound by M. Morris,,84-80,,
4:25.0,E. Bledsoe makes 2-pt shot from 2 ft,2,86-80,,
4:08.0,,,86-80,,J. Smith misses 2-pt shot from 6 ft
4:06.0,Defensive rebound by M. Morris,,86-80,,
4:03.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by M. Morris),2,88-80,,
3:41.0,,,88-80,,Turnover by D. Motiejunas (palming)
3:27.0,E. Bledsoe makes 3-pt shot from 23 ft (assist by P. Tucker),3,91-80,,
3:18.0,,,91-82,2,D. Motiejunas makes 2-pt shot at rim (assist by C. Brewer)
3:13.0,Phoenix full timeout,,91-82,,
3:13.0,,,91-82,,J. Terry enters the game for D. Motiejunas
3:13.0,A. Goodwin enters the game for A. Len,,91-82,,
3:13.0,B. Wright enters the game for E. Bledsoe,,91-82,,
2:58.0,M. Morris makes 3-pt shot from 24 ft (assist by P. Tucker),3,94-82,,
2:46.0,,,94-82,,J. Terry misses 3-pt shot from 23 ft
2:44.0,Defensive rebound by T. Warren,,94-82,,
2:33.0,Turnover by A. Goodwin (bad pass; steal by J. Smith),,94-82,,
2:31.0,,,94-82,,Shooting foul by A. Goodwin (drawn by J. Smith)
2:31.0,,,94-82,,J. Smith misses free throw 1 of 2
2:31.0,,,94-82,,Offensive rebound by Team
2:31.0,,,94-82,,J. Smith misses free throw 2 of 2
2:31.0,Defensive rebound by B. Wright,,94-82,,
2:10.0,T. Warren misses 2-pt shot from 8 ft,,94-82,,
2:09.0,,,94-82,,Defensive rebound by Team
2:02.0,Jump ball: J. Harden vs. B. Wright (J. Smith gains possession),,,,Jump ball: J. Harden vs. B. Wright (J. Smith gains possession)
2:01.0,,,94-84,2,J. Smith makes 2-pt shot from 1 ft
1:49.0,,,94-84,,Shooting block foul by J. Smith (drawn by A. Goodwin)
1:49.0,A. Goodwin makes free throw 1 of 2,1,95-84,,
1:49.0,A. Goodwin misses free throw 2 of 2,,95-84,,
1:49.0,,,95-84,,Defensive rebound by T. Ariza
1:36.0,,,95-84,,Turnover by J. Harden (bad pass; steal by M. Morris)
1:33.0,A. Goodwin makes 2-pt shot at rim,2,97-84,,
1:21.0,,,97-84,,J. Harden misses 2-pt shot from 3 ft (block by B. Wright)
1:19.0,Defensive rebound by B. Wright,,97-84,,
1:17.0,Turnover by T. Warren (bad pass),,97-84,,
1:17.0,,,97-84,,P. Beverley enters the game for J. Harden
1:17.0,,,97-84,,D. Motiejunas enters the game for T. Ariza
1:07.0,,,97-86,2,P. Beverley makes 2-pt shot from 1 ft (assist by D. Motiejunas)
0:41.0,P. Tucker misses 3-pt shot from 24 ft,,97-86,,
0:40.0,Offensive rebound by B. Wright,,97-86,,
0:40.0,B. Wright makes 2-pt shot at rim,2,99-86,,
0:34.0,,,99-86,,P. Beverley misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by P. Tucker,,99-86,,
0:12.0,T. Warren misses 2-pt shot from 3 ft,,99-86,,
0:10.0,,,99-86,,Defensive rebound by C. Brewer
0:05.0,,,99-86,,C. Brewer misses 2-pt shot at rim
0:04.0,Defensive rebound by M. Morris,,99-86,,
0:00.0,P. Tucker misses 2-pt shot from 21 ft,,99-86,,
0:00.0,Offensive rebound by Team,,99-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,A. Goodwin makes 2-pt shot at rim,2,101-86,,
11:26.0,,,101-88,2,D. Motiejunas makes 2-pt shot from 7 ft
11:03.0,B. Wright misses 2-pt shot from 5 ft,,101-88,,
11:02.0,,,101-88,,Defensive rebound by J. Smith
10:53.0,,,101-88,,C. Brewer misses 2-pt shot from 1 ft
10:51.0,Defensive rebound by T. Warren,,101-88,,
10:46.0,M. Morris misses 3-pt shot from 24 ft,,101-88,,
10:44.0,,,101-88,,Defensive rebound by J. Terry
10:40.0,,,101-90,2,J. Smith makes 2-pt shot from 2 ft (assist by J. Terry)
10:14.0,Turnover by T. Warren (lost ball; steal by C. Brewer),,101-90,,
10:02.0,,,101-93,3,J. Smith makes 3-pt shot from 25 ft (assist by D. Motiejunas)
10:01.0,Phoenix full timeout,,101-93,,
10:01.0,E. Bledsoe enters the game for M. Morris,,101-93,,
10:01.0,M. Morris enters the game for T. Warren,,101-93,,
9:46.0,A. Price misses 3-pt shot from 25 ft,,101-93,,
9:45.0,,,101-93,,Defensive rebound by J. Smith
9:41.0,,,101-93,,Turnover by J. Smith (bad pass)
9:24.0,A. Goodwin misses 2-pt shot from 1 ft (block by D. Motiejunas),,101-93,,
9:22.0,,,101-93,,Defensive rebound by P. Beverley
9:15.0,,,101-93,,J. Smith misses 3-pt shot from 23 ft
9:13.0,,,101-93,,Offensive rebound by C. Brewer
9:11.0,,,101-93,,C. Brewer misses 2-pt shot at rim
9:10.0,Defensive rebound by Team,,101-93,,
8:58.0,A. Price misses 2-pt shot from 10 ft,,101-93,,
8:58.0,,,101-93,,Defensive rebound by C. Brewer
8:58.0,Personal foul by A. Price,,101-93,,
8:38.0,,,101-93,,D. Motiejunas misses 2-pt shot from 3 ft
8:36.0,Defensive rebound by A. Price,,101-93,,
8:26.0,M. Morris makes 2-pt shot from 2 ft (assist by A. Price),2,103-93,,
8:14.0,,,103-93,,J. Terry misses 3-pt shot from 24 ft
8:13.0,Defensive rebound by E. Bledsoe,,103-93,,
7:54.0,A. Price misses 3-pt shot from 23 ft,,103-93,,
7:52.0,Offensive rebound by Team,,103-93,,
7:52.0,,,103-93,,T. Ariza enters the game for J. Smith
7:39.0,,,103-93,,Personal foul by D. Motiejunas (drawn by E. Bledsoe)
7:37.0,Offensive charge foul by E. Bledsoe,,103-93,,
7:37.0,Turnover by E. Bledsoe (offensive foul),,103-93,,
7:27.0,,,103-93,,Turnover by J. Terry (bad pass; steal by B. Wright)
7:10.0,Turnover by A. Goodwin (bad pass; steal by C. Brewer),,103-93,,
7:08.0,,,103-95,2,C. Brewer makes 2-pt shot at rim
6:51.0,E. Bledsoe misses 2-pt shot from 16 ft,,103-95,,
6:50.0,,,103-95,,Defensive rebound by T. Ariza
6:46.0,,,103-95,,Turnover by T. Ariza (bad pass; steal by A. Goodwin)
6:25.0,B. Wright misses 2-pt shot from 7 ft,,103-95,,
6:23.0,,,103-95,,Defensive rebound by C. Brewer
6:06.0,,,103-97,2,D. Motiejunas makes 2-pt shot from 8 ft
5:42.0,B. Wright makes 2-pt shot from 5 ft,2,105-97,,
5:32.0,,,105-100,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley)
5:12.0,A. Price misses 3-pt shot from 24 ft,,105-100,,
5:10.0,,,105-100,,Defensive rebound by T. Ariza
5:05.0,Personal foul by A. Price,,105-100,,
5:05.0,Official timeout,,105-100,,
5:05.0,M. Morris enters the game for A. Goodwin,,105-100,,
5:05.0,P. Tucker enters the game for A. Price,,105-100,,
4:58.0,,,105-100,,T. Ariza misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by B. Wright,,105-100,,
4:36.0,M. Morris misses 2-pt shot from 17 ft,,105-100,,
4:35.0,,,105-100,,Defensive rebound by C. Brewer
4:28.0,,,105-100,,Turnover by C. Brewer (bad pass; steal by M. Morris)
4:24.0,,,105-100,,Personal foul by J. Terry (drawn by E. Bledsoe)
4:24.0,,,105-100,,J. Harden enters the game for J. Terry
4:16.0,Turnover by P. Tucker (lost ball),,105-100,,
4:08.0,,,105-100,,Offensive charge foul by J. Harden
4:08.0,,,105-100,,Turnover by J. Harden (offensive foul)
3:44.0,Turnover by Team (shot clock),,105-100,,
3:25.0,,,105-100,,T. Ariza misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by Team,,105-100,,
