time,New York,pts.away,score,pts.home,Boston
5:34.0,J. Calderon makes 3-pt shot from 24 ft (assist by C. Anthony),3,18-8,,
5:28.0,,,18-8,,Boston full timeout
5:28.0,,,18-8,,G. Wallace enters the game for E. Turner
5:12.0,,,18-8,,J. Sullinger misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by S. Dalembert,,18-8,,
4:54.0,Turnover by Q. Acy (bad pass),,18-8,,
4:54.0,,,18-8,,K. Olynyk enters the game for J. Sullinger
4:36.0,,,18-10,2,T. Zeller makes 2-pt shot from 2 ft (assist by J. Green)
4:28.0,New York full timeout,,18-10,,
4:28.0,T. Hardaway enters the game for I. Shumpert,,18-10,,
4:28.0,J. Smith enters the game for Q. Acy,,18-10,,
4:15.0,S. Dalembert makes 2-pt shot from 6 ft (assist by J. Calderon),2,20-10,,
3:56.0,,,20-12,2,R. Rondo makes 2-pt shot from 17 ft (assist by J. Green)
3:38.0,T. Hardaway misses 2-pt shot from 5 ft,,20-12,,
3:37.0,Offensive rebound by T. Hardaway,,20-12,,
3:36.0,T. Hardaway misses 2-pt shot at rim,,20-12,,
3:34.0,Offensive rebound by S. Dalembert,,20-12,,
3:29.0,J. Calderon misses 3-pt shot from 24 ft,,20-12,,
3:28.0,,,20-12,,Defensive rebound by R. Rondo
3:17.0,,,20-12,,K. Olynyk misses 2-pt shot from 18 ft
3:16.0,Defensive rebound by J. Smith,,20-12,,
3:11.0,Shooting foul by K. Olynyk (drawn by T. Hardaway),,20-12,,
3:11.0,T. Hardaway makes free throw 1 of 2,1,21-12,,
3:11.0,,,21-12,,B. Bass enters the game for T. Zeller
3:11.0,,,21-12,,M. Smart enters the game for R. Rondo
3:11.0,T. Hardaway makes free throw 2 of 2,1,22-12,,
2:53.0,,,22-14,2,K. Olynyk makes 2-pt shot from 2 ft (assist by G. Wallace)
2:39.0,C. Anthony misses 2-pt shot from 17 ft,,22-14,,
2:37.0,,,22-14,,Defensive rebound by G. Wallace
2:31.0,,,22-14,,G. Wallace misses 2-pt shot from 1 ft (block by C. Anthony)
2:31.0,,,22-14,,Offensive rebound by Team
2:31.0,New York full timeout,,22-14,,
2:31.0,S. Larkin enters the game for J. Calderon,,22-14,,
2:29.0,Violation by S. Dalembert (def goaltending),,22-14,,
2:29.0,,,22-16,2,G. Wallace makes 2-pt shot from 3 ft (assist by M. Smart)
2:21.0,,,22-16,,Personal foul by J. Green (drawn by C. Anthony)
2:12.0,T. Hardaway misses 2-pt shot from 6 ft,,22-16,,
2:11.0,,,22-16,,Defensive rebound by M. Smart
1:58.0,,,22-16,,J. Green misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by C. Anthony,,22-16,,
1:42.0,C. Anthony makes 2-pt shot from 15 ft (assist by S. Larkin),2,24-16,,
1:31.0,,,24-16,,K. Olynyk misses 3-pt shot from 25 ft
1:28.0,,,24-16,,Offensive rebound by B. Bass
1:24.0,,,24-19,3,J. Green makes 3-pt shot from 25 ft (assist by B. Bass)
1:06.0,C. Anthony makes 2-pt shot from 17 ft (assist by J. Smith),2,26-19,,
0:54.0,,,26-19,,B. Bass misses 2-pt shot from 11 ft
0:53.0,Defensive rebound by J. Smith,,26-19,,
0:36.0,S. Larkin misses 3-pt shot from 26 ft,,26-19,,
0:34.0,,,26-19,,Defensive rebound by M. Smart
0:17.0,,,26-19,,B. Bass misses 2-pt shot from 6 ft (block by C. Anthony)
0:16.0,,,26-19,,Offensive rebound by G. Wallace
0:09.0,,,26-19,,J. Green misses 2-pt shot from 6 ft
0:08.0,Defensive rebound by S. Dalembert,,26-19,,
0:04.0,Offensive foul by J. Smith,,26-19,,
0:04.0,Turnover by J. Smith (offensive foul),,26-19,,
0:04.0,,,26-19,,J. Sullinger enters the game for B. Bass
0:02.0,,,26-19,,K. Olynyk misses 2-pt shot from 20 ft
0:00.0,,,26-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,Offensive charge foul by S. Larkin,,26-19,,
11:51.0,Turnover by S. Larkin (offensive foul),,26-19,,
11:38.0,,,26-19,,Shooting foul by J. Smith (drawn by E. Turner)
11:38.0,,,26-21,2,E. Turner makes 2-pt shot from 2 ft
11:38.0,,,26-22,1,E. Turner makes free throw 1 of 1
11:31.0,,,26-22,,Personal foul by E. Turner (drawn by T. Hardaway)
11:31.0,,,26-22,,P. Pressey enters the game for M. Smart
11:25.0,Turnover by J. Smith (traveling),,26-22,,
11:11.0,Personal foul by I. Shumpert (drawn by K. Olynyk),,26-22,,
11:04.0,,,26-24,2,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Thornton)
10:57.0,T. Hardaway makes 2-pt shot from 1 ft (assist by S. Larkin),2,28-24,,
10:48.0,,,28-24,,B. Bass misses 2-pt shot from 3 ft
10:47.0,,,28-24,,Offensive rebound by B. Bass
10:32.0,,,28-24,,M. Thornton misses 3-pt shot from 26 ft
10:29.0,,,28-24,,Offensive rebound by K. Olynyk
10:25.0,Violation by A. Stoudemire (def goaltending),,28-24,,
10:25.0,,,28-26,2,M. Thornton makes 2-pt shot from 5 ft
10:12.0,J. Smith misses 2-pt shot from 12 ft,,28-26,,
10:11.0,,,28-26,,Defensive rebound by E. Turner
10:06.0,Personal foul by J. Smith (drawn by K. Olynyk),,28-26,,
10:06.0,Q. Acy enters the game for J. Smith,,28-26,,
9:58.0,,,28-28,2,M. Thornton makes 2-pt shot from 16 ft (assist by K. Olynyk)
9:39.0,S. Larkin makes 2-pt shot from 17 ft (assist by I. Shumpert),2,30-28,,
9:27.0,,,30-30,2,B. Bass makes 2-pt shot from 3 ft
9:27.0,,,30-30,,Shooting foul by A. Stoudemire (drawn by B. Bass)
9:27.0,,,30-31,1,B. Bass makes free throw 1 of 1
9:15.0,,,30-31,,Personal foul by B. Bass (drawn by A. Stoudemire)
9:00.0,A. Stoudemire misses 2-pt shot from 6 ft,,30-31,,
8:59.0,Offensive rebound by Q. Acy,,30-31,,
8:38.0,A. Stoudemire makes 2-pt shot from 6 ft,2,32-31,,
8:22.0,,,32-31,,Turnover by E. Turner (lost ball; steal by I. Shumpert)
8:13.0,T. Hardaway makes 3-pt shot from 23 ft (assist by I. Shumpert),3,35-31,,
8:00.0,,,35-33,2,E. Turner makes 2-pt shot at rim (assist by P. Pressey)
7:35.0,T. Hardaway makes 2-pt shot from 19 ft (assist by S. Larkin),2,37-33,,
7:18.0,,,37-33,,E. Turner misses 2-pt shot from 4 ft
7:17.0,,,37-33,,Offensive rebound by Team
7:17.0,Loose ball foul by Q. Acy (drawn by K. Olynyk),,37-33,,
7:17.0,Official timeout,,37-33,,
7:17.0,,,37-33,,J. Sullinger enters the game for B. Bass
7:17.0,J. Calderon enters the game for S. Larkin,,37-33,,
7:17.0,C. Anthony enters the game for Q. Acy,,37-33,,
7:17.0,,,37-33,,K. Olynyk misses free throw 1 of 2
7:17.0,,,37-33,,Offensive rebound by Team
7:17.0,,,37-34,1,K. Olynyk makes free throw 2 of 2
6:53.0,A. Stoudemire makes 2-pt shot at rim,2,39-34,,
6:38.0,,,39-36,2,E. Turner makes 2-pt shot at rim
6:18.0,C. Anthony misses 2-pt shot from 6 ft,,39-36,,
6:18.0,Offensive rebound by Team,,39-36,,
6:18.0,,,39-36,,Loose ball foul by K. Olynyk (drawn by A. Stoudemire)
6:18.0,,,39-36,,R. Rondo enters the game for P. Pressey
6:18.0,,,39-36,,J. Green enters the game for K. Olynyk
6:18.0,S. Dalembert enters the game for A. Stoudemire,,39-36,,
6:01.0,Turnover by J. Calderon (bad pass),,39-36,,
5:45.0,,,39-36,,Turnover by M. Thornton (step out of bounds)
5:45.0,,,39-36,,Boston full timeout
5:45.0,P. Prigioni enters the game for T. Hardaway,,39-36,,
5:22.0,C. Anthony misses 2-pt shot from 15 ft,,39-36,,
5:21.0,,,39-36,,Defensive rebound by J. Green
5:18.0,,,39-36,,Turnover by J. Green (lost ball; steal by I. Shumpert)
5:11.0,,,39-36,,Personal foul by J. Sullinger (drawn by C. Anthony)
5:02.0,I. Shumpert misses 2-pt shot from 10 ft,,39-36,,
5:01.0,,,39-36,,Defensive rebound by J. Green
4:49.0,,,39-36,,Turnover by E. Turner (bad pass; steal by S. Dalembert)
4:24.0,S. Dalembert misses 2-pt shot from 1 ft,,39-36,,
4:23.0,Offensive rebound by P. Prigioni,,39-36,,
4:22.0,C. Anthony misses 3-pt shot from 27 ft,,39-36,,
4:21.0,,,39-36,,Defensive rebound by J. Green
4:05.0,,,39-36,,M. Thornton misses 2-pt shot from 2 ft
4:05.0,,,39-36,,Offensive rebound by Team
3:49.0,,,39-36,,Turnover by J. Green (lost ball; steal by C. Anthony)
3:38.0,Shooting foul by E. Turner (drawn by I. Shumpert),,39-36,,
3:38.0,I. Shumpert misses free throw 1 of 2,,39-36,,
3:38.0,Offensive rebound by Team,,39-36,,
3:38.0,,,39-36,,T. Zeller enters the game for J. Sullinger
3:38.0,,,39-36,,B. Bass enters the game for E. Turner
3:38.0,I. Shumpert misses free throw 2 of 2,,39-36,,
3:36.0,,,39-36,,Defensive rebound by R. Rondo
3:25.0,,,39-39,3,J. Green makes 3-pt shot from 24 ft (assist by R. Rondo)
3:09.0,I. Shumpert makes 2-pt shot from 19 ft (assist by J. Calderon),2,41-39,,
2:54.0,,,41-39,,T. Zeller misses 2-pt shot from 4 ft
2:53.0,Defensive rebound by S. Dalembert,,41-39,,
2:42.0,C. Anthony misses 2-pt shot from 17 ft,,41-39,,
2:41.0,,,41-39,,Defensive rebound by T. Zeller
2:40.0,Personal foul by I. Shumpert (drawn by J. Green),,41-39,,
2:40.0,New York full timeout,,41-39,,
2:40.0,A. Stoudemire enters the game for I. Shumpert,,41-39,,
2:40.0,,,41-40,1,J. Green makes free throw 1 of 2
2:40.0,,,41-41,1,J. Green makes free throw 2 of 2
2:30.0,Offensive foul by A. Stoudemire,,41-41,,
2:30.0,Turnover by A. Stoudemire (offensive foul),,41-41,,
2:16.0,,,41-41,,M. Thornton misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by S. Dalembert,,41-41,,
2:04.0,A. Stoudemire misses 2-pt shot from 2 ft,,41-41,,
2:02.0,,,41-41,,Defensive rebound by R. Rondo
1:58.0,,,41-43,2,T. Zeller makes 2-pt shot from 1 ft (assist by R. Rondo)
1:37.0,S. Dalembert makes 2-pt shot at rim,2,43-43,,
1:18.0,,,43-45,2,T. Zeller makes 2-pt shot at rim (assist by R. Rondo)
1:04.0,Q. Acy enters the game for A. Stoudemire,,43-45,,
0:57.0,P. Prigioni makes 3-pt shot from 26 ft (assist by J. Calderon),3,46-45,,
0:45.0,,,46-45,,T. Zeller misses 2-pt shot at rim (block by S. Dalembert)
0:44.0,Defensive rebound by Q. Acy,,46-45,,
0:41.0,C. Anthony makes 2-pt shot at rim (assist by Q. Acy),2,48-45,,
0:29.0,,,48-45,,J. Green misses 2-pt shot from 2 ft
0:28.0,,,48-45,,Offensive rebound by Team
0:28.0,Loose ball foul by S. Dalembert (drawn by T. Zeller),,48-45,,
0:28.0,,,48-45,,T. Zeller misses free throw 1 of 2
0:28.0,,,48-45,,Offensive rebound by Team
0:28.0,,,48-45,,P. Pressey enters the game for M. Thornton
0:28.0,T. Hardaway enters the game for S. Dalembert,,48-45,,
0:28.0,,,48-46,1,T. Zeller makes free throw 2 of 2
0:05.0,C. Anthony misses 3-pt shot from 25 ft,,48-46,,
0:04.0,Offensive rebound by P. Prigioni,,48-46,,
0:02.0,T. Hardaway makes 3-pt shot from 24 ft (assist by P. Prigioni),3,51-46,,
0:02.0,,,51-46,,Boston full timeout
0:02.0,,,51-46,,J. Sullinger enters the game for T. Zeller
0:02.0,,,51-46,,E. Turner enters the game for B. Bass
0:02.0,,,51-46,,G. Wallace enters the game for P. Pressey
0:02.0,S. Dalembert enters the game for T. Hardaway,,51-46,,
0:00.0,,,51-46,,Turnover by G. Wallace (bad pass; steal by Q. Acy)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,T. Hardaway makes 2-pt shot from 20 ft,2,53-46,,
11:15.0,,,53-46,,J. Sullinger misses 2-pt shot from 7 ft
11:14.0,,,53-46,,Offensive rebound by T. Zeller
11:11.0,,,53-46,,T. Zeller misses 2-pt shot from 4 ft
11:09.0,Defensive rebound by J. Calderon,,53-46,,
10:59.0,Q. Acy misses 2-pt shot from 20 ft,,53-46,,
10:58.0,,,53-46,,Defensive rebound by R. Rondo
10:55.0,,,53-46,,Turnover by R. Rondo (bad pass; steal by Q. Acy)
10:38.0,Turnover by C. Anthony (bad pass),,53-46,,
10:24.0,,,53-48,2,E. Turner makes 2-pt shot from 19 ft (assist by T. Zeller)
10:09.0,C. Anthony makes 2-pt shot from 16 ft (assist by S. Dalembert),2,55-48,,
9:57.0,,,55-48,,Turnover by R. Rondo (bad pass; steal by J. Calderon)
9:54.0,,,55-48,,Personal foul by J. Sullinger (drawn by T. Hardaway)
9:54.0,T. Hardaway makes free throw 1 of 2,1,56-48,,
9:54.0,T. Hardaway makes free throw 2 of 2,1,57-48,,
9:40.0,,,57-50,2,J. Green makes 2-pt shot from 17 ft (assist by R. Rondo)
9:16.0,T. Hardaway misses 2-pt shot from 1 ft,,57-50,,
9:14.0,,,57-50,,Defensive rebound by E. Turner
9:06.0,,,57-50,,E. Turner misses 2-pt shot from 2 ft
9:06.0,,,57-50,,Offensive rebound by T. Zeller
9:03.0,,,57-52,2,T. Zeller makes 2-pt shot at rim
8:43.0,C. Anthony misses 2-pt shot from 2 ft,,57-52,,
8:42.0,,,57-52,,Defensive rebound by R. Rondo
8:40.0,,,57-52,,Offensive charge foul by E. Turner
8:40.0,,,57-52,,Turnover by E. Turner (offensive foul)
8:40.0,A. Stoudemire enters the game for S. Dalembert,,57-52,,
8:22.0,Shooting foul by T. Zeller (drawn by A. Stoudemire),,57-52,,
8:22.0,A. Stoudemire makes free throw 1 of 2,1,58-52,,
8:22.0,A. Stoudemire makes free throw 2 of 2,1,59-52,,
8:05.0,,,59-52,,J. Green misses 2-pt shot from 20 ft
8:03.0,Defensive rebound by T. Hardaway,,59-52,,
7:57.0,T. Hardaway misses 2-pt shot from 1 ft,,59-52,,
7:54.0,,,59-52,,Defensive rebound by J. Green
7:43.0,,,59-54,2,T. Zeller makes 2-pt shot from 12 ft (assist by R. Rondo)
7:20.0,Turnover by A. Stoudemire (lost ball; steal by J. Sullinger),,59-54,,
7:12.0,,,59-54,,R. Rondo misses 2-pt shot from 16 ft
7:11.0,,,59-54,,Offensive rebound by T. Zeller
7:06.0,,,59-54,,J. Green misses 3-pt shot from 26 ft
7:05.0,Defensive rebound by Q. Acy,,59-54,,
6:49.0,C. Anthony makes 2-pt shot from 10 ft,2,61-54,,
6:43.0,,,61-54,,Turnover by E. Turner (lost ball; steal by J. Calderon)
6:43.0,,,61-54,,Personal foul by R. Rondo (drawn by J. Calderon)
6:43.0,J. Smith enters the game for Q. Acy,,61-54,,
6:28.0,C. Anthony makes 2-pt shot from 13 ft,2,63-54,,
6:13.0,,,63-56,2,T. Zeller makes 2-pt shot from 2 ft (assist by R. Rondo)
5:58.0,C. Anthony misses 3-pt shot from 25 ft,,63-56,,
5:57.0,Offensive rebound by J. Smith,,63-56,,
5:50.0,,,63-56,,Boston full timeout
5:50.0,,,63-56,,K. Olynyk enters the game for J. Sullinger
5:40.0,A. Stoudemire misses 2-pt shot from 19 ft,,63-56,,
5:39.0,,,63-56,,Defensive rebound by K. Olynyk
5:26.0,,,63-56,,J. Green misses 2-pt shot from 17 ft
5:25.0,Defensive rebound by A. Stoudemire,,63-56,,
5:16.0,J. Smith makes 2-pt shot from 18 ft (assist by J. Calderon),2,65-56,,
4:58.0,,,65-56,,Turnover by K. Olynyk (lost ball)
4:43.0,J. Calderon misses 2-pt shot from 15 ft,,65-56,,
4:42.0,Offensive rebound by A. Stoudemire,,65-56,,
4:38.0,A. Stoudemire makes 2-pt shot at rim,2,67-56,,
4:24.0,,,67-56,,J. Green misses 2-pt shot from 3 ft
4:23.0,,,67-56,,Offensive rebound by T. Zeller
4:23.0,,,67-58,2,T. Zeller makes 2-pt shot from 1 ft
4:05.0,J. Smith makes 2-pt shot from 17 ft (assist by J. Calderon),2,69-58,,
3:44.0,Violation by A. Stoudemire (def goaltending),,69-58,,
3:44.0,,,69-60,2,K. Olynyk makes 2-pt shot from 2 ft (assist by R. Rondo)
3:26.0,A. Stoudemire makes 2-pt shot from 3 ft (assist by J. Calderon),2,71-60,,
3:17.0,,,71-60,,T. Zeller misses 2-pt shot from 2 ft
3:16.0,Defensive rebound by C. Anthony,,71-60,,
2:54.0,T. Hardaway misses 3-pt shot from 28 ft,,71-60,,
2:52.0,,,71-60,,Defensive rebound by Team
2:52.0,New York full timeout,,71-60,,
2:52.0,,,71-60,,M. Thornton enters the game for T. Zeller
2:52.0,,,71-60,,P. Pressey enters the game for E. Turner
2:52.0,,,71-60,,B. Bass enters the game for R. Rondo
2:52.0,P. Prigioni enters the game for A. Stoudemire,,71-60,,
2:52.0,S. Dalembert enters the game for T. Hardaway,,71-60,,
2:34.0,,,71-60,,Turnover by P. Pressey (lost ball)
2:34.0,S. Larkin enters the game for J. Calderon,,71-60,,
2:19.0,Turnover by P. Prigioni (bad pass; steal by K. Olynyk),,71-60,,
2:14.0,,,71-62,2,M. Thornton makes 2-pt shot at rim (assist by K. Olynyk)
1:47.0,J. Smith makes 2-pt shot from 2 ft (assist by P. Prigioni),2,73-62,,
1:33.0,,,73-65,3,M. Thornton makes 3-pt shot from 25 ft (assist by P. Pressey)
1:09.0,P. Prigioni misses 3-pt shot from 26 ft,,73-65,,
1:08.0,,,73-65,,Defensive rebound by K. Olynyk
1:02.0,,,73-65,,M. Thornton misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by S. Larkin,,73-65,,
0:46.0,J. Smith makes 2-pt shot from 19 ft (assist by S. Larkin),2,75-65,,
0:34.0,,,75-65,,Shooting foul by S. Larkin (drawn by K. Olynyk)
0:34.0,,,75-66,1,K. Olynyk makes free throw 1 of 2
0:34.0,,,75-66,,K. Olynyk misses free throw 2 of 2
0:32.0,,,75-66,,Offensive rebound by P. Pressey
0:28.0,,,75-69,3,K. Olynyk makes 3-pt shot from 27 ft (assist by P. Pressey)
0:05.0,C. Anthony misses 2-pt shot from 4 ft (block by K. Olynyk),,75-69,,
0:02.0,,,75-69,,Defensive rebound by B. Bass
0:01.0,,,75-69,,B. Bass misses 2-pt shot from 1 ft
0:00.0,,,75-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Technical foul by Team,,75-69,,
12:00.0,,,75-70,1,M. Thornton makes technical free throw
11:46.0,,,75-70,,K. Olynyk misses 3-pt shot from 26 ft
11:45.0,Defensive rebound by A. Stoudemire,,75-70,,
11:21.0,A. Stoudemire misses 2-pt shot from 9 ft,,75-70,,
11:19.0,,,75-70,,Defensive rebound by K. Olynyk
11:15.0,,,75-73,3,M. Thornton makes 3-pt shot from 26 ft (assist by P. Pressey)
11:00.0,,,75-73,,Personal foul by P. Pressey (drawn by P. Prigioni)
11:00.0,J. Smith enters the game for C. Anthony,,75-73,,
10:55.0,S. Larkin makes 3-pt shot from 26 ft (assist by T. Hardaway),3,78-73,,
10:31.0,,,78-73,,B. Bass misses 2-pt shot at rim
10:29.0,Defensive rebound by J. Smith,,78-73,,
10:17.0,P. Prigioni misses 3-pt shot from 25 ft,,78-73,,
10:17.0,Offensive rebound by J. Smith,,78-73,,
10:17.0,Shooting foul by M. Thornton (drawn by J. Smith),,78-73,,
10:17.0,J. Smith makes free throw 1 of 2,1,79-73,,
10:17.0,J. Smith makes free throw 2 of 2,1,80-73,,
10:12.0,Personal foul by P. Prigioni (drawn by M. Thornton),,80-73,,
9:59.0,,,80-73,,K. Olynyk misses 2-pt shot from 7 ft
9:59.0,Defensive rebound by S. Larkin,,80-73,,
9:43.0,A. Stoudemire makes 2-pt shot from 3 ft,2,82-73,,
9:34.0,,,82-73,,E. Turner misses 2-pt shot from 4 ft
9:33.0,Defensive rebound by S. Larkin,,82-73,,
9:19.0,J. Smith makes 2-pt shot from 12 ft,2,84-73,,
9:17.0,,,84-73,,Boston full timeout
9:10.0,,,84-73,,Turnover by K. Olynyk (lost ball; steal by J. Smith)
8:55.0,J. Smith misses 2-pt shot from 19 ft,,84-73,,
8:53.0,,,84-73,,Defensive rebound by M. Thornton
8:46.0,,,84-73,,Turnover by M. Thornton (lost ball; steal by J. Smith)
8:42.0,P. Prigioni makes 2-pt shot from 1 ft,2,86-73,,
8:16.0,,,86-73,,B. Bass misses 2-pt shot from 16 ft
8:15.0,Defensive rebound by T. Hardaway,,86-73,,
7:55.0,,,86-73,,R. Rondo enters the game for P. Pressey
7:55.0,,,86-73,,J. Green enters the game for M. Thornton
7:51.0,T. Hardaway misses 2-pt shot from 9 ft,,86-73,,
7:50.0,,,86-73,,Defensive rebound by R. Rondo
7:41.0,Personal block foul by A. Stoudemire (drawn by B. Bass),,86-73,,
7:41.0,,,86-73,,J. Sullinger enters the game for K. Olynyk
7:35.0,,,86-73,,J. Green misses 2-pt shot from 4 ft (block by A. Stoudemire)
7:34.0,,,86-73,,Offensive rebound by B. Bass
7:33.0,,,86-75,2,B. Bass makes 2-pt shot at rim
7:17.0,P. Prigioni misses 3-pt shot from 28 ft,,86-75,,
7:16.0,,,86-75,,Defensive rebound by J. Sullinger
7:10.0,J. Calderon enters the game for P. Prigioni,,86-75,,
7:10.0,C. Anthony enters the game for J. Smith,,86-75,,
7:02.0,,,86-75,,J. Sullinger misses 2-pt shot from 4 ft
7:01.0,Defensive rebound by C. Anthony,,86-75,,
6:40.0,A. Stoudemire makes 2-pt shot from 2 ft,2,88-75,,
6:35.0,Personal foul by J. Calderon (drawn by J. Green),,88-75,,
6:35.0,S. Dalembert enters the game for A. Stoudemire,,88-75,,
6:26.0,,,88-75,,B. Bass misses 2-pt shot from 12 ft
6:26.0,,,88-75,,Offensive rebound by Team
6:26.0,Loose ball foul by S. Dalembert (drawn by J. Sullinger),,88-75,,
6:11.0,,,88-75,,J. Green misses 2-pt shot from 4 ft
6:08.0,Defensive rebound by T. Hardaway,,88-75,,
5:44.0,C. Anthony makes 2-pt shot from 15 ft,2,90-75,,
5:22.0,,,90-78,3,J. Green makes 3-pt shot from 24 ft (assist by B. Bass)
5:21.0,New York full timeout,,90-78,,
5:21.0,,,90-78,,M. Thornton enters the game for B. Bass
5:07.0,Turnover by S. Larkin (bad pass; steal by R. Rondo),,90-78,,
4:57.0,,,90-78,,M. Thornton misses 2-pt shot from 1 ft
4:57.0,,,90-78,,Offensive rebound by Team
4:56.0,Jump ball: S. Dalembert vs. J. Green (R. Rondo gains possession),,,,Jump ball: S. Dalembert vs. J. Green (R. Rondo gains possession)
4:45.0,,,90-80,2,E. Turner makes 2-pt shot from 1 ft (assist by J. Sullinger)
4:20.0,C. Anthony misses 2-pt shot from 17 ft,,90-80,,
4:18.0,,,90-80,,Defensive rebound by R. Rondo
4:11.0,,,90-80,,J. Sullinger misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by C. Anthony,,90-80,,
4:04.0,Shooting foul by J. Sullinger (drawn by S. Dalembert),,90-80,,
4:04.0,S. Dalembert makes free throw 1 of 2,1,91-80,,
4:04.0,S. Dalembert makes free throw 2 of 2,1,92-80,,
3:54.0,,,92-80,,Shooting foul by C. Anthony (drawn by J. Green)
3:54.0,,,92-81,1,J. Green makes free throw 1 of 2
3:54.0,A. Stoudemire enters the game for S. Dalembert,,92-81,,
3:54.0,,,92-81,,T. Zeller enters the game for J. Sullinger
3:54.0,,,92-82,1,J. Green makes free throw 2 of 2
3:34.0,J. Calderon makes 2-pt shot from 16 ft (assist by A. Stoudemire),2,94-82,,
3:13.0,,,94-82,,T. Zeller misses 2-pt shot from 3 ft
3:12.0,Defensive rebound by A. Stoudemire,,94-82,,
2:55.0,A. Stoudemire makes 2-pt shot at rim (assist by J. Calderon),2,96-82,,
2:41.0,,,96-85,3,J. Green makes 3-pt shot from 26 ft (assist by T. Zeller)
2:21.0,T. Hardaway misses 3-pt shot from 26 ft,,96-85,,
2:21.0,,,96-85,,Defensive rebound by J. Green
2:16.0,,,96-87,2,J. Green makes 2-pt shot at rim
2:16.0,,,96-87,,Shooting foul by C. Anthony (drawn by J. Green)
2:16.0,Official timeout,,96-87,,
2:16.0,,,96-87,,P. Pressey enters the game for M. Thornton
2:16.0,,,96-88,1,J. Green makes free throw 1 of 1
2:01.0,J. Calderon misses 2-pt shot from 2 ft,,96-88,,
2:00.0,Offensive rebound by A. Stoudemire,,96-88,,
1:57.0,A. Stoudemire misses 2-pt shot at rim,,96-88,,
1:55.0,Offensive rebound by J. Calderon,,96-88,,
1:55.0,J. Calderon misses 2-pt shot at rim,,96-88,,
