time,Minnesota,pts.away,score,pts.home,San Antonio
2:44.0,,,44-56,1,D. Green makes free throw 1 of 2
2:44.0,,,44-57,1,D. Green makes free throw 2 of 2
2:33.0,Z. LaVine misses 2-pt shot from 3 ft,,44-57,,
2:32.0,,,44-57,,Defensive rebound by B. Diaw
2:21.0,,,44-60,3,D. Green makes 3-pt shot from 25 ft (assist by B. Diaw)
2:02.0,C. Brewer misses 2-pt shot from 18 ft,,44-60,,
2:00.0,,,44-60,,Defensive rebound by M. Belinelli
1:53.0,,,44-62,2,K. Leonard makes 2-pt shot from 18 ft (assist by B. Diaw)
1:43.0,Minnesota full timeout,,44-62,,
1:41.0,Turnover by A. Wiggins (bad pass; steal by D. Green),,44-62,,
1:37.0,,,44-64,2,D. Green makes 2-pt shot at rim
1:20.0,,,44-64,,Personal foul by D. Green (drawn by T. Young)
1:20.0,T. Young makes free throw 1 of 2,1,45-64,,
1:20.0,,,45-64,,C. Joseph enters the game for D. Green
1:20.0,T. Young makes free throw 2 of 2,1,46-64,,
1:07.0,,,46-64,,Turnover by T. Duncan (3 sec)
0:57.0,Z. LaVine misses 2-pt shot from 14 ft,,46-64,,
0:56.0,Offensive rebound by G. Dieng,,46-64,,
0:56.0,Shooting foul by T. Duncan (drawn by G. Dieng),,46-64,,
0:56.0,G. Dieng makes free throw 1 of 2,1,47-64,,
0:56.0,G. Dieng makes free throw 2 of 2,1,48-64,,
0:31.0,,,48-64,,K. Leonard misses 2-pt shot from 17 ft
0:30.0,,,48-64,,Offensive rebound by T. Duncan
0:28.0,,,48-66,2,B. Diaw makes 2-pt shot from 1 ft (assist by T. Duncan)
0:06.0,Z. LaVine makes 3-pt shot from 25 ft (assist by T. Young),3,51-66,,
0:00.0,,,51-68,2,M. Belinelli makes 2-pt shot from 22 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Personal foul by A. Wiggins (drawn by K. Leonard),,51-68,,
11:37.0,,,51-70,2,T. Duncan makes 2-pt shot from 14 ft
11:20.0,C. Brewer misses 2-pt shot at rim (block by T. Duncan),,51-70,,
11:19.0,Offensive rebound by Team,,51-70,,
11:15.0,A. Wiggins misses 2-pt shot from 20 ft,,51-70,,
11:13.0,,,51-70,,Defensive rebound by M. Bonner
11:02.0,,,51-73,3,M. Belinelli makes 3-pt shot from 24 ft (assist by K. Leonard)
10:39.0,T. Young makes 2-pt shot from 20 ft (assist by Z. LaVine),2,53-73,,
10:29.0,,,53-73,,Turnover by T. Duncan (bad pass; steal by T. Young)
10:23.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Young),2,55-73,,
10:10.0,Personal foul by C. Brewer (drawn by M. Belinelli),,55-73,,
10:06.0,,,55-73,,M. Belinelli misses 2-pt shot from 22 ft
10:05.0,Defensive rebound by C. Brewer,,55-73,,
10:01.0,Shooting foul by T. Duncan (drawn by Z. LaVine),,55-73,,
10:01.0,Z. LaVine makes free throw 1 of 2,1,56-73,,
10:01.0,Z. LaVine makes free throw 2 of 2,1,57-73,,
9:42.0,,,57-73,,C. Joseph misses 2-pt shot from 2 ft
9:41.0,Defensive rebound by G. Dieng,,57-73,,
9:35.0,C. Brewer misses 3-pt shot from 23 ft,,57-73,,
9:34.0,Offensive rebound by G. Dieng,,57-73,,
9:33.0,Shooting foul by T. Duncan (drawn by G. Dieng),,57-73,,
9:33.0,G. Dieng makes free throw 1 of 2,1,58-73,,
9:33.0,,,58-73,,San Antonio full timeout
9:33.0,G. Dieng makes free throw 2 of 2,1,59-73,,
9:16.0,,,59-73,,T. Duncan misses 2-pt shot from 14 ft
9:15.0,,,59-73,,Offensive rebound by C. Joseph
9:10.0,,,59-73,,M. Belinelli misses 3-pt shot from 26 ft
9:09.0,Defensive rebound by A. Wiggins,,59-73,,
8:50.0,T. Young misses 2-pt shot from 21 ft,,59-73,,
8:49.0,,,59-73,,Defensive rebound by T. Duncan
8:37.0,,,59-73,,Turnover by K. Leonard (lost ball; steal by Z. LaVine)
8:31.0,Z. LaVine makes 2-pt shot from 2 ft (assist by C. Brewer),2,61-73,,
8:17.0,,,61-75,2,C. Joseph makes 2-pt shot from 2 ft (assist by T. Duncan)
8:17.0,,,61-75,,Shooting foul by Z. LaVine (drawn by C. Joseph)
8:17.0,,,61-75,,D. Green enters the game for M. Belinelli
8:17.0,,,61-76,1,C. Joseph makes free throw 1 of 1
8:00.0,C. Brewer misses 2-pt shot from 2 ft,,61-76,,
7:59.0,Offensive rebound by G. Dieng,,61-76,,
7:53.0,A. Wiggins misses 2-pt shot from 16 ft,,61-76,,
7:52.0,,,61-76,,Defensive rebound by T. Duncan
7:49.0,,,61-76,,Turnover by T. Duncan (bad pass; steal by T. Young)
7:34.0,A. Wiggins misses 2-pt shot from 4 ft,,61-76,,
7:33.0,,,61-76,,Defensive rebound by D. Green
7:30.0,,,61-76,,Turnover by D. Green (lost ball; steal by C. Brewer)
7:25.0,C. Brewer misses 2-pt shot from 2 ft,,61-76,,
7:24.0,,,61-76,,Defensive rebound by C. Joseph
7:16.0,,,61-78,2,T. Duncan makes 2-pt shot at rim (assist by D. Green)
7:16.0,,,61-78,,Shooting foul by G. Dieng (drawn by T. Duncan)
7:16.0,,,61-78,,B. Diaw enters the game for M. Bonner
7:16.0,,,61-79,1,T. Duncan makes free throw 1 of 1
7:05.0,T. Young misses 2-pt shot from 11 ft,,61-79,,
7:04.0,,,61-79,,Defensive rebound by T. Duncan
6:59.0,,,61-81,2,B. Diaw makes 2-pt shot from 2 ft (assist by K. Leonard)
6:59.0,Minnesota full timeout,,61-81,,
6:59.0,,,61-81,,A. Baynes enters the game for T. Duncan
6:36.0,Z. LaVine misses 3-pt shot from 25 ft,,61-81,,
6:34.0,,,61-81,,Defensive rebound by D. Green
6:32.0,,,61-81,,Turnover by D. Green (bad pass; steal by T. Young)
6:29.0,Turnover by T. Young (bad pass; steal by D. Green),,61-81,,
6:19.0,,,61-83,2,K. Leonard makes 2-pt shot from 19 ft (assist by C. Joseph)
6:02.0,,,61-83,,Personal foul by K. Leonard (drawn by A. Wiggins)
6:02.0,S. Muhammad enters the game for A. Wiggins,,61-83,,
5:57.0,S. Muhammad makes 2-pt shot from 21 ft (assist by T. Young),2,63-83,,
5:45.0,Personal foul by S. Muhammad (drawn by K. Leonard),,63-83,,
5:45.0,,,63-84,1,K. Leonard makes free throw 1 of 2
5:45.0,,,63-85,1,K. Leonard makes free throw 2 of 2
5:31.0,Turnover by G. Dieng (bad pass; steal by K. Leonard),,63-85,,
5:26.0,,,63-85,,K. Leonard misses 2-pt shot at rim
5:25.0,,,63-85,,Offensive rebound by D. Green
5:11.0,,,63-87,2,K. Leonard makes 2-pt shot from 12 ft
4:52.0,G. Dieng misses 2-pt shot from 1 ft (block by A. Baynes),,63-87,,
4:51.0,,,63-87,,Defensive rebound by Team
4:51.0,,,63-87,,M. Belinelli enters the game for C. Joseph
4:40.0,,,63-87,,D. Green misses 2-pt shot from 15 ft
4:39.0,Defensive rebound by T. Young,,63-87,,
4:19.0,C. Brewer misses 3-pt shot from 27 ft,,63-87,,
4:18.0,,,63-87,,Defensive rebound by Team
4:18.0,Loose ball foul by G. Dieng (drawn by B. Diaw),,63-87,,
4:18.0,,,63-88,1,B. Diaw makes free throw 1 of 2
4:18.0,A. Bennett enters the game for G. Dieng,,63-88,,
4:18.0,,,63-88,,K. Anderson enters the game for K. Leonard
4:18.0,,,63-89,1,B. Diaw makes free throw 2 of 2
4:08.0,A. Bennett misses 2-pt shot from 20 ft,,63-89,,
4:07.0,Offensive rebound by S. Muhammad,,63-89,,
4:06.0,,,63-89,,Personal foul by K. Anderson (drawn by S. Muhammad)
4:00.0,S. Muhammad misses 2-pt shot from 4 ft,,63-89,,
3:59.0,,,63-89,,Defensive rebound by M. Belinelli
3:56.0,,,63-89,,Turnover by M. Belinelli (discontinued dribble)
3:40.0,Shooting foul by B. Diaw (drawn by T. Young),,63-89,,
3:40.0,T. Young misses free throw 1 of 2,,63-89,,
3:40.0,Offensive rebound by Team,,63-89,,
3:40.0,R. Hummel enters the game for C. Brewer,,63-89,,
3:40.0,T. Young makes free throw 2 of 2,1,64-89,,
3:26.0,,,64-91,2,B. Diaw makes 2-pt shot from 3 ft
3:16.0,S. Muhammad makes 2-pt shot at rim (assist by A. Bennett),2,66-91,,
3:01.0,,,66-93,2,D. Green makes 2-pt shot from 2 ft (assist by M. Belinelli)
2:44.0,Shooting foul by B. Diaw (drawn by S. Muhammad),,66-93,,
2:44.0,S. Muhammad makes free throw 1 of 2,1,67-93,,
2:44.0,S. Muhammad makes free throw 2 of 2,1,68-93,,
2:27.0,,,68-93,,D. Green misses 3-pt shot from 22 ft
2:26.0,Defensive rebound by Z. LaVine,,68-93,,
2:21.0,T. Young makes 2-pt shot from 1 ft (assist by Z. LaVine),2,70-93,,
2:14.0,,,70-95,2,B. Diaw makes 2-pt shot at rim (assist by M. Belinelli)
1:48.0,Z. LaVine misses 2-pt shot from 21 ft,,70-95,,
1:47.0,,,70-95,,Defensive rebound by K. Anderson
1:33.0,,,70-95,,Turnover by D. Green (bad pass)
1:23.0,A. Bennett makes 2-pt shot at rim (assist by Z. LaVine),2,72-95,,
1:00.0,,,72-95,,B. Diaw misses 2-pt shot from 5 ft
0:59.0,Defensive rebound by A. Bennett,,72-95,,
0:50.0,,,72-95,,Violation by A. Baynes (def goaltending)
0:50.0,A. Bennett makes 2-pt shot from 1 ft (assist by Z. LaVine),2,74-95,,
0:36.0,,,74-95,,Shooting foul by T. Young (drawn by B. Diaw)
0:36.0,,,74-96,1,B. Diaw makes free throw 1 of 2
0:36.0,,,74-96,,C. Joseph enters the game for D. Green
0:36.0,,,74-96,,B. Diaw misses free throw 2 of 2
0:35.0,Defensive rebound by A. Bennett,,74-96,,
0:28.0,T. Young makes 2-pt shot from 4 ft,2,76-96,,
0:13.0,,,76-96,,Offensive foul by A. Baynes
0:13.0,,,76-96,,Turnover by A. Baynes (offensive foul)
0:00.0,Turnover by Z. LaVine (lost ball; steal by B. Diaw),,76-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Z. LaVine makes 2-pt shot from 1 ft,2,78-96,,
11:40.0,,,78-96,,Shooting foul by R. Hummel (drawn by B. Diaw)
11:40.0,,,78-97,1,B. Diaw makes free throw 1 of 2
11:40.0,,,78-98,1,B. Diaw makes free throw 2 of 2
11:25.0,S. Muhammad makes 2-pt shot from 5 ft,2,80-98,,
11:02.0,,,80-100,2,B. Diaw makes 2-pt shot at rim (assist by K. Anderson)
10:49.0,S. Muhammad misses 3-pt shot from 24 ft,,80-100,,
10:48.0,,,80-100,,Defensive rebound by A. Baynes
10:31.0,,,80-102,2,A. Baynes makes 2-pt shot from 16 ft (assist by C. Joseph)
10:12.0,A. Bennett misses 2-pt shot from 17 ft,,80-102,,
10:12.0,Offensive rebound by S. Muhammad,,80-102,,
10:12.0,Shooting foul by K. Anderson (drawn by S. Muhammad),,80-102,,
10:12.0,S. Muhammad misses free throw 1 of 2,,80-102,,
10:12.0,Offensive rebound by Team,,80-102,,
10:12.0,S. Muhammad makes free throw 2 of 2,1,81-102,,
9:52.0,,,81-104,2,C. Joseph makes 2-pt shot from 19 ft (assist by M. Belinelli)
9:37.0,G. Robinson misses 2-pt shot from 18 ft,,81-104,,
9:36.0,,,81-104,,Defensive rebound by A. Baynes
9:27.0,,,81-104,,B. Diaw misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by G. Robinson,,81-104,,
9:19.0,Z. LaVine misses 2-pt shot from 2 ft (block by A. Baynes),,81-104,,
9:18.0,,,81-104,,Defensive rebound by Team
9:18.0,,,81-104,,J. Ayres enters the game for A. Baynes
9:18.0,,,81-104,,San Antonio full timeout
9:04.0,,,81-106,2,J. Ayres makes 2-pt shot at rim (assist by C. Joseph)
8:47.0,,,81-106,,Personal foul by B. Diaw (drawn by A. Bennett)
8:47.0,,,81-106,,A. Daye enters the game for M. Belinelli
8:32.0,Z. LaVine misses 3-pt shot from 25 ft,,81-106,,
8:29.0,,,81-106,,Defensive rebound by C. Joseph
8:25.0,,,81-108,2,C. Joseph makes 2-pt shot from 2 ft
8:25.0,,,81-108,,Shooting foul by G. Robinson (drawn by C. Joseph)
8:25.0,A. Wiggins enters the game for S. Muhammad,,81-108,,
8:25.0,,,81-109,1,C. Joseph makes free throw 1 of 1
8:01.0,A. Wiggins misses 2-pt shot from 10 ft,,81-109,,
8:00.0,,,81-109,,Defensive rebound by K. Anderson
7:46.0,,,81-109,,B. Diaw misses 3-pt shot from 25 ft
7:44.0,,,81-109,,Offensive rebound by J. Ayres
7:24.0,,,81-109,,J. Ayres misses 2-pt shot from 6 ft
7:23.0,Defensive rebound by A. Bennett,,81-109,,
7:16.0,Z. LaVine makes 2-pt shot from 2 ft,2,83-109,,
7:04.0,,,83-109,,Turnover by B. Diaw (bad pass; steal by G. Robinson)
7:00.0,Shooting foul by B. Diaw (drawn by G. Robinson),,83-109,,
7:00.0,G. Robinson makes free throw 1 of 2,1,84-109,,
7:00.0,G. Robinson makes free throw 2 of 2,1,85-109,,
6:50.0,,,85-111,2,C. Joseph makes 2-pt shot from 1 ft (assist by J. Ayres)
6:50.0,,,85-111,,Shooting foul by Z. LaVine (drawn by C. Joseph)
6:50.0,,,85-111,,M. Bonner enters the game for B. Diaw
6:50.0,,,85-112,1,C. Joseph makes free throw 1 of 1
6:40.0,R. Hummel misses 2-pt shot from 20 ft,,85-112,,
6:39.0,,,85-112,,Defensive rebound by K. Anderson
6:26.0,,,85-112,,A. Daye misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by A. Bennett,,85-112,,
6:11.0,Shooting foul by A. Daye (drawn by G. Robinson),,85-112,,
6:11.0,,,85-112,,D. Green enters the game for C. Joseph
6:11.0,Minnesota full timeout,,85-112,,
6:11.0,G. Robinson makes free throw 1 of 2,1,86-112,,
6:11.0,G. Robinson makes free throw 2 of 2,1,87-112,,
5:50.0,,,87-112,,A. Daye misses 2-pt shot from 9 ft
5:48.0,Defensive rebound by R. Hummel,,87-112,,
5:41.0,G. Robinson makes 3-pt shot from 24 ft (assist by Z. LaVine),3,90-112,,
5:22.0,,,90-114,2,A. Daye makes 2-pt shot from 12 ft
5:05.0,A. Wiggins misses 2-pt shot from 7 ft,,90-114,,
