time,New Orleans,pts.away,score,pts.home,Golden State
1:38.0,,,84-106,,D. Lee misses free throw 1 of 2
1:38.0,,,84-106,,Offensive rebound by Team
1:38.0,,,84-107,1,D. Lee makes free throw 2 of 2
1:28.0,,,84-107,,Personal foul by J. McAdoo (drawn by J. Withey)
1:28.0,J. Withey makes free throw 1 of 2,1,85-107,,
1:28.0,J. Withey misses free throw 2 of 2,,85-107,,
1:27.0,,,85-107,,Defensive rebound by J. McAdoo
1:25.0,,,85-107,,Turnover by J. McAdoo (lost ball; steal by E. Williams)
1:21.0,J. Fredette makes 3-pt shot from 26 ft (assist by L. Babbitt),3,88-107,,
1:03.0,Personal foul by J. Withey (drawn by F. Ezeli),,88-107,,
1:03.0,,,88-108,1,F. Ezeli makes free throw 1 of 2
1:03.0,,,88-108,,F. Ezeli misses free throw 2 of 2
1:02.0,Defensive rebound by N. Cole,,88-108,,
0:51.0,E. Williams makes 3-pt shot from 26 ft (assist by J. Withey),3,91-108,,
0:42.0,,,91-110,2,J. Holiday makes 2-pt shot from 15 ft
0:32.0,J. Withey makes 2-pt shot from 3 ft (assist by E. Williams),2,93-110,,
0:18.0,,,93-112,2,B. Rush makes 2-pt shot from 21 ft (assist by J. Holiday)
0:04.0,N. Cole makes 3-pt shot from 25 ft (assist by J. Fredette),3,96-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
