time,LA Lakers,pts.away,score,pts.home,Dallas
0:04.0,,,27-35,2,J. Crowder makes 2-pt shot from 1 ft
0:04.0,Shooting block foul by R. Sacre (drawn by J. Crowder),,27-35,,
0:04.0,,,27-35,,A. Aminu enters the game for D. Nowitzki
0:04.0,,,27-35,,J. Crowder misses free throw 1 of 1
0:04.0,,,27-35,,Offensive rebound by R. Jefferson
0:00.0,,,27-38,3,J. Barea makes 3-pt shot from 26 ft (assist by R. Jefferson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,R. Sacre makes 2-pt shot from 19 ft (assist by N. Young),2,29-38,,
11:28.0,,,29-38,,D. Nowitzki misses 2-pt shot from 16 ft
11:27.0,Defensive rebound by E. Davis,,29-38,,
11:14.0,W. Johnson makes 2-pt shot from 23 ft (assist by R. Sacre),2,31-38,,
11:14.0,Shooting foul by R. Jefferson (drawn by W. Johnson),,31-38,,
11:14.0,W. Johnson makes free throw 1 of 1,1,32-38,,
11:02.0,,,32-38,,Shooting foul by N. Young (drawn by B. Wright)
11:02.0,,,32-39,1,B. Wright makes free throw 1 of 2
11:02.0,,,32-40,1,B. Wright makes free throw 2 of 2
10:57.0,Turnover by R. Price (offensive foul),,32-40,,
10:57.0,Offensive foul by R. Price,,32-40,,
10:57.0,C. Boozer enters the game for E. Davis,,32-40,,
10:43.0,Personal foul by C. Boozer (drawn by J. Crowder),,32-40,,
10:35.0,,,32-42,2,B. Wright makes 2-pt shot at rim (assist by J. Barea)
10:15.0,R. Sacre makes 2-pt shot from 16 ft (assist by W. Johnson),2,34-42,,
10:08.0,Personal foul by R. Sacre (drawn by J. Barea),,34-42,,
10:08.0,J. Hill enters the game for R. Sacre,,34-42,,
9:57.0,,,34-42,,J. Crowder misses 3-pt shot from 22 ft
9:57.0,,,34-42,,Offensive rebound by B. Wright
9:57.0,Personal foul by J. Hill (drawn by B. Wright),,34-42,,
9:43.0,,,34-44,2,B. Wright makes 2-pt shot at rim (assist by J. Barea)
9:24.0,J. Hill makes 2-pt shot from 2 ft,2,36-44,,
9:10.0,,,36-47,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea)
8:50.0,Shooting foul by B. Wright (drawn by J. Hill),,36-47,,
8:50.0,Official timeout,,36-47,,
8:50.0,,,36-47,,T. Chandler enters the game for B. Wright
8:50.0,J. Hill makes free throw 1 of 2,1,37-47,,
8:50.0,J. Hill makes free throw 2 of 2,1,38-47,,
8:38.0,Personal foul by W. Johnson (drawn by D. Nowitzki),,38-47,,
8:38.0,,,38-48,1,D. Nowitzki makes free throw 1 of 2
8:38.0,,,38-49,1,D. Nowitzki makes free throw 2 of 2
8:28.0,C. Boozer misses 2-pt shot at rim (block by D. Nowitzki),,38-49,,
8:27.0,Offensive rebound by J. Hill,,38-49,,
8:27.0,,,38-49,,Personal foul by J. Crowder (drawn by J. Hill)
8:16.0,N. Young misses 3-pt shot from 24 ft,,38-49,,
8:15.0,,,38-49,,Defensive rebound by J. Crowder
8:09.0,,,38-49,,R. Jefferson misses 2-pt shot from 1 ft (block by N. Young)
8:09.0,,,38-49,,Offensive rebound by Team
7:59.0,,,38-49,,J. Crowder misses 3-pt shot from 24 ft
7:58.0,Defensive rebound by J. Hill,,38-49,,
7:41.0,C. Boozer makes 2-pt shot from 17 ft,2,40-49,,
7:31.0,,,40-49,,J. Barea misses 2-pt shot from 2 ft (block by R. Price)
7:29.0,,,40-49,,Offensive rebound by J. Barea
7:20.0,,,40-49,,Turnover by J. Barea (bad pass)
7:20.0,K. Bryant enters the game for R. Price,,40-49,,
6:59.0,K. Bryant misses 3-pt shot from 33 ft,,40-49,,
6:58.0,,,40-49,,Defensive rebound by Team
6:58.0,,,40-49,,J. Nelson enters the game for D. Nowitzki
6:58.0,,,40-49,,C. Parsons enters the game for J. Barea
6:58.0,,,40-49,,M. Ellis enters the game for J. Crowder
6:58.0,,,40-49,,A. Aminu enters the game for R. Jefferson
6:48.0,J. Lin enters the game for N. Young,,40-49,,
6:41.0,,,40-51,2,A. Aminu makes 2-pt shot from 11 ft (assist by M. Ellis)
6:20.0,C. Boozer misses 2-pt shot from 3 ft,,40-51,,
6:19.0,,,40-51,,Defensive rebound by T. Chandler
6:14.0,,,40-53,2,A. Aminu makes 2-pt shot from 1 ft (assist by J. Nelson)
6:01.0,W. Johnson misses 3-pt shot from 22 ft,,40-53,,
6:00.0,,,40-53,,Defensive rebound by A. Aminu
5:50.0,,,40-53,,A. Aminu misses 3-pt shot from 22 ft
5:49.0,Defensive rebound by J. Hill,,40-53,,
5:49.0,,,40-53,,Personal foul by T. Chandler (drawn by J. Hill)
5:49.0,,,40-53,,Dallas full timeout
5:34.0,J. Lin makes 2-pt shot from 2 ft,2,42-53,,
5:20.0,,,42-55,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
4:59.0,K. Bryant makes 2-pt shot from 16 ft,2,44-55,,
4:32.0,,,44-55,,M. Ellis misses 2-pt shot from 19 ft
4:32.0,,,44-55,,Offensive rebound by T. Chandler
4:32.0,Personal foul by C. Boozer (drawn by T. Chandler),,44-55,,
4:32.0,,,44-56,1,T. Chandler makes free throw 1 of 2
4:32.0,,,44-56,,T. Chandler misses free throw 2 of 2
4:31.0,Defensive rebound by J. Hill,,44-56,,
4:18.0,J. Lin makes 2-pt shot from 18 ft,2,46-56,,
4:08.0,,,46-56,,J. Nelson misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by C. Boozer,,46-56,,
4:01.0,J. Lin makes 3-pt shot from 24 ft,3,49-56,,
3:58.0,,,49-56,,Dallas full timeout
3:58.0,,,49-56,,B. Wright enters the game for A. Aminu
3:58.0,,,49-56,,D. Nowitzki enters the game for T. Chandler
3:58.0,N. Young enters the game for C. Boozer,,49-56,,
3:33.0,,,49-58,2,B. Wright makes 2-pt shot from 1 ft (assist by J. Nelson)
3:21.0,Turnover by J. Lin (lost ball; steal by J. Nelson),,49-58,,
3:18.0,,,49-58,,Turnover by J. Nelson (lost ball; steal by W. Johnson)
3:10.0,K. Bryant makes 2-pt shot at rim,2,51-58,,
2:54.0,,,51-60,2,M. Ellis makes 2-pt shot from 10 ft
2:37.0,Turnover by J. Lin (bad pass; steal by B. Wright),,51-60,,
2:32.0,,,51-62,2,C. Parsons makes 2-pt shot at rim
2:11.0,N. Young makes 3-pt shot from 24 ft (assist by K. Bryant),3,54-62,,
2:01.0,,,54-64,2,C. Parsons makes 2-pt shot at rim
1:54.0,LA Lakers full timeout,,54-64,,
1:44.0,Turnover by K. Bryant (bad pass),,54-64,,
1:30.0,,,54-64,,Shooting foul by N. Young (drawn by D. Nowitzki)
1:30.0,,,54-64,,D. Nowitzki misses free throw 1 of 2
1:30.0,,,54-64,,Offensive rebound by Team
1:30.0,,,54-65,1,D. Nowitzki makes free throw 2 of 2
1:16.0,K. Bryant makes 3-pt shot from 25 ft (assist by J. Lin),3,57-65,,
0:58.0,,,57-65,,D. Nowitzki misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by J. Lin,,57-65,,
0:41.0,N. Young makes 2-pt shot from 2 ft,2,59-65,,
0:33.0,,,59-68,3,J. Nelson makes 3-pt shot from 25 ft
0:20.0,K. Bryant misses 3-pt shot from 26 ft,,59-68,,
0:19.0,Offensive rebound by J. Hill,,59-68,,
0:19.0,Turnover by J. Hill (lost ball),,59-68,,
0:01.0,,,59-68,,J. Nelson misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Hill,,59-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,W. Johnson misses 2-pt shot at rim,,59-68,,
11:48.0,Offensive rebound by W. Johnson,,59-68,,
11:44.0,K. Bryant misses 2-pt shot from 19 ft,,59-68,,
11:43.0,Offensive rebound by J. Hill,,59-68,,
11:40.0,W. Johnson makes 2-pt shot at rim (assist by J. Hill),2,61-68,,
11:23.0,Personal foul by K. Bryant (drawn by T. Chandler),,61-68,,
11:18.0,,,61-68,,Turnover by M. Ellis (bad pass; steal by K. Bryant)
11:07.0,J. Hill makes 2-pt shot from 1 ft,2,63-68,,
10:49.0,,,63-70,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by M. Ellis)
10:33.0,K. Bryant misses 2-pt shot from 21 ft,,63-70,,
10:33.0,,,63-70,,Defensive rebound by J. Nelson
10:22.0,,,63-72,2,C. Parsons makes 2-pt shot at rim (assist by D. Nowitzki)
10:00.0,Turnover by J. Lin (offensive foul),,63-72,,
10:00.0,Offensive foul by J. Lin,,63-72,,
9:47.0,,,63-74,2,M. Ellis makes 2-pt shot from 18 ft (assist by J. Nelson)
9:32.0,C. Boozer makes 2-pt shot from 16 ft (assist by J. Lin),2,65-74,,
9:14.0,,,65-74,,Turnover by C. Parsons (bad pass)
9:01.0,C. Boozer misses 2-pt shot from 15 ft,,65-74,,
9:00.0,,,65-74,,Defensive rebound by J. Nelson
8:53.0,,,65-74,,Shooting foul by J. Hill (drawn by C. Parsons)
8:53.0,,,65-74,,C. Parsons misses free throw 1 of 2
8:53.0,,,65-74,,Offensive rebound by Team
8:53.0,,,65-75,1,C. Parsons makes free throw 2 of 2
8:35.0,C. Boozer makes 2-pt shot from 7 ft (assist by K. Bryant),2,67-75,,
8:18.0,,,67-77,2,C. Parsons makes 2-pt shot at rim (assist by D. Nowitzki)
7:59.0,Shooting foul by J. Nelson (drawn by C. Boozer),,67-77,,
7:59.0,C. Boozer misses free throw 1 of 2,,67-77,,
7:59.0,Offensive rebound by Team,,67-77,,
7:59.0,C. Boozer misses free throw 2 of 2,,67-77,,
7:58.0,,,67-77,,Defensive rebound by T. Chandler
7:40.0,,,67-79,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by T. Chandler)
7:25.0,C. Boozer makes 2-pt shot from 1 ft,2,69-79,,
7:10.0,,,69-79,,C. Parsons misses 3-pt shot from 23 ft
7:09.0,Defensive rebound by W. Johnson,,69-79,,
6:55.0,K. Bryant makes 2-pt shot from 14 ft (assist by J. Lin),2,71-79,,
6:37.0,,,71-81,2,M. Ellis makes 2-pt shot from 5 ft
6:37.0,,,71-81,,Shooting foul by C. Boozer (drawn by M. Ellis)
6:37.0,,,71-81,,B. Wright enters the game for D. Nowitzki
6:37.0,,,71-82,1,M. Ellis makes free throw 1 of 1
6:23.0,C. Boozer misses 2-pt shot from 18 ft,,71-82,,
6:22.0,,,71-82,,Defensive rebound by J. Nelson
6:13.0,,,71-84,2,C. Parsons makes 2-pt shot from 6 ft
5:59.0,Offensive foul by K. Bryant,,71-84,,
5:59.0,Turnover by K. Bryant (offensive foul),,71-84,,
5:59.0,,,71-84,,Dallas full timeout
5:59.0,E. Davis enters the game for C. Boozer,,71-84,,
5:47.0,,,71-84,,J. Nelson misses 3-pt shot from 25 ft
5:46.0,,,71-84,,Offensive rebound by C. Parsons
5:36.0,,,71-87,3,M. Ellis makes 3-pt shot from 25 ft (assist by C. Parsons)
5:16.0,K. Bryant misses 2-pt shot from 18 ft,,71-87,,
5:15.0,Offensive rebound by J. Lin,,71-87,,
5:12.0,J. Lin misses 3-pt shot from 24 ft,,71-87,,
5:11.0,Offensive rebound by K. Bryant,,71-87,,
5:10.0,K. Bryant misses 2-pt shot from 6 ft,,71-87,,
5:07.0,,,71-87,,Defensive rebound by J. Nelson
4:59.0,,,71-87,,Turnover by J. Nelson (bad pass)
4:59.0,N. Young enters the game for W. Johnson,,71-87,,
4:47.0,Turnover by J. Hill (traveling),,71-87,,
4:32.0,,,71-90,3,M. Ellis makes 3-pt shot from 24 ft (assist by J. Nelson)
4:15.0,J. Lin makes 2-pt shot from 12 ft,2,73-90,,
3:59.0,,,73-93,3,M. Ellis makes 3-pt shot from 24 ft (assist by J. Nelson)
3:47.0,K. Bryant misses 2-pt shot from 19 ft,,73-93,,
3:46.0,Offensive rebound by J. Lin,,73-93,,
3:35.0,J. Hill makes 2-pt shot from 18 ft (assist by J. Lin),2,75-93,,
3:26.0,Shooting block foul by N. Young (drawn by C. Parsons),,75-93,,
3:26.0,,,75-94,1,C. Parsons makes free throw 1 of 2
3:26.0,R. Price enters the game for J. Hill,,75-94,,
3:26.0,,,75-94,,A. Aminu enters the game for T. Chandler
3:26.0,,,75-95,1,C. Parsons makes free throw 2 of 2
3:06.0,J. Lin makes 2-pt shot from 12 ft,2,77-95,,
2:51.0,,,77-98,3,C. Parsons makes 3-pt shot from 24 ft (assist by M. Ellis)
2:36.0,Turnover by J. Lin (bad pass; steal by B. Wright),,77-98,,
2:32.0,,,77-100,2,M. Ellis makes 2-pt shot from 1 ft (assist by B. Wright)
2:30.0,LA Lakers full timeout,,77-100,,
2:30.0,,,77-100,,J. Barea enters the game for J. Nelson
2:18.0,K. Bryant makes 2-pt shot from 10 ft,2,79-100,,
2:03.0,,,79-100,,Shooting foul by E. Davis (drawn by A. Aminu)
2:03.0,,,79-101,1,A. Aminu makes free throw 1 of 2
2:03.0,,,79-102,1,A. Aminu makes free throw 2 of 2
1:50.0,K. Bryant misses 2-pt shot from 19 ft,,79-102,,
1:49.0,,,79-102,,Defensive rebound by M. Ellis
1:43.0,,,79-105,3,C. Parsons makes 3-pt shot from 24 ft (assist by M. Ellis)
1:25.0,N. Young misses 2-pt shot from 18 ft,,79-105,,
1:24.0,,,79-105,,Defensive rebound by A. Aminu
1:05.0,,,79-105,,C. Parsons misses 3-pt shot from 26 ft
1:04.0,,,79-105,,Offensive rebound by B. Wright
1:02.0,,,79-105,,Turnover by A. Aminu (lost ball)
1:02.0,,,79-105,,J. Crowder enters the game for C. Parsons
0:51.0,K. Bryant makes 2-pt shot from 20 ft (assist by J. Lin),2,81-105,,
0:33.0,,,81-108,3,J. Barea makes 3-pt shot from 23 ft
0:29.0,,,81-108,,Personal foul by M. Ellis (drawn by K. Bryant)
0:26.0,,,81-108,,Violation by B. Wright (def goaltending)
0:26.0,J. Lin makes 2-pt shot at rim (assist by N. Young),2,83-108,,
0:13.0,Personal foul by E. Davis (drawn by M. Ellis),,83-108,,
0:13.0,,,83-109,1,M. Ellis makes free throw 1 of 2
0:13.0,,,83-110,1,M. Ellis makes free throw 2 of 2
0:05.0,K. Bryant misses 3-pt shot from 25 ft,,83-110,,
0:04.0,,,83-110,,Defensive rebound by M. Ellis
0:00.0,,,83-110,,M. Ellis misses 3-pt shot from 27 ft
0:00.0,,,83-110,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,83-110,,A. Aminu misses 2-pt shot from 4 ft
11:41.0,,,83-110,,Offensive rebound by B. Wright
11:40.0,,,83-112,2,B. Wright makes 2-pt shot at rim
11:16.0,J. Clarkson misses 2-pt shot from 18 ft,,83-112,,
11:15.0,Offensive rebound by R. Sacre,,83-112,,
11:11.0,Shooting foul by A. Aminu (drawn by X. Henry),,83-112,,
11:11.0,X. Henry makes free throw 1 of 2,1,84-112,,
11:11.0,,,84-112,,G. Smith enters the game for B. Wright
11:11.0,X. Henry misses free throw 2 of 2,,84-112,,
11:11.0,,,84-112,,Defensive rebound by A. Aminu
10:52.0,,,84-112,,R. Jefferson misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by W. Ellington,,84-112,,
10:35.0,,,84-112,,Personal foul by A. Aminu (drawn by J. Clarkson)
10:25.0,Shooting foul by R. Jefferson (drawn by J. Clarkson),,84-112,,
10:25.0,J. Clarkson makes free throw 1 of 2,1,85-112,,
10:25.0,J. Clarkson makes free throw 2 of 2,1,86-112,,
10:09.0,,,86-112,,J. Barea misses 2-pt shot from 10 ft
10:07.0,,,86-112,,Offensive rebound by A. Aminu
10:07.0,,,86-114,2,A. Aminu makes 2-pt shot from 2 ft
9:52.0,R. Sacre makes 2-pt shot from 9 ft,2,88-114,,
9:37.0,,,88-117,3,J. Barea makes 3-pt shot from 22 ft (assist by A. Aminu)
9:11.0,Shooting foul by G. Smith (drawn by R. Sacre),,88-117,,
9:11.0,,,88-117,,Dallas full timeout
9:11.0,R. Sacre misses free throw 1 of 2,,88-117,,
9:11.0,Offensive rebound by Team,,88-117,,
9:11.0,R. Sacre misses free throw 2 of 2,,88-117,,
9:11.0,,,88-117,,Defensive rebound by G. Smith
8:48.0,,,88-119,2,A. Aminu makes 2-pt shot at rim (assist by J. Barea)
8:33.0,W. Ellington misses 3-pt shot from 24 ft,,88-119,,
8:32.0,,,88-119,,Defensive rebound by A. Aminu
8:23.0,,,88-119,,J. Crowder misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by W. Ellington,,88-119,,
8:15.0,R. Price misses 2-pt shot from 22 ft,,88-119,,
8:13.0,,,88-119,,Defensive rebound by G. Smith
7:57.0,,,88-119,,R. Jefferson misses 2-pt shot from 7 ft
7:56.0,,,88-119,,Offensive rebound by J. Crowder
7:54.0,,,88-119,,Dallas full timeout
7:54.0,,,88-119,,C. Villanueva enters the game for A. Aminu
7:48.0,,,88-119,,C. Villanueva misses 2-pt shot from 19 ft
7:47.0,Defensive rebound by R. Sacre,,88-119,,
7:24.0,J. Clarkson misses 2-pt shot from 4 ft (block by J. Crowder),,88-119,,
7:24.0,Offensive rebound by Team,,88-119,,
7:20.0,X. Henry misses 2-pt shot from 15 ft,,88-119,,
7:19.0,,,88-119,,Defensive rebound by J. Crowder
7:05.0,,,88-122,3,J. Barea makes 3-pt shot from 25 ft (assist by R. Jefferson)
6:51.0,W. Ellington makes 2-pt shot from 18 ft (assist by R. Price),2,90-122,,
6:31.0,,,90-122,,Shooting foul by W. Ellington (drawn by G. Smith)
6:31.0,,,90-122,,G. Smith misses free throw 1 of 2
6:31.0,,,90-122,,Offensive rebound by Team
6:31.0,,,90-123,1,G. Smith makes free throw 2 of 2
6:20.0,W. Ellington misses 2-pt shot from 18 ft,,90-123,,
6:19.0,Offensive rebound by J. Clarkson,,90-123,,
6:13.0,W. Ellington makes 2-pt shot from 1 ft (assist by J. Clarkson),2,92-123,,
5:55.0,Official timeout,,92-123,,
5:50.0,,,92-123,,R. Jefferson misses 2-pt shot from 1 ft
5:49.0,Defensive rebound by R. Sacre,,92-123,,
5:26.0,R. Sacre makes 2-pt shot from 7 ft,2,94-123,,
5:12.0,,,94-123,,Turnover by R. Jefferson (step out of bounds)
5:01.0,R. Price misses 2-pt shot from 2 ft,,94-123,,
5:00.0,,,94-123,,Defensive rebound by C. Villanueva
4:48.0,,,94-125,2,J. Crowder makes 2-pt shot from 4 ft
4:36.0,W. Ellington misses 2-pt shot from 18 ft,,94-125,,
4:35.0,,,94-125,,Defensive rebound by R. Jefferson
4:31.0,,,94-127,2,C. Villanueva makes 2-pt shot at rim (assist by J. Crowder)
4:21.0,Shooting foul by G. Smith (drawn by X. Henry),,94-127,,
4:21.0,X. Henry makes free throw 1 of 2,1,95-127,,
4:21.0,X. Henry misses free throw 2 of 2,,95-127,,
4:20.0,,,95-127,,Defensive rebound by R. Jefferson
4:01.0,,,95-130,3,R. Jefferson makes 3-pt shot from 22 ft (assist by G. Smith)
3:46.0,R. Price misses 2-pt shot from 3 ft,,95-130,,
3:45.0,,,95-130,,Defensive rebound by C. Villanueva
3:36.0,,,95-130,,C. Villanueva misses 3-pt shot from 22 ft
3:35.0,,,95-130,,Offensive rebound by G. Smith
3:22.0,,,95-132,2,G. Smith makes 2-pt shot at rim (assist by J. Barea)
3:05.0,J. Clarkson makes 2-pt shot from 18 ft,2,97-132,,
2:40.0,,,97-135,3,J. Barea makes 3-pt shot from 25 ft
2:20.0,W. Ellington makes 3-pt shot from 24 ft,3,100-135,,
1:57.0,,,100-138,3,J. Crowder makes 3-pt shot from 22 ft (assist by J. Barea)
1:44.0,,,100-138,,Personal block foul by G. Smith (drawn by W. Ellington)
1:44.0,LA Lakers full timeout,,100-138,,
1:44.0,W. Ellington misses free throw 1 of 2,,100-138,,
1:44.0,Offensive rebound by Team,,100-138,,
1:44.0,W. Ellington makes free throw 2 of 2,1,101-138,,
1:37.0,,,101-138,,Turnover by J. Barea (bad pass)
1:29.0,R. Sacre makes 2-pt shot from 18 ft (assist by R. Price),2,103-138,,
1:11.0,,,103-140,2,C. Villanueva makes 2-pt shot from 6 ft (assist by J. Barea)
1:02.0,R. Price misses 2-pt shot from 19 ft,,103-140,,
1:01.0,,,103-140,,Defensive rebound by C. Villanueva
0:41.0,,,103-140,,C. Villanueva misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by R. Price,,103-140,,
0:36.0,Shooting foul by J. Barea (drawn by X. Henry),,103-140,,
