time,Houston,pts.away,score,pts.home,Phoenix
7:31.0,P. Beverley misses 3-pt shot from 24 ft,,13-8,,
7:31.0,Offensive rebound by J. Dorsey,,13-8,,
7:18.0,Shooting foul by G. Dragic (drawn by J. Harden),,13-8,,
7:18.0,J. Harden makes free throw 1 of 2,1,14-8,,
7:18.0,J. Harden makes free throw 2 of 2,1,15-8,,
7:07.0,Personal block foul by D. Motiejunas (drawn by E. Bledsoe),,15-8,,
7:03.0,,,15-8,,Turnover by G. Dragic (bad pass; steal by D. Motiejunas)
6:59.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,17-8,,
6:55.0,,,17-8,,Turnover by P. Tucker (step out of bounds)
6:55.0,Houston full timeout,,17-8,,
6:36.0,D. Motiejunas misses 3-pt shot from 23 ft,,17-8,,
6:35.0,,,17-8,,Defensive rebound by M. Plumlee
6:29.0,,,17-8,,Turnover by P. Tucker (bad pass)
6:19.0,,,17-8,,B. Wright enters the game for M. Plumlee
6:11.0,P. Beverley misses 3-pt shot from 25 ft,,17-8,,
6:10.0,,,17-8,,Defensive rebound by Team
5:55.0,,,17-11,3,M. Morris makes 3-pt shot from 24 ft (assist by E. Bledsoe)
5:40.0,Turnover by J. Harden (lost ball),,17-11,,
5:40.0,,,17-11,,Phoenix full timeout
5:17.0,,,17-11,,E. Bledsoe misses 2-pt shot from 15 ft
5:15.0,,,17-11,,Offensive rebound by M. Morris
5:15.0,,,17-11,,M. Morris misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by J. Dorsey,,17-11,,
4:58.0,D. Motiejunas makes 2-pt shot from 11 ft (assist by P. Beverley),2,19-11,,
4:50.0,Personal foul by J. Dorsey (drawn by B. Wright),,19-11,,
4:50.0,J. Smith enters the game for J. Dorsey,,19-11,,
4:46.0,,,19-11,,Turnover by E. Bledsoe (offensive foul)
4:46.0,,,19-11,,Offensive foul by E. Bledsoe
4:28.0,P. Beverley misses 2-pt shot from 3 ft (block by E. Bledsoe),,19-11,,
4:28.0,Offensive rebound by Team,,19-11,,
4:28.0,,,19-11,,I. Thomas enters the game for E. Bledsoe
4:26.0,P. Beverley makes 2-pt shot at rim (assist by T. Ariza),2,21-11,,
4:09.0,,,21-11,,Turnover by M. Morris (bad pass; steal by J. Harden)
4:03.0,T. Ariza makes 3-pt shot from 22 ft (assist by D. Motiejunas),3,24-11,,
3:47.0,,,24-11,,G. Dragic misses 2-pt shot from 1 ft
3:46.0,,,24-11,,Offensive rebound by B. Wright
3:43.0,,,24-11,,B. Wright misses 2-pt shot from 2 ft
3:41.0,,,24-11,,Offensive rebound by G. Dragic
3:41.0,,,24-11,,G. Dragic misses 2-pt shot from 1 ft (block by J. Smith)
3:39.0,,,24-11,,Offensive rebound by B. Wright
3:38.0,,,24-13,2,B. Wright makes 2-pt shot from 3 ft
3:30.0,Shooting foul by P. Tucker (drawn by J. Harden),,24-13,,
3:30.0,J. Harden misses free throw 1 of 2,,24-13,,
3:30.0,Offensive rebound by Team,,24-13,,
3:30.0,K. Papanikolaou enters the game for T. Ariza,,24-13,,
3:30.0,J. Terry enters the game for D. Motiejunas,,24-13,,
3:30.0,C. Brewer enters the game for P. Beverley,,24-13,,
3:30.0,,,24-13,,M. Morris enters the game for M. Morris
3:30.0,J. Harden makes free throw 2 of 2,1,25-13,,
3:18.0,Shooting block foul by J. Smith (drawn by I. Thomas),,25-13,,
3:18.0,,,25-14,1,I. Thomas makes free throw 1 of 2
3:18.0,,,25-15,1,I. Thomas makes free throw 2 of 2
3:07.0,J. Smith misses 2-pt shot from 4 ft,,25-15,,
3:06.0,,,25-15,,Defensive rebound by M. Morris
2:54.0,,,25-17,2,G. Dragic makes 2-pt shot at rim
2:44.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Harden),2,27-17,,
2:44.0,Shooting foul by M. Morris (drawn by J. Smith),,27-17,,
2:44.0,Houston full timeout,,27-17,,
2:44.0,J. Smith makes free throw 1 of 1,1,28-17,,
2:27.0,,,28-17,,M. Morris misses 2-pt shot from 10 ft
2:26.0,Defensive rebound by J. Smith,,28-17,,
2:19.0,J. Terry makes 3-pt shot from 22 ft (assist by J. Smith),3,31-17,,
2:11.0,,,31-17,,I. Thomas misses 2-pt shot from 2 ft
2:10.0,Defensive rebound by J. Harden,,31-17,,
2:03.0,J. Harden misses 2-pt shot from 1 ft,,31-17,,
2:02.0,Offensive rebound by J. Harden,,31-17,,
2:02.0,J. Harden misses 2-pt shot from 1 ft,,31-17,,
2:02.0,,,31-17,,Defensive rebound by I. Thomas
1:56.0,,,31-20,3,G. Dragic makes 3-pt shot from 22 ft (assist by I. Thomas)
1:38.0,J. Smith makes 2-pt shot at rim (assist by K. Papanikolaou),2,33-20,,
1:23.0,,,33-20,,M. Morris misses 3-pt shot from 23 ft
1:22.0,,,33-20,,Offensive rebound by G. Dragic
1:21.0,,,33-20,,Shooting foul by C. Brewer (drawn by G. Dragic)
1:21.0,,,33-20,,G. Dragic misses free throw 1 of 2
1:21.0,,,33-20,,Offensive rebound by Team
1:21.0,,,33-21,1,G. Dragic makes free throw 2 of 2
1:07.0,Shooting foul by M. Morris (drawn by J. Smith),,33-21,,
1:07.0,J. Smith misses free throw 1 of 2,,33-21,,
1:07.0,Offensive rebound by Team,,33-21,,
1:07.0,J. Smith makes free throw 2 of 2,1,34-21,,
0:55.0,Violation by J. Smith (def goaltending),,34-21,,
0:55.0,,,34-23,2,B. Wright makes 2-pt shot from 3 ft (assist by M. Morris)
0:44.0,K. Papanikolaou makes 3-pt shot from 24 ft (assist by J. Harden),3,37-23,,
0:36.0,,,37-23,,Turnover by M. Morris (bad pass; steal by K. Papanikolaou)
0:31.0,Shooting foul by B. Wright (drawn by J. Harden),,37-23,,
0:31.0,J. Harden misses free throw 1 of 2,,37-23,,
0:31.0,Offensive rebound by Team,,37-23,,
0:31.0,J. Harden makes free throw 2 of 2,1,38-23,,
0:11.0,,,38-23,,P. Tucker misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by C. Brewer,,38-23,,
0:04.0,J. Harden makes 3-pt shot from 24 ft,3,41-23,,
0:00.0,,,41-23,,M. Morris misses 3-pt shot from 43 ft
0:00.0,,,41-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,41-25,2,M. Morris makes 2-pt shot at rim (assist by M. Morris)
11:29.0,J. Smith misses 3-pt shot from 25 ft,,41-25,,
11:28.0,,,41-25,,Defensive rebound by E. Bledsoe
11:22.0,Shooting block foul by J. Smith (drawn by E. Bledsoe),,41-25,,
11:22.0,,,41-26,1,E. Bledsoe makes free throw 1 of 2
11:22.0,,,41-27,1,E. Bledsoe makes free throw 2 of 2
11:08.0,C. Brewer misses 2-pt shot from 3 ft,,41-27,,
11:07.0,,,41-27,,Defensive rebound by M. Morris
11:05.0,,,41-27,,Turnover by M. Morris (bad pass; steal by J. Terry)
10:58.0,J. Smith misses 2-pt shot at rim,,41-27,,
10:57.0,Offensive rebound by J. Smith,,41-27,,
10:57.0,J. Smith makes 2-pt shot at rim,2,43-27,,
10:41.0,,,43-29,2,M. Morris makes 2-pt shot at rim (assist by E. Bledsoe)
10:31.0,T. Ariza misses 2-pt shot from 15 ft,,43-29,,
10:30.0,,,43-29,,Defensive rebound by Team
10:24.0,,,43-31,2,M. Morris makes 2-pt shot at rim (assist by I. Thomas)
10:11.0,D. Motiejunas enters the game for J. Smith,,43-31,,
10:03.0,,,43-31,,Personal foul by M. Morris (drawn by D. Motiejunas)
9:48.0,C. Brewer misses 3-pt shot from 23 ft,,43-31,,
9:47.0,,,43-31,,Defensive rebound by M. Morris
9:45.0,Personal block foul by C. Brewer (drawn by M. Morris),,43-31,,
9:32.0,,,43-33,2,M. Morris makes 2-pt shot at rim
9:26.0,Houston full timeout,,43-33,,
9:19.0,,,43-33,,Personal foul by M. Morris (drawn by D. Motiejunas)
9:19.0,,,43-33,,Violation by Team (delay of game)
9:16.0,C. Brewer misses 3-pt shot from 22 ft,,43-33,,
9:16.0,,,43-33,,Defensive rebound by G. Green
9:16.0,,,43-35,2,G. Green makes 2-pt shot from 22 ft
9:04.0,D. Motiejunas misses 2-pt shot from 4 ft,,43-35,,
9:02.0,Offensive rebound by C. Brewer,,43-35,,
9:02.0,C. Brewer makes 2-pt shot from 1 ft,2,45-35,,
8:47.0,,,45-37,2,E. Bledsoe makes 2-pt shot from 7 ft
8:47.0,Shooting block foul by C. Brewer (drawn by E. Bledsoe),,45-37,,
8:47.0,,,45-37,,M. Plumlee enters the game for M. Morris
8:47.0,P. Beverley enters the game for C. Brewer,,45-37,,
8:47.0,J. Dorsey enters the game for K. Papanikolaou,,45-37,,
8:47.0,J. Harden enters the game for J. Terry,,45-37,,
8:47.0,,,45-38,1,E. Bledsoe makes free throw 1 of 1
8:33.0,P. Beverley makes 2-pt shot from 1 ft,2,47-38,,
8:30.0,,,47-38,,Turnover by M. Plumlee (bad pass; steal by J. Harden)
8:24.0,J. Harden misses 3-pt shot from 23 ft,,47-38,,
8:23.0,Offensive rebound by J. Harden,,47-38,,
8:21.0,J. Harden makes 2-pt shot from 1 ft,2,49-38,,
8:13.0,Personal foul by D. Motiejunas (drawn by G. Green),,49-38,,
8:02.0,,,49-38,,I. Thomas misses 3-pt shot from 25 ft
8:01.0,,,49-38,,Offensive rebound by M. Plumlee
7:51.0,,,49-38,,Shooting foul by T. Ariza (drawn by M. Plumlee)
7:51.0,,,49-38,,M. Plumlee misses free throw 1 of 2
7:51.0,,,49-38,,Offensive rebound by Team
7:51.0,,,49-39,1,M. Plumlee makes free throw 2 of 2
7:35.0,D. Motiejunas makes 2-pt shot from 7 ft (assist by P. Beverley),2,51-39,,
7:28.0,Personal foul by P. Beverley (drawn by I. Thomas),,51-39,,
7:28.0,,,51-40,1,I. Thomas makes free throw 1 of 2
7:28.0,,,51-41,1,I. Thomas makes free throw 2 of 2
7:10.0,Turnover by J. Harden (bad pass; steal by M. Plumlee),,51-41,,
7:03.0,,,51-41,,M. Morris misses 3-pt shot from 24 ft
7:02.0,Defensive rebound by P. Beverley,,51-41,,
6:59.0,Turnover by P. Beverley (bad pass; steal by G. Green),,51-41,,
6:47.0,Personal block foul by D. Motiejunas (drawn by E. Bledsoe),,51-41,,
6:47.0,,,51-42,1,E. Bledsoe makes free throw 1 of 2
6:47.0,J. Smith enters the game for D. Motiejunas,,51-42,,
6:47.0,,,51-42,,G. Dragic enters the game for I. Thomas
6:47.0,,,51-43,1,E. Bledsoe makes free throw 2 of 2
6:35.0,J. Harden makes 2-pt shot from 1 ft,2,53-43,,
6:35.0,Shooting foul by M. Plumlee (drawn by J. Harden),,53-43,,
6:35.0,J. Harden misses free throw 1 of 1,,53-43,,
6:35.0,,,53-43,,Defensive rebound by G. Green
6:21.0,,,53-43,,Turnover by E. Bledsoe (bad pass; steal by T. Ariza)
6:11.0,,,53-43,,P. Tucker enters the game for M. Plumlee
6:02.0,,,53-43,,Personal foul by G. Green (drawn by T. Ariza)
5:46.0,P. Beverley misses 3-pt shot from 23 ft,,53-43,,
5:45.0,,,53-43,,Defensive rebound by Team
5:45.0,Loose ball foul by J. Dorsey (drawn by M. Morris),,53-43,,
5:45.0,Official timeout,,53-43,,
5:45.0,,,53-44,1,M. Morris makes free throw 1 of 2
5:45.0,,,53-44,,M. Morris misses free throw 2 of 2
5:44.0,Defensive rebound by T. Ariza,,53-44,,
5:31.0,,,53-44,,Violation by M. Morris (kicked ball)
5:27.0,J. Harden makes 2-pt shot from 1 ft (assist by J. Smith),2,55-44,,
5:07.0,,,55-46,2,P. Tucker makes 2-pt shot from 8 ft
4:55.0,Shooting foul by M. Morris (drawn by J. Harden),,55-46,,
4:55.0,J. Harden makes free throw 1 of 2,1,56-46,,
4:55.0,,,56-46,,I. Thomas enters the game for G. Green
4:55.0,,,56-46,,M. Morris enters the game for M. Morris
4:55.0,J. Harden makes free throw 2 of 2,1,57-46,,
4:35.0,,,57-48,2,I. Thomas makes 2-pt shot from 16 ft
4:20.0,Turnover by T. Ariza (bad pass; steal by M. Morris),,57-48,,
4:16.0,Shooting block foul by P. Beverley (drawn by G. Dragic),,57-48,,
4:16.0,,,57-49,1,G. Dragic makes free throw 1 of 2
4:16.0,J. Terry enters the game for J. Dorsey,,57-49,,
4:16.0,,,57-50,1,G. Dragic makes free throw 2 of 2
4:05.0,Offensive foul by P. Beverley,,57-50,,
4:05.0,Turnover by P. Beverley (offensive foul),,57-50,,
4:00.0,,,57-50,,Shooting foul by P. Beverley (drawn by E. Bledsoe)
4:00.0,,,57-51,1,E. Bledsoe makes free throw 1 of 2
4:00.0,Technical foul by P. Beverley (drawn by E. Bledsoe),,57-51,,
4:00.0,,,57-52,1,E. Bledsoe makes technical free throw
4:00.0,C. Brewer enters the game for P. Beverley,,57-52,,
4:00.0,,,57-52,,E. Bledsoe misses free throw 2 of 2
3:59.0,Defensive rebound by J. Smith,,57-52,,
3:35.0,Turnover by Team (shot clock),,57-52,,
3:32.0,,,57-54,2,I. Thomas makes 2-pt shot from 1 ft
3:32.0,Shooting block foul by J. Terry (drawn by I. Thomas),,57-54,,
3:32.0,Houston full timeout,,57-54,,
3:32.0,,,57-54,,I. Thomas misses free throw 1 of 1
3:31.0,Defensive rebound by J. Harden,,57-54,,
3:20.0,J. Smith makes 2-pt shot at rim,2,59-54,,
3:07.0,,,59-54,,E. Bledsoe misses 2-pt shot from 18 ft
3:06.0,Defensive rebound by T. Ariza,,59-54,,
2:59.0,J. Terry misses 3-pt shot from 25 ft,,59-54,,
2:58.0,Offensive rebound by J. Terry,,59-54,,
2:53.0,T. Ariza misses 3-pt shot from 25 ft,,59-54,,
2:52.0,Offensive rebound by J. Harden,,59-54,,
2:44.0,,,59-54,,Shooting block foul by G. Dragic (drawn by C. Brewer)
2:44.0,C. Brewer misses free throw 1 of 2,,59-54,,
2:44.0,Offensive rebound by Team,,59-54,,
2:44.0,C. Brewer makes free throw 2 of 2,1,60-54,,
2:21.0,,,60-56,2,M. Morris makes 2-pt shot from 4 ft
2:09.0,J. Harden misses 2-pt shot from 1 ft,,60-56,,
2:08.0,Offensive rebound by J. Smith,,60-56,,
2:08.0,J. Smith makes 2-pt shot at rim,2,62-56,,
1:59.0,,,62-56,,E. Bledsoe misses 3-pt shot from 22 ft
1:59.0,Defensive rebound by T. Ariza,,62-56,,
1:54.0,C. Brewer makes 2-pt shot at rim (assist by T. Ariza),2,64-56,,
1:40.0,,,64-56,,M. Morris misses 2-pt shot from 9 ft
1:39.0,Defensive rebound by J. Terry,,64-56,,
1:32.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,67-56,,
1:26.0,,,67-56,,Phoenix full timeout
1:15.0,,,67-59,3,P. Tucker makes 3-pt shot from 24 ft (assist by M. Morris)
0:52.0,C. Brewer misses 2-pt shot from 8 ft,,67-59,,
0:51.0,,,67-59,,Defensive rebound by P. Tucker
0:48.0,,,67-61,2,P. Tucker makes 2-pt shot at rim
0:34.0,T. Ariza misses 3-pt shot from 24 ft,,67-61,,
0:33.0,,,67-61,,Defensive rebound by E. Bledsoe
0:23.0,,,67-61,,E. Bledsoe misses 2-pt shot from 20 ft
0:22.0,Defensive rebound by T. Ariza,,67-61,,
0:02.0,J. Harden makes 3-pt shot from 24 ft,3,70-61,,
0:01.0,,,70-61,,Turnover by G. Dragic (bad pass; steal by J. Smith)
0:00.0,J. Smith misses 3-pt shot from 38 ft,,70-61,,
0:00.0,Offensive rebound by Team,,70-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,70-61,,Shooting foul by J. Harden (drawn by M. Morris)
11:36.0,,,70-62,1,M. Morris makes free throw 1 of 2
11:36.0,,,70-63,1,M. Morris makes free throw 2 of 2
11:22.0,P. Beverley misses 3-pt shot from 25 ft,,70-63,,
11:21.0,,,70-63,,Defensive rebound by M. Plumlee
11:11.0,,,70-63,,E. Bledsoe misses 2-pt shot from 15 ft
11:10.0,Defensive rebound by D. Motiejunas,,70-63,,
10:59.0,Shooting foul by M. Morris (drawn by J. Dorsey),,70-63,,
10:59.0,J. Dorsey misses free throw 1 of 2,,70-63,,
10:59.0,Offensive rebound by Team,,70-63,,
10:59.0,J. Dorsey misses free throw 2 of 2,,70-63,,
10:59.0,Offensive rebound by D. Motiejunas,,70-63,,
10:53.0,J. Harden misses 3-pt shot from 25 ft,,70-63,,
10:52.0,,,70-63,,Defensive rebound by G. Dragic
10:48.0,,,70-63,,P. Tucker misses 2-pt shot from 1 ft
10:46.0,,,70-63,,Offensive rebound by M. Morris
10:46.0,,,70-65,2,M. Morris makes 2-pt shot from 2 ft
10:32.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,73-65,,
10:18.0,,,73-67,2,E. Bledsoe makes 2-pt shot at rim
9:56.0,P. Beverley misses 3-pt shot from 22 ft,,73-67,,
9:55.0,,,73-67,,Defensive rebound by M. Plumlee
9:46.0,,,73-70,3,G. Dragic makes 3-pt shot from 24 ft
9:45.0,Houston full timeout,,73-70,,
9:32.0,J. Dorsey misses 2-pt shot at rim (block by M. Plumlee),,73-70,,
9:30.0,,,73-70,,Defensive rebound by P. Tucker
9:25.0,Personal foul by J. Dorsey (drawn by E. Bledsoe),,73-70,,
9:12.0,,,73-73,3,P. Tucker makes 3-pt shot from 23 ft (assist by G. Dragic)
9:01.0,D. Motiejunas misses 2-pt shot from 5 ft,,73-73,,
9:00.0,,,73-73,,Defensive rebound by E. Bledsoe
8:53.0,,,73-73,,P. Tucker misses 3-pt shot from 23 ft
8:52.0,Defensive rebound by Team,,73-73,,
8:34.0,D. Motiejunas misses 2-pt shot from 7 ft,,73-73,,
8:33.0,,,73-73,,Defensive rebound by M. Plumlee
8:29.0,,,73-73,,Shooting foul by D. Motiejunas (drawn by E. Bledsoe)
8:29.0,,,73-74,1,E. Bledsoe makes free throw 1 of 2
8:29.0,J. Smith enters the game for D. Motiejunas,,73-74,,
8:29.0,,,73-75,1,E. Bledsoe makes free throw 2 of 2
8:17.0,T. Ariza misses 3-pt shot from 25 ft,,73-75,,
8:16.0,,,73-75,,Defensive rebound by E. Bledsoe
8:08.0,,,73-75,,E. Bledsoe misses 2-pt shot from 14 ft
8:07.0,Defensive rebound by J. Harden,,73-75,,
8:03.0,Turnover by J. Harden (lost ball; steal by M. Plumlee),,73-75,,
7:57.0,,,73-75,,P. Tucker misses 3-pt shot from 22 ft
7:56.0,,,73-75,,Offensive rebound by G. Dragic
7:39.0,,,73-75,,P. Tucker misses 2-pt shot from 1 ft
7:38.0,,,73-75,,Offensive rebound by P. Tucker
7:38.0,,,73-75,,P. Tucker misses 2-pt shot from 1 ft
7:36.0,,,73-75,,Offensive rebound by M. Plumlee
7:36.0,,,73-77,2,M. Plumlee makes 2-pt shot from 1 ft
7:19.0,J. Dorsey misses 2-pt shot at rim (block by M. Plumlee),,73-77,,
7:16.0,Offensive rebound by J. Dorsey,,73-77,,
7:16.0,J. Dorsey misses 2-pt shot from 2 ft,,73-77,,
7:15.0,,,73-77,,Defensive rebound by M. Plumlee
7:10.0,K. Papanikolaou enters the game for J. Dorsey,,73-77,,
7:10.0,,,73-77,,M. Morris enters the game for M. Plumlee
6:56.0,,,73-77,,M. Morris misses 2-pt shot from 20 ft
6:55.0,Defensive rebound by J. Harden,,73-77,,
6:31.0,P. Beverley misses 2-pt shot from 1 ft,,73-77,,
6:30.0,,,73-77,,Defensive rebound by M. Morris
6:25.0,,,73-79,2,E. Bledsoe makes 2-pt shot at rim
6:13.0,K. Papanikolaou misses 3-pt shot from 23 ft,,73-79,,
6:12.0,,,73-79,,Defensive rebound by M. Morris
6:02.0,,,73-79,,E. Bledsoe misses 3-pt shot from 23 ft
6:01.0,,,73-79,,Offensive rebound by P. Tucker
5:38.0,,,73-81,2,E. Bledsoe makes 2-pt shot from 18 ft
5:36.0,Houston full timeout,,73-81,,
5:27.0,P. Beverley makes 2-pt shot at rim,2,75-81,,
5:06.0,,,75-81,,M. Morris misses 2-pt shot from 8 ft
5:04.0,Defensive rebound by J. Smith,,75-81,,
4:52.0,Turnover by J. Smith (bad pass; steal by E. Bledsoe),,75-81,,
4:44.0,,,75-81,,G. Dragic misses 3-pt shot from 23 ft
4:43.0,Defensive rebound by P. Beverley,,75-81,,
4:36.0,J. Harden makes 2-pt shot from 1 ft (assist by P. Beverley),2,77-81,,
4:32.0,Personal take foul by J. Smith (drawn by M. Morris),,77-81,,
4:32.0,C. Brewer enters the game for J. Harden,,77-81,,
4:11.0,,,77-81,,M. Morris misses 2-pt shot from 1 ft
4:10.0,Defensive rebound by Team,,77-81,,
4:03.0,C. Brewer misses 2-pt shot from 4 ft,,77-81,,
4:01.0,,,77-81,,Defensive rebound by M. Morris
3:55.0,,,77-83,2,E. Bledsoe makes 2-pt shot from 17 ft
3:44.0,,,77-83,,Violation by M. Morris (kicked ball)
3:44.0,,,77-83,,I. Thomas enters the game for G. Dragic
3:44.0,,,77-83,,B. Wright enters the game for M. Morris
3:34.0,J. Smith misses 2-pt shot from 15 ft,,77-83,,
3:34.0,,,77-83,,Defensive rebound by P. Tucker
3:11.0,,,77-83,,I. Thomas misses 2-pt shot from 1 ft (block by K. Papanikolaou)
3:10.0,Defensive rebound by P. Beverley,,77-83,,
3:02.0,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza),3,80-83,,
2:34.0,,,80-83,,E. Bledsoe misses 2-pt shot from 5 ft
2:33.0,Defensive rebound by P. Beverley,,80-83,,
2:25.0,J. Smith makes 3-pt shot from 24 ft (assist by P. Beverley),3,83-83,,
2:24.0,,,83-83,,Phoenix full timeout
2:24.0,J. Harden enters the game for T. Ariza,,83-83,,
2:24.0,,,83-83,,G. Green enters the game for E. Bledsoe
2:11.0,,,83-83,,P. Tucker misses 2-pt shot from 16 ft
2:11.0,Defensive rebound by C. Brewer,,83-83,,
2:04.0,P. Beverley misses 3-pt shot from 24 ft,,83-83,,
2:03.0,,,83-83,,Defensive rebound by B. Wright
1:48.0,,,83-83,,I. Thomas misses 2-pt shot from 18 ft
1:47.0,,,83-83,,Offensive rebound by B. Wright
1:38.0,,,83-83,,Turnover by I. Thomas (lost ball; steal by J. Harden)
1:32.0,C. Brewer misses 2-pt shot from 1 ft,,83-83,,
1:31.0,Offensive rebound by P. Beverley,,83-83,,
1:13.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,85-83,,
1:02.0,,,85-86,3,G. Green makes 3-pt shot from 24 ft (assist by I. Thomas)
0:38.0,P. Beverley misses 3-pt shot from 22 ft,,85-86,,
0:37.0,,,85-86,,Defensive rebound by P. Tucker
0:30.0,,,85-86,,G. Green misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by Team,,85-86,,
0:29.0,J. Terry enters the game for P. Beverley,,85-86,,
0:09.0,K. Papanikolaou makes 3-pt shot from 25 ft (assist by C. Brewer),3,88-86,,
0:02.0,,,88-89,3,I. Thomas makes 3-pt shot from 25 ft
0:00.0,J. Terry misses 3-pt shot from 74 ft,,88-89,,
0:00.0,Offensive rebound by Team,,88-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Harden makes 3-pt shot from 25 ft,3,91-89,,
11:46.0,Shooting foul by M. Morris (drawn by J. Harden),,91-89,,
11:46.0,J. Harden makes free throw 1 of 1,1,92-89,,
11:22.0,,,92-89,,I. Thomas misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by J. Harden,,92-89,,
11:17.0,Turnover by J. Harden (lost ball; steal by M. Morris),,92-89,,
11:10.0,,,92-91,2,G. Green makes 2-pt shot from 8 ft
10:44.0,D. Motiejunas makes 2-pt shot from 4 ft,2,94-91,,
10:25.0,,,94-91,,Shooting foul by D. Motiejunas (drawn by M. Morris)
10:25.0,,,94-92,1,M. Morris makes free throw 1 of 2
10:25.0,J. Smith enters the game for D. Motiejunas,,94-92,,
10:25.0,,,94-92,,G. Dragic enters the game for P. Tucker
10:25.0,,,94-92,,E. Bledsoe enters the game for G. Green
10:25.0,,,94-92,,M. Morris misses free throw 2 of 2
10:25.0,Defensive rebound by K. Papanikolaou,,94-92,,
10:11.0,J. Harden makes 2-pt shot from 2 ft (assist by J. Terry),2,96-92,,
10:01.0,,,96-95,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by I. Thomas)
9:43.0,J. Smith makes 3-pt shot from 24 ft (assist by J. Harden),3,99-95,,
9:30.0,,,99-95,,E. Bledsoe misses 2-pt shot from 4 ft
9:29.0,Defensive rebound by J. Smith,,99-95,,
9:18.0,C. Brewer makes 3-pt shot from 24 ft (assist by J. Smith),3,102-95,,
8:52.0,,,102-95,,M. Morris misses 2-pt shot from 13 ft
8:51.0,Defensive rebound by C. Brewer,,102-95,,
8:35.0,Official timeout,,102-95,,
