time,Philadelphia,pts.away,score,pts.home,Atlanta
4:43.0,K. McDaniels misses 3-pt shot from 24 ft,,10-18,,
4:42.0,,,10-18,,Defensive rebound by A. Horford
4:22.0,,,10-18,,P. Millsap misses 2-pt shot from 11 ft
4:21.0,Defensive rebound by K. McDaniels,,10-18,,
4:13.0,H. Thompson makes 2-pt shot from 10 ft (assist by M. Carter-Williams),2,12-18,,
4:00.0,,,12-18,,Turnover by K. Korver (bad pass; steal by L. Mbah a Moute)
3:53.0,H. Thompson misses 2-pt shot from 3 ft,,12-18,,
3:53.0,,,12-18,,Defensive rebound by Team
3:53.0,Loose ball foul by N. Noel (drawn by A. Horford),,12-18,,
3:53.0,,,12-18,,P. Antic enters the game for A. Horford
3:53.0,,,12-18,,S. Mack enters the game for K. Korver
3:53.0,R. Covington enters the game for L. Mbah a Moute,,12-18,,
3:53.0,H. Sims enters the game for N. Noel,,12-18,,
3:53.0,J. Grant enters the game for H. Thompson,,12-18,,
3:37.0,,,12-18,,J. Teague misses 2-pt shot from 19 ft
3:36.0,Defensive rebound by R. Covington,,12-18,,
3:29.0,J. Grant makes 2-pt shot from 17 ft (assist by M. Carter-Williams),2,14-18,,
3:16.0,,,14-18,,Turnover by P. Antic (lost ball; steal by J. Grant)
3:09.0,R. Covington misses 2-pt shot from 2 ft,,14-18,,
3:06.0,,,14-18,,Defensive rebound by D. Carroll
2:59.0,,,14-18,,P. Antic misses 3-pt shot from 25 ft
2:56.0,,,14-18,,Offensive rebound by D. Carroll
2:48.0,,,14-18,,P. Antic misses 3-pt shot from 25 ft
2:46.0,,,14-18,,Offensive rebound by J. Teague
2:46.0,,,14-18,,Atlanta full timeout
2:46.0,,,14-18,,D. Schroder enters the game for J. Teague
2:37.0,,,14-18,,S. Mack misses 3-pt shot from 25 ft
2:36.0,,,14-18,,Offensive rebound by P. Millsap
2:31.0,,,14-18,,S. Mack misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by J. Grant,,14-18,,
2:21.0,J. Grant makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,16-18,,
2:10.0,,,16-18,,Turnover by S. Mack (lost ball; steal by K. McDaniels)
2:06.0,K. McDaniels makes 2-pt shot at rim,2,18-18,,
1:51.0,,,18-20,2,D. Schroder makes 2-pt shot from 2 ft
1:36.0,Shooting foul by P. Antic (drawn by H. Sims),,18-20,,
1:36.0,H. Sims makes free throw 1 of 2,1,19-20,,
1:36.0,A. Shved enters the game for M. Carter-Williams,,19-20,,
1:36.0,,,19-20,,T. Sefolosha enters the game for D. Carroll
1:36.0,H. Sims misses free throw 2 of 2,,19-20,,
1:34.0,,,19-20,,Defensive rebound by D. Schroder
1:16.0,,,19-22,2,P. Antic makes 2-pt shot from 2 ft
1:02.0,R. Covington misses 2-pt shot from 2 ft,,19-22,,
1:00.0,,,19-22,,Defensive rebound by P. Millsap
0:54.0,,,19-22,,D. Schroder misses 2-pt shot from 2 ft (block by K. McDaniels)
0:52.0,Defensive rebound by J. Grant,,19-22,,
0:45.0,K. McDaniels misses 3-pt shot from 22 ft,,19-22,,
0:43.0,,,19-22,,Defensive rebound by T. Sefolosha
0:29.0,,,19-25,3,P. Antic makes 3-pt shot from 25 ft (assist by T. Sefolosha)
0:08.0,A. Shved makes 2-pt shot from 3 ft,2,21-25,,
0:00.0,,,21-25,,P. Millsap misses 3-pt shot from 22 ft
0:00.0,,,21-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,N. Noel misses 2-pt shot from 9 ft,,21-25,,
11:35.0,,,21-25,,Defensive rebound by Team
11:29.0,,,21-25,,Turnover by T. Sefolosha (bad pass)
11:14.0,K. McDaniels misses 2-pt shot from 17 ft,,21-25,,
11:13.0,,,21-25,,Defensive rebound by T. Sefolosha
10:50.0,,,21-25,,A. Horford misses 2-pt shot from 5 ft (block by N. Noel)
10:49.0,,,21-25,,Offensive rebound by Team
10:49.0,,,21-25,,Turnover by Team (shot clock)
10:49.0,L. Mbah a Moute enters the game for J. Grant,,21-25,,
10:42.0,A. Shved misses 2-pt shot from 1 ft,,21-25,,
10:40.0,,,21-25,,Defensive rebound by A. Horford
10:30.0,,,21-25,,P. Antic misses 3-pt shot from 22 ft
10:28.0,Defensive rebound by R. Covington,,21-25,,
10:24.0,A. Shved misses 3-pt shot from 25 ft,,21-25,,
10:22.0,,,21-25,,Defensive rebound by T. Sefolosha
10:05.0,,,21-28,3,S. Mack makes 3-pt shot from 23 ft (assist by T. Sefolosha)
9:39.0,A. Shved makes 2-pt shot from 3 ft,2,23-28,,
9:21.0,,,23-28,,T. Sefolosha misses 3-pt shot from 24 ft
9:20.0,,,23-28,,Offensive rebound by A. Horford
9:17.0,,,23-28,,Shooting foul by A. Shved (drawn by S. Mack)
9:17.0,,,23-29,1,S. Mack makes free throw 1 of 2
9:17.0,M. Carter-Williams enters the game for K. McDaniels,,23-29,,
9:17.0,,,23-29,,S. Mack misses free throw 2 of 2
9:16.0,Defensive rebound by R. Covington,,23-29,,
9:06.0,A. Shved misses 3-pt shot from 24 ft,,23-29,,
9:04.0,,,23-29,,Defensive rebound by A. Horford
8:53.0,,,23-29,,S. Mack misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by N. Noel,,23-29,,
8:40.0,A. Shved misses 3-pt shot from 24 ft,,23-29,,
8:39.0,,,23-29,,Defensive rebound by A. Horford
8:34.0,,,23-31,2,S. Mack makes 2-pt shot from 2 ft (assist by A. Horford)
8:34.0,Philadelphia full timeout,,23-31,,
8:34.0,,,23-31,,M. Muscala enters the game for P. Antic
8:34.0,,,23-31,,K. Korver enters the game for S. Mack
8:34.0,H. Thompson enters the game for A. Shved,,23-31,,
8:18.0,R. Covington makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,26-31,,
8:02.0,,,26-34,3,K. Korver makes 3-pt shot from 23 ft (assist by M. Muscala)
7:46.0,R. Covington misses 2-pt shot from 10 ft,,26-34,,
7:45.0,,,26-34,,Defensive rebound by T. Sefolosha
7:27.0,,,26-34,,A. Horford misses 2-pt shot from 4 ft (block by L. Mbah a Moute)
7:26.0,,,26-34,,Offensive rebound by Team
7:22.0,,,26-34,,D. Schroder misses 2-pt shot from 2 ft
7:22.0,,,26-34,,Offensive rebound by M. Muscala
7:22.0,,,26-34,,Turnover by Team (shot clock)
7:08.0,Turnover by M. Carter-Williams (bad pass; steal by D. Schroder),,26-34,,
6:54.0,,,26-34,,D. Schroder misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by N. Noel,,26-34,,
6:39.0,,,26-34,,Personal foul by D. Schroder (drawn by M. Carter-Williams)
6:39.0,,,26-34,,J. Teague enters the game for D. Schroder
6:28.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by N. Noel),2,28-34,,
6:10.0,,,28-36,2,M. Muscala makes 2-pt shot from 10 ft (assist by T. Sefolosha)
5:53.0,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by M. Carter-Williams),3,31-36,,
5:32.0,,,31-36,,T. Sefolosha misses 2-pt shot from 22 ft (block by M. Carter-Williams)
5:30.0,Defensive rebound by L. Mbah a Moute,,31-36,,
5:24.0,Turnover by M. Carter-Williams (bad pass; steal by K. Korver),,31-36,,
5:03.0,,,31-36,,T. Sefolosha misses 3-pt shot from 24 ft
5:03.0,,,31-36,,Offensive rebound by Team
5:03.0,Loose ball foul by N. Noel (drawn by A. Horford),,31-36,,
5:03.0,Official timeout,,31-36,,
5:03.0,,,31-36,,D. Carroll enters the game for T. Sefolosha
5:03.0,H. Sims enters the game for N. Noel,,31-36,,
5:03.0,J. Sampson enters the game for R. Covington,,31-36,,
4:56.0,Personal foul by L. Mbah a Moute (drawn by M. Muscala),,31-36,,
4:45.0,,,31-39,3,D. Carroll makes 3-pt shot from 23 ft (assist by J. Teague)
4:30.0,H. Sims misses 2-pt shot from 8 ft,,31-39,,
4:28.0,,,31-39,,Defensive rebound by Team
4:28.0,,,31-39,,P. Millsap enters the game for A. Horford
4:14.0,,,31-41,2,P. Millsap makes 2-pt shot at rim
3:59.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,33-41,,
3:59.0,Shooting foul by P. Millsap (drawn by L. Mbah a Moute),,33-41,,
3:59.0,L. Mbah a Moute misses free throw 1 of 1,,33-41,,
3:57.0,,,33-41,,Defensive rebound by M. Muscala
3:35.0,,,33-41,,P. Millsap misses 2-pt shot from 14 ft
3:33.0,Defensive rebound by H. Sims,,33-41,,
3:13.0,Turnover by L. Mbah a Moute (lost ball; steal by K. Korver),,33-41,,
2:59.0,,,33-41,,Shooting foul by J. Sampson (drawn by P. Millsap)
2:59.0,,,33-41,,Atlanta full timeout
2:59.0,,,33-42,1,P. Millsap makes free throw 1 of 2
2:59.0,,,33-43,1,P. Millsap makes free throw 2 of 2
2:50.0,H. Sims misses 2-pt shot from 19 ft,,33-43,,
2:48.0,,,33-43,,Defensive rebound by D. Carroll
2:31.0,,,33-45,2,M. Muscala makes 2-pt shot from 17 ft (assist by J. Teague)
2:08.0,J. Sampson misses 2-pt shot at rim (block by K. Korver),,33-45,,
2:05.0,Offensive rebound by J. Sampson,,33-45,,
2:04.0,Turnover by J. Sampson (lost ball; steal by M. Muscala),,33-45,,
1:55.0,,,33-45,,Turnover by P. Millsap (lost ball; steal by L. Mbah a Moute)
1:44.0,M. Carter-Williams makes 2-pt shot at rim,2,35-45,,
1:35.0,,,35-45,,K. Korver misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by H. Sims,,35-45,,
1:20.0,,,35-45,,Personal foul by K. Korver (drawn by L. Mbah a Moute)
1:20.0,K. McDaniels enters the game for L. Mbah a Moute,,35-45,,
1:20.0,J. Grant enters the game for H. Sims,,35-45,,
1:20.0,N. Noel enters the game for J. Sampson,,35-45,,
1:06.0,N. Noel misses 2-pt shot from 18 ft,,35-45,,
1:02.0,Offensive rebound by J. Grant,,35-45,,
1:01.0,J. Grant makes 2-pt shot at rim,2,37-45,,
0:42.0,,,37-45,,D. Carroll misses 2-pt shot from 5 ft (block by N. Noel)
0:40.0,,,37-45,,Offensive rebound by Team
0:40.0,,,37-45,,Atlanta full timeout
0:36.0,,,37-45,,K. Korver misses 2-pt shot from 1 ft
0:34.0,,,37-45,,Offensive rebound by D. Carroll
0:34.0,,,37-45,,D. Carroll misses 2-pt shot at rim
0:33.0,,,37-45,,Offensive rebound by D. Carroll
0:30.0,,,37-47,2,K. Korver makes 2-pt shot from 19 ft (assist by D. Carroll)
0:25.0,Philadelphia full timeout,,37-47,,
0:25.0,,,37-47,,K. Bazemore enters the game for K. Korver
0:09.0,Shooting foul by P. Millsap (drawn by N. Noel),,37-47,,
0:09.0,N. Noel misses free throw 1 of 2,,37-47,,
0:09.0,Offensive rebound by Team,,37-47,,
0:09.0,,,37-47,,K. Korver enters the game for K. Bazemore
0:09.0,N. Noel makes free throw 2 of 2,1,38-47,,
0:01.0,,,38-47,,D. Carroll misses 2-pt shot from 21 ft
0:01.0,Defensive rebound by M. Carter-Williams,,38-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Shooting foul by J. Teague (drawn by N. Noel),,38-47,,
11:51.0,N. Noel makes free throw 1 of 2,1,39-47,,
11:51.0,N. Noel misses free throw 2 of 2,,39-47,,
11:49.0,,,39-47,,Defensive rebound by D. Carroll
11:37.0,,,39-47,,A. Horford misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by M. Carter-Williams,,39-47,,
11:30.0,Turnover by M. Carter-Williams (bad pass; steal by D. Carroll),,39-47,,
11:15.0,,,39-47,,Turnover by K. Korver (bad pass)
11:04.0,H. Thompson misses 3-pt shot from 25 ft,,39-47,,
11:02.0,,,39-47,,Defensive rebound by P. Millsap
10:39.0,,,39-49,2,P. Millsap makes 2-pt shot from 9 ft
10:23.0,M. Carter-Williams makes 2-pt shot from 19 ft (assist by N. Noel),2,41-49,,
10:09.0,,,41-51,2,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague)
9:49.0,R. Covington misses 2-pt shot from 13 ft,,41-51,,
9:46.0,,,41-51,,Defensive rebound by P. Millsap
9:33.0,,,41-51,,Turnover by P. Millsap (bad pass; steal by L. Mbah a Moute)
9:29.0,,,41-51,,Personal foul by J. Teague (drawn by R. Covington)
9:25.0,R. Covington misses 3-pt shot from 25 ft,,41-51,,
9:23.0,Offensive rebound by M. Carter-Williams,,41-51,,
9:15.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by H. Thompson),3,44-51,,
9:06.0,,,44-54,3,K. Korver makes 3-pt shot from 23 ft (assist by J. Teague)
8:50.0,N. Noel misses 2-pt shot from 3 ft,,44-54,,
8:49.0,,,44-54,,Defensive rebound by K. Korver
8:36.0,,,44-54,,Shooting foul by R. Covington (drawn by D. Carroll)
8:36.0,,,44-56,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Korver)
8:36.0,,,44-57,1,D. Carroll makes free throw 1 of 1
8:26.0,Shooting foul by A. Horford (drawn by R. Covington),,44-57,,
8:26.0,R. Covington misses free throw 1 of 2,,44-57,,
8:26.0,Offensive rebound by Team,,44-57,,
8:26.0,R. Covington makes free throw 2 of 2,1,45-57,,
8:02.0,,,45-57,,D. Carroll misses 2-pt shot from 16 ft
8:01.0,Defensive rebound by M. Carter-Williams,,45-57,,
7:42.0,Jump ball: K. Korver vs. N. Noel (M. Carter-Williams gains possession),,,,Jump ball: K. Korver vs. N. Noel (M. Carter-Williams gains possession)
7:35.0,M. Carter-Williams misses 2-pt shot from 20 ft,,45-57,,
7:33.0,,,45-57,,Defensive rebound by A. Horford
7:26.0,,,45-57,,J. Teague misses 2-pt shot from 18 ft
7:25.0,Defensive rebound by H. Thompson,,45-57,,
7:20.0,Turnover by R. Covington (traveling),,45-57,,
7:04.0,,,45-57,,Turnover by J. Teague (bad pass)
7:04.0,K. McDaniels enters the game for H. Thompson,,45-57,,
6:51.0,N. Noel makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,47-57,,
6:36.0,,,47-57,,A. Horford misses 2-pt shot from 2 ft
6:34.0,,,47-57,,Offensive rebound by D. Carroll
6:28.0,Personal foul by K. McDaniels (drawn by J. Teague),,47-57,,
6:28.0,J. Grant enters the game for N. Noel,,47-57,,
6:21.0,,,47-57,,P. Millsap misses 2-pt shot from 2 ft (block by J. Grant)
6:19.0,,,47-57,,Offensive rebound by D. Carroll
6:17.0,Personal block foul by R. Covington (drawn by D. Carroll),,47-57,,
6:16.0,Personal foul by J. Grant (drawn by A. Horford),,47-57,,
6:07.0,,,47-60,3,D. Carroll makes 3-pt shot from 22 ft (assist by P. Millsap)
5:45.0,J. Grant makes 2-pt shot at rim (assist by K. McDaniels),2,49-60,,
5:33.0,,,49-62,2,A. Horford makes 2-pt shot from 1 ft (assist by P. Millsap)
5:12.0,Offensive charge foul by K. McDaniels,,49-62,,
5:12.0,Turnover by K. McDaniels (offensive foul),,49-62,,
5:12.0,,,49-62,,Atlanta full timeout
5:00.0,,,49-62,,A. Horford misses 2-pt shot at rim (block by M. Carter-Williams)
4:57.0,Defensive rebound by R. Covington,,49-62,,
4:50.0,K. McDaniels misses 3-pt shot from 24 ft,,49-62,,
4:49.0,,,49-62,,Defensive rebound by P. Millsap
4:34.0,,,49-62,,K. Korver misses 2-pt shot from 21 ft
4:33.0,Defensive rebound by K. McDaniels,,49-62,,
4:25.0,K. McDaniels misses 2-pt shot from 1 ft,,49-62,,
4:24.0,Offensive rebound by Team,,49-62,,
4:24.0,,,49-62,,P. Antic enters the game for A. Horford
4:21.0,J. Grant misses 3-pt shot from 24 ft,,49-62,,
4:19.0,Offensive rebound by R. Covington,,49-62,,
4:18.0,R. Covington makes 2-pt shot at rim,2,51-62,,
4:02.0,,,51-62,,J. Teague misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by M. Carter-Williams,,51-62,,
3:55.0,Turnover by M. Carter-Williams (lost ball; steal by J. Teague),,51-62,,
3:54.0,Personal foul by R. Covington (drawn by J. Teague),,51-62,,
3:54.0,H. Thompson enters the game for L. Mbah a Moute,,51-62,,
3:54.0,N. Noel enters the game for R. Covington,,51-62,,
3:54.0,,,51-62,,S. Mack enters the game for K. Korver
3:54.0,,,51-63,1,J. Teague makes free throw 1 of 2
3:54.0,,,51-64,1,J. Teague makes free throw 2 of 2
3:43.0,Turnover by N. Noel (lost ball; steal by D. Carroll),,51-64,,
3:19.0,,,51-64,,Turnover by Team (shot clock)
3:19.0,,,51-64,,D. Schroder enters the game for J. Teague
3:09.0,K. McDaniels makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,54-64,,
2:47.0,,,54-64,,Shooting foul by K. McDaniels (drawn by D. Carroll)
2:47.0,Philadelphia full timeout,,54-64,,
2:47.0,,,54-64,,D. Carroll misses free throw 1 of 2
2:47.0,,,54-64,,Offensive rebound by Team
2:47.0,,,54-65,1,D. Carroll makes free throw 2 of 2
2:31.0,K. McDaniels misses 3-pt shot from 24 ft,,54-65,,
2:28.0,Offensive rebound by M. Carter-Williams,,54-65,,
2:09.0,N. Noel misses 2-pt shot from 8 ft,,54-65,,
2:08.0,,,54-65,,Defensive rebound by S. Mack
1:52.0,,,54-65,,D. Schroder misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by M. Carter-Williams,,54-65,,
1:43.0,M. Carter-Williams misses 2-pt shot from 10 ft,,54-65,,
1:42.0,,,54-65,,Defensive rebound by P. Millsap
1:25.0,,,54-65,,D. Carroll misses 3-pt shot from 23 ft
1:24.0,Defensive rebound by N. Noel,,54-65,,
1:16.0,,,54-65,,Personal foul by P. Millsap (drawn by N. Noel)
1:16.0,A. Shved enters the game for M. Carter-Williams,,54-65,,
1:16.0,,,54-65,,T. Sefolosha enters the game for D. Carroll
1:16.0,,,54-65,,A. Horford enters the game for P. Millsap
1:03.0,J. Grant misses 2-pt shot from 16 ft,,54-65,,
1:01.0,,,54-65,,Defensive rebound by T. Sefolosha
0:43.0,,,54-67,2,A. Horford makes 2-pt shot from 6 ft (assist by T. Sefolosha)
0:35.0,J. Sampson enters the game for J. Grant,,54-67,,
0:29.0,Shooting foul by T. Sefolosha (drawn by K. McDaniels),,54-67,,
0:29.0,K. McDaniels makes free throw 1 of 2,1,55-67,,
0:29.0,L. Mbah a Moute enters the game for A. Shved,,55-67,,
0:29.0,K. McDaniels makes free throw 2 of 2,1,56-67,,
0:13.0,Personal foul by J. Sampson (drawn by A. Horford),,56-67,,
0:13.0,,,56-68,1,A. Horford makes free throw 1 of 2
0:13.0,,,56-68,,K. Bazemore enters the game for P. Antic
0:13.0,A. Shved enters the game for L. Mbah a Moute,,56-68,,
0:13.0,,,56-68,,A. Horford misses free throw 2 of 2
0:12.0,Defensive rebound by H. Thompson,,56-68,,
0:01.0,Shooting foul by S. Mack (drawn by A. Shved),,56-68,,
0:01.0,A. Shved makes free throw 1 of 2,1,57-68,,
0:01.0,,,57-68,,P. Antic enters the game for K. Bazemore
0:01.0,A. Shved makes free throw 2 of 2,1,58-68,,
0:01.0,,,58-68,,Turnover by P. Antic (bad pass; steal by K. McDaniels)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,58-68,,D. Schroder misses 2-pt shot from 3 ft (block by K. McDaniels)
11:36.0,Defensive rebound by K. McDaniels,,58-68,,
11:32.0,R. Covington misses 3-pt shot from 25 ft,,58-68,,
11:31.0,,,58-68,,Defensive rebound by Team
11:31.0,Loose ball foul by N. Noel (drawn by S. Mack),,58-68,,
11:24.0,Personal foul by M. Carter-Williams (drawn by D. Schroder),,58-68,,
11:12.0,Violation by A. Shved (kicked ball),,58-68,,
10:57.0,,,58-68,,P. Antic misses 2-pt shot from 16 ft
10:56.0,,,58-68,,Offensive rebound by Team
10:56.0,,,58-68,,Turnover by Team (shot clock)
10:43.0,K. McDaniels misses 3-pt shot from 25 ft,,58-68,,
10:42.0,,,58-68,,Defensive rebound by D. Schroder
10:35.0,,,58-68,,D. Schroder misses 2-pt shot from 1 ft (block by R. Covington)
10:34.0,,,58-68,,Offensive rebound by Team
10:34.0,,,58-68,,M. Muscala enters the game for P. Antic
10:32.0,,,58-68,,M. Muscala misses 2-pt shot from 2 ft (block by N. Noel)
10:27.0,,,58-68,,Offensive rebound by S. Mack
10:19.0,,,58-68,,S. Mack misses 3-pt shot from 26 ft
10:16.0,,,58-68,,Offensive rebound by M. Muscala
10:06.0,H. Thompson enters the game for K. McDaniels,,58-68,,
9:58.0,,,58-68,,A. Horford misses 2-pt shot from 7 ft
9:57.0,Defensive rebound by M. Carter-Williams,,58-68,,
9:47.0,R. Covington misses 3-pt shot from 26 ft,,58-68,,
9:45.0,,,58-68,,Defensive rebound by T. Sefolosha
9:40.0,,,58-68,,Shooting foul by M. Carter-Williams (drawn by D. Schroder)
9:40.0,,,58-68,,D. Schroder misses free throw 1 of 2
9:40.0,,,58-68,,Offensive rebound by Team
9:40.0,,,58-69,1,D. Schroder makes free throw 2 of 2
9:28.0,Turnover by R. Covington (bad pass; steal by D. Schroder),,58-69,,
9:23.0,,,58-69,,Turnover by M. Muscala (lost ball)
9:23.0,,,58-69,,P. Millsap enters the game for A. Horford
8:59.0,M. Carter-Williams misses 3-pt shot from 24 ft,,58-69,,
8:57.0,,,58-69,,Defensive rebound by D. Schroder
8:45.0,,,58-71,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
8:39.0,Philadelphia full timeout,,58-71,,
8:39.0,L. Mbah a Moute enters the game for R. Covington,,58-71,,
8:31.0,A. Shved makes 2-pt shot from 17 ft (assist by H. Thompson),2,60-71,,
8:16.0,,,60-74,3,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder)
7:54.0,N. Noel makes 2-pt shot from 6 ft (assist by A. Shved),2,62-74,,
7:41.0,,,62-76,2,M. Muscala makes 2-pt shot from 20 ft (assist by P. Millsap)
7:16.0,Offensive charge foul by M. Carter-Williams,,62-76,,
7:16.0,Turnover by M. Carter-Williams (offensive foul),,62-76,,
7:16.0,,,62-76,,K. Korver enters the game for S. Mack
6:54.0,,,62-79,3,K. Korver makes 3-pt shot from 25 ft (assist by M. Muscala)
6:51.0,Philadelphia full timeout,,62-79,,
6:35.0,H. Thompson makes 3-pt shot from 24 ft (assist by A. Shved),3,65-79,,
6:15.0,,,65-79,,K. Korver misses 2-pt shot from 8 ft
6:13.0,,,65-79,,Offensive rebound by M. Muscala
6:13.0,,,65-81,2,M. Muscala makes 2-pt shot from 1 ft
6:00.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,65-81,,
5:59.0,,,65-81,,Defensive rebound by P. Millsap
5:44.0,Personal foul by M. Carter-Williams (drawn by K. Korver),,65-81,,
5:44.0,Official timeout,,65-81,,
5:44.0,K. McDaniels enters the game for L. Mbah a Moute,,65-81,,
5:44.0,R. Covington enters the game for A. Shved,,65-81,,
5:35.0,,,65-83,2,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder)
5:13.0,R. Covington makes 3-pt shot from 23 ft (assist by N. Noel),3,68-83,,
4:53.0,,,68-83,,D. Schroder misses 2-pt shot from 6 ft
4:50.0,Defensive rebound by N. Noel,,68-83,,
4:47.0,Turnover by M. Carter-Williams (lost ball; steal by D. Schroder),,68-83,,
4:42.0,Violation by N. Noel (def goaltending),,68-83,,
4:42.0,,,68-85,2,P. Millsap makes 2-pt shot from 1 ft (assist by K. Korver)
4:28.0,R. Covington misses 3-pt shot from 23 ft,,68-85,,
4:27.0,,,68-85,,Defensive rebound by T. Sefolosha
4:09.0,,,68-87,2,D. Schroder makes 2-pt shot from 18 ft
4:06.0,Philadelphia full timeout,,68-87,,
4:06.0,,,68-87,,K. Bazemore enters the game for K. Korver
4:06.0,,,68-87,,S. Mack enters the game for T. Sefolosha
4:06.0,J. Grant enters the game for N. Noel,,68-87,,
4:06.0,A. Shved enters the game for M. Carter-Williams,,68-87,,
