time,Dallas,pts.away,score,pts.home,Minnesota
3:04.0,,,73-51,,Defensive rebound by Z. LaVine
2:56.0,,,73-53,2,N. Pekovic makes 2-pt shot at rim (assist by Z. LaVine)
2:32.0,M. Ellis makes 2-pt shot from 2 ft,2,75-53,,
2:12.0,,,75-53,,N. Pekovic misses 2-pt shot from 5 ft
2:11.0,Defensive rebound by T. Chandler,,75-53,,
1:58.0,A. Aminu misses 2-pt shot from 17 ft,,75-53,,
1:57.0,,,75-53,,Defensive rebound by Team
1:57.0,Dallas full timeout,,75-53,,
1:57.0,D. Nowitzki enters the game for C. Parsons,,75-53,,
1:40.0,,,75-53,,Turnover by M. Williams (bad pass; steal by M. Ellis)
1:19.0,A. Aminu misses 3-pt shot from 25 ft,,75-53,,
1:17.0,,,75-53,,Defensive rebound by Team
0:58.0,,,75-55,2,N. Pekovic makes 2-pt shot from 6 ft (assist by Z. LaVine)
0:37.0,M. Ellis misses 3-pt shot from 22 ft,,75-55,,
0:35.0,,,75-55,,Defensive rebound by N. Pekovic
0:22.0,,,75-57,2,M. Williams makes 2-pt shot from 21 ft (assist by T. Young)
0:02.0,M. Ellis misses 2-pt shot from 20 ft,,75-57,,
0:01.0,,,75-57,,Defensive rebound by A. Wiggins
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,75-57,,T. Daniels misses 2-pt shot from 10 ft (block by T. Chandler)
11:36.0,,,75-57,,Offensive rebound by T. Young
11:36.0,,,75-57,,Turnover by Team (shot clock)
11:19.0,R. Jefferson makes 3-pt shot from 23 ft (assist by D. Harris),3,78-57,,
10:58.0,,,78-59,2,Z. LaVine makes 2-pt shot from 19 ft
10:47.0,D. Nowitzki misses 3-pt shot from 25 ft,,78-59,,
10:46.0,,,78-59,,Defensive rebound by N. Pekovic
10:36.0,,,78-59,,Z. LaVine misses 2-pt shot from 16 ft
10:35.0,Defensive rebound by D. Nowitzki,,78-59,,
10:18.0,J. Barea misses 2-pt shot from 4 ft,,78-59,,
10:17.0,,,78-59,,Defensive rebound by N. Pekovic
9:59.0,,,78-59,,T. Daniels misses 3-pt shot from 26 ft
9:58.0,Defensive rebound by J. Barea,,78-59,,
9:45.0,J. Barea makes 2-pt shot from 1 ft,2,80-59,,
9:45.0,,,80-59,,Minnesota full timeout
9:45.0,,,80-59,,A. Bennett enters the game for T. Young
9:26.0,,,80-59,,T. Daniels misses 2-pt shot from 20 ft
9:24.0,Defensive rebound by R. Jefferson,,80-59,,
9:17.0,Turnover by D. Harris (traveling),,80-59,,
8:55.0,,,80-61,2,A. Wiggins makes 2-pt shot from 19 ft
8:33.0,J. Barea misses 3-pt shot from 24 ft,,80-61,,
8:31.0,,,80-61,,Defensive rebound by A. Bennett
8:27.0,,,80-61,,Offensive charge foul by Z. LaVine
8:27.0,,,80-61,,Turnover by Z. LaVine (offensive foul)
8:09.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea),2,82-61,,
7:43.0,,,82-61,,A. Bennett misses 2-pt shot from 8 ft
7:43.0,,,82-61,,Offensive rebound by Team
7:43.0,D. Powell enters the game for D. Nowitzki,,82-61,,
7:35.0,,,82-61,,Turnover by A. Bennett (bad pass; steal by R. Jefferson)
7:25.0,T. Chandler makes 2-pt shot from 19 ft (assist by R. Jefferson),2,84-61,,
6:59.0,,,84-63,2,T. Daniels makes 2-pt shot from 18 ft (assist by A. Wiggins)
6:57.0,Dallas full timeout,,84-63,,
6:57.0,G. Smith enters the game for T. Chandler,,84-63,,
6:46.0,D. Powell makes 2-pt shot from 14 ft (assist by J. Barea),2,86-63,,
6:29.0,,,86-65,2,N. Pekovic makes 2-pt shot from 12 ft (assist by T. Daniels)
6:19.0,D. Harris misses 2-pt shot from 18 ft,,86-65,,
6:18.0,,,86-65,,Defensive rebound by T. Daniels
6:07.0,,,86-65,,A. Wiggins misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by D. Harris,,86-65,,
5:45.0,R. Jefferson misses 2-pt shot from 15 ft,,86-65,,
5:44.0,Offensive rebound by D. Powell,,86-65,,
5:36.0,,,86-65,,Personal foul by A. Bennett (drawn by D. Powell)
5:36.0,R. Felton enters the game for D. Harris,,86-65,,
5:19.0,J. Barea makes 2-pt shot from 3 ft,2,88-65,,
5:05.0,,,88-65,,Shooting foul by G. Smith (drawn by N. Pekovic)
5:05.0,,,88-66,1,N. Pekovic makes free throw 1 of 2
5:05.0,,,88-67,1,N. Pekovic makes free throw 2 of 2
4:53.0,Turnover by D. Powell (bad pass; steal by A. Wiggins),,88-67,,
4:49.0,,,88-67,,Turnover by T. Daniels (bad pass; steal by R. Felton)
4:43.0,G. Smith makes 2-pt shot at rim (assist by R. Felton),2,90-67,,
4:26.0,,,90-67,,A. Wiggins misses 2-pt shot from 1 ft
4:25.0,,,90-67,,Offensive rebound by A. Bennett
4:25.0,,,90-67,,A. Bennett misses 2-pt shot from 1 ft
4:25.0,Defensive rebound by G. Smith,,90-67,,
4:25.0,Dallas full timeout,,90-67,,
4:25.0,C. Villanueva enters the game for R. Jefferson,,90-67,,
4:25.0,,,90-67,,G. Dieng enters the game for N. Pekovic
4:25.0,,,90-67,,G. Robinson enters the game for A. Wiggins
4:13.0,C. Villanueva makes 2-pt shot from 19 ft (assist by G. Smith),2,92-67,,
3:56.0,,,92-69,2,A. Bennett makes 2-pt shot from 14 ft (assist by Z. LaVine)
3:37.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,94-69,,
3:21.0,,,94-69,,Shooting foul by D. Powell (drawn by A. Bennett)
3:21.0,,,94-70,1,A. Bennett makes free throw 1 of 2
3:21.0,,,94-71,1,A. Bennett makes free throw 2 of 2
3:06.0,R. Felton misses 3-pt shot from 24 ft,,94-71,,
3:05.0,,,94-71,,Defensive rebound by G. Robinson
3:04.0,Personal foul by D. Powell (drawn by G. Robinson),,94-71,,
2:55.0,,,94-71,,Shooting foul by C. Villanueva (drawn by A. Bennett)
2:55.0,,,94-71,,A. Bennett misses free throw 1 of 2
2:55.0,,,94-71,,Offensive rebound by Team
2:55.0,,,94-71,,A. Bennett misses free throw 2 of 2
2:55.0,Defensive rebound by D. Powell,,94-71,,
2:45.0,C. Villanueva misses 3-pt shot from 25 ft,,94-71,,
2:43.0,,,94-71,,Defensive rebound by T. Daniels
2:32.0,,,94-71,,G. Robinson misses 2-pt shot from 16 ft
2:30.0,,,94-71,,Offensive rebound by G. Dieng
2:23.0,,,94-71,,A. Bennett misses 2-pt shot from 16 ft
2:22.0,Defensive rebound by D. Powell,,94-71,,
2:18.0,Turnover by G. Smith (step out of bounds),,94-71,,
2:18.0,,,94-71,,Minnesota full timeout
2:00.0,,,94-71,,G. Robinson misses 2-pt shot from 3 ft
1:58.0,Defensive rebound by D. Powell,,94-71,,
1:44.0,G. Smith makes 2-pt shot from 1 ft (assist by R. Felton),2,96-71,,
1:21.0,,,96-73,2,G. Dieng makes 2-pt shot from 13 ft (assist by T. Daniels)
1:05.0,C. Villanueva misses 3-pt shot from 22 ft,,96-73,,
1:04.0,,,96-73,,Defensive rebound by G. Dieng
0:54.0,,,96-75,2,G. Dieng makes 2-pt shot at rim (assist by Z. LaVine)
0:37.0,Turnover by J. Barea (lost ball; steal by T. Daniels),,96-75,,
0:36.0,,,96-75,,Turnover by T. Daniels (step out of bounds)
0:25.0,Shooting foul by Z. LaVine (drawn by R. Felton),,96-75,,
0:25.0,R. Felton makes free throw 1 of 2,1,97-75,,
0:25.0,R. Felton makes free throw 2 of 2,1,98-75,,
0:04.0,,,98-75,,T. Daniels misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by D. Powell,,98-75,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
