time,Washington,pts.away,score,pts.home,Atlanta
4:38.0,,,12-18,,P. Millsap misses 2-pt shot from 1 ft
4:36.0,,,12-18,,Offensive rebound by P. Antic
4:30.0,,,12-18,,Turnover by J. Teague (lost ball; steal by J. Wall)
4:30.0,,,12-18,,Personal foul by P. Antic (drawn by J. Wall)
4:30.0,D. Gooden enters the game for N. Hilario,,12-18,,
4:16.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall),2,14-18,,
3:58.0,,,14-18,,P. Antic misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by D. Gooden,,14-18,,
3:48.0,J. Wall misses 2-pt shot from 20 ft,,14-18,,
3:47.0,,,14-18,,Defensive rebound by K. Bazemore
3:38.0,,,14-18,,Offensive charge foul by K. Bazemore
3:38.0,,,14-18,,Turnover by K. Bazemore (offensive foul)
3:38.0,,,14-18,,D. Schroder enters the game for J. Teague
3:28.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,16-18,,
3:12.0,,,16-18,,D. Schroder misses 2-pt shot from 9 ft
3:11.0,Defensive rebound by B. Beal,,16-18,,
3:06.0,B. Beal misses 2-pt shot from 1 ft,,16-18,,
3:03.0,,,16-18,,Defensive rebound by P. Millsap
2:51.0,,,16-18,,P. Millsap misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by B. Beal,,16-18,,
2:47.0,,,16-18,,Shooting block foul by D. Schroder (drawn by B. Beal)
2:47.0,Washington full timeout,,16-18,,
2:47.0,,,16-18,,K. Korver enters the game for D. Carroll
2:47.0,B. Beal makes free throw 1 of 2,1,17-18,,
2:47.0,B. Beal misses free throw 2 of 2,,17-18,,
2:45.0,,,17-18,,Defensive rebound by K. Bazemore
2:32.0,,,17-20,2,P. Millsap makes 2-pt shot from 4 ft (assist by D. Schroder)
2:32.0,Shooting block foul by D. Gooden (drawn by P. Millsap),,17-20,,
2:32.0,R. Sessions enters the game for B. Beal,,17-20,,
2:32.0,,,17-21,1,P. Millsap makes free throw 1 of 1
2:11.0,D. Gooden misses 2-pt shot from 1 ft (block by K. Korver),,17-21,,
2:09.0,Offensive rebound by D. Gooden,,17-21,,
2:08.0,D. Gooden misses 2-pt shot from 1 ft,,17-21,,
2:06.0,,,17-21,,Defensive rebound by K. Bazemore
1:56.0,,,17-21,,Turnover by K. Bazemore (traveling)
1:56.0,,,17-21,,M. Muscala enters the game for P. Antic
1:56.0,,,17-21,,A. Horford enters the game for P. Millsap
1:41.0,J. Wall makes 2-pt shot from 13 ft,2,19-21,,
1:27.0,,,19-21,,A. Horford misses 2-pt shot from 6 ft
1:24.0,,,19-21,,Offensive rebound by A. Horford
1:17.0,,,19-21,,Turnover by D. Schroder (lost ball; steal by D. Gooden)
1:12.0,D. Gooden misses 2-pt shot from 3 ft (block by K. Bazemore),,19-21,,
1:09.0,,,19-21,,Defensive rebound by D. Schroder
1:05.0,,,19-21,,A. Horford misses 2-pt shot from 3 ft
1:05.0,,,19-21,,Offensive rebound by Team
1:05.0,Loose ball foul by D. Gooden (drawn by M. Muscala),,19-21,,
0:59.0,,,19-21,,K. Korver misses 3-pt shot from 24 ft
0:58.0,,,19-21,,Offensive rebound by M. Muscala
0:55.0,,,19-21,,K. Bazemore misses 2-pt shot from 23 ft
0:54.0,Defensive rebound by M. Gortat,,19-21,,
0:36.0,J. Wall misses 3-pt shot from 25 ft,,19-21,,
0:34.0,Offensive rebound by R. Sessions,,19-21,,
0:16.0,Turnover by J. Wall (bad pass; steal by K. Bazemore),,19-21,,
0:08.0,,,19-23,2,A. Horford makes 2-pt shot from 1 ft (assist by D. Schroder)
0:01.0,,,19-23,,D. Carroll enters the game for K. Korver
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:33.0,,,19-23,,K. Bazemore misses 2-pt shot from 2 ft
11:32.0,Defensive rebound by B. Beal,,19-23,,
11:27.0,D. Gooden misses 2-pt shot from 17 ft,,19-23,,
11:26.0,,,19-23,,Defensive rebound by D. Schroder
11:18.0,,,19-23,,D. Schroder misses 3-pt shot from 25 ft
11:17.0,Defensive rebound by D. Gooden,,19-23,,
11:02.0,B. Beal misses 2-pt shot from 18 ft,,19-23,,
11:01.0,,,19-23,,Defensive rebound by D. Schroder
10:48.0,,,19-25,2,M. Muscala makes 2-pt shot from 13 ft (assist by D. Schroder)
10:32.0,R. Sessions misses 2-pt shot from 2 ft,,19-25,,
10:31.0,Offensive rebound by N. Hilario,,19-25,,
10:29.0,N. Hilario misses 2-pt shot from 1 ft,,19-25,,
10:29.0,,,19-25,,Defensive rebound by Team
10:29.0,,,19-25,,J. Teague enters the game for K. Bazemore
10:21.0,,,19-25,,K. Korver misses 3-pt shot from 26 ft
10:20.0,Defensive rebound by B. Beal,,19-25,,
9:55.0,O. Porter makes 2-pt shot from 16 ft (assist by D. Gooden),2,21-25,,
9:37.0,,,21-25,,J. Teague misses 2-pt shot from 1 ft
9:34.0,Defensive rebound by D. Gooden,,21-25,,
9:28.0,O. Porter misses 3-pt shot from 23 ft,,21-25,,
9:28.0,,,21-25,,Defensive rebound by Team
9:15.0,,,21-25,,D. Schroder misses 2-pt shot from 6 ft
9:13.0,Defensive rebound by D. Gooden,,21-25,,
8:58.0,Turnover by O. Porter (lost ball; steal by K. Korver),,21-25,,
8:48.0,,,21-27,2,M. Muscala makes 2-pt shot from 2 ft (assist by J. Teague)
8:27.0,B. Beal misses 2-pt shot at rim,,21-27,,
8:25.0,Offensive rebound by O. Porter,,21-27,,
8:24.0,Turnover by O. Porter (lost ball),,21-27,,
8:24.0,Official timeout,,21-27,,
8:24.0,,,21-27,,P. Millsap enters the game for A. Horford
8:24.0,,,21-27,,D. Carroll enters the game for D. Schroder
8:24.0,P. Pierce enters the game for D. Gooden,,21-27,,
8:12.0,,,21-29,2,M. Muscala makes 2-pt shot from 1 ft (assist by K. Korver)
7:55.0,N. Hilario makes 2-pt shot from 2 ft (assist by B. Beal),2,23-29,,
7:36.0,,,23-31,2,M. Muscala makes 2-pt shot from 18 ft (assist by J. Teague)
7:18.0,B. Beal misses 2-pt shot from 1 ft (block by K. Korver),,23-31,,
7:18.0,Offensive rebound by Team,,23-31,,
7:18.0,,,23-31,,D. Schroder enters the game for K. Korver
7:11.0,O. Porter misses 3-pt shot from 24 ft,,23-31,,
7:10.0,,,23-31,,Defensive rebound by Team
6:57.0,,,23-31,,P. Millsap misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by P. Pierce,,23-31,,
6:45.0,N. Hilario misses 2-pt shot from 1 ft,,23-31,,
6:45.0,Offensive rebound by N. Hilario,,23-31,,
6:45.0,N. Hilario makes 2-pt shot from 1 ft,2,25-31,,
6:45.0,Shooting foul by P. Millsap (drawn by N. Hilario),,25-31,,
6:45.0,N. Hilario makes free throw 1 of 1,1,26-31,,
6:33.0,,,26-31,,M. Muscala misses 2-pt shot from 19 ft
6:30.0,,,26-31,,Offensive rebound by D. Schroder
6:14.0,,,26-31,,Turnover by D. Schroder (bad pass; steal by P. Pierce)
6:03.0,B. Beal makes 2-pt shot from 2 ft,2,28-31,,
6:02.0,,,28-31,,Atlanta full timeout
6:02.0,,,28-31,,A. Horford enters the game for M. Muscala
5:47.0,,,28-33,2,P. Millsap makes 2-pt shot from 2 ft
5:29.0,P. Pierce misses 2-pt shot from 20 ft,,28-33,,
5:29.0,,,28-33,,Defensive rebound by Team
5:15.0,,,28-33,,D. Carroll misses 2-pt shot from 17 ft
5:14.0,,,28-33,,Offensive rebound by Team
5:14.0,Loose ball foul by P. Pierce (drawn by P. Millsap),,28-33,,
5:14.0,J. Wall enters the game for R. Sessions,,28-33,,
5:14.0,M. Gortat enters the game for N. Hilario,,28-33,,
5:06.0,,,28-35,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
4:46.0,O. Porter makes 2-pt shot from 2 ft (assist by P. Pierce),2,30-35,,
4:46.0,Shooting foul by P. Millsap (drawn by O. Porter),,30-35,,
4:46.0,,,30-35,,K. Korver enters the game for J. Teague
4:46.0,O. Porter misses free throw 1 of 1,,30-35,,
4:45.0,,,30-35,,Defensive rebound by D. Carroll
4:37.0,,,30-35,,Turnover by D. Schroder (lost ball)
4:21.0,O. Porter misses 2-pt shot from 10 ft,,30-35,,
4:20.0,Offensive rebound by O. Porter,,30-35,,
4:17.0,P. Pierce misses 3-pt shot from 25 ft,,30-35,,
4:16.0,,,30-35,,Defensive rebound by K. Korver
4:12.0,,,30-35,,D. Schroder misses 2-pt shot from 1 ft (block by B. Beal)
4:09.0,Defensive rebound by J. Wall,,30-35,,
4:00.0,J. Wall makes 2-pt shot from 8 ft,2,32-35,,
3:39.0,,,32-35,,P. Millsap misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by M. Gortat,,32-35,,
3:33.0,B. Beal makes 2-pt shot at rim,2,34-35,,
3:32.0,,,34-35,,Atlanta full timeout
3:32.0,,,34-35,,J. Teague enters the game for D. Schroder
3:23.0,,,34-37,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
3:09.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,36-37,,
3:09.0,Shooting foul by A. Horford (drawn by M. Gortat),,36-37,,
3:09.0,M. Gortat misses free throw 1 of 1,,36-37,,
3:08.0,,,36-37,,Defensive rebound by D. Carroll
2:43.0,,,36-37,,J. Teague misses 2-pt shot from 22 ft
2:41.0,Defensive rebound by O. Porter,,36-37,,
2:33.0,J. Wall makes 2-pt shot from 15 ft,2,38-37,,
2:17.0,Washington full timeout,,38-37,,
2:06.0,,,38-37,,D. Carroll misses 3-pt shot from 27 ft
2:06.0,,,38-37,,Offensive rebound by Team
2:06.0,,,38-37,,Turnover by Team (shot clock)
1:54.0,P. Pierce misses 2-pt shot from 12 ft,,38-37,,
1:52.0,Offensive rebound by O. Porter,,38-37,,
1:45.0,B. Beal misses 3-pt shot from 25 ft,,38-37,,
1:44.0,Offensive rebound by O. Porter,,38-37,,
1:43.0,O. Porter misses 2-pt shot at rim,,38-37,,
1:41.0,,,38-37,,Defensive rebound by K. Korver
1:36.0,,,38-37,,Turnover by J. Teague (bad pass; steal by O. Porter)
1:32.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,40-37,,
1:32.0,Shooting foul by K. Korver (drawn by B. Beal),,40-37,,
1:32.0,B. Beal makes free throw 1 of 1,1,41-37,,
1:21.0,,,41-37,,K. Korver misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by O. Porter,,41-37,,
1:14.0,Shooting foul by J. Teague (drawn by J. Wall),,41-37,,
1:14.0,J. Wall misses free throw 1 of 2,,41-37,,
1:14.0,Offensive rebound by Team,,41-37,,
1:14.0,J. Wall makes free throw 2 of 2,1,42-37,,
1:00.0,,,42-37,,P. Millsap misses 2-pt shot from 5 ft
0:59.0,Defensive rebound by J. Wall,,42-37,,
0:54.0,O. Porter misses 2-pt shot from 2 ft (block by D. Carroll),,42-37,,
0:54.0,Offensive rebound by M. Gortat,,42-37,,
0:54.0,M. Gortat makes 2-pt shot at rim,2,44-37,,
0:45.0,,,44-39,2,J. Teague makes 2-pt shot from 1 ft
0:29.0,P. Pierce makes 3-pt shot from 25 ft (assist by M. Gortat),3,47-39,,
0:08.0,,,47-41,2,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague)
0:02.0,O. Porter misses 2-pt shot from 13 ft,,47-41,,
0:01.0,,,47-41,,Defensive rebound by K. Korver
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,47-41,,D. Carroll misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by B. Beal,,47-41,,
11:20.0,Offensive charge foul by J. Wall,,47-41,,
11:20.0,Turnover by J. Wall (offensive foul),,47-41,,
11:14.0,,,47-41,,Turnover by K. Korver (bad pass)
11:00.0,Turnover by J. Wall (bad pass; steal by K. Korver),,47-41,,
10:57.0,,,47-41,,Turnover by K. Korver (bad pass; steal by J. Wall)
10:44.0,Turnover by B. Beal (lost ball; steal by K. Korver),,47-41,,
10:39.0,,,47-41,,Turnover by P. Millsap (bad pass; steal by J. Wall)
10:35.0,B. Beal makes 2-pt shot at rim (assist by J. Wall),2,49-41,,
10:25.0,,,49-41,,Turnover by J. Teague (bad pass; steal by B. Beal)
10:19.0,,,49-41,,Personal foul by J. Teague (drawn by P. Pierce)
10:07.0,N. Hilario makes 2-pt shot from 21 ft (assist by J. Wall),2,51-41,,
9:51.0,,,51-41,,Turnover by P. Millsap (lost ball; steal by N. Hilario)
9:51.0,Jump ball: N. Hilario vs. P. Millsap (B. Beal gains possession),,,,Jump ball: N. Hilario vs. P. Millsap (B. Beal gains possession)
9:25.0,J. Wall misses 2-pt shot from 18 ft,,51-41,,
9:22.0,,,51-41,,Defensive rebound by A. Horford
9:13.0,,,51-44,3,J. Teague makes 3-pt shot from 25 ft
9:09.0,,,51-44,,Technical foul by D. Carroll
9:09.0,Technical foul by P. Pierce,,51-44,,
8:59.0,Turnover by J. Wall (bad pass; steal by D. Carroll),,51-44,,
8:50.0,,,51-44,,D. Carroll misses 2-pt shot from 2 ft
8:48.0,,,51-44,,Offensive rebound by A. Horford
8:48.0,,,51-46,2,A. Horford makes 2-pt shot at rim
8:30.0,Offensive charge foul by N. Hilario,,51-46,,
8:30.0,Turnover by N. Hilario (offensive foul),,51-46,,
8:23.0,,,51-46,,K. Korver misses 3-pt shot from 25 ft (block by B. Beal)
8:21.0,Defensive rebound by J. Wall,,51-46,,
8:17.0,,,51-46,,Personal foul by J. Teague (drawn by M. Gortat)
8:06.0,B. Beal misses 2-pt shot from 20 ft,,51-46,,
8:04.0,,,51-46,,Defensive rebound by P. Millsap
7:49.0,,,51-48,2,A. Horford makes 2-pt shot from 7 ft
7:36.0,J. Wall makes 2-pt shot from 20 ft (assist by M. Gortat),2,53-48,,
7:29.0,Personal foul by J. Wall (drawn by J. Teague),,53-48,,
7:16.0,,,53-48,,Shooting foul by N. Hilario (drawn by D. Carroll)
7:16.0,,,53-49,1,D. Carroll makes free throw 1 of 2
7:16.0,,,53-49,,D. Carroll misses free throw 2 of 2
7:15.0,Defensive rebound by N. Hilario,,53-49,,
7:06.0,Shooting foul by K. Korver (drawn by P. Pierce),,53-49,,
7:06.0,P. Pierce makes free throw 1 of 2,1,54-49,,
7:06.0,,,54-49,,Atlanta full timeout
7:06.0,P. Pierce makes free throw 2 of 2,1,55-49,,
6:55.0,Personal foul by P. Pierce (drawn by A. Horford),,55-49,,
6:47.0,,,55-49,,Turnover by P. Millsap (bad pass; steal by J. Wall)
6:31.0,J. Wall misses 3-pt shot from 25 ft,,55-49,,
6:29.0,,,55-49,,Defensive rebound by A. Horford
6:16.0,,,55-49,,Turnover by J. Teague (bad pass; steal by N. Hilario)
6:07.0,Offensive foul by M. Gortat,,55-49,,
6:07.0,Turnover by M. Gortat (offensive foul),,55-49,,
6:07.0,,,55-49,,K. Bazemore enters the game for D. Carroll
6:07.0,,,55-49,,P. Antic enters the game for A. Horford
5:43.0,,,55-51,2,J. Teague makes 2-pt shot from 2 ft
5:21.0,B. Beal makes 3-pt shot from 23 ft (assist by N. Hilario),3,58-51,,
5:01.0,,,58-53,2,P. Millsap makes 2-pt shot from 16 ft (assist by J. Teague)
4:49.0,B. Beal misses 3-pt shot from 25 ft,,58-53,,
4:48.0,,,58-53,,Defensive rebound by P. Antic
4:39.0,,,58-53,,J. Teague misses 2-pt shot from 20 ft
4:37.0,Defensive rebound by N. Hilario,,58-53,,
4:31.0,Turnover by B. Beal (bad pass; steal by K. Korver),,58-53,,
4:25.0,,,58-53,,P. Antic misses 2-pt shot at rim (block by B. Beal)
4:23.0,Defensive rebound by P. Pierce,,58-53,,
4:02.0,J. Wall misses 2-pt shot from 19 ft,,58-53,,
4:01.0,,,58-53,,Defensive rebound by P. Antic
3:51.0,,,58-55,2,J. Teague makes 2-pt shot from 7 ft
3:50.0,Washington full timeout,,58-55,,
3:50.0,O. Porter enters the game for P. Pierce,,58-55,,
3:50.0,D. Gooden enters the game for N. Hilario,,58-55,,
3:50.0,,,58-55,,D. Carroll enters the game for K. Korver
3:50.0,,,58-55,,D. Schroder enters the game for J. Teague
3:35.0,O. Porter misses 2-pt shot from 1 ft,,58-55,,
3:33.0,,,58-55,,Defensive rebound by D. Carroll
3:25.0,,,58-57,2,D. Schroder makes 2-pt shot at rim
3:06.0,B. Beal misses 2-pt shot from 21 ft,,58-57,,
3:05.0,,,58-57,,Defensive rebound by D. Schroder
2:58.0,,,58-57,,Shooting foul by B. Beal (drawn by P. Antic)
2:58.0,,,58-58,1,P. Antic makes free throw 1 of 2
2:58.0,,,58-58,,M. Muscala enters the game for P. Millsap
2:58.0,R. Sessions enters the game for B. Beal,,58-58,,
2:58.0,,,58-59,1,P. Antic makes free throw 2 of 2
2:37.0,R. Sessions misses 2-pt shot from 11 ft,,58-59,,
2:37.0,Offensive rebound by Team,,58-59,,
2:37.0,,,58-59,,A. Horford enters the game for P. Antic
2:33.0,J. Wall misses 2-pt shot from 11 ft,,58-59,,
2:32.0,,,58-59,,Defensive rebound by M. Muscala
2:23.0,,,58-61,2,A. Horford makes 2-pt shot from 19 ft (assist by D. Schroder)
2:13.0,R. Sessions misses 2-pt shot from 1 ft (block by M. Muscala),,58-61,,
2:11.0,Offensive rebound by M. Gortat,,58-61,,
2:07.0,O. Porter misses 2-pt shot from 1 ft (block by A. Horford),,58-61,,
2:04.0,,,58-61,,Defensive rebound by D. Carroll
1:55.0,,,58-61,,Offensive charge foul by M. Muscala
1:55.0,,,58-61,,Turnover by M. Muscala (offensive foul)
1:44.0,Turnover by D. Gooden (bad pass; steal by D. Carroll),,58-61,,
1:28.0,,,58-61,,D. Schroder misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by M. Gortat,,58-61,,
1:10.0,M. Gortat makes 2-pt shot from 11 ft,2,60-61,,
0:49.0,,,60-61,,A. Horford misses 2-pt shot from 12 ft
0:46.0,Defensive rebound by O. Porter,,60-61,,
0:39.0,,,60-61,,K. Korver enters the game for D. Carroll
0:39.0,Turnover by J. Wall (lost ball; steal by K. Bazemore),,60-61,,
0:39.0,Jump ball: K. Bazemore vs. J. Wall (M. Muscala gains possession),,,,Jump ball: K. Bazemore vs. J. Wall (M. Muscala gains possession)
0:28.0,,,60-61,,A. Horford misses 2-pt shot from 1 ft
0:28.0,,,60-61,,Offensive rebound by A. Horford
0:28.0,,,60-63,2,A. Horford makes 2-pt shot from 1 ft
0:06.0,J. Wall makes 2-pt shot from 12 ft,2,62-63,,
0:02.0,,,62-63,,K. Bazemore misses 3-pt shot from 28 ft
0:01.0,Defensive rebound by O. Porter,,62-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,R. Sessions misses 3-pt shot from 24 ft,,62-63,,
11:40.0,,,62-63,,Defensive rebound by K. Korver
11:19.0,,,62-63,,Turnover by D. Schroder (lost ball; steal by R. Sessions)
11:05.0,M. Gortat misses 2-pt shot from 3 ft (block by K. Bazemore),,62-63,,
11:05.0,,,62-63,,Defensive rebound by K. Bazemore
11:05.0,Personal foul by J. Wall (drawn by K. Bazemore),,62-63,,
11:05.0,B. Beal enters the game for J. Wall,,62-63,,
11:05.0,,,62-63,,J. Teague enters the game for K. Bazemore
11:05.0,N. Hilario enters the game for M. Gortat,,62-63,,
10:44.0,,,62-63,,A. Horford misses 2-pt shot from 19 ft
10:41.0,,,62-63,,Offensive rebound by M. Muscala
10:32.0,,,62-63,,A. Horford misses 2-pt shot from 19 ft
10:30.0,Defensive rebound by R. Sessions,,62-63,,
10:16.0,B. Beal makes 2-pt shot from 16 ft (assist by R. Sessions),2,64-63,,
10:03.0,,,64-63,,J. Teague misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by P. Pierce,,64-63,,
9:42.0,O. Porter misses 2-pt shot from 2 ft,,64-63,,
9:41.0,,,64-63,,Defensive rebound by K. Korver
9:37.0,,,64-63,,Turnover by J. Teague (bad pass)
9:37.0,,,64-63,,D. Carroll enters the game for D. Schroder
9:25.0,B. Beal makes 2-pt shot from 12 ft,2,66-63,,
9:08.0,,,66-63,,A. Horford misses 2-pt shot from 4 ft
9:06.0,,,66-63,,Offensive rebound by A. Horford
9:04.0,,,66-63,,D. Carroll misses 3-pt shot from 24 ft
9:01.0,Defensive rebound by Team,,66-63,,
9:01.0,,,66-63,,P. Millsap enters the game for A. Horford
8:46.0,N. Hilario misses 2-pt shot from 18 ft,,66-63,,
8:45.0,,,66-63,,Defensive rebound by J. Teague
8:29.0,,,66-63,,P. Millsap misses 2-pt shot from 4 ft
8:26.0,,,66-63,,Offensive rebound by P. Millsap
8:25.0,,,66-63,,Turnover by P. Millsap (lost ball; steal by N. Hilario)
8:23.0,Shooting foul by K. Korver (drawn by O. Porter),,66-63,,
8:23.0,Official timeout,,66-63,,
8:23.0,O. Porter makes free throw 1 of 2,1,67-63,,
8:23.0,O. Porter makes free throw 2 of 2,1,68-63,,
8:09.0,,,68-63,,Turnover by P. Millsap (bad pass)
7:55.0,N. Hilario makes 2-pt shot from 6 ft,2,70-63,,
7:33.0,,,70-63,,J. Teague misses 2-pt shot from 5 ft
7:31.0,Defensive rebound by B. Beal,,70-63,,
7:29.0,Offensive charge foul by B. Beal,,70-63,,
7:29.0,Turnover by B. Beal (offensive foul),,70-63,,
7:29.0,,,70-63,,A. Horford enters the game for M. Muscala
7:29.0,,,70-63,,D. Schroder enters the game for K. Korver
7:18.0,Personal foul by P. Pierce (drawn by P. Millsap),,70-63,,
7:18.0,J. Wall enters the game for R. Sessions,,70-63,,
7:05.0,,,70-63,,D. Schroder misses 2-pt shot from 8 ft
7:03.0,Defensive rebound by N. Hilario,,70-63,,
6:48.0,Shooting foul by J. Teague (drawn by O. Porter),,70-63,,
6:48.0,O. Porter makes free throw 1 of 2,1,71-63,,
6:48.0,M. Gortat enters the game for N. Hilario,,71-63,,
6:48.0,O. Porter misses free throw 2 of 2,,71-63,,
6:47.0,,,71-63,,Defensive rebound by P. Millsap
6:34.0,Shooting block foul by M. Gortat (drawn by P. Millsap),,71-63,,
6:34.0,,,71-63,,P. Millsap misses free throw 1 of 2
6:34.0,,,71-63,,Offensive rebound by Team
6:34.0,,,71-64,1,P. Millsap makes free throw 2 of 2
6:15.0,B. Beal makes 2-pt shot from 16 ft (assist by M. Gortat),2,73-64,,
6:06.0,,,73-64,,P. Millsap misses 3-pt shot from 24 ft
6:04.0,Defensive rebound by B. Beal,,73-64,,
5:49.0,P. Pierce misses 2-pt shot from 2 ft,,73-64,,
5:48.0,,,73-64,,Defensive rebound by A. Horford
5:32.0,,,73-64,,Shooting foul by P. Pierce (drawn by A. Horford)
5:32.0,,,73-64,,Atlanta full timeout
5:32.0,,,73-64,,K. Korver enters the game for J. Teague
5:32.0,,,73-65,1,A. Horford makes free throw 1 of 2
5:32.0,,,73-66,1,A. Horford makes free throw 2 of 2
5:07.0,B. Beal misses 3-pt shot from 25 ft,,73-66,,
5:06.0,,,73-66,,Defensive rebound by D. Carroll
4:58.0,,,73-69,3,K. Korver makes 3-pt shot from 27 ft (assist by D. Schroder)
4:41.0,J. Wall misses 2-pt shot from 19 ft,,73-69,,
4:38.0,,,73-69,,Defensive rebound by D. Carroll
4:24.0,,,73-72,3,A. Horford makes 3-pt shot from 24 ft (assist by D. Schroder)
4:21.0,Washington full timeout,,73-72,,
4:01.0,B. Beal misses 2-pt shot from 20 ft (block by D. Carroll),,73-72,,
3:59.0,,,73-72,,Defensive rebound by A. Horford
