time,Houston,pts.away,score,pts.home,LA Clippers
8:06.0,,,11-13,2,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul)
7:48.0,J. Harden makes 2-pt shot from 8 ft,2,13-13,,
7:32.0,,,13-15,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
7:07.0,D. Howard makes 2-pt shot from 4 ft,2,15-15,,
6:55.0,,,15-17,2,C. Paul makes 2-pt shot from 15 ft
6:45.0,T. Ariza misses 3-pt shot from 27 ft,,15-17,,
6:44.0,,,15-17,,Defensive rebound by B. Griffin
6:36.0,,,15-19,2,C. Paul makes 2-pt shot from 15 ft
6:21.0,,,15-19,,A. Rivers enters the game for C. Paul
6:21.0,,,15-19,,Personal foul by J. Redick (drawn by J. Harden)
6:18.0,T. Jones misses 3-pt shot from 26 ft,,15-19,,
6:17.0,,,15-19,,Defensive rebound by D. Jordan
6:02.0,,,15-19,,Turnover by B. Griffin (lost ball; steal by D. Howard)
5:53.0,T. Jones misses 2-pt shot from 3 ft,,15-19,,
5:52.0,,,15-19,,Defensive rebound by D. Jordan
5:38.0,,,15-19,,B. Griffin misses 2-pt shot from 2 ft (block by D. Howard)
5:37.0,,,15-19,,Offensive rebound by B. Griffin
5:36.0,,,15-19,,B. Griffin misses 2-pt shot from 3 ft
5:36.0,Defensive rebound by D. Howard,,15-19,,
5:36.0,,,15-19,,Personal foul by B. Griffin (drawn by D. Howard)
5:36.0,,,15-19,,LA Clippers full timeout
5:36.0,,,15-19,,S. Hawes enters the game for B. Griffin
5:26.0,T. Ariza misses 3-pt shot from 24 ft,,15-19,,
5:24.0,Offensive rebound by D. Howard,,15-19,,
5:24.0,D. Howard misses 2-pt shot at rim,,15-19,,
5:20.0,Offensive rebound by D. Howard,,15-19,,
5:11.0,J. Terry makes 2-pt shot from 6 ft (assist by J. Harden),2,17-19,,
4:57.0,Personal foul by J. Terry (drawn by J. Redick),,17-19,,
4:50.0,,,17-22,3,J. Redick makes 3-pt shot from 26 ft (assist by D. Jordan)
4:38.0,J. Harden makes 3-pt shot from 27 ft,3,20-22,,
4:22.0,,,20-24,2,S. Hawes makes 2-pt shot from 18 ft (assist by J. Redick)
4:09.0,T. Jones makes 2-pt shot from 3 ft (assist by J. Harden),2,22-24,,
3:55.0,,,22-26,2,A. Rivers makes 2-pt shot from 19 ft
3:38.0,T. Jones makes 2-pt shot from 3 ft (assist by J. Terry),2,24-26,,
3:11.0,,,24-26,,D. Jordan misses 2-pt shot from 14 ft
3:10.0,Defensive rebound by T. Ariza,,24-26,,
3:05.0,J. Harden misses 2-pt shot from 3 ft,,24-26,,
3:03.0,,,24-26,,Defensive rebound by S. Hawes
2:57.0,,,24-29,3,M. Barnes makes 3-pt shot from 23 ft (assist by A. Rivers)
2:49.0,Houston full timeout,,24-29,,
2:49.0,,,24-29,,J. Crawford enters the game for M. Barnes
2:49.0,C. Capela enters the game for D. Howard,,24-29,,
2:49.0,P. Prigioni enters the game for J. Terry,,24-29,,
2:49.0,J. Smith enters the game for T. Jones,,24-29,,
2:49.0,C. Brewer enters the game for T. Ariza,,24-29,,
2:41.0,Turnover by J. Smith (bad pass; steal by D. Jordan),,24-29,,
2:20.0,,,24-29,,D. Jordan misses 2-pt shot from 4 ft
2:16.0,Defensive rebound by J. Smith,,24-29,,
2:13.0,C. Capela misses 2-pt shot from 3 ft,,24-29,,
2:11.0,,,24-29,,Defensive rebound by D. Jordan
2:00.0,,,24-31,2,D. Jordan makes 2-pt shot from 2 ft (assist by S. Hawes)
1:47.0,J. Smith misses 2-pt shot from 1 ft,,24-31,,
1:47.0,Offensive rebound by J. Smith,,24-31,,
1:47.0,J. Smith misses 2-pt shot from 1 ft,,24-31,,
1:47.0,,,24-31,,Defensive rebound by Team
1:47.0,,,24-31,,C. Paul enters the game for J. Redick
1:43.0,Jump ball: C. Capela vs. D. Jordan (C. Paul gains possession),,,,Jump ball: C. Capela vs. D. Jordan (C. Paul gains possession)
1:36.0,,,24-31,,A. Rivers misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by C. Brewer,,24-31,,
1:29.0,C. Brewer misses 2-pt shot from 14 ft,,24-31,,
1:26.0,Offensive rebound by C. Capela,,24-31,,
1:24.0,C. Capela misses 2-pt shot from 1 ft (block by S. Hawes),,24-31,,
1:22.0,,,24-31,,Defensive rebound by A. Rivers
1:15.0,,,24-31,,C. Paul misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by J. Smith,,24-31,,
1:00.0,Turnover by J. Harden (bad pass; steal by J. Crawford),,24-31,,
0:55.0,,,24-33,2,J. Crawford makes 2-pt shot from 4 ft
0:45.0,J. Harden misses 2-pt shot from 6 ft,,24-33,,
0:43.0,,,24-33,,Defensive rebound by S. Hawes
0:32.0,,,24-33,,J. Crawford misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by C. Capela,,24-33,,
0:14.0,,,24-33,,Personal foul by A. Rivers (drawn by J. Harden)
0:14.0,,,24-33,,G. Davis enters the game for D. Jordan
0:14.0,T. Ariza enters the game for C. Capela,,24-33,,
0:14.0,,,24-33,,D. Jones enters the game for S. Hawes
0:14.0,J. Terry enters the game for J. Smith,,24-33,,
0:14.0,,,24-33,,M. Barnes enters the game for C. Paul
0:02.0,J. Harden misses 2-pt shot from 3 ft (block by M. Barnes),,24-33,,
0:01.0,,,24-33,,Defensive rebound by A. Rivers
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,C. Brewer misses 2-pt shot from 4 ft,,24-33,,
11:44.0,Offensive rebound by C. Brewer,,24-33,,
11:44.0,C. Brewer misses 2-pt shot from 1 ft (block by A. Rivers),,24-33,,
11:42.0,Offensive rebound by J. Smith,,24-33,,
11:37.0,P. Prigioni misses 3-pt shot from 27 ft,,24-33,,
11:37.0,Offensive rebound by Team,,24-33,,
11:37.0,,,24-33,,Loose ball foul by A. Rivers (drawn by C. Brewer)
11:30.0,J. Smith misses 3-pt shot from 26 ft,,24-33,,
11:29.0,Offensive rebound by D. Howard,,24-33,,
11:24.0,P. Prigioni makes 3-pt shot from 25 ft,3,27-33,,
11:09.0,,,27-33,,C. Paul misses 2-pt shot from 17 ft
11:08.0,Defensive rebound by D. Howard,,27-33,,
10:56.0,J. Smith makes 2-pt shot from 5 ft (assist by P. Prigioni),2,29-33,,
10:33.0,,,29-36,3,A. Rivers makes 3-pt shot from 27 ft (assist by S. Hawes)
10:10.0,P. Prigioni misses 3-pt shot from 26 ft,,29-36,,
10:09.0,,,29-36,,Defensive rebound by J. Crawford
10:04.0,,,29-38,2,A. Rivers makes 2-pt shot from 3 ft (assist by J. Crawford)
9:47.0,D. Howard misses 2-pt shot from 4 ft (block by S. Hawes),,29-38,,
9:46.0,Offensive rebound by J. Smith,,29-38,,
9:46.0,J. Smith makes 2-pt shot from 2 ft,2,31-38,,
9:46.0,Shooting foul by S. Hawes (drawn by J. Smith),,31-38,,
9:46.0,,,31-38,,B. Griffin enters the game for S. Hawes
9:46.0,,,31-38,,D. Jordan enters the game for G. Davis
9:46.0,J. Smith makes free throw 1 of 1,1,32-38,,
9:33.0,,,32-38,,J. Crawford misses 2-pt shot from 17 ft
9:32.0,,,32-38,,Offensive rebound by J. Crawford
9:29.0,,,32-40,2,J. Crawford makes 2-pt shot from 16 ft
9:15.0,Turnover by C. Brewer (bad pass; steal by J. Crawford),,32-40,,
9:05.0,,,32-40,,Offensive foul by D. Jordan
9:05.0,,,32-40,,Turnover by D. Jordan (offensive foul)
8:51.0,D. Howard misses 2-pt shot from 6 ft,,32-40,,
8:49.0,Offensive rebound by J. Smith,,32-40,,
8:48.0,J. Smith misses 2-pt shot from 1 ft,,32-40,,
8:46.0,Offensive rebound by J. Smith,,32-40,,
8:46.0,J. Smith makes 2-pt shot from 2 ft,2,34-40,,
8:36.0,,,34-40,,Turnover by A. Rivers (step out of bounds)
8:36.0,Official timeout,,34-40,,
8:36.0,,,34-40,,J. Redick enters the game for A. Rivers
8:25.0,Turnover by P. Prigioni (bad pass; steal by C. Paul),,34-40,,
8:19.0,Personal foul by P. Prigioni (drawn by C. Paul),,34-40,,
8:00.0,,,34-40,,B. Griffin misses 3-pt shot from 28 ft
7:59.0,,,34-40,,Offensive rebound by D. Jordan
7:52.0,,,34-43,3,J. Crawford makes 3-pt shot from 24 ft (assist by D. Jordan)
7:38.0,P. Prigioni misses 2-pt shot from 20 ft,,34-43,,
7:37.0,,,34-43,,Defensive rebound by C. Paul
7:33.0,,,34-43,,B. Griffin misses 2-pt shot at rim (block by C. Brewer)
7:30.0,Defensive rebound by C. Brewer,,34-43,,
7:25.0,J. Smith misses 3-pt shot from 24 ft,,34-43,,
7:22.0,,,34-43,,Defensive rebound by C. Paul
7:19.0,,,34-43,,Shooting foul by C. Brewer (drawn by J. Redick)
7:19.0,,,34-44,1,J. Redick makes free throw 1 of 3
7:19.0,,,34-45,1,J. Redick makes free throw 2 of 3
7:19.0,J. Terry enters the game for P. Prigioni,,34-45,,
7:19.0,J. Harden enters the game for C. Brewer,,34-45,,
7:19.0,T. Jones enters the game for J. Smith,,34-45,,
7:19.0,,,34-46,1,J. Redick makes free throw 3 of 3
7:02.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,36-46,,
6:47.0,,,36-46,,Turnover by D. Jordan (illegal assist)
6:24.0,T. Jones misses 2-pt shot from 12 ft,,36-46,,
6:23.0,Offensive rebound by D. Howard,,36-46,,
6:22.0,T. Jones misses 2-pt shot from 9 ft,,36-46,,
6:19.0,,,36-46,,Defensive rebound by B. Griffin
6:17.0,,,36-46,,Turnover by B. Griffin (lost ball)
6:17.0,,,36-46,,LA Clippers full timeout
6:17.0,,,36-46,,M. Barnes enters the game for C. Paul
6:05.0,,,36-46,,Personal foul by J. Crawford (drawn by J. Terry)
6:01.0,Shooting foul by M. Barnes (drawn by D. Howard),,36-46,,
6:01.0,D. Howard misses free throw 1 of 2,,36-46,,
6:01.0,Offensive rebound by Team,,36-46,,
6:01.0,D. Howard misses free throw 2 of 2,,36-46,,
6:00.0,,,36-46,,Defensive rebound by D. Jordan
5:43.0,,,36-48,2,J. Crawford makes 2-pt shot from 3 ft
5:32.0,Shooting foul by D. Jordan (drawn by T. Jones),,36-48,,
5:32.0,T. Jones misses free throw 1 of 2,,36-48,,
5:32.0,Offensive rebound by Team,,36-48,,
5:32.0,T. Jones makes free throw 2 of 2,1,37-48,,
5:19.0,,,37-48,,J. Crawford misses 2-pt shot from 20 ft
5:18.0,,,37-48,,Offensive rebound by D. Jordan
5:11.0,,,37-48,,J. Crawford misses 3-pt shot from 27 ft
5:10.0,Defensive rebound by D. Howard,,37-48,,
5:04.0,J. Harden makes 3-pt shot from 27 ft,3,40-48,,
4:50.0,,,40-50,2,J. Redick makes 2-pt shot from 13 ft (assist by B. Griffin)
4:38.0,J. Harden misses 2-pt shot from 4 ft,,40-50,,
4:34.0,,,40-50,,Defensive rebound by B. Griffin
4:33.0,,,40-50,,Turnover by B. Griffin (bad pass)
4:17.0,J. Terry makes 3-pt shot from 23 ft (assist by T. Jones),3,43-50,,
4:02.0,,,43-50,,J. Redick misses 2-pt shot from 21 ft
3:59.0,Defensive rebound by T. Jones,,43-50,,
3:54.0,Turnover by J. Harden (bad pass; steal by J. Crawford),,43-50,,
3:51.0,,,43-51,1,M. Barnes makes flagrant free throw 1 of 2
3:51.0,,,43-52,1,M. Barnes makes flagrant free throw 2 of 2
3:51.0,,,43-52,,A. Rivers enters the game for J. Crawford
3:51.0,C. Brewer enters the game for T. Ariza,,43-52,,
3:27.0,Violation by D. Howard (def goaltending),,43-52,,
3:27.0,,,43-54,2,B. Griffin makes 2-pt shot from 19 ft
3:10.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,46-54,,
3:01.0,Personal foul by C. Brewer (drawn by A. Rivers),,46-54,,
3:01.0,Houston full timeout,,46-54,,
3:01.0,,,46-54,,C. Paul enters the game for M. Barnes
3:01.0,,,46-54,,S. Hawes enters the game for D. Jordan
2:48.0,,,46-56,2,B. Griffin makes 2-pt shot from 5 ft (assist by A. Rivers)
2:47.0,,,46-56,,Personal foul by S. Hawes (drawn by D. Howard)
2:47.0,D. Howard makes free throw 1 of 2,1,47-56,,
2:47.0,D. Howard misses free throw 2 of 2,,47-56,,
2:46.0,,,47-56,,Defensive rebound by A. Rivers
2:33.0,,,47-58,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
2:30.0,,,47-58,,Personal foul by S. Hawes (drawn by D. Howard)
2:30.0,D. Howard makes free throw 1 of 2,1,48-58,,
2:30.0,D. Howard misses free throw 2 of 2,,48-58,,
2:28.0,,,48-58,,Defensive rebound by B. Griffin
2:17.0,,,48-60,2,C. Paul makes 2-pt shot from 14 ft
2:12.0,,,48-60,,Personal take foul by S. Hawes (drawn by D. Howard)
2:12.0,D. Howard misses free throw 1 of 2,,48-60,,
2:12.0,Offensive rebound by Team,,48-60,,
2:12.0,,,48-60,,G. Davis enters the game for S. Hawes
2:12.0,D. Howard makes free throw 2 of 2,1,49-60,,
1:48.0,,,49-60,,C. Paul misses 3-pt shot from 26 ft
1:47.0,Defensive rebound by C. Brewer,,49-60,,
1:24.0,J. Terry makes 3-pt shot from 27 ft (assist by J. Harden),3,52-60,,
1:09.0,Personal foul by D. Howard (drawn by G. Davis),,52-60,,
1:09.0,,,52-61,1,G. Davis makes free throw 1 of 2
1:09.0,,,52-61,,M. Barnes enters the game for A. Rivers
1:09.0,T. Ariza enters the game for D. Howard,,52-61,,
1:09.0,,,52-61,,J. Crawford enters the game for B. Griffin
1:09.0,,,52-62,1,G. Davis makes free throw 2 of 2
0:54.0,J. Terry misses 2-pt shot from 4 ft (block by M. Barnes),,52-62,,
0:53.0,Offensive rebound by J. Terry,,52-62,,
0:53.0,Turnover by J. Terry (step out of bounds),,52-62,,
0:47.0,,,52-64,2,G. Davis makes 2-pt shot from 3 ft (assist by M. Barnes)
0:37.0,Shooting foul by G. Davis (drawn by T. Jones),,52-64,,
0:37.0,T. Jones makes free throw 1 of 2,1,53-64,,
0:37.0,,,53-64,,B. Griffin enters the game for G. Davis
0:37.0,T. Jones makes free throw 2 of 2,1,54-64,,
0:28.0,,,54-64,,C. Paul misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by T. Jones,,54-64,,
0:24.0,,,54-64,,Personal foul by C. Paul (drawn by T. Jones)
0:24.0,T. Jones misses free throw 1 of 2,,54-64,,
0:24.0,Offensive rebound by Team,,54-64,,
0:24.0,T. Jones makes free throw 2 of 2,1,55-64,,
0:18.0,,,55-64,,LA Clippers full timeout
0:18.0,J. Smith enters the game for J. Terry,,55-64,,
0:08.0,,,55-64,,Turnover by B. Griffin (lost ball)
0:01.0,J. Harden makes 2-pt shot from 15 ft,2,57-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,T. Ariza misses 3-pt shot from 25 ft,,57-64,,
11:44.0,,,57-64,,Defensive rebound by D. Jordan
11:23.0,,,57-64,,B. Griffin misses 2-pt shot from 6 ft
11:22.0,Defensive rebound by T. Ariza,,57-64,,
11:06.0,D. Howard misses 2-pt shot from 9 ft,,57-64,,
11:05.0,,,57-64,,Defensive rebound by B. Griffin
10:47.0,,,57-64,,B. Griffin misses 2-pt shot from 4 ft
10:45.0,Defensive rebound by D. Howard,,57-64,,
10:38.0,Shooting foul by C. Paul (drawn by J. Harden),,57-64,,
10:38.0,J. Harden makes free throw 1 of 2,1,58-64,,
10:38.0,J. Harden makes free throw 2 of 2,1,59-64,,
10:20.0,Violation by D. Howard (def goaltending),,59-64,,
10:20.0,,,59-66,2,B. Griffin makes 2-pt shot from 4 ft
10:01.0,T. Ariza makes 2-pt shot at rim (assist by J. Terry),2,61-66,,
9:41.0,,,61-66,,Turnover by C. Paul (bad pass; steal by D. Howard)
9:37.0,J. Terry makes 2-pt shot from 19 ft (assist by D. Howard),2,63-66,,
9:36.0,,,63-66,,LA Clippers full timeout
9:29.0,,,63-66,,B. Griffin misses 2-pt shot from 3 ft
9:28.0,,,63-66,,Offensive rebound by B. Griffin
9:28.0,,,63-68,2,B. Griffin makes 2-pt shot from 3 ft
9:03.0,T. Ariza misses 2-pt shot from 21 ft,,63-68,,
9:02.0,,,63-68,,Defensive rebound by C. Paul
8:55.0,,,63-71,3,C. Paul makes 3-pt shot from 25 ft
8:29.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,66-71,,
8:13.0,,,66-73,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
7:56.0,Offensive foul by J. Harden,,66-73,,
7:56.0,Turnover by J. Harden (offensive foul),,66-73,,
7:47.0,,,66-73,,M. Barnes misses 3-pt shot from 23 ft
7:46.0,,,66-73,,Offensive rebound by D. Jordan
7:33.0,,,66-73,,Turnover by B. Griffin (bad pass; steal by T. Ariza)
7:13.0,T. Jones misses 2-pt shot from 9 ft,,66-73,,
7:12.0,,,66-73,,Defensive rebound by M. Barnes
7:03.0,,,66-76,3,C. Paul makes 3-pt shot from 26 ft
6:49.0,Shooting foul by M. Barnes (drawn by T. Ariza),,66-76,,
6:49.0,T. Ariza misses free throw 1 of 2,,66-76,,
6:49.0,Offensive rebound by Team,,66-76,,
6:49.0,T. Ariza makes free throw 2 of 2,1,67-76,,
6:42.0,,,67-78,2,J. Redick makes 2-pt shot from 21 ft (assist by B. Griffin)
6:22.0,Turnover by J. Terry (bad pass; steal by C. Paul),,67-78,,
6:03.0,,,67-78,,C. Paul misses 3-pt shot from 28 ft
6:01.0,,,67-78,,Offensive rebound by D. Jordan
6:01.0,,,67-78,,Shooting foul by T. Ariza (drawn by D. Jordan)
6:01.0,,,67-78,,D. Jordan misses free throw 1 of 2
6:01.0,,,67-78,,Offensive rebound by Team
6:01.0,J. Smith enters the game for T. Jones,,67-78,,
6:01.0,,,67-78,,A. Rivers enters the game for C. Paul
6:01.0,,,67-79,1,D. Jordan makes free throw 2 of 2
5:38.0,J. Harden makes 2-pt shot from 19 ft,2,69-79,,
5:18.0,,,69-79,,Turnover by M. Barnes (offensive foul)
5:18.0,,,69-79,,Offensive charge foul by M. Barnes
5:18.0,C. Brewer enters the game for T. Ariza,,69-79,,
5:18.0,,,69-79,,J. Crawford enters the game for M. Barnes
4:57.0,J. Harden misses 2-pt shot from 17 ft,,69-79,,
4:56.0,,,69-79,,Defensive rebound by B. Griffin
4:52.0,,,69-79,,Turnover by B. Griffin (lost ball; steal by J. Smith)
4:49.0,C. Brewer makes 2-pt shot at rim (assist by J. Harden),2,71-79,,
4:40.0,,,71-79,,A. Rivers misses 3-pt shot from 26 ft
4:39.0,Defensive rebound by J. Smith,,71-79,,
4:33.0,Shooting foul by D. Jordan (drawn by J. Harden),,71-79,,
4:33.0,J. Harden makes free throw 1 of 2,1,72-79,,
4:33.0,J. Harden makes free throw 2 of 2,1,73-79,,
4:08.0,,,73-81,2,A. Rivers makes 2-pt shot from 3 ft
4:04.0,,,73-81,,Violation by B. Griffin (kicked ball)
3:50.0,C. Brewer makes 3-pt shot from 24 ft (assist by J. Harden),3,76-81,,
3:34.0,,,76-81,,J. Redick misses 3-pt shot from 28 ft
3:33.0,Defensive rebound by J. Smith,,76-81,,
3:28.0,Offensive foul by J. Smith,,76-81,,
3:28.0,Turnover by J. Smith (offensive foul),,76-81,,
3:16.0,,,76-84,3,A. Rivers makes 3-pt shot from 24 ft (assist by D. Jordan)
2:59.0,J. Smith misses 2-pt shot from 4 ft,,76-84,,
2:57.0,,,76-84,,Defensive rebound by B. Griffin
2:52.0,,,76-84,,Turnover by B. Griffin (bad pass; steal by C. Brewer)
2:52.0,,,76-84,,Personal foul by J. Crawford (drawn by C. Brewer)
2:52.0,Houston full timeout,,76-84,,
2:52.0,,,76-84,,S. Hawes enters the game for B. Griffin
2:52.0,T. Jones enters the game for D. Howard,,76-84,,
2:39.0,J. Smith misses 3-pt shot from 27 ft,,76-84,,
2:37.0,,,76-84,,Defensive rebound by D. Jordan
2:23.0,,,76-86,2,A. Rivers makes 2-pt shot from 3 ft
2:23.0,,,76-86,,Shooting foul by T. Jones (drawn by A. Rivers)
2:23.0,,,76-87,1,A. Rivers makes free throw 1 of 1
2:03.0,Turnover by J. Terry (bad pass; steal by J. Redick),,76-87,,
1:59.0,,,76-89,2,J. Redick makes 2-pt shot from 3 ft
1:56.0,Houston full timeout,,76-89,,
1:44.0,J. Terry misses 3-pt shot from 26 ft,,76-89,,
1:43.0,,,76-89,,Defensive rebound by D. Jordan
1:35.0,,,76-91,2,A. Rivers makes 2-pt shot from 3 ft
1:24.0,J. Harden misses 3-pt shot from 25 ft,,76-91,,
1:23.0,,,76-91,,Defensive rebound by S. Hawes
1:13.0,,,76-91,,A. Rivers misses 3-pt shot from 26 ft
1:12.0,,,76-91,,Offensive rebound by D. Jordan
1:12.0,,,76-93,2,D. Jordan makes 2-pt shot from 2 ft
0:57.0,Turnover by J. Harden (lost ball; steal by J. Crawford),,76-93,,
0:53.0,,,76-95,2,A. Rivers makes 2-pt shot from 2 ft (assist by J. Crawford)
0:53.0,,,76-95,,Shooting foul by J. Terry (drawn by A. Rivers)
0:53.0,P. Prigioni enters the game for J. Terry,,76-95,,
0:53.0,T. Ariza enters the game for J. Smith,,76-95,,
0:53.0,,,76-96,1,A. Rivers makes free throw 1 of 1
0:37.0,T. Ariza misses 3-pt shot from 26 ft,,76-96,,
0:35.0,,,76-96,,Defensive rebound by A. Rivers
0:32.0,,,76-98,2,A. Rivers makes 2-pt shot from 10 ft
0:06.0,T. Ariza misses 3-pt shot from 23 ft,,76-98,,
0:03.0,,,76-98,,Defensive rebound by D. Jordan
0:02.0,,,76-98,,Shooting foul by T. Ariza (drawn by D. Jordan)
0:02.0,,,76-99,1,D. Jordan makes free throw 1 of 2
0:02.0,,,76-99,,M. Barnes enters the game for J. Redick
0:02.0,,,76-99,,D. Jordan misses free throw 2 of 2
0:01.0,Defensive rebound by J. Harden,,76-99,,
0:00.0,J. Harden misses 3-pt shot from 78 ft,,76-99,,
0:00.0,Offensive rebound by Team,,76-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,,,76-99,,Shooting foul by D. Howard (drawn by M. Barnes)
11:53.0,,,76-100,1,M. Barnes makes free throw 1 of 2
11:53.0,,,76-101,1,M. Barnes makes free throw 2 of 2
11:37.0,D. Howard misses 2-pt shot from 8 ft,,76-101,,
11:35.0,,,76-101,,Defensive rebound by J. Crawford
11:23.0,,,76-101,,Turnover by D. Jordan (lost ball; steal by J. Terry)
11:19.0,Shooting foul by J. Crawford (drawn by C. Brewer),,76-101,,
11:19.0,C. Brewer misses free throw 1 of 2,,76-101,,
11:19.0,Offensive rebound by Team,,76-101,,
11:19.0,C. Brewer misses free throw 2 of 2,,76-101,,
11:17.0,,,76-101,,Defensive rebound by B. Griffin
10:58.0,,,76-104,3,A. Rivers makes 3-pt shot from 28 ft
10:50.0,Turnover by J. Terry (bad pass; steal by A. Rivers),,76-104,,
10:48.0,Personal foul by C. Brewer (drawn by B. Griffin),,76-104,,
10:31.0,,,76-104,,Turnover by J. Crawford (bad pass)
10:31.0,,,76-104,,Loose ball foul by B. Griffin (drawn by J. Terry)
10:18.0,C. Brewer misses 3-pt shot from 25 ft,,76-104,,
10:16.0,,,76-104,,Defensive rebound by A. Rivers
10:09.0,,,76-104,,Turnover by A. Rivers (lost ball; steal by J. Terry)
10:06.0,Shooting foul by B. Griffin (drawn by T. Ariza),,76-104,,
10:06.0,T. Ariza makes free throw 1 of 2,1,77-104,,
10:06.0,,,77-104,,C. Paul enters the game for A. Rivers
10:06.0,T. Ariza makes free throw 2 of 2,1,78-104,,
9:47.0,,,78-104,,B. Griffin misses 2-pt shot from 3 ft
9:46.0,,,78-104,,Offensive rebound by B. Griffin
9:46.0,,,78-104,,B. Griffin misses 2-pt shot from 3 ft
9:42.0,Defensive rebound by D. Howard,,78-104,,
9:25.0,C. Brewer makes 2-pt shot at rim,2,80-104,,
9:12.0,,,80-104,,Shooting foul by C. Brewer (drawn by J. Crawford)
9:12.0,,,80-105,1,J. Crawford makes free throw 1 of 3
9:12.0,,,80-106,1,J. Crawford makes free throw 2 of 3
9:12.0,,,80-107,1,J. Crawford makes free throw 3 of 3
8:53.0,D. Howard misses 2-pt shot from 4 ft,,80-107,,
8:53.0,Offensive rebound by Team,,80-107,,
8:53.0,Official timeout,,80-107,,
8:53.0,,,80-107,,J. Redick enters the game for C. Paul
8:37.0,P. Prigioni misses 3-pt shot from 27 ft,,80-107,,
8:36.0,,,80-107,,Defensive rebound by M. Barnes
8:19.0,,,80-109,2,J. Redick makes 2-pt shot from 4 ft (assist by M. Barnes)
8:00.0,,,80-109,,Personal foul by D. Jordan (drawn by D. Howard)
8:00.0,Technical foul by J. Terry,,80-109,,
8:00.0,J. Terry ejected from game,,80-109,,
8:00.0,J. Harden enters the game for J. Terry,,80-109,,
8:00.0,,,80-110,1,J. Redick makes technical free throw
7:56.0,Shooting foul by D. Jordan (drawn by D. Howard),,80-110,,
7:56.0,,,80-110,,Technical foul by D. Jordan (drawn by D. Howard)
7:56.0,J. Harden makes technical free throw,1,81-110,,
