time,Atlanta,pts.away,score,pts.home,Toronto
0:51.0,Turnover by P. Antic (offensive foul),,22-16,,
0:51.0,M. Scott enters the game for P. Millsap,,22-16,,
0:51.0,A. Horford enters the game for P. Antic,,22-16,,
0:47.0,,,22-16,,Turnover by G. Vasquez (lost ball)
0:47.0,,,22-16,,Personal foul by G. Vasquez (drawn by D. Schroder)
0:35.0,D. Schroder makes 2-pt shot from 1 ft (assist by A. Horford),2,24-16,,
0:30.0,,,24-19,3,L. Williams makes 3-pt shot from 25 ft
0:23.0,K. Korver misses 3-pt shot from 26 ft,,24-19,,
0:22.0,,,24-19,,Defensive rebound by L. Williams
0:01.0,,,24-19,,L. Williams misses 3-pt shot from 26 ft
0:00.0,,,24-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Schroder makes 2-pt shot from 5 ft,2,26-19,,
11:20.0,,,26-19,,P. Patterson misses 3-pt shot from 23 ft
11:19.0,Defensive rebound by A. Horford,,26-19,,
11:03.0,M. Scott makes 2-pt shot from 2 ft (assist by A. Horford),2,28-19,,
10:47.0,,,28-19,,G. Vasquez misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by T. Sefolosha,,28-19,,
10:39.0,T. Sefolosha makes 3-pt shot from 25 ft (assist by A. Horford),3,31-19,,
10:22.0,,,31-19,,L. Williams misses 3-pt shot from 22 ft
10:21.0,Defensive rebound by T. Sefolosha,,31-19,,
10:10.0,Turnover by K. Korver (bad pass),,31-19,,
9:56.0,Violation by A. Horford (kicked ball),,31-19,,
9:56.0,K. Bazemore enters the game for T. Sefolosha,,31-19,,
9:46.0,,,31-19,,G. Vasquez misses 3-pt shot from 25 ft
9:45.0,,,31-19,,Offensive rebound by T. Hansbrough
9:39.0,,,31-21,2,J. Johnson makes 2-pt shot from 1 ft (assist by G. Vasquez)
9:39.0,,,31-21,,Shooting foul by K. Bazemore (drawn by J. Johnson)
9:39.0,,,31-22,1,J. Johnson makes free throw 1 of 1
9:29.0,A. Horford makes 2-pt shot from 15 ft (assist by D. Schroder),2,33-22,,
9:03.0,,,33-24,2,J. Johnson makes 2-pt shot from 1 ft (assist by G. Vasquez)
8:49.0,Turnover by M. Scott (bad pass),,33-24,,
8:49.0,Official timeout,,33-24,,
8:35.0,,,33-24,,P. Patterson misses 3-pt shot from 26 ft
8:34.0,,,33-24,,Offensive rebound by Team
8:17.0,,,33-26,2,T. Hansbrough makes 2-pt shot from 4 ft (assist by J. Johnson)
7:57.0,M. Scott misses 3-pt shot from 27 ft,,33-26,,
7:56.0,,,33-26,,Defensive rebound by T. Hansbrough
7:45.0,,,33-28,2,T. Hansbrough makes 2-pt shot at rim (assist by G. Vasquez)
7:43.0,Atlanta full timeout,,33-28,,
7:43.0,J. Teague enters the game for D. Schroder,,33-28,,
7:30.0,Shooting foul by J. Johnson (drawn by A. Horford),,33-28,,
7:30.0,A. Horford makes free throw 1 of 2,1,34-28,,
7:30.0,D. Carroll enters the game for K. Korver,,34-28,,
7:30.0,A. Horford makes free throw 2 of 2,1,35-28,,
7:18.0,,,35-28,,J. Johnson misses 2-pt shot from 5 ft (block by D. Carroll)
7:17.0,,,35-28,,Offensive rebound by J. Johnson
7:17.0,Personal foul by D. Carroll (drawn by J. Johnson),,35-28,,
7:17.0,,,35-28,,K. Lowry enters the game for L. Williams
7:17.0,,,35-28,,D. DeRozan enters the game for G. Vasquez
7:17.0,P. Antic enters the game for A. Horford,,35-28,,
7:04.0,,,35-30,2,D. DeRozan makes 2-pt shot from 16 ft (assist by P. Patterson)
6:38.0,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Scott),3,38-30,,
6:20.0,,,38-32,2,D. DeRozan makes 2-pt shot from 18 ft
6:03.0,P. Antic misses 2-pt shot from 4 ft (block by T. Hansbrough),,38-32,,
6:01.0,,,38-32,,Defensive rebound by J. Johnson
5:47.0,,,38-32,,Offensive charge foul by J. Johnson
5:47.0,,,38-32,,Turnover by J. Johnson (offensive foul)
5:47.0,P. Millsap enters the game for M. Scott,,38-32,,
5:24.0,Shooting foul by K. Lowry (drawn by K. Bazemore),,38-32,,
5:24.0,K. Bazemore makes free throw 1 of 2,1,39-32,,
5:24.0,,,39-32,,A. Johnson enters the game for P. Patterson
5:24.0,K. Bazemore misses free throw 2 of 2,,39-32,,
5:23.0,,,39-32,,Defensive rebound by J. Johnson
5:02.0,,,39-32,,T. Hansbrough misses 2-pt shot from 5 ft
5:01.0,Defensive rebound by D. Carroll,,39-32,,
4:58.0,Turnover by D. Carroll (lost ball; steal by K. Lowry),,39-32,,
4:54.0,,,39-34,2,K. Lowry makes 2-pt shot from 1 ft
4:45.0,,,39-34,,J. Valanciunas enters the game for T. Hansbrough
4:37.0,J. Teague makes 2-pt shot at rim,2,41-34,,
4:16.0,,,41-34,,Turnover by D. DeRozan (lost ball; steal by P. Millsap)
4:10.0,D. Carroll misses 3-pt shot from 23 ft,,41-34,,
4:09.0,,,41-34,,Defensive rebound by J. Valanciunas
4:01.0,,,41-36,2,J. Johnson makes 2-pt shot from 1 ft (assist by D. DeRozan)
3:49.0,J. Teague misses 2-pt shot from 1 ft (block by J. Johnson),,41-36,,
3:47.0,,,41-36,,Defensive rebound by K. Lowry
3:45.0,,,41-36,,Offensive foul by K. Lowry
3:45.0,,,41-36,,Turnover by K. Lowry (offensive foul)
3:45.0,,,41-36,,Toronto full timeout
3:45.0,K. Korver enters the game for K. Bazemore,,41-36,,
3:33.0,Turnover by P. Millsap (bad pass; steal by D. DeRozan),,41-36,,
3:33.0,Personal foul by P. Millsap (drawn by A. Johnson),,41-36,,
3:13.0,,,41-36,,J. Johnson misses 2-pt shot from 3 ft
3:13.0,Defensive rebound by P. Millsap,,41-36,,
3:03.0,D. Carroll makes 3-pt shot from 26 ft (assist by J. Teague),3,44-36,,
2:41.0,,,44-36,,Turnover by A. Johnson (lost ball; steal by J. Teague)
2:37.0,J. Teague makes 2-pt shot at rim (assist by D. Carroll),2,46-36,,
2:05.0,,,46-36,,Turnover by Team (shot clock)
2:05.0,,,46-36,,T. Ross enters the game for J. Johnson
2:05.0,A. Horford enters the game for P. Antic,,46-36,,
1:53.0,K. Korver makes 2-pt shot from 19 ft (assist by J. Teague),2,48-36,,
1:41.0,,,48-36,,Turnover by K. Lowry (bad pass; steal by P. Millsap)
1:37.0,D. Carroll makes 2-pt shot at rim (assist by P. Millsap),2,50-36,,
1:19.0,,,50-36,,Turnover by D. DeRozan (bad pass; steal by K. Korver)
1:07.0,D. Carroll misses 3-pt shot from 26 ft,,50-36,,
1:06.0,,,50-36,,Defensive rebound by A. Johnson
0:54.0,,,50-38,2,K. Lowry makes 2-pt shot from 9 ft
0:39.0,J. Teague makes 2-pt shot from 4 ft,2,52-38,,
0:33.0,,,52-38,,D. DeRozan misses 2-pt shot from 20 ft
0:32.0,Defensive rebound by P. Millsap,,52-38,,
0:14.0,J. Teague misses 3-pt shot from 27 ft,,52-38,,
0:13.0,,,52-38,,Defensive rebound by A. Johnson
0:00.0,,,52-38,,K. Lowry misses 3-pt shot from 27 ft
0:00.0,,,52-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. Teague makes 3-pt shot from 25 ft,3,55-38,,
11:25.0,Personal foul by P. Millsap (drawn by D. DeRozan),,55-38,,
11:17.0,,,55-41,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
11:00.0,P. Millsap makes 3-pt shot from 26 ft (assist by J. Teague),3,58-41,,
10:35.0,,,58-41,,D. DeRozan misses 2-pt shot from 10 ft
10:34.0,Defensive rebound by D. Carroll,,58-41,,
10:15.0,K. Korver makes 3-pt shot from 23 ft (assist by A. Horford),3,61-41,,
9:57.0,,,61-43,2,D. DeRozan makes 2-pt shot from 6 ft
9:35.0,D. Carroll misses 3-pt shot from 25 ft,,61-43,,
9:34.0,,,61-43,,Defensive rebound by J. Valanciunas
9:22.0,,,61-43,,K. Lowry misses 2-pt shot from 8 ft
9:21.0,,,61-43,,Offensive rebound by J. Valanciunas
9:20.0,,,61-43,,J. Valanciunas misses 2-pt shot from 3 ft
9:19.0,,,61-43,,Offensive rebound by J. Valanciunas
9:16.0,,,61-45,2,J. Valanciunas makes 2-pt shot at rim
8:59.0,Turnover by J. Teague (lost ball),,61-45,,
8:55.0,,,61-47,2,D. DeRozan makes 2-pt shot from 3 ft
8:44.0,,,61-47,,Personal foul by K. Lowry (drawn by A. Horford)
8:36.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,63-47,,
8:21.0,Personal foul by J. Teague (drawn by D. DeRozan),,63-47,,
8:15.0,,,63-47,,K. Lowry misses 3-pt shot from 25 ft
8:14.0,,,63-47,,Offensive rebound by A. Johnson
8:09.0,,,63-47,,D. DeRozan misses 3-pt shot from 24 ft
8:08.0,Defensive rebound by P. Millsap,,63-47,,
7:58.0,Shooting foul by A. Johnson (drawn by P. Millsap),,63-47,,
7:58.0,P. Millsap makes free throw 1 of 2,1,64-47,,
7:58.0,P. Millsap makes free throw 2 of 2,1,65-47,,
7:36.0,,,65-47,,Shooting foul by P. Millsap (drawn by A. Johnson)
7:36.0,,,65-48,1,A. Johnson makes free throw 1 of 2
7:36.0,,,65-48,,A. Johnson misses free throw 2 of 2
7:36.0,Defensive rebound by J. Teague,,65-48,,
7:23.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,67-48,,
7:00.0,,,67-48,,D. DeRozan misses 2-pt shot from 12 ft
6:59.0,Defensive rebound by A. Horford,,67-48,,
6:54.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Carroll),3,70-48,,
6:52.0,,,70-48,,Toronto full timeout
6:52.0,,,70-48,,J. Johnson enters the game for A. Johnson
6:52.0,,,70-48,,P. Patterson enters the game for J. Valanciunas
6:52.0,P. Antic enters the game for P. Millsap,,70-48,,
6:39.0,,,70-48,,Turnover by D. DeRozan (lost ball; steal by D. Carroll)
6:22.0,J. Teague makes 2-pt shot from 2 ft,2,72-48,,
5:58.0,,,72-51,3,D. DeRozan makes 3-pt shot from 23 ft (assist by K. Lowry)
5:44.0,Shooting foul by J. Johnson (drawn by A. Horford),,72-51,,
5:44.0,A. Horford makes free throw 1 of 2,1,73-51,,
5:44.0,T. Sefolosha enters the game for K. Korver,,73-51,,
5:44.0,A. Horford makes free throw 2 of 2,1,74-51,,
5:34.0,,,74-51,,Shooting foul by J. Teague (drawn by D. DeRozan)
5:34.0,,,74-52,1,D. DeRozan makes free throw 1 of 2
5:34.0,,,74-52,,L. Williams enters the game for T. Ross
5:34.0,,,74-52,,D. DeRozan misses free throw 2 of 2
5:34.0,Defensive rebound by T. Sefolosha,,74-52,,
5:15.0,Turnover by P. Antic (lost ball),,74-52,,
5:04.0,,,74-54,2,D. DeRozan makes 2-pt shot from 1 ft (assist by J. Johnson)
4:43.0,J. Teague misses 2-pt shot from 10 ft,,74-54,,
4:42.0,Offensive rebound by T. Sefolosha,,74-54,,
4:35.0,J. Teague misses 2-pt shot from 4 ft,,74-54,,
4:34.0,,,74-54,,Defensive rebound by D. DeRozan
4:27.0,,,74-54,,Shooting foul by P. Antic (drawn by D. DeRozan)
4:27.0,,,74-55,1,D. DeRozan makes free throw 1 of 2
4:27.0,P. Millsap enters the game for A. Horford,,74-55,,
4:27.0,D. Schroder enters the game for J. Teague,,74-55,,
4:27.0,,,74-55,,D. DeRozan misses free throw 2 of 2
4:26.0,Defensive rebound by T. Sefolosha,,74-55,,
4:13.0,D. Carroll makes 3-pt shot from 23 ft (assist by T. Sefolosha),3,77-55,,
3:47.0,,,77-57,2,J. Johnson makes 2-pt shot from 1 ft (assist by L. Williams)
3:23.0,D. Carroll makes 3-pt shot from 23 ft (assist by P. Millsap),3,80-57,,
3:06.0,,,80-59,2,J. Johnson makes 2-pt shot from 4 ft (assist by K. Lowry)
2:52.0,P. Antic makes 3-pt shot from 25 ft (assist by D. Schroder),3,83-59,,
2:29.0,,,83-59,,L. Williams misses 2-pt shot from 2 ft (block by P. Millsap)
2:27.0,,,83-59,,Offensive rebound by L. Williams
2:25.0,,,83-61,2,D. DeRozan makes 2-pt shot from 19 ft (assist by L. Williams)
2:16.0,Atlanta full timeout,,83-61,,
2:16.0,,,83-61,,G. Vasquez enters the game for D. DeRozan
2:07.0,P. Antic misses 3-pt shot from 24 ft,,83-61,,
2:06.0,,,83-61,,Defensive rebound by J. Johnson
1:59.0,,,83-63,2,K. Lowry makes 2-pt shot from 1 ft
1:44.0,Turnover by P. Millsap (bad pass; steal by J. Johnson),,83-63,,
1:35.0,,,83-66,3,G. Vasquez makes 3-pt shot from 26 ft (assist by K. Lowry)
1:11.0,P. Millsap misses 2-pt shot from 6 ft,,83-66,,
1:10.0,,,83-66,,Defensive rebound by P. Patterson
0:59.0,,,83-66,,L. Williams misses 2-pt shot from 2 ft
0:59.0,,,83-66,,Offensive rebound by Team
0:59.0,,,83-66,,Turnover by J. Johnson (offensive goaltending)
0:59.0,K. Korver enters the game for D. Carroll,,83-66,,
0:40.0,T. Sefolosha makes 2-pt shot from 1 ft,2,85-66,,
0:34.0,,,85-68,2,L. Williams makes 2-pt shot from 10 ft
0:12.0,D. Schroder misses 2-pt shot at rim,,85-68,,
0:11.0,,,85-68,,Defensive rebound by P. Patterson
0:05.0,,,85-68,,Turnover by J. Johnson (bad pass)
0:01.0,Turnover by D. Schroder (bad pass),,85-68,,
0:00.0,,,85-68,,K. Lowry misses 3-pt shot from 55 ft
0:00.0,,,85-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,85-68,,P. Patterson misses 3-pt shot from 23 ft
11:45.0,,,85-68,,Offensive rebound by K. Lowry
11:42.0,,,85-70,2,K. Lowry makes 2-pt shot from 1 ft
11:19.0,A. Horford makes 2-pt shot from 19 ft (assist by P. Millsap),2,87-70,,
10:58.0,,,87-70,,K. Lowry misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by K. Korver,,87-70,,
10:41.0,P. Millsap misses 2-pt shot from 18 ft,,87-70,,
10:40.0,,,87-70,,Defensive rebound by J. Johnson
10:25.0,,,87-70,,J. Johnson misses 2-pt shot from 21 ft
10:24.0,Defensive rebound by P. Millsap,,87-70,,
10:04.0,A. Horford makes 2-pt shot from 5 ft (assist by D. Schroder),2,89-70,,
10:04.0,Shooting foul by J. Johnson (drawn by A. Horford),,89-70,,
10:04.0,,,89-70,,D. DeRozan enters the game for K. Lowry
10:04.0,A. Horford makes free throw 1 of 1,1,90-70,,
9:43.0,,,90-72,2,J. Johnson makes 2-pt shot at rim (assist by G. Vasquez)
9:27.0,D. Schroder makes 2-pt shot from 7 ft,2,92-72,,
9:27.0,Shooting foul by P. Patterson (drawn by D. Schroder),,92-72,,
9:27.0,,,92-72,,T. Ross enters the game for P. Patterson
9:27.0,D. Schroder makes free throw 1 of 1,1,93-72,,
9:10.0,,,93-72,,J. Johnson misses 2-pt shot from 3 ft
9:09.0,Defensive rebound by A. Horford,,93-72,,
9:00.0,P. Millsap makes 2-pt shot at rim (assist by A. Horford),2,95-72,,
8:51.0,,,95-72,,Toronto full timeout
8:51.0,K. Bazemore enters the game for T. Sefolosha,,95-72,,
8:51.0,,,95-72,,A. Johnson enters the game for J. Johnson
8:37.0,,,95-72,,D. DeRozan misses 2-pt shot from 10 ft
8:36.0,,,95-72,,Offensive rebound by L. Williams
8:28.0,,,95-72,,T. Ross misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by K. Bazemore,,95-72,,
8:16.0,D. Schroder misses 2-pt shot from 12 ft,,95-72,,
8:15.0,,,95-72,,Defensive rebound by T. Ross
8:09.0,,,95-72,,G. Vasquez misses 2-pt shot from 18 ft
8:07.0,Defensive rebound by A. Horford,,95-72,,
7:53.0,Turnover by K. Bazemore (lost ball),,95-72,,
7:41.0,,,95-74,2,A. Johnson makes 2-pt shot from 1 ft (assist by G. Vasquez)
7:23.0,Shooting foul by A. Johnson (drawn by A. Horford),,95-74,,
7:23.0,A. Horford makes free throw 1 of 2,1,96-74,,
7:23.0,J. Teague enters the game for D. Schroder,,96-74,,
7:23.0,D. Carroll enters the game for K. Korver,,96-74,,
7:23.0,A. Horford misses free throw 2 of 2,,96-74,,
7:22.0,,,96-74,,Defensive rebound by D. DeRozan
7:05.0,,,96-74,,A. Johnson misses 2-pt shot from 4 ft
7:04.0,Defensive rebound by J. Teague,,96-74,,
7:04.0,,,96-74,,Personal foul by G. Vasquez (drawn by J. Teague)
6:48.0,J. Teague misses 2-pt shot from 4 ft,,96-74,,
6:47.0,,,96-74,,Defensive rebound by L. Williams
6:37.0,,,96-74,,A. Johnson misses 2-pt shot from 3 ft (block by K. Bazemore)
6:35.0,Defensive rebound by P. Millsap,,96-74,,
6:30.0,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Carroll),2,98-74,,
6:12.0,,,98-74,,Turnover by L. Williams (bad pass)
6:12.0,,,98-74,,Personal foul by A. Johnson (drawn by K. Bazemore)
6:12.0,K. Bazemore makes free throw 1 of 2,1,99-74,,
6:12.0,M. Muscala enters the game for A. Horford,,99-74,,
6:12.0,,,99-74,,T. Hansbrough enters the game for A. Johnson
6:12.0,K. Bazemore makes free throw 2 of 2,1,100-74,,
5:52.0,,,100-76,2,D. DeRozan makes 2-pt shot from 17 ft
5:45.0,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague),2,102-76,,
5:27.0,,,102-76,,Turnover by D. DeRozan (lost ball)
5:27.0,Official timeout,,102-76,,
5:27.0,,,102-76,,J. Johnson enters the game for D. DeRozan
5:27.0,,,102-76,,J. Valanciunas enters the game for L. Williams
5:27.0,T. Sefolosha enters the game for D. Carroll,,102-76,,
5:27.0,M. Scott enters the game for P. Millsap,,102-76,,
5:27.0,D. Schroder enters the game for J. Teague,,102-76,,
5:12.0,M. Scott misses 3-pt shot from 25 ft (block by J. Johnson),,102-76,,
5:10.0,,,102-76,,Defensive rebound by G. Vasquez
5:07.0,,,102-78,2,J. Johnson makes 2-pt shot at rim (assist by G. Vasquez)
4:55.0,Turnover by M. Muscala (lost ball),,102-78,,
4:41.0,Violation by M. Muscala (kicked ball),,102-78,,
4:41.0,S. Mack enters the game for T. Sefolosha,,102-78,,
4:31.0,,,102-78,,T. Ross misses 3-pt shot from 25 ft
4:30.0,,,102-78,,Offensive rebound by Team
4:20.0,,,102-78,,Shooting foul by K. Bazemore (drawn by J. Johnson)
4:20.0,,,102-79,1,J. Johnson makes free throw 1 of 2
4:20.0,E. Brand enters the game for D. Schroder,,102-79,,
4:20.0,,,102-80,1,J. Johnson makes free throw 2 of 2
4:03.0,M. Muscala makes 2-pt shot from 20 ft (assist by E. Brand),2,104-80,,
3:42.0,,,104-80,,Shooting foul by E. Brand (drawn by J. Valanciunas)
3:42.0,,,104-81,1,J. Valanciunas makes free throw 1 of 2
3:42.0,,,104-82,1,J. Valanciunas makes free throw 2 of 2
3:18.0,M. Muscala misses 3-pt shot from 26 ft,,104-82,,
3:17.0,,,104-82,,Defensive rebound by J. Johnson
3:08.0,,,104-82,,Shooting foul by K. Bazemore (drawn by T. Ross)
3:08.0,,,104-83,1,T. Ross makes free throw 1 of 2
3:08.0,,,104-84,1,T. Ross makes free throw 2 of 2
2:58.0,S. Mack misses 2-pt shot from 19 ft,,104-84,,
2:56.0,Offensive rebound by M. Muscala,,104-84,,
2:54.0,M. Muscala makes 2-pt shot from 3 ft,2,106-84,,
2:38.0,,,106-84,,T. Hansbrough misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by K. Bazemore,,106-84,,
2:22.0,Turnover by K. Bazemore (bad pass; steal by T. Hansbrough),,106-84,,
2:16.0,,,106-86,2,G. Vasquez makes 2-pt shot from 16 ft (assist by T. Ross)
1:56.0,E. Brand misses 2-pt shot at rim,,106-86,,
1:54.0,Offensive rebound by S. Mack,,106-86,,
1:35.0,K. Bazemore makes 2-pt shot from 5 ft,2,108-86,,
1:26.0,,,108-89,3,G. Vasquez makes 3-pt shot from 27 ft (assist by J. Johnson)
1:05.0,Shooting foul by G. Vasquez (drawn by M. Scott),,108-89,,
1:05.0,Atlanta full timeout,,108-89,,
1:05.0,M. Scott makes free throw 1 of 2,1,109-89,,
1:05.0,M. Scott makes free throw 2 of 2,1,110-89,,
0:43.0,,,110-89,,T. Hansbrough misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by M. Scott,,110-89,,
0:29.0,S. Mack misses 2-pt shot from 19 ft,,110-89,,
0:28.0,,,110-89,,Defensive rebound by Team
0:11.0,,,110-89,,T. Hansbrough misses 2-pt shot from 5 ft
0:09.0,Defensive rebound by Team,,110-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
