time,Milwaukee,pts.away,score,pts.home,Chicago
5:57.0,Shooting foul by J. Noah (drawn by J. Henson),,10-11,,
5:57.0,,,10-11,,Chicago full timeout
5:57.0,J. Henson misses free throw 1 of 2,,10-11,,
5:57.0,Offensive rebound by Team,,10-11,,
5:57.0,J. Henson misses free throw 2 of 2,,10-11,,
5:56.0,,,10-11,,Defensive rebound by M. Dunleavy
5:42.0,,,10-11,,Offensive charge foul by J. Butler
5:42.0,,,10-11,,Turnover by J. Butler (offensive foul)
5:42.0,Z. Pachulia enters the game for J. Henson,,10-11,,
5:31.0,K. Middleton misses 2-pt shot from 16 ft,,10-11,,
5:30.0,,,10-11,,Defensive rebound by P. Gasol
5:25.0,,,10-11,,J. Butler misses 2-pt shot from 1 ft (block by E. Ilyasova)
5:24.0,Defensive rebound by K. Middleton,,10-11,,
5:16.0,Z. Pachulia misses 2-pt shot from 11 ft,,10-11,,
5:15.0,,,10-11,,Defensive rebound by J. Noah
5:05.0,Personal foul by G. Antetokounmpo (drawn by J. Noah),,10-11,,
5:05.0,O. Mayo enters the game for G. Antetokounmpo,,10-11,,
5:05.0,Violation by Team (delay of game),,10-11,,
5:01.0,,,10-11,,Offensive foul by J. Butler
5:01.0,,,10-11,,Turnover by J. Butler (offensive foul)
5:01.0,,,10-11,,N. Mirotic enters the game for J. Noah
5:01.0,,,10-11,,T. Snell enters the game for J. Butler
4:40.0,K. Middleton misses 2-pt shot from 14 ft,,10-11,,
4:40.0,,,10-11,,Defensive rebound by Team
4:28.0,,,10-11,,D. Rose misses 2-pt shot from 8 ft
4:28.0,,,10-11,,Offensive rebound by D. Rose
4:28.0,,,10-11,,Shooting foul by Z. Pachulia (drawn by D. Rose)
4:28.0,,,10-12,1,D. Rose makes free throw 1 of 2
4:28.0,,,10-12,,D. Rose misses free throw 2 of 2
4:26.0,Defensive rebound by K. Middleton,,10-12,,
4:13.0,Z. Pachulia misses 2-pt shot from 15 ft,,10-12,,
4:12.0,,,10-12,,Defensive rebound by N. Mirotic
3:54.0,,,10-12,,D. Rose misses 2-pt shot from 8 ft
3:51.0,Defensive rebound by Z. Pachulia,,10-12,,
3:41.0,Turnover by J. Bayless (traveling),,10-12,,
3:24.0,,,10-12,,Turnover by T. Snell (bad pass; steal by J. Bayless)
3:14.0,Turnover by J. Bayless (bad pass),,10-12,,
3:07.0,,,10-12,,D. Rose misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by E. Ilyasova,,10-12,,
2:46.0,Turnover by Z. Pachulia (bad pass; steal by M. Dunleavy),,10-12,,
2:40.0,,,10-12,,Turnover by N. Mirotic (bad pass; steal by K. Middleton)
2:40.0,,,10-12,,Personal foul by M. Dunleavy (drawn by K. Middleton)
2:40.0,Milwaukee full timeout,,10-12,,
2:40.0,J. Dudley enters the game for E. Ilyasova,,10-12,,
2:31.0,Turnover by O. Mayo (bad pass),,10-12,,
2:19.0,,,10-12,,N. Mirotic misses 3-pt shot from 24 ft
2:18.0,Defensive rebound by J. Bayless,,10-12,,
2:04.0,J. Bayless makes 2-pt shot from 21 ft (assist by Z. Pachulia),2,12-12,,
1:44.0,,,12-15,3,T. Snell makes 3-pt shot from 25 ft (assist by D. Rose)
1:28.0,Z. Pachulia misses 2-pt shot from 14 ft,,12-15,,
1:27.0,,,12-15,,Defensive rebound by N. Mirotic
1:13.0,,,12-17,2,P. Gasol makes 2-pt shot from 21 ft
0:55.0,J. Bayless misses 2-pt shot from 7 ft,,12-17,,
0:54.0,,,12-17,,Defensive rebound by N. Mirotic
0:49.0,,,12-17,,Shooting foul by J. Bayless (drawn by D. Rose)
0:49.0,,,12-18,1,D. Rose makes free throw 1 of 2
0:49.0,,,12-19,1,D. Rose makes free throw 2 of 2
0:30.0,Turnover by J. Dudley (bad pass; steal by N. Mirotic),,12-19,,
0:18.0,,,12-21,2,T. Snell makes 2-pt shot from 1 ft (assist by P. Gasol)
0:02.0,O. Mayo makes 3-pt shot from 25 ft (assist by J. Bayless),3,15-21,,
0:00.0,,,15-21,,D. Rose misses 3-pt shot from 58 ft
0:00.0,,,15-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,15-21,,T. Snell misses 2-pt shot from 9 ft
11:38.0,Defensive rebound by T. Ennis,,15-21,,
11:28.0,O. Mayo misses 2-pt shot from 11 ft,,15-21,,
11:27.0,,,15-21,,Defensive rebound by N. Mirotic
11:19.0,,,15-21,,Turnover by N. Mirotic (bad pass; steal by T. Ennis)
11:11.0,O. Mayo misses 3-pt shot from 23 ft,,15-21,,
11:10.0,,,15-21,,Defensive rebound by N. Mirotic
11:00.0,,,15-21,,A. Brooks misses 2-pt shot from 16 ft
10:58.0,,,15-21,,Offensive rebound by J. Noah
10:58.0,,,15-21,,J. Noah misses 2-pt shot from 2 ft
10:57.0,,,15-21,,Offensive rebound by N. Mirotic
10:51.0,,,15-21,,A. Brooks misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by Team,,15-21,,
10:37.0,,,15-21,,Personal foul by A. Brooks (drawn by J. Henson)
10:29.0,T. Ennis misses 2-pt shot from 2 ft,,15-21,,
10:28.0,,,15-21,,Defensive rebound by J. Butler
10:28.0,Personal foul by J. Dudley (drawn by J. Butler),,15-21,,
10:07.0,,,15-23,2,A. Brooks makes 2-pt shot from 1 ft (assist by J. Noah)
9:41.0,J. Henson misses 2-pt shot from 2 ft,,15-23,,
9:40.0,Offensive rebound by J. Dudley,,15-23,,
9:37.0,O. Mayo misses 3-pt shot from 23 ft,,15-23,,
9:35.0,,,15-23,,Defensive rebound by A. Brooks
9:22.0,,,15-23,,T. Snell misses 3-pt shot from 22 ft
9:21.0,,,15-23,,Offensive rebound by N. Mirotic
9:04.0,,,15-25,2,N. Mirotic makes 2-pt shot from 14 ft
8:46.0,K. Middleton misses 2-pt shot from 14 ft,,15-25,,
8:45.0,,,15-25,,Defensive rebound by T. Snell
8:34.0,,,15-27,2,T. Snell makes 2-pt shot from 2 ft
8:32.0,Milwaukee full timeout,,15-27,,
8:32.0,M. Plumlee enters the game for J. Henson,,15-27,,
8:32.0,G. Antetokounmpo enters the game for K. Middleton,,15-27,,
8:32.0,J. O'Bryant enters the game for J. Dudley,,15-27,,
8:16.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Snell),,15-27,,
7:56.0,,,15-30,3,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler)
7:37.0,T. Ennis misses 3-pt shot from 25 ft,,15-30,,
7:36.0,,,15-30,,Defensive rebound by N. Mirotic
7:15.0,,,15-30,,A. Brooks misses 2-pt shot from 1 ft
7:14.0,,,15-30,,Offensive rebound by J. Noah
7:11.0,,,15-30,,J. Noah misses 2-pt shot at rim (block by M. Plumlee)
7:10.0,Defensive rebound by M. Plumlee,,15-30,,
7:03.0,Shooting foul by N. Mirotic (drawn by G. Antetokounmpo),,15-30,,
7:03.0,G. Antetokounmpo makes free throw 1 of 2,1,16-30,,
7:03.0,G. Antetokounmpo makes free throw 2 of 2,1,17-30,,
6:51.0,,,17-32,2,J. Butler makes 2-pt shot from 20 ft (assist by A. Brooks)
6:36.0,M. Plumlee misses 2-pt shot from 2 ft,,17-32,,
6:35.0,,,17-32,,Defensive rebound by N. Mirotic
6:28.0,,,17-32,,N. Mirotic misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by G. Antetokounmpo,,17-32,,
6:19.0,T. Ennis misses 3-pt shot from 25 ft,,17-32,,
6:18.0,,,17-32,,Defensive rebound by N. Mirotic
6:13.0,,,17-34,2,J. Butler makes 2-pt shot from 8 ft (assist by N. Mirotic)
6:03.0,O. Mayo makes 2-pt shot from 2 ft,2,19-34,,
5:39.0,,,19-34,,A. Brooks misses 3-pt shot from 29 ft
5:38.0,,,19-34,,Offensive rebound by J. Noah
5:38.0,,,19-34,,J. Noah misses 2-pt shot from 2 ft
5:36.0,,,19-34,,Offensive rebound by J. Noah
5:31.0,,,19-34,,J. Butler misses 2-pt shot from 2 ft (block by M. Plumlee)
5:29.0,,,19-34,,Offensive rebound by J. Noah
5:25.0,,,19-37,3,T. Snell makes 3-pt shot from 24 ft (assist by J. Noah)
5:25.0,Milwaukee full timeout,,19-37,,
5:25.0,Milwaukee full timeout,,19-37,,
5:25.0,,,19-37,,D. Rose enters the game for J. Noah
5:25.0,,,19-37,,P. Gasol enters the game for A. Brooks
5:25.0,J. Bayless enters the game for T. Ennis,,19-37,,
5:25.0,E. Ilyasova enters the game for J. O'Bryant,,19-37,,
5:18.0,M. Plumlee makes 2-pt shot at rim (assist by O. Mayo),2,21-37,,
5:00.0,,,21-37,,Turnover by D. Rose (bad pass)
4:50.0,O. Mayo misses 2-pt shot from 20 ft,,21-37,,
4:49.0,,,21-37,,Defensive rebound by D. Rose
4:45.0,,,21-39,2,T. Snell makes 2-pt shot at rim (assist by D. Rose)
4:24.0,O. Mayo misses 2-pt shot from 18 ft,,21-39,,
4:23.0,,,21-39,,Defensive rebound by P. Gasol
4:16.0,,,21-39,,T. Snell misses 2-pt shot from 3 ft
4:14.0,,,21-39,,Offensive rebound by J. Butler
4:14.0,,,21-39,,J. Butler misses 2-pt shot from 2 ft
4:13.0,Defensive rebound by M. Plumlee,,21-39,,
3:55.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Bayless),3,24-39,,
3:37.0,,,24-42,3,T. Snell makes 3-pt shot from 23 ft (assist by D. Rose)
3:22.0,,,24-42,,Personal foul by D. Rose (drawn by J. Bayless)
3:22.0,,,24-42,,Violation by Team (delay of game)
3:14.0,M. Plumlee misses 2-pt shot from 8 ft,,24-42,,
3:13.0,,,24-42,,Defensive rebound by J. Butler
3:00.0,,,24-42,,P. Gasol misses 2-pt shot from 17 ft
2:59.0,Defensive rebound by J. Bayless,,24-42,,
2:48.0,,,24-42,,Chicago full timeout
2:36.0,O. Mayo makes 2-pt shot from 22 ft (assist by J. Bayless),2,26-42,,
2:25.0,,,26-42,,Shooting foul by E. Ilyasova (drawn by N. Mirotic)
2:25.0,,,26-42,,N. Mirotic misses free throw 1 of 2
2:25.0,,,26-42,,Offensive rebound by Team
2:25.0,,,26-43,1,N. Mirotic makes free throw 2 of 2
2:08.0,G. Antetokounmpo misses 2-pt shot from 1 ft (block by P. Gasol),,26-43,,
2:06.0,,,26-43,,Defensive rebound by J. Butler
2:01.0,,,26-43,,D. Rose misses 3-pt shot from 24 ft
1:58.0,,,26-43,,Offensive rebound by P. Gasol
1:48.0,,,26-43,,N. Mirotic misses 2-pt shot from 14 ft
1:47.0,Defensive rebound by J. Bayless,,26-43,,
1:40.0,J. Bayless makes 2-pt shot from 8 ft,2,28-43,,
1:19.0,,,28-45,2,P. Gasol makes 2-pt shot from 3 ft (assist by D. Rose)
1:07.0,,,28-45,,J. Noah enters the game for N. Mirotic
1:07.0,K. Middleton enters the game for O. Mayo,,28-45,,
1:01.0,E. Ilyasova makes 3-pt shot from 23 ft (assist by J. Bayless),3,31-45,,
0:48.0,,,31-48,3,T. Snell makes 3-pt shot from 24 ft (assist by D. Rose)
0:40.0,J. Bayless makes 2-pt shot from 21 ft,2,33-48,,
0:27.0,,,33-48,,P. Gasol misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by E. Ilyasova,,33-48,,
0:01.0,E. Ilyasova misses 2-pt shot from 22 ft,,33-48,,
0:00.0,,,33-48,,Defensive rebound by P. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,33-48,,Shooting foul by J. Henson (drawn by P. Gasol)
11:49.0,,,33-49,1,P. Gasol makes free throw 1 of 2
11:49.0,,,33-50,1,P. Gasol makes free throw 2 of 2
11:35.0,J. Bayless misses 2-pt shot from 22 ft,,33-50,,
11:35.0,,,33-50,,Defensive rebound by Team
11:21.0,,,33-50,,Shooting foul by E. Ilyasova (drawn by J. Butler)
11:21.0,,,33-51,1,J. Butler makes free throw 1 of 2
11:21.0,,,33-52,1,J. Butler makes free throw 2 of 2
11:09.0,K. Middleton misses 2-pt shot from 5 ft,,33-52,,
11:08.0,,,33-52,,Defensive rebound by J. Noah
10:46.0,,,33-54,2,P. Gasol makes 2-pt shot from 13 ft (assist by J. Butler)
10:30.0,J. Bayless misses 2-pt shot from 13 ft,,33-54,,
10:29.0,,,33-54,,Defensive rebound by P. Gasol
10:18.0,Personal foul by G. Antetokounmpo (drawn by J. Butler),,33-54,,
10:04.0,,,33-54,,Turnover by D. Rose (lost ball)
9:46.0,E. Ilyasova misses 2-pt shot from 2 ft,,33-54,,
9:45.0,,,33-54,,Defensive rebound by M. Dunleavy
9:21.0,,,33-54,,J. Butler misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by G. Antetokounmpo,,33-54,,
9:06.0,K. Middleton misses 2-pt shot from 17 ft,,33-54,,
9:03.0,Offensive rebound by E. Ilyasova,,33-54,,
9:03.0,E. Ilyasova makes 2-pt shot from 2 ft,2,35-54,,
8:45.0,,,35-56,2,J. Noah makes 2-pt shot from 18 ft (assist by J. Butler)
8:20.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,38-56,,
8:05.0,,,38-56,,Turnover by M. Dunleavy (bad pass)
7:50.0,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo),,38-56,,
7:50.0,G. Antetokounmpo misses free throw 1 of 2,,38-56,,
7:50.0,Offensive rebound by Team,,38-56,,
7:50.0,G. Antetokounmpo makes free throw 2 of 2,1,39-56,,
7:32.0,,,39-56,,D. Rose misses 2-pt shot from 1 ft
7:31.0,,,39-56,,Offensive rebound by J. Noah
7:31.0,,,39-56,,J. Noah misses 2-pt shot from 1 ft
7:30.0,Defensive rebound by E. Ilyasova,,39-56,,
7:26.0,,,39-56,,Personal block foul by M. Dunleavy (drawn by E. Ilyasova)
7:19.0,E. Ilyasova misses 3-pt shot from 26 ft,,39-56,,
7:18.0,,,39-56,,Defensive rebound by P. Gasol
7:09.0,,,39-56,,Shooting foul by J. Henson (drawn by P. Gasol)
7:09.0,,,39-57,1,P. Gasol makes free throw 1 of 2
7:09.0,,,39-57,,P. Gasol misses free throw 2 of 2
7:08.0,Defensive rebound by J. Henson,,39-57,,
6:51.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,39-57,,
6:50.0,Offensive rebound by K. Middleton,,39-57,,
6:48.0,K. Middleton makes 2-pt shot from 4 ft,2,41-57,,
6:31.0,Personal foul by J. Henson (drawn by P. Gasol),,41-57,,
6:31.0,,,41-57,,P. Gasol misses free throw 1 of 2
6:31.0,,,41-57,,Offensive rebound by Team
6:31.0,,,41-58,1,P. Gasol makes free throw 2 of 2
6:10.0,E. Ilyasova misses 3-pt shot from 25 ft,,41-58,,
6:09.0,,,41-58,,Defensive rebound by M. Dunleavy
5:55.0,,,41-60,2,J. Noah makes 2-pt shot from 5 ft (assist by J. Butler)
5:38.0,K. Middleton misses 2-pt shot from 22 ft,,41-60,,
5:38.0,,,41-60,,Defensive rebound by Team
5:38.0,Personal foul by G. Antetokounmpo (drawn by M. Dunleavy),,41-60,,
5:38.0,,,41-60,,Chicago full timeout
5:38.0,J. Dudley enters the game for J. Henson,,41-60,,
5:38.0,O. Mayo enters the game for K. Middleton,,41-60,,
5:38.0,,,41-61,1,M. Dunleavy makes free throw 1 of 2
5:38.0,,,41-62,1,M. Dunleavy makes free throw 2 of 2
5:21.0,Turnover by J. Bayless (bad pass),,41-62,,
5:09.0,,,41-62,,M. Dunleavy misses 2-pt shot from 22 ft
5:08.0,Defensive rebound by E. Ilyasova,,41-62,,
4:54.0,Turnover by O. Mayo (lost ball),,41-62,,
4:27.0,,,41-62,,D. Rose misses 3-pt shot from 25 ft
4:27.0,,,41-62,,Offensive rebound by P. Gasol
4:27.0,,,41-62,,Turnover by P. Gasol (bad pass)
4:15.0,O. Mayo misses 3-pt shot from 23 ft,,41-62,,
4:15.0,Offensive rebound by Team,,41-62,,
4:15.0,,,41-62,,N. Mirotic enters the game for J. Noah
4:13.0,Turnover by J. Dudley (bad pass; steal by M. Dunleavy),,41-62,,
3:53.0,Personal foul by J. Bayless (drawn by P. Gasol),,41-62,,
3:53.0,,,41-62,,P. Gasol misses free throw 1 of 2
3:53.0,,,41-62,,Offensive rebound by Team
3:53.0,,,41-62,,T. Snell enters the game for M. Dunleavy
3:53.0,,,41-63,1,P. Gasol makes free throw 2 of 2
3:44.0,J. Bayless makes 2-pt shot at rim,2,43-63,,
3:27.0,,,43-63,,N. Mirotic misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by O. Mayo,,43-63,,
3:22.0,Milwaukee full timeout,,43-63,,
3:11.0,E. Ilyasova makes 2-pt shot from 8 ft (assist by J. Dudley),2,45-63,,
2:42.0,,,45-63,,N. Mirotic misses 3-pt shot from 26 ft
2:41.0,Defensive rebound by E. Ilyasova,,45-63,,
2:27.0,J. Bayless misses 2-pt shot from 19 ft,,45-63,,
2:27.0,Offensive rebound by J. Bayless,,45-63,,
2:27.0,,,45-63,,Personal foul by P. Gasol (drawn by J. Bayless)
2:19.0,O. Mayo makes 2-pt shot from 15 ft (assist by E. Ilyasova),2,47-63,,
1:57.0,,,47-63,,D. Rose misses 2-pt shot from 17 ft
1:56.0,,,47-63,,Offensive rebound by P. Gasol
1:50.0,,,47-63,,Turnover by P. Gasol (bad pass; steal by J. Dudley)
1:46.0,Shooting foul by T. Snell (drawn by G. Antetokounmpo),,47-63,,
1:46.0,G. Antetokounmpo makes free throw 1 of 2,1,48-63,,
1:46.0,G. Antetokounmpo makes free throw 2 of 2,1,49-63,,
1:23.0,,,49-63,,P. Gasol misses 2-pt shot from 8 ft
1:22.0,Defensive rebound by J. Bayless,,49-63,,
1:18.0,Shooting foul by D. Rose (drawn by J. Bayless),,49-63,,
1:18.0,J. Bayless misses free throw 1 of 2,,49-63,,
1:18.0,Offensive rebound by Team,,49-63,,
1:18.0,J. Bayless misses free throw 2 of 2,,49-63,,
1:16.0,,,49-63,,Defensive rebound by N. Mirotic
1:01.0,,,49-63,,D. Rose misses 2-pt shot from 1 ft
1:01.0,,,49-63,,Offensive rebound by Team
0:52.0,,,49-63,,T. Snell misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by E. Ilyasova,,49-63,,
0:42.0,J. Bayless misses 2-pt shot from 2 ft (block by J. Butler),,49-63,,
0:40.0,Offensive rebound by J. Bayless,,49-63,,
0:38.0,J. Dudley misses 3-pt shot from 25 ft,,49-63,,
0:37.0,,,49-63,,Defensive rebound by P. Gasol
0:24.0,Personal foul by J. Bayless (drawn by N. Mirotic),,49-63,,
0:24.0,,,49-63,,N. Mirotic misses free throw 1 of 2
0:24.0,,,49-63,,Offensive rebound by Team
0:24.0,,,49-64,1,N. Mirotic makes free throw 2 of 2
0:04.0,G. Antetokounmpo misses 2-pt shot from 8 ft (block by D. Rose),,49-64,,
0:04.0,Offensive rebound by G. Antetokounmpo,,49-64,,
0:03.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,49-64,,
0:02.0,Offensive rebound by G. Antetokounmpo,,49-64,,
0:01.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by T. Snell),,49-64,,
0:00.0,Offensive rebound by G. Antetokounmpo,,49-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,J. Dudley misses 2-pt shot from 2 ft (block by N. Mirotic),,49-64,,
11:44.0,,,49-64,,Defensive rebound by J. Butler
11:31.0,,,49-67,3,J. Butler makes 3-pt shot from 23 ft (assist by A. Brooks)
11:08.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,49-67,,
11:07.0,,,49-67,,Defensive rebound by J. Butler
10:43.0,,,49-67,,J. Butler misses 2-pt shot from 20 ft
10:42.0,Defensive rebound by O. Mayo,,49-67,,
10:37.0,K. Middleton makes 2-pt shot from 1 ft (assist by O. Mayo),2,51-67,,
10:19.0,,,51-69,2,A. Brooks makes 2-pt shot from 2 ft
10:06.0,J. Dudley misses 3-pt shot from 25 ft,,51-69,,
10:05.0,,,51-69,,Defensive rebound by J. Noah
9:51.0,,,51-69,,Shooting foul by J. Bayless (drawn by N. Mirotic)
9:51.0,,,51-70,1,N. Mirotic makes free throw 1 of 2
9:51.0,T. Ennis enters the game for J. Bayless,,51-70,,
9:51.0,,,51-71,1,N. Mirotic makes free throw 2 of 2
9:35.0,G. Antetokounmpo makes 2-pt shot from 14 ft (assist by K. Middleton),2,53-71,,
9:18.0,Personal foul by G. Antetokounmpo (drawn by J. Noah),,53-71,,
9:04.0,,,53-71,,A. Brooks misses 2-pt shot from 21 ft
9:04.0,,,53-71,,Offensive rebound by Team
9:04.0,,,53-71,,Turnover by Team (shot clock)
8:47.0,K. Middleton misses 3-pt shot from 24 ft,,53-71,,
8:46.0,,,53-71,,Defensive rebound by J. Noah
8:40.0,,,53-71,,Offensive foul by A. Brooks
8:40.0,,,53-71,,Turnover by A. Brooks (offensive foul)
8:40.0,Milwaukee full timeout,,53-71,,
8:40.0,E. Ilyasova enters the game for G. Antetokounmpo,,53-71,,
8:29.0,J. Dudley misses 2-pt shot from 19 ft,,53-71,,
8:28.0,,,53-71,,Defensive rebound by J. Noah
8:06.0,,,53-71,,N. Mirotic misses 2-pt shot from 3 ft
8:05.0,Defensive rebound by E. Ilyasova,,53-71,,
7:51.0,K. Middleton misses 2-pt shot from 18 ft,,53-71,,
7:50.0,,,53-71,,Defensive rebound by N. Mirotic
7:38.0,,,53-71,,Turnover by A. Brooks (bad pass; steal by K. Middleton)
7:36.0,K. Middleton makes 2-pt shot from 1 ft,2,55-71,,
7:36.0,Shooting foul by A. Brooks (drawn by K. Middleton),,55-71,,
7:36.0,K. Middleton makes free throw 1 of 1,1,56-71,,
7:15.0,,,56-71,,Turnover by N. Mirotic (bad pass; steal by J. Dudley)
7:10.0,Turnover by O. Mayo (bad pass),,56-71,,
6:59.0,,,56-71,,A. Brooks misses 2-pt shot from 3 ft
6:57.0,,,56-71,,Offensive rebound by J. Butler
6:57.0,,,56-73,2,J. Butler makes 2-pt shot at rim
6:45.0,E. Ilyasova misses 3-pt shot from 26 ft,,56-73,,
6:44.0,,,56-73,,Defensive rebound by J. Noah
6:29.0,,,56-73,,N. Mirotic misses 2-pt shot from 19 ft
6:29.0,,,56-73,,Offensive rebound by N. Mirotic
6:29.0,,,56-73,,Shooting foul by O. Mayo (drawn by N. Mirotic)
6:29.0,,,56-74,1,N. Mirotic makes free throw 1 of 2
6:29.0,,,56-75,1,N. Mirotic makes free throw 2 of 2
6:15.0,T. Ennis misses 2-pt shot from 2 ft,,56-75,,
6:13.0,Offensive rebound by E. Ilyasova,,56-75,,
6:13.0,E. Ilyasova misses 2-pt shot from 1 ft,,56-75,,
6:11.0,,,56-75,,Defensive rebound by T. Snell
6:06.0,,,56-75,,Turnover by J. Butler (bad pass; steal by O. Mayo)
6:03.0,K. Middleton misses 2-pt shot from 1 ft,,56-75,,
6:01.0,Offensive rebound by T. Ennis,,56-75,,
6:01.0,T. Ennis makes 2-pt shot from 1 ft,2,58-75,,
5:55.0,,,58-75,,Shooting foul by K. Middleton (drawn by T. Snell)
5:55.0,,,58-75,,Chicago full timeout
5:55.0,M. Plumlee enters the game for J. Dudley,,58-75,,
5:55.0,,,58-76,1,T. Snell makes free throw 1 of 2
5:55.0,,,58-77,1,T. Snell makes free throw 2 of 2
5:33.0,T. Ennis misses 3-pt shot from 24 ft,,58-77,,
5:32.0,Offensive rebound by O. Mayo,,58-77,,
5:28.0,M. Plumlee makes 2-pt shot from 4 ft (assist by O. Mayo),2,60-77,,
5:06.0,Personal foul by K. Middleton (drawn by J. Noah),,60-77,,
5:06.0,,,60-78,1,J. Noah makes free throw 1 of 2
5:06.0,,,60-78,,D. Rose enters the game for J. Butler
5:06.0,,,60-79,1,J. Noah makes free throw 2 of 2
4:48.0,Shooting foul by J. Noah (drawn by M. Plumlee),,60-79,,
4:48.0,M. Plumlee makes free throw 1 of 2,1,61-79,,
4:48.0,M. Plumlee misses free throw 2 of 2,,61-79,,
4:47.0,,,61-79,,Defensive rebound by N. Mirotic
4:34.0,,,61-79,,J. Noah misses 2-pt shot from 2 ft
4:33.0,,,61-79,,Offensive rebound by D. Rose
4:26.0,,,61-81,2,J. Noah makes 2-pt shot at rim (assist by D. Rose)
4:12.0,O. Mayo misses 2-pt shot from 8 ft,,61-81,,
4:11.0,Offensive rebound by O. Mayo,,61-81,,
