time,Cleveland,pts.away,score,pts.home,Golden State
6:22.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,5-8,,
6:00.0,,,5-10,2,D. Green makes 2-pt shot from 1 ft (assist by H. Barnes)
5:47.0,L. James makes 2-pt shot from 1 ft,2,7-10,,
5:35.0,,,7-10,,K. Thompson misses 2-pt shot from 2 ft (block by J. Smith)
5:34.0,,,7-10,,Offensive rebound by Team
5:34.0,,,7-10,,S. Livingston enters the game for H. Barnes
5:29.0,,,7-10,,K. Thompson misses 2-pt shot from 4 ft (block by J. Smith)
5:28.0,Defensive rebound by T. Thompson,,7-10,,
5:24.0,I. Shumpert misses 2-pt shot from 3 ft,,7-10,,
5:23.0,,,7-10,,Defensive rebound by A. Iguodala
5:15.0,,,7-13,3,D. Green makes 3-pt shot from 28 ft (assist by K. Thompson)
4:57.0,J. Smith makes 3-pt shot from 26 ft,3,10-13,,
4:46.0,,,10-13,,D. Green misses flagrant free throw 1 of 2
4:46.0,,,10-13,,Offensive rebound by Team
4:46.0,,,10-14,1,D. Green makes flagrant free throw 2 of 2
4:36.0,,,10-14,,D. Green misses 3-pt shot from 26 ft
4:35.0,Defensive rebound by L. James,,10-14,,
4:26.0,,,10-14,,Def 3 sec tech foul by D. Green
4:26.0,L. James makes technical free throw,1,11-14,,
4:16.0,J. Smith misses 3-pt shot from 27 ft,,11-14,,
4:15.0,,,11-14,,Defensive rebound by A. Iguodala
4:02.0,,,11-16,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
3:47.0,M. Dellavedova misses 3-pt shot from 23 ft,,11-16,,
3:46.0,,,11-16,,Defensive rebound by K. Thompson
3:40.0,Personal foul by I. Shumpert (drawn by D. Green),,11-16,,
3:40.0,J. Jones enters the game for T. Thompson,,11-16,,
3:30.0,,,11-16,,K. Thompson misses 2-pt shot from 18 ft
3:29.0,Defensive rebound by L. James,,11-16,,
3:24.0,L. James makes 2-pt shot from 2 ft,2,13-16,,
3:24.0,Shooting foul by A. Iguodala (drawn by L. James),,13-16,,
3:24.0,L. James makes free throw 1 of 1,1,14-16,,
3:15.0,,,14-16,,Offensive foul by K. Thompson
3:15.0,,,14-16,,Turnover by K. Thompson (offensive foul)
3:15.0,,,14-16,,L. Barbosa enters the game for K. Thompson
2:54.0,I. Shumpert makes 3-pt shot from 26 ft (assist by L. James),3,17-16,,
2:46.0,,,17-16,,Golden State full timeout
2:35.0,,,17-18,2,S. Curry makes 2-pt shot from 2 ft (assist by S. Livingston)
2:15.0,L. James makes 2-pt shot from 2 ft (assist by I. Shumpert),2,19-18,,
2:06.0,,,19-21,3,S. Curry makes 3-pt shot from 26 ft
1:52.0,,,19-21,,Personal foul by L. Barbosa (drawn by L. James)
1:52.0,M. Miller enters the game for M. Dellavedova,,19-21,,
1:38.0,L. James misses 2-pt shot from 6 ft,,19-21,,
1:36.0,,,19-21,,Defensive rebound by D. Green
1:30.0,,,19-21,,Turnover by L. Barbosa (traveling)
1:30.0,,,19-21,,H. Barnes enters the game for A. Iguodala
1:18.0,J. Smith makes 2-pt shot from 16 ft (assist by L. James),2,21-21,,
1:05.0,,,21-21,,D. Green misses 2-pt shot from 3 ft
1:04.0,,,21-21,,Offensive rebound by H. Barnes
1:04.0,,,21-21,,Shooting foul by M. Miller (drawn by H. Barnes)
1:04.0,,,21-22,1,H. Barnes makes free throw 1 of 2
1:04.0,,,21-22,,H. Barnes misses free throw 2 of 2
1:02.0,Defensive rebound by L. James,,21-22,,
0:43.0,I. Shumpert misses 2-pt shot from 2 ft,,21-22,,
0:42.0,,,21-22,,Defensive rebound by D. Green
0:35.0,,,21-22,,Turnover by D. Green (offensive foul)
0:35.0,,,21-22,,Offensive charge foul by D. Green
0:26.0,,,21-22,,Personal foul by S. Curry (drawn by I. Shumpert)
0:26.0,I. Shumpert misses free throw 1 of 2,,21-22,,
0:26.0,Offensive rebound by Team,,21-22,,
0:26.0,T. Thompson enters the game for L. James,,21-22,,
0:26.0,,,21-22,,K. Thompson enters the game for L. Barbosa
0:26.0,I. Shumpert makes free throw 2 of 2,1,22-22,,
0:05.0,,,22-22,,S. Curry misses 2-pt shot from 2 ft
0:04.0,Defensive rebound by J. Smith,,22-22,,
0:01.0,J. Smith misses 3-pt shot from 58 ft,,22-22,,
0:00.0,Offensive rebound by Team,,22-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,22-22,,K. Thompson misses 2-pt shot from 2 ft
11:48.0,Defensive rebound by T. Thompson,,22-22,,
11:28.0,,,22-22,,Personal foul by L. Barbosa (drawn by M. Miller)
11:19.0,J. Smith misses 3-pt shot from 26 ft,,22-22,,
11:18.0,,,22-22,,Defensive rebound by S. Livingston
11:05.0,,,22-22,,S. Livingston misses 2-pt shot from 3 ft
11:04.0,Defensive rebound by L. James,,22-22,,
10:51.0,L. James misses 2-pt shot from 1 ft,,22-22,,
10:50.0,Offensive rebound by L. James,,22-22,,
10:50.0,L. James makes 2-pt shot from 1 ft,2,24-22,,
10:50.0,Shooting foul by H. Barnes (drawn by L. James),,24-22,,
10:50.0,,,24-22,,A. Iguodala enters the game for H. Barnes
10:50.0,L. James makes free throw 1 of 1,1,25-22,,
10:32.0,,,25-22,,Turnover by D. Lee (bad pass; steal by J. Jones)
10:28.0,Turnover by J. Smith (bad pass; steal by A. Iguodala),,25-22,,
10:22.0,,,25-24,2,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala)
10:00.0,J. Smith makes 3-pt shot from 26 ft,3,28-24,,
9:39.0,,,28-26,2,L. Barbosa makes 2-pt shot from 12 ft (assist by A. Iguodala)
9:26.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,31-26,,
9:09.0,,,31-28,2,K. Thompson makes 2-pt shot from 18 ft (assist by A. Iguodala)
8:44.0,,,31-28,,Personal foul by L. Barbosa (drawn by T. Thompson)
8:44.0,Official timeout,,31-28,,
8:44.0,,,31-28,,S. Curry enters the game for L. Barbosa
8:44.0,M. Dellavedova enters the game for M. Miller,,31-28,,
8:44.0,T. Thompson makes free throw 1 of 2,1,32-28,,
8:44.0,T. Thompson makes free throw 2 of 2,1,33-28,,
8:27.0,,,33-30,2,D. Lee makes 2-pt shot at rim (assist by A. Iguodala)
8:06.0,I. Shumpert enters the game for J. Jones,,33-30,,
7:56.0,L. James makes 2-pt shot from 18 ft,2,35-30,,
7:45.0,,,35-30,,D. Lee misses 2-pt shot from 5 ft
7:44.0,,,35-30,,Offensive rebound by S. Curry
7:31.0,,,35-30,,D. Lee misses 2-pt shot from 2 ft
7:30.0,Defensive rebound by L. James,,35-30,,
7:10.0,L. James makes 2-pt shot from 12 ft,2,37-30,,
6:58.0,Personal foul by L. James (drawn by D. Lee),,37-30,,
6:58.0,,,37-30,,D. Green enters the game for D. Lee
6:53.0,,,37-33,3,S. Curry makes 3-pt shot from 26 ft (assist by S. Livingston)
6:24.0,T. Thompson misses 2-pt shot from 5 ft,,37-33,,
6:23.0,Offensive rebound by J. Smith,,37-33,,
6:08.0,L. James makes 2-pt shot from 3 ft,2,39-33,,
5:58.0,,,39-36,3,S. Curry makes 3-pt shot from 27 ft
5:55.0,,,39-36,,Personal foul by D. Green (drawn by M. Dellavedova)
5:55.0,Personal foul by M. Dellavedova,,39-36,,
5:55.0,,,39-36,,Golden State full timeout
5:55.0,,,39-36,,L. Barbosa enters the game for S. Livingston
5:36.0,Cleveland full timeout,,39-36,,
5:32.0,L. James misses 2-pt shot from 6 ft,,39-36,,
5:31.0,,,39-36,,Defensive rebound by L. Barbosa
5:15.0,,,39-36,,A. Iguodala misses 2-pt shot from 19 ft
5:14.0,Defensive rebound by J. Smith,,39-36,,
4:55.0,J. Smith misses 3-pt shot from 28 ft,,39-36,,
4:54.0,Offensive rebound by I. Shumpert,,39-36,,
4:35.0,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James),3,42-36,,
4:20.0,,,42-39,3,L. Barbosa makes 3-pt shot from 25 ft (assist by D. Green)
4:04.0,M. Dellavedova misses 2-pt shot from 3 ft,,42-39,,
4:03.0,,,42-39,,Defensive rebound by D. Green
3:59.0,,,42-39,,Turnover by L. Barbosa (lost ball; steal by T. Thompson)
3:55.0,I. Shumpert misses 3-pt shot from 27 ft,,42-39,,
3:54.0,,,42-39,,Defensive rebound by L. Barbosa
3:50.0,Personal foul by I. Shumpert (drawn by L. Barbosa),,42-39,,
3:50.0,,,42-40,1,L. Barbosa makes free throw 1 of 2
3:50.0,J. Jones enters the game for I. Shumpert,,42-40,,
3:50.0,,,42-41,1,L. Barbosa makes free throw 2 of 2
3:37.0,J. Smith misses 3-pt shot from 26 ft,,42-41,,
3:36.0,,,42-41,,Defensive rebound by D. Green
3:32.0,,,42-41,,Shooting foul by J. Smith (drawn by A. Iguodala)
3:32.0,,,42-42,1,A. Iguodala makes free throw 1 of 2
3:32.0,,,42-42,,A. Iguodala misses free throw 2 of 2
3:29.0,,,42-42,,Offensive rebound by S. Curry
3:28.0,,,42-44,2,S. Curry makes 2-pt shot from 3 ft
3:15.0,,,42-44,,Personal foul by D. Green (drawn by L. James)
3:15.0,L. James makes free throw 1 of 2,1,43-44,,
3:15.0,,,43-44,,D. Lee enters the game for D. Green
3:15.0,L. James misses free throw 2 of 2,,43-44,,
3:14.0,,,43-44,,Defensive rebound by K. Thompson
3:00.0,,,43-44,,Turnover by S. Curry (bad pass; steal by J. Smith)
2:50.0,L. James misses 3-pt shot from 26 ft,,43-44,,
2:50.0,,,43-44,,Defensive rebound by Team
2:41.0,,,43-44,,Turnover by S. Curry (lost ball; steal by M. Dellavedova)
2:37.0,,,43-44,,Personal foul by D. Lee (drawn by T. Thompson)
2:37.0,T. Thompson makes free throw 1 of 2,1,44-44,,
2:37.0,T. Thompson makes free throw 2 of 2,1,45-44,,
2:31.0,,,45-44,,Golden State full timeout
2:17.0,,,45-44,,Shooting foul by J. Jones (drawn by A. Iguodala)
2:17.0,,,45-44,,A. Iguodala misses free throw 1 of 2
2:17.0,,,45-44,,Offensive rebound by Team
2:17.0,M. Miller enters the game for J. Smith,,45-44,,
2:17.0,,,45-44,,A. Iguodala misses free throw 2 of 2
2:15.0,Defensive rebound by L. James,,45-44,,
1:54.0,M. Dellavedova misses 2-pt shot from 12 ft,,45-44,,
1:53.0,,,45-44,,Defensive rebound by A. Iguodala
1:49.0,,,45-46,2,A. Iguodala makes 2-pt shot from 2 ft
1:22.0,L. James makes 2-pt shot from 10 ft,2,47-46,,
0:56.0,,,47-48,2,L. Barbosa makes 2-pt shot from 17 ft (assist by A. Iguodala)
0:33.0,M. Miller makes 3-pt shot from 25 ft (assist by L. James),3,50-48,,
0:25.0,,,50-48,,S. Curry misses 3-pt shot from 27 ft
0:23.0,Defensive rebound by J. Jones,,50-48,,
0:16.0,,,50-48,,H. Barnes enters the game for D. Lee
0:05.0,,,50-48,,S. Curry misses 2-pt shot from 10 ft
0:04.0,,,50-48,,Offensive rebound by H. Barnes
0:03.0,,,50-50,2,H. Barnes makes 2-pt shot at rim
0:03.0,,,50-50,,Shooting foul by L. James (drawn by H. Barnes)
0:03.0,,,50-50,,S. Livingston enters the game for L. Barbosa
0:03.0,Cleveland full timeout,,50-50,,
0:03.0,J. Smith enters the game for M. Dellavedova,,50-50,,
0:03.0,,,50-51,1,H. Barnes makes free throw 1 of 1
0:01.0,J. Smith misses 3-pt shot from 38 ft,,50-51,,
0:00.0,Offensive rebound by Team,,50-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,50-53,2,S. Curry makes 2-pt shot from 18 ft
11:24.0,L. James misses 2-pt shot from 15 ft,,50-53,,
11:23.0,Offensive rebound by Team,,50-53,,
11:20.0,J. Smith misses 3-pt shot from 23 ft,,50-53,,
11:19.0,,,50-53,,Defensive rebound by A. Iguodala
11:08.0,,,50-53,,D. Green misses 2-pt shot from 6 ft
11:07.0,,,50-53,,Offensive rebound by Team
11:07.0,,,50-53,,Turnover by D. Green (traveling)
10:55.0,T. Thompson makes 2-pt shot from 2 ft (assist by L. James),2,52-53,,
10:43.0,,,52-53,,Shooting foul by L. James (drawn by D. Green)
10:43.0,,,52-53,,D. Green misses free throw 1 of 2
10:43.0,,,52-53,,Offensive rebound by Team
10:43.0,,,52-54,1,D. Green makes free throw 2 of 2
10:23.0,T. Thompson misses 2-pt shot from 6 ft,,52-54,,
10:22.0,,,52-54,,Defensive rebound by D. Green
10:15.0,,,52-54,,S. Curry misses 2-pt shot from 2 ft
10:14.0,Defensive rebound by J. Smith,,52-54,,
10:04.0,M. Dellavedova makes 3-pt shot from 26 ft,3,55-54,,
9:47.0,,,55-54,,H. Barnes misses 2-pt shot from 3 ft
9:45.0,,,55-54,,Offensive rebound by Team
9:43.0,,,55-56,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
9:18.0,Shooting foul by K. Thompson (drawn by L. James),,55-56,,
9:18.0,L. James makes free throw 1 of 2,1,56-56,,
9:18.0,L. James makes free throw 2 of 2,1,57-56,,
9:04.0,Personal foul by M. Dellavedova (drawn by D. Green),,57-56,,
8:56.0,,,57-56,,K. Thompson misses 2-pt shot from 13 ft
8:56.0,Defensive rebound by L. James,,57-56,,
8:49.0,L. James misses 3-pt shot from 26 ft,,57-56,,
8:48.0,Offensive rebound by I. Shumpert,,57-56,,
8:39.0,Turnover by M. Dellavedova (traveling),,57-56,,
8:33.0,,,57-56,,S. Curry misses 2-pt shot from 3 ft (block by T. Thompson)
8:31.0,Defensive rebound by L. James,,57-56,,
8:20.0,Turnover by L. James (bad pass; steal by A. Iguodala),,57-56,,
8:20.0,Loose ball foul by M. Dellavedova (drawn by A. Iguodala),,57-56,,
8:00.0,,,57-58,2,H. Barnes makes 2-pt shot from 18 ft (assist by S. Curry)
7:38.0,T. Thompson makes 2-pt shot from 5 ft,2,59-58,,
7:28.0,,,59-58,,S. Curry misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by L. James,,59-58,,
7:19.0,L. James misses 2-pt shot from 6 ft,,59-58,,
7:17.0,,,59-58,,Defensive rebound by H. Barnes
7:13.0,,,59-58,,K. Thompson misses 3-pt shot from 25 ft
7:12.0,,,59-58,,Offensive rebound by Team
7:12.0,Personal foul by T. Thompson (drawn by D. Green),,59-58,,
7:12.0,,,59-58,,Golden State full timeout
7:12.0,Violation by J. Smith (kicked ball),,59-58,,
6:55.0,,,59-58,,H. Barnes misses 2-pt shot from 9 ft
6:54.0,Defensive rebound by I. Shumpert,,59-58,,
6:37.0,M. Dellavedova misses 3-pt shot from 27 ft,,59-58,,
6:36.0,Offensive rebound by T. Thompson,,59-58,,
6:35.0,T. Thompson makes 2-pt shot from 2 ft,2,61-58,,
6:12.0,,,61-58,,Turnover by S. Curry (bad pass; steal by M. Dellavedova)
5:55.0,T. Thompson misses 2-pt shot from 4 ft,,61-58,,
5:54.0,,,61-58,,Defensive rebound by Team
5:54.0,Loose ball foul by T. Thompson (drawn by D. Green),,61-58,,
5:54.0,,,61-59,1,D. Green makes free throw 1 of 2
5:54.0,J. Jones enters the game for M. Dellavedova,,61-59,,
5:54.0,,,61-59,,S. Livingston enters the game for H. Barnes
5:54.0,,,61-60,1,D. Green makes free throw 2 of 2
5:34.0,L. James misses 2-pt shot from 6 ft,,61-60,,
5:33.0,,,61-60,,Defensive rebound by D. Green
5:26.0,,,61-60,,K. Thompson misses 2-pt shot from 2 ft
5:25.0,,,61-60,,Offensive rebound by A. Iguodala
5:25.0,,,61-60,,A. Iguodala misses 2-pt shot at rim
5:24.0,Defensive rebound by T. Thompson,,61-60,,
5:10.0,T. Thompson makes 2-pt shot from 2 ft (assist by J. Smith),2,63-60,,
4:56.0,,,63-62,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
4:56.0,,,63-62,,Shooting foul by J. Jones (drawn by K. Thompson)
4:56.0,,,63-63,1,K. Thompson makes free throw 1 of 1
4:46.0,,,63-63,,Personal foul by K. Thompson (drawn by J. Smith)
4:46.0,M. Dellavedova enters the game for I. Shumpert,,63-63,,
4:33.0,J. Smith misses 3-pt shot from 27 ft,,63-63,,
4:33.0,,,63-63,,Defensive rebound by Team
4:23.0,,,63-63,,Turnover by S. Livingston (step out of bounds)
4:07.0,,,63-63,,Personal foul by K. Thompson (drawn by J. Jones)
3:56.0,L. James misses 3-pt shot from 33 ft,,63-63,,
3:55.0,Offensive rebound by Team,,63-63,,
3:55.0,Turnover by Team (shot clock),,63-63,,
3:55.0,,,63-63,,L. Barbosa enters the game for K. Thompson
3:41.0,,,63-63,,S. Curry misses 3-pt shot from 27 ft
3:40.0,Defensive rebound by T. Thompson,,63-63,,
3:20.0,L. James makes 2-pt shot from 3 ft,2,65-63,,
3:11.0,,,65-66,3,S. Curry makes 3-pt shot from 28 ft (assist by D. Green)
3:04.0,Cleveland full timeout,,65-66,,
2:42.0,Turnover by Team (shot clock),,65-66,,
2:25.0,,,65-69,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry)
2:08.0,J. Jones misses 3-pt shot from 26 ft,,65-69,,
2:06.0,,,65-69,,Defensive rebound by S. Livingston
1:56.0,,,65-69,,A. Iguodala misses 2-pt shot from 18 ft
1:55.0,Defensive rebound by L. James,,65-69,,
1:48.0,,,65-69,,Personal foul by S. Livingston (drawn by J. Jones)
1:48.0,I. Shumpert enters the game for L. James,,65-69,,
1:48.0,,,65-69,,H. Barnes enters the game for A. Iguodala
1:35.0,Shooting foul by S. Livingston (drawn by T. Thompson),,65-69,,
1:35.0,T. Thompson misses free throw 1 of 2,,65-69,,
1:35.0,Offensive rebound by Team,,65-69,,
1:35.0,,,65-69,,D. Lee enters the game for D. Green
1:35.0,T. Thompson makes free throw 2 of 2,1,66-69,,
1:21.0,,,66-71,2,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Lee)
0:58.0,M. Dellavedova misses 2-pt shot from 18 ft,,66-71,,
0:57.0,Offensive rebound by Team,,66-71,,
0:57.0,,,66-71,,Personal foul by D. Lee (drawn by T. Thompson)
0:57.0,T. Thompson makes free throw 1 of 2,1,67-71,,
0:57.0,T. Thompson misses free throw 2 of 2,,67-71,,
0:56.0,,,67-71,,Defensive rebound by D. Lee
0:38.0,,,67-71,,H. Barnes misses 2-pt shot from 8 ft (block by T. Thompson)
0:37.0,,,67-71,,Offensive rebound by Team
0:37.0,T. Mozgov enters the game for T. Thompson,,67-71,,
0:35.0,,,67-71,,Shooting foul by T. Mozgov (drawn by L. Barbosa)
0:35.0,,,67-72,1,L. Barbosa makes free throw 1 of 2
0:35.0,,,67-72,,F. Ezeli enters the game for D. Lee
0:35.0,,,67-73,1,L. Barbosa makes free throw 2 of 2
0:19.0,I. Shumpert misses 3-pt shot from 25 ft,,67-73,,
0:18.0,,,67-73,,Defensive rebound by S. Curry
0:03.0,,,67-73,,S. Curry misses 3-pt shot from 29 ft
0:00.0,,,67-73,,Offensive rebound by H. Barnes
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,L. James makes 2-pt shot from 10 ft,2,69-73,,
11:28.0,,,69-73,,Turnover by S. Livingston (lost ball; steal by I. Shumpert)
11:21.0,L. James misses 2-pt shot from 7 ft,,69-73,,
11:20.0,Offensive rebound by Team,,69-73,,
11:20.0,,,69-73,,Loose ball foul by F. Ezeli (drawn by T. Mozgov)
11:01.0,Turnover by T. Mozgov (lost ball; steal by H. Barnes),,69-73,,
10:50.0,,,69-73,,L. Barbosa misses 2-pt shot from 3 ft
10:49.0,,,69-73,,Offensive rebound by Team
10:49.0,,,69-73,,K. Thompson enters the game for L. Barbosa
10:42.0,,,69-75,2,H. Barnes makes 2-pt shot at rim (assist by S. Livingston)
10:42.0,,,69-75,,Shooting foul by T. Mozgov (drawn by H. Barnes)
10:42.0,,,69-75,,H. Barnes misses free throw 1 of 1
10:41.0,Defensive rebound by Team,,69-75,,
10:41.0,,,69-75,,Loose ball foul by F. Ezeli (drawn by T. Mozgov)
10:24.0,L. James makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,72-75,,
10:15.0,Personal foul by I. Shumpert (drawn by K. Thompson),,72-75,,
10:01.0,Personal foul by L. James (drawn by H. Barnes),,72-75,,
9:52.0,,,72-75,,Offensive foul by H. Barnes
9:52.0,,,72-75,,Turnover by H. Barnes (offensive foul)
9:35.0,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James),3,75-75,,
9:25.0,,,75-75,,S. Livingston misses 2-pt shot from 12 ft
9:23.0,,,75-75,,Offensive rebound by F. Ezeli
9:23.0,,,75-75,,Golden State full timeout
9:23.0,,,75-75,,D. Green enters the game for F. Ezeli
9:23.0,,,75-75,,S. Curry enters the game for S. Livingston
9:15.0,,,75-75,,D. Green misses 2-pt shot from 3 ft
9:14.0,Defensive rebound by L. James,,75-75,,
8:54.0,L. James misses 2-pt shot from 15 ft,,75-75,,
8:53.0,,,75-75,,Defensive rebound by H. Barnes
8:45.0,,,75-77,2,S. Curry makes 2-pt shot from 20 ft
8:19.0,L. James makes 2-pt shot from 10 ft,2,77-77,,
8:09.0,,,77-77,,Shooting foul by M. Miller (drawn by D. Green)
8:09.0,,,77-78,1,D. Green makes free throw 1 of 2
8:09.0,T. Thompson enters the game for T. Mozgov,,77-78,,
8:09.0,,,77-79,1,D. Green makes free throw 2 of 2
7:47.0,L. James makes 3-pt shot from 34 ft (assist by I. Shumpert),3,80-79,,
7:33.0,,,80-82,3,S. Curry makes 3-pt shot from 26 ft
7:14.0,,,80-82,,Personal foul by S. Curry (drawn by L. James)
7:02.0,L. James misses 2-pt shot from 5 ft,,80-82,,
7:01.0,,,80-82,,Defensive rebound by K. Thompson
6:49.0,,,80-85,3,K. Thompson makes 3-pt shot from 29 ft (assist by D. Green)
6:47.0,Cleveland full timeout,,80-85,,
6:47.0,J. Smith enters the game for M. Miller,,80-85,,
6:25.0,L. James misses 3-pt shot from 26 ft,,80-85,,
6:24.0,,,80-85,,Defensive rebound by H. Barnes
6:08.0,,,80-85,,Turnover by S. Curry (bad pass; steal by T. Thompson)
5:45.0,L. James makes 2-pt shot from 9 ft,2,82-85,,
5:32.0,,,82-85,,S. Curry misses 3-pt shot from 27 ft
5:30.0,,,82-85,,Offensive rebound by Team
5:27.0,,,82-85,,A. Iguodala misses 3-pt shot from 23 ft
5:26.0,Defensive rebound by J. Smith,,82-85,,
5:10.0,T. Thompson makes 2-pt shot from 4 ft (assist by L. James),2,84-85,,
4:52.0,,,84-85,,Shooting foul by J. Smith (drawn by D. Green)
4:52.0,,,84-85,,D. Green misses free throw 1 of 2
4:52.0,,,84-85,,Offensive rebound by Team
4:52.0,,,84-86,1,D. Green makes free throw 2 of 2
4:34.0,,,84-86,,Personal foul by K. Thompson (drawn by L. James)
4:24.0,L. James misses 2-pt shot from 8 ft,,84-86,,
4:23.0,,,84-86,,Defensive rebound by D. Green
4:13.0,,,84-89,3,A. Iguodala makes 3-pt shot from 24 ft (assist by D. Green)
3:53.0,Turnover by I. Shumpert (bad pass; steal by S. Curry),,84-89,,
3:46.0,,,84-89,,K. Thompson misses 3-pt shot from 24 ft
3:45.0,,,84-89,,Offensive rebound by H. Barnes
3:45.0,,,84-91,2,A. Iguodala makes 2-pt shot from 2 ft (assist by H. Barnes)
3:45.0,,,84-91,,Shooting foul by T. Thompson (drawn by A. Iguodala)
3:45.0,,,84-91,,A. Iguodala misses free throw 1 of 1
3:44.0,,,84-91,,Offensive rebound by S. Curry
3:31.0,,,84-91,,A. Iguodala misses 3-pt shot from 26 ft
3:30.0,,,84-91,,Offensive rebound by H. Barnes
3:26.0,,,84-91,,S. Curry misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by L. James,,84-91,,
3:22.0,Shooting foul by D. Green (drawn by T. Thompson),,84-91,,
3:22.0,T. Thompson misses free throw 1 of 2,,84-91,,
3:22.0,Offensive rebound by Team,,84-91,,
3:22.0,T. Thompson makes free throw 2 of 2,1,85-91,,
3:10.0,,,85-93,2,S. Curry makes 2-pt shot from 2 ft
3:03.0,Shooting foul by A. Iguodala (drawn by L. James),,85-93,,
3:03.0,L. James makes free throw 1 of 2,1,86-93,,
3:03.0,L. James misses free throw 2 of 2,,86-93,,
2:59.0,,,86-93,,Defensive rebound by D. Green
2:44.0,,,86-96,3,S. Curry makes 3-pt shot from 27 ft
2:43.0,Cleveland full timeout,,86-96,,
2:43.0,J. Jones enters the game for T. Thompson,,86-96,,
2:32.0,L. James misses 2-pt shot from 7 ft,,86-96,,
2:31.0,,,86-96,,Defensive rebound by H. Barnes
2:31.0,Personal take foul by J. Jones (drawn by A. Iguodala),,86-96,,
2:31.0,,,86-96,,A. Iguodala misses free throw 1 of 2
2:31.0,,,86-96,,Offensive rebound by Team
2:31.0,,,86-96,,A. Iguodala misses free throw 2 of 2
2:29.0,Defensive rebound by J. Smith,,86-96,,
