time,Atlanta,pts.away,score,pts.home,Brooklyn
1:15.0,,,101-104,,Personal foul by D. Williams (drawn by J. Teague)
1:15.0,J. Teague makes free throw 1 of 2,1,102-104,,
1:15.0,A. Horford enters the game for P. Antic,,102-104,,
1:15.0,J. Teague misses free throw 2 of 2,,102-104,,
1:14.0,,,102-104,,Defensive rebound by B. Lopez
1:00.0,,,102-104,,D. Williams misses 2-pt shot from 2 ft (block by P. Millsap)
0:58.0,Defensive rebound by J. Teague,,102-104,,
0:57.0,Turnover by J. Teague (lost ball; steal by B. Lopez),,102-104,,
0:32.0,,,102-104,,J. Johnson misses 2-pt shot from 15 ft
0:30.0,Defensive rebound by P. Millsap,,102-104,,
0:24.0,Atlanta full timeout,,102-104,,
0:24.0,,,102-104,,A. Anderson enters the game for B. Lopez
0:16.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,104-104,,
0:16.0,,,104-104,,Brooklyn full timeout
0:16.0,K. Bazemore enters the game for J. Teague,,104-104,,
0:16.0,,,104-104,,J. Jack enters the game for A. Anderson
0:16.0,,,104-104,,B. Lopez enters the game for T. Young
0:07.0,,,104-104,,D. Williams misses 2-pt shot from 12 ft
0:07.0,Defensive rebound by K. Korver,,104-104,,
0:07.0,Atlanta full timeout,,104-104,,
0:07.0,J. Teague enters the game for K. Bazemore,,104-104,,
0:07.0,,,104-104,,A. Anderson enters the game for J. Jack
0:07.0,,,104-104,,T. Young enters the game for B. Lopez
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: B. Lopez vs. P. Millsap (J. Teague gains possession),,,,Jump ball: B. Lopez vs. P. Millsap (J. Teague gains possession)
4:40.0,P. Millsap makes 2-pt shot from 3 ft (assist by K. Korver),2,106-104,,
4:23.0,,,106-104,,B. Bogdanovic misses 3-pt shot from 24 ft
4:22.0,,,106-104,,Offensive rebound by T. Young
4:16.0,,,106-104,,T. Young misses 2-pt shot from 2 ft (block by P. Millsap)
4:14.0,Defensive rebound by K. Korver,,106-104,,
4:04.0,J. Teague misses 2-pt shot from 12 ft,,106-104,,
4:03.0,Offensive rebound by Team,,106-104,,
4:03.0,,,106-104,,Loose ball foul by B. Lopez (drawn by P. Antic)
3:50.0,K. Korver misses 3-pt shot from 24 ft,,106-104,,
3:49.0,,,106-104,,Defensive rebound by B. Lopez
3:35.0,,,106-104,,B. Lopez misses 2-pt shot from 3 ft
3:34.0,,,106-104,,Offensive rebound by T. Young
3:32.0,,,106-106,2,T. Young makes 2-pt shot from 3 ft
3:16.0,K. Korver makes 2-pt shot from 20 ft,2,108-106,,
2:50.0,,,108-108,2,J. Johnson makes 2-pt shot from 12 ft
2:26.0,D. Carroll makes 3-pt shot from 23 ft (assist by P. Millsap),3,111-108,,
2:07.0,,,111-110,2,B. Lopez makes 2-pt shot from 1 ft
2:07.0,,,111-110,,Shooting foul by D. Carroll (drawn by B. Lopez)
2:07.0,A. Horford enters the game for P. Antic,,111-110,,
2:07.0,,,111-111,1,B. Lopez makes free throw 1 of 1
1:44.0,A. Horford makes 2-pt shot from 1 ft (assist by D. Carroll),2,113-111,,
1:25.0,,,113-114,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by B. Lopez)
1:16.0,J. Teague misses 3-pt shot from 27 ft,,113-114,,
1:15.0,,,113-114,,Defensive rebound by B. Lopez
0:54.0,,,113-116,2,T. Young makes 2-pt shot from 9 ft (assist by J. Johnson)
0:54.0,,,113-116,,Shooting foul by P. Millsap (drawn by T. Young)
0:54.0,,,113-116,,A. Anderson enters the game for B. Lopez
0:54.0,,,113-116,,T. Young misses free throw 1 of 1
0:54.0,Defensive rebound by D. Carroll,,113-116,,
0:54.0,Atlanta full timeout,,113-116,,
0:46.0,K. Korver misses 3-pt shot from 24 ft,,113-116,,
0:44.0,Offensive rebound by D. Carroll,,113-116,,
0:30.0,K. Korver misses 3-pt shot from 27 ft,,113-116,,
0:28.0,Offensive rebound by D. Carroll,,113-116,,
0:25.0,Atlanta full timeout,,113-116,,
0:21.0,K. Korver misses 3-pt shot from 25 ft,,113-116,,
0:21.0,,,113-116,,Defensive rebound by D. Williams
0:20.0,Personal foul by P. Millsap (drawn by D. Williams),,113-116,,
0:20.0,,,113-117,1,D. Williams makes free throw 1 of 2
0:20.0,,,113-118,1,D. Williams makes free throw 2 of 2
0:13.0,J. Teague makes 2-pt shot from 2 ft,2,115-118,,
0:11.0,Personal foul by K. Korver (drawn by J. Johnson),,115-118,,
0:11.0,,,115-119,1,J. Johnson makes free throw 1 of 2
0:11.0,,,115-120,1,J. Johnson makes free throw 2 of 2
0:03.0,P. Millsap misses 3-pt shot from 24 ft,,115-120,,
0:01.0,,,115-120,,Defensive rebound by J. Johnson
0:00.0,End of 1st overtime,,,,End of 1st overtime
