time,New Orleans,pts.away,score,pts.home,Golden State
3:55.0,N. Cole enters the game for T. Evans,,17-15,,
3:55.0,,,17-15,,L. Barbosa enters the game for K. Thompson
3:55.0,,,17-15,,H. Barnes enters the game for D. Green
3:47.0,,,17-15,,S. Curry misses 2-pt shot from 14 ft
3:46.0,Defensive rebound by A. Davis,,17-15,,
3:30.0,Q. Pondexter makes 2-pt shot from 2 ft (assist by N. Cole),2,19-15,,
3:30.0,Shooting foul by H. Barnes (drawn by Q. Pondexter),,19-15,,
3:30.0,Q. Pondexter makes free throw 1 of 1,1,20-15,,
3:12.0,,,20-15,,Turnover by L. Barbosa (bad pass; steal by Q. Pondexter)
3:06.0,N. Cole misses 2-pt shot from 2 ft,,20-15,,
3:05.0,Offensive rebound by A. Davis,,20-15,,
3:05.0,A. Davis makes 2-pt shot from 1 ft,2,22-15,,
2:45.0,,,22-15,,A. Bogut misses 2-pt shot from 8 ft
2:44.0,Defensive rebound by A. Davis,,22-15,,
2:31.0,A. Davis makes 2-pt shot from 2 ft (assist by R. Anderson),2,24-15,,
1:59.0,,,24-15,,H. Barnes misses 3-pt shot from 27 ft
1:57.0,,,24-15,,Offensive rebound by A. Bogut
1:48.0,,,24-15,,A. Iguodala misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by R. Anderson,,24-15,,
1:31.0,N. Cole misses 2-pt shot from 4 ft (block by A. Bogut),,24-15,,
1:30.0,Offensive rebound by N. Cole,,24-15,,
1:26.0,A. Davis makes 2-pt shot at rim (assist by Q. Pondexter),2,26-15,,
1:16.0,,,26-15,,S. Curry misses 2-pt shot from 21 ft
1:15.0,Defensive rebound by R. Anderson,,26-15,,
1:05.0,,,26-15,,Personal foul by S. Curry (drawn by N. Cole)
1:05.0,,,26-15,,F. Ezeli enters the game for A. Bogut
1:05.0,D. Cunningham enters the game for Q. Pondexter,,26-15,,
0:58.0,,,26-15,,Personal foul by H. Barnes (drawn by R. Anderson)
0:58.0,R. Anderson makes free throw 1 of 2,1,27-15,,
0:58.0,,,27-15,,D. Green enters the game for H. Barnes
0:58.0,R. Anderson makes free throw 2 of 2,1,28-15,,
0:48.0,,,28-15,,L. Barbosa misses 2-pt shot from 9 ft
0:46.0,,,28-15,,Offensive rebound by F. Ezeli
0:36.0,,,28-15,,D. Green misses 2-pt shot from 4 ft
0:36.0,Defensive rebound by Team,,28-15,,
0:32.0,A. Davis misses 2-pt shot from 6 ft,,28-15,,
0:30.0,,,28-15,,Defensive rebound by D. Green
0:27.0,,,28-17,2,L. Barbosa makes 2-pt shot from 1 ft (assist by D. Green)
0:06.0,N. Cole misses 2-pt shot from 19 ft,,28-17,,
0:05.0,,,28-17,,Defensive rebound by D. Green
0:01.0,,,28-17,,Turnover by D. Green (bad pass; steal by D. Cunningham)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,R. Anderson misses 3-pt shot from 27 ft,,28-17,,
11:46.0,,,28-17,,Defensive rebound by S. Livingston
11:33.0,,,28-19,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston)
11:09.0,N. Cole makes 2-pt shot from 19 ft,2,30-19,,
10:58.0,,,30-21,2,L. Barbosa makes 2-pt shot from 3 ft
10:40.0,R. Anderson misses 2-pt shot from 8 ft,,30-21,,
10:39.0,,,30-21,,Defensive rebound by M. Speights
10:32.0,,,30-21,,D. Green misses 2-pt shot from 20 ft
10:31.0,,,30-21,,Offensive rebound by Team
10:31.0,Loose ball foul by R. Anderson (drawn by M. Speights),,30-21,,
10:18.0,,,30-23,2,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston)
9:58.0,N. Cole makes 2-pt shot from 12 ft (assist by R. Anderson),2,32-23,,
9:43.0,,,32-25,2,L. Barbosa makes 2-pt shot from 4 ft (assist by S. Livingston)
9:21.0,T. Evans misses 2-pt shot from 6 ft (block by D. Green),,32-25,,
9:21.0,,,32-25,,Defensive rebound by Team
9:04.0,,,32-28,3,A. Iguodala makes 3-pt shot from 23 ft (assist by M. Speights)
9:04.0,New Orleans full timeout,,32-28,,
9:04.0,A. Davis enters the game for A. Ajinca,,32-28,,
8:49.0,N. Cole makes 3-pt shot from 29 ft (assist by T. Evans),3,35-28,,
8:26.0,,,35-28,,L. Barbosa misses 2-pt shot from 2 ft
8:25.0,,,35-28,,Offensive rebound by L. Barbosa
8:25.0,,,35-30,2,L. Barbosa makes 2-pt shot from 2 ft
8:25.0,,,35-30,,Shooting foul by N. Cole (drawn by L. Barbosa)
8:25.0,Q. Pondexter enters the game for R. Anderson,,35-30,,
8:25.0,,,35-31,1,L. Barbosa makes free throw 1 of 1
8:03.0,N. Cole makes 2-pt shot from 19 ft (assist by T. Evans),2,37-31,,
7:44.0,,,37-31,,Shooting foul by N. Cole (drawn by L. Barbosa)
7:44.0,,,37-31,,L. Barbosa misses free throw 1 of 2
7:44.0,,,37-31,,Offensive rebound by Team
7:44.0,,,37-32,1,L. Barbosa makes free throw 2 of 2
7:26.0,,,37-32,,Personal foul by L. Barbosa (drawn by A. Davis)
7:11.0,T. Evans misses 2-pt shot from 11 ft,,37-32,,
7:10.0,,,37-32,,Defensive rebound by D. Green
7:05.0,,,37-32,,S. Livingston misses 2-pt shot from 18 ft
7:04.0,Defensive rebound by T. Evans,,37-32,,
6:51.0,D. Cunningham makes 2-pt shot from 14 ft (assist by A. Davis),2,39-32,,
6:38.0,,,39-32,,D. Green misses 3-pt shot from 26 ft
6:37.0,Defensive rebound by Q. Pondexter,,39-32,,
6:25.0,,,39-32,,Personal foul by M. Speights (drawn by D. Cunningham)
6:25.0,,,39-32,,Golden State full timeout
6:25.0,,,39-32,,S. Curry enters the game for A. Iguodala
6:25.0,,,39-32,,K. Thompson enters the game for L. Barbosa
6:25.0,,,39-32,,A. Bogut enters the game for M. Speights
6:25.0,E. Gordon enters the game for N. Cole,,39-32,,
6:16.0,T. Evans makes 2-pt shot from 6 ft,2,41-32,,
5:59.0,,,41-34,2,S. Curry makes 2-pt shot from 19 ft (assist by K. Thompson)
5:37.0,A. Davis makes 2-pt shot from 10 ft (assist by E. Gordon),2,43-34,,
5:27.0,,,43-36,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
5:02.0,A. Davis misses 2-pt shot from 16 ft,,43-36,,
5:01.0,,,43-36,,Defensive rebound by A. Bogut
4:51.0,,,43-36,,Turnover by S. Curry (bad pass)
4:31.0,,,43-36,,H. Barnes enters the game for S. Livingston
4:31.0,O. Asik enters the game for D. Cunningham,,43-36,,
4:28.0,A. Davis makes 2-pt shot from 7 ft (assist by Q. Pondexter),2,45-36,,
4:14.0,,,45-36,,Shooting foul by O. Asik (drawn by D. Green)
4:14.0,,,45-37,1,D. Green makes free throw 1 of 2
4:14.0,,,45-38,1,D. Green makes free throw 2 of 2
3:58.0,E. Gordon makes 2-pt shot from 18 ft (assist by O. Asik),2,47-38,,
3:50.0,,,47-40,2,S. Curry makes 2-pt shot from 4 ft
3:50.0,,,47-40,,Shooting foul by A. Davis (drawn by S. Curry)
3:50.0,,,47-41,1,S. Curry makes free throw 1 of 1
3:30.0,E. Gordon misses 3-pt shot from 23 ft,,47-41,,
3:29.0,,,47-41,,Defensive rebound by D. Green
3:27.0,,,47-41,,Turnover by D. Green (bad pass; steal by O. Asik)
3:20.0,,,47-41,,Personal foul by A. Bogut (drawn by A. Davis)
3:13.0,A. Davis misses 2-pt shot from 14 ft,,47-41,,
3:12.0,,,47-41,,Defensive rebound by S. Curry
2:54.0,,,47-44,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
2:29.0,E. Gordon misses 2-pt shot from 19 ft,,47-44,,
2:29.0,,,47-44,,Defensive rebound by A. Bogut
2:15.0,,,47-47,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
2:00.0,T. Evans makes 3-pt shot from 25 ft,3,50-47,,
1:52.0,,,50-47,,Shooting foul by O. Asik (drawn by D. Green)
1:52.0,Official timeout,,50-47,,
1:52.0,R. Anderson enters the game for O. Asik,,50-47,,
1:52.0,,,50-48,1,D. Green makes free throw 1 of 2
1:52.0,,,50-49,1,D. Green makes free throw 2 of 2
1:32.0,Shooting foul by K. Thompson (drawn by T. Evans),,50-49,,
1:32.0,T. Evans misses free throw 1 of 2,,50-49,,
1:32.0,Offensive rebound by Team,,50-49,,
1:32.0,T. Evans misses free throw 2 of 2,,50-49,,
1:32.0,,,50-49,,Defensive rebound by A. Bogut
1:30.0,Personal foul by R. Anderson (drawn by A. Bogut),,50-49,,
1:30.0,,,50-49,,A. Bogut misses free throw 1 of 2
1:30.0,,,50-49,,Offensive rebound by Team
1:30.0,,,50-50,1,A. Bogut makes free throw 2 of 2
1:15.0,R. Anderson misses 3-pt shot from 28 ft,,50-50,,
1:13.0,,,50-50,,Defensive rebound by K. Thompson
1:05.0,,,50-50,,Turnover by S. Curry (traveling)
0:54.0,R. Anderson makes 2-pt shot from 2 ft (assist by T. Evans),2,52-50,,
0:41.0,,,52-52,2,H. Barnes makes 2-pt shot from 2 ft (assist by A. Bogut)
0:30.0,R. Anderson misses 2-pt shot from 17 ft,,52-52,,
0:29.0,,,52-52,,Defensive rebound by K. Thompson
0:09.0,,,52-55,3,S. Curry makes 3-pt shot from 27 ft
0:01.0,T. Evans misses 3-pt shot from 27 ft,,52-55,,
0:00.0,Offensive rebound by Team,,52-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Offensive foul by O. Asik,,52-55,,
11:44.0,Turnover by O. Asik (offensive foul),,52-55,,
11:25.0,,,52-55,,D. Green misses 3-pt shot from 26 ft
11:24.0,,,52-55,,Offensive rebound by K. Thompson
11:22.0,,,52-57,2,K. Thompson makes 2-pt shot from 17 ft
10:59.0,Q. Pondexter misses 3-pt shot from 26 ft,,52-57,,
10:58.0,,,52-57,,Defensive rebound by D. Green
10:46.0,,,52-57,,S. Curry misses 3-pt shot from 23 ft
10:44.0,,,52-57,,Offensive rebound by A. Bogut
10:40.0,,,52-57,,A. Bogut misses 2-pt shot from 4 ft (block by A. Davis)
10:38.0,Defensive rebound by T. Evans,,52-57,,
10:36.0,Shooting foul by K. Thompson (drawn by T. Evans),,52-57,,
10:36.0,T. Evans misses free throw 1 of 2,,52-57,,
10:36.0,Offensive rebound by Team,,52-57,,
10:36.0,T. Evans makes free throw 2 of 2,1,53-57,,
10:22.0,,,53-59,2,K. Thompson makes 2-pt shot from 17 ft (assist by S. Curry)
9:59.0,E. Gordon misses 3-pt shot from 26 ft,,53-59,,
9:58.0,Offensive rebound by T. Evans,,53-59,,
9:57.0,T. Evans misses 2-pt shot from 2 ft,,53-59,,
9:55.0,,,53-59,,Defensive rebound by D. Green
9:48.0,,,53-61,2,S. Curry makes 2-pt shot from 9 ft
9:48.0,New Orleans full timeout,,53-61,,
9:32.0,E. Gordon makes 2-pt shot from 18 ft (assist by Q. Pondexter),2,55-61,,
9:17.0,,,55-61,,Turnover by S. Curry (bad pass; steal by O. Asik)
9:08.0,Q. Pondexter misses 2-pt shot from 12 ft,,55-61,,
9:07.0,,,55-61,,Defensive rebound by S. Curry
9:00.0,,,55-63,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
8:43.0,Turnover by A. Davis (bad pass; steal by H. Barnes),,55-63,,
8:41.0,,,55-63,,Shooting foul by Q. Pondexter (drawn by H. Barnes)
8:41.0,,,55-64,1,H. Barnes makes free throw 1 of 2
8:41.0,,,55-64,,H. Barnes misses free throw 2 of 2
8:40.0,Defensive rebound by A. Davis,,55-64,,
8:25.0,E. Gordon misses 2-pt shot from 1 ft,,55-64,,
8:24.0,Offensive rebound by O. Asik,,55-64,,
8:24.0,O. Asik makes 2-pt shot at rim,2,57-64,,
8:10.0,,,57-64,,Turnover by S. Curry (lost ball; steal by Q. Pondexter)
8:07.0,,,57-64,,Personal foul by A. Bogut (drawn by T. Evans)
7:48.0,E. Gordon makes 3-pt shot from 25 ft (assist by A. Davis),3,60-64,,
7:32.0,,,60-64,,K. Thompson misses 3-pt shot from 25 ft
7:31.0,,,60-64,,Offensive rebound by H. Barnes
7:25.0,,,60-64,,Turnover by H. Barnes (bad pass; steal by Q. Pondexter)
7:04.0,Turnover by O. Asik (bad pass; steal by A. Bogut),,60-64,,
7:04.0,Violation by O. Asik (kicked ball),,60-64,,
7:04.0,,,60-64,,Golden State full timeout
7:04.0,,,60-64,,A. Iguodala enters the game for H. Barnes
6:54.0,,,60-64,,D. Green misses 2-pt shot from 2 ft
6:53.0,Defensive rebound by O. Asik,,60-64,,
6:40.0,E. Gordon misses 2-pt shot from 3 ft (block by A. Bogut),,60-64,,
6:40.0,Offensive rebound by Team,,60-64,,
6:35.0,Q. Pondexter misses 2-pt shot from 14 ft,,60-64,,
6:34.0,Offensive rebound by O. Asik,,60-64,,
6:34.0,O. Asik misses 2-pt shot from 1 ft,,60-64,,
6:33.0,Offensive rebound by Team,,60-64,,
6:23.0,Shooting foul by K. Thompson (drawn by A. Davis),,60-64,,
6:23.0,A. Davis makes free throw 1 of 2,1,61-64,,
6:23.0,N. Cole enters the game for Q. Pondexter,,61-64,,
6:23.0,A. Davis makes free throw 2 of 2,1,62-64,,
6:08.0,,,62-64,,A. Iguodala misses 3-pt shot from 23 ft
6:07.0,Defensive rebound by A. Davis,,62-64,,
5:52.0,Shooting foul by A. Bogut (drawn by T. Evans),,62-64,,
5:52.0,T. Evans makes free throw 1 of 2,1,63-64,,
5:52.0,,,63-64,,L. Barbosa enters the game for K. Thompson
5:52.0,T. Evans makes free throw 2 of 2,1,64-64,,
5:36.0,,,64-66,2,S. Curry makes 2-pt shot from 2 ft (assist by A. Bogut)
5:17.0,E. Gordon misses 3-pt shot from 25 ft,,64-66,,
5:16.0,Offensive rebound by O. Asik,,64-66,,
5:12.0,A. Davis misses 2-pt shot from 12 ft,,64-66,,
5:12.0,,,64-66,,Defensive rebound by S. Curry
5:12.0,Loose ball foul by O. Asik (drawn by S. Curry),,64-66,,
5:12.0,,,64-66,,F. Ezeli enters the game for A. Bogut
5:12.0,A. Ajinca enters the game for O. Asik,,64-66,,
5:03.0,,,64-68,2,S. Curry makes 2-pt shot from 19 ft (assist by L. Barbosa)
4:44.0,N. Cole misses 2-pt shot from 18 ft,,64-68,,
4:43.0,,,64-68,,Defensive rebound by Team
4:43.0,Loose ball foul by A. Ajinca (drawn by F. Ezeli),,64-68,,
4:32.0,,,64-68,,S. Curry misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by T. Evans,,64-68,,
4:19.0,Turnover by E. Gordon (lost ball; steal by D. Green),,64-68,,
3:54.0,,,64-68,,Turnover by Team (shot clock)
3:44.0,,,64-68,,Personal foul by A. Iguodala (drawn by T. Evans)
3:44.0,T. Evans misses free throw 1 of 2,,64-68,,
3:44.0,Offensive rebound by Team,,64-68,,
3:44.0,D. Cunningham enters the game for E. Gordon,,64-68,,
3:44.0,Q. Pondexter enters the game for A. Ajinca,,64-68,,
3:44.0,T. Evans makes free throw 2 of 2,1,65-68,,
3:33.0,,,65-68,,S. Curry misses 2-pt shot from 9 ft
3:32.0,,,65-68,,Offensive rebound by F. Ezeli
3:32.0,,,65-68,,F. Ezeli misses 2-pt shot at rim
3:31.0,Defensive rebound by T. Evans,,65-68,,
3:29.0,Shooting foul by F. Ezeli (drawn by T. Evans),,65-68,,
3:29.0,T. Evans makes free throw 1 of 2,1,66-68,,
3:29.0,,,66-68,,M. Speights enters the game for F. Ezeli
3:29.0,T. Evans makes free throw 2 of 2,1,67-68,,
3:17.0,,,67-68,,D. Green misses 2-pt shot from 1 ft
3:15.0,,,67-68,,Offensive rebound by M. Speights
3:15.0,,,67-68,,M. Speights misses 2-pt shot at rim
3:14.0,Defensive rebound by A. Davis,,67-68,,
3:09.0,Turnover by A. Davis (offensive foul),,67-68,,
3:09.0,Offensive charge foul by A. Davis,,67-68,,
2:51.0,,,67-68,,S. Curry misses 2-pt shot from 7 ft
2:50.0,Defensive rebound by N. Cole,,67-68,,
2:36.0,A. Davis makes 2-pt shot from 4 ft (assist by T. Evans),2,69-68,,
2:18.0,,,69-68,,S. Curry misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by T. Evans,,69-68,,
1:56.0,A. Davis misses 2-pt shot from 19 ft,,69-68,,
1:54.0,,,69-68,,Defensive rebound by D. Green
1:49.0,,,69-68,,A. Iguodala misses 2-pt shot from 5 ft (block by A. Davis)
1:48.0,,,69-68,,Offensive rebound by Team
1:34.0,,,69-70,2,L. Barbosa makes 2-pt shot from 9 ft
1:18.0,T. Evans misses 2-pt shot from 4 ft (block by M. Speights),,69-70,,
1:16.0,,,69-70,,Defensive rebound by A. Iguodala
1:12.0,,,69-70,,L. Barbosa misses 3-pt shot from 27 ft
1:11.0,,,69-70,,Offensive rebound by A. Iguodala
1:08.0,Personal foul by N. Cole (drawn by D. Green),,69-70,,
1:08.0,,,69-70,,S. Livingston enters the game for S. Curry
0:55.0,,,69-70,,A. Iguodala misses 3-pt shot from 27 ft
0:55.0,,,69-70,,Offensive rebound by Team
0:55.0,Personal foul by D. Cunningham (drawn by M. Speights),,69-70,,
0:55.0,,,69-71,1,M. Speights makes free throw 1 of 2
0:55.0,,,69-71,,M. Speights misses free throw 2 of 2
0:54.0,Defensive rebound by N. Cole,,69-71,,
0:40.0,A. Davis makes 2-pt shot from 2 ft,2,71-71,,
0:27.0,,,71-71,,M. Speights misses 2-pt shot from 19 ft
0:26.0,Defensive rebound by A. Davis,,71-71,,
0:04.0,T. Evans misses 2-pt shot from 20 ft,,71-71,,
0:01.0,,,71-71,,Defensive rebound by A. Iguodala
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,71-71,,M. Speights misses 2-pt shot from 6 ft
11:34.0,,,71-71,,Offensive rebound by M. Speights
11:34.0,,,71-71,,M. Speights misses 2-pt shot from 6 ft
11:32.0,Defensive rebound by A. Davis,,71-71,,
11:11.0,A. Davis misses 2-pt shot from 6 ft,,71-71,,
11:10.0,,,71-71,,Defensive rebound by M. Speights
11:03.0,,,71-73,2,K. Thompson makes 2-pt shot at rim (assist by D. Green)
10:49.0,Turnover by N. Cole (bad pass; steal by D. Green),,71-73,,
10:45.0,,,71-73,,Shooting foul by A. Davis (drawn by S. Livingston)
10:45.0,,,71-73,,S. Livingston misses free throw 1 of 2
10:45.0,,,71-73,,Offensive rebound by Team
10:45.0,,,71-74,1,S. Livingston makes free throw 2 of 2
10:27.0,E. Gordon misses 2-pt shot from 6 ft,,71-74,,
10:25.0,Offensive rebound by E. Gordon,,71-74,,
10:25.0,Turnover by E. Gordon (bad pass; steal by M. Speights),,71-74,,
10:21.0,,,71-74,,M. Speights misses 2-pt shot from 2 ft (block by D. Cunningham)
10:19.0,Defensive rebound by Q. Pondexter,,71-74,,
10:17.0,N. Cole makes 2-pt shot from 3 ft (assist by Q. Pondexter),2,73-74,,
10:17.0,Shooting foul by S. Livingston (drawn by N. Cole),,73-74,,
10:17.0,N. Cole misses free throw 1 of 1,,73-74,,
10:16.0,,,73-74,,Defensive rebound by D. Green
9:59.0,,,73-77,3,D. Green makes 3-pt shot from 27 ft (assist by S. Livingston)
9:49.0,E. Gordon misses 3-pt shot from 26 ft,,73-77,,
9:48.0,,,73-77,,Defensive rebound by D. Green
9:42.0,,,73-79,2,S. Livingston makes 2-pt shot from 1 ft
9:41.0,New Orleans full timeout,,73-79,,
9:24.0,Q. Pondexter misses 2-pt shot from 6 ft (block by M. Speights),,73-79,,
9:23.0,Offensive rebound by Team,,73-79,,
9:18.0,Turnover by E. Gordon (lost ball; steal by D. Green),,73-79,,
9:13.0,,,73-81,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
8:53.0,Shooting foul by D. Green (drawn by A. Davis),,73-81,,
8:53.0,A. Davis makes free throw 1 of 2,1,74-81,,
8:53.0,T. Evans enters the game for Q. Pondexter,,74-81,,
8:53.0,A. Davis makes free throw 2 of 2,1,75-81,,
8:39.0,,,75-81,,K. Thompson misses 3-pt shot from 26 ft
8:38.0,Defensive rebound by T. Evans,,75-81,,
8:30.0,Shooting foul by D. Green (drawn by A. Davis),,75-81,,
8:30.0,A. Davis makes free throw 1 of 2,1,76-81,,
8:30.0,O. Asik enters the game for D. Cunningham,,76-81,,
8:30.0,,,76-81,,A. Bogut enters the game for M. Speights
8:30.0,,,76-81,,H. Barnes enters the game for D. Green
8:30.0,A. Davis makes free throw 2 of 2,1,77-81,,
8:19.0,,,77-81,,H. Barnes misses 2-pt shot from 15 ft
8:18.0,Defensive rebound by O. Asik,,77-81,,
7:59.0,N. Cole misses 3-pt shot from 29 ft,,77-81,,
7:57.0,Offensive rebound by O. Asik,,77-81,,
7:48.0,,,77-81,,S. Curry enters the game for S. Livingston
7:34.0,A. Davis misses 2-pt shot from 17 ft,,77-81,,
7:33.0,,,77-81,,Defensive rebound by S. Curry
7:24.0,,,77-81,,A. Bogut misses 2-pt shot from 8 ft
7:23.0,Defensive rebound by A. Davis,,77-81,,
7:09.0,N. Cole misses 3-pt shot from 24 ft,,77-81,,
7:08.0,Offensive rebound by O. Asik,,77-81,,
7:03.0,E. Gordon makes 2-pt shot from 4 ft (assist by O. Asik),2,79-81,,
6:39.0,,,79-83,2,K. Thompson makes 2-pt shot from 11 ft
6:17.0,E. Gordon makes 3-pt shot from 26 ft (assist by T. Evans),3,82-83,,
5:58.0,,,82-85,2,K. Thompson makes 2-pt shot from 20 ft (assist by H. Barnes)
5:34.0,Shooting foul by A. Iguodala (drawn by A. Davis),,82-85,,
5:34.0,Official timeout,,82-85,,
5:34.0,A. Davis makes free throw 1 of 2,1,83-85,,
5:34.0,A. Davis makes free throw 2 of 2,1,84-85,,
5:21.0,Personal foul by T. Evans (drawn by K. Thompson),,84-85,,
5:17.0,Personal foul by O. Asik (drawn by S. Curry),,84-85,,
5:17.0,,,84-85,,D. Green enters the game for H. Barnes
5:06.0,,,84-88,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
4:43.0,T. Evans makes 2-pt shot from 3 ft,2,86-88,,
4:24.0,,,86-88,,A. Iguodala misses 2-pt shot from 7 ft
4:23.0,Defensive rebound by O. Asik,,86-88,,
4:04.0,A. Davis misses 2-pt shot from 15 ft,,86-88,,
4:03.0,,,86-88,,Defensive rebound by A. Bogut
3:57.0,,,86-90,2,D. Green makes 2-pt shot from 4 ft (assist by K. Thompson)
3:45.0,Turnover by N. Cole (traveling),,86-90,,
3:34.0,,,86-92,2,K. Thompson makes 2-pt shot from 18 ft (assist by A. Iguodala)
3:13.0,A. Davis misses 2-pt shot from 11 ft,,86-92,,
3:11.0,,,86-92,,Defensive rebound by D. Green
2:54.0,,,86-92,,K. Thompson misses 3-pt shot from 27 ft
2:53.0,,,86-92,,Offensive rebound by D. Green
2:51.0,,,86-92,,S. Curry misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by T. Evans,,86-92,,
2:43.0,T. Evans misses 2-pt shot from 18 ft,,86-92,,
