time,Toronto,pts.away,score,pts.home,Washington
10:06.0,J. Valanciunas makes 2-pt shot at rim (assist by D. DeRozan),2,71-54,,
9:54.0,,,71-57,3,B. Beal makes 3-pt shot from 22 ft (assist by J. Wall)
9:35.0,G. Vasquez misses 2-pt shot from 16 ft,,71-57,,
9:33.0,Offensive rebound by Team,,71-57,,
9:13.0,J. Valanciunas misses 2-pt shot from 4 ft,,71-57,,
9:12.0,,,71-57,,Defensive rebound by P. Pierce
9:05.0,,,71-59,2,P. Pierce makes 2-pt shot from 2 ft (assist by N. Hilario)
8:47.0,Turnover by K. Lowry (step out of bounds),,71-59,,
8:42.0,,,71-59,,B. Beal misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by K. Lowry,,71-59,,
8:29.0,Turnover by D. DeRozan (lost ball; steal by M. Gortat),,71-59,,
8:27.0,Personal foul by K. Lowry (drawn by J. Wall),,71-59,,
8:21.0,,,71-59,,Shooting foul by J. Valanciunas (drawn by N. Hilario)
8:21.0,,,71-60,1,N. Hilario makes free throw 1 of 2
8:21.0,P. Patterson enters the game for J. Valanciunas,,71-60,,
8:21.0,,,71-61,1,N. Hilario makes free throw 2 of 2
8:04.0,P. Patterson makes 2-pt shot from 16 ft,2,73-61,,
7:48.0,,,73-61,,J. Wall misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by A. Johnson,,73-61,,
7:34.0,D. DeRozan misses 2-pt shot from 7 ft,,73-61,,
7:33.0,Offensive rebound by A. Johnson,,73-61,,
7:32.0,A. Johnson makes 2-pt shot from 1 ft,2,75-61,,
7:13.0,,,75-64,3,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall)
6:55.0,D. DeRozan misses 2-pt shot from 1 ft (block by P. Pierce),,75-64,,
6:55.0,Offensive rebound by D. DeRozan,,75-64,,
6:55.0,,,75-64,,Loose ball foul by M. Gortat (drawn by D. DeRozan)
6:49.0,A. Johnson makes 2-pt shot from 5 ft,2,77-64,,
6:37.0,,,77-64,,Turnover by M. Gortat (lost ball; steal by K. Lowry)
6:32.0,K. Lowry misses 3-pt shot from 26 ft,,77-64,,
6:31.0,Offensive rebound by P. Patterson,,77-64,,
6:31.0,Shooting foul by J. Wall (drawn by P. Patterson),,77-64,,
6:31.0,P. Patterson misses free throw 1 of 2,,77-64,,
6:31.0,Offensive rebound by Team,,77-64,,
6:31.0,P. Patterson makes free throw 2 of 2,1,78-64,,
6:21.0,,,78-67,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
6:02.0,A. Johnson makes 2-pt shot from 20 ft (assist by G. Vasquez),2,80-67,,
5:45.0,,,80-67,,M. Gortat misses 2-pt shot from 16 ft
5:45.0,,,80-67,,Offensive rebound by N. Hilario
5:45.0,,,80-67,,N. Hilario misses 2-pt shot at rim
5:45.0,Defensive rebound by Team,,80-67,,
5:45.0,,,80-67,,Loose ball foul by N. Hilario (drawn by A. Johnson)
5:45.0,,,80-67,,Washington full timeout
5:45.0,L. Williams enters the game for G. Vasquez,,80-67,,
5:26.0,Offensive foul by A. Johnson,,80-67,,
5:26.0,Turnover by A. Johnson (offensive foul),,80-67,,
5:26.0,,,80-67,,K. Seraphin enters the game for M. Gortat
5:20.0,Personal foul by P. Patterson (drawn by B. Beal),,80-67,,
5:20.0,,,80-68,1,B. Beal makes free throw 1 of 2
5:20.0,,,80-69,1,B. Beal makes free throw 2 of 2
5:06.0,A. Johnson makes 2-pt shot from 4 ft (assist by K. Lowry),2,82-69,,
4:53.0,,,82-69,,Turnover by N. Hilario (traveling)
4:53.0,,,82-69,,K. Humphries enters the game for N. Hilario
4:41.0,P. Patterson makes 2-pt shot from 4 ft (assist by L. Williams),2,84-69,,
4:27.0,,,84-69,,B. Beal misses 2-pt shot from 3 ft
4:26.0,Defensive rebound by D. DeRozan,,84-69,,
4:13.0,,,84-69,,Personal foul by J. Wall (drawn by K. Lowry)
4:13.0,K. Lowry makes free throw 1 of 2,1,85-69,,
4:13.0,,,85-69,,G. Temple enters the game for P. Pierce
4:13.0,,,85-69,,O. Porter enters the game for B. Beal
4:13.0,K. Lowry makes free throw 2 of 2,1,86-69,,
4:10.0,,,86-69,,Turnover by J. Wall (bad pass)
4:00.0,L. Williams makes 2-pt shot from 17 ft,2,88-69,,
3:45.0,,,88-69,,K. Humphries misses 2-pt shot from 17 ft
3:44.0,Defensive rebound by K. Lowry,,88-69,,
3:44.0,,,88-69,,Personal foul by G. Temple (drawn by K. Lowry)
3:44.0,K. Lowry misses free throw 1 of 2,,88-69,,
3:44.0,Offensive rebound by Team,,88-69,,
3:44.0,,,88-69,,B. Beal enters the game for J. Wall
3:44.0,K. Lowry makes free throw 2 of 2,1,89-69,,
3:40.0,,,89-69,,Turnover by G. Temple (lost ball; steal by L. Williams)
3:21.0,Turnover by L. Williams (lost ball; steal by G. Temple),,89-69,,
3:18.0,,,89-71,2,G. Temple makes 2-pt shot at rim
3:07.0,Toronto full timeout,,89-71,,
2:59.0,Shooting foul by B. Beal (drawn by D. DeRozan),,89-71,,
2:59.0,D. DeRozan misses free throw 1 of 2,,89-71,,
2:59.0,Offensive rebound by Team,,89-71,,
2:59.0,D. DeRozan makes free throw 2 of 2,1,90-71,,
2:38.0,,,90-71,,K. Seraphin misses 2-pt shot from 1 ft
2:36.0,,,90-71,,Offensive rebound by K. Humphries
2:35.0,,,90-71,,K. Humphries misses 2-pt shot from 2 ft
2:34.0,Defensive rebound by D. DeRozan,,90-71,,
2:26.0,A. Johnson misses 3-pt shot from 24 ft,,90-71,,
2:26.0,,,90-71,,Defensive rebound by Team
2:25.0,G. Vasquez enters the game for K. Lowry,,90-71,,
2:25.0,T. Hansbrough enters the game for A. Johnson,,90-71,,
2:12.0,,,90-71,,O. Porter misses 2-pt shot from 11 ft
2:11.0,Defensive rebound by P. Patterson,,90-71,,
2:01.0,L. Williams makes 2-pt shot from 6 ft (assist by D. DeRozan),2,92-71,,
1:46.0,,,92-71,,B. Beal misses 2-pt shot at rim
1:44.0,,,92-71,,Offensive rebound by K. Seraphin
1:43.0,,,92-73,2,K. Seraphin makes 2-pt shot from 1 ft
1:18.0,T. Hansbrough misses 2-pt shot from 2 ft,,92-73,,
1:17.0,,,92-73,,Defensive rebound by K. Humphries
1:11.0,,,92-73,,Turnover by K. Seraphin (offensive foul)
1:11.0,,,92-73,,Offensive foul by K. Seraphin
1:00.0,L. Williams misses 3-pt shot from 26 ft,,92-73,,
0:59.0,,,92-73,,Defensive rebound by K. Humphries
0:41.0,,,92-76,3,O. Porter makes 3-pt shot from 27 ft (assist by K. Humphries)
0:33.0,L. Williams makes 2-pt shot from 8 ft,2,94-76,,
0:22.0,,,94-78,2,B. Beal makes 2-pt shot at rim
0:01.0,L. Williams misses 3-pt shot from 28 ft,,94-78,,
0:00.0,Offensive rebound by Team,,94-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,Personal foul by G. Vasquez (drawn by N. Hilario),,94-78,,
11:51.0,Personal foul by T. Hansbrough (drawn by N. Hilario),,94-78,,
11:39.0,,,94-78,,Turnover by N. Hilario (bad pass)
11:28.0,L. Williams misses 3-pt shot from 26 ft,,94-78,,
11:27.0,,,94-78,,Defensive rebound by K. Humphries
11:17.0,,,94-78,,G. Temple misses 3-pt shot from 23 ft
11:16.0,,,94-78,,Offensive rebound by O. Porter
11:09.0,,,94-78,,Turnover by O. Porter (step out of bounds)
10:57.0,L. Williams misses 2-pt shot from 11 ft,,94-78,,
10:56.0,Offensive rebound by Team,,94-78,,
10:42.0,,,94-78,,Shooting block foul by O. Porter (drawn by P. Patterson)
10:42.0,P. Patterson makes free throw 1 of 2,1,95-78,,
10:42.0,P. Patterson makes free throw 2 of 2,1,96-78,,
10:37.0,,,96-80,2,J. Wall makes 2-pt shot from 9 ft
10:15.0,T. Hansbrough misses 2-pt shot from 2 ft,,96-80,,
10:13.0,,,96-80,,Defensive rebound by K. Humphries
10:00.0,,,96-80,,J. Wall misses 3-pt shot from 25 ft
10:00.0,,,96-80,,Offensive rebound by G. Temple
9:54.0,,,96-80,,Shooting foul by L. Williams (drawn by O. Porter)
9:54.0,,,96-81,1,O. Porter makes free throw 1 of 2
9:54.0,J. Valanciunas enters the game for T. Hansbrough,,96-81,,
9:54.0,,,96-82,1,O. Porter makes free throw 2 of 2
9:35.0,G. Vasquez misses 3-pt shot from 22 ft,,96-82,,
9:34.0,,,96-82,,Defensive rebound by K. Humphries
9:28.0,,,96-82,,O. Porter misses 3-pt shot from 25 ft
9:27.0,,,96-82,,Offensive rebound by Team
9:15.0,,,96-84,2,N. Hilario makes 2-pt shot from 6 ft (assist by G. Temple)
8:54.0,Turnover by T. Ross (lost ball; steal by J. Wall),,96-84,,
8:53.0,Clear path foul by L. Williams,,96-84,,
8:53.0,Official timeout,,96-84,,
8:53.0,K. Lowry enters the game for L. Williams,,96-84,,
8:53.0,,,96-85,1,O. Porter makes clear path free throw 1 of 2
8:53.0,,,96-86,1,O. Porter makes clear path free throw 2 of 2
8:40.0,,,96-86,,N. Hilario misses 2-pt shot from 5 ft
8:39.0,Defensive rebound by J. Valanciunas,,96-86,,
8:16.0,G. Vasquez misses 2-pt shot from 7 ft,,96-86,,
8:15.0,,,96-86,,Defensive rebound by J. Wall
8:09.0,,,96-86,,Shooting foul by P. Patterson (drawn by K. Humphries)
8:09.0,,,96-87,1,K. Humphries makes free throw 1 of 2
8:09.0,,,96-87,,B. Beal enters the game for G. Temple
8:09.0,D. DeRozan enters the game for G. Vasquez,,96-87,,
8:09.0,,,96-88,1,K. Humphries makes free throw 2 of 2
7:58.0,K. Lowry makes 2-pt shot from 17 ft,2,98-88,,
7:37.0,,,98-88,,K. Humphries misses 2-pt shot from 2 ft (block by J. Valanciunas)
7:36.0,,,98-88,,Offensive rebound by K. Humphries
7:33.0,,,98-91,3,B. Beal makes 3-pt shot from 26 ft (assist by K. Humphries)
7:17.0,K. Lowry misses 3-pt shot from 26 ft,,98-91,,
7:15.0,,,98-91,,Defensive rebound by J. Wall
7:07.0,,,98-93,2,K. Humphries makes 2-pt shot from 17 ft (assist by B. Beal)
7:06.0,Toronto full timeout,,98-93,,
7:06.0,A. Johnson enters the game for P. Patterson,,98-93,,
6:57.0,D. DeRozan misses 2-pt shot from 18 ft,,98-93,,
6:56.0,,,98-93,,Defensive rebound by J. Wall
6:51.0,,,98-95,2,J. Wall makes 2-pt shot from 1 ft
6:29.0,D. DeRozan makes 2-pt shot from 19 ft (assist by T. Ross),2,100-95,,
6:15.0,,,100-95,,Turnover by N. Hilario (bad pass; steal by K. Lowry)
6:06.0,Shooting foul by N. Hilario (drawn by D. DeRozan),,100-95,,
6:06.0,D. DeRozan makes free throw 1 of 2,1,101-95,,
6:06.0,L. Williams enters the game for T. Ross,,101-95,,
6:06.0,,,101-95,,P. Pierce enters the game for O. Porter
6:06.0,D. DeRozan misses free throw 2 of 2,,101-95,,
6:05.0,,,101-95,,Defensive rebound by N. Hilario
5:53.0,,,101-95,,Shooting foul by J. Valanciunas (drawn by J. Wall)
5:53.0,,,101-97,2,J. Wall makes 2-pt shot from 2 ft
5:53.0,,,101-97,,J. Wall misses free throw 1 of 1
5:53.0,Defensive rebound by J. Valanciunas,,101-97,,
5:41.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by A. Johnson),2,103-97,,
5:21.0,,,103-99,2,K. Humphries makes 2-pt shot from 4 ft (assist by N. Hilario)
5:03.0,L. Williams misses 3-pt shot from 27 ft,,103-99,,
5:01.0,,,103-99,,Defensive rebound by K. Humphries
4:56.0,Personal foul by J. Valanciunas (drawn by N. Hilario),,103-99,,
4:56.0,P. Patterson enters the game for J. Valanciunas,,103-99,,
4:56.0,,,103-99,,N. Hilario misses free throw 1 of 2
4:56.0,,,103-99,,Offensive rebound by Team
