time,Atlanta,pts.away,score,pts.home,Cleveland
9:48.0,,,42-63,,T. Mozgov misses 2-pt shot from 8 ft
9:46.0,Defensive rebound by K. Bazemore,,42-63,,
9:34.0,J. Teague makes 2-pt shot at rim (assist by P. Millsap),2,44-63,,
9:16.0,,,44-66,3,L. James makes 3-pt shot from 24 ft (assist by K. Irving)
9:03.0,J. Teague makes 2-pt shot from 1 ft,2,46-66,,
8:49.0,,,46-66,,Shooting foul by A. Horford (drawn by T. Mozgov)
8:49.0,,,46-67,1,T. Mozgov makes free throw 1 of 2
8:49.0,,,46-67,,T. Mozgov misses free throw 2 of 2
8:48.0,Defensive rebound by K. Bazemore,,46-67,,
8:37.0,P. Millsap misses 3-pt shot from 25 ft,,46-67,,
8:36.0,,,46-67,,Defensive rebound by I. Shumpert
8:20.0,,,46-67,,T. Thompson misses 2-pt shot from 13 ft
8:20.0,Defensive rebound by K. Bazemore,,46-67,,
8:16.0,Shooting foul by K. Irving (drawn by K. Bazemore),,46-67,,
8:16.0,K. Bazemore makes free throw 1 of 2,1,47-67,,
8:16.0,K. Bazemore makes free throw 2 of 2,1,48-67,,
8:01.0,,,48-67,,Shooting foul by P. Millsap (drawn by L. James)
8:01.0,,,48-67,,L. James misses free throw 1 of 2
8:01.0,,,48-67,,Offensive rebound by Team
8:01.0,,,48-68,1,L. James makes free throw 2 of 2
7:50.0,,,48-68,,Personal foul by T. Mozgov (drawn by A. Horford)
7:37.0,D. Carroll makes 3-pt shot from 25 ft (assist by P. Millsap),3,51-68,,
7:12.0,,,51-68,,L. James misses 2-pt shot from 17 ft
7:11.0,Defensive rebound by D. Carroll,,51-68,,
7:04.0,P. Millsap makes 2-pt shot at rim (assist by A. Horford),2,53-68,,
6:51.0,,,53-70,2,K. Irving makes 2-pt shot from 1 ft
6:44.0,Turnover by J. Teague (bad pass; steal by K. Irving),,53-70,,
6:38.0,,,53-70,,Turnover by K. Irving (bad pass)
6:38.0,,,53-70,,J. Smith enters the game for T. Mozgov
6:38.0,Atlanta full timeout,,53-70,,
6:38.0,,,53-70,,T. Mozgov enters the game for K. Irving
6:24.0,D. Carroll misses 3-pt shot from 25 ft,,53-70,,
6:23.0,Offensive rebound by P. Millsap,,53-70,,
6:17.0,K. Bazemore makes 2-pt shot at rim (assist by P. Millsap),2,55-70,,
5:55.0,,,55-70,,L. James misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by K. Bazemore,,55-70,,
5:45.0,D. Carroll misses 3-pt shot from 25 ft,,55-70,,
5:44.0,,,55-70,,Defensive rebound by L. James
5:28.0,,,55-70,,I. Shumpert misses 2-pt shot from 12 ft
5:26.0,Defensive rebound by P. Millsap,,55-70,,
5:21.0,J. Teague misses 3-pt shot from 25 ft,,55-70,,
5:20.0,,,55-70,,Defensive rebound by L. James
5:16.0,,,55-70,,Shooting foul by J. Teague (drawn by T. Thompson)
5:16.0,,,55-71,1,T. Thompson makes free throw 1 of 2
5:16.0,S. Mack enters the game for D. Carroll,,55-71,,
5:16.0,,,55-71,,T. Thompson misses free throw 2 of 2
5:15.0,Defensive rebound by K. Bazemore,,55-71,,
5:01.0,A. Horford misses 2-pt shot from 18 ft (block by T. Mozgov),,55-71,,
4:58.0,,,55-71,,Defensive rebound by J. Smith
4:52.0,,,55-71,,J. Smith misses 3-pt shot from 26 ft
4:49.0,,,55-71,,Offensive rebound by I. Shumpert
4:49.0,,,55-71,,I. Shumpert misses 2-pt shot at rim
4:48.0,,,55-71,,Offensive rebound by T. Thompson
4:47.0,,,55-73,2,T. Thompson makes 2-pt shot from 3 ft
4:35.0,A. Horford makes 2-pt shot from 6 ft,2,57-73,,
4:20.0,Personal foul by S. Mack (drawn by T. Thompson),,57-73,,
4:20.0,,,57-73,,T. Thompson misses free throw 1 of 2
4:20.0,,,57-73,,Offensive rebound by Team
4:20.0,M. Scott enters the game for A. Horford,,57-73,,
4:20.0,,,57-73,,J. Jones enters the game for T. Mozgov
4:20.0,,,57-73,,K. Irving enters the game for I. Shumpert
4:20.0,,,57-73,,T. Thompson misses free throw 2 of 2
4:19.0,Defensive rebound by Team,,57-73,,
4:19.0,,,57-73,,Loose ball foul by J. Smith (drawn by M. Scott)
4:01.0,P. Millsap misses 2-pt shot from 11 ft,,57-73,,
3:59.0,,,57-73,,Defensive rebound by K. Irving
3:49.0,,,57-73,,L. James misses 2-pt shot from 1 ft
3:45.0,,,57-73,,Offensive rebound by T. Thompson
3:45.0,,,57-75,2,T. Thompson makes 2-pt shot at rim
3:28.0,K. Bazemore misses 3-pt shot from 24 ft,,57-75,,
3:26.0,,,57-75,,Defensive rebound by L. James
3:17.0,,,57-77,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
3:16.0,Atlanta full timeout,,57-77,,
3:16.0,D. Carroll enters the game for K. Bazemore,,57-77,,
3:16.0,D. Schroder enters the game for J. Teague,,57-77,,
2:56.0,Shooting foul by J. Smith (drawn by S. Mack),,57-77,,
2:56.0,S. Mack misses free throw 1 of 2,,57-77,,
2:56.0,Offensive rebound by Team,,57-77,,
2:56.0,S. Mack makes free throw 2 of 2,1,58-77,,
2:54.0,Personal foul by M. Scott (drawn by T. Thompson),,58-77,,
2:54.0,,,58-78,1,T. Thompson makes free throw 1 of 2
2:54.0,,,58-79,1,T. Thompson makes free throw 2 of 2
2:43.0,D. Schroder misses 2-pt shot from 2 ft (block by K. Irving),,58-79,,
2:41.0,,,58-79,,Defensive rebound by T. Thompson
2:36.0,,,58-81,2,L. James makes 2-pt shot at rim (assist by J. Jones)
2:10.0,S. Mack misses 2-pt shot from 19 ft,,58-81,,
2:10.0,Offensive rebound by Team,,58-81,,
2:10.0,Turnover by Team (shot clock),,58-81,,
1:55.0,,,58-81,,K. Irving misses 2-pt shot from 20 ft
1:53.0,Defensive rebound by P. Millsap,,58-81,,
1:48.0,P. Millsap misses 2-pt shot from 2 ft (block by T. Thompson),,58-81,,
1:46.0,,,58-81,,Defensive rebound by K. Irving
1:43.0,,,58-83,2,L. James makes 2-pt shot from 2 ft (assist by K. Irving)
1:28.0,S. Mack misses 3-pt shot from 26 ft,,58-83,,
1:26.0,,,58-83,,Defensive rebound by J. Smith
1:10.0,,,58-83,,Turnover by J. Smith (lost ball; steal by S. Mack)
1:05.0,S. Mack makes 2-pt shot from 1 ft,2,60-83,,
0:57.0,,,60-83,,Cleveland full timeout
0:57.0,,,60-83,,I. Shumpert enters the game for L. James
0:57.0,A. Horford enters the game for P. Millsap,,60-83,,
0:57.0,,,60-83,,T. Mozgov enters the game for T. Thompson
0:47.0,,,60-83,,J. Jones misses 2-pt shot from 23 ft
0:46.0,Defensive rebound by D. Carroll,,60-83,,
0:34.0,Shooting foul by T. Mozgov (drawn by D. Carroll),,60-83,,
0:34.0,D. Carroll misses free throw 1 of 2,,60-83,,
0:34.0,Offensive rebound by Team,,60-83,,
0:34.0,D. Carroll misses free throw 2 of 2,,60-83,,
0:33.0,,,60-83,,Defensive rebound by J. Smith
0:21.0,,,60-85,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
0:01.0,D. Schroder misses 2-pt shot from 5 ft (block by T. Mozgov),,60-85,,
0:00.0,,,60-85,,Defensive rebound by I. Shumpert
0:00.0,,,60-85,,I. Shumpert misses 3-pt shot from 77 ft
0:00.0,,,60-85,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,M. Scott misses 3-pt shot from 24 ft,,60-85,,
11:46.0,,,60-85,,Defensive rebound by J. Smith
11:27.0,,,60-85,,Shooting foul by D. Schroder (drawn by M. Dellavedova)
11:27.0,,,60-86,1,M. Dellavedova makes free throw 1 of 2
11:27.0,,,60-87,1,M. Dellavedova makes free throw 2 of 2
11:14.0,M. Muscala makes 2-pt shot at rim (assist by D. Schroder),2,62-87,,
10:52.0,,,62-87,,J. Jones misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by K. Bazemore,,62-87,,
10:47.0,Shooting foul by J. Jones (drawn by K. Bazemore),,62-87,,
10:47.0,K. Bazemore misses free throw 1 of 2,,62-87,,
10:47.0,Offensive rebound by Team,,62-87,,
10:47.0,K. Bazemore misses free throw 2 of 2,,62-87,,
10:47.0,,,62-87,,Defensive rebound by T. Mozgov
10:28.0,,,62-87,,M. Dellavedova misses 2-pt shot from 5 ft
10:26.0,,,62-87,,Offensive rebound by T. Mozgov
10:26.0,,,62-89,2,T. Mozgov makes 2-pt shot at rim
10:11.0,M. Muscala makes 2-pt shot from 20 ft,2,64-89,,
9:52.0,,,64-92,3,J. Smith makes 3-pt shot from 24 ft
9:43.0,D. Schroder misses 3-pt shot from 25 ft,,64-92,,
9:42.0,Offensive rebound by J. Jenkins,,64-92,,
9:32.0,D. Schroder makes 2-pt shot from 1 ft,2,66-92,,
9:10.0,,,66-92,,J. Smith misses 3-pt shot from 23 ft
9:09.0,Defensive rebound by M. Muscala,,66-92,,
8:59.0,J. Jenkins makes 2-pt shot from 7 ft (assist by K. Bazemore),2,68-92,,
8:29.0,,,68-92,,Turnover by J. Smith (bad pass)
8:29.0,Official timeout,,68-92,,
8:20.0,J. Jenkins makes 2-pt shot from 1 ft (assist by K. Bazemore),2,70-92,,
8:02.0,,,70-95,3,J. Jones makes 3-pt shot from 23 ft (assist by J. Smith)
7:51.0,D. Schroder misses 2-pt shot from 5 ft (block by T. Mozgov),,70-95,,
7:49.0,,,70-95,,Defensive rebound by J. Smith
7:36.0,,,70-98,3,J. Smith makes 3-pt shot from 25 ft (assist by I. Shumpert)
7:23.0,Shooting foul by T. Mozgov (drawn by K. Bazemore),,70-98,,
7:23.0,K. Bazemore makes free throw 1 of 2,1,71-98,,
7:23.0,S. Mack enters the game for M. Scott,,71-98,,
7:23.0,K. Bazemore makes free throw 2 of 2,1,72-98,,
7:02.0,,,72-98,,J. Smith misses 2-pt shot from 11 ft
7:02.0,,,72-98,,Offensive rebound by M. Dellavedova
7:02.0,,,72-100,2,M. Dellavedova makes 2-pt shot from 1 ft
7:02.0,,,72-100,,Shooting foul by D. Schroder (drawn by M. Dellavedova)
7:02.0,M. Scott enters the game for K. Bazemore,,72-100,,
7:02.0,,,72-101,1,M. Dellavedova makes free throw 1 of 1
6:44.0,D. Schroder makes 2-pt shot from 1 ft,2,74-101,,
6:16.0,,,74-103,2,J. Smith makes 2-pt shot from 2 ft (assist by M. Dellavedova)
6:00.0,Turnover by M. Scott (back court),,74-103,,
6:00.0,,,74-103,,Cleveland full timeout
6:00.0,,,74-103,,J. Harris enters the game for I. Shumpert
5:48.0,,,74-103,,M. Dellavedova misses 2-pt shot from 11 ft
5:47.0,Defensive rebound by M. Scott,,74-103,,
5:36.0,J. Jenkins makes 3-pt shot from 26 ft (assist by D. Schroder),3,77-103,,
5:26.0,Personal foul by D. Schroder (drawn by J. Jones),,77-103,,
5:26.0,,,77-103,,M. Miller enters the game for T. Mozgov
5:26.0,,,77-103,,K. Perkins enters the game for M. Dellavedova
5:26.0,,,77-103,,S. Marion enters the game for J. Smith
5:10.0,,,77-103,,K. Perkins misses 2-pt shot from 7 ft
5:08.0,Defensive rebound by M. Scott,,77-103,,
5:06.0,,,77-103,,Personal foul by J. Harris (drawn by M. Muscala)
5:04.0,,,77-103,,Personal foul by M. Miller (drawn by M. Muscala)
4:52.0,M. Muscala misses 3-pt shot from 24 ft,,77-103,,
4:51.0,Offensive rebound by M. Scott,,77-103,,
4:43.0,S. Mack makes 2-pt shot from 1 ft (assist by M. Scott),2,79-103,,
4:27.0,,,79-106,3,J. Harris makes 3-pt shot from 24 ft
4:02.0,M. Scott makes 2-pt shot from 12 ft (assist by S. Mack),2,81-106,,
3:35.0,,,81-108,2,K. Perkins makes 2-pt shot from 7 ft
3:27.0,S. Mack misses 3-pt shot from 27 ft,,81-108,,
3:26.0,,,81-108,,Defensive rebound by J. Harris
3:09.0,,,81-108,,Shooting foul by D. Schroder (drawn by J. Harris)
3:09.0,,,81-109,1,J. Harris makes free throw 1 of 2
