time,Denver,pts.away,score,pts.home,New Orleans
5:11.0,K. Faried misses 2-pt shot from 3 ft,,13-11,,
5:08.0,Offensive rebound by W. Chandler,,13-11,,
5:08.0,W. Chandler makes 2-pt shot from 1 ft,2,15-11,,
4:48.0,,,15-11,,E. Gordon misses 2-pt shot from 3 ft
4:46.0,,,15-11,,Offensive rebound by O. Asik
4:46.0,,,15-11,,O. Asik misses 2-pt shot from 1 ft
4:40.0,Defensive rebound by W. Chandler,,15-11,,
4:30.0,A. Afflalo makes 3-pt shot from 24 ft (assist by T. Lawson),3,18-11,,
4:13.0,,,18-11,,Turnover by T. Evans (traveling)
4:13.0,,,18-11,,R. Anderson enters the game for T. Evans
4:13.0,,,18-11,,Q. Pondexter enters the game for O. Asik
4:00.0,K. Faried makes 2-pt shot from 3 ft (assist by W. Chandler),2,20-11,,
3:44.0,,,20-11,,E. Gordon misses 2-pt shot from 1 ft
3:43.0,Defensive rebound by J. Nurkic,,20-11,,
3:38.0,A. Afflalo makes 2-pt shot from 14 ft (assist by T. Lawson),2,22-11,,
3:17.0,,,22-13,2,D. Cunningham makes 2-pt shot from 15 ft (assist by E. Gordon)
2:57.0,K. Faried makes 2-pt shot at rim (assist by A. Afflalo),2,24-13,,
2:48.0,,,24-13,,New Orleans full timeout
2:48.0,Denver full timeout,,24-13,,
2:28.0,,,24-15,2,Q. Pondexter makes 2-pt shot from 10 ft (assist by D. Cunningham)
2:11.0,J. Nurkic makes 2-pt shot from 1 ft (assist by K. Faried),2,26-15,,
1:43.0,,,26-15,,E. Gordon misses 2-pt shot from 8 ft
1:42.0,Defensive rebound by J. Nurkic,,26-15,,
1:40.0,,,26-15,,Personal block foul by Q. Pondexter (drawn by K. Faried)
1:32.0,Offensive foul by J. Nurkic,,26-15,,
1:32.0,Turnover by J. Nurkic (offensive foul),,26-15,,
1:22.0,,,26-15,,Turnover by E. Gordon (lost ball; steal by J. Nurkic)
1:17.0,J. Nurkic makes 2-pt shot at rim (assist by A. Afflalo),2,28-15,,
1:02.0,,,28-17,2,D. Cunningham makes 2-pt shot at rim (assist by E. Gordon)
0:42.0,K. Faried misses 2-pt shot from 6 ft (block by A. Davis),,28-17,,
0:40.0,Offensive rebound by W. Chandler,,28-17,,
0:37.0,W. Chandler misses 2-pt shot from 1 ft,,28-17,,
0:35.0,,,28-17,,Defensive rebound by E. Gordon
0:30.0,,,28-17,,Q. Pondexter misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by W. Chandler,,28-17,,
0:09.0,Turnover by J. Nurkic (lost ball),,28-17,,
0:09.0,,,28-17,,T. Evans enters the game for D. Cunningham
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,28-17,,R. Anderson misses 2-pt shot from 13 ft
11:40.0,Defensive rebound by J. Hickson,,28-17,,
11:24.0,,,28-17,,Personal foul by T. Evans (drawn by A. Afflalo)
11:19.0,J. Hickson makes 2-pt shot from 9 ft (assist by T. Lawson),2,30-17,,
11:06.0,,,30-17,,N. Wolters misses 2-pt shot from 2 ft (block by D. Arthur)
11:03.0,,,30-17,,Offensive rebound by O. Asik
11:03.0,D. Gallinari enters the game for W. Chandler,,30-17,,
11:03.0,Jump ball: O. Asik vs. J. Hickson (R. Anderson gains possession),,,,Jump ball: O. Asik vs. J. Hickson (R. Anderson gains possession)
10:55.0,,,30-19,2,T. Evans makes 2-pt shot from 1 ft (assist by R. Anderson)
10:41.0,J. Hickson makes 2-pt shot from 4 ft (assist by T. Lawson),2,32-19,,
10:31.0,Violation by D. Arthur (kicked ball),,32-19,,
10:31.0,J. Nelson enters the game for T. Lawson,,32-19,,
10:21.0,,,32-19,,R. Anderson misses 3-pt shot from 24 ft
10:20.0,,,32-19,,Offensive rebound by O. Asik
10:15.0,,,32-19,,N. Wolters misses 2-pt shot from 7 ft
10:15.0,,,32-19,,Offensive rebound by Team
10:07.0,,,32-19,,Offensive foul by O. Asik
10:07.0,,,32-19,,Turnover by O. Asik (offensive foul)
9:55.0,A. Afflalo misses 2-pt shot from 17 ft,,32-19,,
9:53.0,,,32-19,,Defensive rebound by N. Wolters
9:43.0,,,32-19,,Shooting foul by J. Nelson (drawn by R. Anderson)
9:43.0,,,32-20,1,R. Anderson makes free throw 1 of 2
9:43.0,R. Foye enters the game for A. Afflalo,,32-20,,
9:43.0,,,32-21,1,R. Anderson makes free throw 2 of 2
9:31.0,J. Hickson makes 2-pt shot at rim (assist by D. Arthur),2,34-21,,
9:15.0,,,34-21,,Offensive foul by T. Evans
9:15.0,,,34-21,,Turnover by T. Evans (offensive foul)
9:15.0,,,34-21,,J. Fredette enters the game for N. Wolters
8:59.0,J. Hickson misses 2-pt shot from 15 ft,,34-21,,
8:58.0,,,34-21,,Defensive rebound by T. Evans
8:50.0,,,34-21,,T. Evans misses 2-pt shot from 3 ft
8:48.0,,,34-21,,Offensive rebound by R. Anderson
8:48.0,,,34-23,2,R. Anderson makes 2-pt shot from 1 ft
8:31.0,J. Hickson makes 2-pt shot from 2 ft (assist by J. Nelson),2,36-23,,
8:14.0,,,36-23,,J. Fredette misses 2-pt shot from 2 ft
8:13.0,Defensive rebound by D. Arthur,,36-23,,
8:08.0,J. Nelson misses 2-pt shot from 22 ft,,36-23,,
8:06.0,,,36-23,,Defensive rebound by R. Anderson
8:04.0,Personal foul by J. Nelson (drawn by T. Evans),,36-23,,
8:04.0,Official timeout,,36-23,,
8:04.0,,,36-23,,E. Gordon enters the game for T. Evans
8:04.0,,,36-23,,A. Davis enters the game for O. Asik
7:53.0,,,36-23,,Turnover by R. Anderson (bad pass)
7:40.0,D. Gallinari makes 3-pt shot from 24 ft (assist by J. Nelson),3,39-23,,
7:13.0,,,39-23,,E. Gordon misses 3-pt shot from 25 ft
7:11.0,,,39-23,,Offensive rebound by A. Davis
7:06.0,,,39-25,2,Q. Pondexter makes 2-pt shot at rim (assist by J. Fredette)
6:45.0,J. Nelson misses 2-pt shot from 2 ft,,39-25,,
6:44.0,,,39-25,,Defensive rebound by A. Davis
6:38.0,,,39-25,,Q. Pondexter misses 2-pt shot from 1 ft
6:38.0,,,39-25,,Offensive rebound by Team
6:38.0,,,39-25,,D. Cunningham enters the game for Q. Pondexter
6:33.0,,,39-27,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Gordon)
6:18.0,R. Foye misses 2-pt shot from 19 ft,,39-27,,
6:17.0,,,39-27,,Defensive rebound by A. Davis
6:12.0,,,39-27,,Shooting foul by D. Arthur (drawn by A. Davis)
6:12.0,,,39-28,1,A. Davis makes free throw 1 of 2
6:12.0,,,39-29,1,A. Davis makes free throw 2 of 2
6:02.0,D. Arthur misses 2-pt shot from 15 ft,,39-29,,
5:59.0,,,39-29,,Defensive rebound by Team
5:59.0,,,39-29,,New Orleans full timeout
5:59.0,K. Faried enters the game for D. Arthur,,39-29,,
5:59.0,J. Nurkic enters the game for J. Hickson,,39-29,,
5:42.0,,,39-31,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Gordon)
5:19.0,J. Nelson misses 2-pt shot from 8 ft,,39-31,,
5:18.0,,,39-31,,Defensive rebound by R. Anderson
5:07.0,,,39-31,,R. Anderson misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by J. Nelson,,39-31,,
4:50.0,J. Nurkic makes 2-pt shot from 2 ft (assist by R. Foye),2,41-31,,
4:32.0,,,41-33,2,A. Davis makes 2-pt shot from 10 ft (assist by D. Cunningham)
4:14.0,R. Foye makes 3-pt shot from 24 ft (assist by D. Gallinari),3,44-33,,
3:57.0,,,44-33,,D. Cunningham misses 2-pt shot from 20 ft
3:55.0,Defensive rebound by D. Gallinari,,44-33,,
3:45.0,Shooting foul by A. Davis (drawn by J. Nurkic),,44-33,,
3:45.0,J. Nurkic misses free throw 1 of 2,,44-33,,
3:45.0,Offensive rebound by Team,,44-33,,
3:45.0,,,44-33,,T. Evans enters the game for R. Anderson
3:45.0,,,44-33,,O. Asik enters the game for J. Fredette
3:45.0,T. Lawson enters the game for D. Gallinari,,44-33,,
3:45.0,A. Afflalo enters the game for J. Nelson,,44-33,,
3:45.0,W. Chandler enters the game for R. Foye,,44-33,,
3:45.0,J. Nurkic makes free throw 2 of 2,1,45-33,,
3:34.0,,,45-33,,Shooting foul by W. Chandler (drawn by A. Davis)
3:34.0,,,45-33,,A. Davis misses free throw 1 of 2
3:34.0,,,45-33,,Offensive rebound by Team
3:34.0,,,45-34,1,A. Davis makes free throw 2 of 2
3:10.0,A. Afflalo misses 3-pt shot from 26 ft,,45-34,,
3:07.0,,,45-34,,Defensive rebound by Team
2:53.0,,,45-36,2,D. Cunningham makes 2-pt shot at rim (assist by E. Gordon)
2:41.0,T. Lawson misses 2-pt shot from 9 ft (block by E. Gordon),,45-36,,
2:41.0,Offensive rebound by Team,,45-36,,
2:41.0,Denver full timeout,,45-36,,
2:35.0,K. Faried misses 2-pt shot from 6 ft,,45-36,,
2:34.0,,,45-36,,Defensive rebound by A. Davis
2:12.0,,,45-36,,D. Cunningham misses 2-pt shot from 9 ft
2:11.0,,,45-36,,Offensive rebound by O. Asik
2:10.0,,,45-36,,E. Gordon misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by J. Nurkic,,45-36,,
2:02.0,Turnover by W. Chandler (step out of bounds),,45-36,,
1:50.0,,,45-36,,A. Davis misses 2-pt shot from 19 ft
1:49.0,Defensive rebound by J. Nurkic,,45-36,,
1:33.0,Turnover by W. Chandler (bad pass),,45-36,,
1:18.0,,,45-36,,T. Evans misses 2-pt shot from 3 ft
1:17.0,Defensive rebound by K. Faried,,45-36,,
1:12.0,,,45-36,,R. Anderson enters the game for A. Davis
1:12.0,,,45-36,,Q. Pondexter enters the game for T. Evans
1:00.0,J. Nurkic makes 2-pt shot from 17 ft (assist by A. Afflalo),2,47-36,,
0:47.0,,,47-38,2,E. Gordon makes 2-pt shot at rim
0:36.0,A. Afflalo misses 2-pt shot from 5 ft,,47-38,,
0:34.0,,,47-38,,Defensive rebound by E. Gordon
0:23.0,Personal foul by J. Nurkic (drawn by E. Gordon),,47-38,,
0:23.0,,,47-38,,E. Gordon misses free throw 1 of 2
0:23.0,,,47-38,,Offensive rebound by Team
0:23.0,D. Gallinari enters the game for J. Nurkic,,47-38,,
0:23.0,,,47-39,1,E. Gordon makes free throw 2 of 2
0:09.0,,,47-39,,Personal take foul by E. Gordon (drawn by T. Lawson)
0:05.0,D. Gallinari misses 3-pt shot from 24 ft,,47-39,,
0:02.0,Offensive rebound by K. Faried,,47-39,,
0:00.0,K. Faried makes 2-pt shot from 15 ft,2,49-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,49-39,,Shooting foul by T. Lawson (drawn by O. Asik)
11:46.0,,,49-40,1,O. Asik makes free throw 1 of 2
11:46.0,,,49-40,,O. Asik misses free throw 2 of 2
11:45.0,,,49-40,,Offensive rebound by Team
11:35.0,,,49-40,,A. Davis misses 2-pt shot from 20 ft
11:33.0,,,49-40,,Offensive rebound by T. Evans
11:29.0,,,49-42,2,T. Evans makes 2-pt shot from 1 ft
11:04.0,A. Afflalo misses 3-pt shot from 23 ft,,49-42,,
11:03.0,,,49-42,,Defensive rebound by O. Asik
10:49.0,,,49-44,2,T. Evans makes 2-pt shot from 15 ft
10:30.0,J. Nurkic misses 2-pt shot from 5 ft,,49-44,,
10:28.0,,,49-44,,Defensive rebound by A. Davis
10:20.0,,,49-44,,D. Cunningham misses 2-pt shot from 19 ft
10:19.0,Defensive rebound by J. Nurkic,,49-44,,
10:06.0,W. Chandler makes 3-pt shot from 25 ft (assist by T. Lawson),3,52-44,,
9:46.0,,,52-46,2,A. Davis makes 2-pt shot from 14 ft
9:29.0,,,52-46,,Personal foul by E. Gordon (drawn by W. Chandler)
9:24.0,J. Nurkic misses 2-pt shot from 17 ft,,52-46,,
9:23.0,,,52-46,,Defensive rebound by E. Gordon
9:22.0,Personal foul by W. Chandler (drawn by A. Davis),,52-46,,
9:15.0,Personal foul by K. Faried (drawn by A. Davis),,52-46,,
9:06.0,,,52-48,2,E. Gordon makes 2-pt shot from 2 ft (assist by A. Davis)
8:54.0,,,52-48,,Personal foul by T. Evans (drawn by A. Afflalo)
8:42.0,T. Lawson misses 2-pt shot from 17 ft,,52-48,,
8:40.0,,,52-48,,Defensive rebound by T. Evans
8:33.0,,,52-48,,T. Evans misses 2-pt shot from 2 ft
8:32.0,Defensive rebound by K. Faried,,52-48,,
8:26.0,K. Faried misses 2-pt shot from 2 ft,,52-48,,
8:24.0,Offensive rebound by T. Lawson,,52-48,,
8:24.0,T. Lawson misses 2-pt shot from 2 ft,,52-48,,
8:22.0,,,52-48,,Defensive rebound by O. Asik
8:07.0,,,52-48,,A. Davis misses 2-pt shot from 11 ft
8:07.0,Defensive rebound by Team,,52-48,,
8:07.0,,,52-48,,Loose ball foul by O. Asik (drawn by J. Nurkic)
7:57.0,W. Chandler misses 2-pt shot from 7 ft,,52-48,,
7:56.0,,,52-48,,Defensive rebound by A. Davis
7:40.0,,,52-50,2,T. Evans makes 2-pt shot from 2 ft
7:39.0,Denver full timeout,,52-50,,
7:30.0,J. Nurkic makes 2-pt shot from 1 ft (assist by T. Lawson),2,54-50,,
7:14.0,,,54-50,,Shooting foul by J. Nurkic (drawn by A. Davis)
7:14.0,,,54-51,1,A. Davis makes free throw 1 of 2
7:14.0,,,54-52,1,A. Davis makes free throw 2 of 2
6:59.0,W. Chandler misses 2-pt shot from 15 ft,,54-52,,
6:58.0,,,54-52,,Defensive rebound by A. Davis
6:44.0,,,54-55,3,T. Evans makes 3-pt shot from 26 ft (assist by A. Davis)
6:30.0,Offensive foul by A. Afflalo,,54-55,,
6:30.0,Turnover by A. Afflalo (offensive foul),,54-55,,
6:15.0,,,54-57,2,T. Evans makes 2-pt shot from 19 ft
5:46.0,T. Lawson makes 3-pt shot from 24 ft (assist by W. Chandler),3,57-57,,
5:30.0,,,57-57,,Turnover by E. Gordon (lost ball; steal by K. Faried)
5:20.0,A. Afflalo makes 3-pt shot from 22 ft (assist by T. Lawson),3,60-57,,
4:59.0,,,60-57,,A. Davis misses 2-pt shot from 7 ft
4:57.0,,,60-57,,Offensive rebound by O. Asik
4:55.0,,,60-57,,Turnover by O. Asik (lost ball; steal by T. Lawson)
4:48.0,T. Lawson misses 2-pt shot from 14 ft,,60-57,,
4:46.0,,,60-57,,Defensive rebound by E. Gordon
4:36.0,,,60-59,2,T. Evans makes 2-pt shot from 2 ft
4:24.0,A. Afflalo misses 3-pt shot from 24 ft,,60-59,,
4:22.0,,,60-59,,Defensive rebound by O. Asik
4:03.0,,,60-59,,Shooting foul by K. Faried (drawn by A. Davis)
4:03.0,,,60-60,1,A. Davis makes free throw 1 of 2
4:03.0,,,60-61,1,A. Davis makes free throw 2 of 2
3:50.0,Offensive charge foul by J. Nurkic,,60-61,,
3:50.0,Turnover by J. Nurkic (offensive foul),,60-61,,
3:50.0,J. Hickson enters the game for J. Nurkic,,60-61,,
3:40.0,Personal foul by T. Lawson (drawn by A. Davis),,60-61,,
3:40.0,,,60-62,1,A. Davis makes free throw 1 of 2
3:40.0,,,60-62,,R. Anderson enters the game for O. Asik
3:40.0,,,60-62,,A. Davis misses free throw 2 of 2
3:38.0,Defensive rebound by J. Hickson,,60-62,,
3:28.0,Shooting foul by R. Anderson (drawn by K. Faried),,60-62,,
3:28.0,K. Faried makes free throw 1 of 2,1,61-62,,
3:28.0,D. Gallinari enters the game for W. Chandler,,61-62,,
3:28.0,K. Faried misses free throw 2 of 2,,61-62,,
3:27.0,,,61-62,,Defensive rebound by A. Davis
3:02.0,,,61-62,,T. Evans misses 2-pt shot from 3 ft
3:01.0,Defensive rebound by K. Faried,,61-62,,
2:56.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,63-62,,
2:56.0,Shooting foul by D. Cunningham (drawn by K. Faried),,63-62,,
2:56.0,,,63-62,,New Orleans full timeout
2:56.0,D. Arthur enters the game for A. Afflalo,,63-62,,
2:56.0,K. Faried makes free throw 1 of 1,1,64-62,,
2:39.0,,,64-65,3,E. Gordon makes 3-pt shot from 24 ft (assist by T. Evans)
2:19.0,D. Arthur makes 2-pt shot from 16 ft,2,66-65,,
2:02.0,,,66-65,,Turnover by T. Evans (lost ball; steal by K. Faried)
1:56.0,K. Faried makes 2-pt shot from 1 ft,2,68-65,,
1:56.0,,,68-65,,New Orleans full timeout
1:56.0,,,68-65,,O. Asik enters the game for A. Davis
1:56.0,,,68-65,,Q. Pondexter enters the game for D. Cunningham
1:39.0,,,68-65,,R. Anderson misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by K. Faried,,68-65,,
1:25.0,D. Arthur misses 2-pt shot from 14 ft,,68-65,,
1:24.0,,,68-65,,Defensive rebound by Q. Pondexter
1:08.0,,,68-65,,E. Gordon misses 3-pt shot from 25 ft
1:05.0,,,68-65,,Offensive rebound by Q. Pondexter
0:58.0,,,68-67,2,T. Evans makes 2-pt shot from 2 ft
0:43.0,K. Faried makes 2-pt shot from 2 ft (assist by D. Gallinari),2,70-67,,
0:22.0,,,70-69,2,R. Anderson makes 2-pt shot from 1 ft (assist by E. Gordon)
0:22.0,,,70-69,,Shooting foul by D. Arthur (drawn by R. Anderson)
0:22.0,J. Nelson enters the game for K. Faried,,70-69,,
0:22.0,,,70-70,1,R. Anderson makes free throw 1 of 1
0:01.0,T. Lawson misses 2-pt shot from 20 ft (block by O. Asik),,70-70,,
0:01.0,Offensive rebound by Team,,70-70,,
0:00.0,T. Lawson misses 2-pt shot from 20 ft,,70-70,,
0:00.0,Offensive rebound by Team,,70-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Nelson misses 3-pt shot from 25 ft,,70-70,,
11:45.0,,,70-70,,Defensive rebound by E. Gordon
11:27.0,,,70-70,,R. Anderson misses 2-pt shot from 14 ft
11:24.0,,,70-70,,Offensive rebound by O. Asik
11:24.0,,,70-70,,Shooting foul by J. Nelson (drawn by O. Asik)
11:24.0,,,70-70,,O. Asik misses free throw 1 of 2
11:24.0,,,70-70,,Offensive rebound by Team
11:24.0,,,70-71,1,O. Asik makes free throw 2 of 2
11:06.0,D. Gallinari makes 3-pt shot from 23 ft (assist by J. Hickson),3,73-71,,
10:44.0,,,73-71,,T. Evans misses 2-pt shot from 3 ft
10:42.0,,,73-71,,Offensive rebound by T. Evans
10:42.0,,,73-71,,T. Evans misses 2-pt shot from 1 ft (block by D. Arthur)
10:42.0,Defensive rebound by D. Arthur,,73-71,,
10:38.0,,,73-71,,Personal foul by O. Asik (drawn by J. Nelson)
10:38.0,,,73-71,,J. Fredette enters the game for E. Gordon
10:27.0,J. Hickson misses 2-pt shot from 14 ft,,73-71,,
10:26.0,,,73-71,,Defensive rebound by R. Anderson
10:05.0,,,73-71,,Q. Pondexter misses 3-pt shot from 23 ft
10:04.0,,,73-71,,Offensive rebound by R. Anderson
10:04.0,Loose ball foul by A. Afflalo (drawn by R. Anderson),,73-71,,
10:04.0,,,73-71,,D. Cunningham enters the game for O. Asik
9:52.0,,,73-71,,J. Fredette misses 2-pt shot from 19 ft
9:51.0,Defensive rebound by D. Gallinari,,73-71,,
9:46.0,D. Gallinari misses 2-pt shot from 3 ft (block by Q. Pondexter),,73-71,,
9:46.0,Offensive rebound by Team,,73-71,,
9:42.0,D. Arthur misses 2-pt shot from 17 ft,,73-71,,
9:39.0,Offensive rebound by J. Hickson,,73-71,,
9:39.0,J. Hickson misses 2-pt shot from 1 ft,,73-71,,
9:36.0,,,73-71,,Defensive rebound by R. Anderson
9:23.0,,,73-71,,T. Evans misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by J. Nelson,,73-71,,
9:07.0,D. Arthur makes 2-pt shot from 7 ft (assist by J. Hickson),2,75-71,,
8:54.0,Personal foul by D. Gallinari (drawn by D. Cunningham),,75-71,,
8:54.0,Official timeout,,75-71,,
8:44.0,,,75-71,,Shooting foul by D. Arthur (drawn by R. Anderson)
8:44.0,,,75-72,1,R. Anderson makes free throw 1 of 2
8:44.0,,,75-72,,A. Davis enters the game for J. Fredette
8:44.0,,,75-73,1,R. Anderson makes free throw 2 of 2
8:29.0,J. Hickson misses 2-pt shot from 8 ft,,75-73,,
8:28.0,,,75-73,,Defensive rebound by A. Davis
8:22.0,,,75-73,,Shooting foul by J. Nelson (drawn by T. Evans)
8:22.0,,,75-73,,T. Evans misses free throw 1 of 2
8:22.0,,,75-73,,Offensive rebound by Team
8:22.0,,,75-73,,E. Gordon enters the game for Q. Pondexter
8:22.0,,,75-74,1,T. Evans makes free throw 2 of 2
8:01.0,D. Gallinari makes 3-pt shot from 29 ft (assist by J. Nelson),3,78-74,,
7:43.0,,,78-76,2,T. Evans makes 2-pt shot from 1 ft
7:20.0,D. Gallinari misses 2-pt shot from 3 ft,,78-76,,
7:19.0,,,78-76,,Defensive rebound by A. Davis
6:59.0,,,78-76,,E. Gordon misses 2-pt shot from 20 ft
6:58.0,Defensive rebound by J. Nelson,,78-76,,
6:58.0,,,78-76,,Loose ball foul by D. Cunningham (drawn by J. Nelson)
6:46.0,J. Nelson makes 2-pt shot from 2 ft,2,80-76,,
6:31.0,,,80-78,2,T. Evans makes 2-pt shot from 1 ft
6:12.0,Shooting foul by E. Gordon (drawn by A. Afflalo),,80-78,,
6:12.0,A. Afflalo makes free throw 1 of 2,1,81-78,,
6:12.0,A. Afflalo makes free throw 2 of 2,1,82-78,,
5:47.0,,,82-78,,T. Evans misses 2-pt shot from 11 ft
5:46.0,Defensive rebound by J. Hickson,,82-78,,
5:27.0,D. Gallinari makes 2-pt shot from 1 ft,2,84-78,,
5:08.0,,,84-78,,R. Anderson misses 2-pt shot from 3 ft (block by D. Arthur)
5:06.0,,,84-78,,Offensive rebound by R. Anderson
5:05.0,,,84-80,2,R. Anderson makes 2-pt shot from 4 ft
4:46.0,J. Hickson misses 2-pt shot from 2 ft (block by A. Davis),,84-80,,
4:44.0,Offensive rebound by J. Hickson,,84-80,,
4:42.0,J. Hickson makes 2-pt shot from 2 ft,2,86-80,,
4:16.0,,,86-80,,Turnover by Team (shot clock)
4:16.0,,,86-80,,New Orleans full timeout
3:56.0,D. Arthur misses 2-pt shot from 18 ft,,86-80,,
3:54.0,,,86-80,,Defensive rebound by T. Evans
3:33.0,,,86-82,2,A. Davis makes 2-pt shot from 7 ft
3:19.0,D. Arthur misses 2-pt shot from 17 ft,,86-82,,
3:17.0,Offensive rebound by J. Nelson,,86-82,,
3:13.0,D. Gallinari misses 3-pt shot from 25 ft,,86-82,,
3:12.0,,,86-82,,Defensive rebound by A. Davis
2:57.0,,,86-82,,A. Davis misses 2-pt shot from 11 ft (block by D. Gallinari)
2:56.0,,,86-82,,Offensive rebound by A. Davis
2:55.0,,,86-85,3,E. Gordon makes 3-pt shot from 25 ft (assist by D. Cunningham)
2:51.0,Denver full timeout,,86-85,,
2:51.0,W. Chandler enters the game for D. Arthur,,86-85,,
2:51.0,K. Faried enters the game for J. Hickson,,86-85,,
2:51.0,T. Lawson enters the game for D. Gallinari,,86-85,,
2:51.0,J. Nurkic enters the game for J. Nelson,,86-85,,
2:32.0,A. Afflalo makes 3-pt shot from 25 ft (assist by T. Lawson),3,89-85,,
2:15.0,,,89-85,,T. Evans misses 2-pt shot from 3 ft (block by K. Faried)
2:13.0,,,89-85,,Offensive rebound by D. Cunningham
2:09.0,,,89-85,,T. Evans misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by W. Chandler,,89-85,,
2:02.0,Turnover by T. Lawson (lost ball; steal by T. Evans),,89-85,,
1:58.0,,,89-85,,Turnover by T. Evans (lost ball)
1:34.0,T. Lawson makes 2-pt shot from 2 ft,2,91-85,,
1:09.0,,,91-85,,R. Anderson misses 2-pt shot from 14 ft
1:08.0,Defensive rebound by K. Faried,,91-85,,
0:48.0,T. Lawson misses 3-pt shot from 24 ft,,91-85,,
0:46.0,Offensive rebound by Team,,91-85,,
0:46.0,,,91-85,,O. Asik enters the game for A. Davis
0:27.0,A. Afflalo makes 2-pt shot from 17 ft (assist by T. Lawson),2,93-85,,
0:27.0,,,93-85,,New Orleans full timeout
