time,Portland,pts.away,score,pts.home,Memphis
5:23.0,Defensive rebound by D. Lillard,,29-40,,
5:16.0,L. Aldridge misses 2-pt shot from 1 ft (block by M. Gasol),,29-40,,
5:13.0,,,29-40,,Defensive rebound by J. Green
5:11.0,,,29-40,,Shooting foul by A. Crabbe (drawn by J. Green)
5:11.0,,,29-41,1,J. Green makes free throw 1 of 2
5:11.0,,,29-42,1,J. Green makes free throw 2 of 2
4:49.0,N. Batum enters the game for A. Crabbe,,29-42,,
4:47.0,D. Lillard makes 2-pt shot at rim (assist by N. Batum),2,31-42,,
4:31.0,Personal foul by N. Batum (drawn by J. Green),,31-42,,
4:31.0,,,31-43,1,J. Green makes free throw 1 of 2
4:31.0,,,31-44,1,J. Green makes free throw 2 of 2
4:14.0,N. Batum misses 2-pt shot from 9 ft,,31-44,,
4:12.0,Offensive rebound by L. Aldridge,,31-44,,
4:12.0,L. Aldridge makes 2-pt shot from 1 ft,2,33-44,,
4:01.0,,,33-44,,C. Lee misses 2-pt shot from 16 ft
4:00.0,Defensive rebound by C. Kaman,,33-44,,
3:52.0,D. Lillard misses 2-pt shot from 19 ft,,33-44,,
3:50.0,Offensive rebound by C. Kaman,,33-44,,
3:50.0,C. Kaman makes 2-pt shot from 4 ft,2,35-44,,
3:29.0,,,35-44,,Z. Randolph misses 2-pt shot from 13 ft
3:28.0,Defensive rebound by C. Kaman,,35-44,,
3:16.0,C. Kaman misses 2-pt shot from 11 ft,,35-44,,
3:13.0,,,35-44,,Defensive rebound by J. Green
3:05.0,,,35-46,2,M. Gasol makes 2-pt shot from 8 ft
2:47.0,N. Batum misses 3-pt shot from 25 ft,,35-46,,
2:46.0,,,35-46,,Defensive rebound by M. Conley
2:40.0,,,35-48,2,M. Conley makes 2-pt shot from 2 ft
2:40.0,,,35-48,,Shooting foul by D. Lillard (drawn by M. Conley)
2:40.0,,,35-48,,Memphis full timeout
2:40.0,,,35-48,,T. Allen enters the game for J. Green
2:40.0,,,35-49,1,M. Conley makes free throw 1 of 1
2:28.0,L. Aldridge makes 2-pt shot at rim (assist by C. Kaman),2,37-49,,
2:13.0,,,37-49,,M. Gasol misses 2-pt shot from 19 ft
2:12.0,Defensive rebound by Team,,37-49,,
1:57.0,C. Kaman misses 2-pt shot at rim (block by M. Gasol),,37-49,,
1:57.0,,,37-49,,Defensive rebound by Team
1:39.0,,,37-52,3,C. Lee makes 3-pt shot from 26 ft (assist by M. Gasol)
1:19.0,Turnover by C. Kaman (bad pass; steal by M. Conley),,37-52,,
1:16.0,,,37-54,2,M. Conley makes 2-pt shot from 1 ft
1:15.0,Portland full timeout,,37-54,,
1:15.0,R. Lopez enters the game for C. Kaman,,37-54,,
1:02.0,D. Lillard misses 2-pt shot at rim,,37-54,,
1:00.0,,,37-54,,Defensive rebound by T. Allen
0:45.0,,,37-56,2,M. Gasol makes 2-pt shot at rim
0:45.0,,,37-56,,Shooting foul by N. Batum (drawn by M. Gasol)
0:45.0,,,37-56,,M. Gasol misses free throw 1 of 1
0:44.0,Defensive rebound by L. Aldridge,,37-56,,
0:29.0,D. Lillard misses 2-pt shot from 21 ft,,37-56,,
0:28.0,,,37-56,,Defensive rebound by Team
0:28.0,Loose ball foul by L. Aldridge (drawn by Z. Randolph),,37-56,,
0:28.0,,,37-57,1,Z. Randolph makes free throw 1 of 2
0:28.0,,,37-58,1,Z. Randolph makes free throw 2 of 2
0:08.0,L. Aldridge makes 2-pt shot from 7 ft,2,39-58,,
0:05.0,,,39-58,,M. Conley misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by C. McCollum,,39-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,39-60,2,M. Conley makes 2-pt shot at rim
11:45.0,,,39-60,,Shooting foul by R. Lopez (drawn by M. Conley)
11:45.0,,,39-60,,M. Conley misses free throw 1 of 1
11:44.0,Defensive rebound by N. Batum,,39-60,,
11:35.0,C. McCollum misses 3-pt shot from 26 ft,,39-60,,
11:34.0,,,39-60,,Defensive rebound by M. Gasol
11:24.0,,,39-60,,Z. Randolph misses 2-pt shot from 19 ft
11:23.0,Defensive rebound by N. Batum,,39-60,,
11:16.0,D. Lillard misses 3-pt shot from 27 ft,,39-60,,
11:14.0,,,39-60,,Defensive rebound by Team
11:01.0,,,39-60,,M. Conley misses 3-pt shot from 26 ft
11:00.0,Defensive rebound by D. Lillard,,39-60,,
10:49.0,N. Batum makes 2-pt shot from 14 ft,2,41-60,,
10:29.0,,,41-62,2,M. Conley makes 2-pt shot from 9 ft (assist by M. Gasol)
10:09.0,D. Lillard makes 2-pt shot at rim (assist by N. Batum),2,43-62,,
9:51.0,,,43-64,2,Z. Randolph makes 2-pt shot from 2 ft
9:35.0,L. Aldridge makes 2-pt shot from 12 ft,2,45-64,,
9:08.0,,,45-64,,M. Conley misses 2-pt shot from 14 ft
9:05.0,Defensive rebound by C. McCollum,,45-64,,
8:59.0,C. McCollum misses 2-pt shot from 1 ft (block by J. Green),,45-64,,
8:56.0,Offensive rebound by N. Batum,,45-64,,
8:51.0,,,45-64,,Personal foul by Z. Randolph (drawn by L. Aldridge)
8:40.0,C. McCollum misses 2-pt shot from 9 ft,,45-64,,
8:37.0,,,45-64,,Defensive rebound by M. Gasol
8:32.0,,,45-64,,Turnover by C. Lee (bad pass; steal by C. McCollum)
8:22.0,L. Aldridge misses 2-pt shot from 11 ft,,45-64,,
8:20.0,Offensive rebound by D. Lillard,,45-64,,
8:16.0,N. Batum makes 3-pt shot from 25 ft (assist by D. Lillard),3,48-64,,
8:16.0,,,48-64,,Memphis full timeout
7:56.0,,,48-66,2,Z. Randolph makes 2-pt shot from 15 ft (assist by C. Lee)
7:32.0,L. Aldridge misses 2-pt shot from 14 ft,,48-66,,
7:31.0,Offensive rebound by Team,,48-66,,
7:31.0,,,48-66,,Loose ball foul by M. Gasol (drawn by R. Lopez)
7:14.0,Offensive foul by L. Aldridge,,48-66,,
7:14.0,Turnover by L. Aldridge (offensive foul),,48-66,,
6:58.0,Personal foul by R. Lopez (drawn by M. Gasol),,48-66,,
6:47.0,,,48-68,2,J. Green makes 2-pt shot from 22 ft (assist by M. Gasol)
6:28.0,D. Lillard misses 2-pt shot from 8 ft,,48-68,,
6:26.0,,,48-68,,Defensive rebound by Z. Randolph
6:20.0,,,48-68,,Shooting foul by N. Batum (drawn by J. Green)
6:20.0,,,48-69,1,J. Green makes free throw 1 of 2
6:20.0,,,48-69,,J. Green misses free throw 2 of 2
6:19.0,Defensive rebound by L. Aldridge,,48-69,,
6:01.0,N. Batum misses 3-pt shot from 25 ft,,48-69,,
6:00.0,,,48-69,,Defensive rebound by C. Lee
5:52.0,,,48-69,,Z. Randolph misses 2-pt shot from 2 ft
5:49.0,,,48-69,,Offensive rebound by M. Gasol
5:49.0,,,48-71,2,M. Gasol makes 2-pt shot from 1 ft
5:31.0,Turnover by N. Batum (bad pass),,48-71,,
5:31.0,C. Kaman enters the game for R. Lopez,,48-71,,
5:12.0,,,48-73,2,Z. Randolph makes 2-pt shot from 13 ft
5:11.0,Portland full timeout,,48-73,,
5:11.0,,,48-73,,T. Allen enters the game for J. Green
5:11.0,A. Crabbe enters the game for C. McCollum,,48-73,,
4:56.0,L. Aldridge makes 3-pt shot from 25 ft (assist by N. Batum),3,51-73,,
4:34.0,,,51-75,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol)
4:23.0,D. Lillard makes 2-pt shot from 10 ft,2,53-75,,
4:08.0,,,53-77,2,M. Conley makes 2-pt shot from 1 ft
4:08.0,,,53-77,,Shooting foul by C. Kaman (drawn by M. Conley)
4:08.0,,,53-78,1,M. Conley makes free throw 1 of 1
3:55.0,Shooting foul by M. Gasol (drawn by D. Lillard),,53-78,,
3:55.0,D. Lillard misses free throw 1 of 2,,53-78,,
3:55.0,Offensive rebound by Team,,53-78,,
3:55.0,,,53-78,,B. Udrih enters the game for M. Conley
3:55.0,D. Lillard misses free throw 2 of 2,,53-78,,
3:54.0,,,53-78,,Defensive rebound by M. Gasol
3:35.0,,,53-78,,M. Gasol misses 2-pt shot from 10 ft
3:33.0,Defensive rebound by D. Lillard,,53-78,,
3:28.0,C. Kaman misses 2-pt shot from 8 ft,,53-78,,
3:26.0,,,53-78,,Defensive rebound by M. Gasol
3:13.0,,,53-78,,C. Lee misses 2-pt shot from 22 ft
3:12.0,Defensive rebound by L. Aldridge,,53-78,,
3:03.0,D. Lillard misses 3-pt shot from 26 ft,,53-78,,
3:01.0,,,53-78,,Defensive rebound by B. Udrih
2:49.0,,,53-80,2,B. Udrih makes 2-pt shot at rim (assist by M. Gasol)
2:33.0,,,53-80,,Personal foul by Z. Randolph (drawn by C. Kaman)
2:33.0,C. McCollum enters the game for N. Batum,,53-80,,
2:33.0,,,53-80,,K. Koufos enters the game for M. Gasol
2:33.0,S. Blake enters the game for D. Lillard,,53-80,,
2:28.0,M. Leonard enters the game for C. Kaman,,53-80,,
2:17.0,S. Blake misses 3-pt shot from 26 ft,,53-80,,
2:16.0,,,53-80,,Defensive rebound by Z. Randolph
2:04.0,,,53-80,,Z. Randolph misses 2-pt shot from 2 ft
2:01.0,,,53-80,,Offensive rebound by Z. Randolph
1:56.0,Personal foul by L. Aldridge (drawn by Z. Randolph),,53-80,,
1:56.0,,,53-81,1,Z. Randolph makes free throw 1 of 2
1:56.0,,,53-82,1,Z. Randolph makes free throw 2 of 2
1:47.0,L. Aldridge makes 2-pt shot from 1 ft (assist by S. Blake),2,55-82,,
1:47.0,Shooting foul by T. Allen (drawn by L. Aldridge),,55-82,,
1:47.0,L. Aldridge makes free throw 1 of 1,1,56-82,,
1:31.0,,,56-82,,Z. Randolph misses 2-pt shot from 7 ft
1:29.0,Defensive rebound by L. Aldridge,,56-82,,
1:23.0,L. Aldridge misses 3-pt shot from 25 ft,,56-82,,
1:22.0,,,56-82,,Defensive rebound by B. Udrih
1:15.0,,,56-84,2,B. Udrih makes 2-pt shot from 1 ft
0:56.0,M. Leonard makes 3-pt shot from 25 ft (assist by S. Blake),3,59-84,,
0:45.0,Personal foul by M. Leonard (drawn by B. Udrih),,59-84,,
0:45.0,,,59-84,,B. Udrih misses free throw 1 of 2
0:45.0,,,59-84,,Offensive rebound by Team
0:45.0,,,59-84,,J. Green enters the game for C. Lee
0:45.0,D. Lillard enters the game for A. Crabbe,,59-84,,
0:45.0,,,59-85,1,B. Udrih makes free throw 2 of 2
0:31.0,D. Lillard misses 2-pt shot at rim,,59-85,,
0:28.0,Offensive rebound by L. Aldridge,,59-85,,
0:28.0,L. Aldridge makes 2-pt shot from 1 ft,2,61-85,,
0:28.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,61-85,,
0:28.0,A. Crabbe enters the game for D. Lillard,,61-85,,
0:28.0,,,61-85,,M. Gasol enters the game for Z. Randolph
0:28.0,L. Aldridge makes free throw 1 of 1,1,62-85,,
0:15.0,Personal foul by M. Leonard (drawn by K. Koufos),,62-85,,
0:15.0,,,62-85,,K. Koufos misses free throw 1 of 2
0:15.0,,,62-85,,Offensive rebound by Team
0:15.0,D. Lillard enters the game for A. Crabbe,,62-85,,
0:15.0,,,62-86,1,K. Koufos makes free throw 2 of 2
0:01.0,L. Aldridge misses 2-pt shot from 6 ft (block by K. Koufos),,62-86,,
0:00.0,Offensive rebound by Team,,62-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,62-86,,Personal foul by K. Koufos (drawn by D. Lillard)
11:45.0,D. Lillard misses 3-pt shot from 26 ft,,62-86,,
11:44.0,,,62-86,,Defensive rebound by B. Udrih
11:26.0,,,62-86,,J. Green misses 2-pt shot from 9 ft
11:26.0,Defensive rebound by Team,,62-86,,
11:24.0,,,62-86,,Loose ball foul by K. Koufos (drawn by M. Leonard)
11:13.0,L. Aldridge misses 2-pt shot from 21 ft,,62-86,,
11:11.0,,,62-86,,Defensive rebound by T. Allen
10:51.0,,,62-86,,M. Gasol misses 2-pt shot from 6 ft
10:49.0,Defensive rebound by L. Aldridge,,62-86,,
10:33.0,L. Aldridge misses 2-pt shot from 1 ft,,62-86,,
10:32.0,Offensive rebound by L. Aldridge,,62-86,,
10:32.0,L. Aldridge makes 2-pt shot from 1 ft,2,64-86,,
10:15.0,,,64-88,2,K. Koufos makes 2-pt shot at rim (assist by B. Udrih)
10:05.0,C. McCollum misses 2-pt shot from 2 ft (block by K. Koufos),,64-88,,
10:02.0,Offensive rebound by L. Aldridge,,64-88,,
10:02.0,L. Aldridge misses 2-pt shot from 3 ft,,64-88,,
10:01.0,Offensive rebound by L. Aldridge,,64-88,,
10:01.0,L. Aldridge misses 2-pt shot from 3 ft,,64-88,,
9:59.0,,,64-88,,Defensive rebound by J. Green
9:51.0,,,64-90,2,B. Udrih makes 2-pt shot from 2 ft
9:37.0,D. Lillard misses 2-pt shot at rim (block by T. Allen),,64-90,,
9:37.0,Offensive rebound by Team,,64-90,,
9:37.0,Shooting foul by T. Allen (drawn by D. Lillard),,64-90,,
9:37.0,D. Lillard makes free throw 1 of 2,1,65-90,,
9:37.0,D. Lillard makes free throw 2 of 2,1,66-90,,
9:17.0,,,66-90,,J. Green misses 2-pt shot from 14 ft
9:15.0,Defensive rebound by N. Batum,,66-90,,
9:11.0,C. McCollum misses 2-pt shot from 1 ft (block by K. Koufos),,66-90,,
9:07.0,,,66-90,,Defensive rebound by K. Koufos
8:57.0,,,66-90,,J. Green misses 2-pt shot from 5 ft
8:55.0,Defensive rebound by M. Leonard,,66-90,,
8:38.0,M. Leonard makes 3-pt shot from 24 ft (assist by L. Aldridge),3,69-90,,
8:19.0,,,69-90,,M. Gasol misses 2-pt shot from 18 ft
8:18.0,Defensive rebound by D. Lillard,,69-90,,
8:11.0,D. Lillard makes 2-pt shot from 1 ft,2,71-90,,
8:11.0,Shooting foul by B. Udrih (drawn by D. Lillard),,71-90,,
8:11.0,Portland full timeout,,71-90,,
8:11.0,,,71-90,,V. Carter enters the game for J. Green
8:11.0,,,71-90,,Z. Randolph enters the game for K. Koufos
8:11.0,D. Lillard makes free throw 1 of 1,1,72-90,,
8:01.0,Personal foul by N. Batum (drawn by V. Carter),,72-90,,
7:55.0,,,72-90,,B. Udrih misses 2-pt shot from 1 ft (block by C. McCollum)
7:52.0,,,72-90,,Offensive rebound by M. Gasol
7:52.0,,,72-90,,M. Gasol misses 2-pt shot at rim
7:50.0,Defensive rebound by L. Aldridge,,72-90,,
7:44.0,D. Lillard misses 2-pt shot from 1 ft (block by M. Gasol),,72-90,,
7:42.0,,,72-90,,Defensive rebound by B. Udrih
7:37.0,,,72-92,2,T. Allen makes 2-pt shot at rim (assist by B. Udrih)
7:15.0,L. Aldridge misses 3-pt shot from 27 ft,,72-92,,
7:15.0,,,72-92,,Defensive rebound by Team
7:01.0,,,72-92,,V. Carter misses 3-pt shot from 25 ft
7:00.0,Defensive rebound by M. Leonard,,72-92,,
6:47.0,Turnover by C. McCollum (bad pass; steal by T. Allen),,72-92,,
6:28.0,,,72-94,2,Z. Randolph makes 2-pt shot from 16 ft (assist by B. Udrih)
6:17.0,,,72-94,,Personal foul by V. Carter (drawn by N. Batum)
6:17.0,N. Batum makes free throw 1 of 2,1,73-94,,
6:17.0,N. Batum makes free throw 2 of 2,1,74-94,,
6:00.0,,,74-94,,V. Carter misses 3-pt shot from 25 ft
5:59.0,Defensive rebound by M. Leonard,,74-94,,
5:51.0,L. Aldridge misses 2-pt shot from 21 ft,,74-94,,
5:50.0,,,74-94,,Defensive rebound by Team
