time,Miami,pts.away,score,pts.home,Detroit
0:25.0,D. Granger misses 3-pt shot from 25 ft,,12-31,,
0:24.0,,,12-31,,Defensive rebound by A. Drummond
0:00.0,,,12-31,,D. Augustin misses 2-pt shot from 1 ft
0:00.0,,,12-31,,Offensive rebound by A. Drummond
0:00.0,,,12-33,2,A. Drummond makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,C. Bosh makes 2-pt shot from 9 ft,2,14-33,,
11:15.0,,,14-33,,J. Meeks misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by L. Deng,,14-33,,
11:06.0,C. Andersen makes 2-pt shot at rim (assist by N. Cole),2,16-33,,
10:53.0,,,16-33,,J. Meeks misses 3-pt shot from 26 ft
10:52.0,Defensive rebound by Team,,16-33,,
10:38.0,C. Bosh misses 3-pt shot from 26 ft,,16-33,,
10:37.0,,,16-33,,Defensive rebound by Team
10:18.0,,,16-33,,A. Tolliver misses 2-pt shot at rim
10:17.0,Defensive rebound by C. Andersen,,16-33,,
10:12.0,,,16-33,,Personal foul by C. Butler (drawn by L. Deng)
10:00.0,L. Deng makes 2-pt shot from 17 ft (assist by N. Cole),2,18-33,,
9:41.0,,,18-35,2,C. Butler makes 2-pt shot from 17 ft (assist by J. Meeks)
9:25.0,C. Bosh makes 3-pt shot from 24 ft (assist by N. Cole),3,21-35,,
9:01.0,,,21-35,,G. Monroe misses 2-pt shot from 1 ft
9:00.0,Defensive rebound by L. Deng,,21-35,,
8:46.0,C. Andersen misses 2-pt shot at rim,,21-35,,
8:45.0,,,21-35,,Defensive rebound by J. Meeks
8:38.0,,,21-35,,J. Meeks misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by C. Andersen,,21-35,,
8:32.0,Shooting foul by S. Dinwiddie (drawn by L. Deng),,21-35,,
8:32.0,Official timeout,,21-35,,
8:32.0,L. Deng makes free throw 1 of 2,1,22-35,,
8:32.0,L. Deng makes free throw 2 of 2,1,23-35,,
8:23.0,,,23-37,2,G. Monroe makes 2-pt shot at rim (assist by S. Dinwiddie)
8:08.0,Shooting foul by G. Monroe (drawn by C. Andersen),,23-37,,
8:08.0,C. Andersen makes free throw 1 of 2,1,24-37,,
8:08.0,C. Andersen misses free throw 2 of 2,,24-37,,
8:08.0,,,24-37,,Defensive rebound by G. Monroe
7:44.0,,,24-37,,G. Monroe misses 2-pt shot from 7 ft
7:42.0,Defensive rebound by L. Deng,,24-37,,
7:29.0,C. Andersen makes 2-pt shot at rim (assist by N. Cole),2,26-37,,
7:13.0,,,26-37,,Turnover by A. Tolliver (bad pass; steal by C. Bosh)
7:06.0,C. Andersen makes 2-pt shot at rim (assist by L. Deng),2,28-37,,
7:01.0,,,28-37,,Detroit full timeout
7:01.0,,,28-37,,D. Augustin enters the game for S. Dinwiddie
6:51.0,,,28-39,2,J. Meeks makes 2-pt shot from 20 ft (assist by G. Monroe)
6:35.0,T. Johnson makes 2-pt shot from 1 ft,2,30-39,,
6:10.0,,,30-39,,Shooting foul by T. Johnson (drawn by J. Meeks)
6:10.0,,,30-40,1,J. Meeks makes free throw 1 of 2
6:10.0,,,30-41,1,J. Meeks makes free throw 2 of 2
5:56.0,N. Cole misses 2-pt shot from 5 ft,,30-41,,
5:54.0,Offensive rebound by L. Deng,,30-41,,
5:54.0,L. Deng misses 2-pt shot at rim,,30-41,,
5:53.0,,,30-41,,Defensive rebound by G. Monroe
5:48.0,,,30-41,,A. Tolliver misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by T. Johnson,,30-41,,
5:43.0,C. Andersen makes 2-pt shot at rim (assist by L. Deng),2,32-41,,
5:25.0,,,32-41,,J. Meeks misses 2-pt shot from 12 ft
5:24.0,,,32-41,,Offensive rebound by G. Monroe
5:24.0,,,32-43,2,G. Monroe makes 2-pt shot at rim
5:24.0,Miami full timeout,,32-43,,
5:24.0,,,32-43,,A. Drummond enters the game for A. Tolliver
5:24.0,H. Whiteside enters the game for C. Andersen,,32-43,,
5:24.0,M. Chalmers enters the game for T. Johnson,,32-43,,
5:11.0,C. Bosh misses 2-pt shot from 14 ft,,32-43,,
5:10.0,Offensive rebound by Team,,32-43,,
5:10.0,U. Haslem enters the game for C. Bosh,,32-43,,
4:59.0,L. Deng makes 2-pt shot from 6 ft,2,34-43,,
4:59.0,Shooting foul by C. Butler (drawn by L. Deng),,34-43,,
4:59.0,L. Deng makes free throw 1 of 1,1,35-43,,
4:46.0,,,35-43,,J. Meeks misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by H. Whiteside,,35-43,,
4:23.0,Turnover by L. Deng (bad pass; steal by J. Meeks),,35-43,,
4:18.0,,,35-45,2,A. Drummond makes 2-pt shot at rim (assist by J. Meeks)
3:49.0,U. Haslem misses 2-pt shot from 18 ft,,35-45,,
3:48.0,,,35-45,,Defensive rebound by C. Butler
3:38.0,,,35-45,,Turnover by J. Meeks (lost ball)
3:38.0,,,35-45,,K. Singler enters the game for J. Meeks
3:38.0,,,35-45,,K. Caldwell-Pope enters the game for C. Butler
3:13.0,U. Haslem misses 2-pt shot from 15 ft,,35-45,,
3:12.0,Offensive rebound by H. Whiteside,,35-45,,
3:07.0,H. Whiteside makes 2-pt shot at rim,2,37-45,,
2:39.0,,,37-48,3,K. Singler makes 3-pt shot from 23 ft (assist by G. Monroe)
2:20.0,,,37-48,,Personal foul by G. Monroe (drawn by M. Chalmers)
2:20.0,M. Chalmers makes free throw 1 of 2,1,38-48,,
2:20.0,C. Bosh enters the game for U. Haslem,,38-48,,
2:20.0,J. Ennis enters the game for L. Deng,,38-48,,
2:20.0,,,38-48,,A. Tolliver enters the game for G. Monroe
2:20.0,M. Chalmers misses free throw 2 of 2,,38-48,,
2:19.0,,,38-48,,Defensive rebound by A. Drummond
1:58.0,,,38-48,,K. Caldwell-Pope misses 2-pt shot from 20 ft
1:58.0,,,38-48,,Offensive rebound by A. Drummond
1:58.0,Loose ball foul by N. Cole (drawn by A. Drummond),,38-48,,
1:48.0,,,38-48,,D. Augustin misses 2-pt shot from 6 ft (block by H. Whiteside)
1:46.0,,,38-48,,Offensive rebound by K. Caldwell-Pope
1:38.0,,,38-48,,K. Caldwell-Pope misses 2-pt shot from 7 ft
1:38.0,,,38-48,,Offensive rebound by Team
1:30.0,,,38-48,,K. Caldwell-Pope misses 2-pt shot from 6 ft
1:27.0,Defensive rebound by M. Chalmers,,38-48,,
1:13.0,Shooting foul by A. Tolliver (drawn by C. Bosh),,38-48,,
1:13.0,C. Bosh misses free throw 1 of 2,,38-48,,
1:13.0,Offensive rebound by Team,,38-48,,
1:13.0,C. Andersen enters the game for H. Whiteside,,38-48,,
1:13.0,C. Bosh makes free throw 2 of 2,1,39-48,,
1:00.0,,,39-51,3,K. Singler makes 3-pt shot from 26 ft (assist by D. Augustin)
0:40.0,Turnover by C. Andersen (bad pass; steal by K. Caldwell-Pope),,39-51,,
0:36.0,,,39-53,2,A. Drummond makes 2-pt shot at rim
0:32.0,Miami full timeout,,39-53,,
0:32.0,L. Deng enters the game for J. Ennis,,39-53,,
0:32.0,,,39-53,,J. Jerebko enters the game for A. Tolliver
0:20.0,C. Bosh misses 2-pt shot from 14 ft,,39-53,,
0:19.0,,,39-53,,Defensive rebound by D. Augustin
0:02.0,Violation by C. Andersen (kicked ball),,39-53,,
0:01.0,,,39-53,,K. Singler misses 2-pt shot from 18 ft
0:00.0,,,39-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,H. Whiteside misses 2-pt shot from 4 ft,,39-53,,
11:37.0,,,39-53,,Defensive rebound by A. Drummond
11:24.0,,,39-53,,A. Drummond misses 2-pt shot from 1 ft (block by H. Whiteside)
11:24.0,,,39-53,,Offensive rebound by Team
11:14.0,,,39-55,2,D. Augustin makes 2-pt shot from 18 ft
11:00.0,C. Bosh makes 2-pt shot from 19 ft (assist by L. Deng),2,41-55,,
10:48.0,,,41-58,3,K. Singler makes 3-pt shot from 25 ft (assist by D. Augustin)
10:16.0,Turnover by Team (shot clock),,41-58,,
10:01.0,,,41-61,3,D. Augustin makes 3-pt shot from 26 ft
10:01.0,Miami full timeout,,41-61,,
9:47.0,L. Deng makes 2-pt shot at rim (assist by C. Bosh),2,43-61,,
9:33.0,,,43-63,2,D. Augustin makes 2-pt shot from 6 ft
9:19.0,C. Bosh makes 2-pt shot from 14 ft (assist by S. Napier),2,45-63,,
9:01.0,,,45-65,2,A. Drummond makes 2-pt shot at rim (assist by D. Augustin)
8:39.0,C. Bosh makes 2-pt shot from 14 ft (assist by M. Chalmers),2,47-65,,
8:20.0,,,47-65,,D. Augustin misses 2-pt shot from 6 ft
8:19.0,,,47-65,,Offensive rebound by A. Drummond
8:18.0,,,47-65,,A. Drummond misses 2-pt shot at rim
8:17.0,Defensive rebound by S. Napier,,47-65,,
8:08.0,C. Bosh makes 3-pt shot from 25 ft (assist by S. Napier),3,50-65,,
7:35.0,,,50-65,,K. Singler misses 2-pt shot from 7 ft
7:35.0,,,50-65,,Offensive rebound by Team
7:35.0,,,50-65,,Turnover by Team (shot clock)
7:35.0,N. Cole enters the game for S. Napier,,50-65,,
7:19.0,L. Deng misses 3-pt shot from 24 ft,,50-65,,
7:18.0,,,50-65,,Defensive rebound by G. Monroe
7:08.0,,,50-67,2,K. Singler makes 2-pt shot from 12 ft (assist by D. Augustin)
6:53.0,C. Bosh makes 2-pt shot from 5 ft (assist by N. Cole),2,52-67,,
6:53.0,Shooting foul by G. Monroe (drawn by C. Bosh),,52-67,,
6:53.0,C. Bosh makes free throw 1 of 1,1,53-67,,
6:37.0,,,53-69,2,G. Monroe makes 2-pt shot from 16 ft (assist by D. Augustin)
6:19.0,C. Bosh makes 2-pt shot from 11 ft (assist by M. Chalmers),2,55-69,,
6:19.0,Shooting foul by G. Monroe (drawn by C. Bosh),,55-69,,
6:19.0,,,55-69,,A. Tolliver enters the game for G. Monroe
6:19.0,C. Bosh makes free throw 1 of 1,1,56-69,,
6:00.0,,,56-69,,K. Caldwell-Pope misses 2-pt shot from 1 ft
5:59.0,,,56-69,,Offensive rebound by K. Caldwell-Pope
5:58.0,,,56-71,2,K. Caldwell-Pope makes 2-pt shot from 1 ft
5:42.0,C. Bosh makes 2-pt shot from 10 ft (assist by N. Cole),2,58-71,,
5:26.0,,,58-71,,Turnover by A. Tolliver (bad pass)
5:05.0,H. Whiteside makes 2-pt shot from 10 ft (assist by C. Bosh),2,60-71,,
4:51.0,,,60-71,,K. Caldwell-Pope misses 2-pt shot from 16 ft
4:50.0,,,60-71,,Offensive rebound by A. Tolliver
4:40.0,,,60-71,,K. Caldwell-Pope misses 2-pt shot at rim
4:37.0,Defensive rebound by H. Whiteside,,60-71,,
4:24.0,L. Deng misses 2-pt shot from 5 ft (block by A. Drummond),,60-71,,
4:23.0,,,60-71,,Defensive rebound by D. Augustin
4:20.0,,,60-71,,Shooting foul by H. Whiteside (drawn by D. Augustin)
4:20.0,,,60-72,1,D. Augustin makes free throw 1 of 2
4:20.0,,,60-72,,C. Butler enters the game for K. Singler
4:20.0,,,60-73,1,D. Augustin makes free throw 2 of 2
4:11.0,,,60-73,,Personal foul by A. Tolliver (drawn by M. Chalmers)
4:11.0,D. Granger enters the game for L. Deng,,60-73,,
4:03.0,H. Whiteside misses 2-pt shot from 5 ft,,60-73,,
4:02.0,,,60-73,,Defensive rebound by A. Drummond
3:45.0,,,60-73,,C. Butler misses 3-pt shot from 23 ft
3:44.0,Defensive rebound by M. Chalmers,,60-73,,
3:34.0,H. Whiteside misses 2-pt shot from 13 ft,,60-73,,
3:33.0,,,60-73,,Defensive rebound by C. Butler
3:23.0,,,60-73,,K. Caldwell-Pope misses 2-pt shot from 4 ft (block by H. Whiteside)
3:23.0,,,60-73,,Offensive rebound by Team
3:23.0,T. Johnson enters the game for M. Chalmers,,60-73,,
3:14.0,,,60-76,3,C. Butler makes 3-pt shot from 22 ft (assist by D. Augustin)
2:54.0,C. Bosh makes 2-pt shot at rim,2,62-76,,
2:30.0,,,62-78,2,K. Caldwell-Pope makes 2-pt shot from 9 ft
2:30.0,,,62-78,,Shooting foul by T. Johnson (drawn by K. Caldwell-Pope)
2:30.0,,,62-78,,Detroit full timeout
2:30.0,,,62-79,1,K. Caldwell-Pope makes free throw 1 of 1
2:14.0,C. Bosh makes 2-pt shot from 9 ft,2,64-79,,
1:53.0,,,64-79,,A. Drummond misses 2-pt shot from 5 ft
1:51.0,Defensive rebound by C. Bosh,,64-79,,
1:38.0,N. Cole misses 2-pt shot from 18 ft,,64-79,,
1:36.0,,,64-79,,Defensive rebound by C. Butler
1:27.0,,,64-79,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by H. Whiteside,,64-79,,
1:14.0,N. Cole misses 2-pt shot from 5 ft,,64-79,,
1:13.0,Offensive rebound by H. Whiteside,,64-79,,
1:12.0,H. Whiteside makes 2-pt shot at rim,2,66-79,,
0:59.0,,,66-81,2,D. Augustin makes 2-pt shot from 11 ft
0:49.0,Shooting foul by C. Butler (drawn by H. Whiteside),,66-81,,
0:49.0,H. Whiteside misses free throw 1 of 2,,66-81,,
0:49.0,Offensive rebound by Team,,66-81,,
0:49.0,,,66-81,,J. Meeks enters the game for K. Caldwell-Pope
0:49.0,L. Deng enters the game for C. Bosh,,66-81,,
0:49.0,H. Whiteside makes free throw 2 of 2,1,67-81,,
0:35.0,,,67-83,2,C. Butler makes 2-pt shot from 17 ft (assist by D. Augustin)
0:18.0,Turnover by H. Whiteside (bad pass; steal by C. Butler),,67-83,,
0:02.0,,,67-85,2,D. Augustin makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,67-85,,Turnover by Team (shot clock)
11:31.0,Shooting foul by A. Drummond (drawn by L. Deng),,67-85,,
11:31.0,L. Deng misses free throw 1 of 2,,67-85,,
11:31.0,Offensive rebound by Team,,67-85,,
11:31.0,,,67-85,,J. Anthony enters the game for A. Drummond
11:31.0,,,67-85,,J. Lucas III enters the game for D. Augustin
11:31.0,L. Deng makes free throw 2 of 2,1,68-85,,
11:06.0,,,68-85,,J. Lucas III misses 2-pt shot from 13 ft
11:05.0,Defensive rebound by T. Johnson,,68-85,,
10:56.0,T. Johnson misses 2-pt shot from 10 ft,,68-85,,
10:56.0,,,68-85,,Defensive rebound by Team
10:32.0,,,68-85,,A. Tolliver misses 2-pt shot from 6 ft
10:31.0,Defensive rebound by T. Johnson,,68-85,,
10:25.0,D. Granger misses 2-pt shot from 2 ft (block by J. Anthony),,68-85,,
10:23.0,,,68-85,,Defensive rebound by J. Meeks
10:17.0,,,68-85,,J. Lucas III misses 2-pt shot from 4 ft
10:16.0,,,68-85,,Offensive rebound by J. Anthony
10:15.0,,,68-87,2,J. Anthony makes 2-pt shot at rim
9:59.0,L. Deng misses 2-pt shot from 16 ft,,68-87,,
9:58.0,,,68-87,,Defensive rebound by J. Meeks
9:50.0,,,68-87,,J. Meeks misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by D. Granger,,68-87,,
9:36.0,Shooting foul by J. Meeks (drawn by C. Andersen),,68-87,,
9:36.0,C. Andersen makes free throw 1 of 2,1,69-87,,
9:36.0,C. Andersen misses free throw 2 of 2,,69-87,,
9:35.0,,,69-87,,Defensive rebound by C. Butler
9:24.0,,,69-89,2,J. Meeks makes 2-pt shot from 17 ft (assist by J. Lucas III)
9:23.0,,,69-89,,Violation by Team (delay of game)
9:07.0,D. Granger makes 3-pt shot from 25 ft (assist by N. Cole),3,72-89,,
8:49.0,,,72-92,3,J. Lucas III makes 3-pt shot from 23 ft (assist by C. Butler)
8:26.0,D. Granger makes 2-pt shot from 13 ft,2,74-92,,
8:14.0,Personal foul by D. Granger (drawn by J. Meeks),,74-92,,
8:14.0,Official timeout,,74-92,,
8:14.0,,,74-92,,J. Jerebko enters the game for A. Tolliver
8:01.0,,,74-92,,J. Lucas III misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by D. Granger,,74-92,,
7:42.0,D. Granger makes 3-pt shot from 25 ft (assist by N. Cole),3,77-92,,
7:29.0,,,77-92,,Shooting foul by T. Johnson (drawn by J. Meeks)
7:29.0,,,77-93,1,J. Meeks makes free throw 1 of 2
7:29.0,C. Bosh enters the game for L. Deng,,77-93,,
7:29.0,M. Chalmers enters the game for T. Johnson,,77-93,,
7:29.0,,,77-94,1,J. Meeks makes free throw 2 of 2
7:16.0,M. Chalmers misses 2-pt shot from 4 ft (block by J. Anthony),,77-94,,
7:14.0,,,77-94,,Defensive rebound by J. Lucas III
7:07.0,,,77-94,,J. Jerebko misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by D. Granger,,77-94,,
6:58.0,Shooting foul by J. Anthony (drawn by D. Granger),,77-94,,
6:58.0,D. Granger makes free throw 1 of 2,1,78-94,,
6:58.0,,,78-94,,K. Singler enters the game for C. Butler
6:58.0,D. Granger makes free throw 2 of 2,1,79-94,,
6:42.0,,,79-94,,J. Meeks misses 3-pt shot from 25 ft
6:40.0,Defensive rebound by D. Granger,,79-94,,
6:28.0,C. Bosh misses 3-pt shot from 26 ft,,79-94,,
6:26.0,,,79-94,,Defensive rebound by J. Anthony
6:06.0,,,79-94,,J. Meeks misses 2-pt shot from 2 ft
6:06.0,,,79-94,,Offensive rebound by J. Anthony
6:06.0,,,79-94,,Shooting foul by N. Cole (drawn by J. Anthony)
6:06.0,,,79-94,,J. Anthony misses free throw 1 of 2
6:06.0,,,79-94,,Offensive rebound by Team
6:06.0,,,79-94,,K. Caldwell-Pope enters the game for J. Meeks
6:06.0,,,79-95,1,J. Anthony makes free throw 2 of 2
5:48.0,C. Andersen makes 2-pt shot from 19 ft (assist by M. Chalmers),2,81-95,,
5:33.0,,,81-95,,K. Caldwell-Pope misses 2-pt shot at rim
5:32.0,Defensive rebound by C. Andersen,,81-95,,
5:21.0,N. Cole makes 2-pt shot from 1 ft,2,83-95,,
5:21.0,,,83-95,,Detroit full timeout
5:21.0,,,83-95,,D. Augustin enters the game for J. Jerebko
5:21.0,,,83-95,,G. Monroe enters the game for J. Anthony
5:21.0,,,83-95,,A. Drummond enters the game for J. Lucas III
5:02.0,,,83-97,2,G. Monroe makes 2-pt shot from 6 ft (assist by D. Augustin)
4:39.0,Turnover by C. Bosh (lost ball),,83-97,,
4:26.0,,,83-99,2,G. Monroe makes 2-pt shot at rim (assist by K. Singler)
3:58.0,Turnover by Team (shot clock),,83-99,,
3:58.0,H. Whiteside enters the game for C. Andersen,,83-99,,
3:40.0,,,83-101,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by K. Singler)
3:40.0,Miami full timeout,,83-101,,
3:28.0,D. Granger misses 3-pt shot from 22 ft,,83-101,,
3:27.0,,,83-101,,Defensive rebound by G. Monroe
3:20.0,,,83-101,,Offensive foul by G. Monroe
3:20.0,,,83-101,,Turnover by G. Monroe (offensive foul)
3:20.0,J. Hamilton enters the game for C. Bosh,,83-101,,
2:56.0,J. Hamilton makes 2-pt shot from 17 ft (assist by M. Chalmers),2,85-101,,
2:42.0,Personal foul by M. Chalmers (drawn by K. Caldwell-Pope),,85-101,,
2:42.0,J. Ennis enters the game for H. Whiteside,,85-101,,
2:42.0,T. Johnson enters the game for M. Chalmers,,85-101,,
2:42.0,U. Haslem enters the game for D. Granger,,85-101,,
2:32.0,,,85-101,,K. Caldwell-Pope misses 2-pt shot at rim
2:29.0,,,85-101,,Offensive rebound by K. Caldwell-Pope
2:28.0,,,85-103,2,K. Caldwell-Pope makes 2-pt shot at rim
2:09.0,Turnover by J. Ennis (bad pass; steal by K. Caldwell-Pope),,85-103,,
1:49.0,,,85-106,3,D. Augustin makes 3-pt shot from 25 ft (assist by K. Singler)
1:33.0,Shooting foul by A. Drummond (drawn by U. Haslem),,85-106,,
1:33.0,U. Haslem misses free throw 1 of 2,,85-106,,
1:33.0,Offensive rebound by Team,,85-106,,
1:33.0,,,85-106,,J. Anthony enters the game for G. Monroe
1:33.0,,,85-106,,J. Jerebko enters the game for A. Drummond
1:33.0,,,85-106,,S. Dinwiddie enters the game for K. Caldwell-Pope
1:33.0,,,85-106,,J. Meeks enters the game for D. Augustin
1:33.0,S. Napier enters the game for N. Cole,,85-106,,
