time,Oklahoma City,pts.away,score,pts.home,San Antonio
5:05.0,Defensive rebound by S. Ibaka,,39-40,,
4:53.0,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams),2,41-40,,
4:41.0,,,41-40,,Turnover by M. Ginobili (bad pass; steal by R. Westbrook)
4:36.0,R. Westbrook makes 2-pt shot at rim (assist by S. Ibaka),2,43-40,,
4:20.0,,,43-40,,D. Green misses 2-pt shot from 4 ft
4:19.0,Defensive rebound by R. Westbrook,,43-40,,
4:12.0,A. Morrow makes 3-pt shot from 25 ft (assist by R. Westbrook),3,46-40,,
4:11.0,,,46-40,,San Antonio full timeout
4:11.0,,,46-40,,M. Belinelli enters the game for D. Green
4:11.0,,,46-40,,C. Joseph enters the game for T. Parker
4:11.0,,,46-40,,M. Bonner enters the game for T. Splitter
3:50.0,,,46-42,2,M. Ginobili makes 2-pt shot from 10 ft (assist by T. Duncan)
3:20.0,R. Westbrook misses 3-pt shot from 26 ft,,46-42,,
3:20.0,,,46-42,,Defensive rebound by T. Duncan
3:19.0,Jump ball: S. Adams vs. T. Duncan (R. Westbrook gains possession),,,,Jump ball: S. Adams vs. T. Duncan (R. Westbrook gains possession)
3:19.0,,,46-42,,Turnover by T. Duncan (lost ball; steal by S. Adams)
2:51.0,A. Roberson misses 2-pt shot from 16 ft,,46-42,,
2:50.0,Offensive rebound by S. Ibaka,,46-42,,
2:46.0,S. Ibaka misses 2-pt shot from 17 ft,,46-42,,
2:45.0,Offensive rebound by A. Morrow,,46-42,,
2:33.0,Offensive charge foul by S. Ibaka,,46-42,,
2:33.0,Turnover by S. Ibaka (offensive foul),,46-42,,
2:21.0,,,46-42,,T. Duncan misses 2-pt shot from 5 ft
2:19.0,Defensive rebound by S. Adams,,46-42,,
1:57.0,Turnover by R. Westbrook (lost ball),,46-42,,
1:46.0,,,46-42,,Shooting foul by S. Ibaka (drawn by T. Duncan)
1:46.0,,,46-43,1,T. Duncan makes free throw 1 of 2
1:46.0,R. Jackson enters the game for A. Morrow,,46-43,,
1:46.0,P. Jones enters the game for S. Ibaka,,46-43,,
1:46.0,,,46-43,,T. Duncan misses free throw 2 of 2
1:45.0,Defensive rebound by S. Adams,,46-43,,
1:35.0,R. Westbrook misses 2-pt shot from 18 ft,,46-43,,
1:31.0,Offensive rebound by R. Westbrook,,46-43,,
1:31.0,R. Westbrook makes 2-pt shot from 1 ft,2,48-43,,
1:09.0,,,48-45,2,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili)
0:54.0,R. Westbrook misses 2-pt shot from 16 ft,,48-45,,
0:53.0,Offensive rebound by S. Adams,,48-45,,
0:53.0,S. Adams misses 2-pt shot from 1 ft (block by M. Bonner),,48-45,,
0:53.0,,,48-45,,Defensive rebound by M. Ginobili
0:40.0,,,48-47,2,T. Duncan makes 2-pt shot at rim (assist by C. Joseph)
0:31.0,R. Westbrook makes 2-pt shot from 22 ft,2,50-47,,
0:23.0,,,50-47,,San Antonio full timeout
0:23.0,,,50-47,,D. Green enters the game for C. Joseph
0:23.0,,,50-47,,A. Daye enters the game for M. Bonner
0:10.0,,,50-47,,Turnover by M. Ginobili (bad pass)
0:06.0,,,50-47,,Personal foul by M. Belinelli (drawn by R. Westbrook)
0:06.0,,,50-47,,T. Parker enters the game for D. Green
0:06.0,,,50-47,,C. Joseph enters the game for A. Daye
0:06.0,Oklahoma City full timeout,,50-47,,
0:06.0,A. Morrow enters the game for A. Roberson,,50-47,,
0:06.0,Turnover by A. Morrow (bad pass),,50-47,,
0:06.0,,,50-47,,M. Bonner enters the game for C. Joseph
0:06.0,A. Roberson enters the game for A. Morrow,,50-47,,
0:00.0,,,50-47,,M. Bonner misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by A. Roberson,,50-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,50-47,,T. Duncan misses 2-pt shot from 7 ft
11:35.0,Defensive rebound by P. Jones,,50-47,,
11:35.0,,,50-47,,Loose ball foul by M. Bonner (drawn by P. Jones)
11:21.0,P. Jones misses 2-pt shot at rim,,50-47,,
11:20.0,Offensive rebound by S. Adams,,50-47,,
11:17.0,S. Adams misses 2-pt shot from 2 ft,,50-47,,
11:15.0,,,50-47,,Defensive rebound by T. Parker
10:53.0,,,50-47,,M. Bonner misses 3-pt shot from 27 ft
10:52.0,,,50-47,,Offensive rebound by T. Duncan
10:42.0,,,50-49,2,M. Belinelli makes 2-pt shot at rim
10:25.0,S. Ibaka makes 2-pt shot from 17 ft (assist by R. Westbrook),2,52-49,,
10:13.0,,,52-51,2,D. Green makes 2-pt shot at rim (assist by T. Duncan)
9:48.0,R. Westbrook makes 2-pt shot from 17 ft,2,54-51,,
9:33.0,,,54-51,,M. Belinelli misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by S. Adams,,54-51,,
9:29.0,,,54-51,,Personal foul by T. Parker (drawn by R. Westbrook)
9:23.0,R. Westbrook misses 2-pt shot from 19 ft,,54-51,,
9:22.0,,,54-51,,Defensive rebound by T. Duncan
9:04.0,,,54-53,2,T. Parker makes 2-pt shot from 20 ft (assist by M. Bonner)
8:47.0,Shooting foul by T. Duncan (drawn by S. Adams),,54-53,,
8:47.0,S. Adams makes free throw 1 of 2,1,55-53,,
8:47.0,S. Adams makes free throw 2 of 2,1,56-53,,
8:27.0,,,56-53,,D. Green misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by S. Ibaka,,56-53,,
8:16.0,P. Jones makes 2-pt shot from 7 ft (assist by R. Westbrook),2,58-53,,
8:05.0,,,58-53,,T. Parker misses 2-pt shot from 18 ft
8:04.0,Defensive rebound by S. Adams,,58-53,,
7:54.0,R. Westbrook makes 2-pt shot from 16 ft,2,60-53,,
7:54.0,,,60-53,,San Antonio full timeout
7:40.0,,,60-53,,T. Duncan misses 2-pt shot from 9 ft
7:39.0,Defensive rebound by S. Ibaka,,60-53,,
7:21.0,S. Ibaka misses 2-pt shot from 7 ft,,60-53,,
7:20.0,Offensive rebound by A. Roberson,,60-53,,
7:06.0,R. Westbrook misses 2-pt shot from 7 ft,,60-53,,
7:05.0,Offensive rebound by S. Adams,,60-53,,
7:05.0,Shooting foul by D. Green (drawn by S. Adams),,60-53,,
7:05.0,S. Adams misses free throw 1 of 2,,60-53,,
7:05.0,Offensive rebound by Team,,60-53,,
7:05.0,,,60-53,,K. Anderson enters the game for D. Green
7:05.0,S. Adams misses free throw 2 of 2,,60-53,,
7:04.0,,,60-53,,Defensive rebound by T. Parker
6:42.0,,,60-53,,T. Duncan misses 2-pt shot from 8 ft (block by S. Adams)
6:41.0,Defensive rebound by S. Adams,,60-53,,
6:37.0,R. Westbrook makes 2-pt shot from 7 ft,2,62-53,,
6:37.0,Shooting foul by T. Parker (drawn by R. Westbrook),,62-53,,
6:37.0,R. Westbrook makes free throw 1 of 1,1,63-53,,
6:17.0,,,63-53,,K. Anderson misses 3-pt shot from 23 ft
6:15.0,,,63-53,,Offensive rebound by M. Bonner
6:14.0,,,63-55,2,M. Bonner makes 2-pt shot from 2 ft
5:59.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook),2,65-55,,
5:40.0,,,65-58,3,M. Bonner makes 3-pt shot from 24 ft (assist by T. Duncan)
5:25.0,A. Roberson makes 3-pt shot from 24 ft (assist by R. Westbrook),3,68-58,,
5:14.0,Personal foul by A. Roberson (drawn by M. Belinelli),,68-58,,
5:14.0,,,68-58,,C. Joseph enters the game for T. Parker
5:14.0,,,68-58,,M. Ginobili enters the game for M. Belinelli
5:02.0,,,68-58,,C. Joseph misses 2-pt shot from 1 ft
5:01.0,,,68-58,,Offensive rebound by M. Ginobili
4:57.0,,,68-58,,M. Bonner misses 3-pt shot from 25 ft
4:56.0,,,68-58,,Offensive rebound by C. Joseph
4:52.0,,,68-58,,Shooting foul by S. Adams (drawn by M. Ginobili)
4:52.0,,,68-59,1,M. Ginobili makes free throw 1 of 2
4:52.0,,,68-59,,T. Splitter enters the game for T. Duncan
4:52.0,R. Jackson enters the game for P. Jones,,68-59,,
4:52.0,,,68-60,1,M. Ginobili makes free throw 2 of 2
4:39.0,S. Ibaka makes 3-pt shot from 25 ft (assist by R. Westbrook),3,71-60,,
4:27.0,,,71-62,2,M. Bonner makes 2-pt shot from 5 ft (assist by M. Ginobili)
4:09.0,R. Westbrook makes 2-pt shot from 2 ft,2,73-62,,
3:53.0,,,73-64,2,T. Splitter makes 2-pt shot from 1 ft (assist by M. Ginobili)
3:41.0,,,73-64,,Personal foul by K. Anderson (drawn by A. Roberson)
3:41.0,A. Roberson misses free throw 1 of 2,,73-64,,
3:41.0,Offensive rebound by Team,,73-64,,
3:41.0,K. Perkins enters the game for S. Adams,,73-64,,
3:41.0,A. Roberson makes free throw 2 of 2,1,74-64,,
3:27.0,,,74-66,2,T. Splitter makes 2-pt shot from 1 ft (assist by C. Joseph)
3:10.0,R. Westbrook misses 2-pt shot from 12 ft,,74-66,,
3:09.0,,,74-66,,Defensive rebound by C. Joseph
2:59.0,,,74-68,2,C. Joseph makes 2-pt shot from 1 ft
2:59.0,,,74-68,,Shooting foul by K. Perkins (drawn by C. Joseph)
2:59.0,Oklahoma City full timeout,,74-68,,
2:59.0,I. Smith enters the game for R. Westbrook,,74-68,,
2:59.0,,,74-69,1,C. Joseph makes free throw 1 of 1
2:46.0,R. Jackson misses 2-pt shot from 1 ft,,74-69,,
2:45.0,,,74-69,,Defensive rebound by T. Splitter
2:38.0,,,74-69,,Shooting foul by S. Ibaka (drawn by M. Bonner)
2:38.0,,,74-70,1,M. Bonner makes free throw 1 of 3
2:38.0,,,74-71,1,M. Bonner makes free throw 2 of 3
2:38.0,A. Morrow enters the game for A. Roberson,,74-71,,
2:38.0,P. Jones enters the game for S. Ibaka,,74-71,,
2:38.0,,,74-71,,D. Green enters the game for K. Anderson
2:38.0,,,74-71,,M. Bonner misses free throw 3 of 3
2:37.0,Defensive rebound by A. Morrow,,74-71,,
2:23.0,A. Morrow makes 2-pt shot from 19 ft (assist by R. Jackson),2,76-71,,
2:13.0,,,76-71,,Turnover by C. Joseph (lost ball)
1:51.0,Offensive foul by R. Jackson,,76-71,,
1:51.0,Turnover by R. Jackson (offensive foul),,76-71,,
1:51.0,,,76-71,,M. Belinelli enters the game for M. Bonner
1:31.0,,,76-73,2,C. Joseph makes 2-pt shot at rim (assist by M. Ginobili)
1:20.0,R. Jackson misses 3-pt shot from 25 ft,,76-73,,
1:19.0,,,76-73,,Defensive rebound by T. Splitter
1:14.0,Personal foul by K. Perkins (drawn by M. Ginobili),,76-73,,
1:14.0,,,76-74,1,M. Ginobili makes free throw 1 of 2
1:14.0,,,76-75,1,M. Ginobili makes free throw 2 of 2
0:54.0,K. Perkins misses 2-pt shot from 5 ft,,76-75,,
0:52.0,,,76-75,,Defensive rebound by T. Splitter
0:30.0,,,76-75,,Turnover by C. Joseph (lost ball)
0:11.0,R. Jackson misses 2-pt shot from 2 ft,,76-75,,
0:10.0,,,76-75,,Defensive rebound by T. Splitter
0:02.0,,,76-77,2,T. Splitter makes 2-pt shot from 1 ft (assist by M. Ginobili)
0:00.0,A. Morrow misses 3-pt shot from 24 ft (block by M. Belinelli),,76-77,,
0:00.0,Offensive rebound by Team,,76-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,S. Ibaka makes 2-pt shot from 2 ft (assist by I. Smith),2,78-77,,
11:24.0,,,78-79,2,M. Ginobili makes 2-pt shot at rim
11:11.0,Shooting foul by D. Green (drawn by P. Jones),,78-79,,
11:11.0,P. Jones misses free throw 1 of 3,,78-79,,
11:11.0,Offensive rebound by Team,,78-79,,
11:11.0,P. Jones makes free throw 2 of 3,1,79-79,,
11:11.0,,,79-79,,T. Parker enters the game for C. Joseph
11:11.0,P. Jones misses free throw 3 of 3,,79-79,,
11:10.0,,,79-79,,Defensive rebound by M. Ginobili
10:50.0,,,79-79,,D. Green misses 2-pt shot from 4 ft
10:50.0,Defensive rebound by Team,,79-79,,
10:43.0,S. Ibaka makes 3-pt shot from 25 ft (assist by I. Smith),3,82-79,,
10:42.0,,,82-79,,San Antonio full timeout
10:42.0,,,82-79,,M. Bonner enters the game for M. Ginobili
10:26.0,,,82-79,,M. Bonner misses 2-pt shot from 2 ft
10:24.0,,,82-79,,Offensive rebound by T. Splitter
10:24.0,,,82-81,2,T. Splitter makes 2-pt shot from 1 ft
10:10.0,Turnover by R. Jackson (bad pass; steal by M. Belinelli),,82-81,,
10:04.0,,,82-81,,M. Belinelli misses 2-pt shot from 2 ft (block by A. Morrow)
10:03.0,Defensive rebound by A. Morrow,,82-81,,
9:50.0,S. Ibaka misses 2-pt shot from 15 ft,,82-81,,
9:50.0,,,82-81,,Defensive rebound by T. Splitter
9:37.0,Personal foul by I. Smith (drawn by T. Splitter),,82-81,,
9:25.0,,,82-84,3,D. Green makes 3-pt shot from 23 ft (assist by T. Splitter)
9:14.0,I. Smith misses 2-pt shot at rim,,82-84,,
9:13.0,,,82-84,,Defensive rebound by M. Bonner
9:06.0,,,82-84,,D. Green misses 3-pt shot from 23 ft
9:05.0,Defensive rebound by S. Ibaka,,82-84,,
8:54.0,R. Jackson misses 2-pt shot from 1 ft (block by T. Splitter),,82-84,,
8:53.0,,,82-84,,Defensive rebound by D. Green
8:40.0,,,82-86,2,T. Splitter makes 2-pt shot from 1 ft (assist by T. Parker)
8:40.0,Oklahoma City full timeout,,82-86,,
8:40.0,R. Westbrook enters the game for I. Smith,,82-86,,
8:40.0,,,82-86,,T. Duncan enters the game for T. Splitter
8:40.0,,,82-86,,C. Joseph enters the game for D. Green
8:22.0,R. Westbrook makes 2-pt shot at rim (assist by R. Jackson),2,84-86,,
8:01.0,,,84-86,,T. Parker misses 2-pt shot from 19 ft
8:00.0,Defensive rebound by R. Jackson,,84-86,,
7:54.0,R. Westbrook makes 2-pt shot from 11 ft,2,86-86,,
7:54.0,Shooting foul by T. Parker (drawn by R. Westbrook),,86-86,,
7:54.0,R. Westbrook misses free throw 1 of 1,,86-86,,
7:53.0,,,86-86,,Defensive rebound by T. Duncan
7:42.0,,,86-89,3,M. Belinelli makes 3-pt shot from 25 ft (assist by C. Joseph)
7:37.0,,,86-89,,Technical foul by C. Joseph
7:37.0,Technical foul by R. Westbrook,,86-89,,
7:26.0,Turnover by R. Westbrook (lost ball; steal by C. Joseph),,86-89,,
7:20.0,,,86-91,2,M. Bonner makes 2-pt shot at rim (assist by C. Joseph)
7:08.0,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Jackson),2,88-91,,
7:08.0,Shooting foul by M. Belinelli (drawn by S. Ibaka),,88-91,,
7:08.0,S. Adams enters the game for P. Jones,,88-91,,
7:08.0,S. Ibaka makes free throw 1 of 1,1,89-91,,
6:48.0,,,89-93,2,T. Duncan makes 2-pt shot at rim (assist by T. Parker)
6:27.0,S. Adams makes 2-pt shot from 7 ft (assist by A. Morrow),2,91-93,,
6:07.0,,,91-93,,T. Parker misses 2-pt shot at rim
6:06.0,Defensive rebound by R. Westbrook,,91-93,,
6:02.0,R. Westbrook makes 2-pt shot from 1 ft,2,93-93,,
5:37.0,,,93-93,,T. Duncan misses 2-pt shot from 7 ft (block by S. Adams)
5:36.0,,,93-93,,Offensive rebound by M. Bonner
5:33.0,,,93-93,,Turnover by Team (shot clock)
5:18.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,95-93,,
