time,Sacramento,pts.away,score,pts.home,Phoenix
1:21.0,A. Miller enters the game for R. McCallum,,24-26,,
1:21.0,R. Evans enters the game for O. Casspi,,24-26,,
1:06.0,N. Stauskas makes 2-pt shot from 16 ft,2,26-26,,
0:54.0,,,26-26,,B. Wright misses 2-pt shot from 4 ft
0:50.0,Defensive rebound by R. Evans,,26-26,,
0:41.0,A. Miller misses 2-pt shot from 9 ft,,26-26,,
0:37.0,Offensive rebound by R. Evans,,26-26,,
0:26.0,N. Stauskas makes 2-pt shot from 20 ft (assist by A. Miller),2,28-26,,
0:07.0,,,28-26,,M. Morris misses 2-pt shot from 1 ft
0:06.0,,,28-26,,Offensive rebound by B. Wright
0:05.0,,,28-26,,B. Wright misses 2-pt shot from 1 ft
0:04.0,Defensive rebound by J. Thompson,,28-26,,
0:00.0,Shooting foul by E. Bledsoe (drawn by D. Williams),,28-26,,
0:00.0,,,28-26,,Technical foul by M. Morris
0:00.0,N. Stauskas makes technical free throw,1,29-26,,
0:00.0,D. Williams makes free throw 1 of 2,1,30-26,,
0:00.0,D. Williams makes free throw 2 of 2,1,31-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,J. Thompson misses 2-pt shot from 8 ft,,31-26,,
11:36.0,Offensive rebound by J. Thompson,,31-26,,
11:34.0,N. Stauskas makes 3-pt shot from 25 ft (assist by J. Thompson),3,34-26,,
11:22.0,,,34-26,,Turnover by B. Wright (bad pass)
11:10.0,Turnover by A. Miller (bad pass),,34-26,,
10:53.0,,,34-28,2,T. Warren makes 2-pt shot from 1 ft
10:44.0,Shooting foul by T. Warren (drawn by D. Williams),,34-28,,
10:44.0,D. Williams misses free throw 1 of 2,,34-28,,
10:44.0,Offensive rebound by Team,,34-28,,
10:44.0,D. Williams makes free throw 2 of 2,1,35-28,,
10:34.0,,,35-28,,Turnover by B. Wright (bad pass)
10:34.0,R. Gay enters the game for D. Williams,,35-28,,
10:15.0,A. Miller makes 3-pt shot from 25 ft (assist by R. Gay),3,38-28,,
10:02.0,,,38-28,,E. Bledsoe misses 2-pt shot from 16 ft
10:00.0,,,38-28,,Offensive rebound by A. Len
9:55.0,,,38-28,,A. Len misses 2-pt shot from 13 ft
9:55.0,,,38-28,,Offensive rebound by T. Warren
9:55.0,,,38-30,2,T. Warren makes 2-pt shot from 2 ft
9:55.0,Away from play foul by R. Gay (drawn by B. Wright),,38-30,,
9:55.0,,,38-30,,P. Tucker enters the game for T. Warren
9:55.0,,,38-30,,A. Price enters the game for E. Bledsoe
9:55.0,,,38-30,,B. Wright misses free throw 1 of 1
9:54.0,Defensive rebound by A. Miller,,38-30,,
9:35.0,N. Stauskas misses 2-pt shot from 20 ft,,38-30,,
9:33.0,,,38-30,,Defensive rebound by P. Tucker
9:31.0,Shooting block foul by N. Stauskas (drawn by A. Goodwin),,38-30,,
9:31.0,,,38-30,,A. Goodwin misses free throw 1 of 2
9:31.0,,,38-30,,Offensive rebound by Team
9:31.0,,,38-31,1,A. Goodwin makes free throw 2 of 2
9:15.0,R. Gay misses 3-pt shot from 26 ft,,38-31,,
9:13.0,,,38-31,,Defensive rebound by A. Price
9:06.0,,,38-31,,A. Goodwin misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by R. Evans,,38-31,,
8:53.0,A. Miller misses 3-pt shot from 24 ft,,38-31,,
8:52.0,,,38-31,,Defensive rebound by A. Goodwin
8:46.0,,,38-33,2,A. Len makes 2-pt shot from 2 ft (assist by B. Wright)
8:36.0,Sacramento full timeout,,38-33,,
8:36.0,D. Cousins enters the game for J. Thompson,,38-33,,
8:21.0,A. Miller misses 2-pt shot from 2 ft,,38-33,,
8:19.0,Offensive rebound by R. Evans,,38-33,,
8:16.0,Turnover by R. Evans (lost ball; steal by P. Tucker),,38-33,,
8:06.0,,,38-35,2,A. Len makes 2-pt shot from 1 ft (assist by A. Goodwin)
7:44.0,Offensive foul by D. Cousins,,38-35,,
7:44.0,Turnover by D. Cousins (offensive foul),,38-35,,
7:26.0,,,38-35,,A. Price misses 3-pt shot from 26 ft
7:24.0,Defensive rebound by N. Stauskas,,38-35,,
7:18.0,N. Stauskas makes 2-pt shot from 1 ft,2,40-35,,
6:59.0,,,40-35,,P. Tucker misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by D. Cousins,,40-35,,
6:51.0,R. Gay makes 2-pt shot from 2 ft (assist by A. Miller),2,42-35,,
6:41.0,,,42-35,,Shooting foul by A. Miller (drawn by B. Wright)
6:41.0,,,42-36,1,B. Wright makes free throw 1 of 2
6:41.0,,,42-36,,M. Morris enters the game for A. Goodwin
6:41.0,B. McLemore enters the game for N. Stauskas,,42-36,,
6:41.0,D. Williams enters the game for R. Evans,,42-36,,
6:41.0,,,42-36,,B. Wright misses free throw 2 of 2
6:39.0,Defensive rebound by R. Gay,,42-36,,
6:25.0,,,42-36,,Personal foul by A. Len (drawn by D. Cousins)
6:24.0,Turnover by A. Miller (bad pass; steal by A. Len),,42-36,,
6:01.0,,,42-36,,A. Price misses 2-pt shot from 17 ft (block by A. Miller)
5:59.0,Defensive rebound by R. Gay,,42-36,,
5:51.0,R. Gay makes 2-pt shot from 2 ft,2,44-36,,
5:28.0,Personal block foul by A. Miller (drawn by A. Price),,44-36,,
5:28.0,Official timeout,,44-36,,
5:28.0,,,44-36,,E. Bledsoe enters the game for B. Wright
5:28.0,,,44-36,,M. Morris enters the game for A. Price
5:28.0,R. McCallum enters the game for A. Miller,,44-36,,
5:16.0,,,44-38,2,M. Morris makes 2-pt shot from 11 ft
4:55.0,D. Cousins makes 2-pt shot from 5 ft,2,46-38,,
4:36.0,,,46-40,2,M. Morris makes 2-pt shot from 15 ft
4:20.0,,,46-40,,Shooting block foul by M. Morris (drawn by R. Gay)
4:20.0,R. Gay makes free throw 1 of 2,1,47-40,,
4:20.0,,,47-40,,A. Goodwin enters the game for M. Morris
4:20.0,R. Gay makes free throw 2 of 2,1,48-40,,
4:06.0,,,48-40,,A. Len misses 2-pt shot from 12 ft
4:04.0,Defensive rebound by D. Williams,,48-40,,
4:01.0,Offensive charge foul by D. Williams,,48-40,,
4:01.0,Turnover by D. Williams (offensive foul),,48-40,,
4:01.0,O. Casspi enters the game for R. Gay,,48-40,,
3:48.0,,,48-42,2,E. Bledsoe makes 2-pt shot from 19 ft
3:35.0,R. McCallum misses 3-pt shot from 25 ft,,48-42,,
3:32.0,,,48-42,,Defensive rebound by P. Tucker
3:28.0,Personal foul by B. McLemore (drawn by P. Tucker),,48-42,,
3:28.0,,,48-42,,P. Tucker misses free throw 1 of 2
3:28.0,,,48-42,,Offensive rebound by Team
3:28.0,,,48-43,1,P. Tucker makes free throw 2 of 2
3:12.0,D. Cousins misses 2-pt shot from 2 ft (block by A. Len),,48-43,,
3:10.0,,,48-43,,Defensive rebound by P. Tucker
3:07.0,,,48-45,2,M. Morris makes 2-pt shot from 5 ft (assist by P. Tucker)
2:44.0,D. Cousins makes 2-pt shot from 2 ft (assist by B. McLemore),2,50-45,,
2:44.0,Shooting foul by A. Len (drawn by D. Cousins),,50-45,,
2:44.0,,,50-45,,Phoenix full timeout
2:44.0,,,50-45,,B. Wright enters the game for A. Len
2:44.0,J. Thompson enters the game for D. Williams,,50-45,,
2:44.0,D. Cousins misses free throw 1 of 1,,50-45,,
2:44.0,,,50-45,,Defensive rebound by P. Tucker
2:34.0,Personal foul by O. Casspi (drawn by P. Tucker),,50-45,,
2:34.0,,,50-45,,P. Tucker misses free throw 1 of 2
2:34.0,,,50-45,,Offensive rebound by Team
2:34.0,,,50-45,,P. Tucker misses free throw 2 of 2
2:33.0,Defensive rebound by D. Cousins,,50-45,,
2:21.0,B. McLemore makes 2-pt shot from 2 ft (assist by R. McCallum),2,52-45,,
2:02.0,,,52-45,,Turnover by P. Tucker (lost ball; steal by D. Cousins)
1:53.0,Turnover by R. McCallum (lost ball; steal by P. Tucker),,52-45,,
1:49.0,,,52-47,2,B. Wright makes 2-pt shot at rim (assist by P. Tucker)
1:32.0,D. Cousins makes 2-pt shot from 2 ft,2,54-47,,
1:17.0,,,54-47,,E. Bledsoe misses 2-pt shot from 19 ft
1:15.0,Defensive rebound by D. Cousins,,54-47,,
1:08.0,Turnover by D. Cousins (bad pass; steal by A. Goodwin),,54-47,,
1:05.0,,,54-49,2,A. Goodwin makes 2-pt shot at rim
0:50.0,R. McCallum makes 2-pt shot from 1 ft (assist by D. Cousins),2,56-49,,
0:38.0,,,56-49,,M. Morris misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by J. Thompson,,56-49,,
0:32.0,R. McCallum misses 2-pt shot from 1 ft,,56-49,,
0:29.0,,,56-49,,Defensive rebound by B. Wright
0:27.0,Personal block foul by J. Thompson (drawn by A. Goodwin),,56-49,,
0:27.0,,,56-50,1,A. Goodwin makes free throw 1 of 2
0:27.0,,,56-51,1,A. Goodwin makes free throw 2 of 2
0:06.0,D. Cousins makes 2-pt shot from 20 ft (assist by R. McCallum),2,58-51,,
0:01.0,,,58-53,2,A. Goodwin makes 2-pt shot from 21 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,D. Cousins makes 2-pt shot from 17 ft (assist by B. McLemore),2,60-53,,
11:28.0,,,60-55,2,M. Morris makes 2-pt shot from 11 ft
11:02.0,D. Cousins misses 2-pt shot from 21 ft,,60-55,,
11:00.0,,,60-55,,Defensive rebound by P. Tucker
10:48.0,,,60-55,,M. Morris misses 3-pt shot from 25 ft
10:46.0,,,60-55,,Offensive rebound by A. Len
10:44.0,,,60-55,,P. Tucker misses 3-pt shot from 23 ft
10:43.0,Defensive rebound by D. Cousins,,60-55,,
10:34.0,D. Cousins makes 2-pt shot from 1 ft,2,62-55,,
10:13.0,,,62-55,,M. Morris misses 2-pt shot from 10 ft
10:10.0,Defensive rebound by R. Gay,,62-55,,
10:05.0,Turnover by D. Cousins (traveling),,62-55,,
9:42.0,,,62-55,,Turnover by A. Len (3 sec)
9:25.0,B. McLemore misses 3-pt shot from 25 ft,,62-55,,
9:24.0,,,62-55,,Defensive rebound by M. Morris
9:16.0,Personal foul by B. McLemore (drawn by M. Morris),,62-55,,
9:06.0,,,62-55,,A. Len misses 2-pt shot from 8 ft
9:03.0,Defensive rebound by D. Cousins,,62-55,,
8:50.0,O. Casspi makes 3-pt shot from 23 ft (assist by B. McLemore),3,65-55,,
8:36.0,,,65-55,,E. Bledsoe misses 3-pt shot from 24 ft
8:34.0,Defensive rebound by B. McLemore,,65-55,,
8:20.0,R. Gay misses 3-pt shot from 25 ft,,65-55,,
8:19.0,,,65-55,,Defensive rebound by A. Len
8:07.0,,,65-55,,Shooting foul by O. Casspi (drawn by M. Morris)
8:07.0,,,65-56,1,M. Morris makes free throw 1 of 2
8:07.0,,,65-57,1,M. Morris makes free throw 2 of 2
7:44.0,O. Casspi misses 2-pt shot from 3 ft (block by A. Len),,65-57,,
7:41.0,,,65-57,,Defensive rebound by A. Len
7:38.0,,,65-59,2,M. Morris makes 2-pt shot from 1 ft (assist by P. Tucker)
7:20.0,Shooting foul by P. Tucker (drawn by R. Gay),,65-59,,
7:20.0,R. Gay makes free throw 1 of 2,1,66-59,,
7:20.0,R. Gay makes free throw 2 of 2,1,67-59,,
7:06.0,,,67-62,3,E. Bledsoe makes 3-pt shot from 23 ft (assist by A. Len)
6:46.0,D. Cousins misses 2-pt shot from 8 ft,,67-62,,
6:45.0,,,67-62,,Defensive rebound by Team
6:31.0,,,67-62,,P. Tucker misses 2-pt shot from 5 ft
6:28.0,Defensive rebound by B. McLemore,,67-62,,
6:26.0,B. McLemore misses 2-pt shot from 2 ft (block by A. Len),,67-62,,
6:24.0,Offensive rebound by R. McCallum,,67-62,,
6:24.0,R. McCallum makes 2-pt shot at rim,2,69-62,,
6:08.0,,,69-65,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by M. Morris)
5:46.0,D. Cousins makes 2-pt shot from 19 ft,2,71-65,,
5:32.0,,,71-65,,P. Tucker misses 3-pt shot from 23 ft
5:29.0,Defensive rebound by D. Cousins,,71-65,,
5:22.0,Shooting foul by M. Morris (drawn by R. Gay),,71-65,,
5:22.0,,,71-65,,Phoenix full timeout
5:22.0,,,71-65,,A. Goodwin enters the game for M. Morris
5:22.0,R. Gay makes free throw 1 of 2,1,72-65,,
5:22.0,R. Gay misses free throw 2 of 2,,72-65,,
5:21.0,,,72-65,,Defensive rebound by P. Tucker
5:05.0,,,72-65,,E. Bledsoe misses 2-pt shot from 5 ft
5:03.0,Defensive rebound by D. Cousins,,72-65,,
5:01.0,Turnover by D. Cousins (bad pass; steal by M. Morris),,72-65,,
4:48.0,,,72-65,,Turnover by P. Tucker (bad pass; steal by R. Gay)
4:44.0,Turnover by R. Gay (bad pass),,72-65,,
4:33.0,Personal foul by B. McLemore (drawn by A. Goodwin),,72-65,,
4:33.0,D. Williams enters the game for O. Casspi,,72-65,,
4:20.0,,,72-65,,M. Morris misses 2-pt shot from 6 ft
4:17.0,,,72-65,,Offensive rebound by A. Len
4:14.0,,,72-68,3,M. Morris makes 3-pt shot from 25 ft (assist by A. Len)
3:59.0,R. McCallum makes 2-pt shot from 14 ft,2,74-68,,
3:47.0,,,74-68,,Turnover by M. Morris (bad pass)
3:47.0,N. Stauskas enters the game for B. McLemore,,74-68,,
3:24.0,D. Williams misses 3-pt shot from 24 ft,,74-68,,
3:22.0,Offensive rebound by Team,,74-68,,
3:22.0,,,74-68,,T. Warren enters the game for E. Bledsoe
3:19.0,R. Gay misses 2-pt shot from 16 ft,,74-68,,
3:18.0,,,74-68,,Defensive rebound by M. Morris
2:53.0,,,74-68,,A. Goodwin misses 2-pt shot from 21 ft (block by R. McCallum)
2:50.0,Defensive rebound by D. Williams,,74-68,,
2:48.0,D. Williams makes 2-pt shot at rim (assist by R. Gay),2,76-68,,
2:29.0,,,76-68,,A. Len misses 2-pt shot from 17 ft
2:28.0,Defensive rebound by Team,,76-68,,
2:28.0,Sacramento full timeout,,76-68,,
2:28.0,A. Miller enters the game for R. McCallum,,76-68,,
2:28.0,,,76-68,,B. Wright enters the game for A. Len
2:11.0,D. Cousins makes 2-pt shot at rim (assist by R. Gay),2,78-68,,
1:41.0,,,78-68,,A. Goodwin misses 2-pt shot from 22 ft
1:39.0,,,78-68,,Offensive rebound by B. Wright
1:33.0,,,78-70,2,A. Goodwin makes 2-pt shot from 21 ft
1:12.0,N. Stauskas makes 3-pt shot from 24 ft (assist by D. Cousins),3,81-70,,
0:46.0,,,81-70,,P. Tucker misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by D. Cousins,,81-70,,
0:33.0,R. Gay makes 2-pt shot from 1 ft (assist by A. Miller),2,83-70,,
0:09.0,,,83-70,,P. Tucker misses 2-pt shot from 1 ft
0:07.0,,,83-70,,Offensive rebound by P. Tucker
0:07.0,,,83-70,,P. Tucker misses 2-pt shot from 1 ft
0:05.0,,,83-70,,Offensive rebound by Team
0:05.0,J. Thompson enters the game for D. Cousins,,83-70,,
0:04.0,Personal take foul by A. Miller (drawn by A. Goodwin),,83-70,,
0:00.0,,,83-70,,A. Goodwin misses 2-pt shot from 21 ft
0:00.0,,,83-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,83-70,,Turnover by G. Green (back court)
11:26.0,Turnover by N. Stauskas (bad pass),,83-70,,
11:15.0,,,83-72,2,A. Goodwin makes 2-pt shot from 1 ft
11:03.0,Offensive foul by J. Thompson,,83-72,,
11:03.0,Turnover by J. Thompson (offensive foul),,83-72,,
11:03.0,O. Casspi enters the game for R. Gay,,83-72,,
10:53.0,,,83-72,,E. Bledsoe misses 2-pt shot from 15 ft
10:51.0,,,83-72,,Offensive rebound by B. Wright
10:51.0,,,83-74,2,B. Wright makes 2-pt shot from 1 ft
10:33.0,,,83-74,,Personal foul by G. Green (drawn by D. Williams)
10:19.0,A. Miller misses 2-pt shot from 17 ft,,83-74,,
10:13.0,,,83-74,,Defensive rebound by G. Green
10:11.0,,,83-74,,Turnover by E. Bledsoe (bad pass)
9:57.0,Turnover by O. Casspi (bad pass),,83-74,,
9:40.0,,,83-74,,A. Goodwin misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by D. Williams,,83-74,,
9:28.0,J. Thompson misses 2-pt shot from 19 ft,,83-74,,
9:26.0,,,83-74,,Defensive rebound by M. Morris
9:18.0,,,83-74,,M. Morris misses 2-pt shot from 3 ft
9:16.0,Defensive rebound by J. Thompson,,83-74,,
9:12.0,O. Casspi makes 2-pt shot from 1 ft (assist by A. Miller),2,85-74,,
8:59.0,,,85-74,,E. Bledsoe misses 3-pt shot from 26 ft
8:56.0,Defensive rebound by N. Stauskas,,85-74,,
8:42.0,D. Williams makes 2-pt shot at rim (assist by A. Miller),2,87-74,,
8:41.0,,,87-74,,Phoenix full timeout
8:41.0,,,87-74,,M. Morris enters the game for A. Goodwin
8:30.0,,,87-76,2,G. Green makes 2-pt shot from 17 ft
8:14.0,J. Thompson misses 2-pt shot at rim (block by B. Wright),,87-76,,
8:12.0,,,87-76,,Defensive rebound by M. Morris
8:01.0,,,87-78,2,G. Green makes 2-pt shot from 14 ft
7:51.0,,,87-78,,Personal foul by G. Green (drawn by N. Stauskas)
7:51.0,D. Cousins enters the game for J. Thompson,,87-78,,
7:42.0,D. Cousins misses 2-pt shot from 2 ft,,87-78,,
7:39.0,,,87-78,,Defensive rebound by M. Morris
7:34.0,,,87-78,,G. Green misses 3-pt shot from 25 ft
7:32.0,,,87-78,,Offensive rebound by M. Morris
7:32.0,,,87-78,,Shooting foul by D. Williams (drawn by M. Morris)
7:32.0,,,87-79,1,M. Morris makes free throw 1 of 2
7:32.0,,,87-80,1,M. Morris makes free throw 2 of 2
7:17.0,O. Casspi misses 3-pt shot from 27 ft,,87-80,,
7:15.0,,,87-80,,Defensive rebound by E. Bledsoe
7:09.0,,,87-80,,G. Green misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by D. Cousins,,87-80,,
6:57.0,N. Stauskas misses 3-pt shot from 26 ft,,87-80,,
6:55.0,Offensive rebound by A. Miller,,87-80,,
6:51.0,D. Williams makes 3-pt shot from 24 ft (assist by A. Miller),3,90-80,,
6:39.0,,,90-80,,G. Green misses 3-pt shot from 24 ft
6:38.0,Defensive rebound by N. Stauskas,,90-80,,
6:27.0,D. Williams makes 2-pt shot at rim (assist by A. Miller),2,92-80,,
6:08.0,,,92-80,,Turnover by B. Wright (bad pass; steal by N. Stauskas)
6:08.0,,,92-80,,Personal take foul by G. Green (drawn by N. Stauskas)
6:08.0,B. McLemore enters the game for N. Stauskas,,92-80,,
5:56.0,D. Cousins misses 2-pt shot from 11 ft,,92-80,,
5:54.0,,,92-80,,Defensive rebound by E. Bledsoe
5:51.0,,,92-80,,Shooting foul by B. McLemore (drawn by E. Bledsoe)
5:51.0,Official timeout,,92-80,,
5:51.0,R. Gay enters the game for O. Casspi,,92-80,,
5:51.0,,,92-81,1,E. Bledsoe makes free throw 1 of 2
5:51.0,,,92-82,1,E. Bledsoe makes free throw 2 of 2
5:31.0,Turnover by D. Cousins (lost ball; steal by G. Green),,92-82,,
5:25.0,,,92-85,3,M. Morris makes 3-pt shot from 25 ft (assist by G. Green)
5:09.0,Turnover by D. Williams (bad pass; steal by G. Green),,92-85,,
5:09.0,R. McCallum enters the game for A. Miller,,92-85,,
4:51.0,,,92-87,2,M. Morris makes 2-pt shot from 21 ft
4:29.0,,,92-87,,Personal foul by G. Green (drawn by D. Cousins)
4:13.0,B. McLemore makes 3-pt shot from 24 ft (assist by D. Williams),3,95-87,,
3:58.0,Personal foul by B. McLemore (drawn by G. Green),,95-87,,
3:50.0,,,95-87,,Turnover by M. Morris (bad pass)
3:36.0,Turnover by R. Gay (lost ball; steal by M. Morris),,95-87,,
3:36.0,Personal foul by R. Gay (drawn by M. Morris),,95-87,,
3:36.0,,,95-87,,P. Tucker enters the game for G. Green
3:21.0,,,95-89,2,M. Morris makes 2-pt shot from 13 ft (assist by P. Tucker)
3:00.0,R. McCallum misses 2-pt shot from 3 ft,,95-89,,
2:58.0,,,95-89,,Defensive rebound by P. Tucker
