time,Houston,pts.away,score,pts.home,LA Lakers
5:09.0,Defensive rebound by P. Beverley,,16-8,,
4:55.0,Turnover by J. Harden (back court),,16-8,,
4:45.0,,,16-8,,W. Ellington misses 3-pt shot from 24 ft
4:44.0,,,16-8,,Offensive rebound by J. Hill
4:38.0,,,16-8,,C. Boozer misses 2-pt shot from 17 ft
4:36.0,Defensive rebound by T. Ariza,,16-8,,
4:30.0,T. Ariza makes 2-pt shot from 2 ft (assist by J. Harden),2,18-8,,
4:07.0,,,18-10,2,W. Ellington makes 2-pt shot from 19 ft (assist by J. Clarkson)
3:54.0,J. Harden makes 3-pt shot from 25 ft (assist by P. Beverley),3,21-10,,
3:39.0,Personal foul by J. Dorsey (drawn by J. Clarkson),,21-10,,
3:39.0,J. Terry enters the game for P. Beverley,,21-10,,
3:39.0,C. Brewer enters the game for T. Ariza,,21-10,,
3:39.0,,,21-10,,N. Young enters the game for R. Kelly
3:39.0,,,21-10,,E. Davis enters the game for J. Hill
3:39.0,,,21-10,,J. Lin enters the game for W. Ellington
3:39.0,,,21-10,,W. Johnson enters the game for J. Clarkson
3:31.0,,,21-10,,Turnover by C. Boozer (lost ball)
3:20.0,Turnover by C. Brewer (bad pass; steal by E. Davis),,21-10,,
3:12.0,,,21-10,,C. Boozer misses 2-pt shot from 16 ft
3:10.0,Defensive rebound by J. Dorsey,,21-10,,
3:04.0,J. Harden makes 3-pt shot from 24 ft,3,24-10,,
2:39.0,,,24-10,,C. Boozer misses 2-pt shot from 6 ft (block by J. Dorsey)
2:38.0,,,24-10,,Offensive rebound by C. Boozer
2:36.0,,,24-12,2,C. Boozer makes 2-pt shot from 3 ft
2:18.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Harden),3,27-12,,
2:09.0,,,27-12,,Shooting foul by J. Dorsey (drawn by J. Lin)
2:09.0,Houston full timeout,,27-12,,
2:09.0,C. Capela enters the game for J. Dorsey,,27-12,,
2:09.0,,,27-13,1,J. Lin makes free throw 1 of 2
2:09.0,,,27-13,,J. Lin misses free throw 2 of 2
2:08.0,Defensive rebound by J. Harden,,27-13,,
1:53.0,Shooting foul by C. Boozer (drawn by C. Capela),,27-13,,
1:53.0,C. Capela misses free throw 1 of 2,,27-13,,
1:53.0,Offensive rebound by Team,,27-13,,
1:53.0,C. Capela misses free throw 2 of 2,,27-13,,
1:52.0,Offensive rebound by Team,,27-13,,
1:40.0,Turnover by J. Harden (bad pass),,27-13,,
1:24.0,,,27-13,,N. Young misses 3-pt shot from 23 ft
1:21.0,,,27-13,,Offensive rebound by E. Davis
1:21.0,,,27-13,,E. Davis misses 2-pt shot from 3 ft
1:20.0,,,27-13,,Offensive rebound by E. Davis
1:20.0,,,27-13,,E. Davis misses 2-pt shot from 3 ft
1:18.0,Defensive rebound by J. Harden,,27-13,,
1:10.0,J. Terry misses 3-pt shot from 27 ft,,27-13,,
1:08.0,Offensive rebound by J. Harden,,27-13,,
1:07.0,C. Capela misses 2-pt shot from 3 ft,,27-13,,
1:06.0,,,27-13,,Defensive rebound by C. Boozer
1:02.0,,,27-15,2,E. Davis makes 2-pt shot from 3 ft (assist by J. Lin)
0:46.0,C. Brewer makes 3-pt shot from 23 ft (assist by J. Terry),3,30-15,,
0:37.0,,,30-15,,Turnover by J. Lin (lost ball)
0:27.0,Turnover by J. Harden (lost ball),,30-15,,
0:27.0,T. Ariza enters the game for J. Harden,,30-15,,
0:08.0,,,30-15,,Turnover by N. Young (bad pass; steal by T. Ariza)
0:04.0,C. Capela misses 2-pt shot at rim,,30-15,,
0:03.0,,,30-15,,Defensive rebound by Team
0:00.0,,,30-15,,Offensive foul by J. Lin
0:00.0,,,30-15,,Turnover by J. Lin (offensive foul)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,30-15,,J. Lin misses 2-pt shot from 22 ft
11:39.0,Defensive rebound by T. Ariza,,30-15,,
11:28.0,D. Motiejunas misses 2-pt shot from 4 ft (block by E. Davis),,30-15,,
11:26.0,,,30-15,,Defensive rebound by C. Boozer
11:19.0,,,30-15,,N. Young misses 2-pt shot from 19 ft
11:18.0,,,30-15,,Offensive rebound by E. Davis
11:16.0,,,30-17,2,E. Davis makes 2-pt shot at rim
10:59.0,J. Smith misses 2-pt shot from 3 ft (block by C. Boozer),,30-17,,
10:57.0,,,30-17,,Defensive rebound by N. Young
10:53.0,,,30-17,,Turnover by N. Young (bad pass; steal by J. Terry)
10:47.0,T. Ariza misses 2-pt shot from 2 ft,,30-17,,
10:42.0,,,30-17,,Defensive rebound by E. Davis
10:39.0,,,30-17,,W. Johnson misses 3-pt shot from 26 ft
10:37.0,,,30-17,,Offensive rebound by N. Young
10:28.0,,,30-19,2,C. Boozer makes 2-pt shot from 1 ft
10:13.0,Shooting foul by E. Davis (drawn by J. Terry),,30-19,,
10:13.0,J. Terry misses free throw 1 of 2,,30-19,,
10:13.0,Offensive rebound by Team,,30-19,,
10:13.0,J. Terry makes free throw 2 of 2,1,31-19,,
10:00.0,,,31-19,,J. Lin misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by J. Smith,,31-19,,
9:52.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Smith),3,34-19,,
9:39.0,Personal foul by T. Ariza (drawn by W. Johnson),,34-19,,
9:35.0,,,34-19,,J. Lin misses 2-pt shot from 2 ft (block by J. Smith)
9:32.0,Defensive rebound by J. Smith,,34-19,,
9:27.0,J. Terry makes 2-pt shot from 2 ft (assist by T. Ariza),2,36-19,,
9:11.0,,,36-21,2,C. Boozer makes 2-pt shot from 10 ft (assist by J. Lin)
8:58.0,J. Smith misses 2-pt shot from 17 ft,,36-21,,
8:57.0,,,36-21,,Defensive rebound by N. Young
8:42.0,,,36-23,2,C. Boozer makes 2-pt shot from 17 ft
8:20.0,D. Motiejunas makes 2-pt shot from 7 ft,2,38-23,,
8:05.0,,,38-23,,Turnover by W. Johnson (bad pass; steal by C. Brewer)
8:00.0,J. Terry makes 2-pt shot from 3 ft (assist by T. Ariza),2,40-23,,
7:45.0,,,40-23,,Turnover by N. Young (bad pass; steal by D. Motiejunas)
7:42.0,C. Brewer makes 2-pt shot at rim (assist by T. Ariza),2,42-23,,
7:16.0,,,42-23,,E. Davis misses 2-pt shot from 4 ft
7:15.0,Defensive rebound by D. Motiejunas,,42-23,,
7:13.0,Official timeout,,42-23,,
7:13.0,,,42-23,,J. Clarkson enters the game for N. Young
6:51.0,T. Ariza misses 3-pt shot from 25 ft,,42-23,,
6:50.0,,,42-23,,Defensive rebound by E. Davis
6:28.0,,,42-23,,J. Clarkson misses 2-pt shot from 14 ft
6:27.0,Defensive rebound by C. Brewer,,42-23,,
6:24.0,Turnover by J. Terry (traveling),,42-23,,
6:24.0,P. Beverley enters the game for J. Terry,,42-23,,
6:24.0,J. Harden enters the game for C. Brewer,,42-23,,
6:07.0,,,42-23,,W. Johnson misses 2-pt shot at rim
6:06.0,,,42-23,,Offensive rebound by C. Boozer
5:58.0,,,42-25,2,C. Boozer makes 2-pt shot from 9 ft (assist by W. Johnson)
5:47.0,Turnover by P. Beverley (traveling),,42-25,,
5:47.0,,,42-25,,LA Lakers full timeout
5:47.0,,,42-25,,R. Sacre enters the game for C. Boozer
5:47.0,,,42-25,,J. Hill enters the game for E. Davis
5:47.0,J. Dorsey enters the game for J. Smith,,42-25,,
5:37.0,Personal foul by T. Ariza (drawn by W. Johnson),,42-25,,
5:25.0,,,42-25,,J. Lin misses 2-pt shot from 20 ft
5:24.0,Defensive rebound by P. Beverley,,42-25,,
5:18.0,T. Ariza misses 3-pt shot from 23 ft,,42-25,,
5:16.0,,,42-25,,Defensive rebound by J. Hill
5:06.0,Personal foul by J. Dorsey (drawn by J. Clarkson),,42-25,,
5:06.0,,,42-25,,R. Kelly enters the game for W. Johnson
5:06.0,,,42-25,,W. Ellington enters the game for J. Lin
4:54.0,,,42-25,,J. Clarkson misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by D. Motiejunas,,42-25,,
4:52.0,,,42-25,,Personal foul by J. Hill (drawn by D. Motiejunas)
4:42.0,T. Ariza misses 2-pt shot from 4 ft,,42-25,,
4:41.0,,,42-25,,Defensive rebound by R. Sacre
4:23.0,,,42-25,,Turnover by J. Clarkson (lost ball; steal by J. Harden)
4:17.0,J. Harden makes 2-pt shot from 2 ft,2,44-25,,
4:00.0,,,44-27,2,R. Sacre makes 2-pt shot from 5 ft (assist by W. Ellington)
3:44.0,P. Beverley misses 3-pt shot from 25 ft,,44-27,,
3:43.0,,,44-27,,Defensive rebound by W. Ellington
3:30.0,,,44-27,,J. Hill misses 2-pt shot from 13 ft
3:29.0,Defensive rebound by J. Dorsey,,44-27,,
3:19.0,J. Dorsey misses 2-pt shot from 2 ft,,44-27,,
3:18.0,,,44-27,,Defensive rebound by J. Hill
3:15.0,,,44-27,,J. Clarkson misses 2-pt shot from 2 ft (block by P. Beverley)
3:15.0,,,44-27,,Offensive rebound by Team
3:15.0,C. Brewer enters the game for T. Ariza,,44-27,,
3:10.0,,,44-27,,W. Ellington misses 2-pt shot from 18 ft
3:09.0,Defensive rebound by P. Beverley,,44-27,,
3:06.0,C. Brewer misses 2-pt shot from 8 ft,,44-27,,
3:06.0,,,44-27,,Defensive rebound by Team
3:06.0,Loose ball foul by C. Brewer (drawn by R. Sacre),,44-27,,
2:52.0,Personal foul by P. Beverley (drawn by R. Sacre),,44-27,,
2:52.0,Houston full timeout,,44-27,,
2:52.0,,,44-28,1,R. Sacre makes free throw 1 of 2
2:52.0,,,44-28,,R. Sacre misses free throw 2 of 2
2:50.0,Defensive rebound by J. Dorsey,,44-28,,
2:40.0,J. Harden makes 3-pt shot from 26 ft (assist by P. Beverley),3,47-28,,
2:15.0,,,47-28,,J. Hill misses 2-pt shot from 21 ft
2:14.0,Defensive rebound by J. Harden,,47-28,,
2:08.0,Offensive foul by J. Dorsey,,47-28,,
2:08.0,Turnover by J. Dorsey (offensive foul),,47-28,,
2:08.0,J. Smith enters the game for J. Dorsey,,47-28,,
2:08.0,C. Capela enters the game for D. Motiejunas,,47-28,,
1:57.0,,,47-30,2,W. Ellington makes 2-pt shot from 18 ft (assist by J. Clarkson)
1:42.0,J. Harden misses 3-pt shot from 26 ft,,47-30,,
1:40.0,,,47-30,,Defensive rebound by J. Hill
1:34.0,,,47-32,2,J. Clarkson makes 2-pt shot from 4 ft
1:19.0,,,47-32,,Personal foul by W. Ellington (drawn by J. Harden)
1:12.0,P. Beverley makes 3-pt shot from 26 ft (assist by C. Brewer),3,50-32,,
0:45.0,,,50-32,,R. Kelly misses 2-pt shot from 12 ft
0:44.0,,,50-32,,Offensive rebound by J. Hill
0:44.0,Violation by C. Capela (def goaltending),,50-32,,
0:44.0,,,50-34,2,J. Hill makes 2-pt shot from 2 ft
0:27.0,J. Harden makes 2-pt shot from 19 ft,2,52-34,,
0:02.0,,,52-36,2,J. Hill makes 2-pt shot from 18 ft (assist by R. Kelly)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,Personal foul by P. Beverley (drawn by J. Clarkson),,52-36,,
11:34.0,,,52-36,,J. Hill misses 2-pt shot from 6 ft
11:31.0,,,52-36,,Offensive rebound by R. Sacre
11:30.0,,,52-36,,R. Sacre misses 2-pt shot from 3 ft
11:29.0,Defensive rebound by J. Dorsey,,52-36,,
11:17.0,D. Motiejunas misses 2-pt shot from 6 ft,,52-36,,
11:13.0,Offensive rebound by J. Dorsey,,52-36,,
11:05.0,P. Beverley misses 3-pt shot from 25 ft,,52-36,,
11:02.0,,,52-36,,Defensive rebound by W. Ellington
10:55.0,,,52-36,,W. Ellington misses 2-pt shot from 15 ft
10:54.0,Defensive rebound by P. Beverley,,52-36,,
10:48.0,P. Beverley misses 3-pt shot from 24 ft,,52-36,,
10:45.0,Offensive rebound by T. Ariza,,52-36,,
10:42.0,T. Ariza misses 3-pt shot from 26 ft,,52-36,,
10:40.0,,,52-36,,Defensive rebound by J. Hill
10:30.0,,,52-36,,Turnover by J. Clarkson (bad pass; steal by T. Ariza)
10:22.0,J. Harden misses 2-pt shot from 2 ft,,52-36,,
10:20.0,Offensive rebound by T. Ariza,,52-36,,
10:20.0,T. Ariza makes 2-pt shot at rim,2,54-36,,
9:55.0,,,54-36,,J. Hill misses 2-pt shot from 18 ft
9:53.0,Defensive rebound by T. Ariza,,54-36,,
9:31.0,P. Beverley misses 3-pt shot from 24 ft,,54-36,,
9:29.0,,,54-36,,Defensive rebound by W. Ellington
9:21.0,,,54-38,2,J. Hill makes 2-pt shot from 16 ft (assist by W. Ellington)
9:04.0,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza),3,57-38,,
8:56.0,,,57-38,,Turnover by J. Clarkson (lost ball; steal by P. Beverley)
8:55.0,,,57-38,,Loose ball foul by J. Clarkson (drawn by P. Beverley)
8:46.0,Turnover by J. Harden (bad pass; steal by R. Kelly),,57-38,,
8:39.0,,,57-40,2,W. Ellington makes 2-pt shot from 13 ft (assist by R. Kelly)
8:18.0,Shooting foul by R. Sacre (drawn by T. Ariza),,57-40,,
8:18.0,T. Ariza makes free throw 1 of 2,1,58-40,,
8:18.0,T. Ariza makes free throw 2 of 2,1,59-40,,
8:03.0,,,59-43,3,W. Ellington makes 3-pt shot from 27 ft (assist by R. Sacre)
7:50.0,J. Harden makes 3-pt shot from 27 ft,3,62-43,,
7:38.0,,,62-43,,Shooting foul by P. Beverley (drawn by J. Clarkson)
7:38.0,,,62-44,1,J. Clarkson makes free throw 1 of 2
7:38.0,J. Smith enters the game for J. Dorsey,,62-44,,
7:38.0,,,62-45,1,J. Clarkson makes free throw 2 of 2
7:15.0,Shooting foul by R. Kelly (drawn by J. Harden),,62-45,,
7:15.0,J. Harden makes free throw 1 of 3,1,63-45,,
7:15.0,J. Harden makes free throw 2 of 3,1,64-45,,
7:15.0,J. Harden makes free throw 3 of 3,1,65-45,,
7:07.0,,,65-45,,Turnover by R. Sacre (bad pass)
6:46.0,J. Smith misses 2-pt shot from 15 ft,,65-45,,
6:44.0,,,65-45,,Defensive rebound by R. Kelly
6:26.0,,,65-45,,Shooting foul by P. Beverley (drawn by R. Kelly)
6:26.0,,,65-46,1,R. Kelly makes free throw 1 of 2
6:26.0,J. Terry enters the game for P. Beverley,,65-46,,
6:26.0,,,65-47,1,R. Kelly makes free throw 2 of 2
6:04.0,J. Smith makes 2-pt shot from 7 ft,2,67-47,,
5:44.0,,,67-47,,J. Clarkson misses 3-pt shot from 26 ft
5:43.0,Defensive rebound by J. Smith,,67-47,,
5:37.0,J. Harden misses 3-pt shot from 26 ft,,67-47,,
5:36.0,Offensive rebound by J. Smith,,67-47,,
5:29.0,J. Terry misses 3-pt shot from 26 ft,,67-47,,
5:28.0,,,67-47,,Defensive rebound by R. Sacre
5:28.0,Personal foul by J. Smith (drawn by R. Sacre),,67-47,,
5:28.0,,,67-47,,LA Lakers full timeout
5:28.0,,,67-47,,W. Johnson enters the game for R. Kelly
5:28.0,,,67-47,,J. Lin enters the game for J. Hill
5:28.0,,,67-47,,C. Boozer enters the game for W. Ellington
5:14.0,,,67-49,2,J. Clarkson makes 2-pt shot from 1 ft (assist by C. Boozer)
5:00.0,T. Ariza misses 3-pt shot from 26 ft,,67-49,,
4:59.0,Offensive rebound by D. Motiejunas,,67-49,,
4:45.0,J. Smith misses 3-pt shot from 23 ft,,67-49,,
4:44.0,,,67-49,,Defensive rebound by R. Sacre
4:32.0,,,67-51,2,W. Johnson makes 2-pt shot from 21 ft (assist by C. Boozer)
4:14.0,J. Smith makes 2-pt shot from 5 ft (assist by D. Motiejunas),2,69-51,,
3:59.0,,,69-51,,R. Sacre misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by J. Harden,,69-51,,
3:53.0,T. Ariza misses 2-pt shot at rim,,69-51,,
3:50.0,,,69-51,,Defensive rebound by C. Boozer
3:44.0,,,69-51,,J. Clarkson misses 2-pt shot from 4 ft
3:38.0,Defensive rebound by J. Terry,,69-51,,
3:37.0,J. Harden makes 2-pt shot from 3 ft (assist by J. Terry),2,71-51,,
3:26.0,,,71-51,,W. Johnson misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by D. Motiejunas,,71-51,,
3:13.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,74-51,,
2:57.0,,,74-53,2,C. Boozer makes 2-pt shot from 15 ft (assist by J. Lin)
2:44.0,Shooting foul by R. Sacre (drawn by J. Harden),,74-53,,
2:44.0,Houston full timeout,,74-53,,
2:44.0,,,74-53,,E. Davis enters the game for R. Sacre
2:44.0,K. Papanikolaou enters the game for D. Motiejunas,,74-53,,
2:44.0,J. Harden makes free throw 1 of 2,1,75-53,,
2:44.0,C. Brewer enters the game for T. Ariza,,75-53,,
2:44.0,J. Harden makes free throw 2 of 2,1,76-53,,
2:30.0,,,76-53,,E. Davis misses 2-pt shot from 2 ft
2:29.0,Defensive rebound by J. Smith,,76-53,,
2:23.0,J. Smith makes 2-pt shot from 2 ft,2,78-53,,
2:04.0,,,78-55,2,C. Boozer makes 2-pt shot from 10 ft (assist by J. Lin)
1:43.0,J. Terry misses 3-pt shot from 27 ft,,78-55,,
1:42.0,,,78-55,,Defensive rebound by E. Davis
1:28.0,,,78-55,,Turnover by C. Boozer (lost ball; steal by J. Smith)
1:24.0,J. Harden makes 2-pt shot at rim (assist by C. Brewer),2,80-55,,
1:07.0,,,80-55,,J. Clarkson misses 2-pt shot from 6 ft (block by J. Smith)
1:06.0,,,80-55,,Offensive rebound by C. Boozer
1:06.0,,,80-57,2,C. Boozer makes 2-pt shot from 3 ft
0:52.0,J. Harden misses 3-pt shot from 25 ft,,80-57,,
0:51.0,,,80-57,,Defensive rebound by E. Davis
0:46.0,,,80-59,2,W. Johnson makes 2-pt shot from 9 ft (assist by J. Lin)
0:30.0,C. Brewer misses 3-pt shot from 23 ft,,80-59,,
0:29.0,,,80-59,,Defensive rebound by E. Davis
0:26.0,,,80-59,,Shooting foul by J. Terry (drawn by J. Lin)
0:26.0,,,80-59,,J. Lin misses free throw 1 of 2
0:26.0,,,80-59,,Offensive rebound by Team
0:26.0,,,80-60,1,J. Lin makes free throw 2 of 2
0:03.0,J. Terry misses 3-pt shot from 26 ft,,80-60,,
0:00.0,,,80-60,,Defensive rebound by C. Boozer
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,C. Brewer makes 2-pt shot from 3 ft (assist by J. Terry),2,82-60,,
11:50.0,Shooting foul by J. Lin (drawn by C. Brewer),,82-60,,
11:50.0,C. Brewer misses free throw 1 of 1,,82-60,,
11:49.0,,,82-60,,Defensive rebound by C. Boozer
11:27.0,,,82-62,2,E. Davis makes 2-pt shot at rim (assist by W. Johnson)
11:06.0,J. Smith makes 2-pt shot from 19 ft (assist by J. Terry),2,84-62,,
10:43.0,,,84-62,,J. Lin misses 3-pt shot from 26 ft
10:41.0,,,84-62,,Offensive rebound by E. Davis
10:41.0,,,84-62,,E. Davis misses 2-pt shot from 2 ft
10:38.0,Defensive rebound by T. Ariza,,84-62,,
10:21.0,J. Terry makes 3-pt shot from 23 ft (assist by C. Brewer),3,87-62,,
10:02.0,,,87-64,2,W. Johnson makes 2-pt shot from 23 ft (assist by W. Ellington)
10:02.0,,,87-64,,Shooting foul by T. Ariza (drawn by W. Johnson)
10:02.0,,,87-64,,W. Johnson misses free throw 1 of 1
10:00.0,Defensive rebound by K. Papanikolaou,,87-64,,
9:53.0,J. Smith misses 2-pt shot from 14 ft,,87-64,,
9:50.0,,,87-64,,Defensive rebound by W. Ellington
9:42.0,,,87-64,,W. Ellington misses 2-pt shot from 11 ft
9:40.0,,,87-64,,Offensive rebound by C. Boozer
9:40.0,,,87-66,2,C. Boozer makes 2-pt shot from 2 ft
9:26.0,C. Brewer misses 2-pt shot from 2 ft,,87-66,,
9:25.0,,,87-66,,Defensive rebound by C. Boozer
9:13.0,,,87-66,,Turnover by W. Johnson (lost ball; steal by J. Smith)
9:02.0,Turnover by J. Smith (lost ball),,87-66,,
8:44.0,,,87-66,,Shooting foul by K. Papanikolaou (drawn by J. Lin)
8:44.0,Official timeout,,87-66,,
8:44.0,D. Motiejunas enters the game for J. Smith,,87-66,,
8:44.0,,,87-67,1,J. Lin makes free throw 1 of 2
8:44.0,,,87-68,1,J. Lin makes free throw 2 of 2
8:31.0,Shooting foul by E. Davis (drawn by D. Motiejunas),,87-68,,
8:31.0,D. Motiejunas makes free throw 1 of 2,1,88-68,,
8:31.0,D. Motiejunas makes free throw 2 of 2,1,89-68,,
8:15.0,,,89-70,2,W. Ellington makes 2-pt shot from 21 ft
7:53.0,C. Brewer misses 3-pt shot from 27 ft,,89-70,,
7:52.0,,,89-70,,Defensive rebound by C. Boozer
7:47.0,,,89-72,2,J. Lin makes 2-pt shot from 3 ft
7:32.0,K. Papanikolaou misses 3-pt shot from 25 ft,,89-72,,
7:31.0,,,89-72,,Defensive rebound by E. Davis
7:17.0,,,89-72,,C. Boozer misses 2-pt shot from 14 ft
7:15.0,Defensive rebound by D. Motiejunas,,89-72,,
7:15.0,,,89-72,,Personal foul by C. Boozer (drawn by D. Motiejunas)
7:15.0,,,89-72,,T. Black enters the game for C. Boozer
7:15.0,J. Dorsey enters the game for T. Ariza,,89-72,,
7:05.0,J. Terry misses 3-pt shot from 26 ft,,89-72,,
7:04.0,,,89-72,,Defensive rebound by W. Ellington
6:57.0,,,89-74,2,W. Ellington makes 2-pt shot from 2 ft
6:56.0,Houston full timeout,,89-74,,
6:56.0,J. Harden enters the game for J. Terry,,89-74,,
6:56.0,P. Beverley enters the game for K. Papanikolaou,,89-74,,
6:56.0,,,89-74,,R. Price enters the game for W. Ellington
6:34.0,C. Brewer misses 3-pt shot from 23 ft,,89-74,,
6:33.0,Offensive rebound by D. Motiejunas,,89-74,,
6:29.0,J. Harden misses 3-pt shot from 25 ft,,89-74,,
6:28.0,,,89-74,,Defensive rebound by E. Davis
6:12.0,,,89-76,2,T. Black makes 2-pt shot from 2 ft (assist by J. Lin)
5:45.0,J. Harden misses 3-pt shot from 26 ft,,89-76,,
5:44.0,,,89-76,,Defensive rebound by T. Black
5:34.0,,,89-76,,Shooting foul by C. Brewer (drawn by J. Lin)
5:34.0,,,89-77,1,J. Lin makes free throw 1 of 2
5:34.0,,,89-78,1,J. Lin makes free throw 2 of 2
5:12.0,Turnover by J. Harden (bad pass),,89-78,,
5:01.0,,,89-78,,R. Price misses 2-pt shot from 4 ft
4:59.0,Defensive rebound by P. Beverley,,89-78,,
4:55.0,D. Motiejunas misses 2-pt shot from 1 ft,,89-78,,
4:54.0,,,89-78,,Defensive rebound by T. Black
4:54.0,,,89-78,,Turnover by T. Black (step out of bounds)
4:47.0,C. Brewer makes 3-pt shot from 23 ft (assist by D. Motiejunas),3,92-78,,
4:34.0,Violation by D. Motiejunas (kicked ball),,92-78,,
4:32.0,Personal foul by C. Brewer (drawn by J. Lin),,92-78,,
4:22.0,,,92-78,,Shooting foul by C. Brewer (drawn by J. Lin)
4:22.0,,,92-78,,J. Lin misses free throw 1 of 2
4:22.0,,,92-78,,Offensive rebound by Team
4:22.0,,,92-79,1,J. Lin makes free throw 2 of 2
4:03.0,P. Beverley misses 3-pt shot from 23 ft,,92-79,,
4:02.0,,,92-79,,Defensive rebound by E. Davis
3:56.0,,,92-79,,Shooting foul by D. Motiejunas (drawn by J. Lin)
3:56.0,,,92-80,1,J. Lin makes free throw 1 of 2
3:56.0,,,92-80,,J. Lin misses free throw 2 of 2
3:54.0,Defensive rebound by D. Motiejunas,,92-80,,
3:34.0,P. Beverley misses 3-pt shot from 26 ft,,92-80,,
3:33.0,Offensive rebound by P. Beverley,,92-80,,
