time,Portland,pts.away,score,pts.home,LA Lakers
5:02.0,C. Kaman misses 2-pt shot from 2 ft,,15-10,,
5:00.0,,,15-10,,Defensive rebound by T. Black
4:38.0,,,15-10,,Turnover by Team (shot clock)
4:38.0,,,15-10,,J. Hill enters the game for T. Black
4:23.0,L. Aldridge misses 3-pt shot from 22 ft,,15-10,,
4:22.0,,,15-10,,Defensive rebound by W. Johnson
4:13.0,,,15-12,2,W. Johnson makes 2-pt shot from 7 ft
3:58.0,N. Batum misses 2-pt shot from 2 ft,,15-12,,
3:57.0,Offensive rebound by N. Batum,,15-12,,
3:54.0,N. Batum makes 2-pt shot from 14 ft,2,17-12,,
3:39.0,,,17-12,,J. Clarkson misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by N. Batum,,17-12,,
3:32.0,D. Lillard makes 3-pt shot from 25 ft,3,20-12,,
3:08.0,,,20-12,,J. Clarkson misses 2-pt shot from 2 ft
3:07.0,Defensive rebound by C. Kaman,,20-12,,
2:55.0,C. McCollum misses 3-pt shot from 25 ft,,20-12,,
2:54.0,,,20-12,,Defensive rebound by J. Hill
2:45.0,,,20-12,,R. Kelly misses 3-pt shot from 24 ft
2:44.0,Defensive rebound by D. Lillard,,20-12,,
2:40.0,N. Batum makes 2-pt shot from 1 ft (assist by D. Lillard),2,22-12,,
2:39.0,,,22-12,,LA Lakers full timeout
2:39.0,,,22-12,,C. Boozer enters the game for R. Kelly
2:39.0,A. Afflalo enters the game for N. Batum,,22-12,,
2:28.0,,,22-12,,C. Boozer misses 2-pt shot from 14 ft
2:27.0,Defensive rebound by C. McCollum,,22-12,,
2:05.0,D. Lillard misses 2-pt shot from 21 ft,,22-12,,
2:04.0,,,22-12,,Defensive rebound by W. Johnson
1:55.0,,,22-12,,C. Boozer misses 2-pt shot from 16 ft
1:54.0,Defensive rebound by D. Lillard,,22-12,,
1:45.0,S. Blake enters the game for D. Lillard,,22-12,,
1:31.0,L. Aldridge makes 2-pt shot from 15 ft (assist by C. McCollum),2,24-12,,
1:07.0,,,24-12,,J. Hill misses 2-pt shot from 15 ft
1:05.0,,,24-12,,Offensive rebound by W. Johnson
0:58.0,,,24-12,,C. Boozer misses 2-pt shot from 4 ft
0:57.0,Defensive rebound by C. Kaman,,24-12,,
0:46.0,L. Aldridge misses 2-pt shot from 16 ft,,24-12,,
0:45.0,,,24-12,,Defensive rebound by J. Clarkson
0:38.0,,,24-12,,J. Clarkson misses 2-pt shot from 18 ft
0:37.0,Defensive rebound by C. Kaman,,24-12,,
0:31.0,A. Afflalo misses 2-pt shot from 1 ft (block by W. Johnson),,24-12,,
0:29.0,,,24-12,,Defensive rebound by J. Clarkson
0:08.0,,,24-12,,J. Clarkson misses 2-pt shot from 2 ft
0:06.0,Defensive rebound by C. McCollum,,24-12,,
0:01.0,C. McCollum makes 2-pt shot at rim,2,26-12,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Afflalo makes 3-pt shot from 23 ft (assist by C. McCollum),3,29-12,,
11:25.0,,,29-14,2,W. Johnson makes 2-pt shot from 19 ft
11:15.0,,,29-14,,Personal foul by J. Lin (drawn by A. Afflalo)
11:06.0,C. McCollum makes 2-pt shot from 13 ft,2,31-14,,
10:52.0,,,31-14,,W. Johnson misses 2-pt shot from 13 ft
10:51.0,Defensive rebound by M. Leonard,,31-14,,
10:35.0,R. Lopez makes 2-pt shot from 9 ft,2,33-14,,
10:23.0,,,33-17,3,J. Brown makes 3-pt shot from 25 ft (assist by J. Hill)
10:09.0,A. Afflalo makes 3-pt shot from 23 ft (assist by M. Leonard),3,36-17,,
9:53.0,,,36-17,,W. Johnson misses 2-pt shot from 6 ft
9:52.0,,,36-17,,Offensive rebound by W. Johnson
9:51.0,,,36-17,,Shooting foul by R. Lopez (drawn by W. Johnson)
9:51.0,,,36-18,1,W. Johnson makes free throw 1 of 2
9:51.0,,,36-18,,W. Johnson misses free throw 2 of 2
9:50.0,Defensive rebound by M. Leonard,,36-18,,
9:33.0,C. McCollum makes 2-pt shot from 2 ft (assist by S. Blake),2,38-18,,
9:18.0,,,38-18,,Turnover by C. Boozer (traveling)
9:02.0,A. Afflalo misses 3-pt shot from 24 ft,,38-18,,
9:01.0,,,38-18,,Defensive rebound by J. Brown
8:53.0,,,38-18,,J. Brown misses 2-pt shot from 14 ft
8:51.0,Defensive rebound by R. Lopez,,38-18,,
8:44.0,C. McCollum makes 3-pt shot from 23 ft (assist by M. Leonard),3,41-18,,
8:27.0,,,41-20,2,J. Brown makes 2-pt shot from 7 ft (assist by C. Boozer)
8:27.0,,,41-20,,Shooting foul by C. McCollum (drawn by J. Brown)
8:27.0,Official timeout,,41-20,,
8:27.0,,,41-21,1,J. Brown makes free throw 1 of 1
8:09.0,C. McCollum misses 2-pt shot from 18 ft,,41-21,,
8:08.0,,,41-21,,Defensive rebound by J. Lin
8:00.0,,,41-21,,J. Lin misses 2-pt shot from 3 ft (block by M. Leonard)
8:00.0,,,41-21,,Offensive rebound by Team
7:56.0,,,41-21,,Shooting foul by M. Leonard (drawn by J. Lin)
7:56.0,,,41-21,,J. Lin misses free throw 1 of 2
7:56.0,,,41-21,,Offensive rebound by Team
7:56.0,N. Batum enters the game for A. Afflalo,,41-21,,
7:56.0,,,41-21,,J. Lin misses free throw 2 of 2
7:54.0,Defensive rebound by N. Batum,,41-21,,
7:37.0,M. Leonard misses 2-pt shot from 17 ft,,41-21,,
7:35.0,,,41-21,,Defensive rebound by C. Boozer
7:28.0,,,41-21,,Turnover by J. Brown (bad pass)
7:28.0,,,41-21,,T. Black enters the game for J. Hill
7:17.0,Turnover by R. Lopez (lost ball; steal by C. Boozer),,41-21,,
7:13.0,,,41-21,,Shooting foul by C. McCollum (drawn by J. Brown)
7:13.0,,,41-22,1,J. Brown makes free throw 1 of 2
7:13.0,,,41-23,1,J. Brown makes free throw 2 of 2
7:01.0,C. McCollum misses 2-pt shot from 2 ft,,41-23,,
6:59.0,Offensive rebound by C. McCollum,,41-23,,
6:56.0,C. McCollum makes 2-pt shot at rim,2,43-23,,
6:39.0,,,43-23,,C. Boozer misses 2-pt shot from 13 ft
6:38.0,Defensive rebound by M. Leonard,,43-23,,
6:28.0,C. McCollum misses 2-pt shot from 18 ft,,43-23,,
6:27.0,,,43-23,,Defensive rebound by W. Johnson
6:17.0,,,43-23,,W. Johnson misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by M. Leonard,,43-23,,
6:07.0,Turnover by S. Blake (bad pass),,43-23,,
6:07.0,,,43-23,,R. Kelly enters the game for C. Boozer
6:07.0,D. Lillard enters the game for S. Blake,,43-23,,
5:58.0,,,43-23,,J. Brown misses 2-pt shot from 21 ft
5:58.0,Defensive rebound by R. Lopez,,43-23,,
5:41.0,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard),3,46-23,,
5:29.0,,,46-23,,R. Kelly misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by C. McCollum,,46-23,,
5:22.0,,,46-23,,Personal foul by T. Black (drawn by D. Lillard)
5:22.0,,,46-23,,LA Lakers full timeout
5:22.0,,,46-23,,J. Clarkson enters the game for J. Brown
5:22.0,L. Aldridge enters the game for R. Lopez,,46-23,,
5:22.0,C. Kaman enters the game for M. Leonard,,46-23,,
5:14.0,L. Aldridge misses 2-pt shot from 15 ft,,46-23,,
5:13.0,,,46-23,,Defensive rebound by W. Johnson
4:55.0,,,46-25,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
4:34.0,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum),2,48-25,,
4:12.0,,,48-25,,Turnover by J. Lin (lost ball; steal by C. McCollum)
4:07.0,C. McCollum misses 2-pt shot from 2 ft (block by T. Black),,48-25,,
4:07.0,Offensive rebound by Team,,48-25,,
3:52.0,Offensive foul by D. Lillard,,48-25,,
3:52.0,Turnover by D. Lillard (offensive foul),,48-25,,
3:40.0,,,48-25,,J. Lin misses 3-pt shot from 25 ft
3:39.0,Defensive rebound by Team,,48-25,,
3:21.0,L. Aldridge makes 2-pt shot from 2 ft,2,50-25,,
3:11.0,,,50-27,2,J. Clarkson makes 2-pt shot from 17 ft
2:54.0,Turnover by N. Batum (traveling),,50-27,,
2:54.0,Portland full timeout,,50-27,,
2:54.0,A. Afflalo enters the game for C. McCollum,,50-27,,
2:37.0,,,50-29,2,J. Clarkson makes 2-pt shot from 15 ft
2:15.0,L. Aldridge misses 2-pt shot from 17 ft,,50-29,,
2:14.0,,,50-29,,Defensive rebound by Team
2:04.0,,,50-29,,Turnover by J. Clarkson (lost ball; steal by D. Lillard)
2:01.0,Shooting foul by J. Lin (drawn by A. Afflalo),,50-29,,
2:01.0,A. Afflalo makes free throw 1 of 2,1,51-29,,
2:01.0,A. Afflalo makes free throw 2 of 2,1,52-29,,
1:44.0,,,52-29,,J. Lin misses 2-pt shot from 18 ft
1:43.0,,,52-29,,Offensive rebound by W. Johnson
1:39.0,,,52-31,2,W. Johnson makes 2-pt shot at rim
1:23.0,N. Batum misses 3-pt shot from 24 ft,,52-31,,
1:21.0,,,52-31,,Defensive rebound by W. Johnson
1:01.0,,,52-33,2,J. Clarkson makes 2-pt shot from 2 ft (assist by W. Johnson)
0:45.0,C. Kaman misses 2-pt shot from 12 ft,,52-33,,
0:44.0,,,52-33,,Defensive rebound by W. Johnson
0:38.0,,,52-36,3,J. Clarkson makes 3-pt shot from 24 ft
0:25.0,D. Lillard misses 2-pt shot from 2 ft,,52-36,,
0:24.0,,,52-36,,Defensive rebound by J. Clarkson
0:07.0,,,52-39,3,J. Clarkson makes 3-pt shot from 24 ft
0:03.0,,,52-39,,Personal take foul by J. Clarkson (drawn by D. Lillard)
0:03.0,M. Leonard enters the game for C. Kaman,,52-39,,
0:00.0,D. Lillard misses 3-pt shot from 24 ft (block by R. Kelly),,52-39,,
0:00.0,,,52-39,,Defensive rebound by J. Lin
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Shooting foul by J. Lin (drawn by A. Afflalo),,52-39,,
11:45.0,A. Afflalo makes free throw 1 of 2,1,53-39,,
11:45.0,A. Afflalo makes free throw 2 of 2,1,54-39,,
11:27.0,,,54-41,2,J. Lin makes 2-pt shot from 10 ft
11:09.0,D. Lillard misses 3-pt shot from 25 ft,,54-41,,
11:07.0,,,54-41,,Defensive rebound by W. Johnson
11:01.0,,,54-41,,J. Lin misses 2-pt shot from 15 ft
11:00.0,Defensive rebound by R. Lopez,,54-41,,
10:47.0,L. Aldridge makes 2-pt shot from 19 ft (assist by D. Lillard),2,56-41,,
10:31.0,,,56-41,,T. Black misses 2-pt shot from 1 ft (block by R. Lopez)
10:29.0,Defensive rebound by L. Aldridge,,56-41,,
10:25.0,A. Afflalo misses 2-pt shot from 1 ft (block by J. Lin),,56-41,,
10:23.0,,,56-41,,Defensive rebound by W. Johnson
10:10.0,,,56-43,2,T. Black makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:51.0,L. Aldridge misses 2-pt shot from 12 ft,,56-43,,
9:49.0,Offensive rebound by L. Aldridge,,56-43,,
9:42.0,D. Lillard makes 2-pt shot at rim,2,58-43,,
9:22.0,,,58-45,2,W. Johnson makes 2-pt shot from 13 ft
9:05.0,L. Aldridge makes 2-pt shot from 18 ft (assist by D. Lillard),2,60-45,,
8:40.0,,,60-45,,T. Black misses 2-pt shot from 13 ft
8:38.0,Defensive rebound by A. Afflalo,,60-45,,
8:29.0,,,60-45,,Personal foul by R. Kelly (drawn by L. Aldridge)
8:19.0,D. Lillard misses 3-pt shot from 22 ft,,60-45,,
8:18.0,,,60-45,,Defensive rebound by J. Lin
8:18.0,Personal foul by N. Batum (drawn by J. Lin),,60-45,,
8:05.0,,,60-45,,W. Johnson misses 3-pt shot from 24 ft
8:04.0,Defensive rebound by L. Aldridge,,60-45,,
7:55.0,D. Lillard misses 2-pt shot from 2 ft,,60-45,,
7:54.0,,,60-45,,Defensive rebound by W. Johnson
7:41.0,,,60-45,,J. Clarkson misses 2-pt shot from 11 ft
7:40.0,Defensive rebound by N. Batum,,60-45,,
7:25.0,A. Afflalo misses 3-pt shot from 22 ft,,60-45,,
7:24.0,,,60-45,,Defensive rebound by J. Lin
7:20.0,,,60-45,,Shooting foul by A. Afflalo (drawn by J. Lin)
7:20.0,,,60-46,1,J. Lin makes free throw 1 of 2
7:20.0,,,60-47,1,J. Lin makes free throw 2 of 2
7:00.0,A. Afflalo makes 2-pt shot from 1 ft (assist by L. Aldridge),2,62-47,,
6:51.0,,,62-47,,J. Lin misses 2-pt shot from 20 ft
6:50.0,Defensive rebound by N. Batum,,62-47,,
6:32.0,L. Aldridge misses 2-pt shot from 13 ft,,62-47,,
6:31.0,,,62-47,,Defensive rebound by J. Clarkson
6:22.0,,,62-49,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
6:03.0,Shooting foul by W. Johnson (drawn by R. Lopez),,62-49,,
6:03.0,R. Lopez makes free throw 1 of 2,1,63-49,,
6:03.0,C. McCollum enters the game for A. Afflalo,,63-49,,
6:03.0,,,63-49,,J. Brown enters the game for J. Lin
6:03.0,R. Lopez makes free throw 2 of 2,1,64-49,,
5:50.0,,,64-49,,J. Clarkson misses 2-pt shot from 4 ft (block by L. Aldridge)
5:50.0,,,64-49,,Offensive rebound by Team
5:50.0,,,64-49,,LA Lakers full timeout
5:50.0,C. Kaman enters the game for R. Lopez,,64-49,,
5:45.0,,,64-51,2,W. Johnson makes 2-pt shot from 18 ft (assist by T. Black)
5:22.0,N. Batum misses 3-pt shot from 24 ft,,64-51,,
5:21.0,,,64-51,,Defensive rebound by J. Brown
5:06.0,,,64-51,,J. Brown misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by N. Batum,,64-51,,
4:52.0,C. Kaman makes 2-pt shot from 13 ft (assist by N. Batum),2,66-51,,
4:29.0,,,66-51,,Turnover by Team (back court)
4:14.0,L. Aldridge makes 2-pt shot from 6 ft,2,68-51,,
3:57.0,,,68-51,,R. Kelly misses 2-pt shot from 21 ft
3:56.0,Defensive rebound by N. Batum,,68-51,,
3:48.0,N. Batum misses 2-pt shot from 1 ft (block by R. Kelly),,68-51,,
3:46.0,Offensive rebound by L. Aldridge,,68-51,,
3:46.0,L. Aldridge makes 2-pt shot from 1 ft,2,70-51,,
3:46.0,,,70-51,,LA Lakers full timeout
3:34.0,,,70-53,2,R. Kelly makes 2-pt shot from 1 ft
3:07.0,N. Batum misses 3-pt shot from 25 ft,,70-53,,
3:06.0,,,70-53,,Defensive rebound by T. Black
2:56.0,,,70-55,2,J. Clarkson makes 2-pt shot from 19 ft
2:44.0,Turnover by D. Lillard (bad pass; steal by T. Black),,70-55,,
2:39.0,,,70-57,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
2:37.0,Portland full timeout,,70-57,,
2:37.0,A. Afflalo enters the game for N. Batum,,70-57,,
2:11.0,C. McCollum makes 2-pt shot from 19 ft (assist by D. Lillard),2,72-57,,
1:47.0,,,72-59,2,J. Clarkson makes 2-pt shot from 18 ft
1:30.0,C. McCollum misses 3-pt shot from 24 ft,,72-59,,
1:29.0,,,72-59,,Defensive rebound by W. Johnson
1:18.0,,,72-59,,T. Black misses 2-pt shot from 14 ft
1:17.0,Defensive rebound by C. Kaman,,72-59,,
1:06.0,A. Afflalo misses 2-pt shot from 4 ft,,72-59,,
1:05.0,,,72-59,,Defensive rebound by T. Black
0:56.0,,,72-61,2,J. Clarkson makes 2-pt shot from 17 ft
0:36.0,D. Lillard makes 2-pt shot from 13 ft,2,74-61,,
0:31.0,,,74-61,,J. Clarkson misses 3-pt shot from 28 ft
0:30.0,Defensive rebound by L. Aldridge,,74-61,,
0:14.0,D. Lillard misses 3-pt shot from 25 ft,,74-61,,
0:13.0,,,74-61,,Defensive rebound by W. Johnson
0:05.0,Personal take foul by C. McCollum (drawn by J. Brown),,74-61,,
0:05.0,S. Blake enters the game for D. Lillard,,74-61,,
0:01.0,,,74-63,2,J. Clarkson makes 2-pt shot from 18 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,74-63,,W. Johnson misses 2-pt shot from 17 ft
11:37.0,Defensive rebound by C. McCollum,,74-63,,
11:32.0,Shooting foul by J. Brown (drawn by C. McCollum),,74-63,,
11:32.0,C. McCollum makes free throw 1 of 2,1,75-63,,
11:32.0,C. McCollum makes free throw 2 of 2,1,76-63,,
11:20.0,,,76-63,,J. Brown misses 2-pt shot from 5 ft
11:19.0,Defensive rebound by M. Leonard,,76-63,,
11:12.0,C. McCollum makes 2-pt shot from 18 ft (assist by S. Blake),2,78-63,,
10:51.0,,,78-63,,R. Sacre misses 2-pt shot from 14 ft
10:50.0,Defensive rebound by M. Leonard,,78-63,,
10:36.0,R. Lopez makes 2-pt shot from 10 ft,2,80-63,,
10:17.0,,,80-63,,W. Johnson misses 2-pt shot from 21 ft
10:15.0,Defensive rebound by C. McCollum,,80-63,,
10:07.0,C. McCollum makes 2-pt shot at rim,2,82-63,,
10:05.0,,,82-63,,LA Lakers full timeout
10:05.0,,,82-63,,R. Kelly enters the game for W. Johnson
9:51.0,,,82-63,,Shooting foul by M. Leonard (drawn by J. Brown)
9:51.0,,,82-64,1,J. Brown makes free throw 1 of 2
9:51.0,,,82-64,,J. Brown misses free throw 2 of 2
9:50.0,Defensive rebound by M. Leonard,,82-64,,
9:32.0,A. Afflalo makes 3-pt shot from 22 ft (assist by C. McCollum),3,85-64,,
9:13.0,,,85-64,,R. Kelly misses 2-pt shot from 5 ft
9:12.0,Defensive rebound by M. Leonard,,85-64,,
9:06.0,A. Afflalo misses 2-pt shot from 18 ft,,85-64,,
9:04.0,,,85-64,,Defensive rebound by E. Davis
8:54.0,,,85-64,,E. Davis misses 2-pt shot from 2 ft
8:53.0,Defensive rebound by R. Lopez,,85-64,,
8:44.0,C. McCollum makes 3-pt shot from 24 ft (assist by S. Blake),3,88-64,,
8:25.0,,,88-64,,Shooting foul by S. Blake (drawn by J. Clarkson)
8:25.0,,,88-65,1,J. Clarkson makes free throw 1 of 2
8:25.0,,,88-65,,J. Clarkson misses free throw 2 of 2
8:24.0,Defensive rebound by M. Leonard,,88-65,,
8:00.0,A. Afflalo makes 2-pt shot from 20 ft (assist by S. Blake),2,90-65,,
7:32.0,,,90-65,,Turnover by J. Clarkson (bad pass)
7:13.0,R. Lopez makes 2-pt shot at rim (assist by S. Blake),2,92-65,,
6:45.0,,,92-65,,Turnover by R. Kelly (bad pass)
6:30.0,Shooting foul by J. Brown (drawn by C. McCollum),,92-65,,
6:30.0,C. McCollum makes free throw 1 of 3,1,93-65,,
6:30.0,C. McCollum makes free throw 2 of 3,1,94-65,,
6:30.0,,,94-65,,D. Buycks enters the game for J. Clarkson
6:30.0,J. Freeland enters the game for R. Lopez,,94-65,,
6:30.0,C. McCollum makes free throw 3 of 3,1,95-65,,
6:14.0,,,95-65,,E. Davis misses 2-pt shot from 4 ft
6:12.0,,,95-65,,Offensive rebound by R. Sacre
6:07.0,,,95-65,,J. Brown misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by J. Freeland,,95-65,,
5:58.0,A. Afflalo misses 2-pt shot from 18 ft,,95-65,,
5:56.0,,,95-65,,Defensive rebound by D. Buycks
5:47.0,,,95-65,,R. Sacre misses 2-pt shot from 20 ft
5:46.0,Defensive rebound by M. Leonard,,95-65,,
5:30.0,A. Afflalo misses 2-pt shot from 19 ft,,95-65,,
5:29.0,,,95-65,,Defensive rebound by J. Brown
5:18.0,,,95-65,,Turnover by R. Kelly (lost ball; steal by C. McCollum)
5:12.0,C. McCollum makes 2-pt shot at rim (assist by A. Afflalo),2,97-65,,
4:52.0,,,97-68,3,D. Buycks makes 3-pt shot from 24 ft (assist by R. Sacre)
4:51.0,Portland full timeout,,97-68,,
4:51.0,A. Crabbe enters the game for A. Afflalo,,97-68,,
4:51.0,A. Gee enters the game for C. McCollum,,97-68,,
4:51.0,T. Frazier enters the game for S. Blake,,97-68,,
4:29.0,A. Gee misses 2-pt shot from 1 ft (block by R. Sacre),,97-68,,
4:28.0,,,97-68,,Defensive rebound by R. Kelly
4:15.0,,,97-70,2,E. Davis makes 2-pt shot from 2 ft (assist by D. Buycks)
4:03.0,J. Freeland makes 2-pt shot from 2 ft,2,99-70,,
3:46.0,,,99-70,,J. Brown misses 2-pt shot from 20 ft
3:45.0,Defensive rebound by J. Freeland,,99-70,,
3:36.0,Turnover by T. Frazier (bad pass; steal by E. Davis),,99-70,,
3:30.0,Personal foul by T. Frazier (drawn by D. Buycks),,99-70,,
3:24.0,,,99-72,2,D. Buycks makes 2-pt shot from 12 ft
2:58.0,A. Crabbe misses 3-pt shot from 24 ft,,99-72,,
2:57.0,,,99-72,,Defensive rebound by R. Kelly
2:50.0,,,99-72,,Turnover by D. Buycks (bad pass; steal by T. Frazier)
2:43.0,A. Gee misses 2-pt shot from 1 ft,,99-72,,
2:39.0,Offensive rebound by A. Gee,,99-72,,
2:39.0,A. Gee makes 2-pt shot at rim,2,101-72,,
2:20.0,,,101-72,,Shooting foul by M. Leonard (drawn by J. Brown)
2:20.0,Official timeout,,101-72,,
2:20.0,,,101-73,1,J. Brown makes free throw 1 of 2
2:20.0,,,101-73,,J. Brown misses free throw 2 of 2
2:18.0,Defensive rebound by M. Leonard,,101-73,,
2:08.0,,,101-73,,Violation by E. Davis (kicked ball)
1:53.0,J. Freeland makes 2-pt shot from 8 ft,2,103-73,,
1:37.0,,,103-73,,D. Buycks misses 2-pt shot from 15 ft (block by A. Gee)
1:37.0,,,103-73,,Offensive rebound by Team
1:34.0,,,103-73,,J. Brown misses 2-pt shot from 15 ft (block by J. Freeland)
1:31.0,Defensive rebound by A. Crabbe,,103-73,,
1:21.0,A. Gee makes 2-pt shot from 16 ft,2,105-73,,
1:06.0,,,105-76,3,D. Buycks makes 3-pt shot from 24 ft
0:55.0,A. Gee misses 3-pt shot from 24 ft,,105-76,,
0:54.0,,,105-76,,Defensive rebound by R. Sacre
0:50.0,,,105-76,,Shooting foul by A. Crabbe (drawn by J. Brown)
0:50.0,,,105-77,1,J. Brown makes free throw 1 of 2
0:50.0,,,105-77,,J. Brown misses free throw 2 of 2
0:49.0,Defensive rebound by J. Freeland,,105-77,,
0:40.0,T. Frazier makes 2-pt shot from 1 ft,2,107-77,,
0:29.0,,,107-77,,Turnover by D. Buycks (bad pass; steal by T. Frazier)
0:24.0,A. Gee misses 2-pt shot from 1 ft,,107-77,,
0:21.0,Offensive rebound by T. Frazier,,107-77,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
