time,Cleveland,pts.away,score,pts.home,Atlanta
0:01.0,,,25-26,,Defensive rebound by M. Scott
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,K. Love makes 3-pt shot from 25 ft (assist by K. Irving),3,28-26,,
11:31.0,,,28-29,3,M. Scott makes 3-pt shot from 25 ft (assist by D. Schroder)
11:14.0,A. Price makes 2-pt shot from 18 ft (assist by L. Amundson),2,30-29,,
10:56.0,,,30-29,,M. Scott misses 3-pt shot from 24 ft
10:55.0,Defensive rebound by K. Love,,30-29,,
10:47.0,Turnover by K. Irving (lost ball; steal by K. Bazemore),,30-29,,
10:46.0,Personal foul by K. Love (drawn by K. Bazemore),,30-29,,
10:46.0,,,30-29,,P. Millsap enters the game for E. Brand
10:46.0,J. Jones enters the game for L. Amundson,,30-29,,
10:35.0,,,30-31,2,K. Korver makes 2-pt shot from 7 ft (assist by D. Schroder)
10:18.0,A. Price makes 2-pt shot from 1 ft,2,32-31,,
10:07.0,,,32-31,,Turnover by K. Korver (bad pass; steal by K. Love)
9:54.0,J. Jones misses 3-pt shot from 24 ft,,32-31,,
9:52.0,Offensive rebound by K. Irving,,32-31,,
9:44.0,J. Jones misses 3-pt shot from 24 ft,,32-31,,
9:43.0,,,32-31,,Defensive rebound by D. Schroder
9:31.0,,,32-31,,D. Schroder misses 2-pt shot from 1 ft
9:29.0,,,32-31,,Offensive rebound by M. Scott
9:29.0,,,32-33,2,M. Scott makes 2-pt shot at rim
9:10.0,J. Harris makes 2-pt shot from 3 ft (assist by J. Jones),2,34-33,,
8:51.0,Personal foul by J. Jones (drawn by M. Scott),,34-33,,
8:51.0,Official timeout,,34-33,,
8:51.0,M. Miller enters the game for J. Harris,,34-33,,
8:35.0,,,34-33,,D. Schroder misses 2-pt shot from 17 ft
8:34.0,Defensive rebound by K. Love,,34-33,,
8:16.0,K. Love misses 2-pt shot from 3 ft,,34-33,,
8:13.0,Offensive rebound by K. Love,,34-33,,
8:13.0,Cleveland full timeout,,34-33,,
8:09.0,Turnover by Team (shot clock),,34-33,,
8:00.0,,,34-35,2,P. Millsap makes 2-pt shot at rim (assist by K. Korver)
7:35.0,K. Love misses 2-pt shot from 1 ft,,34-35,,
7:34.0,,,34-35,,Defensive rebound by P. Millsap
7:26.0,,,34-35,,P. Millsap misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by K. Irving,,34-35,,
7:24.0,,,34-35,,Personal foul by K. Bazemore (drawn by K. Irving)
7:24.0,T. Thompson enters the game for A. Price,,34-35,,
7:17.0,K. Irving makes 2-pt shot from 14 ft (assist by M. Miller),2,36-35,,
7:04.0,,,36-37,2,D. Schroder makes 2-pt shot from 19 ft
6:52.0,K. Irving misses 2-pt shot from 2 ft,,36-37,,
6:51.0,,,36-37,,Defensive rebound by M. Scott
6:47.0,Personal foul by J. Jones (drawn by M. Scott),,36-37,,
6:47.0,,,36-37,,D. Carroll enters the game for M. Scott
6:47.0,,,36-37,,P. Antic enters the game for K. Bazemore
6:47.0,D. Waiters enters the game for J. Jones,,36-37,,
6:33.0,,,36-37,,D. Carroll misses 3-pt shot from 24 ft
6:30.0,Defensive rebound by K. Irving,,36-37,,
6:18.0,K. Irving misses 3-pt shot from 24 ft,,36-37,,
6:17.0,Offensive rebound by Team,,36-37,,
6:17.0,,,36-37,,Loose ball foul by P. Antic (drawn by T. Thompson)
6:17.0,,,36-37,,J. Teague enters the game for D. Schroder
6:17.0,,,36-37,,T. Sefolosha enters the game for K. Korver
6:12.0,Shooting foul by T. Sefolosha (drawn by K. Love),,36-37,,
6:12.0,K. Love makes free throw 1 of 2,1,37-37,,
6:12.0,K. Love makes free throw 2 of 2,1,38-37,,
5:58.0,,,38-37,,Turnover by T. Sefolosha (traveling)
5:46.0,D. Waiters misses 2-pt shot at rim,,38-37,,
5:44.0,,,38-37,,Defensive rebound by T. Sefolosha
5:38.0,,,38-37,,Turnover by J. Teague (lost ball)
5:28.0,K. Irving misses 2-pt shot from 18 ft,,38-37,,
5:27.0,,,38-37,,Defensive rebound by P. Millsap
5:16.0,,,38-37,,T. Sefolosha misses 2-pt shot from 14 ft
5:16.0,,,38-37,,Offensive rebound by Team
5:16.0,Loose ball foul by T. Thompson (drawn by P. Antic),,38-37,,
5:16.0,J. Harris enters the game for M. Miller,,38-37,,
5:11.0,,,38-37,,Turnover by J. Teague (lost ball)
4:55.0,Turnover by K. Love (lost ball; steal by T. Sefolosha),,38-37,,
4:47.0,,,38-37,,D. Carroll misses 3-pt shot from 23 ft
4:46.0,Defensive rebound by K. Love,,38-37,,
4:35.0,Turnover by D. Waiters (lost ball; steal by T. Sefolosha),,38-37,,
4:23.0,,,38-37,,P. Antic misses 2-pt shot from 20 ft
4:22.0,Defensive rebound by T. Thompson,,38-37,,
4:02.0,D. Waiters misses 3-pt shot from 25 ft,,38-37,,
4:01.0,,,38-37,,Defensive rebound by D. Carroll
3:54.0,,,38-37,,T. Sefolosha misses 3-pt shot from 25 ft
3:51.0,Defensive rebound by D. Waiters,,38-37,,
3:43.0,K. Irving misses 2-pt shot from 4 ft,,38-37,,
3:42.0,,,38-37,,Defensive rebound by D. Carroll
3:37.0,,,38-39,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Carroll)
3:27.0,Cleveland full timeout,,38-39,,
3:27.0,A. Price enters the game for K. Irving,,38-39,,
3:19.0,Turnover by D. Waiters (bad pass; steal by J. Teague),,38-39,,
3:15.0,,,38-39,,Shooting foul by J. Harris (drawn by P. Millsap)
3:15.0,,,38-40,1,P. Millsap makes free throw 1 of 2
3:15.0,,,38-41,1,P. Millsap makes free throw 2 of 2
2:53.0,A. Price misses 2-pt shot from 16 ft,,38-41,,
2:51.0,,,38-41,,Defensive rebound by T. Sefolosha
2:40.0,,,38-41,,J. Teague misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by K. Love,,38-41,,
2:26.0,A. Price misses 2-pt shot from 11 ft,,38-41,,
2:23.0,,,38-41,,Defensive rebound by D. Carroll
2:19.0,,,38-41,,Atlanta full timeout
2:19.0,,,38-41,,M. Scott enters the game for P. Antic
2:19.0,,,38-41,,K. Korver enters the game for T. Sefolosha
2:19.0,M. Dellavedova enters the game for D. Waiters,,38-41,,
2:19.0,K. Irving enters the game for A. Price,,38-41,,
2:08.0,,,38-44,3,M. Scott makes 3-pt shot from 24 ft (assist by J. Teague)
1:52.0,,,38-44,,Def 3 sec tech foul by M. Scott
1:52.0,K. Irving makes technical free throw,1,39-44,,
1:47.0,K. Irving misses 3-pt shot from 24 ft,,39-44,,
1:46.0,,,39-44,,Defensive rebound by K. Korver
1:38.0,,,39-46,2,J. Teague makes 2-pt shot from 3 ft
1:17.0,K. Love misses 2-pt shot at rim (block by P. Millsap),,39-46,,
1:15.0,Offensive rebound by J. Harris,,39-46,,
1:12.0,T. Thompson makes 2-pt shot at rim (assist by K. Love),2,41-46,,
1:04.0,,,41-48,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
1:01.0,,,41-48,,Personal foul by J. Teague (drawn by K. Irving)
1:01.0,A. Price enters the game for M. Dellavedova,,41-48,,
1:01.0,,,41-48,,T. Sefolosha enters the game for D. Carroll
0:52.0,Turnover by A. Price (bad pass; steal by T. Sefolosha),,41-48,,
0:48.0,,,41-50,2,T. Sefolosha makes 2-pt shot from 1 ft
0:48.0,,,41-50,,Shooting foul by A. Price (drawn by T. Sefolosha)
0:48.0,,,41-51,1,T. Sefolosha makes free throw 1 of 1
0:30.0,Turnover by K. Irving (step out of bounds),,41-51,,
0:13.0,,,41-51,,M. Scott misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by J. Harris,,41-51,,
0:01.0,K. Irving misses 2-pt shot at rim (block by P. Millsap),,41-51,,
0:01.0,,,41-51,,Defensive rebound by M. Scott
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by K. Irving (bad pass; steal by P. Millsap),,41-51,,
11:35.0,,,41-54,3,K. Korver makes 3-pt shot from 24 ft (assist by P. Antic)
11:15.0,M. Dellavedova misses 3-pt shot from 25 ft,,41-54,,
11:13.0,,,41-54,,Defensive rebound by P. Millsap
11:04.0,,,41-56,2,J. Teague makes 2-pt shot from 22 ft
10:49.0,K. Irving makes 2-pt shot from 1 ft,2,43-56,,
10:41.0,,,43-56,,Shooting foul by K. Irving (drawn by J. Teague)
10:41.0,,,43-56,,J. Teague misses free throw 1 of 2
10:41.0,,,43-56,,Offensive rebound by Team
10:41.0,,,43-57,1,J. Teague makes free throw 2 of 2
10:23.0,Turnover by M. Miller (bad pass; steal by P. Millsap),,43-57,,
10:18.0,,,43-60,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague)
10:17.0,Cleveland full timeout,,43-60,,
9:58.0,K. Irving makes 2-pt shot from 12 ft,2,45-60,,
9:46.0,,,45-62,2,J. Teague makes 2-pt shot from 1 ft
9:39.0,Shooting foul by P. Antic (drawn by K. Irving),,45-62,,
9:39.0,K. Irving makes free throw 1 of 2,1,46-62,,
9:39.0,J. Jones enters the game for K. Love,,46-62,,
9:39.0,K. Irving makes free throw 2 of 2,1,47-62,,
9:20.0,,,47-64,2,P. Millsap makes 2-pt shot from 9 ft
9:02.0,K. Irving misses 2-pt shot from 20 ft,,47-64,,
9:00.0,,,47-64,,Defensive rebound by P. Millsap
8:38.0,,,47-64,,Turnover by J. Teague (bad pass; steal by M. Miller)
8:27.0,M. Dellavedova makes 3-pt shot from 23 ft (assist by K. Irving),3,50-64,,
8:14.0,,,50-64,,Shooting foul by M. Dellavedova (drawn by J. Teague)
8:14.0,,,50-64,,J. Teague misses free throw 1 of 2
8:14.0,,,50-64,,Offensive rebound by Team
8:14.0,,,50-65,1,J. Teague makes free throw 2 of 2
7:54.0,K. Irving misses 3-pt shot from 26 ft,,50-65,,
7:52.0,,,50-65,,Defensive rebound by J. Teague
7:45.0,,,50-65,,K. Korver misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by K. Irving,,50-65,,
7:39.0,K. Irving misses 2-pt shot from 3 ft,,50-65,,
7:38.0,,,50-65,,Defensive rebound by P. Millsap
7:21.0,,,50-65,,P. Antic misses 2-pt shot from 10 ft
7:18.0,Defensive rebound by T. Thompson,,50-65,,
7:12.0,J. Jones makes 3-pt shot from 22 ft (assist by M. Dellavedova),3,53-65,,
6:50.0,,,53-65,,P. Antic misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by M. Miller,,53-65,,
6:37.0,T. Thompson makes 2-pt shot from 2 ft,2,55-65,,
6:37.0,Shooting foul by D. Carroll (drawn by T. Thompson),,55-65,,
6:37.0,,,55-65,,M. Scott enters the game for P. Antic
6:37.0,T. Thompson misses free throw 1 of 1,,55-65,,
6:36.0,,,55-65,,Defensive rebound by D. Carroll
6:12.0,,,55-67,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
5:59.0,T. Thompson makes 2-pt shot from 1 ft (assist by J. Jones),2,57-67,,
5:59.0,Shooting foul by K. Korver (drawn by T. Thompson),,57-67,,
5:59.0,T. Thompson misses free throw 1 of 1,,57-67,,
5:58.0,,,57-67,,Defensive rebound by P. Millsap
5:42.0,,,57-67,,M. Scott misses 2-pt shot from 6 ft
5:39.0,Defensive rebound by T. Thompson,,57-67,,
5:29.0,K. Irving makes 2-pt shot from 1 ft,2,59-67,,
5:14.0,,,59-67,,Shooting foul by K. Irving (drawn by D. Carroll)
5:14.0,,,59-69,2,D. Carroll makes 2-pt shot from 6 ft (assist by P. Millsap)
5:14.0,,,59-70,1,D. Carroll makes free throw 1 of 1
4:54.0,J. Jones misses 3-pt shot from 23 ft,,59-70,,
4:53.0,,,59-70,,Defensive rebound by K. Korver
4:39.0,,,59-70,,Turnover by M. Scott (lost ball; steal by K. Irving)
4:33.0,K. Irving makes 2-pt shot from 1 ft,2,61-70,,
4:13.0,,,61-70,,K. Korver misses 2-pt shot from 16 ft
4:11.0,,,61-70,,Offensive rebound by K. Korver
4:07.0,,,61-72,2,P. Millsap makes 2-pt shot from 2 ft
3:47.0,K. Irving makes 2-pt shot from 11 ft,2,63-72,,
3:47.0,,,63-72,,Atlanta full timeout
3:47.0,,,63-72,,T. Sefolosha enters the game for K. Korver
3:47.0,D. Waiters enters the game for M. Miller,,63-72,,
3:47.0,J. Harris enters the game for M. Dellavedova,,63-72,,
3:35.0,,,63-72,,D. Carroll misses 3-pt shot from 24 ft
3:32.0,,,63-72,,Offensive rebound by D. Carroll
3:20.0,,,63-72,,P. Millsap misses 2-pt shot from 1 ft
3:18.0,Defensive rebound by T. Thompson,,63-72,,
3:09.0,J. Harris makes 3-pt shot from 22 ft (assist by D. Waiters),3,66-72,,
2:57.0,Personal foul by J. Harris (drawn by J. Teague),,66-72,,
2:57.0,,,66-72,,E. Brand enters the game for P. Millsap
2:57.0,M. Dellavedova enters the game for K. Irving,,66-72,,
2:41.0,,,66-72,,D. Carroll misses 2-pt shot from 7 ft
2:40.0,,,66-72,,Offensive rebound by D. Carroll
2:39.0,,,66-72,,Shooting foul by J. Harris (drawn by D. Carroll)
2:39.0,,,66-73,1,D. Carroll makes free throw 1 of 2
2:39.0,,,66-73,,D. Schroder enters the game for J. Teague
2:39.0,,,66-74,1,D. Carroll makes free throw 2 of 2
2:25.0,Turnover by J. Jones (bad pass; steal by D. Schroder),,66-74,,
2:12.0,,,66-74,,Shooting foul by J. Jones (drawn by M. Scott)
2:12.0,,,66-75,1,M. Scott makes free throw 1 of 2
2:12.0,,,66-75,,K. Korver enters the game for D. Carroll
2:12.0,K. Love enters the game for T. Thompson,,66-75,,
2:12.0,,,66-76,1,M. Scott makes free throw 2 of 2
1:51.0,M. Dellavedova misses 2-pt shot at rim (block by E. Brand),,66-76,,
1:51.0,,,66-76,,Defensive rebound by Team
1:40.0,,,66-76,,Turnover by D. Schroder (bad pass; steal by K. Love)
1:34.0,,,66-76,,Personal block foul by T. Sefolosha (drawn by D. Waiters)
1:28.0,K. Love misses 2-pt shot from 8 ft,,66-76,,
1:25.0,,,66-76,,Defensive rebound by K. Korver
1:19.0,,,66-76,,Turnover by D. Schroder (bad pass; steal by J. Jones)
1:10.0,J. Jones misses 3-pt shot from 23 ft,,66-76,,
1:08.0,Offensive rebound by J. Harris,,66-76,,
1:08.0,Shooting foul by K. Korver (drawn by J. Harris),,66-76,,
1:08.0,J. Harris makes free throw 1 of 2,1,67-76,,
1:08.0,T. Thompson enters the game for K. Love,,67-76,,
1:08.0,J. Harris makes free throw 2 of 2,1,68-76,,
1:02.0,,,68-76,,M. Scott misses 2-pt shot from 1 ft (block by J. Jones)
1:00.0,Defensive rebound by T. Thompson,,68-76,,
0:56.0,T. Thompson makes 2-pt shot from 5 ft (assist by M. Dellavedova),2,70-76,,
0:43.0,,,70-76,,K. Korver misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by T. Thompson,,70-76,,
0:33.0,D. Waiters makes 2-pt shot from 1 ft,2,72-76,,
0:23.0,,,72-78,2,D. Schroder makes 2-pt shot from 18 ft
0:05.0,,,72-78,,Personal foul by E. Brand (drawn by D. Waiters)
0:05.0,D. Waiters misses free throw 1 of 2,,72-78,,
0:05.0,Offensive rebound by Team,,72-78,,
0:05.0,,,72-78,,P. Millsap enters the game for E. Brand
0:05.0,,,72-78,,D. Carroll enters the game for T. Sefolosha
0:05.0,D. Waiters makes free throw 2 of 2,1,73-78,,
0:00.0,,,73-78,,P. Millsap misses 3-pt shot from 24 ft
0:00.0,,,73-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,73-78,,M. Scott misses 2-pt shot from 10 ft (block by J. Jones)
11:42.0,Defensive rebound by J. Jones,,73-78,,
11:26.0,Turnover by K. Irving (lost ball),,73-78,,
11:19.0,Personal foul by J. Harris (drawn by K. Korver),,73-78,,
11:08.0,,,73-80,2,D. Schroder makes 2-pt shot from 18 ft
11:08.0,,,73-80,,Shooting foul by K. Irving (drawn by D. Schroder)
11:08.0,,,73-81,1,D. Schroder makes free throw 1 of 1
10:53.0,D. Waiters misses 2-pt shot from 2 ft,,73-81,,
10:52.0,,,73-81,,Defensive rebound by P. Antic
10:43.0,,,73-81,,Turnover by P. Antic (bad pass; steal by J. Jones)
10:36.0,K. Irving makes 3-pt shot from 26 ft,3,76-81,,
10:24.0,,,76-83,2,D. Schroder makes 2-pt shot from 19 ft
10:04.0,Turnover by D. Waiters (step out of bounds),,76-83,,
9:46.0,,,76-83,,P. Antic misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by T. Thompson,,76-83,,
9:27.0,J. Jones misses 2-pt shot from 19 ft,,76-83,,
9:24.0,,,76-83,,Defensive rebound by M. Scott
9:11.0,,,76-83,,Turnover by D. Schroder (bad pass; steal by J. Jones)
9:02.0,D. Waiters makes 2-pt shot from 1 ft (assist by J. Harris),2,78-83,,
9:02.0,Shooting foul by D. Schroder (drawn by D. Waiters),,78-83,,
9:02.0,D. Waiters makes free throw 1 of 1,1,79-83,,
8:40.0,,,79-85,2,M. Scott makes 2-pt shot from 6 ft (assist by D. Schroder)
8:25.0,J. Jones misses 3-pt shot from 25 ft,,79-85,,
8:24.0,,,79-85,,Defensive rebound by D. Schroder
8:17.0,,,79-85,,Turnover by D. Schroder (bad pass; steal by D. Waiters)
8:09.0,J. Harris makes 3-pt shot from 22 ft (assist by D. Waiters),3,82-85,,
8:08.0,,,82-85,,Atlanta full timeout
8:08.0,,,82-85,,D. Carroll enters the game for T. Sefolosha
8:08.0,,,82-85,,J. Teague enters the game for M. Scott
8:08.0,,,82-85,,P. Millsap enters the game for D. Schroder
7:53.0,,,82-88,3,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap)
7:38.0,D. Waiters misses 2-pt shot from 18 ft,,82-88,,
7:36.0,,,82-88,,Defensive rebound by K. Korver
7:31.0,,,82-88,,J. Teague misses 2-pt shot from 2 ft
7:29.0,Defensive rebound by D. Waiters,,82-88,,
7:23.0,K. Irving makes 3-pt shot from 25 ft (assist by D. Waiters),3,85-88,,
7:04.0,,,85-91,3,K. Korver makes 3-pt shot from 22 ft
6:44.0,K. Irving misses 3-pt shot from 26 ft,,85-91,,
6:43.0,,,85-91,,Defensive rebound by P. Millsap
6:33.0,,,85-91,,D. Carroll misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by D. Waiters,,85-91,,
6:19.0,J. Jones makes 3-pt shot from 24 ft (assist by D. Waiters),3,88-91,,
6:03.0,Personal foul by T. Thompson (drawn by P. Millsap),,88-91,,
6:03.0,M. Dellavedova enters the game for J. Harris,,88-91,,
5:54.0,,,88-93,2,K. Korver makes 2-pt shot at rim (assist by J. Teague)
5:37.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,90-93,,
5:37.0,Shooting foul by J. Teague (drawn by T. Thompson),,90-93,,
5:37.0,Official timeout,,90-93,,
5:37.0,T. Thompson misses free throw 1 of 1,,90-93,,
5:36.0,,,90-93,,Defensive rebound by D. Carroll
5:17.0,,,90-93,,Shooting foul by T. Thompson (drawn by P. Millsap)
5:17.0,,,90-94,1,P. Millsap makes free throw 1 of 2
5:17.0,,,90-95,1,P. Millsap makes free throw 2 of 2
5:05.0,M. Dellavedova misses 2-pt shot from 16 ft,,90-95,,
5:04.0,,,90-95,,Defensive rebound by P. Millsap
5:04.0,Personal foul by T. Thompson (drawn by P. Antic),,90-95,,
5:04.0,,,90-95,,P. Antic misses free throw 1 of 2
5:04.0,,,90-95,,Offensive rebound by Team
5:04.0,,,90-95,,P. Antic misses free throw 2 of 2
5:02.0,Defensive rebound by J. Jones,,90-95,,
4:50.0,K. Irving misses 3-pt shot from 24 ft,,90-95,,
4:48.0,Offensive rebound by T. Thompson,,90-95,,
4:44.0,J. Jones makes 3-pt shot from 22 ft (assist by K. Irving),3,93-95,,
4:31.0,,,93-95,,J. Teague misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by T. Thompson,,93-95,,
4:25.0,Turnover by M. Dellavedova (bad pass; steal by J. Teague),,93-95,,
4:14.0,,,93-95,,Shooting foul by T. Thompson (drawn by P. Millsap)
