time,Milwaukee,pts.away,score,pts.home,Houston
10:21.0,,,25-43,,J. Terry misses 2-pt shot from 18 ft
10:20.0,Defensive rebound by B. Knight,,25-43,,
10:14.0,B. Knight makes 2-pt shot from 14 ft,2,27-43,,
9:57.0,,,27-43,,Turnover by D. Motiejunas (lost ball; steal by B. Knight)
9:52.0,J. Gutierrez enters the game for J. Bayless,,27-43,,
9:49.0,K. Middleton misses 2-pt shot from 16 ft,,27-43,,
9:48.0,,,27-43,,Defensive rebound by J. Smith
9:43.0,,,27-43,,T. Jones enters the game for J. Smith
9:40.0,,,27-43,,C. Brewer misses 3-pt shot from 23 ft
9:39.0,Defensive rebound by K. Middleton,,27-43,,
9:27.0,B. Knight makes 3-pt shot from 25 ft,3,30-43,,
9:07.0,,,30-46,3,T. Ariza makes 3-pt shot from 23 ft (assist by T. Jones)
8:56.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by B. Knight),2,32-46,,
8:42.0,,,32-46,,Offensive charge foul by T. Ariza
8:42.0,,,32-46,,Turnover by T. Ariza (offensive foul)
8:42.0,Milwaukee full timeout,,32-46,,
8:42.0,,,32-46,,P. Beverley enters the game for J. Terry
8:42.0,O. Mayo enters the game for K. Middleton,,32-46,,
8:42.0,J. Henson enters the game for E. Ilyasova,,32-46,,
8:23.0,O. Mayo makes 2-pt shot from 2 ft (assist by J. Henson),2,34-46,,
8:06.0,,,34-46,,P. Beverley misses 3-pt shot from 25 ft
8:05.0,Defensive rebound by B. Knight,,34-46,,
8:01.0,J. Gutierrez makes 2-pt shot at rim (assist by B. Knight),2,36-46,,
7:52.0,,,36-48,2,C. Brewer makes 2-pt shot from 20 ft (assist by D. Motiejunas)
7:37.0,J. Henson misses 2-pt shot from 8 ft,,36-48,,
7:35.0,Offensive rebound by Team,,36-48,,
7:35.0,,,36-48,,J. Harden enters the game for T. Ariza
7:35.0,G. Antetokounmpo enters the game for J. Dudley,,36-48,,
7:31.0,O. Mayo misses 2-pt shot from 11 ft,,36-48,,
7:30.0,,,36-48,,Defensive rebound by Team
7:16.0,,,36-48,,P. Beverley misses 2-pt shot from 15 ft
7:15.0,,,36-48,,Offensive rebound by P. Beverley
7:09.0,,,36-50,2,T. Jones makes 2-pt shot from 2 ft (assist by P. Beverley)
6:56.0,Turnover by B. Knight (bad pass; steal by C. Brewer),,36-50,,
6:56.0,Loose ball foul by O. Mayo (drawn by C. Brewer),,36-50,,
6:47.0,,,36-52,2,J. Harden makes 2-pt shot from 1 ft
6:30.0,Turnover by G. Antetokounmpo (bad pass),,36-52,,
6:30.0,,,36-52,,J. Smith enters the game for T. Jones
6:18.0,,,36-52,,D. Motiejunas misses 2-pt shot from 8 ft
6:17.0,Defensive rebound by J. Henson,,36-52,,
6:11.0,,,36-52,,Personal foul by P. Beverley (drawn by B. Knight)
6:08.0,Turnover by O. Mayo (lost ball; steal by C. Brewer),,36-52,,
6:03.0,,,36-54,2,D. Motiejunas makes 2-pt shot at rim (assist by C. Brewer)
6:02.0,Milwaukee full timeout,,36-54,,
6:02.0,,,36-54,,T. Ariza enters the game for C. Brewer
5:49.0,J. Gutierrez makes 2-pt shot from 6 ft (assist by B. Knight),2,38-54,,
5:39.0,,,38-54,,T. Ariza misses 2-pt shot from 18 ft
5:37.0,Defensive rebound by G. Antetokounmpo,,38-54,,
5:32.0,O. Mayo makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,40-54,,
5:14.0,Personal foul by J. Gutierrez (drawn by T. Ariza),,40-54,,
5:01.0,,,40-57,3,J. Smith makes 3-pt shot from 24 ft (assist by P. Beverley)
4:37.0,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo),2,42-57,,
4:18.0,,,42-60,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
4:01.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by B. Knight),2,44-60,,
3:51.0,,,44-60,,Turnover by J. Harden (lost ball; steal by B. Knight)
3:45.0,B. Knight makes 2-pt shot at rim,2,46-60,,
3:34.0,,,46-60,,T. Ariza misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by G. Antetokounmpo,,46-60,,
3:24.0,J. Gutierrez makes 2-pt shot from 2 ft,2,48-60,,
3:20.0,,,48-60,,Houston full timeout
3:20.0,,,48-60,,T. Jones enters the game for D. Motiejunas
3:02.0,,,48-63,3,J. Smith makes 3-pt shot from 23 ft (assist by T. Jones)
2:44.0,B. Knight misses 2-pt shot from 21 ft,,48-63,,
2:43.0,,,48-63,,Defensive rebound by T. Jones
2:34.0,Personal foul by O. Mayo (drawn by J. Harden),,48-63,,
2:27.0,,,48-65,2,J. Smith makes 2-pt shot from 9 ft (assist by T. Ariza)
2:27.0,,,48-65,,Shooting foul by G. Antetokounmpo (drawn by J. Smith)
2:27.0,,,48-65,,J. Smith misses free throw 1 of 1
2:27.0,Defensive rebound by J. Gutierrez,,48-65,,
2:08.0,G. Antetokounmpo misses 2-pt shot from 7 ft,,48-65,,
2:07.0,Offensive rebound by J. Henson,,48-65,,
1:51.0,J. Henson makes 2-pt shot from 8 ft (assist by O. Mayo),2,50-65,,
1:35.0,,,50-65,,P. Beverley misses 2-pt shot from 11 ft
1:34.0,Defensive rebound by O. Mayo,,50-65,,
1:31.0,Shooting foul by T. Jones (drawn by G. Antetokounmpo),,50-65,,
1:31.0,G. Antetokounmpo makes free throw 1 of 2,1,51-65,,
1:31.0,E. Ilyasova enters the game for J. Henson,,51-65,,
1:31.0,G. Antetokounmpo makes free throw 2 of 2,1,52-65,,
1:09.0,,,52-65,,J. Smith misses 2-pt shot from 2 ft
1:08.0,,,52-65,,Offensive rebound by J. Smith
1:05.0,,,52-65,,J. Harden misses 3-pt shot from 24 ft
1:04.0,Defensive rebound by B. Knight,,52-65,,
1:00.0,Turnover by B. Knight (lost ball; steal by J. Smith),,52-65,,
0:56.0,,,52-68,3,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley)
0:34.0,G. Antetokounmpo misses 2-pt shot from 4 ft (block by P. Beverley),,52-68,,
0:33.0,Offensive rebound by E. Ilyasova,,52-68,,
0:33.0,E. Ilyasova makes 2-pt shot at rim,2,54-68,,
0:26.0,Violation by G. Antetokounmpo (kicked ball),,54-68,,
0:26.0,,,54-68,,Houston full timeout
0:10.0,,,54-68,,T. Jones misses 2-pt shot from 5 ft
0:09.0,Defensive rebound by G. Antetokounmpo,,54-68,,
0:05.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,56-68,,
0:00.0,,,56-68,,T. Ariza misses 2-pt shot from 21 ft
0:00.0,,,56-68,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,56-70,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by J. Dorsey)
11:18.0,B. Knight makes 3-pt shot from 22 ft (assist by J. Henson),3,59-70,,
11:05.0,,,59-70,,Turnover by D. Motiejunas (bad pass)
10:53.0,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by B. Knight),2,61-70,,
10:42.0,Violation by J. Henson (kicked ball),,61-70,,
10:33.0,,,61-70,,Turnover by D. Motiejunas (bad pass)
10:28.0,Offensive foul by J. Henson,,61-70,,
10:28.0,Turnover by J. Henson (offensive foul),,61-70,,
10:10.0,,,61-72,2,J. Dorsey makes 2-pt shot from 4 ft (assist by J. Harden)
10:00.0,Turnover by J. Henson (lost ball; steal by T. Ariza),,61-72,,
9:46.0,,,61-72,,Turnover by P. Beverley (bad pass; steal by B. Knight)
9:40.0,B. Knight misses 2-pt shot from 2 ft,,61-72,,
9:39.0,Offensive rebound by G. Antetokounmpo,,61-72,,
9:35.0,B. Knight misses 3-pt shot from 23 ft,,61-72,,
9:34.0,,,61-72,,Defensive rebound by T. Ariza
9:22.0,,,61-72,,P. Beverley misses 3-pt shot from 24 ft
9:20.0,,,61-72,,Offensive rebound by J. Dorsey
9:13.0,,,61-72,,T. Ariza misses 2-pt shot from 20 ft
9:12.0,Defensive rebound by G. Antetokounmpo,,61-72,,
9:05.0,J. Henson misses 2-pt shot from 3 ft,,61-72,,
9:04.0,Offensive rebound by G. Antetokounmpo,,61-72,,
9:04.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,63-72,,
9:04.0,,,63-72,,Houston full timeout
9:04.0,,,63-72,,J. Smith enters the game for J. Dorsey
8:42.0,,,63-75,3,J. Smith makes 3-pt shot from 25 ft (assist by P. Beverley)
8:18.0,J. Henson makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,65-75,,
8:11.0,Violation by K. Middleton (kicked ball),,65-75,,
8:02.0,,,65-77,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Smith)
7:35.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by B. Knight),2,67-77,,
7:15.0,,,67-77,,Turnover by J. Smith (bad pass; steal by B. Knight)
7:12.0,,,67-77,,Personal foul by P. Beverley (drawn by B. Knight)
6:54.0,K. Middleton makes 2-pt shot from 11 ft (assist by B. Knight),2,69-77,,
6:39.0,,,69-77,,Shooting foul by K. Middleton (drawn by D. Motiejunas)
6:39.0,,,69-77,,D. Motiejunas misses free throw 1 of 2
6:39.0,,,69-77,,Offensive rebound by Team
6:39.0,,,69-78,1,D. Motiejunas makes free throw 2 of 2
6:21.0,B. Knight misses 2-pt shot at rim,,69-78,,
6:20.0,Offensive rebound by J. Dudley,,69-78,,
6:13.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,69-78,,
6:12.0,,,69-78,,Defensive rebound by J. Smith
6:05.0,,,69-81,3,J. Harden makes 3-pt shot from 25 ft (assist by J. Smith)
5:49.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Henson),2,71-81,,
5:31.0,,,71-81,,J. Harden misses 3-pt shot from 24 ft
5:30.0,Defensive rebound by G. Antetokounmpo,,71-81,,
5:22.0,J. Dudley makes 3-pt shot from 23 ft (assist by B. Knight),3,74-81,,
5:21.0,,,74-81,,Houston full timeout
5:11.0,,,74-81,,Turnover by J. Harden (lost ball; steal by J. Henson)
5:06.0,Turnover by J. Henson (bad pass; steal by P. Beverley),,74-81,,
5:06.0,,,74-81,,Shooting foul by G. Antetokounmpo (drawn by D. Motiejunas)
5:06.0,,,74-81,,D. Motiejunas misses free throw 1 of 2
5:06.0,,,74-81,,Offensive rebound by Team
5:06.0,,,74-82,1,D. Motiejunas makes free throw 2 of 2
4:45.0,K. Middleton misses 2-pt shot from 3 ft (block by P. Beverley),,74-82,,
4:44.0,Offensive rebound by Team,,74-82,,
4:41.0,B. Knight misses 3-pt shot from 26 ft,,74-82,,
4:40.0,Offensive rebound by K. Middleton,,74-82,,
4:36.0,Turnover by K. Middleton (bad pass; steal by T. Ariza),,74-82,,
4:34.0,,,74-82,,Shooting foul by B. Knight (drawn by J. Harden)
4:34.0,,,74-82,,J. Harden misses free throw 1 of 2
4:34.0,,,74-82,,Offensive rebound by Team
4:34.0,,,74-82,,T. Jones enters the game for D. Motiejunas
4:34.0,,,74-82,,C. Brewer enters the game for T. Ariza
4:34.0,,,74-83,1,J. Harden makes free throw 2 of 2
4:15.0,J. Henson makes 2-pt shot from 5 ft (assist by K. Middleton),2,76-83,,
3:52.0,,,76-86,3,P. Beverley makes 3-pt shot from 22 ft (assist by J. Smith)
3:49.0,Milwaukee full timeout,,76-86,,
3:49.0,O. Mayo enters the game for J. Dudley,,76-86,,
3:49.0,E. Ilyasova enters the game for J. Henson,,76-86,,
3:30.0,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by B. Knight),2,78-86,,
3:12.0,,,78-86,,Turnover by J. Smith (lost ball; steal by O. Mayo)
3:07.0,,,78-86,,Personal foul by C. Brewer (drawn by O. Mayo)
2:50.0,E. Ilyasova misses 2-pt shot from 2 ft,,78-86,,
2:49.0,,,78-86,,Defensive rebound by J. Smith
2:43.0,,,78-88,2,T. Jones makes 2-pt shot at rim (assist by J. Smith)
2:30.0,K. Middleton makes 2-pt shot from 17 ft (assist by B. Knight),2,80-88,,
2:14.0,,,80-90,2,T. Jones makes 2-pt shot at rim (assist by C. Brewer)
1:53.0,O. Mayo misses 2-pt shot from 15 ft,,80-90,,
1:52.0,,,80-90,,Defensive rebound by C. Brewer
1:49.0,,,80-90,,Turnover by C. Brewer (bad pass; steal by K. Middleton)
1:45.0,K. Middleton makes 2-pt shot from 1 ft,2,82-90,,
1:30.0,Personal foul by K. Middleton (drawn by J. Harden),,82-90,,
1:30.0,,,82-90,,J. Terry enters the game for P. Beverley
1:25.0,,,82-92,2,J. Harden makes 2-pt shot from 2 ft
1:11.0,K. Middleton misses 2-pt shot from 21 ft,,82-92,,
1:10.0,,,82-92,,Defensive rebound by C. Brewer
1:04.0,,,82-92,,C. Brewer misses 2-pt shot from 1 ft
1:02.0,,,82-92,,Offensive rebound by J. Smith
1:00.0,,,82-92,,J. Smith misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by G. Antetokounmpo,,82-92,,
0:49.0,B. Knight misses 3-pt shot from 24 ft,,82-92,,
0:47.0,,,82-92,,Defensive rebound by J. Harden
0:35.0,,,82-92,,Shooting foul by E. Ilyasova (drawn by J. Harden)
0:35.0,,,82-93,1,J. Harden makes free throw 1 of 2
0:35.0,J. Dudley enters the game for G. Antetokounmpo,,82-93,,
0:35.0,J. Gutierrez enters the game for B. Knight,,82-93,,
0:35.0,,,82-94,1,J. Harden makes free throw 2 of 2
0:19.0,,,82-94,,Personal foul by J. Harden (drawn by J. Gutierrez)
0:07.0,E. Ilyasova misses 2-pt shot from 4 ft,,82-94,,
0:06.0,,,82-94,,Defensive rebound by J. Smith
0:01.0,,,82-96,2,T. Jones makes 2-pt shot at rim (assist by C. Brewer)
0:00.0,O. Mayo misses 3-pt shot from 49 ft,,82-96,,
0:00.0,Offensive rebound by Team,,82-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,E. Ilyasova misses 2-pt shot from 16 ft,,82-96,,
11:48.0,,,82-96,,Defensive rebound by J. Terry
11:44.0,,,82-98,2,C. Brewer makes 2-pt shot from 3 ft (assist by J. Terry)
11:21.0,J. Gutierrez makes 2-pt shot from 20 ft (assist by J. O'Bryant),2,84-98,,
11:15.0,,,84-98,,Offensive charge foul by J. Smith
11:15.0,,,84-98,,Turnover by J. Smith (offensive foul)
11:05.0,J. O'Bryant misses 2-pt shot from 18 ft,,84-98,,
11:04.0,,,84-98,,Defensive rebound by T. Ariza
10:50.0,,,84-101,3,C. Brewer makes 3-pt shot from 22 ft (assist by J. Smith)
10:27.0,J. Gutierrez makes 2-pt shot from 2 ft (assist by O. Mayo),2,86-101,,
10:27.0,Shooting foul by C. Brewer (drawn by J. Gutierrez),,86-101,,
10:27.0,J. Gutierrez makes free throw 1 of 1,1,87-101,,
10:15.0,,,87-101,,J. Terry misses 3-pt shot from 26 ft
10:12.0,,,87-101,,Offensive rebound by Team
10:10.0,,,87-101,,Turnover by J. Terry (lost ball; steal by J. Gutierrez)
10:06.0,O. Mayo misses 2-pt shot from 3 ft (block by T. Jones),,87-101,,
10:05.0,Offensive rebound by Team,,87-101,,
9:54.0,O. Mayo misses 2-pt shot from 3 ft,,87-101,,
9:53.0,,,87-101,,Defensive rebound by J. Terry
9:49.0,,,87-101,,Turnover by C. Brewer (lost ball)
9:35.0,E. Ilyasova misses 2-pt shot from 5 ft,,87-101,,
9:34.0,,,87-101,,Defensive rebound by J. Smith
9:24.0,,,87-101,,T. Ariza misses 2-pt shot from 14 ft
9:23.0,Defensive rebound by J. Bayless,,87-101,,
9:12.0,J. Bayless makes 2-pt shot from 19 ft (assist by J. O'Bryant),2,89-101,,
8:57.0,,,89-101,,J. Smith misses 3-pt shot from 25 ft
8:56.0,Defensive rebound by J. Bayless,,89-101,,
8:47.0,J. Bayless misses 2-pt shot from 20 ft,,89-101,,
8:46.0,,,89-101,,Defensive rebound by T. Jones
8:39.0,,,89-101,,Turnover by T. Jones (offensive foul)
8:39.0,,,89-101,,Offensive charge foul by T. Jones
8:39.0,Milwaukee full timeout,,89-101,,
8:39.0,,,89-101,,D. Motiejunas enters the game for J. Smith
8:39.0,,,89-101,,J. Harden enters the game for T. Jones
8:18.0,J. Bayless makes 2-pt shot from 19 ft,2,91-101,,
8:02.0,,,91-101,,T. Ariza misses 3-pt shot from 24 ft
8:01.0,Defensive rebound by J. O'Bryant,,91-101,,
7:51.0,E. Ilyasova misses 3-pt shot from 24 ft,,91-101,,
7:50.0,,,91-101,,Defensive rebound by Team
7:50.0,,,91-101,,P. Beverley enters the game for J. Terry
7:39.0,Personal block foul by J. Gutierrez (drawn by C. Brewer),,91-101,,
7:39.0,K. Middleton enters the game for E. Ilyasova,,91-101,,
7:32.0,Violation by J. O'Bryant (kicked ball),,91-101,,
7:26.0,,,91-101,,T. Ariza misses 3-pt shot from 23 ft
7:25.0,Defensive rebound by K. Middleton,,91-101,,
7:15.0,O. Mayo misses 3-pt shot from 24 ft,,91-101,,
7:14.0,,,91-101,,Defensive rebound by J. Harden
7:08.0,,,91-101,,Shooting foul by K. Middleton (drawn by J. Harden)
7:08.0,,,91-102,1,J. Harden makes free throw 1 of 2
7:08.0,,,91-103,1,J. Harden makes free throw 2 of 2
6:50.0,K. Middleton misses 3-pt shot from 25 ft,,91-103,,
6:49.0,Offensive rebound by J. Gutierrez,,91-103,,
6:39.0,Shooting foul by T. Ariza (drawn by J. Gutierrez),,91-103,,
6:39.0,J. Gutierrez makes free throw 1 of 2,1,92-103,,
6:39.0,G. Antetokounmpo enters the game for J. O'Bryant,,92-103,,
6:39.0,Violation by Team (delay of game),,92-103,,
6:39.0,J. Gutierrez makes free throw 2 of 2,1,93-103,,
6:31.0,Personal foul by J. Gutierrez (drawn by C. Brewer),,93-103,,
6:31.0,B. Knight enters the game for J. Gutierrez,,93-103,,
6:22.0,,,93-103,,J. Harden misses 2-pt shot from 17 ft
6:21.0,Defensive rebound by G. Antetokounmpo,,93-103,,
6:16.0,,,93-103,,Shooting block foul by D. Motiejunas (drawn by G. Antetokounmpo)
6:16.0,G. Antetokounmpo makes free throw 1 of 2,1,94-103,,
6:16.0,G. Antetokounmpo misses free throw 2 of 2,,94-103,,
6:15.0,,,94-103,,Defensive rebound by T. Ariza
5:57.0,,,94-103,,C. Brewer misses 3-pt shot from 23 ft
5:57.0,,,94-103,,Offensive rebound by T. Ariza
5:53.0,,,94-103,,T. Ariza misses 2-pt shot from 1 ft
5:52.0,,,94-103,,Offensive rebound by T. Ariza
5:51.0,,,94-103,,T. Ariza misses 2-pt shot from 3 ft
5:50.0,Defensive rebound by G. Antetokounmpo,,94-103,,
5:38.0,J. Bayless makes 2-pt shot from 2 ft,2,96-103,,
5:38.0,Shooting foul by C. Brewer (drawn by J. Bayless),,96-103,,
5:38.0,,,96-103,,Houston full timeout
5:38.0,,,96-103,,J. Smith enters the game for D. Motiejunas
5:38.0,J. Bayless misses free throw 1 of 1,,96-103,,
5:37.0,Offensive rebound by J. Bayless,,96-103,,
5:34.0,J. Bayless misses 2-pt shot from 1 ft (block by J. Smith),,96-103,,
5:34.0,,,96-103,,Defensive rebound by C. Brewer
5:34.0,Personal foul by K. Middleton (drawn by C. Brewer),,96-103,,
5:18.0,,,96-105,2,J. Harden makes 2-pt shot from 3 ft (assist by T. Ariza)
4:57.0,Turnover by G. Antetokounmpo (lost ball; steal by C. Brewer),,96-105,,
4:51.0,,,96-105,,J. Harden misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
4:50.0,Defensive rebound by J. Bayless,,96-105,,
4:44.0,B. Knight makes 2-pt shot from 16 ft (assist by J. Bayless),2,98-105,,
4:25.0,,,98-105,,Turnover by J. Smith (bad pass; steal by B. Knight)
4:21.0,Shooting foul by T. Ariza (drawn by G. Antetokounmpo),,98-105,,
4:21.0,G. Antetokounmpo makes free throw 1 of 2,1,99-105,,
