time,New Orleans,pts.away,score,pts.home,Denver
5:38.0,T. Evans misses 2-pt shot from 4 ft,,16-10,,
5:36.0,,,16-10,,Defensive rebound by T. Mozgov
5:30.0,Personal block foul by J. Holiday (drawn by T. Lawson),,16-10,,
5:24.0,,,16-10,,Shooting foul by E. Gordon (drawn by A. Afflalo)
5:24.0,,,16-11,1,A. Afflalo makes free throw 1 of 3
5:24.0,,,16-12,1,A. Afflalo makes free throw 2 of 3
5:24.0,,,16-13,1,A. Afflalo makes free throw 3 of 3
5:04.0,A. Davis makes 2-pt shot from 13 ft,2,18-13,,
4:40.0,,,18-16,3,T. Lawson makes 3-pt shot from 24 ft (assist by W. Chandler)
4:24.0,Turnover by A. Davis (traveling),,18-16,,
4:00.0,,,18-18,2,W. Chandler makes 2-pt shot from 2 ft
4:00.0,New Orleans full timeout,,18-18,,
4:00.0,R. Anderson enters the game for A. Ajinca,,18-18,,
3:38.0,A. Davis makes 2-pt shot from 13 ft,2,20-18,,
3:28.0,A. Rivers enters the game for E. Gordon,,20-18,,
3:15.0,,,20-20,2,A. Afflalo makes 2-pt shot from 21 ft
2:51.0,A. Rivers makes 2-pt shot from 2 ft,2,22-20,,
2:43.0,Personal foul by J. Holiday (drawn by K. Faried),,22-20,,
2:43.0,,,22-21,1,K. Faried makes free throw 1 of 2
2:43.0,L. Babbitt enters the game for J. Holiday,,22-21,,
2:43.0,,,22-21,,D. Gallinari enters the game for W. Chandler
2:43.0,,,22-22,1,K. Faried makes free throw 2 of 2
2:19.0,L. Babbitt misses 2-pt shot from 18 ft (block by D. Gallinari),,22-22,,
2:18.0,Offensive rebound by Team,,22-22,,
2:18.0,Turnover by Team (shot clock),,22-22,,
2:08.0,,,22-22,,T. Lawson misses 2-pt shot from 5 ft
2:07.0,Defensive rebound by A. Davis,,22-22,,
2:04.0,Turnover by A. Davis (bad pass; steal by A. Afflalo),,22-22,,
2:04.0,,,22-22,,A. Afflalo misses 2-pt shot from 2 ft
2:03.0,Defensive rebound by Team,,22-22,,
1:51.0,Turnover by T. Evans (lost ball; steal by K. Faried),,22-22,,
1:47.0,,,22-24,2,A. Afflalo makes 2-pt shot at rim (assist by K. Faried)
1:20.0,R. Anderson makes 2-pt shot from 15 ft (assist by A. Rivers),2,24-24,,
1:09.0,,,24-26,2,T. Lawson makes 2-pt shot from 2 ft
0:47.0,T. Evans makes 2-pt shot from 1 ft,2,26-26,,
0:40.0,,,26-29,3,D. Gallinari makes 3-pt shot from 24 ft (assist by T. Lawson)
0:23.0,A. Davis misses 2-pt shot from 18 ft,,26-29,,
0:21.0,,,26-29,,Defensive rebound by T. Lawson
0:00.0,,,26-31,2,K. Faried makes 2-pt shot from 2 ft (assist by T. Lawson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,26-31,,R. Foye misses 3-pt shot from 27 ft
11:44.0,Defensive rebound by A. Rivers,,26-31,,
11:34.0,R. Anderson misses 3-pt shot from 28 ft,,26-31,,
11:33.0,Offensive rebound by J. Salmons,,26-31,,
11:19.0,R. Anderson misses 2-pt shot from 19 ft,,26-31,,
11:17.0,,,26-31,,Defensive rebound by N. Robinson
11:13.0,Personal foul by A. Rivers (drawn by N. Robinson),,26-31,,
11:11.0,,,26-31,,Turnover by J. McGee (traveling)
10:55.0,R. Anderson misses 3-pt shot from 24 ft,,26-31,,
10:54.0,Offensive rebound by A. Ajinca,,26-31,,
10:47.0,Turnover by A. Rivers (lost ball; steal by R. Foye),,26-31,,
10:24.0,,,26-31,,N. Robinson misses 3-pt shot from 26 ft
10:22.0,Defensive rebound by A. Ajinca,,26-31,,
10:13.0,,,26-31,,Personal block foul by N. Robinson (drawn by A. Rivers)
10:00.0,Turnover by L. Babbitt (lost ball; steal by D. Gallinari),,26-31,,
9:56.0,,,26-33,2,D. Gallinari makes 2-pt shot at rim
9:40.0,A. Rivers misses 2-pt shot from 11 ft (block by N. Robinson),,26-33,,
9:40.0,,,26-33,,Defensive rebound by Team
9:40.0,Loose ball foul by R. Anderson (drawn by D. Arthur),,26-33,,
9:29.0,,,26-35,2,D. Arthur makes 2-pt shot from 16 ft (assist by N. Robinson)
9:16.0,,,26-35,,Personal block foul by D. Arthur (drawn by R. Anderson)
9:01.0,R. Anderson misses 2-pt shot from 15 ft,,26-35,,
8:59.0,,,26-35,,Defensive rebound by N. Robinson
8:51.0,,,26-35,,D. Arthur misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by J. Salmons,,26-35,,
8:43.0,Turnover by A. Ajinca (lost ball; steal by J. McGee),,26-35,,
8:30.0,,,26-37,2,J. McGee makes 2-pt shot from 1 ft (assist by N. Robinson)
8:30.0,,,26-37,,Shooting foul by J. Salmons (drawn by J. McGee)
8:30.0,Official timeout,,26-37,,
8:30.0,,,26-37,,J. McGee misses free throw 1 of 1
8:28.0,Defensive rebound by A. Ajinca,,26-37,,
8:15.0,R. Anderson misses 2-pt shot from 19 ft,,26-37,,
8:13.0,,,26-37,,Defensive rebound by D. Gallinari
8:06.0,,,26-37,,N. Robinson misses 3-pt shot from 26 ft
8:02.0,,,26-37,,Offensive rebound by J. McGee
8:00.0,,,26-37,,Turnover by J. McGee (bad pass; steal by J. Salmons)
7:46.0,J. Salmons makes 3-pt shot from 23 ft (assist by A. Rivers),3,29-37,,
7:36.0,,,29-37,,Shooting foul by J. Salmons (drawn by R. Foye)
7:36.0,,,29-38,1,R. Foye makes free throw 1 of 2
7:36.0,E. Gordon enters the game for L. Babbitt,,29-38,,
7:36.0,,,29-39,1,R. Foye makes free throw 2 of 2
7:22.0,,,29-39,,Def 3 sec tech foul by J. McGee
7:22.0,R. Anderson makes technical free throw,1,30-39,,
7:15.0,Shooting foul by D. Arthur (drawn by A. Rivers),,30-39,,
7:15.0,A. Rivers makes free throw 1 of 2,1,31-39,,
7:15.0,A. Rivers makes free throw 2 of 2,1,32-39,,
6:57.0,,,32-42,3,D. Gallinari makes 3-pt shot from 23 ft (assist by R. Foye)
6:40.0,A. Rivers misses 2-pt shot from 2 ft,,32-42,,
6:38.0,Offensive rebound by A. Ajinca,,32-42,,
6:38.0,A. Ajinca makes 2-pt shot at rim,2,34-42,,
6:18.0,,,34-42,,Shooting foul by J. Salmons (drawn by D. Gallinari)
6:18.0,,,34-43,1,D. Gallinari makes free throw 1 of 2
6:18.0,T. Evans enters the game for J. Salmons,,34-43,,
6:18.0,,,34-44,1,D. Gallinari makes free throw 2 of 2
6:03.0,A. Rivers misses 2-pt shot from 1 ft,,34-44,,
6:01.0,,,34-44,,Defensive rebound by D. Arthur
5:59.0,,,34-44,,Shooting foul by E. Gordon (drawn by R. Foye)
5:59.0,,,34-44,,Denver full timeout
5:59.0,A. Davis enters the game for A. Ajinca,,34-44,,
5:59.0,,,34-44,,K. Faried enters the game for D. Arthur
5:59.0,,,34-45,1,R. Foye makes free throw 1 of 2
5:59.0,,,34-46,1,R. Foye makes free throw 2 of 2
5:38.0,A. Rivers misses 2-pt shot from 3 ft (block by J. McGee),,34-46,,
5:37.0,Offensive rebound by Team,,34-46,,
5:37.0,,,34-46,,T. Mozgov enters the game for J. McGee
5:30.0,A. Davis misses 3-pt shot from 25 ft,,34-46,,
5:29.0,,,34-46,,Defensive rebound by K. Faried
5:20.0,,,34-46,,K. Faried misses 2-pt shot from 10 ft
5:19.0,,,34-46,,Offensive rebound by K. Faried
5:16.0,,,34-48,2,K. Faried makes 2-pt shot at rim
5:03.0,E. Gordon misses 3-pt shot from 26 ft,,34-48,,
5:02.0,,,34-48,,Defensive rebound by D. Gallinari
4:58.0,Personal foul by T. Evans (drawn by D. Gallinari),,34-48,,
4:58.0,,,34-49,1,D. Gallinari makes free throw 1 of 2
4:58.0,J. Holiday enters the game for A. Rivers,,34-49,,
4:58.0,J. Withey enters the game for R. Anderson,,34-49,,
4:58.0,,,34-50,1,D. Gallinari makes free throw 2 of 2
4:41.0,E. Gordon makes 3-pt shot from 22 ft (assist by A. Davis),3,37-50,,
4:25.0,,,37-50,,R. Foye misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by J. Withey,,37-50,,
4:14.0,A. Davis misses 2-pt shot from 14 ft,,37-50,,
4:12.0,Offensive rebound by J. Withey,,37-50,,
4:12.0,J. Withey makes 2-pt shot from 1 ft,2,39-50,,
4:08.0,,,39-50,,Denver full timeout
4:08.0,,,39-50,,A. Afflalo enters the game for D. Gallinari
4:08.0,,,39-50,,T. Lawson enters the game for R. Foye
4:08.0,,,39-50,,W. Chandler enters the game for N. Robinson
3:54.0,,,39-50,,K. Faried misses 2-pt shot from 5 ft
3:52.0,Defensive rebound by A. Davis,,39-50,,
3:46.0,Shooting foul by W. Chandler (drawn by J. Withey),,39-50,,
3:46.0,J. Withey makes free throw 1 of 2,1,40-50,,
3:46.0,J. Withey makes free throw 2 of 2,1,41-50,,
3:27.0,,,41-50,,W. Chandler misses 2-pt shot from 4 ft (block by A. Davis)
3:25.0,Defensive rebound by J. Holiday,,41-50,,
3:19.0,J. Withey misses 2-pt shot from 1 ft (block by T. Mozgov),,41-50,,
3:16.0,,,41-50,,Defensive rebound by K. Faried
3:06.0,,,41-53,3,W. Chandler makes 3-pt shot from 25 ft
2:47.0,E. Gordon misses 3-pt shot from 25 ft,,41-53,,
2:45.0,,,41-53,,Defensive rebound by W. Chandler
2:34.0,,,41-53,,T. Lawson misses 2-pt shot from 19 ft
2:33.0,Defensive rebound by J. Withey,,41-53,,
2:28.0,A. Davis makes 2-pt shot at rim (assist by E. Gordon),2,43-53,,
2:11.0,New Orleans full timeout,,43-53,,
1:57.0,,,43-53,,A. Afflalo misses 2-pt shot from 15 ft
1:55.0,Defensive rebound by T. Evans,,43-53,,
1:50.0,T. Evans misses 2-pt shot from 1 ft (block by W. Chandler),,43-53,,
1:47.0,,,43-53,,Defensive rebound by A. Afflalo
1:43.0,,,43-55,2,T. Lawson makes 2-pt shot from 2 ft (assist by K. Faried)
1:26.0,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday),3,46-55,,
1:01.0,,,46-57,2,A. Afflalo makes 2-pt shot from 16 ft
0:46.0,J. Withey misses 2-pt shot at rim (block by T. Mozgov),,46-57,,
0:43.0,Offensive rebound by J. Holiday,,46-57,,
0:41.0,J. Holiday makes 3-pt shot from 24 ft,3,49-57,,
0:31.0,,,49-59,2,T. Lawson makes 2-pt shot from 13 ft
0:31.0,New Orleans full timeout,,49-59,,
0:31.0,R. Anderson enters the game for J. Withey,,49-59,,
0:16.0,A. Davis misses 2-pt shot from 2 ft (block by T. Mozgov),,49-59,,
0:13.0,,,49-59,,Defensive rebound by W. Chandler
0:02.0,,,49-59,,T. Lawson misses 2-pt shot from 4 ft
0:00.0,,,49-59,,Offensive rebound by T. Mozgov
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,49-59,,K. Faried misses 2-pt shot from 11 ft
11:47.0,Defensive rebound by A. Davis,,49-59,,
11:38.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,51-59,,
11:19.0,,,51-59,,A. Afflalo misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by A. Ajinca,,51-59,,
10:54.0,A. Davis misses 2-pt shot from 6 ft,,51-59,,
10:52.0,,,51-59,,Defensive rebound by T. Lawson
10:46.0,,,51-59,,T. Lawson misses 2-pt shot from 19 ft
10:44.0,Defensive rebound by A. Davis,,51-59,,
10:32.0,E. Gordon misses 2-pt shot from 3 ft,,51-59,,
10:31.0,Offensive rebound by A. Ajinca,,51-59,,
10:31.0,A. Ajinca misses 2-pt shot at rim,,51-59,,
10:31.0,,,51-59,,Defensive rebound by Team
10:11.0,,,51-59,,K. Faried misses 2-pt shot from 4 ft (block by A. Davis)
10:09.0,,,51-59,,Offensive rebound by K. Faried
10:05.0,,,51-62,3,K. Faried makes 3-pt shot from 24 ft
9:55.0,Shooting foul by T. Mozgov (drawn by A. Ajinca),,51-62,,
9:55.0,A. Ajinca makes free throw 1 of 2,1,52-62,,
9:55.0,A. Ajinca makes free throw 2 of 2,1,53-62,,
9:33.0,,,53-62,,T. Mozgov misses 2-pt shot from 12 ft
9:32.0,Defensive rebound by A. Davis,,53-62,,
9:31.0,Technical foul by A. Davis,,53-62,,
9:31.0,,,53-63,1,A. Afflalo makes technical free throw
9:31.0,Jump ball: A. Davis vs. K. Faried,,,,Jump ball: A. Davis vs. K. Faried
9:22.0,A. Davis misses 2-pt shot from 5 ft (block by W. Chandler),,53-63,,
9:21.0,Offensive rebound by Team,,53-63,,
9:17.0,Shooting foul by T. Mozgov (drawn by J. Holiday),,53-63,,
9:17.0,J. Holiday makes free throw 1 of 2,1,54-63,,
9:17.0,J. Holiday makes free throw 2 of 2,1,55-63,,
9:02.0,,,55-63,,Shooting foul by T. Evans (drawn by T. Lawson)
9:02.0,,,55-63,,T. Lawson misses free throw 1 of 2
9:02.0,,,55-63,,Offensive rebound by Team
9:02.0,,,55-63,,T. Lawson misses free throw 2 of 2
9:00.0,,,55-63,,Offensive rebound by T. Mozgov
8:50.0,,,55-65,2,K. Faried makes 2-pt shot from 5 ft (assist by T. Lawson)
8:31.0,Turnover by T. Evans (bad pass; steal by T. Lawson),,55-65,,
8:30.0,Personal take foul by J. Holiday (drawn by T. Lawson),,55-65,,
8:30.0,R. Anderson enters the game for A. Ajinca,,55-65,,
8:18.0,,,55-65,,A. Afflalo misses 2-pt shot from 10 ft
8:17.0,Defensive rebound by R. Anderson,,55-65,,
8:12.0,Shooting foul by K. Faried (drawn by R. Anderson),,55-65,,
8:12.0,R. Anderson makes free throw 1 of 3,1,56-65,,
8:12.0,R. Anderson makes free throw 2 of 3,1,57-65,,
8:12.0,R. Anderson misses free throw 3 of 3,,57-65,,
8:09.0,,,57-65,,Defensive rebound by W. Chandler
7:48.0,,,57-65,,T. Lawson misses 2-pt shot from 3 ft (block by J. Holiday)
7:46.0,Defensive rebound by E. Gordon,,57-65,,
7:42.0,E. Gordon misses 2-pt shot from 1 ft,,57-65,,
7:41.0,,,57-65,,Defensive rebound by K. Faried
7:36.0,,,57-65,,Turnover by K. Faried (bad pass; steal by E. Gordon)
7:30.0,T. Evans misses 3-pt shot from 24 ft,,57-65,,
7:28.0,,,57-65,,Defensive rebound by K. Faried
7:17.0,,,57-67,2,T. Mozgov makes 2-pt shot from 17 ft (assist by T. Lawson)
6:56.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,59-67,,
6:38.0,,,59-67,,Shooting foul by A. Davis (drawn by T. Mozgov)
6:38.0,,,59-68,1,T. Mozgov makes free throw 1 of 2
6:38.0,,,59-68,,D. Arthur enters the game for K. Faried
6:38.0,,,59-68,,T. Mozgov misses free throw 2 of 2
6:36.0,Defensive rebound by A. Davis,,59-68,,
6:18.0,A. Davis misses 2-pt shot from 19 ft,,59-68,,
6:18.0,,,59-68,,Defensive rebound by Team
5:56.0,,,59-68,,D. Arthur misses 2-pt shot from 5 ft
5:55.0,Defensive rebound by R. Anderson,,59-68,,
5:48.0,Offensive foul by A. Davis,,59-68,,
5:48.0,Turnover by A. Davis (offensive foul),,59-68,,
5:48.0,,,59-68,,Denver full timeout
5:32.0,,,59-70,2,A. Afflalo makes 2-pt shot from 17 ft (assist by T. Lawson)
5:13.0,T. Evans makes 2-pt shot from 2 ft (assist by J. Holiday),2,61-70,,
5:03.0,,,61-70,,Turnover by T. Lawson (back court)
4:52.0,,,61-70,,Personal foul by D. Arthur (drawn by R. Anderson)
4:46.0,J. Holiday misses 2-pt shot at rim,,61-70,,
4:44.0,,,61-70,,Defensive rebound by A. Afflalo
4:38.0,,,61-72,2,T. Lawson makes 2-pt shot from 17 ft (assist by A. Afflalo)
4:22.0,,,61-72,,Shooting block foul by T. Mozgov (drawn by A. Davis)
4:22.0,A. Davis makes free throw 1 of 2,1,62-72,,
4:22.0,A. Davis makes free throw 2 of 2,1,63-72,,
4:08.0,,,63-75,3,A. Afflalo makes 3-pt shot from 24 ft (assist by T. Lawson)
3:54.0,J. Holiday makes 2-pt shot from 4 ft,2,65-75,,
3:54.0,Shooting foul by D. Arthur (drawn by J. Holiday),,65-75,,
3:54.0,L. Babbitt enters the game for T. Evans,,65-75,,
3:54.0,,,65-75,,K. Faried enters the game for D. Arthur
3:54.0,,,65-75,,J. McGee enters the game for T. Mozgov
3:54.0,J. Holiday makes free throw 1 of 1,1,66-75,,
3:36.0,,,66-77,2,A. Afflalo makes 2-pt shot from 1 ft
3:31.0,Turnover by A. Davis (lost ball),,66-77,,
3:31.0,A. Rivers enters the game for E. Gordon,,66-77,,
3:17.0,,,66-77,,T. Lawson misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by A. Davis,,66-77,,
3:07.0,Shooting foul by J. McGee (drawn by R. Anderson),,66-77,,
3:07.0,R. Anderson makes free throw 1 of 3,1,67-77,,
3:07.0,R. Anderson makes free throw 2 of 3,1,68-77,,
3:07.0,J. Withey enters the game for A. Davis,,68-77,,
3:07.0,R. Anderson makes free throw 3 of 3,1,69-77,,
2:48.0,,,69-77,,A. Afflalo misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by J. Withey,,69-77,,
2:39.0,J. Holiday misses 2-pt shot from 13 ft,,69-77,,
2:38.0,,,69-77,,Defensive rebound by W. Chandler
2:22.0,,,69-77,,K. Faried misses 2-pt shot from 5 ft
2:20.0,,,69-77,,Offensive rebound by K. Faried
2:17.0,,,69-79,2,K. Faried makes 2-pt shot from 2 ft
2:00.0,Shooting foul by J. McGee (drawn by J. Withey),,69-79,,
2:00.0,New Orleans full timeout,,69-79,,
2:00.0,J. Salmons enters the game for J. Holiday,,69-79,,
2:00.0,J. Withey makes free throw 1 of 2,1,70-79,,
2:00.0,J. Withey makes free throw 2 of 2,1,71-79,,
1:45.0,,,71-81,2,W. Chandler makes 2-pt shot from 6 ft
1:27.0,R. Anderson misses 3-pt shot from 26 ft,,71-81,,
1:26.0,,,71-81,,Defensive rebound by J. McGee
1:26.0,Personal block foul by R. Anderson (drawn by K. Faried),,71-81,,
1:26.0,,,71-81,,R. Foye enters the game for A. Afflalo
1:11.0,,,71-81,,Shooting foul by A. Rivers (drawn by K. Faried)
1:11.0,,,71-83,2,K. Faried makes 2-pt shot from 1 ft
1:11.0,,,71-84,1,K. Faried makes free throw 1 of 1
0:56.0,R. Anderson makes 2-pt shot from 18 ft,2,73-84,,
0:34.0,,,73-86,2,W. Chandler makes 2-pt shot at rim
0:22.0,R. Anderson misses 3-pt shot from 25 ft,,73-86,,
0:20.0,,,73-86,,Defensive rebound by J. McGee
0:03.0,,,73-86,,Turnover by T. Lawson (bad pass; steal by R. Anderson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Offensive foul by J. Withey,,73-86,,
11:49.0,Turnover by J. Withey (offensive foul),,73-86,,
11:37.0,,,73-86,,W. Chandler misses 2-pt shot at rim
11:36.0,,,73-86,,Offensive rebound by J. McGee
11:36.0,,,73-88,2,J. McGee makes 2-pt shot at rim
11:20.0,Turnover by R. Anderson (lost ball; steal by W. Chandler),,73-88,,
11:14.0,,,73-88,,Turnover by N. Robinson (bad pass)
10:53.0,J. Salmons makes 2-pt shot from 14 ft (assist by J. Withey),2,75-88,,
10:34.0,,,75-88,,Shooting foul by J. Salmons (drawn by J. McGee)
10:34.0,,,75-89,1,J. McGee makes free throw 1 of 2
10:34.0,,,75-90,1,J. McGee makes free throw 2 of 2
10:19.0,,,75-90,,Violation by J. McGee (def goaltending)
10:19.0,J. Withey makes 2-pt shot from 4 ft (assist by L. Babbitt),2,77-90,,
10:08.0,,,77-92,2,J. McGee makes 2-pt shot at rim (assist by N. Robinson)
9:42.0,A. Rivers misses 2-pt shot from 20 ft,,77-92,,
9:41.0,,,77-92,,Defensive rebound by J. McGee
9:22.0,Personal foul by R. Anderson (drawn by N. Robinson),,77-92,,
9:22.0,E. Gordon enters the game for L. Babbitt,,77-92,,
9:18.0,,,77-94,2,W. Chandler makes 2-pt shot from 1 ft (assist by D. Gallinari)
9:18.0,,,77-94,,Shooting foul by J. Salmons (drawn by W. Chandler)
9:18.0,,,77-95,1,W. Chandler makes free throw 1 of 1
9:00.0,E. Gordon misses 2-pt shot from 8 ft,,77-95,,
9:00.0,,,77-95,,Defensive rebound by J. McGee
8:46.0,,,77-98,3,W. Chandler makes 3-pt shot from 25 ft (assist by R. Foye)
8:46.0,New Orleans full timeout,,77-98,,
8:46.0,A. Davis enters the game for A. Rivers,,77-98,,
8:46.0,J. Holiday enters the game for J. Salmons,,77-98,,
8:46.0,T. Evans enters the game for J. Withey,,77-98,,
8:29.0,J. Holiday makes 2-pt shot from 20 ft (assist by E. Gordon),2,79-98,,
8:16.0,,,79-100,2,J. McGee makes 2-pt shot at rim (assist by D. Gallinari)
8:07.0,R. Anderson misses 3-pt shot from 26 ft,,79-100,,
8:04.0,,,79-100,,Defensive rebound by J. McGee
7:55.0,,,79-102,2,J. McGee makes 2-pt shot from 2 ft (assist by D. Gallinari)
7:32.0,E. Gordon makes 2-pt shot from 20 ft (assist by T. Evans),2,81-102,,
7:11.0,,,81-102,,D. Gallinari misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by R. Anderson,,81-102,,
7:01.0,R. Anderson misses 2-pt shot from 18 ft,,81-102,,
6:59.0,,,81-102,,Defensive rebound by R. Foye
6:53.0,,,81-104,2,J. McGee makes 2-pt shot at rim (assist by R. Foye)
6:34.0,E. Gordon makes 2-pt shot from 18 ft,2,83-104,,
6:18.0,,,83-107,3,N. Robinson makes 3-pt shot from 25 ft
6:12.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Holiday),3,86-107,,
5:50.0,,,86-107,,R. Foye misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by E. Gordon,,86-107,,
5:35.0,A. Davis misses 2-pt shot from 1 ft (block by J. McGee),,86-107,,
5:33.0,,,86-107,,Defensive rebound by J. McGee
5:25.0,,,86-109,2,D. Gallinari makes 2-pt shot from 1 ft
5:25.0,New Orleans full timeout,,86-109,,
5:25.0,Official timeout,,86-109,,
5:25.0,,,86-109,,A. Afflalo enters the game for W. Chandler
5:25.0,J. Withey enters the game for R. Anderson,,86-109,,
5:15.0,,,86-109,,Personal foul by R. Foye (drawn by E. Gordon)
5:09.0,E. Gordon misses 2-pt shot from 5 ft,,86-109,,
5:07.0,,,86-109,,Defensive rebound by R. Foye
5:02.0,,,86-109,,N. Robinson misses 3-pt shot from 25 ft
5:00.0,Defensive rebound by J. Withey,,86-109,,
4:50.0,A. Davis misses 2-pt shot from 7 ft,,86-109,,
4:49.0,Offensive rebound by A. Davis,,86-109,,
4:43.0,T. Evans makes 2-pt shot from 2 ft (assist by A. Davis),2,88-109,,
4:23.0,,,88-112,3,R. Foye makes 3-pt shot from 24 ft (assist by N. Robinson)
4:13.0,,,88-112,,Personal foul by D. Gallinari (drawn by A. Davis)
4:05.0,A. Davis misses 2-pt shot from 15 ft,,88-112,,
4:04.0,,,88-112,,Defensive rebound by R. Foye
3:53.0,,,88-112,,R. Foye misses 3-pt shot from 24 ft
3:50.0,Defensive rebound by E. Gordon,,88-112,,
3:42.0,J. Holiday misses 3-pt shot from 24 ft,,88-112,,
3:42.0,Offensive rebound by Team,,88-112,,
3:42.0,,,88-112,,Loose ball foul by D. Gallinari (drawn by J. Withey)
3:42.0,,,88-112,,J. Nurkic enters the game for J. McGee
3:34.0,,,88-112,,Personal foul by D. Gallinari (drawn by J. Withey)
3:34.0,A. Ajinca enters the game for A. Davis,,88-112,,
3:34.0,A. Rivers enters the game for J. Holiday,,88-112,,
3:34.0,L. Babbitt enters the game for E. Gordon,,88-112,,
3:34.0,,,88-112,,A. Gee enters the game for A. Afflalo
3:34.0,D. Miller enters the game for T. Evans,,88-112,,
3:33.0,,,88-112,,Personal foul by N. Robinson (drawn by A. Rivers)
3:33.0,A. Rivers misses free throw 1 of 2,,88-112,,
3:33.0,Offensive rebound by Team,,88-112,,
3:33.0,A. Rivers makes free throw 2 of 2,1,89-112,,
3:18.0,,,89-114,2,A. Gee makes 2-pt shot from 1 ft
3:00.0,A. Ajinca makes 2-pt shot at rim (assist by L. Babbitt),2,91-114,,
2:39.0,,,91-114,,N. Robinson misses 2-pt shot from 1 ft
