time,Milwaukee,pts.away,score,pts.home,Brooklyn
6:40.0,,,10-11,,Defensive rebound by K. Garnett
6:30.0,,,10-11,,J. Johnson misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by B. Knight,,10-11,,
6:26.0,B. Knight misses 2-pt shot at rim,,10-11,,
6:25.0,Offensive rebound by J. Parker,,10-11,,
6:24.0,Shooting foul by D. Williams (drawn by J. Parker),,10-11,,
6:24.0,J. Parker makes free throw 1 of 2,1,11-11,,
6:24.0,Z. Pachulia enters the game for L. Sanders,,11-11,,
6:24.0,,,11-11,,M. Teletovic enters the game for K. Garnett
6:24.0,J. Parker makes free throw 2 of 2,1,12-11,,
6:12.0,,,12-13,2,B. Lopez makes 2-pt shot from 8 ft (assist by J. Johnson)
5:57.0,J. Parker misses 2-pt shot from 2 ft (block by M. Teletovic),,12-13,,
5:55.0,,,12-13,,Defensive rebound by B. Lopez
5:49.0,,,12-16,3,B. Bogdanovic makes 3-pt shot from 22 ft
5:26.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,12-16,,
5:25.0,,,12-16,,Defensive rebound by D. Williams
5:12.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,12-16,,
5:12.0,,,12-16,,Brooklyn full timeout
5:12.0,O. Mayo enters the game for K. Middleton,,12-16,,
4:57.0,,,12-16,,M. Teletovic misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by G. Antetokounmpo,,12-16,,
4:35.0,B. Knight makes 2-pt shot from 19 ft,2,14-16,,
4:16.0,,,14-18,2,B. Lopez makes 2-pt shot from 10 ft (assist by D. Williams)
4:00.0,B. Knight makes 2-pt shot from 21 ft,2,16-18,,
3:42.0,,,16-18,,B. Bogdanovic misses 2-pt shot from 13 ft
3:41.0,Defensive rebound by G. Antetokounmpo,,16-18,,
3:24.0,Turnover by G. Antetokounmpo (lost ball; steal by D. Williams),,16-18,,
3:18.0,,,16-18,,M. Teletovic misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by Z. Pachulia,,16-18,,
3:11.0,Turnover by O. Mayo (lost ball),,16-18,,
2:54.0,Personal foul by O. Mayo (drawn by B. Bogdanovic),,16-18,,
2:54.0,Milwaukee full timeout,,16-18,,
2:54.0,,,16-18,,J. Jack enters the game for D. Williams
2:54.0,J. Dudley enters the game for B. Knight,,16-18,,
2:54.0,J. Bayless enters the game for G. Antetokounmpo,,16-18,,
2:45.0,,,16-20,2,J. Johnson makes 2-pt shot from 9 ft
2:22.0,O. Mayo misses 2-pt shot from 12 ft,,16-20,,
2:21.0,,,16-20,,Defensive rebound by M. Teletovic
2:12.0,,,16-20,,B. Lopez misses 2-pt shot from 3 ft (block by Z. Pachulia)
2:11.0,,,16-20,,Offensive rebound by Team
2:03.0,,,16-20,,M. Teletovic misses 3-pt shot from 25 ft
2:02.0,Defensive rebound by Z. Pachulia,,16-20,,
1:42.0,O. Mayo misses 3-pt shot from 22 ft,,16-20,,
1:41.0,,,16-20,,Defensive rebound by J. Jack
1:35.0,,,16-22,2,J. Jack makes 2-pt shot from 1 ft
1:14.0,J. Parker makes 2-pt shot from 19 ft,2,18-22,,
1:06.0,,,18-22,,Turnover by B. Lopez (traveling)
0:50.0,Offensive foul by Z. Pachulia,,18-22,,
0:50.0,Turnover by Z. Pachulia (offensive foul),,18-22,,
0:36.0,,,18-22,,Turnover by B. Bogdanovic (traveling)
0:32.0,J. Bayless makes 2-pt shot from 20 ft,2,20-22,,
0:10.0,,,20-24,2,J. Johnson makes 2-pt shot from 6 ft (assist by J. Jack)
0:01.0,J. Dudley makes 2-pt shot from 12 ft (assist by J. Bayless),2,22-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,22-24,,Turnover by J. Jack (lost ball; steal by E. Ilyasova)
11:45.0,J. Dudley misses 2-pt shot from 1 ft (block by M. Teletovic),,22-24,,
11:44.0,,,22-24,,Defensive rebound by J. Jack
11:25.0,,,22-24,,A. Anderson misses 2-pt shot from 18 ft
11:24.0,,,22-24,,Offensive rebound by A. Anderson
11:10.0,,,22-24,,B. Lopez misses 2-pt shot from 16 ft
11:09.0,Defensive rebound by O. Mayo,,22-24,,
10:52.0,J. Henson makes 2-pt shot from 1 ft (assist by O. Mayo),2,24-24,,
10:37.0,,,24-24,,Shooting foul by O. Mayo (drawn by M. Teletovic)
10:37.0,,,24-24,,M. Teletovic misses free throw 1 of 2
10:37.0,,,24-24,,Offensive rebound by Team
10:37.0,,,24-24,,M. Plumlee enters the game for B. Lopez
10:37.0,,,24-25,1,M. Teletovic makes free throw 2 of 2
10:25.0,J. Bayless misses 2-pt shot from 3 ft,,24-25,,
10:24.0,,,24-25,,Defensive rebound by J. Jack
10:08.0,,,24-25,,Shooting foul by J. Henson (drawn by M. Plumlee)
10:08.0,,,24-25,,M. Plumlee misses free throw 1 of 2
10:08.0,,,24-25,,Offensive rebound by Team
10:08.0,,,24-26,1,M. Plumlee makes free throw 2 of 2
9:48.0,J. Bayless misses 3-pt shot from 25 ft,,24-26,,
9:47.0,,,24-26,,Defensive rebound by B. Bogdanovic
9:39.0,,,24-28,2,J. Jack makes 2-pt shot from 2 ft
9:28.0,Shooting foul by M. Plumlee (drawn by O. Mayo),,24-28,,
9:28.0,O. Mayo makes free throw 1 of 2,1,25-28,,
9:28.0,O. Mayo makes free throw 2 of 2,1,26-28,,
9:19.0,,,26-28,,Shooting foul by E. Ilyasova (drawn by M. Plumlee)
9:19.0,,,26-30,2,M. Plumlee makes 2-pt shot from 3 ft (assist by J. Jack)
9:19.0,,,26-30,,M. Plumlee misses free throw 1 of 1
9:18.0,Defensive rebound by J. Dudley,,26-30,,
9:00.0,E. Ilyasova misses 2-pt shot from 20 ft,,26-30,,
8:59.0,Offensive rebound by O. Mayo,,26-30,,
8:55.0,O. Mayo misses 2-pt shot from 1 ft,,26-30,,
8:54.0,Offensive rebound by Team,,26-30,,
8:54.0,Official timeout,,26-30,,
8:41.0,O. Mayo misses 3-pt shot from 24 ft,,26-30,,
8:40.0,Offensive rebound by J. Dudley,,26-30,,
8:35.0,E. Ilyasova misses 2-pt shot from 2 ft,,26-30,,
8:34.0,Offensive rebound by J. Dudley,,26-30,,
8:27.0,E. Ilyasova makes 2-pt shot from 4 ft,2,28-30,,
8:16.0,Personal foul by E. Ilyasova (drawn by M. Teletovic),,28-30,,
8:16.0,G. Antetokounmpo enters the game for O. Mayo,,28-30,,
8:16.0,,,28-30,,J. Jordan enters the game for M. Plumlee
8:07.0,,,28-30,,B. Bogdanovic misses 3-pt shot from 23 ft
8:06.0,Defensive rebound by G. Antetokounmpo,,28-30,,
7:56.0,E. Ilyasova misses 2-pt shot from 1 ft (block by J. Jordan),,28-30,,
7:55.0,Offensive rebound by E. Ilyasova,,28-30,,
7:54.0,E. Ilyasova makes 2-pt shot from 1 ft,2,30-30,,
7:41.0,,,30-32,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by J. Jack)
7:30.0,J. Dudley misses 3-pt shot from 25 ft,,30-32,,
7:29.0,Offensive rebound by J. Dudley,,30-32,,
7:25.0,Shooting foul by J. Jordan (drawn by G. Antetokounmpo),,30-32,,
7:25.0,G. Antetokounmpo makes free throw 1 of 2,1,31-32,,
7:25.0,,,31-32,,D. Williams enters the game for B. Bogdanovic
7:25.0,,,31-32,,K. Garnett enters the game for M. Teletovic
7:25.0,B. Knight enters the game for J. Bayless,,31-32,,
7:25.0,K. Middleton enters the game for J. Dudley,,31-32,,
7:25.0,G. Antetokounmpo makes free throw 2 of 2,1,32-32,,
7:09.0,,,32-34,2,D. Williams makes 2-pt shot from 2 ft (assist by J. Jordan)
6:52.0,Turnover by B. Knight (lost ball),,32-34,,
6:34.0,,,32-34,,D. Williams misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by K. Middleton,,32-34,,
6:18.0,B. Knight misses 2-pt shot from 23 ft,,32-34,,
6:17.0,,,32-34,,Defensive rebound by D. Williams
6:07.0,Personal foul by G. Antetokounmpo (drawn by J. Jack),,32-34,,
6:07.0,,,32-35,1,J. Jack makes free throw 1 of 2
6:07.0,,,32-35,,J. Johnson enters the game for A. Anderson
6:07.0,,,32-36,1,J. Jack makes free throw 2 of 2
5:41.0,J. Henson makes 2-pt shot from 8 ft (assist by B. Knight),2,34-36,,
5:21.0,,,34-36,,Shooting foul by K. Middleton (drawn by J. Jack)
5:21.0,,,34-36,,Brooklyn full timeout
5:21.0,J. Parker enters the game for E. Ilyasova,,34-36,,
5:21.0,,,34-36,,J. Jack misses free throw 1 of 2
5:21.0,,,34-36,,Offensive rebound by Team
5:21.0,,,34-37,1,J. Jack makes free throw 2 of 2
5:04.0,J. Henson misses 2-pt shot from 9 ft,,34-37,,
5:03.0,,,34-37,,Defensive rebound by J. Jack
4:48.0,Violation by J. Henson (def goaltending),,34-37,,
4:48.0,,,34-39,2,D. Williams makes 2-pt shot from 4 ft
4:29.0,Turnover by K. Middleton (bad pass; steal by J. Jack),,34-39,,
4:17.0,,,34-39,,Turnover by J. Jordan (3 sec)
4:17.0,L. Sanders enters the game for J. Henson,,34-39,,
4:06.0,,,34-39,,Personal foul by J. Jack (drawn by K. Middleton)
4:06.0,,,34-39,,B. Lopez enters the game for J. Jordan
3:57.0,,,34-39,,Personal foul by B. Lopez (drawn by G. Antetokounmpo)
3:57.0,,,34-39,,J. Jordan enters the game for B. Lopez
3:43.0,J. Parker misses 2-pt shot from 18 ft,,34-39,,
3:42.0,,,34-39,,Defensive rebound by D. Williams
3:21.0,,,34-41,2,J. Jack makes 2-pt shot from 11 ft (assist by K. Garnett)
3:16.0,Milwaukee full timeout,,34-41,,
3:09.0,K. Middleton makes 2-pt shot from 19 ft,2,36-41,,
2:49.0,,,36-41,,K. Garnett misses 2-pt shot from 10 ft
2:48.0,,,36-41,,Offensive rebound by J. Jordan
2:46.0,,,36-43,2,J. Jordan makes 2-pt shot from 2 ft
2:35.0,L. Sanders misses 2-pt shot from 1 ft,,36-43,,
2:34.0,,,36-43,,Defensive rebound by J. Jack
2:25.0,Personal foul by J. Parker (drawn by K. Garnett),,36-43,,
2:25.0,,,36-44,1,K. Garnett makes free throw 1 of 2
2:25.0,,,36-45,1,K. Garnett makes free throw 2 of 2
2:08.0,K. Middleton misses 2-pt shot from 14 ft,,36-45,,
2:07.0,,,36-45,,Defensive rebound by K. Garnett
1:52.0,,,36-47,2,J. Jack makes 2-pt shot from 18 ft (assist by J. Johnson)
1:31.0,L. Sanders makes 2-pt shot from 3 ft (assist by G. Antetokounmpo),2,38-47,,
1:08.0,,,38-47,,D. Williams misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by L. Sanders,,38-47,,
0:55.0,Shooting foul by J. Jordan (drawn by G. Antetokounmpo),,38-47,,
0:55.0,G. Antetokounmpo misses free throw 1 of 2,,38-47,,
0:55.0,Offensive rebound by Team,,38-47,,
0:55.0,,,38-47,,B. Bogdanovic enters the game for J. Jordan
0:55.0,G. Antetokounmpo misses free throw 2 of 2,,38-47,,
0:54.0,Offensive rebound by L. Sanders,,38-47,,
0:41.0,,,38-47,,Personal foul by J. Johnson (drawn by J. Parker)
0:41.0,J. Parker misses free throw 1 of 2,,38-47,,
0:41.0,Offensive rebound by Team,,38-47,,
0:41.0,J. Parker makes free throw 2 of 2,1,39-47,,
0:31.0,,,39-49,2,J. Johnson makes 2-pt shot from 2 ft
0:14.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,41-49,,
0:10.0,,,41-49,,Brooklyn full timeout
0:10.0,,,41-49,,Violation by Team (delay of game)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,41-49,,Turnover by B. Lopez (traveling)
11:22.0,B. Knight misses 3-pt shot from 22 ft,,41-49,,
11:21.0,Offensive rebound by L. Sanders,,41-49,,
11:06.0,B. Knight makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,44-49,,
10:44.0,,,44-52,3,J. Johnson makes 3-pt shot from 24 ft (assist by K. Garnett)
10:33.0,Turnover by B. Knight (bad pass; steal by K. Garnett),,44-52,,
10:17.0,,,44-52,,Turnover by B. Lopez (traveling)
10:04.0,J. Parker makes 2-pt shot from 8 ft,2,46-52,,
9:44.0,,,46-52,,B. Bogdanovic misses 3-pt shot from 22 ft
9:43.0,Defensive rebound by G. Antetokounmpo,,46-52,,
9:38.0,Shooting foul by K. Garnett (drawn by G. Antetokounmpo),,46-52,,
9:38.0,G. Antetokounmpo makes free throw 1 of 2,1,47-52,,
9:38.0,G. Antetokounmpo makes free throw 2 of 2,1,48-52,,
9:21.0,,,48-54,2,K. Garnett makes 2-pt shot from 3 ft (assist by D. Williams)
9:03.0,L. Sanders misses 2-pt shot from 14 ft,,48-54,,
9:02.0,,,48-54,,Defensive rebound by D. Williams
8:46.0,Personal foul by L. Sanders (drawn by B. Lopez),,48-54,,
8:46.0,,,48-55,1,B. Lopez makes free throw 1 of 2
8:46.0,,,48-56,1,B. Lopez makes free throw 2 of 2
8:37.0,,,48-56,,Def 3 sec tech foul by B. Lopez
8:37.0,B. Knight makes technical free throw,1,49-56,,
8:22.0,K. Middleton misses 3-pt shot from 24 ft,,49-56,,
8:21.0,,,49-56,,Defensive rebound by B. Lopez
8:12.0,Personal foul by J. Parker (drawn by B. Lopez),,49-56,,
8:12.0,,,49-57,1,B. Lopez makes free throw 1 of 2
8:12.0,,,49-58,1,B. Lopez makes free throw 2 of 2
7:58.0,L. Sanders misses 2-pt shot from 2 ft,,49-58,,
7:57.0,,,49-58,,Defensive rebound by K. Garnett
7:42.0,,,49-60,2,B. Lopez makes 2-pt shot from 6 ft (assist by J. Johnson)
7:27.0,Shooting foul by K. Garnett (drawn by J. Parker),,49-60,,
7:27.0,J. Parker makes free throw 1 of 2,1,50-60,,
7:27.0,Z. Pachulia enters the game for L. Sanders,,50-60,,
7:27.0,O. Mayo enters the game for K. Middleton,,50-60,,
7:27.0,,,50-60,,M. Teletovic enters the game for K. Garnett
7:27.0,J. Parker makes free throw 2 of 2,1,51-60,,
7:18.0,Personal foul by G. Antetokounmpo (drawn by J. Johnson),,51-60,,
7:16.0,,,51-60,,Turnover by M. Teletovic (lost ball; steal by O. Mayo)
7:15.0,,,51-60,,Loose ball foul by M. Teletovic (drawn by O. Mayo)
7:03.0,B. Knight misses 2-pt shot from 22 ft,,51-60,,
7:01.0,Offensive rebound by O. Mayo,,51-60,,
6:58.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by B. Lopez),,51-60,,
6:57.0,Offensive rebound by Z. Pachulia,,51-60,,
6:55.0,Z. Pachulia misses 2-pt shot from 3 ft,,51-60,,
6:54.0,Offensive rebound by G. Antetokounmpo,,51-60,,
6:51.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,53-60,,
6:35.0,,,53-60,,D. Williams misses 2-pt shot from 14 ft
6:34.0,Defensive rebound by J. Parker,,53-60,,
6:31.0,,,53-60,,Personal foul by B. Bogdanovic (drawn by O. Mayo)
6:22.0,J. Parker makes 2-pt shot at rim (assist by Z. Pachulia),2,55-60,,
5:59.0,,,55-60,,M. Teletovic misses 3-pt shot from 25 ft
5:58.0,,,55-60,,Offensive rebound by D. Williams
5:52.0,,,55-60,,B. Bogdanovic misses 3-pt shot from 23 ft
5:51.0,Defensive rebound by G. Antetokounmpo,,55-60,,
5:42.0,B. Knight makes 2-pt shot from 2 ft,2,57-60,,
5:42.0,Shooting foul by D. Williams (drawn by B. Knight),,57-60,,
5:42.0,,,57-60,,Brooklyn full timeout
5:42.0,,,57-60,,J. Jack enters the game for B. Bogdanovic
5:42.0,B. Knight makes free throw 1 of 1,1,58-60,,
5:19.0,,,58-62,2,M. Teletovic makes 2-pt shot from 1 ft (assist by D. Williams)
5:04.0,J. Parker misses 2-pt shot from 5 ft,,58-62,,
5:01.0,Offensive rebound by Z. Pachulia,,58-62,,
4:37.0,Z. Pachulia misses 2-pt shot from 5 ft,,58-62,,
4:37.0,,,58-62,,Defensive rebound by J. Jack
4:27.0,,,58-62,,J. Jack misses 2-pt shot from 7 ft
4:26.0,,,58-62,,Offensive rebound by B. Lopez
4:25.0,,,58-64,2,B. Lopez makes 2-pt shot from 2 ft
4:07.0,O. Mayo misses 3-pt shot from 25 ft,,58-64,,
4:06.0,,,58-64,,Defensive rebound by M. Teletovic
4:01.0,,,58-64,,Turnover by J. Jack (bad pass; steal by G. Antetokounmpo)
3:59.0,O. Mayo makes 2-pt shot at rim (assist by G. Antetokounmpo),2,60-64,,
3:38.0,,,60-66,2,M. Teletovic makes 2-pt shot from 22 ft (assist by J. Johnson)
3:22.0,Z. Pachulia makes 2-pt shot from 15 ft (assist by B. Knight),2,62-66,,
3:11.0,,,62-66,,Turnover by J. Johnson (bad pass; steal by G. Antetokounmpo)
3:08.0,Shooting foul by D. Williams (drawn by J. Parker),,62-66,,
3:08.0,J. Parker misses free throw 1 of 2,,62-66,,
3:08.0,Offensive rebound by Team,,62-66,,
3:08.0,,,62-66,,B. Bogdanovic enters the game for D. Williams
3:08.0,J. Parker misses free throw 2 of 2,,62-66,,
3:07.0,,,62-66,,Defensive rebound by B. Lopez
2:54.0,,,62-66,,M. Teletovic misses 3-pt shot from 25 ft
2:53.0,,,62-66,,Offensive rebound by B. Bogdanovic
2:48.0,,,62-66,,B. Lopez misses 2-pt shot from 5 ft
2:47.0,Defensive rebound by O. Mayo,,62-66,,
2:35.0,B. Knight misses 3-pt shot from 26 ft,,62-66,,
2:34.0,,,62-66,,Defensive rebound by B. Lopez
2:30.0,,,62-66,,Brooklyn full timeout
2:30.0,Milwaukee full timeout,,62-66,,
2:30.0,J. Bayless enters the game for B. Knight,,62-66,,
2:18.0,,,62-66,,J. Jack misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by J. Parker,,62-66,,
2:00.0,G. Antetokounmpo misses 2-pt shot from 20 ft,,62-66,,
1:59.0,,,62-66,,Defensive rebound by M. Teletovic
1:44.0,,,62-69,3,M. Teletovic makes 3-pt shot from 25 ft (assist by B. Lopez)
1:17.0,G. Antetokounmpo makes 2-pt shot from 10 ft,2,64-69,,
1:00.0,,,64-71,2,B. Lopez makes 2-pt shot from 16 ft
0:44.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,66-71,,
0:35.0,,,66-71,,Shooting foul by J. Parker (drawn by M. Teletovic)
0:35.0,,,66-71,,M. Teletovic misses free throw 1 of 2
0:35.0,,,66-71,,Offensive rebound by Team
0:35.0,,,66-71,,M. Plumlee enters the game for B. Lopez
0:35.0,,,66-71,,A. Anderson enters the game for J. Johnson
0:35.0,E. Ilyasova enters the game for J. Parker,,66-71,,
0:35.0,,,66-72,1,M. Teletovic makes free throw 2 of 2
0:13.0,O. Mayo makes 3-pt shot from 25 ft,3,69-72,,
0:01.0,,,69-72,,B. Bogdanovic misses 2-pt shot from 13 ft
0:00.0,Defensive rebound by Z. Pachulia,,69-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,O. Mayo makes 3-pt shot from 24 ft (assist by J. Dudley),3,72-72,,
11:24.0,,,72-72,,M. Teletovic misses 3-pt shot from 24 ft
11:23.0,Defensive rebound by J. Dudley,,72-72,,
11:17.0,O. Mayo misses 3-pt shot from 25 ft,,72-72,,
11:16.0,,,72-72,,Defensive rebound by J. Jack
11:08.0,,,72-75,3,D. Williams makes 3-pt shot from 24 ft (assist by M. Teletovic)
10:51.0,E. Ilyasova makes 2-pt shot from 17 ft (assist by J. Dudley),2,74-75,,
10:37.0,Personal foul by E. Ilyasova (drawn by D. Williams),,74-75,,
10:31.0,,,74-75,,Turnover by J. Jack (bad pass; steal by E. Ilyasova)
10:23.0,E. Ilyasova makes 2-pt shot from 21 ft,2,76-75,,
10:03.0,,,76-75,,M. Plumlee misses 2-pt shot from 1 ft
10:02.0,Defensive rebound by O. Mayo,,76-75,,
9:58.0,,,76-75,,Violation by J. Jack (kicked ball)
9:51.0,J. Dudley misses 3-pt shot from 23 ft,,76-75,,
9:49.0,,,76-75,,Defensive rebound by M. Plumlee
9:26.0,,,76-75,,A. Anderson misses 3-pt shot from 25 ft
9:25.0,Defensive rebound by E. Ilyasova,,76-75,,
9:20.0,O. Mayo misses 2-pt shot from 22 ft,,76-75,,
9:19.0,,,76-75,,Defensive rebound by M. Plumlee
9:19.0,,,76-75,,Brooklyn full timeout
9:03.0,,,76-75,,Shooting foul by Z. Pachulia (drawn by M. Teletovic)
9:03.0,,,76-76,1,M. Teletovic makes free throw 1 of 2
9:03.0,,,76-77,1,M. Teletovic makes free throw 2 of 2
8:56.0,,,76-77,,Personal foul by M. Teletovic (drawn by E. Ilyasova)
8:48.0,Turnover by Z. Pachulia (lost ball; steal by M. Plumlee),,76-77,,
8:39.0,,,76-77,,Turnover by D. Williams (bad pass; steal by E. Ilyasova)
8:35.0,J. Bayless makes 2-pt shot from 2 ft (assist by O. Mayo),2,78-77,,
8:22.0,,,78-79,2,M. Teletovic makes 2-pt shot from 2 ft (assist by D. Williams)
8:22.0,,,78-79,,Shooting foul by J. Bayless (drawn by M. Teletovic)
8:22.0,J. Henson enters the game for Z. Pachulia,,78-79,,
8:22.0,,,78-80,1,M. Teletovic makes free throw 1 of 1
8:05.0,E. Ilyasova misses 2-pt shot from 15 ft,,78-80,,
8:04.0,,,78-80,,Defensive rebound by Team
7:43.0,,,78-80,,Shooting foul by J. Bayless (drawn by D. Williams)
7:43.0,,,78-81,1,D. Williams makes free throw 1 of 2
7:43.0,,,78-81,,D. Williams misses free throw 2 of 2
7:43.0,Defensive rebound by Team,,78-81,,
7:43.0,,,78-81,,Loose ball foul by M. Plumlee (drawn by E. Ilyasova)
7:34.0,,,78-81,,Personal foul by A. Anderson (drawn by J. Dudley)
7:34.0,K. Middleton enters the game for J. Dudley,,78-81,,
7:34.0,B. Knight enters the game for J. Bayless,,78-81,,
7:34.0,,,78-81,,B. Lopez enters the game for M. Plumlee
7:34.0,,,78-81,,J. Johnson enters the game for A. Anderson
7:18.0,Turnover by Team (shot clock),,78-81,,
6:58.0,,,78-81,,J. Johnson misses 2-pt shot from 14 ft
6:57.0,Defensive rebound by E. Ilyasova,,78-81,,
6:47.0,B. Knight misses 2-pt shot from 5 ft,,78-81,,
6:46.0,Offensive rebound by E. Ilyasova,,78-81,,
6:45.0,E. Ilyasova makes 2-pt shot from 1 ft,2,80-81,,
6:26.0,,,80-83,2,D. Williams makes 2-pt shot from 7 ft (assist by B. Lopez)
6:05.0,O. Mayo makes 2-pt shot from 19 ft (assist by J. Henson),2,82-83,,
5:52.0,Personal foul by O. Mayo (drawn by J. Jack),,82-83,,
5:52.0,Official timeout,,82-83,,
5:52.0,,,82-83,,K. Garnett enters the game for M. Teletovic
5:52.0,,,82-83,,J. Jack misses free throw 1 of 2
5:52.0,,,82-83,,Offensive rebound by Team
5:52.0,,,82-84,1,J. Jack makes free throw 2 of 2
5:38.0,O. Mayo makes 3-pt shot from 23 ft (assist by B. Knight),3,85-84,,
5:16.0,,,85-87,3,D. Williams makes 3-pt shot from 23 ft (assist by J. Johnson)
4:52.0,J. Henson makes 2-pt shot from 5 ft (assist by B. Knight),2,87-87,,
4:36.0,,,87-87,,Shooting foul by K. Middleton (drawn by J. Johnson)
4:36.0,,,87-88,1,J. Johnson makes free throw 1 of 2
4:36.0,,,87-88,,B. Bogdanovic enters the game for J. Jack
4:36.0,,,87-89,1,J. Johnson makes free throw 2 of 2
4:22.0,B. Knight misses 3-pt shot from 26 ft,,87-89,,
4:21.0,,,87-89,,Defensive rebound by B. Bogdanovic
3:57.0,,,87-89,,J. Johnson misses 2-pt shot from 16 ft
3:56.0,Defensive rebound by O. Mayo,,87-89,,
3:44.0,E. Ilyasova misses 2-pt shot from 21 ft,,87-89,,
3:43.0,Offensive rebound by J. Henson,,87-89,,
3:37.0,Turnover by B. Knight (lost ball; steal by D. Williams),,87-89,,
3:34.0,Violation by B. Knight (def goaltending),,87-89,,
3:34.0,,,87-91,2,D. Williams makes 2-pt shot from 2 ft
3:34.0,Milwaukee full timeout,,87-91,,
3:34.0,G. Antetokounmpo enters the game for E. Ilyasova,,87-91,,
3:21.0,Shooting foul by K. Garnett (drawn by B. Knight),,87-91,,
3:21.0,B. Knight makes free throw 1 of 2,1,88-91,,
3:21.0,J. Parker enters the game for K. Middleton,,88-91,,
3:21.0,B. Knight makes free throw 2 of 2,1,89-91,,
3:04.0,,,89-93,2,B. Lopez makes 2-pt shot from 1 ft (assist by J. Johnson)
2:43.0,J. Henson makes 2-pt shot from 2 ft,2,91-93,,
2:20.0,,,91-93,,B. Lopez misses 2-pt shot from 1 ft (block by J. Henson)
2:19.0,,,91-93,,Offensive rebound by B. Bogdanovic
2:16.0,,,91-93,,Turnover by Team (shot clock)
