time,Indiana,pts.away,score,pts.home,Boston
6:35.0,Defensive rebound by R. Hibbert,,9-13,,
6:23.0,R. Hibbert misses 2-pt shot from 5 ft,,9-13,,
6:22.0,,,9-13,,Defensive rebound by E. Turner
6:15.0,,,9-13,,Shooting foul by R. Hibbert (drawn by T. Zeller)
6:15.0,,,9-14,1,T. Zeller makes free throw 1 of 2
6:15.0,,,9-15,1,T. Zeller makes free throw 2 of 2
5:57.0,Shooting foul by M. Smart (drawn by D. West),,9-15,,
5:57.0,,,9-15,,Boston full timeout
5:57.0,,,9-15,,I. Thomas enters the game for M. Smart
5:57.0,D. West misses free throw 1 of 2,,9-15,,
5:57.0,Offensive rebound by Team,,9-15,,
5:57.0,D. West makes free throw 2 of 2,1,10-15,,
5:45.0,Personal foul by R. Hibbert (drawn by I. Thomas),,10-15,,
5:45.0,I. Mahinmi enters the game for R. Hibbert,,10-15,,
5:33.0,,,10-15,,E. Turner misses 3-pt shot from 25 ft
5:32.0,,,10-15,,Offensive rebound by B. Bass
5:16.0,,,10-15,,E. Turner misses 2-pt shot from 15 ft
5:15.0,Defensive rebound by D. West,,10-15,,
4:59.0,C. Miles misses 2-pt shot from 15 ft,,10-15,,
4:58.0,,,10-15,,Defensive rebound by I. Thomas
4:47.0,,,10-17,2,T. Zeller makes 2-pt shot from 6 ft (assist by I. Thomas)
4:29.0,D. West makes 2-pt shot from 11 ft,2,12-17,,
4:11.0,,,12-17,,A. Bradley misses 2-pt shot from 7 ft
4:10.0,Defensive rebound by D. West,,12-17,,
4:00.0,S. Hill misses 3-pt shot from 23 ft,,12-17,,
3:58.0,,,12-17,,Defensive rebound by B. Bass
3:43.0,,,12-17,,T. Zeller misses 2-pt shot from 19 ft
3:42.0,Defensive rebound by S. Hill,,12-17,,
3:34.0,Turnover by I. Mahinmi (3 sec),,12-17,,
3:34.0,,,12-17,,J. Jerebko enters the game for A. Bradley
3:34.0,,,12-17,,J. Crowder enters the game for B. Bass
3:34.0,R. Stuckey enters the game for C. Miles,,12-17,,
3:17.0,,,12-17,,I. Thomas misses 2-pt shot from 14 ft
3:16.0,Defensive rebound by S. Hill,,12-17,,
3:00.0,R. Stuckey misses 2-pt shot from 18 ft,,12-17,,
2:59.0,,,12-17,,Defensive rebound by J. Crowder
2:47.0,,,12-17,,I. Thomas misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by I. Mahinmi,,12-17,,
2:35.0,S. Hill misses 3-pt shot from 25 ft,,12-17,,
2:34.0,,,12-17,,Defensive rebound by T. Zeller
2:25.0,,,12-17,,E. Turner misses 2-pt shot from 16 ft
2:24.0,Defensive rebound by I. Mahinmi,,12-17,,
2:08.0,R. Stuckey makes 2-pt shot from 15 ft (assist by G. Hill),2,14-17,,
1:56.0,Personal foul by D. West (drawn by I. Thomas),,14-17,,
1:56.0,Indiana full timeout,,14-17,,
1:56.0,,,14-17,,K. Olynyk enters the game for T. Zeller
1:56.0,L. Scola enters the game for S. Hill,,14-17,,
1:56.0,D. Rudez enters the game for D. West,,14-17,,
1:43.0,,,14-17,,I. Thomas misses 2-pt shot from 16 ft
1:42.0,Defensive rebound by I. Mahinmi,,14-17,,
1:16.0,R. Stuckey makes 2-pt shot from 11 ft,2,16-17,,
1:01.0,,,16-20,3,K. Olynyk makes 3-pt shot from 23 ft (assist by I. Thomas)
0:48.0,L. Scola misses 2-pt shot from 16 ft,,16-20,,
0:45.0,,,16-20,,Defensive rebound by I. Thomas
0:31.0,,,16-20,,J. Jerebko misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by I. Mahinmi,,16-20,,
0:19.0,,,16-20,,M. Smart enters the game for E. Turner
0:19.0,C. Watson enters the game for G. Hill,,16-20,,
0:19.0,Turnover by R. Stuckey (bad pass; steal by M. Smart),,16-20,,
0:03.0,,,16-22,2,I. Thomas makes 2-pt shot at rim
0:00.0,C. Watson misses 3-pt shot from 37 ft,,16-22,,
0:00.0,Offensive rebound by Team,,16-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,16-22,,I. Thomas misses 2-pt shot at rim
11:37.0,,,16-22,,Offensive rebound by J. Jerebko
11:37.0,,,16-24,2,J. Jerebko makes 2-pt shot at rim
11:16.0,Turnover by I. Mahinmi (lost ball; steal by K. Olynyk),,16-24,,
11:11.0,Personal foul by C. Watson (drawn by I. Thomas),,16-24,,
11:03.0,,,16-24,,M. Smart misses 3-pt shot from 25 ft
11:02.0,Defensive rebound by Team,,16-24,,
10:46.0,Shooting foul by K. Olynyk (drawn by L. Scola),,16-24,,
10:46.0,L. Scola makes free throw 1 of 2,1,17-24,,
10:46.0,L. Scola makes free throw 2 of 2,1,18-24,,
10:29.0,,,18-24,,K. Olynyk misses 3-pt shot from 22 ft
10:27.0,,,18-24,,Offensive rebound by J. Jerebko
10:24.0,,,18-27,3,I. Thomas makes 3-pt shot from 26 ft (assist by J. Jerebko)
10:14.0,,,18-27,,Personal foul by I. Thomas (drawn by L. Scola)
9:58.0,D. Rudez misses 2-pt shot from 20 ft,,18-27,,
9:57.0,,,18-27,,Defensive rebound by J. Jerebko
9:53.0,,,18-29,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
9:53.0,Indiana full timeout,,18-29,,
9:41.0,R. Stuckey misses 2-pt shot from 13 ft,,18-29,,
9:40.0,,,18-29,,Defensive rebound by J. Jerebko
9:36.0,Personal foul by D. Rudez (drawn by J. Crowder),,18-29,,
9:24.0,,,18-29,,J. Crowder misses 3-pt shot from 24 ft
9:21.0,,,18-29,,Offensive rebound by J. Jerebko
9:10.0,L. Allen enters the game for I. Mahinmi,,18-29,,
8:57.0,,,18-29,,J. Jerebko misses 2-pt shot from 17 ft
8:56.0,Defensive rebound by C. Watson,,18-29,,
8:49.0,C. Watson misses 2-pt shot from 14 ft,,18-29,,
8:48.0,Offensive rebound by L. Allen,,18-29,,
8:33.0,L. Scola misses 2-pt shot from 3 ft,,18-29,,
8:33.0,,,18-29,,Defensive rebound by J. Jerebko
8:22.0,,,18-29,,A. Bradley enters the game for I. Thomas
8:19.0,,,18-29,,K. Olynyk misses 2-pt shot from 18 ft
8:18.0,Defensive rebound by Team,,18-29,,
8:09.0,R. Stuckey makes 2-pt shot from 9 ft,2,20-29,,
7:54.0,,,20-31,2,J. Crowder makes 2-pt shot from 20 ft (assist by K. Olynyk)
7:31.0,L. Scola makes 2-pt shot from 1 ft (assist by D. Rudez),2,22-31,,
7:20.0,,,22-31,,K. Olynyk misses 2-pt shot from 20 ft
7:19.0,Defensive rebound by C. Watson,,22-31,,
7:09.0,C. Watson misses 2-pt shot from 1 ft (block by J. Jerebko),,22-31,,
7:08.0,,,22-31,,Defensive rebound by K. Olynyk
7:05.0,,,22-31,,Turnover by J. Crowder (offensive foul)
7:05.0,,,22-31,,Offensive charge foul by J. Crowder
6:51.0,R. Stuckey makes 2-pt shot from 8 ft (assist by L. Scola),2,24-31,,
6:30.0,,,24-31,,J. Jerebko misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by R. Stuckey,,24-31,,
6:10.0,L. Scola misses 2-pt shot from 1 ft (block by K. Olynyk),,24-31,,
6:09.0,,,24-31,,Defensive rebound by M. Smart
6:04.0,,,24-31,,Boston full timeout
6:04.0,,,24-31,,E. Turner enters the game for J. Jerebko
6:04.0,,,24-31,,B. Bass enters the game for J. Crowder
5:58.0,,,24-33,2,A. Bradley makes 2-pt shot from 20 ft (assist by E. Turner)
5:41.0,C. Watson makes 3-pt shot from 24 ft (assist by L. Allen),3,27-33,,
5:23.0,,,27-35,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
5:05.0,L. Allen misses 2-pt shot from 21 ft,,27-35,,
5:04.0,,,27-35,,Defensive rebound by E. Turner
5:02.0,,,27-35,,Shooting foul by R. Stuckey (drawn by K. Olynyk)
5:02.0,,,27-36,1,K. Olynyk makes free throw 1 of 2
5:02.0,G. Hill enters the game for R. Stuckey,,27-36,,
5:02.0,,,27-37,1,K. Olynyk makes free throw 2 of 2
4:40.0,G. Hill makes 3-pt shot from 23 ft (assist by L. Allen),3,30-37,,
4:31.0,,,30-37,,Offensive charge foul by A. Bradley
4:31.0,,,30-37,,Turnover by A. Bradley (offensive foul)
4:31.0,,,30-37,,T. Zeller enters the game for K. Olynyk
4:31.0,C. Miles enters the game for D. Rudez,,30-37,,
4:12.0,C. Miles misses 2-pt shot from 10 ft,,30-37,,
4:11.0,Offensive rebound by L. Scola,,30-37,,
4:09.0,L. Scola misses 2-pt shot at rim,,30-37,,
4:08.0,Offensive rebound by L. Allen,,30-37,,
4:08.0,L. Allen misses 2-pt shot from 1 ft,,30-37,,
4:07.0,,,30-37,,Defensive rebound by M. Smart
4:01.0,,,30-39,2,M. Smart makes 2-pt shot from 13 ft
3:49.0,C. Miles makes 2-pt shot at rim (assist by C. Watson),2,32-39,,
3:33.0,,,32-39,,A. Bradley misses 3-pt shot from 23 ft
3:31.0,,,32-39,,Offensive rebound by A. Bradley
3:30.0,D. West enters the game for L. Scola,,32-39,,
3:30.0,Jump ball: A. Bradley vs. C. Watson (E. Turner gains possession),,,,Jump ball: A. Bradley vs. C. Watson (E. Turner gains possession)
3:11.0,,,32-41,2,T. Zeller makes 2-pt shot from 15 ft (assist by E. Turner)
2:55.0,L. Allen misses 2-pt shot from 9 ft,,32-41,,
2:54.0,Offensive rebound by D. West,,32-41,,
2:54.0,Indiana full timeout,,32-41,,
2:54.0,Official timeout,,32-41,,
2:54.0,R. Hibbert enters the game for L. Allen,,32-41,,
2:54.0,,,32-41,,I. Thomas enters the game for M. Smart
2:48.0,C. Watson makes 2-pt shot from 18 ft (assist by G. Hill),2,34-41,,
2:32.0,,,34-41,,I. Thomas misses 2-pt shot from 1 ft
2:31.0,Defensive rebound by D. West,,34-41,,
2:23.0,C. Miles makes 3-pt shot from 22 ft (assist by C. Watson),3,37-41,,
2:06.0,,,37-43,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
1:47.0,C. Watson misses 3-pt shot from 26 ft,,37-43,,
1:46.0,,,37-43,,Defensive rebound by Team
1:31.0,,,37-45,2,E. Turner makes 2-pt shot from 15 ft
1:16.0,D. West misses 2-pt shot from 13 ft,,37-45,,
1:15.0,,,37-45,,Defensive rebound by A. Bradley
1:03.0,,,37-47,2,B. Bass makes 2-pt shot at rim (assist by I. Thomas)
1:03.0,,,37-47,,Shooting foul by R. Hibbert (drawn by B. Bass)
1:03.0,L. Allen enters the game for R. Hibbert,,37-47,,
1:03.0,,,37-48,1,B. Bass makes free throw 1 of 1
1:00.0,,,37-48,,Personal foul by A. Bradley (drawn by C. Watson)
0:44.0,D. West misses 2-pt shot from 17 ft,,37-48,,
0:43.0,,,37-48,,Defensive rebound by E. Turner
0:34.0,,,37-50,2,T. Zeller makes 2-pt shot from 5 ft (assist by E. Turner)
0:21.0,D. West makes 2-pt shot from 1 ft (assist by G. Hill),2,39-50,,
0:02.0,,,39-50,,E. Turner misses 2-pt shot from 19 ft
0:01.0,Defensive rebound by L. Allen,,39-50,,
0:00.0,Turnover by L. Allen (bad pass; steal by T. Zeller),,39-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,39-50,,M. Smart misses 3-pt shot from 26 ft
11:41.0,Defensive rebound by R. Hibbert,,39-50,,
11:27.0,Shooting foul by E. Turner (drawn by R. Hibbert),,39-50,,
11:27.0,R. Hibbert misses free throw 1 of 2,,39-50,,
11:27.0,Offensive rebound by Team,,39-50,,
11:27.0,R. Hibbert misses free throw 2 of 2,,39-50,,
11:27.0,,,39-50,,Defensive rebound by M. Smart
11:02.0,,,39-53,3,E. Turner makes 3-pt shot from 25 ft (assist by M. Smart)
10:44.0,S. Hill misses 2-pt shot from 13 ft,,39-53,,
10:43.0,,,39-53,,Defensive rebound by B. Bass
10:35.0,,,39-55,2,A. Bradley makes 2-pt shot from 17 ft
10:05.0,R. Hibbert misses 2-pt shot from 8 ft,,39-55,,
10:04.0,,,39-55,,Defensive rebound by B. Bass
9:56.0,,,39-55,,E. Turner misses 2-pt shot from 16 ft
9:54.0,Defensive rebound by R. Hibbert,,39-55,,
9:42.0,R. Hibbert makes 2-pt shot from 4 ft (assist by D. West),2,41-55,,
9:23.0,,,41-57,2,T. Zeller makes 2-pt shot from 17 ft (assist by A. Bradley)
9:02.0,,,41-57,,Personal foul by A. Bradley (drawn by R. Hibbert)
8:57.0,C. Miles misses 3-pt shot from 25 ft,,41-57,,
8:56.0,,,41-57,,Defensive rebound by E. Turner
8:49.0,,,41-57,,E. Turner misses 2-pt shot from 2 ft (block by R. Hibbert)
8:48.0,,,41-57,,Offensive rebound by Team
8:32.0,,,41-59,2,E. Turner makes 2-pt shot from 5 ft (assist by T. Zeller)
8:08.0,R. Hibbert makes 2-pt shot from 6 ft (assist by S. Hill),2,43-59,,
7:56.0,,,43-59,,Offensive foul by T. Zeller
7:56.0,,,43-59,,Turnover by T. Zeller (offensive foul)
7:42.0,S. Hill makes 2-pt shot from 5 ft,2,45-59,,
7:42.0,Shooting foul by T. Zeller (drawn by S. Hill),,45-59,,
7:42.0,S. Hill makes free throw 1 of 1,1,46-59,,
7:25.0,Personal foul by D. West (drawn by B. Bass),,46-59,,
7:20.0,,,46-59,,A. Bradley misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by S. Hill,,46-59,,
7:17.0,Turnover by S. Hill (bad pass; steal by M. Smart),,46-59,,
7:11.0,,,46-59,,A. Bradley misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by G. Hill,,46-59,,
6:58.0,R. Hibbert makes 2-pt shot from 5 ft (assist by D. West),2,48-59,,
6:36.0,,,48-59,,E. Turner misses 2-pt shot from 19 ft
6:35.0,Defensive rebound by Team,,48-59,,
6:35.0,,,48-59,,Loose ball foul by T. Zeller (drawn by D. West)
6:24.0,D. West misses 2-pt shot from 11 ft,,48-59,,
6:23.0,,,48-59,,Defensive rebound by E. Turner
6:13.0,,,48-59,,Offensive charge foul by M. Smart
6:13.0,,,48-59,,Turnover by M. Smart (offensive foul)
6:02.0,G. Hill makes 3-pt shot from 25 ft,3,51-59,,
5:41.0,,,51-59,,E. Turner misses 2-pt shot from 15 ft
5:40.0,Defensive rebound by D. West,,51-59,,
5:34.0,S. Hill misses 2-pt shot at rim,,51-59,,
5:33.0,,,51-59,,Defensive rebound by B. Bass
5:25.0,,,51-59,,Boston full timeout
5:25.0,,,51-59,,I. Thomas enters the game for M. Smart
5:18.0,,,51-61,2,A. Bradley makes 2-pt shot from 18 ft (assist by T. Zeller)
4:59.0,D. West makes 2-pt shot from 7 ft,2,53-61,,
4:42.0,,,53-61,,I. Thomas misses 3-pt shot from 23 ft
4:41.0,Defensive rebound by C. Miles,,53-61,,
4:31.0,D. West misses 2-pt shot from 2 ft,,53-61,,
4:30.0,,,53-61,,Defensive rebound by T. Zeller
4:29.0,Personal foul by D. West (drawn by T. Zeller),,53-61,,
4:16.0,,,53-61,,Turnover by I. Thomas (lost ball; steal by C. Miles)
4:12.0,Turnover by C. Miles (lost ball; steal by A. Bradley),,53-61,,
4:09.0,,,53-61,,Shooting foul by G. Hill (drawn by A. Bradley)
4:09.0,,,53-61,,I. Thomas misses free throw 1 of 2
4:09.0,,,53-61,,Offensive rebound by Team
4:09.0,,,53-62,1,I. Thomas makes free throw 2 of 2
3:56.0,G. Hill makes 2-pt shot at rim,2,55-62,,
3:30.0,,,55-62,,A. Bradley misses 2-pt shot from 20 ft
3:29.0,Defensive rebound by G. Hill,,55-62,,
3:11.0,C. Miles misses 3-pt shot from 27 ft,,55-62,,
3:10.0,,,55-62,,Defensive rebound by B. Bass
2:58.0,,,55-64,2,B. Bass makes 2-pt shot from 15 ft (assist by I. Thomas)
2:58.0,Indiana full timeout,,55-64,,
2:58.0,,,55-64,,J. Crowder enters the game for E. Turner
2:58.0,,,55-64,,K. Olynyk enters the game for T. Zeller
2:58.0,I. Mahinmi enters the game for R. Hibbert,,55-64,,
2:58.0,R. Stuckey enters the game for C. Miles,,55-64,,
2:35.0,D. West misses 2-pt shot from 18 ft,,55-64,,
2:34.0,,,55-64,,Defensive rebound by I. Thomas
2:29.0,,,55-64,,Shooting foul by G. Hill (drawn by I. Thomas)
2:29.0,,,55-65,1,I. Thomas makes free throw 1 of 2
2:29.0,L. Scola enters the game for D. West,,55-65,,
2:29.0,,,55-66,1,I. Thomas makes free throw 2 of 2
2:18.0,G. Hill makes 2-pt shot from 17 ft,2,57-66,,
2:01.0,,,57-66,,Turnover by I. Thomas (bad pass; steal by R. Stuckey)
1:50.0,Shooting foul by K. Olynyk (drawn by S. Hill),,57-66,,
1:50.0,S. Hill makes free throw 1 of 2,1,58-66,,
1:50.0,S. Hill makes free throw 2 of 2,1,59-66,,
1:31.0,,,59-66,,I. Thomas misses 2-pt shot at rim (block by I. Mahinmi)
1:29.0,,,59-66,,Offensive rebound by A. Bradley
1:29.0,,,59-68,2,A. Bradley makes 2-pt shot at rim
1:11.0,Offensive charge foul by L. Scola,,59-68,,
1:11.0,Turnover by L. Scola (offensive foul),,59-68,,
1:11.0,C. Watson enters the game for S. Hill,,59-68,,
1:01.0,,,59-68,,J. Crowder misses 2-pt shot from 22 ft
1:01.0,Defensive rebound by Team,,59-68,,
1:01.0,,,59-68,,Personal foul by K. Olynyk (drawn by L. Scola)
1:01.0,L. Scola makes free throw 1 of 2,1,60-68,,
1:01.0,,,60-68,,J. Jerebko enters the game for B. Bass
1:01.0,L. Scola misses free throw 2 of 2,,60-68,,
1:01.0,,,60-68,,Defensive rebound by J. Crowder
0:50.0,,,60-68,,Turnover by I. Thomas (bad pass; steal by I. Mahinmi)
0:40.0,C. Watson misses 2-pt shot from 10 ft,,60-68,,
0:39.0,,,60-68,,Defensive rebound by J. Crowder
0:31.0,,,60-68,,J. Crowder misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by G. Hill,,60-68,,
0:06.0,G. Hill makes 2-pt shot from 21 ft,2,62-68,,
0:00.0,,,62-68,,I. Thomas misses 3-pt shot from 31 ft
0:00.0,,,62-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,62-68,,Personal foul by I. Thomas (drawn by C. Watson)
11:42.0,,,62-68,,Personal foul by I. Thomas (drawn by C. Watson)
11:33.0,I. Mahinmi misses 2-pt shot from 6 ft,,62-68,,
11:32.0,Offensive rebound by L. Scola,,62-68,,
11:32.0,L. Scola misses 2-pt shot from 3 ft,,62-68,,
11:31.0,Offensive rebound by I. Mahinmi,,62-68,,
11:31.0,I. Mahinmi misses 2-pt shot from 3 ft,,62-68,,
11:30.0,,,62-68,,Defensive rebound by I. Thomas
11:15.0,,,62-71,3,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas)
10:54.0,Turnover by L. Scola (lost ball; steal by I. Thomas),,62-71,,
10:53.0,Personal foul by L. Scola (drawn by I. Thomas),,62-71,,
10:42.0,Personal foul by L. Scola (drawn by K. Olynyk),,62-71,,
10:32.0,,,62-71,,Turnover by I. Thomas (lost ball; steal by L. Scola)
10:29.0,L. Scola makes 2-pt shot from 1 ft,2,64-71,,
10:08.0,,,64-73,2,J. Crowder makes 2-pt shot from 20 ft (assist by I. Thomas)
9:49.0,R. Stuckey makes 3-pt shot from 25 ft (assist by I. Mahinmi),3,67-73,,
9:25.0,,,67-75,2,K. Olynyk makes 2-pt shot from 6 ft (assist by J. Jerebko)
9:10.0,Turnover by D. Rudez (bad pass; steal by J. Crowder),,67-75,,
9:06.0,,,67-77,2,J. Crowder makes 2-pt shot at rim
8:46.0,R. Stuckey misses 2-pt shot from 20 ft,,67-77,,
8:45.0,Offensive rebound by I. Mahinmi,,67-77,,
8:43.0,I. Mahinmi makes 2-pt shot from 4 ft,2,69-77,,
8:27.0,,,69-77,,J. Jerebko misses 3-pt shot from 22 ft
8:26.0,Defensive rebound by R. Stuckey,,69-77,,
8:23.0,,,69-77,,Shooting block foul by M. Smart (drawn by R. Stuckey)
8:23.0,Official timeout,,69-77,,
8:23.0,,,69-77,,E. Turner enters the game for I. Thomas
8:23.0,R. Stuckey makes free throw 1 of 2,1,70-77,,
8:23.0,R. Stuckey makes free throw 2 of 2,1,71-77,,
8:09.0,,,71-77,,Shooting foul by D. Rudez (drawn by J. Crowder)
8:09.0,,,71-78,1,J. Crowder makes free throw 1 of 2
8:09.0,,,71-79,1,J. Crowder makes free throw 2 of 2
7:50.0,D. Rudez misses 3-pt shot from 24 ft,,71-79,,
7:49.0,,,71-79,,Defensive rebound by J. Crowder
7:29.0,,,71-81,2,K. Olynyk makes 2-pt shot from 6 ft
7:19.0,Shooting foul by K. Olynyk (drawn by R. Stuckey),,71-81,,
7:19.0,R. Stuckey makes 2-pt shot from 1 ft,2,73-81,,
7:19.0,C. Miles enters the game for D. Rudez,,73-81,,
7:19.0,G. Hill enters the game for C. Watson,,73-81,,
7:19.0,R. Stuckey makes free throw 1 of 1,1,74-81,,
6:59.0,,,74-83,2,J. Jerebko makes 2-pt shot from 7 ft (assist by E. Turner)
6:45.0,Turnover by C. Miles (bad pass; steal by M. Smart),,74-83,,
6:36.0,,,74-83,,E. Turner misses 3-pt shot from 23 ft
6:35.0,Defensive rebound by I. Mahinmi,,74-83,,
6:35.0,,,74-83,,Personal foul by E. Turner (drawn by I. Mahinmi)
6:35.0,I. Mahinmi misses free throw 1 of 2,,74-83,,
6:35.0,Offensive rebound by Team,,74-83,,
6:35.0,I. Mahinmi misses free throw 2 of 2,,74-83,,
6:35.0,,,74-83,,Defensive rebound by J. Jerebko
6:22.0,,,74-83,,M. Smart misses 3-pt shot from 25 ft
6:21.0,,,74-83,,Offensive rebound by J. Jerebko
6:10.0,,,74-83,,J. Jerebko misses 3-pt shot from 25 ft
6:09.0,,,74-83,,Offensive rebound by Team
6:09.0,Loose ball foul by G. Hill (drawn by M. Smart),,74-83,,
6:09.0,L. Allen enters the game for I. Mahinmi,,74-83,,
6:01.0,,,74-85,2,E. Turner makes 2-pt shot from 16 ft
5:49.0,G. Hill misses 2-pt shot from 8 ft,,74-85,,
5:48.0,,,74-85,,Defensive rebound by K. Olynyk
5:45.0,,,74-87,2,J. Crowder makes 2-pt shot at rim (assist by K. Olynyk)
5:45.0,Indiana full timeout,,74-87,,
5:45.0,D. West enters the game for R. Stuckey,,74-87,,
5:45.0,R. Hibbert enters the game for L. Scola,,74-87,,
5:45.0,S. Hill enters the game for L. Allen,,74-87,,
5:23.0,R. Hibbert misses 2-pt shot from 5 ft,,74-87,,
5:22.0,,,74-87,,Defensive rebound by E. Turner
5:09.0,,,74-87,,M. Smart misses 2-pt shot from 16 ft
5:08.0,Defensive rebound by G. Hill,,74-87,,
5:04.0,C. Miles makes 2-pt shot at rim (assist by G. Hill),2,76-87,,
5:04.0,Shooting foul by J. Crowder (drawn by C. Miles),,76-87,,
5:04.0,C. Miles makes free throw 1 of 1,1,77-87,,
4:51.0,,,77-89,2,E. Turner makes 2-pt shot at rim
4:36.0,D. West misses 2-pt shot from 20 ft,,77-89,,
4:35.0,,,77-89,,Defensive rebound by E. Turner
4:27.0,Personal foul by C. Miles (drawn by M. Smart),,77-89,,
4:27.0,,,77-90,1,M. Smart makes free throw 1 of 2
4:27.0,,,77-91,1,M. Smart makes free throw 2 of 2
4:16.0,Shooting foul by K. Olynyk (drawn by R. Hibbert),,77-91,,
4:16.0,R. Hibbert misses free throw 1 of 2,,77-91,,
4:16.0,Offensive rebound by Team,,77-91,,
4:16.0,R. Hibbert makes free throw 2 of 2,1,78-91,,
4:01.0,,,78-91,,E. Turner misses 2-pt shot from 16 ft
3:59.0,,,78-91,,Offensive rebound by Team
3:53.0,,,78-94,3,K. Olynyk makes 3-pt shot from 25 ft (assist by E. Turner)
3:52.0,Indiana full timeout,,78-94,,
3:52.0,L. Allen enters the game for S. Hill,,78-94,,
3:52.0,C. Watson enters the game for R. Hibbert,,78-94,,
3:30.0,G. Hill makes 2-pt shot from 16 ft,2,80-94,,
3:12.0,,,80-94,,J. Jerebko misses 2-pt shot from 1 ft
3:11.0,Defensive rebound by G. Hill,,80-94,,
2:58.0,C. Miles misses 2-pt shot from 10 ft,,80-94,,
2:57.0,Offensive rebound by Team,,80-94,,
2:57.0,,,80-94,,Loose ball foul by J. Jerebko (drawn by D. West)
2:57.0,,,80-94,,Boston full timeout
2:57.0,,,80-94,,B. Bass enters the game for J. Jerebko
2:57.0,S. Hill enters the game for L. Allen,,80-94,,
2:57.0,D. West misses free throw 1 of 2,,80-94,,
2:57.0,Offensive rebound by Team,,80-94,,
2:57.0,D. West misses free throw 2 of 2,,80-94,,
2:57.0,,,80-94,,Defensive rebound by B. Bass
2:40.0,Personal foul by C. Miles (drawn by J. Crowder),,80-94,,
2:40.0,,,80-95,1,J. Crowder makes free throw 1 of 2
