time,Boston,pts.away,score,pts.home,Indiana
3:33.0,,,13-14,,S. Hill misses 2-pt shot from 1 ft (block by K. Olynyk)
3:31.0,Defensive rebound by J. Crowder,,13-14,,
3:26.0,A. Bradley makes 2-pt shot from 2 ft (assist by B. Bass),2,15-14,,
3:11.0,,,15-14,,Offensive foul by G. Hill
3:11.0,,,15-14,,Turnover by G. Hill (offensive foul)
3:11.0,,,15-14,,I. Mahinmi enters the game for R. Hibbert
3:11.0,,,15-14,,R. Stuckey enters the game for C. Miles
2:58.0,,,15-14,,Personal foul by I. Mahinmi (drawn by B. Bass)
2:58.0,Boston full timeout,,15-14,,
2:58.0,P. Pressey enters the game for E. Turner,,15-14,,
2:46.0,A. Bradley misses 2-pt shot from 16 ft,,15-14,,
2:45.0,,,15-14,,Defensive rebound by I. Mahinmi
2:21.0,,,15-16,2,G. Hill makes 2-pt shot from 19 ft
1:57.0,J. Crowder makes 3-pt shot from 25 ft (assist by P. Pressey),3,18-16,,
1:38.0,M. Smart enters the game for A. Bradley,,18-16,,
1:38.0,,,18-16,,L. Scola enters the game for D. West
1:38.0,,,18-16,,C. Watson enters the game for G. Hill
1:32.0,,,18-16,,R. Stuckey misses 3-pt shot from 25 ft
1:31.0,,,18-16,,Offensive rebound by Team
1:31.0,,,18-16,,Turnover by Team (shot clock)
1:31.0,J. Jerebko enters the game for B. Bass,,18-16,,
1:16.0,P. Pressey makes 2-pt shot from 20 ft (assist by K. Olynyk),2,20-16,,
1:00.0,,,20-18,2,R. Stuckey makes 2-pt shot from 7 ft
1:00.0,,,20-18,,Shooting foul by M. Smart (drawn by R. Stuckey)
1:00.0,,,20-18,,D. Rudez enters the game for S. Hill
1:00.0,,,20-18,,R. Stuckey misses free throw 1 of 1
1:00.0,Defensive rebound by J. Crowder,,20-18,,
0:47.0,P. Pressey misses 2-pt shot from 2 ft,,20-18,,
0:46.0,,,20-18,,Defensive rebound by I. Mahinmi
0:27.0,,,20-18,,L. Scola misses 2-pt shot from 9 ft (block by M. Smart)
0:25.0,Defensive rebound by J. Crowder,,20-18,,
0:06.0,,,20-18,,Personal take foul by C. Watson (drawn by P. Pressey)
0:01.0,M. Smart misses 3-pt shot from 24 ft,,20-18,,
0:00.0,,,20-18,,Defensive rebound by L. Scola
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,J. Crowder misses 2-pt shot from 12 ft,,20-18,,
11:39.0,,,20-18,,Defensive rebound by L. Scola
11:33.0,,,20-18,,R. Stuckey misses 2-pt shot from 10 ft (block by J. Crowder)
11:33.0,,,20-18,,Offensive rebound by Team
11:30.0,,,20-18,,D. Rudez misses 2-pt shot from 18 ft
11:29.0,Defensive rebound by K. Olynyk,,20-18,,
11:13.0,K. Olynyk misses 3-pt shot from 25 ft,,20-18,,
11:12.0,,,20-18,,Defensive rebound by L. Scola
10:56.0,,,20-18,,L. Scola misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by L. Datome,,20-18,,
10:44.0,P. Pressey misses 3-pt shot from 24 ft,,20-18,,
10:42.0,Offensive rebound by J. Crowder,,20-18,,
10:41.0,Shooting foul by L. Scola (drawn by J. Crowder),,20-18,,
10:41.0,J. Crowder makes free throw 1 of 2,1,21-18,,
10:41.0,T. Zeller enters the game for K. Olynyk,,21-18,,
10:41.0,J. Crowder makes free throw 2 of 2,1,22-18,,
10:24.0,,,22-18,,L. Scola misses 2-pt shot from 5 ft
10:23.0,Defensive rebound by T. Zeller,,22-18,,
10:11.0,J. Jerebko makes 3-pt shot from 25 ft (assist by P. Pressey),3,25-18,,
9:56.0,,,25-18,,C. Watson misses 2-pt shot from 20 ft
9:55.0,Defensive rebound by J. Jerebko,,25-18,,
9:49.0,L. Datome misses 3-pt shot from 23 ft,,25-18,,
9:48.0,,,25-18,,Defensive rebound by Team
9:48.0,Loose ball foul by J. Jerebko (drawn by I. Mahinmi),,25-18,,
9:24.0,,,25-18,,D. Rudez misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by J. Jerebko,,25-18,,
9:09.0,J. Jerebko misses 3-pt shot from 24 ft,,25-18,,
9:08.0,,,25-18,,Defensive rebound by C. Watson
9:00.0,Personal foul by J. Jerebko (drawn by I. Mahinmi),,25-18,,
8:55.0,,,25-18,,Turnover by I. Mahinmi (bad pass)
8:55.0,Official timeout,,25-18,,
8:44.0,L. Datome makes 3-pt shot from 24 ft (assist by J. Jerebko),3,28-18,,
8:20.0,,,28-20,2,R. Stuckey makes 2-pt shot from 13 ft
8:03.0,,,28-20,,Personal block foul by I. Mahinmi (drawn by P. Pressey)
8:03.0,,,28-20,,R. Hibbert enters the game for I. Mahinmi
7:56.0,J. Crowder misses 2-pt shot from 9 ft,,28-20,,
7:55.0,,,28-20,,Defensive rebound by Team
7:42.0,,,28-20,,R. Hibbert misses 2-pt shot from 19 ft
7:41.0,Defensive rebound by J. Jerebko,,28-20,,
7:28.0,J. Crowder makes 2-pt shot from 1 ft (assist by L. Datome),2,30-20,,
7:13.0,,,30-20,,Turnover by R. Stuckey (lost ball; steal by J. Crowder)
7:08.0,J. Crowder makes 2-pt shot from 1 ft (assist by P. Pressey),2,32-20,,
7:08.0,,,32-20,,Indiana full timeout
7:08.0,A. Bradley enters the game for P. Pressey,,32-20,,
7:08.0,M. Smart enters the game for J. Crowder,,32-20,,
6:56.0,,,32-22,2,L. Scola makes 2-pt shot from 2 ft
6:40.0,A. Bradley misses 3-pt shot from 23 ft,,32-22,,
6:39.0,,,32-22,,Defensive rebound by Team
6:39.0,Loose ball foul by M. Smart (drawn by R. Hibbert),,32-22,,
6:29.0,,,32-22,,Shooting foul by L. Datome (drawn by C. Watson)
6:29.0,,,32-23,1,C. Watson makes free throw 1 of 2
6:29.0,,,32-24,1,C. Watson makes free throw 2 of 2
6:21.0,,,32-24,,Personal foul by C. Watson (drawn by M. Smart)
6:21.0,E. Turner enters the game for L. Datome,,32-24,,
6:21.0,,,32-24,,G. Hill enters the game for C. Watson
6:12.0,T. Zeller makes 2-pt shot from 16 ft (assist by E. Turner),2,34-24,,
6:00.0,,,34-24,,Offensive foul by D. Rudez
6:00.0,,,34-24,,Turnover by D. Rudez (offensive foul)
6:00.0,,,34-24,,S. Hill enters the game for D. Rudez
5:45.0,E. Turner misses 2-pt shot from 10 ft,,34-24,,
5:44.0,,,34-24,,Defensive rebound by Team
5:28.0,,,34-24,,Turnover by G. Hill (bad pass; steal by M. Smart)
5:25.0,A. Bradley misses 2-pt shot from 2 ft (block by R. Stuckey),,34-24,,
5:22.0,,,34-24,,Defensive rebound by L. Scola
5:03.0,,,34-26,2,G. Hill makes 2-pt shot from 12 ft
4:44.0,A. Bradley misses 2-pt shot from 21 ft,,34-26,,
4:44.0,,,34-26,,Defensive rebound by L. Scola
4:34.0,,,34-26,,L. Scola misses 2-pt shot from 19 ft
4:33.0,Defensive rebound by A. Bradley,,34-26,,
4:26.0,T. Zeller makes 2-pt shot from 1 ft (assist by J. Jerebko),2,36-26,,
4:04.0,,,36-26,,L. Scola misses 2-pt shot from 10 ft
4:03.0,Defensive rebound by T. Zeller,,36-26,,
3:51.0,M. Smart makes 3-pt shot from 23 ft (assist by J. Jerebko),3,39-26,,
3:50.0,,,39-26,,Indiana full timeout
3:50.0,,,39-26,,D. West enters the game for L. Scola
3:50.0,,,39-26,,C. Miles enters the game for R. Stuckey
3:50.0,B. Bass enters the game for J. Jerebko,,39-26,,
3:37.0,,,39-26,,G. Hill misses 3-pt shot from 23 ft
3:36.0,Defensive rebound by T. Zeller,,39-26,,
3:24.0,T. Zeller makes 2-pt shot from 17 ft (assist by A. Bradley),2,41-26,,
3:02.0,,,41-29,3,C. Miles makes 3-pt shot from 23 ft (assist by G. Hill)
2:45.0,A. Bradley makes 2-pt shot from 19 ft,2,43-29,,
2:29.0,,,43-31,2,C. Miles makes 2-pt shot from 16 ft (assist by S. Hill)
2:14.0,B. Bass misses 2-pt shot from 16 ft,,43-31,,
2:13.0,,,43-31,,Defensive rebound by D. West
2:01.0,,,43-33,2,R. Hibbert makes 2-pt shot from 4 ft
2:00.0,Boston full timeout,,43-33,,
2:00.0,K. Olynyk enters the game for T. Zeller,,43-33,,
2:00.0,J. Crowder enters the game for E. Turner,,43-33,,
2:00.0,,,43-33,,R. Stuckey enters the game for S. Hill
1:49.0,B. Bass makes 2-pt shot from 19 ft (assist by K. Olynyk),2,45-33,,
1:37.0,Personal foul by K. Olynyk (drawn by D. West),,45-33,,
1:37.0,,,45-34,1,D. West makes free throw 1 of 2
1:37.0,,,45-35,1,D. West makes free throw 2 of 2
1:19.0,J. Crowder misses 3-pt shot from 22 ft,,45-35,,
1:18.0,,,45-35,,Defensive rebound by R. Hibbert
1:09.0,,,45-35,,Turnover by R. Stuckey (lost ball; steal by M. Smart)
1:07.0,Shooting foul by R. Stuckey (drawn by M. Smart),,45-35,,
1:07.0,M. Smart misses free throw 1 of 2,,45-35,,
1:07.0,Offensive rebound by Team,,45-35,,
1:07.0,T. Zeller enters the game for K. Olynyk,,45-35,,
1:07.0,M. Smart misses free throw 2 of 2,,45-35,,
1:06.0,,,45-35,,Defensive rebound by R. Hibbert
0:52.0,,,45-35,,C. Miles misses 2-pt shot from 18 ft
0:51.0,Defensive rebound by M. Smart,,45-35,,
0:40.0,J. Crowder misses 2-pt shot from 16 ft,,45-35,,
0:38.0,,,45-35,,Defensive rebound by R. Stuckey
0:34.0,,,45-37,2,R. Stuckey makes 2-pt shot from 2 ft
0:34.0,,,45-37,,Shooting foul by A. Bradley (drawn by R. Stuckey)
0:34.0,K. Olynyk enters the game for T. Zeller,,45-37,,
0:34.0,J. Jerebko enters the game for B. Bass,,45-37,,
0:34.0,P. Pressey enters the game for M. Smart,,45-37,,
0:34.0,,,45-37,,L. Scola enters the game for R. Hibbert
0:34.0,,,45-37,,R. Stuckey misses free throw 1 of 1
0:34.0,,,45-37,,Offensive rebound by D. West
0:24.0,,,45-37,,C. Miles misses 2-pt shot from 19 ft
0:23.0,Defensive rebound by K. Olynyk,,45-37,,
0:06.0,P. Pressey misses 2-pt shot from 3 ft,,45-37,,
0:05.0,,,45-37,,Defensive rebound by L. Scola
0:00.0,,,45-37,,G. Hill misses 3-pt shot from 45 ft
0:00.0,,,45-37,,Offensive rebound by Team
0:00.0,,,45-37,,Turnover by Team (bad pass)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,E. Turner misses 3-pt shot from 25 ft,,45-37,,
11:36.0,Offensive rebound by M. Smart,,45-37,,
11:36.0,Turnover by Team (shot clock),,45-37,,
11:21.0,,,45-39,2,D. West makes 2-pt shot from 12 ft (assist by G. Hill)
10:59.0,Turnover by B. Bass (step out of bounds),,45-39,,
10:42.0,,,45-42,3,C. Miles makes 3-pt shot from 25 ft (assist by G. Hill)
10:23.0,B. Bass makes 2-pt shot from 18 ft (assist by A. Bradley),2,47-42,,
10:04.0,,,47-42,,Turnover by R. Hibbert (bad pass)
9:49.0,M. Smart misses 3-pt shot from 24 ft,,47-42,,
9:47.0,,,47-42,,Defensive rebound by S. Hill
9:44.0,,,47-42,,Shooting foul by M. Smart (drawn by G. Hill)
9:44.0,,,47-43,1,G. Hill makes free throw 1 of 2
9:44.0,,,47-44,1,G. Hill makes free throw 2 of 2
9:29.0,A. Bradley misses 2-pt shot from 17 ft,,47-44,,
9:28.0,Offensive rebound by M. Smart,,47-44,,
9:23.0,B. Bass makes 2-pt shot from 8 ft,2,49-44,,
9:09.0,,,49-46,2,G. Hill makes 2-pt shot from 6 ft
8:53.0,T. Zeller misses 2-pt shot from 16 ft,,49-46,,
8:52.0,,,49-46,,Defensive rebound by G. Hill
8:44.0,,,49-48,2,G. Hill makes 2-pt shot at rim
8:21.0,Shooting foul by S. Hill (drawn by E. Turner),,49-48,,
8:21.0,E. Turner misses free throw 1 of 2,,49-48,,
8:21.0,Offensive rebound by Team,,49-48,,
8:21.0,J. Crowder enters the game for M. Smart,,49-48,,
8:21.0,E. Turner makes free throw 2 of 2,1,50-48,,
8:02.0,,,50-48,,S. Hill misses 2-pt shot from 14 ft
8:01.0,,,50-48,,Offensive rebound by R. Hibbert
7:56.0,,,50-48,,Turnover by C. Miles (bad pass; steal by A. Bradley)
7:51.0,A. Bradley misses 2-pt shot from 1 ft,,50-48,,
7:50.0,,,50-48,,Defensive rebound by S. Hill
7:45.0,,,50-48,,Offensive charge foul by C. Miles
7:45.0,,,50-48,,Turnover by C. Miles (offensive foul)
7:36.0,Shooting foul by R. Hibbert (drawn by T. Zeller),,50-48,,
7:36.0,T. Zeller makes free throw 1 of 2,1,51-48,,
7:36.0,T. Zeller makes free throw 2 of 2,1,52-48,,
7:10.0,,,52-48,,D. West misses 2-pt shot from 19 ft
7:09.0,Defensive rebound by E. Turner,,52-48,,
7:03.0,J. Crowder misses 2-pt shot from 1 ft (block by D. West),,52-48,,
7:01.0,Offensive rebound by J. Crowder,,52-48,,
6:59.0,T. Zeller misses 2-pt shot from 2 ft,,52-48,,
6:58.0,Offensive rebound by B. Bass,,52-48,,
6:58.0,,,52-48,,Loose ball foul by R. Hibbert (drawn by B. Bass)
6:54.0,Turnover by J. Crowder (bad pass),,52-48,,
6:48.0,,,52-48,,S. Hill misses 2-pt shot from 1 ft
6:48.0,,,52-48,,Offensive rebound by Team
6:46.0,,,52-48,,S. Hill misses 2-pt shot from 17 ft
6:44.0,Defensive rebound by A. Bradley,,52-48,,
6:43.0,,,52-48,,Personal foul by D. West (drawn by A. Bradley)
6:33.0,E. Turner makes 2-pt shot from 15 ft,2,54-48,,
6:12.0,,,54-48,,C. Miles misses 3-pt shot from 26 ft
6:10.0,,,54-48,,Offensive rebound by R. Hibbert
6:05.0,,,54-51,3,G. Hill makes 3-pt shot from 25 ft (assist by D. West)
5:45.0,Offensive charge foul by E. Turner,,54-51,,
5:45.0,Turnover by E. Turner (offensive foul),,54-51,,
5:45.0,,,54-51,,Indiana full timeout
5:35.0,,,54-51,,Turnover by D. West (step out of bounds)
5:21.0,,,54-51,,Personal foul by R. Hibbert (drawn by B. Bass)
5:21.0,B. Bass makes free throw 1 of 2,1,55-51,,
5:21.0,,,55-51,,I. Mahinmi enters the game for R. Hibbert
5:21.0,,,55-51,,R. Stuckey enters the game for S. Hill
5:21.0,B. Bass makes free throw 2 of 2,1,56-51,,
5:03.0,,,56-51,,C. Miles misses 2-pt shot from 8 ft
5:01.0,,,56-51,,Offensive rebound by Team
5:01.0,K. Olynyk enters the game for T. Zeller,,56-51,,
4:50.0,,,56-51,,Shooting foul by A. Bradley (drawn by G. Hill)
4:50.0,,,56-52,1,G. Hill makes free throw 1 of 2
4:50.0,,,56-53,1,G. Hill makes free throw 2 of 2
4:32.0,A. Bradley makes 3-pt shot from 25 ft (assist by K. Olynyk),3,59-53,,
4:20.0,,,59-53,,G. Hill misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by E. Turner,,59-53,,
4:10.0,Turnover by E. Turner (bad pass; steal by R. Stuckey),,59-53,,
4:03.0,,,59-56,3,R. Stuckey makes 3-pt shot from 23 ft (assist by G. Hill)
3:44.0,A. Bradley makes 2-pt shot from 19 ft (assist by K. Olynyk),2,61-56,,
3:27.0,,,61-56,,R. Stuckey misses 2-pt shot from 16 ft
3:26.0,,,61-56,,Offensive rebound by C. Miles
3:23.0,,,61-56,,C. Miles misses 2-pt shot from 5 ft (block by E. Turner)
3:21.0,Defensive rebound by E. Turner,,61-56,,
3:07.0,Offensive foul by A. Bradley,,61-56,,
3:07.0,Turnover by A. Bradley (offensive foul),,61-56,,
3:07.0,,,61-56,,L. Scola enters the game for D. West
2:52.0,,,61-56,,G. Hill misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by J. Crowder,,61-56,,
2:47.0,Boston full timeout,,61-56,,
2:47.0,,,61-56,,C. Watson enters the game for G. Hill
2:47.0,P. Pressey enters the game for E. Turner,,61-56,,
2:37.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Crowder),2,63-56,,
2:10.0,,,63-56,,R. Stuckey misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by B. Bass,,63-56,,
2:06.0,Turnover by B. Bass (bad pass; steal by I. Mahinmi),,63-56,,
2:02.0,,,63-58,2,I. Mahinmi makes 2-pt shot from 6 ft (assist by C. Watson)
1:43.0,P. Pressey makes 2-pt shot from 2 ft,2,65-58,,
1:20.0,,,65-58,,R. Stuckey misses 2-pt shot from 19 ft
1:19.0,Defensive rebound by B. Bass,,65-58,,
1:02.0,B. Bass misses 3-pt shot from 23 ft,,65-58,,
1:01.0,,,65-58,,Defensive rebound by C. Watson
0:57.0,,,65-58,,C. Watson misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by J. Crowder,,65-58,,
0:47.0,,,65-58,,Personal foul by C. Miles (drawn by B. Bass)
0:47.0,B. Bass makes free throw 1 of 2,1,66-58,,
0:47.0,,,66-58,,D. Rudez enters the game for C. Miles
0:47.0,M. Smart enters the game for A. Bradley,,66-58,,
0:47.0,B. Bass makes free throw 2 of 2,1,67-58,,
0:34.0,,,67-60,2,L. Scola makes 2-pt shot from 17 ft (assist by C. Watson)
0:20.0,Turnover by K. Olynyk (offensive foul),,67-60,,
0:20.0,Offensive charge foul by K. Olynyk,,67-60,,
0:20.0,J. Jerebko enters the game for K. Olynyk,,67-60,,
0:00.0,,,67-60,,Turnover by R. Stuckey (bad pass; steal by B. Bass)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,67-60,,D. Rudez misses 3-pt shot from 24 ft
11:45.0,,,67-60,,Offensive rebound by I. Mahinmi
11:45.0,,,67-60,,I. Mahinmi misses 2-pt shot from 1 ft
11:44.0,Defensive rebound by M. Smart,,67-60,,
11:30.0,K. Olynyk misses 3-pt shot from 23 ft,,67-60,,
11:29.0,Offensive rebound by M. Smart,,67-60,,
11:29.0,,,67-60,,Loose ball foul by L. Scola (drawn by M. Smart)
11:20.0,M. Smart misses 2-pt shot from 18 ft,,67-60,,
11:18.0,Offensive rebound by K. Olynyk,,67-60,,
11:09.0,P. Pressey misses 3-pt shot from 25 ft,,67-60,,
11:08.0,,,67-60,,Defensive rebound by R. Stuckey
11:08.0,Loose ball foul by M. Smart (drawn by R. Stuckey),,67-60,,
10:50.0,,,67-62,2,C. Watson makes 2-pt shot from 3 ft
10:26.0,K. Olynyk misses 3-pt shot from 26 ft,,67-62,,
10:25.0,,,67-62,,Defensive rebound by R. Stuckey
10:20.0,,,67-62,,Turnover by R. Stuckey (bad pass; steal by M. Smart)
10:15.0,J. Crowder makes 2-pt shot at rim (assist by M. Smart),2,69-62,,
9:48.0,,,69-62,,D. Rudez misses 3-pt shot from 26 ft
9:47.0,Defensive rebound by P. Pressey,,69-62,,
9:44.0,P. Pressey makes 2-pt shot from 1 ft,2,71-62,,
9:44.0,Shooting foul by R. Stuckey (drawn by P. Pressey),,71-62,,
9:44.0,P. Pressey makes free throw 1 of 1,1,72-62,,
9:34.0,,,72-64,2,C. Watson makes 2-pt shot from 1 ft
9:23.0,,,72-64,,Personal foul by C. Watson (drawn by P. Pressey)
9:13.0,M. Smart makes 2-pt shot from 13 ft,2,74-64,,
8:52.0,,,74-64,,I. Mahinmi misses 2-pt shot from 17 ft
8:50.0,Defensive rebound by Team,,74-64,,
8:50.0,Official timeout,,74-64,,
8:50.0,,,74-64,,S. Hill enters the game for R. Stuckey
8:50.0,,,74-64,,G. Hill enters the game for D. Rudez
8:34.0,K. Olynyk misses 2-pt shot from 18 ft,,74-64,,
8:33.0,,,74-64,,Defensive rebound by C. Watson
8:18.0,,,74-66,2,G. Hill makes 2-pt shot from 17 ft
8:03.0,M. Smart makes 3-pt shot from 25 ft (assist by K. Olynyk),3,77-66,,
7:49.0,,,77-68,2,G. Hill makes 2-pt shot from 12 ft
7:30.0,J. Crowder makes 3-pt shot from 25 ft (assist by P. Pressey),3,80-68,,
7:11.0,,,80-68,,G. Hill misses 2-pt shot from 16 ft
7:10.0,Defensive rebound by K. Olynyk,,80-68,,
6:57.0,Turnover by P. Pressey (lost ball),,80-68,,
6:47.0,Personal foul by K. Olynyk (drawn by I. Mahinmi),,80-68,,
6:47.0,,,80-68,,D. West enters the game for L. Scola
6:47.0,B. Bass enters the game for K. Olynyk,,80-68,,
6:38.0,,,80-68,,C. Watson misses 2-pt shot from 17 ft
6:35.0,,,80-68,,Offensive rebound by D. West
6:22.0,,,80-71,3,C. Watson makes 3-pt shot from 25 ft (assist by G. Hill)
5:58.0,M. Smart misses 3-pt shot from 23 ft,,80-71,,
5:57.0,,,80-71,,Defensive rebound by I. Mahinmi
5:49.0,,,80-71,,C. Watson misses 2-pt shot from 2 ft
5:48.0,,,80-71,,Offensive rebound by G. Hill
5:47.0,,,80-73,2,G. Hill makes 2-pt shot at rim
5:43.0,Boston full timeout,,80-73,,
5:43.0,A. Bradley enters the game for J. Jerebko,,80-73,,
5:43.0,,,80-73,,C. Miles enters the game for S. Hill
5:43.0,K. Olynyk enters the game for P. Pressey,,80-73,,
5:27.0,J. Crowder misses 3-pt shot from 23 ft,,80-73,,
5:26.0,,,80-73,,Defensive rebound by I. Mahinmi
5:06.0,,,80-73,,D. West misses 2-pt shot from 17 ft
5:05.0,Defensive rebound by B. Bass,,80-73,,
4:48.0,A. Bradley misses 2-pt shot from 18 ft,,80-73,,
4:47.0,,,80-73,,Defensive rebound by I. Mahinmi
4:41.0,,,80-76,3,C. Watson makes 3-pt shot from 26 ft
4:22.0,Turnover by K. Olynyk (lost ball),,80-76,,
4:14.0,,,80-76,,D. West misses 2-pt shot from 6 ft
4:13.0,Defensive rebound by K. Olynyk,,80-76,,
4:02.0,B. Bass misses 2-pt shot from 20 ft,,80-76,,
4:02.0,Offensive rebound by Team,,80-76,,
4:02.0,,,80-76,,Loose ball foul by D. West (drawn by K. Olynyk)
4:02.0,E. Turner enters the game for M. Smart,,80-76,,
4:02.0,T. Zeller enters the game for K. Olynyk,,80-76,,
3:42.0,A. Bradley misses 3-pt shot from 25 ft,,80-76,,
3:39.0,,,80-76,,Defensive rebound by Team
3:15.0,,,80-76,,Turnover by Team (shot clock)
3:01.0,T. Zeller makes 2-pt shot at rim,2,82-76,,
2:52.0,,,82-76,,Indiana full timeout
2:38.0,,,82-76,,C. Miles misses 2-pt shot from 13 ft
2:36.0,,,82-76,,Offensive rebound by I. Mahinmi
2:36.0,,,82-76,,I. Mahinmi misses 2-pt shot at rim
2:34.0,Defensive rebound by T. Zeller,,82-76,,
2:15.0,E. Turner misses 3-pt shot from 24 ft,,82-76,,
2:13.0,Offensive rebound by T. Zeller,,82-76,,
2:13.0,,,82-76,,Personal foul by I. Mahinmi (drawn by T. Zeller)
2:13.0,T. Zeller misses free throw 1 of 2,,82-76,,
2:13.0,Offensive rebound by Team,,82-76,,
2:13.0,,,82-76,,R. Stuckey enters the game for C. Watson
2:13.0,,,82-76,,R. Hibbert enters the game for I. Mahinmi
2:13.0,T. Zeller misses free throw 2 of 2,,82-76,,
2:12.0,Offensive rebound by Team,,82-76,,
2:11.0,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner),2,84-76,,
