time,Miami,pts.away,score,pts.home,Charlotte
5:59.0,D. Wade makes free throw 2 of 2,1,8-10,,
5:37.0,,,8-10,,A. Jefferson misses 2-pt shot from 5 ft
5:35.0,,,8-10,,Offensive rebound by A. Jefferson
5:35.0,,,8-10,,A. Jefferson misses 2-pt shot from 6 ft
5:30.0,,,8-10,,Offensive rebound by A. Jefferson
5:23.0,,,8-10,,Shooting foul by D. Wade (drawn by P. Hairston)
5:23.0,,,8-11,1,P. Hairston makes free throw 1 of 2
5:23.0,,,8-11,,P. Hairston misses free throw 2 of 2
5:22.0,Defensive rebound by S. Williams,,8-11,,
5:10.0,,,8-11,,Shooting block foul by L. Stephenson (drawn by D. Wade)
5:10.0,D. Wade makes free throw 1 of 2,1,9-11,,
5:10.0,,,9-11,,C. Zeller enters the game for M. Williams
5:10.0,D. Wade misses free throw 2 of 2,,9-11,,
5:08.0,,,9-11,,Defensive rebound by L. Stephenson
4:52.0,,,9-11,,P. Hairston misses 3-pt shot from 25 ft
4:51.0,,,9-11,,Offensive rebound by C. Zeller
4:51.0,,,9-11,,Turnover by C. Zeller (step out of bounds)
4:37.0,N. Cole misses 3-pt shot from 23 ft,,9-11,,
4:35.0,,,9-11,,Defensive rebound by K. Walker
4:22.0,,,9-11,,C. Zeller misses 2-pt shot from 19 ft
4:19.0,,,9-11,,Offensive rebound by L. Stephenson
4:19.0,,,9-13,2,L. Stephenson makes 2-pt shot at rim
4:12.0,Miami full timeout,,9-13,,
4:12.0,M. Chalmers enters the game for D. Wade,,9-13,,
4:12.0,,,9-13,,G. Neal enters the game for L. Stephenson
4:12.0,,,9-13,,J. Maxiell enters the game for A. Jefferson
3:59.0,L. Deng makes 2-pt shot from 3 ft,2,11-13,,
3:40.0,,,11-13,,P. Hairston misses 3-pt shot from 23 ft
3:37.0,Defensive rebound by N. Cole,,11-13,,
3:28.0,L. Deng misses 2-pt shot from 5 ft (block by P. Hairston),,11-13,,
3:28.0,,,11-13,,Defensive rebound by Team
3:28.0,C. Bosh enters the game for S. Williams,,11-13,,
3:13.0,,,11-16,3,G. Neal makes 3-pt shot from 25 ft
2:58.0,C. Bosh misses 2-pt shot from 4 ft (block by C. Zeller),,11-16,,
2:56.0,,,11-16,,Defensive rebound by C. Zeller
2:53.0,,,11-18,2,K. Walker makes 2-pt shot from 1 ft (assist by C. Zeller)
2:38.0,Shooting foul by C. Zeller (drawn by C. Bosh),,11-18,,
2:38.0,C. Bosh makes free throw 1 of 2,1,12-18,,
2:38.0,J. Ennis enters the game for L. Deng,,12-18,,
2:38.0,C. Bosh makes free throw 2 of 2,1,13-18,,
2:17.0,,,13-20,2,C. Zeller makes 2-pt shot from 19 ft (assist by G. Neal)
2:01.0,J. Ennis misses 2-pt shot from 2 ft (block by P. Hairston),,13-20,,
1:59.0,,,13-20,,Defensive rebound by G. Neal
1:55.0,,,13-20,,G. Neal misses 2-pt shot from 17 ft
1:53.0,Defensive rebound by M. Chalmers,,13-20,,
1:34.0,Turnover by C. Bosh (lost ball; steal by K. Walker),,13-20,,
1:29.0,,,13-22,2,K. Walker makes 2-pt shot from 1 ft (assist by P. Hairston)
1:14.0,N. Cole misses 2-pt shot from 5 ft,,13-22,,
1:12.0,Offensive rebound by J. Hamilton,,13-22,,
1:12.0,J. Hamilton makes 2-pt shot at rim,2,15-22,,
0:56.0,,,15-24,2,C. Zeller makes 2-pt shot from 5 ft (assist by K. Walker)
0:34.0,J. Ennis misses 3-pt shot from 26 ft,,15-24,,
0:32.0,,,15-24,,Defensive rebound by C. Zeller
0:15.0,,,15-24,,C. Zeller misses 2-pt shot from 1 ft
0:14.0,Defensive rebound by C. Bosh,,15-24,,
0:01.0,J. Hamilton makes 2-pt shot from 2 ft (assist by M. Chalmers),2,17-24,,
0:00.0,,,17-24,,P. Hairston misses 3-pt shot from 53 ft
0:00.0,,,17-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by M. Chalmers (lost ball),,17-24,,
11:30.0,Personal foul by M. Chalmers (drawn by J. Maxiell),,17-24,,
11:15.0,,,17-24,,J. Maxiell misses 2-pt shot from 2 ft
11:14.0,,,17-24,,Offensive rebound by C. Zeller
11:14.0,,,17-26,2,C. Zeller makes 2-pt shot at rim
11:00.0,M. Chalmers misses 2-pt shot from 1 ft,,17-26,,
10:58.0,,,17-26,,Defensive rebound by L. Stephenson
10:49.0,Personal foul by C. Bosh (drawn by C. Zeller),,17-26,,
10:34.0,,,17-26,,J. Maxiell misses 2-pt shot from 18 ft
10:33.0,Defensive rebound by J. Ennis,,17-26,,
10:24.0,,,17-26,,M. Williams enters the game for C. Zeller
10:08.0,C. Bosh makes 2-pt shot from 15 ft (assist by J. Ennis),2,19-26,,
10:00.0,Personal foul by M. Chalmers (drawn by G. Neal),,19-26,,
9:51.0,,,19-26,,L. Stephenson misses 2-pt shot from 17 ft
9:50.0,Defensive rebound by S. Napier,,19-26,,
9:38.0,S. Napier misses 3-pt shot from 25 ft,,19-26,,
9:36.0,Offensive rebound by C. Bosh,,19-26,,
9:21.0,M. Chalmers makes 2-pt shot from 2 ft (assist by C. Bosh),2,21-26,,
9:02.0,,,21-26,,Shooting foul by J. Ennis (drawn by L. Stephenson)
9:02.0,,,21-27,1,L. Stephenson makes free throw 1 of 2
9:02.0,,,21-27,,L. Stephenson misses free throw 2 of 2
9:01.0,Defensive rebound by J. Ennis,,21-27,,
8:51.0,S. Napier makes 2-pt shot from 1 ft,2,23-27,,
8:37.0,,,23-27,,Offensive foul by G. Neal
8:37.0,,,23-27,,Turnover by G. Neal (offensive foul)
8:37.0,Official timeout,,23-27,,
8:37.0,D. Wade enters the game for J. Ennis,,23-27,,
8:24.0,C. Bosh misses 3-pt shot from 26 ft,,23-27,,
8:23.0,,,23-27,,Defensive rebound by J. Maxiell
8:06.0,,,23-29,2,M. Williams makes 2-pt shot from 1 ft (assist by L. Stephenson)
7:52.0,M. Chalmers makes 2-pt shot from 1 ft (assist by D. Wade),2,25-29,,
7:31.0,,,25-29,,L. Stephenson misses 2-pt shot from 10 ft
7:29.0,Defensive rebound by D. Wade,,25-29,,
7:23.0,D. Wade misses 2-pt shot from 1 ft (block by J. Maxiell),,25-29,,
7:20.0,,,25-29,,Defensive rebound by L. Stephenson
7:11.0,,,25-29,,Turnover by M. Williams (bad pass; steal by M. Chalmers)
7:08.0,J. McRoberts makes 2-pt shot at rim (assist by D. Wade),2,27-29,,
6:45.0,,,27-29,,M. Williams misses 3-pt shot from 26 ft
6:44.0,Defensive rebound by C. Bosh,,27-29,,
6:27.0,Shooting foul by J. Maxiell (drawn by C. Bosh),,27-29,,
6:27.0,C. Bosh makes free throw 1 of 2,1,28-29,,
6:27.0,S. Williams enters the game for J. McRoberts,,28-29,,
6:27.0,,,28-29,,A. Jefferson enters the game for J. Maxiell
6:27.0,,,28-29,,G. Henderson enters the game for G. Neal
6:27.0,C. Bosh makes free throw 2 of 2,1,29-29,,
6:14.0,,,29-29,,Turnover by L. Stephenson (bad pass; steal by S. Napier)
6:08.0,D. Wade makes 2-pt shot from 1 ft (assist by S. Napier),2,31-29,,
5:53.0,,,31-31,2,A. Jefferson makes 2-pt shot from 4 ft
5:42.0,Turnover by D. Wade (lost ball; steal by G. Henderson),,31-31,,
5:41.0,Violation by S. Williams (def goaltending),,31-31,,
5:41.0,,,31-33,2,M. Williams makes 2-pt shot from 1 ft (assist by G. Henderson)
5:41.0,Miami full timeout,,31-33,,
5:41.0,J. Hamilton enters the game for C. Bosh,,31-33,,
5:19.0,S. Williams makes 3-pt shot from 24 ft (assist by D. Wade),3,34-33,,
5:03.0,,,34-35,2,A. Jefferson makes 2-pt shot from 17 ft (assist by M. Williams)
4:42.0,Shooting foul by B. Roberts (drawn by S. Napier),,34-35,,
4:42.0,S. Napier misses free throw 1 of 2,,34-35,,
4:42.0,Offensive rebound by Team,,34-35,,
4:42.0,,,34-35,,K. Walker enters the game for B. Roberts
4:42.0,S. Napier makes free throw 2 of 2,1,35-35,,
4:28.0,,,35-37,2,A. Jefferson makes 2-pt shot from 17 ft (assist by K. Walker)
4:03.0,M. Chalmers misses 3-pt shot from 28 ft,,35-37,,
4:01.0,,,35-37,,Defensive rebound by A. Jefferson
3:49.0,,,35-40,3,K. Walker makes 3-pt shot from 26 ft (assist by L. Stephenson)
3:36.0,,,35-40,,Personal foul by L. Stephenson (drawn by D. Wade)
3:36.0,L. Deng enters the game for M. Chalmers,,35-40,,
3:36.0,,,35-40,,C. Zeller enters the game for M. Williams
3:36.0,,,35-40,,G. Neal enters the game for L. Stephenson
3:33.0,L. Deng makes 2-pt shot from 2 ft (assist by S. Williams),2,37-40,,
3:33.0,Shooting foul by G. Neal (drawn by L. Deng),,37-40,,
3:33.0,L. Deng misses free throw 1 of 1,,37-40,,
3:31.0,,,37-40,,Defensive rebound by G. Henderson
3:13.0,,,37-40,,A. Jefferson misses 2-pt shot from 5 ft
3:12.0,,,37-40,,Offensive rebound by C. Zeller
3:12.0,,,37-42,2,C. Zeller makes 2-pt shot from 1 ft
3:00.0,Shooting foul by K. Walker (drawn by D. Wade),,37-42,,
3:00.0,D. Wade makes free throw 1 of 2,1,38-42,,
3:00.0,D. Wade makes free throw 2 of 2,1,39-42,,
2:38.0,,,39-42,,G. Neal misses 2-pt shot from 3 ft (block by S. Williams)
2:33.0,,,39-42,,Offensive rebound by G. Neal
2:30.0,,,39-42,,G. Neal misses 2-pt shot from 19 ft
2:22.0,Defensive rebound by S. Williams,,39-42,,
2:22.0,S. Williams makes 3-pt shot from 23 ft (assist by J. Hamilton),3,42-42,,
1:57.0,,,42-42,,Turnover by Team (shot clock)
1:57.0,,,42-42,,Charlotte full timeout
1:57.0,,,42-42,,P. Hairston enters the game for G. Neal
1:57.0,C. Bosh enters the game for J. Hamilton,,42-42,,
1:50.0,,,42-42,,Personal foul by C. Zeller (drawn by L. Deng)
1:50.0,L. Deng makes free throw 1 of 2,1,43-42,,
1:50.0,L. Deng makes free throw 2 of 2,1,44-42,,
1:29.0,,,44-44,2,K. Walker makes 2-pt shot from 12 ft
1:09.0,D. Wade misses 2-pt shot from 17 ft,,44-44,,
1:08.0,,,44-44,,Defensive rebound by C. Zeller
0:54.0,,,44-46,2,G. Henderson makes 2-pt shot from 6 ft (assist by K. Walker)
0:43.0,L. Deng misses 3-pt shot from 25 ft,,44-46,,
0:42.0,,,44-46,,Defensive rebound by C. Zeller
0:31.0,,,44-46,,P. Hairston misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by C. Bosh,,44-46,,
0:09.0,C. Bosh misses 3-pt shot from 25 ft,,44-46,,
0:06.0,,,44-46,,Defensive rebound by K. Walker
0:02.0,,,44-46,,Offensive charge foul by K. Walker
0:02.0,,,44-46,,Turnover by K. Walker (offensive foul)
0:02.0,Miami full timeout,,44-46,,
0:02.0,J. McRoberts enters the game for S. Williams,,44-46,,
0:02.0,,,44-46,,J. Maxiell enters the game for A. Jefferson
0:00.0,D. Wade misses 3-pt shot from 23 ft,,44-46,,
0:00.0,Offensive rebound by Team,,44-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,N. Cole misses 3-pt shot from 25 ft,,44-46,,
11:36.0,,,44-46,,Defensive rebound by M. Williams
11:26.0,,,44-46,,A. Jefferson misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by C. Bosh,,44-46,,
11:13.0,D. Wade makes 2-pt shot from 11 ft,2,46-46,,
11:00.0,,,46-46,,M. Williams misses 2-pt shot from 20 ft
11:00.0,,,46-46,,Offensive rebound by A. Jefferson
11:00.0,,,46-46,,Shooting foul by S. Williams (drawn by A. Jefferson)
11:00.0,,,46-47,1,A. Jefferson makes free throw 1 of 2
11:00.0,,,46-47,,A. Jefferson misses free throw 2 of 2
10:58.0,Defensive rebound by C. Bosh,,46-47,,
10:42.0,C. Bosh misses 2-pt shot from 16 ft,,46-47,,
10:41.0,,,46-47,,Defensive rebound by G. Henderson
10:21.0,,,46-47,,A. Jefferson misses 2-pt shot from 2 ft
10:17.0,,,46-47,,Offensive rebound by A. Jefferson
10:17.0,,,46-49,2,A. Jefferson makes 2-pt shot from 1 ft
10:03.0,C. Bosh makes 3-pt shot from 25 ft (assist by D. Wade),3,49-49,,
9:53.0,Personal foul by N. Cole (drawn by K. Walker),,49-49,,
9:45.0,,,49-49,,A. Jefferson misses 2-pt shot from 9 ft
9:44.0,Defensive rebound by C. Bosh,,49-49,,
9:35.0,D. Wade misses 3-pt shot from 26 ft,,49-49,,
9:34.0,,,49-49,,Defensive rebound by A. Jefferson
9:23.0,Personal foul by L. Deng (drawn by G. Henderson),,49-49,,
9:16.0,,,49-51,2,A. Jefferson makes 2-pt shot from 2 ft (assist by K. Walker)
9:16.0,,,49-51,,Shooting foul by S. Williams (drawn by A. Jefferson)
9:16.0,,,49-52,1,A. Jefferson makes free throw 1 of 1
9:04.0,C. Bosh makes 2-pt shot from 16 ft (assist by D. Wade),2,51-52,,
8:53.0,,,51-52,,L. Stephenson misses 2-pt shot from 1 ft
8:50.0,,,51-52,,Offensive rebound by Team
8:47.0,,,51-52,,G. Henderson misses 2-pt shot from 18 ft
8:46.0,Defensive rebound by C. Bosh,,51-52,,
8:36.0,C. Bosh makes 2-pt shot at rim (assist by D. Wade),2,53-52,,
8:19.0,,,53-54,2,A. Jefferson makes 2-pt shot from 5 ft
8:00.0,L. Deng misses 2-pt shot from 18 ft,,53-54,,
7:59.0,,,53-54,,Defensive rebound by L. Stephenson
7:50.0,,,53-54,,L. Stephenson misses 2-pt shot from 1 ft (block by S. Williams)
7:48.0,Defensive rebound by C. Bosh,,53-54,,
7:44.0,N. Cole makes 2-pt shot from 1 ft,2,55-54,,
7:24.0,,,55-54,,Turnover by M. Williams (bad pass)
7:24.0,J. Hamilton enters the game for L. Deng,,55-54,,
7:24.0,M. Chalmers enters the game for C. Bosh,,55-54,,
7:04.0,J. Hamilton misses 3-pt shot from 25 ft,,55-54,,
7:03.0,,,55-54,,Defensive rebound by L. Stephenson
6:56.0,,,55-56,2,L. Stephenson makes 2-pt shot from 1 ft
6:37.0,D. Wade makes 2-pt shot from 1 ft,2,57-56,,
6:12.0,,,57-56,,Shooting foul by J. Hamilton (drawn by A. Jefferson)
6:12.0,,,57-56,,A. Jefferson misses free throw 1 of 2
6:12.0,,,57-56,,Offensive rebound by Team
6:12.0,,,57-56,,P. Hairston enters the game for G. Henderson
6:12.0,,,57-56,,A. Jefferson misses free throw 2 of 2
6:11.0,Defensive rebound by N. Cole,,57-56,,
5:57.0,D. Wade misses 2-pt shot from 1 ft (block by L. Stephenson),,57-56,,
5:56.0,,,57-56,,Defensive rebound by A. Jefferson
5:56.0,,,57-56,,Shooting foul by N. Cole (drawn by K. Walker)
5:56.0,,,57-56,,Charlotte full timeout
5:56.0,,,57-57,1,K. Walker makes free throw 1 of 2
5:56.0,,,57-58,1,K. Walker makes free throw 2 of 2
5:47.0,,,57-58,,Personal foul by P. Hairston (drawn by M. Chalmers)
5:31.0,D. Wade misses 2-pt shot from 22 ft,,57-58,,
5:30.0,,,57-58,,Defensive rebound by L. Stephenson
5:16.0,,,57-60,2,A. Jefferson makes 2-pt shot from 15 ft (assist by P. Hairston)
5:01.0,Shooting foul by A. Jefferson (drawn by J. Hamilton),,57-60,,
5:01.0,J. Hamilton makes free throw 1 of 2,1,58-60,,
5:01.0,,,58-60,,C. Zeller enters the game for M. Williams
5:01.0,J. Hamilton makes free throw 2 of 2,1,59-60,,
4:47.0,,,59-60,,P. Hairston misses 3-pt shot from 26 ft
4:46.0,Defensive rebound by S. Williams,,59-60,,
4:32.0,S. Williams misses 2-pt shot from 19 ft,,59-60,,
4:31.0,,,59-60,,Defensive rebound by K. Walker
4:16.0,,,59-60,,P. Hairston misses 2-pt shot from 4 ft
4:15.0,,,59-60,,Offensive rebound by A. Jefferson
4:15.0,,,59-62,2,A. Jefferson makes 2-pt shot at rim
4:08.0,Miami full timeout,,59-62,,
4:08.0,L. Deng enters the game for S. Williams,,59-62,,
4:08.0,C. Bosh enters the game for D. Wade,,59-62,,
3:49.0,M. Chalmers misses 3-pt shot from 24 ft,,59-62,,
3:47.0,Offensive rebound by L. Deng,,59-62,,
3:36.0,M. Chalmers misses 2-pt shot from 6 ft (block by A. Jefferson),,59-62,,
3:36.0,Offensive rebound by Team,,59-62,,
3:36.0,,,59-62,,J. Maxiell enters the game for A. Jefferson
3:34.0,Shooting foul by K. Walker (drawn by M. Chalmers),,59-62,,
3:34.0,M. Chalmers makes free throw 1 of 2,1,60-62,,
3:34.0,M. Chalmers misses free throw 2 of 2,,60-62,,
3:32.0,,,60-62,,Defensive rebound by Team
3:17.0,,,60-62,,J. Maxiell misses 2-pt shot from 10 ft
3:14.0,,,60-62,,Offensive rebound by L. Stephenson
3:14.0,,,60-62,,Charlotte full timeout
3:09.0,,,60-62,,Shooting foul by J. Hamilton (drawn by C. Zeller)
3:09.0,,,60-63,1,C. Zeller makes free throw 1 of 2
3:09.0,,,60-64,1,C. Zeller makes free throw 2 of 2
2:56.0,L. Deng misses 3-pt shot from 25 ft,,60-64,,
2:55.0,,,60-64,,Defensive rebound by L. Stephenson
2:34.0,,,60-67,3,P. Hairston makes 3-pt shot from 25 ft (assist by L. Stephenson)
2:04.0,L. Deng misses 2-pt shot from 1 ft (block by P. Hairston),,60-67,,
2:03.0,,,60-67,,Defensive rebound by K. Walker
1:59.0,,,60-67,,P. Hairston misses 3-pt shot from 25 ft
1:59.0,,,60-67,,Offensive rebound by Team
1:59.0,Loose ball foul by J. Hamilton (drawn by C. Zeller),,60-67,,
1:59.0,,,60-67,,C. Zeller misses free throw 1 of 2
1:59.0,,,60-67,,Offensive rebound by Team
1:59.0,S. Napier enters the game for N. Cole,,60-67,,
1:59.0,,,60-67,,B. Roberts enters the game for L. Stephenson
1:59.0,,,60-67,,G. Neal enters the game for K. Walker
1:59.0,,,60-68,1,C. Zeller makes free throw 2 of 2
1:47.0,Shooting foul by C. Zeller (drawn by C. Bosh),,60-68,,
1:47.0,C. Bosh makes free throw 1 of 2,1,61-68,,
1:47.0,C. Bosh makes free throw 2 of 2,1,62-68,,
1:31.0,,,62-68,,Shooting foul by S. Napier (drawn by B. Roberts)
1:31.0,,,62-69,1,B. Roberts makes free throw 1 of 2
1:31.0,,,62-70,1,B. Roberts makes free throw 2 of 2
1:18.0,C. Bosh misses 2-pt shot from 7 ft,,62-70,,
1:17.0,,,62-70,,Defensive rebound by P. Hairston
1:08.0,,,62-70,,Turnover by C. Zeller (bad pass; steal by L. Deng)
1:00.0,Offensive charge foul by M. Chalmers,,62-70,,
1:00.0,Turnover by M. Chalmers (offensive foul),,62-70,,
0:46.0,,,62-72,2,J. Maxiell makes 2-pt shot from 10 ft (assist by B. Roberts)
0:26.0,S. Napier misses 2-pt shot from 2 ft,,62-72,,
0:24.0,,,62-72,,Defensive rebound by C. Zeller
0:02.0,,,62-72,,B. Roberts misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by S. Napier,,62-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,62-72,,G. Neal misses 2-pt shot from 18 ft
11:47.0,Defensive rebound by J. McRoberts,,62-72,,
11:29.0,L. Deng makes 2-pt shot from 1 ft (assist by J. McRoberts),2,64-72,,
11:18.0,,,64-75,3,P. Hairston makes 3-pt shot from 26 ft (assist by G. Neal)
11:08.0,,,64-75,,Personal foul by G. Neal (drawn by M. Chalmers)
10:54.0,Turnover by J. McRoberts (bad pass; steal by J. Maxiell),,64-75,,
10:38.0,Personal foul by J. McRoberts (drawn by G. Neal),,64-75,,
10:26.0,,,64-77,2,J. Maxiell makes 2-pt shot from 2 ft (assist by B. Roberts)
10:21.0,Miami full timeout,,64-77,,
10:16.0,,,64-77,,Personal foul by J. Maxiell (drawn by M. Chalmers)
10:06.0,C. Bosh misses 2-pt shot from 18 ft,,64-77,,
10:03.0,,,64-77,,Defensive rebound by P. Hairston
9:51.0,,,64-77,,Shooting foul by M. Chalmers (drawn by C. Zeller)
9:51.0,,,64-78,1,C. Zeller makes free throw 1 of 2
9:51.0,,,64-78,,L. Stephenson enters the game for P. Hairston
9:51.0,D. Wade enters the game for J. McRoberts,,64-78,,
9:51.0,,,64-79,1,C. Zeller makes free throw 2 of 2
9:30.0,S. Napier misses 3-pt shot from 25 ft,,64-79,,
9:30.0,Offensive rebound by D. Wade,,64-79,,
9:30.0,,,64-79,,Personal foul by C. Zeller (drawn by D. Wade)
9:22.0,M. Chalmers misses 2-pt shot from 3 ft,,64-79,,
9:22.0,Offensive rebound by C. Bosh,,64-79,,
9:22.0,Shooting foul by C. Zeller (drawn by C. Bosh),,64-79,,
9:22.0,C. Bosh makes free throw 1 of 2,1,65-79,,
9:22.0,,,65-79,,A. Jefferson enters the game for J. Maxiell
9:22.0,,,65-79,,M. Williams enters the game for C. Zeller
9:22.0,C. Bosh makes free throw 2 of 2,1,66-79,,
9:12.0,,,66-79,,Shooting foul by S. Napier (drawn by B. Roberts)
9:12.0,,,66-80,1,B. Roberts makes free throw 1 of 2
9:12.0,,,66-81,1,B. Roberts makes free throw 2 of 2
8:57.0,D. Wade makes 2-pt shot at rim,2,68-81,,
8:35.0,,,68-81,,B. Roberts misses 3-pt shot from 26 ft
8:34.0,Defensive rebound by D. Wade,,68-81,,
8:34.0,,,68-81,,Personal foul by L. Stephenson (drawn by D. Wade)
8:34.0,D. Wade makes free throw 1 of 2,1,69-81,,
8:34.0,D. Wade makes free throw 2 of 2,1,70-81,,
8:24.0,,,70-81,,Turnover by L. Stephenson (offensive foul)
8:24.0,M. Chalmers misses flagrant free throw 1 of 2,,70-81,,
8:24.0,Offensive rebound by Team,,70-81,,
8:24.0,M. Chalmers makes flagrant free throw 2 of 2,1,71-81,,
8:14.0,C. Bosh misses 3-pt shot from 26 ft,,71-81,,
8:13.0,,,71-81,,Defensive rebound by L. Stephenson
7:50.0,,,71-81,,A. Jefferson misses 2-pt shot from 9 ft
7:46.0,Defensive rebound by L. Deng,,71-81,,
7:39.0,S. Napier misses 2-pt shot at rim,,71-81,,
7:39.0,Offensive rebound by Team,,71-81,,
7:31.0,,,71-81,,K. Walker enters the game for B. Roberts
7:24.0,Offensive foul by D. Wade,,71-81,,
7:24.0,Turnover by D. Wade (offensive foul),,71-81,,
7:15.0,,,71-81,,Turnover by G. Neal (bad pass; steal by D. Wade)
7:09.0,D. Wade makes 2-pt shot from 1 ft,2,73-81,,
6:56.0,,,73-81,,L. Stephenson misses 2-pt shot from 1 ft (block by D. Wade)
6:56.0,,,73-81,,Offensive rebound by Team
6:56.0,S. Williams enters the game for L. Deng,,73-81,,
6:56.0,Personal block foul by D. Wade (drawn by G. Neal),,73-81,,
6:47.0,,,73-83,2,A. Jefferson makes 2-pt shot from 8 ft (assist by K. Walker)
6:30.0,C. Bosh misses 2-pt shot from 5 ft,,73-83,,
6:30.0,,,73-83,,Defensive rebound by Team
6:16.0,,,73-85,2,A. Jefferson makes 2-pt shot from 11 ft (assist by K. Walker)
6:15.0,Miami full timeout,,73-85,,
5:57.0,D. Wade makes 2-pt shot from 4 ft,2,75-85,,
5:37.0,,,75-85,,A. Jefferson misses 2-pt shot from 14 ft
5:37.0,,,75-85,,Offensive rebound by Team
5:37.0,Loose ball foul by S. Napier (drawn by L. Stephenson),,75-85,,
5:37.0,,,75-85,,L. Stephenson misses free throw 1 of 2
5:37.0,,,75-85,,Offensive rebound by Team
5:37.0,,,75-86,1,L. Stephenson makes free throw 2 of 2
5:18.0,D. Wade makes 2-pt shot from 14 ft,2,77-86,,
4:57.0,,,77-86,,Offensive foul by M. Williams
4:57.0,,,77-86,,Turnover by M. Williams (offensive foul)
4:39.0,S. Napier misses 2-pt shot from 1 ft,,77-86,,
4:38.0,Offensive rebound by D. Wade,,77-86,,
4:33.0,S. Williams misses 3-pt shot from 25 ft,,77-86,,
4:32.0,,,77-86,,Defensive rebound by A. Jefferson
4:17.0,,,77-86,,G. Neal misses 3-pt shot from 23 ft
4:15.0,,,77-86,,Offensive rebound by L. Stephenson
4:15.0,,,77-88,2,L. Stephenson makes 2-pt shot from 1 ft
4:15.0,Miami full timeout,,77-88,,
4:15.0,L. Deng enters the game for D. Wade,,77-88,,
4:04.0,C. Bosh makes 2-pt shot from 11 ft (assist by S. Napier),2,79-88,,
