time,San Antonio,pts.away,score,pts.home,Minnesota
9:55.0,,,32-20,,Turnover by M. Raduljica (offensive foul)
9:55.0,,,32-20,,T. Young enters the game for A. Bennett
9:45.0,,,32-20,,Personal foul by Z. LaVine (drawn by T. Parker)
9:32.0,T. Splitter misses 2-pt shot from 6 ft,,32-20,,
9:31.0,,,32-20,,Defensive rebound by M. Williams
9:20.0,,,32-23,3,Z. LaVine makes 3-pt shot from 26 ft (assist by M. Williams)
9:04.0,T. Parker makes 2-pt shot from 2 ft (assist by D. Green),2,34-23,,
8:47.0,,,34-25,2,Z. LaVine makes 2-pt shot from 21 ft
8:47.0,,,34-25,,Shooting foul by T. Parker (drawn by Z. LaVine)
8:47.0,,,34-25,,Minnesota full timeout
8:47.0,B. Diaw enters the game for M. Bonner,,34-25,,
8:47.0,,,34-26,1,Z. LaVine makes free throw 1 of 1
8:32.0,T. Splitter misses 2-pt shot from 6 ft,,34-26,,
8:31.0,,,34-26,,Defensive rebound by M. Raduljica
8:24.0,,,34-26,,Shooting foul by T. Splitter (drawn by M. Raduljica)
8:24.0,,,34-27,1,M. Raduljica makes free throw 1 of 2
8:24.0,T. Duncan enters the game for T. Splitter,,34-27,,
8:24.0,,,34-28,1,M. Raduljica makes free throw 2 of 2
8:10.0,Turnover by T. Parker (bad pass; steal by M. Williams),,34-28,,
8:06.0,,,34-30,2,Z. LaVine makes 2-pt shot at rim (assist by M. Williams)
8:05.0,San Antonio full timeout,,34-30,,
8:05.0,A. Daye enters the game for C. Joseph,,34-30,,
7:45.0,A. Daye makes 2-pt shot from 19 ft,2,36-30,,
7:33.0,,,36-30,,Z. LaVine misses 2-pt shot from 18 ft
7:32.0,Defensive rebound by D. Green,,36-30,,
7:23.0,T. Duncan makes 2-pt shot from 4 ft (assist by A. Daye),2,38-30,,
7:06.0,,,38-30,,M. Williams misses 2-pt shot from 6 ft
7:05.0,Defensive rebound by A. Daye,,38-30,,
6:52.0,A. Daye makes 2-pt shot at rim,2,40-30,,
6:50.0,Violation by Team (delay of game),,40-30,,
6:37.0,,,40-30,,T. Young misses 2-pt shot from 19 ft
6:35.0,Defensive rebound by A. Daye,,40-30,,
6:14.0,A. Daye makes 3-pt shot from 24 ft (assist by B. Diaw),3,43-30,,
6:14.0,,,43-30,,Minnesota full timeout
6:14.0,,,43-30,,G. Dieng enters the game for M. Raduljica
6:14.0,,,43-30,,A. Wiggins enters the game for R. Hummel
6:00.0,,,43-30,,Turnover by Z. LaVine (step out of bounds)
5:40.0,T. Parker makes 2-pt shot from 11 ft,2,45-30,,
5:15.0,,,45-30,,Z. LaVine misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by A. Daye,,45-30,,
5:05.0,B. Diaw makes 2-pt shot from 20 ft (assist by D. Green),2,47-30,,
5:04.0,,,47-30,,Minnesota full timeout
5:04.0,,,47-30,,C. Budinger enters the game for Z. LaVine
5:04.0,P. Mills enters the game for T. Parker,,47-30,,
5:04.0,C. Joseph enters the game for D. Green,,47-30,,
4:54.0,,,47-30,,T. Young misses 2-pt shot from 2 ft
4:53.0,,,47-30,,Offensive rebound by G. Dieng
4:51.0,,,47-32,2,G. Dieng makes 2-pt shot from 2 ft
4:35.0,A. Daye misses 3-pt shot from 24 ft,,47-32,,
4:34.0,,,47-32,,Defensive rebound by G. Dieng
4:19.0,,,47-32,,A. Wiggins misses 2-pt shot from 14 ft
4:18.0,Defensive rebound by T. Duncan,,47-32,,
4:02.0,Shooting foul by G. Dieng (drawn by T. Duncan),,47-32,,
4:02.0,T. Duncan makes free throw 1 of 2,1,48-32,,
4:02.0,T. Duncan misses free throw 2 of 2,,48-32,,
4:02.0,,,48-32,,Defensive rebound by T. Young
3:47.0,,,48-32,,Turnover by A. Wiggins (lost ball; steal by C. Joseph)
3:41.0,P. Mills makes 2-pt shot at rim (assist by C. Joseph),2,50-32,,
3:25.0,,,50-32,,C. Budinger misses 2-pt shot from 13 ft
3:24.0,Defensive rebound by B. Diaw,,50-32,,
3:15.0,C. Joseph misses 2-pt shot at rim (block by G. Dieng),,50-32,,
3:14.0,,,50-32,,Defensive rebound by G. Dieng
3:09.0,,,50-32,,Shooting foul by B. Diaw (drawn by A. Wiggins)
3:09.0,,,50-33,1,A. Wiggins makes free throw 1 of 2
3:09.0,T. Splitter enters the game for T. Duncan,,50-33,,
3:09.0,,,50-33,,T. Daniels enters the game for C. Budinger
3:09.0,,,50-34,1,A. Wiggins makes free throw 2 of 2
3:00.0,P. Mills makes 2-pt shot from 19 ft (assist by C. Joseph),2,52-34,,
2:44.0,,,52-34,,Turnover by M. Williams (bad pass; steal by C. Joseph)
2:40.0,,,52-34,,Violation by T. Young (def goaltending)
2:40.0,P. Mills makes 2-pt shot from 1 ft,2,54-34,,
2:22.0,,,54-36,2,T. Young makes 2-pt shot from 3 ft (assist by T. Daniels)
2:10.0,B. Diaw misses 3-pt shot from 24 ft,,54-36,,
2:09.0,,,54-36,,Defensive rebound by M. Williams
1:56.0,,,54-38,2,G. Dieng makes 2-pt shot at rim (assist by M. Williams)
1:42.0,C. Joseph makes 2-pt shot from 1 ft,2,56-38,,
1:19.0,,,56-38,,Shooting foul by P. Mills (drawn by M. Williams)
1:19.0,,,56-39,1,M. Williams makes free throw 1 of 3
1:19.0,,,56-40,1,M. Williams makes free throw 2 of 3
1:19.0,D. Green enters the game for A. Daye,,56-40,,
1:19.0,,,56-41,1,M. Williams makes free throw 3 of 3
1:10.0,B. Diaw misses 2-pt shot from 7 ft,,56-41,,
1:09.0,,,56-41,,Defensive rebound by T. Young
1:06.0,Personal block foul by P. Mills (drawn by M. Williams),,56-41,,
1:06.0,,,56-42,1,M. Williams makes free throw 1 of 2
1:06.0,A. Daye enters the game for P. Mills,,56-42,,
1:06.0,,,56-43,1,M. Williams makes free throw 2 of 2
0:49.0,T. Splitter misses 2-pt shot from 1 ft (block by G. Dieng),,56-43,,
0:47.0,Offensive rebound by T. Splitter,,56-43,,
0:45.0,T. Splitter misses 2-pt shot from 1 ft (block by G. Dieng),,56-43,,
0:43.0,,,56-43,,Defensive rebound by T. Young
0:40.0,,,56-43,,M. Williams misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by D. Green,,56-43,,
0:28.0,C. Joseph makes 2-pt shot from 13 ft,2,58-43,,
0:11.0,,,58-43,,Minnesota full timeout
0:06.0,,,58-43,,M. Williams misses 2-pt shot from 20 ft
0:05.0,Jump ball: T. Splitter vs. A. Wiggins (T. Daniels gains possession),,,,Jump ball: T. Splitter vs. A. Wiggins (T. Daniels gains possession)
0:05.0,,,58-43,,Offensive rebound by Team
0:02.0,,,58-43,,T. Daniels misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by A. Daye,,58-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,58-45,2,A. Wiggins makes 2-pt shot at rim
11:21.0,,,58-45,,Personal foul by T. Young (drawn by T. Parker)
11:11.0,D. Green misses 2-pt shot from 17 ft,,58-45,,
11:09.0,,,58-45,,Defensive rebound by A. Wiggins
10:47.0,,,58-45,,T. Young misses 2-pt shot from 2 ft
10:46.0,Defensive rebound by T. Duncan,,58-45,,
10:33.0,,,58-45,,Personal foul by T. Young (drawn by B. Diaw)
10:25.0,B. Diaw makes 3-pt shot from 24 ft (assist by T. Parker),3,61-45,,
10:08.0,,,61-47,2,T. Young makes 2-pt shot from 5 ft
9:53.0,A. Daye makes 3-pt shot from 23 ft (assist by B. Diaw),3,64-47,,
9:40.0,,,64-47,,T. Young misses 2-pt shot at rim
9:39.0,,,64-47,,Offensive rebound by G. Dieng
9:38.0,,,64-49,2,G. Dieng makes 2-pt shot from 2 ft
9:23.0,A. Daye misses 3-pt shot from 24 ft,,64-49,,
9:22.0,,,64-49,,Defensive rebound by A. Wiggins
9:12.0,,,64-49,,M. Williams misses 2-pt shot from 16 ft
9:11.0,,,64-49,,Offensive rebound by G. Dieng
9:08.0,,,64-49,,G. Dieng misses 2-pt shot from 2 ft
9:06.0,Defensive rebound by A. Daye,,64-49,,
9:01.0,D. Green makes 3-pt shot from 25 ft,3,67-49,,
8:38.0,,,67-49,,Shooting foul by T. Duncan (drawn by A. Wiggins)
8:38.0,,,67-50,1,A. Wiggins makes free throw 1 of 2
8:38.0,,,67-51,1,A. Wiggins makes free throw 2 of 2
8:24.0,T. Duncan makes 2-pt shot from 1 ft (assist by D. Green),2,69-51,,
8:20.0,,,69-51,,Minnesota full timeout
8:06.0,,,69-53,2,G. Dieng makes 2-pt shot at rim (assist by A. Wiggins)
7:54.0,,,69-53,,Personal foul by M. Williams (drawn by T. Parker)
7:44.0,T. Duncan makes 2-pt shot from 4 ft (assist by B. Diaw),2,71-53,,
7:21.0,,,71-53,,A. Wiggins misses 2-pt shot from 18 ft
7:20.0,Defensive rebound by Team,,71-53,,
6:56.0,B. Diaw misses 2-pt shot from 18 ft,,71-53,,
6:55.0,,,71-53,,Defensive rebound by M. Williams
6:42.0,,,71-53,,Turnover by A. Wiggins (lost ball; steal by D. Green)
6:37.0,,,71-53,,Violation by T. Young (kicked ball)
6:37.0,,,71-53,,R. Hummel enters the game for C. Budinger
6:29.0,T. Parker misses 2-pt shot from 8 ft (block by G. Dieng),,71-53,,
6:27.0,Offensive rebound by A. Daye,,71-53,,
6:18.0,A. Daye misses 3-pt shot from 25 ft,,71-53,,
6:18.0,Offensive rebound by Team,,71-53,,
6:18.0,Turnover by Team (shot clock),,71-53,,
6:03.0,,,71-55,2,R. Hummel makes 2-pt shot from 20 ft (assist by M. Williams)
5:47.0,B. Diaw misses 2-pt shot from 1 ft,,71-55,,
5:46.0,Offensive rebound by B. Diaw,,71-55,,
5:44.0,B. Diaw misses 2-pt shot from 1 ft,,71-55,,
5:42.0,,,71-55,,Defensive rebound by T. Young
5:35.0,,,71-55,,R. Hummel misses 2-pt shot from 22 ft
5:34.0,Defensive rebound by Team,,71-55,,
5:34.0,,,71-55,,A. Bennett enters the game for T. Young
5:34.0,T. Splitter enters the game for A. Daye,,71-55,,
5:34.0,C. Joseph enters the game for T. Duncan,,71-55,,
5:15.0,B. Diaw makes 2-pt shot from 10 ft,2,73-55,,
5:02.0,,,73-58,3,M. Williams makes 3-pt shot from 25 ft
4:47.0,B. Diaw misses 3-pt shot from 23 ft,,73-58,,
4:46.0,,,73-58,,Defensive rebound by G. Dieng
4:38.0,,,73-58,,Turnover by M. Williams (lost ball; steal by C. Joseph)
4:35.0,,,73-58,,Personal foul by M. Williams (drawn by C. Joseph)
4:35.0,,,73-58,,Z. LaVine enters the game for A. Wiggins
4:25.0,T. Splitter makes 2-pt shot from 3 ft,2,75-58,,
4:05.0,,,75-58,,M. Williams misses 2-pt shot from 17 ft
4:04.0,,,75-58,,Offensive rebound by R. Hummel
4:04.0,,,75-60,2,R. Hummel makes 2-pt shot at rim
4:02.0,San Antonio full timeout,,75-60,,
4:02.0,M. Bonner enters the game for B. Diaw,,75-60,,
4:02.0,P. Mills enters the game for T. Parker,,75-60,,
3:43.0,D. Green misses 3-pt shot from 25 ft,,75-60,,
3:42.0,,,75-60,,Defensive rebound by A. Bennett
3:22.0,,,75-60,,Shooting foul by D. Green (drawn by G. Dieng)
3:22.0,,,75-61,1,G. Dieng makes free throw 1 of 2
3:22.0,,,75-62,1,G. Dieng makes free throw 2 of 2
3:01.0,M. Bonner misses 2-pt shot from 4 ft,,75-62,,
2:59.0,,,75-62,,Defensive rebound by G. Dieng
2:39.0,,,75-62,,A. Bennett misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by T. Splitter,,75-62,,
2:21.0,C. Joseph makes 2-pt shot from 1 ft,2,77-62,,
2:10.0,,,77-64,2,Z. LaVine makes 2-pt shot from 5 ft
1:56.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Bonner),3,80-64,,
1:33.0,,,80-64,,Z. LaVine misses 2-pt shot from 19 ft
1:32.0,Defensive rebound by D. Green,,80-64,,
1:26.0,Shooting foul by R. Hummel (drawn by T. Splitter),,80-64,,
1:26.0,T. Splitter makes free throw 1 of 2,1,81-64,,
1:26.0,A. Daye enters the game for D. Green,,81-64,,
1:26.0,,,81-64,,T. Daniels enters the game for M. Williams
1:26.0,T. Splitter makes free throw 2 of 2,1,82-64,,
1:10.0,,,82-64,,Turnover by R. Hummel (bad pass; steal by M. Bonner)
1:00.0,M. Bonner misses 3-pt shot from 26 ft,,82-64,,
0:59.0,Offensive rebound by P. Mills,,82-64,,
0:52.0,Offensive charge foul by T. Splitter,,82-64,,
0:52.0,Turnover by T. Splitter (offensive foul),,82-64,,
0:32.0,,,82-64,,G. Dieng misses 2-pt shot from 18 ft
0:30.0,Defensive rebound by A. Daye,,82-64,,
0:11.0,C. Joseph makes 2-pt shot at rim (assist by T. Splitter),2,84-64,,
0:01.0,,,84-64,,Z. LaVine misses 2-pt shot from 14 ft
0:00.0,,,84-64,,Offensive rebound by G. Dieng
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,P. Mills misses 2-pt shot from 11 ft,,84-64,,
11:43.0,,,84-64,,Defensive rebound by G. Dieng
11:37.0,,,84-64,,Shooting foul by A. Daye (drawn by Z. LaVine)
11:37.0,,,84-65,1,Z. LaVine makes free throw 1 of 2
11:37.0,T. Parker enters the game for C. Joseph,,84-65,,
11:37.0,,,84-66,1,Z. LaVine makes free throw 2 of 2
11:20.0,Shooting foul by T. Daniels (drawn by P. Mills),,84-66,,
11:20.0,P. Mills makes free throw 1 of 2,1,85-66,,
11:20.0,,,85-66,,A. Wiggins enters the game for G. Dieng
11:20.0,P. Mills misses free throw 2 of 2,,85-66,,
11:20.0,,,85-66,,Defensive rebound by A. Bennett
11:09.0,,,85-68,2,R. Hummel makes 2-pt shot from 19 ft (assist by Z. LaVine)
10:48.0,T. Parker misses 2-pt shot at rim,,85-68,,
10:46.0,Offensive rebound by T. Splitter,,85-68,,
10:44.0,T. Splitter misses 2-pt shot at rim,,85-68,,
10:43.0,,,85-68,,Defensive rebound by R. Hummel
10:37.0,,,85-68,,Turnover by Z. LaVine (bad pass; steal by T. Splitter)
10:34.0,Shooting foul by Z. LaVine (drawn by P. Mills),,85-68,,
10:34.0,P. Mills makes free throw 1 of 2,1,86-68,,
10:34.0,P. Mills makes free throw 2 of 2,1,87-68,,
10:17.0,,,87-68,,Turnover by Z. LaVine (step out of bounds)
10:17.0,B. Diaw enters the game for T. Splitter,,87-68,,
10:00.0,B. Diaw misses 2-pt shot from 19 ft,,87-68,,
9:59.0,,,87-68,,Defensive rebound by R. Hummel
9:53.0,,,87-71,3,T. Daniels makes 3-pt shot from 24 ft (assist by Z. LaVine)
9:42.0,,,87-71,,Personal foul by A. Bennett (drawn by B. Diaw)
9:32.0,Turnover by T. Parker (bad pass; steal by R. Hummel),,87-71,,
9:24.0,,,87-73,2,A. Bennett makes 2-pt shot at rim (assist by Z. LaVine)
8:57.0,P. Mills misses 2-pt shot from 20 ft,,87-73,,
8:56.0,,,87-73,,Defensive rebound by A. Bennett
8:47.0,,,87-73,,R. Hummel misses 2-pt shot from 4 ft
8:46.0,Defensive rebound by T. Parker,,87-73,,
8:42.0,Shooting foul by Z. LaVine (drawn by T. Parker),,87-73,,
8:42.0,San Antonio full timeout,,87-73,,
8:42.0,T. Parker makes free throw 1 of 2,1,88-73,,
8:42.0,T. Parker makes free throw 2 of 2,1,89-73,,
8:24.0,,,89-73,,A. Bennett misses 2-pt shot from 7 ft
8:23.0,Defensive rebound by B. Diaw,,89-73,,
8:16.0,Turnover by B. Diaw (traveling),,89-73,,
7:57.0,,,89-73,,Z. LaVine misses 3-pt shot from 23 ft
7:56.0,Defensive rebound by Team,,89-73,,
7:36.0,T. Parker misses 2-pt shot from 5 ft,,89-73,,
7:35.0,,,89-73,,Defensive rebound by Team
7:25.0,,,89-75,2,R. Hummel makes 2-pt shot from 1 ft (assist by T. Daniels)
7:25.0,,,89-75,,Shooting foul by T. Parker (drawn by R. Hummel)
7:25.0,C. Joseph enters the game for T. Parker,,89-75,,
7:25.0,,,89-76,1,R. Hummel makes free throw 1 of 1
7:07.0,A. Daye misses 3-pt shot from 24 ft,,89-76,,
7:05.0,Offensive rebound by M. Bonner,,89-76,,
6:53.0,A. Daye makes 2-pt shot from 7 ft (assist by P. Mills),2,91-76,,
6:27.0,,,91-76,,Shooting foul by A. Daye (drawn by A. Wiggins)
6:27.0,,,91-77,1,A. Wiggins makes free throw 1 of 2
6:27.0,D. Green enters the game for A. Daye,,91-77,,
6:27.0,,,91-78,1,A. Wiggins makes free throw 2 of 2
6:04.0,C. Joseph misses 2-pt shot from 4 ft,,91-78,,
6:02.0,,,91-78,,Defensive rebound by A. Bennett
5:43.0,,,91-78,,R. Hummel misses 3-pt shot from 23 ft
5:42.0,Defensive rebound by M. Bonner,,91-78,,
5:20.0,M. Bonner misses 2-pt shot from 21 ft,,91-78,,
5:18.0,,,91-78,,Defensive rebound by T. Daniels
5:10.0,,,91-78,,T. Daniels misses 3-pt shot from 24 ft
5:09.0,Defensive rebound by P. Mills,,91-78,,
5:05.0,San Antonio full timeout,,91-78,,
4:57.0,Offensive foul by M. Bonner,,91-78,,
4:57.0,Turnover by M. Bonner (offensive foul),,91-78,,
4:42.0,,,91-78,,Turnover by A. Wiggins (lost ball; steal by B. Diaw)
4:37.0,B. Diaw makes 2-pt shot from 2 ft,2,93-78,,
4:25.0,,,93-80,2,A. Wiggins makes 2-pt shot from 1 ft
4:09.0,Shooting foul by A. Wiggins (drawn by D. Green),,93-80,,
4:09.0,D. Green makes free throw 1 of 2,1,94-80,,
4:09.0,D. Green makes free throw 2 of 2,1,95-80,,
3:54.0,,,95-80,,Shooting foul by B. Diaw (drawn by A. Bennett)
3:54.0,,,95-81,1,A. Bennett makes free throw 1 of 2
3:54.0,,,95-81,,Minnesota full timeout
3:54.0,,,95-82,1,A. Bennett makes free throw 2 of 2
3:39.0,M. Bonner makes 3-pt shot from 26 ft (assist by P. Mills),3,98-82,,
3:21.0,,,98-84,2,A. Wiggins makes 2-pt shot from 1 ft
2:57.0,C. Joseph misses 2-pt shot at rim,,98-84,,
2:56.0,,,98-84,,Defensive rebound by T. Daniels
2:51.0,,,98-84,,Turnover by T. Daniels (bad pass; steal by P. Mills)
2:47.0,P. Mills makes 2-pt shot from 1 ft,2,100-84,,
2:29.0,Personal foul by M. Bonner (drawn by A. Wiggins),,100-84,,
2:29.0,,,100-85,1,A. Wiggins makes free throw 1 of 2
2:29.0,K. Anderson enters the game for M. Bonner,,100-85,,
2:29.0,A. Daye enters the game for D. Green,,100-85,,
2:29.0,,,100-85,,G. Robinson enters the game for T. Daniels
2:29.0,,,100-86,1,A. Wiggins makes free throw 2 of 2
2:09.0,Turnover by C. Joseph (lost ball; steal by Z. LaVine),,100-86,,
2:05.0,,,100-88,2,Z. LaVine makes 2-pt shot at rim
2:05.0,,,100-88,,Shooting foul by B. Diaw (drawn by Z. LaVine)
2:05.0,A. Baynes enters the game for B. Diaw,,100-88,,
2:05.0,San Antonio full timeout,,100-88,,
2:05.0,,,100-89,1,Z. LaVine makes free throw 1 of 1
1:59.0,Turnover by A. Daye (bad pass),,100-89,,
1:52.0,,,100-91,2,Z. LaVine makes 2-pt shot from 5 ft
1:51.0,Turnover by A. Baynes (bad pass; steal by G. Robinson),,100-91,,
1:47.0,,,100-91,,A. Bennett misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by K. Anderson,,100-91,,
1:25.0,P. Mills misses 3-pt shot from 25 ft,,100-91,,
