time,Golden State,pts.away,score,pts.home,Cleveland
4:28.0,,,94-80,,M. Dellavedova enters the game for J. Jones
4:28.0,,,94-81,1,J. Smith makes free throw 2 of 2
4:16.0,Offensive foul by K. Thompson,,94-81,,
4:16.0,Turnover by K. Thompson (offensive foul),,94-81,,
4:16.0,,,94-81,,Cleveland full timeout
4:16.0,H. Barnes enters the game for K. Thompson,,94-81,,
4:00.0,,,94-83,2,L. James makes 2-pt shot at rim
3:50.0,Shooting foul by J. Smith (drawn by A. Iguodala),,94-83,,
3:50.0,A. Iguodala misses free throw 1 of 2,,94-83,,
3:50.0,Offensive rebound by Team,,94-83,,
3:50.0,A. Iguodala misses free throw 2 of 2,,94-83,,
3:48.0,,,94-83,,Defensive rebound by I. Shumpert
3:40.0,,,94-83,,Turnover by J. Smith (traveling)
3:40.0,,,94-83,,Personal foul by M. Dellavedova (drawn by A. Iguodala)
3:40.0,L. Barbosa enters the game for A. Iguodala,,94-83,,
3:31.0,S. Curry misses 2-pt shot from 2 ft (block by I. Shumpert),,94-83,,
3:31.0,,,94-83,,Defensive rebound by Team
3:22.0,,,94-83,,Turnover by L. James (bad pass; steal by L. Barbosa)
3:16.0,L. Barbosa misses 2-pt shot from 1 ft (block by J. Smith),,94-83,,
3:13.0,,,94-83,,Defensive rebound by M. Dellavedova
3:09.0,,,94-83,,L. James misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by S. Curry,,94-83,,
2:51.0,Shooting foul by I. Shumpert (drawn by D. Green),,94-83,,
2:51.0,D. Green makes free throw 1 of 2,1,95-83,,
2:51.0,D. Green makes free throw 2 of 2,1,96-83,,
2:39.0,,,96-85,2,T. Thompson makes 2-pt shot from 6 ft (assist by L. James)
2:16.0,L. Barbosa misses 3-pt shot from 24 ft,,96-85,,
2:14.0,,,96-85,,Defensive rebound by L. James
2:08.0,,,96-85,,J. Smith misses 3-pt shot from 25 ft
2:06.0,,,96-85,,Offensive rebound by L. James
2:03.0,,,96-85,,L. James misses 3-pt shot from 23 ft
2:02.0,Defensive rebound by D. Green,,96-85,,
1:54.0,S. Curry makes 2-pt shot from 1 ft,2,98-85,,
1:50.0,,,98-85,,Cleveland full timeout
1:50.0,A. Iguodala enters the game for L. Barbosa,,98-85,,
1:45.0,,,98-85,,J. Smith misses 3-pt shot from 25 ft
1:44.0,,,98-85,,Offensive rebound by M. Dellavedova
1:41.0,,,98-85,,M. Dellavedova misses 2-pt shot from 2 ft
1:41.0,,,98-85,,Offensive rebound by Team
1:41.0,Loose ball foul by D. Green (drawn by M. Dellavedova),,98-85,,
1:41.0,,,98-85,,M. Dellavedova misses free throw 1 of 2
1:41.0,,,98-85,,Offensive rebound by Team
1:41.0,,,98-86,1,M. Dellavedova makes free throw 2 of 2
1:20.0,S. Curry misses 3-pt shot from 23 ft,,98-86,,
1:19.0,,,98-86,,Defensive rebound by J. Smith
1:14.0,,,98-89,3,J. Smith makes 3-pt shot from 25 ft
1:01.0,,,98-89,,Personal foul by I. Shumpert (drawn by S. Curry)
1:01.0,,,98-89,,J. Jones enters the game for I. Shumpert
1:01.0,S. Curry makes free throw 1 of 2,1,99-89,,
1:01.0,S. Curry makes free throw 2 of 2,1,100-89,,
0:55.0,,,100-92,3,J. Smith makes 3-pt shot from 26 ft
0:55.0,Golden State full timeout,,100-92,,
0:49.0,,,100-92,,Personal foul by T. Thompson (drawn by D. Green)
0:49.0,D. Green misses free throw 1 of 2,,100-92,,
0:49.0,Offensive rebound by Team,,100-92,,
0:49.0,D. Green misses free throw 2 of 2,,100-92,,
0:48.0,,,100-92,,Defensive rebound by T. Thompson
0:38.0,,,100-94,2,L. James makes 2-pt shot from 1 ft (assist by M. Dellavedova)
0:37.0,,,100-94,,Personal foul by M. Dellavedova (drawn by S. Curry)
0:37.0,S. Curry makes free throw 1 of 2,1,101-94,,
0:37.0,S. Curry misses free throw 2 of 2,,101-94,,
0:37.0,,,101-94,,Defensive rebound by L. James
0:37.0,,,101-94,,Cleveland full timeout
0:33.0,,,101-97,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
0:29.0,,,101-97,,Personal foul by M. Dellavedova (drawn by S. Curry)
0:29.0,S. Curry makes free throw 1 of 2,1,102-97,,
0:29.0,S. Curry makes free throw 2 of 2,1,103-97,,
0:22.0,,,103-97,,J. Smith misses 3-pt shot from 24 ft
0:21.0,Defensive rebound by A. Iguodala,,103-97,,
0:21.0,,,103-97,,Personal foul by T. Thompson (drawn by A. Iguodala)
0:21.0,A. Iguodala misses free throw 1 of 2,,103-97,,
0:21.0,Offensive rebound by Team,,103-97,,
0:21.0,A. Iguodala makes free throw 2 of 2,1,104-97,,
0:11.0,,,104-97,,L. James misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by A. Iguodala,,104-97,,
0:11.0,,,104-97,,Personal foul by M. Dellavedova (drawn by A. Iguodala)
0:11.0,,,104-97,,M. Miller enters the game for M. Dellavedova
0:11.0,,,104-97,,J. Harris enters the game for L. James
0:11.0,A. Iguodala misses free throw 1 of 2,,104-97,,
0:11.0,Offensive rebound by Team,,104-97,,
0:11.0,A. Iguodala makes free throw 2 of 2,1,105-97,,
0:04.0,,,105-97,,J. Smith misses 3-pt shot from 30 ft
0:02.0,Defensive rebound by S. Curry,,105-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
