time,Atlanta,pts.away,score,pts.home,Brooklyn
8:44.0,,,38-30,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by A. Anderson)
8:42.0,Atlanta full timeout,,38-30,,
8:42.0,J. Teague enters the game for D. Schroder,,38-30,,
8:42.0,P. Millsap enters the game for M. Scott,,38-30,,
8:26.0,P. Millsap makes 2-pt shot from 8 ft (assist by K. Korver),2,40-30,,
8:11.0,,,40-32,2,B. Lopez makes 2-pt shot from 3 ft (assist by J. Jack)
7:48.0,S. Mack misses 3-pt shot from 26 ft,,40-32,,
7:46.0,,,40-32,,Defensive rebound by J. Jack
7:35.0,,,40-32,,Turnover by B. Bogdanovic (lost ball; steal by S. Mack)
7:26.0,K. Korver misses 3-pt shot from 25 ft,,40-32,,
7:25.0,,,40-32,,Defensive rebound by J. Jack
7:07.0,,,40-32,,B. Bogdanovic misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by P. Millsap,,40-32,,
7:02.0,P. Millsap misses 2-pt shot from 2 ft,,40-32,,
7:01.0,,,40-32,,Defensive rebound by A. Anderson
7:01.0,,,40-32,,Brooklyn full timeout
7:01.0,,,40-32,,J. Johnson enters the game for A. Anderson
7:01.0,P. Antic enters the game for A. Horford,,40-32,,
6:47.0,,,40-32,,J. Jack misses 2-pt shot from 11 ft
6:46.0,Defensive rebound by K. Korver,,40-32,,
6:23.0,K. Korver misses 3-pt shot from 28 ft,,40-32,,
6:21.0,,,40-32,,Defensive rebound by Team
5:58.0,,,40-32,,Shooting foul by J. Teague (drawn by J. Jack)
5:58.0,,,40-33,1,J. Jack makes free throw 1 of 2
5:58.0,K. Bazemore enters the game for S. Mack,,40-33,,
5:58.0,,,40-34,1,J. Jack makes free throw 2 of 2
5:50.0,,,40-34,,Personal foul by B. Bogdanovic (drawn by K. Korver)
5:37.0,P. Millsap misses 2-pt shot from 8 ft,,40-34,,
5:36.0,,,40-34,,Defensive rebound by T. Young
5:20.0,,,40-37,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Jack)
5:04.0,P. Millsap misses 2-pt shot from 1 ft,,40-37,,
5:04.0,,,40-37,,Defensive rebound by J. Johnson
4:53.0,,,40-37,,J. Jack misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by P. Millsap,,40-37,,
4:33.0,P. Millsap makes 3-pt shot from 25 ft (assist by K. Korver),3,43-37,,
4:21.0,Loose ball foul by P. Antic (drawn by B. Lopez),,43-37,,
4:21.0,,,43-37,,D. Williams enters the game for J. Jack
4:21.0,A. Horford enters the game for P. Antic,,43-37,,
4:08.0,,,43-37,,J. Johnson misses 2-pt shot from 20 ft
4:07.0,Defensive rebound by K. Korver,,43-37,,
4:00.0,A. Horford makes 2-pt shot from 17 ft (assist by J. Teague),2,45-37,,
3:44.0,,,45-37,,B. Bogdanovic misses 3-pt shot from 24 ft (block by K. Korver)
3:43.0,Defensive rebound by P. Millsap,,45-37,,
3:35.0,Offensive charge foul by P. Millsap,,45-37,,
3:35.0,Turnover by P. Millsap (offensive foul),,45-37,,
3:23.0,,,45-37,,J. Johnson misses 2-pt shot from 8 ft
3:22.0,Defensive rebound by Team,,45-37,,
3:05.0,,,45-37,,Violation by T. Young (kicked ball)
2:53.0,A. Horford misses 2-pt shot from 18 ft,,45-37,,
2:52.0,,,45-37,,Defensive rebound by T. Young
2:37.0,,,45-39,2,D. Williams makes 2-pt shot from 17 ft
2:30.0,Shooting foul by T. Young (drawn by A. Horford),,45-39,,
2:30.0,Official timeout,,45-39,,
2:30.0,D. Schroder enters the game for K. Korver,,45-39,,
2:30.0,,,45-39,,A. Anderson enters the game for T. Young
2:30.0,A. Horford makes free throw 1 of 2,1,46-39,,
2:30.0,A. Horford makes free throw 2 of 2,1,47-39,,
2:07.0,,,47-39,,A. Anderson misses 2-pt shot from 5 ft
2:06.0,Defensive rebound by A. Horford,,47-39,,
1:57.0,J. Teague misses 3-pt shot from 25 ft,,47-39,,
1:55.0,,,47-39,,Defensive rebound by D. Williams
1:48.0,Personal foul by K. Bazemore (drawn by B. Bogdanovic),,47-39,,
1:48.0,,,47-39,,B. Bogdanovic misses free throw 1 of 2
1:48.0,,,47-39,,Offensive rebound by Team
1:48.0,K. Korver enters the game for J. Teague,,47-39,,
1:48.0,,,47-40,1,B. Bogdanovic makes free throw 2 of 2
1:29.0,K. Bazemore makes 2-pt shot from 2 ft (assist by P. Millsap),2,49-40,,
1:02.0,,,49-43,3,J. Johnson makes 3-pt shot from 24 ft (assist by A. Anderson)
0:47.0,D. Schroder misses 2-pt shot from 20 ft,,49-43,,
0:46.0,,,49-43,,Defensive rebound by J. Johnson
0:31.0,,,49-43,,A. Anderson misses 2-pt shot from 7 ft
0:30.0,Defensive rebound by P. Millsap,,49-43,,
0:20.0,Atlanta full timeout,,49-43,,
0:20.0,,,49-43,,M. Plumlee enters the game for B. Lopez
0:16.0,P. Millsap makes 2-pt shot from 7 ft,2,51-43,,
0:16.0,Shooting foul by M. Plumlee (drawn by P. Millsap),,51-43,,
0:16.0,,,51-43,,B. Lopez enters the game for M. Plumlee
0:16.0,P. Millsap misses free throw 1 of 1,,51-43,,
0:16.0,,,51-43,,Defensive rebound by B. Lopez
0:15.0,,,51-43,,Brooklyn full timeout
0:15.0,,,51-43,,J. Jack enters the game for B. Lopez
0:15.0,S. Mack enters the game for A. Horford,,51-43,,
0:02.0,,,51-45,2,J. Johnson makes 2-pt shot from 12 ft (assist by A. Anderson)
0:01.0,Turnover by D. Schroder (traveling),,51-45,,
0:01.0,M. Muscala enters the game for S. Mack,,51-45,,
0:00.0,,,51-45,,J. Johnson misses 3-pt shot from 12 ft
0:00.0,,,51-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,A. Horford misses 3-pt shot from 25 ft,,51-45,,
11:38.0,,,51-45,,Defensive rebound by J. Johnson
11:23.0,,,51-45,,T. Young misses 2-pt shot from 2 ft
11:22.0,Defensive rebound by K. Korver,,51-45,,
11:10.0,P. Millsap misses 2-pt shot from 18 ft,,51-45,,
11:09.0,,,51-45,,Defensive rebound by J. Johnson
10:58.0,,,51-45,,Turnover by D. Williams (bad pass; steal by J. Teague)
10:55.0,D. Carroll makes 2-pt shot from 1 ft (assist by J. Teague),2,53-45,,
10:34.0,,,53-45,,B. Lopez misses 2-pt shot from 20 ft
10:33.0,Defensive rebound by D. Carroll,,53-45,,
10:26.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Carroll),3,56-45,,
10:15.0,,,56-45,,Turnover by D. Williams (bad pass; steal by J. Teague)
10:11.0,Shooting foul by D. Williams (drawn by D. Carroll),,56-45,,
10:11.0,D. Carroll makes 2-pt shot from 2 ft (assist by J. Teague),2,58-45,,
10:11.0,,,58-45,,Brooklyn full timeout
10:11.0,D. Carroll makes free throw 1 of 1,1,59-45,,
9:50.0,,,59-45,,B. Bogdanovic misses 3-pt shot from 22 ft
9:49.0,Defensive rebound by P. Millsap,,59-45,,
9:35.0,P. Millsap misses 3-pt shot from 24 ft,,59-45,,
9:34.0,,,59-45,,Defensive rebound by D. Williams
9:20.0,,,59-45,,B. Lopez misses 2-pt shot from 10 ft
9:19.0,Defensive rebound by Team,,59-45,,
9:19.0,,,59-45,,Loose ball foul by B. Lopez (drawn by A. Horford)
9:09.0,J. Teague misses 2-pt shot from 12 ft,,59-45,,
9:08.0,,,59-45,,Defensive rebound by T. Young
8:54.0,,,59-48,3,D. Williams makes 3-pt shot from 26 ft (assist by J. Johnson)
8:37.0,K. Korver makes 3-pt shot from 26 ft (assist by P. Millsap),3,62-48,,
8:26.0,,,62-48,,J. Johnson misses 3-pt shot from 28 ft
8:25.0,Defensive rebound by P. Millsap,,62-48,,
8:19.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Millsap),3,65-48,,
7:55.0,,,65-48,,Turnover by T. Young (lost ball; steal by K. Korver)
7:54.0,,,65-48,,Personal foul by J. Johnson (drawn by J. Teague)
7:54.0,K. Bazemore enters the game for D. Carroll,,65-48,,
7:42.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,67-48,,
7:29.0,,,67-48,,Turnover by T. Young (bad pass; steal by P. Millsap)
7:24.0,A. Horford makes 2-pt shot from 2 ft (assist by K. Bazemore),2,69-48,,
7:22.0,,,69-48,,Brooklyn full timeout
7:22.0,,,69-48,,J. Jack enters the game for D. Williams
7:22.0,,,69-48,,A. Anderson enters the game for T. Young
7:12.0,,,69-48,,J. Jack misses 2-pt shot from 14 ft (block by J. Teague)
7:10.0,Defensive rebound by P. Millsap,,69-48,,
7:03.0,P. Millsap makes 2-pt shot from 3 ft (assist by J. Teague),2,71-48,,
6:46.0,,,71-48,,J. Johnson misses 2-pt shot from 7 ft
6:45.0,Defensive rebound by A. Horford,,71-48,,
6:39.0,K. Korver makes 3-pt shot from 25 ft (assist by A. Horford),3,74-48,,
6:23.0,,,74-48,,Turnover by J. Jack (bad pass; steal by P. Millsap)
6:19.0,Turnover by P. Millsap (bad pass; steal by J. Johnson),,74-48,,
6:11.0,,,74-48,,B. Bogdanovic misses 2-pt shot from 17 ft
6:10.0,Defensive rebound by J. Teague,,74-48,,
5:53.0,A. Horford misses 2-pt shot from 7 ft,,74-48,,
5:52.0,,,74-48,,Defensive rebound by B. Lopez
5:38.0,,,74-48,,B. Bogdanovic misses 3-pt shot from 25 ft
5:37.0,,,74-48,,Offensive rebound by B. Lopez
5:31.0,,,74-51,3,A. Anderson makes 3-pt shot from 24 ft (assist by J. Johnson)
5:15.0,Turnover by J. Teague (traveling),,74-51,,
5:15.0,D. Carroll enters the game for K. Korver,,74-51,,
5:04.0,,,74-51,,Shooting foul by D. Carroll (drawn by B. Bogdanovic)
5:04.0,,,74-52,1,B. Bogdanovic makes free throw 1 of 2
5:04.0,P. Antic enters the game for A. Horford,,74-52,,
5:04.0,K. Korver enters the game for D. Carroll,,74-52,,
5:04.0,,,74-52,,M. Plumlee enters the game for B. Lopez
5:04.0,,,74-52,,B. Bogdanovic misses free throw 2 of 2
5:02.0,Defensive rebound by K. Korver,,74-52,,
4:53.0,,,74-52,,Personal foul by M. Plumlee (drawn by P. Millsap)
4:37.0,J. Teague misses 2-pt shot from 2 ft,,74-52,,
4:36.0,,,74-52,,Defensive rebound by A. Anderson
4:27.0,,,74-52,,A. Anderson misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by P. Antic,,74-52,,
4:16.0,P. Millsap makes 2-pt shot from 8 ft (assist by J. Teague),2,76-52,,
4:03.0,,,76-52,,J. Jack misses 2-pt shot from 16 ft
4:01.0,Defensive rebound by K. Korver,,76-52,,
3:53.0,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague),2,78-52,,
3:43.0,,,78-54,2,B. Bogdanovic makes 2-pt shot from 2 ft
3:43.0,,,78-54,,Shooting foul by P. Antic (drawn by B. Bogdanovic)
3:43.0,D. Schroder enters the game for J. Teague,,78-54,,
3:43.0,,,78-55,1,B. Bogdanovic makes free throw 1 of 1
3:40.0,Atlanta full timeout,,78-55,,
3:39.0,Turnover by K. Bazemore (bad pass; steal by M. Plumlee),,78-55,,
3:36.0,,,78-57,2,M. Plumlee makes 2-pt shot from 3 ft
3:36.0,,,78-57,,Shooting foul by P. Antic (drawn by M. Plumlee)
3:36.0,M. Scott enters the game for P. Antic,,78-57,,
3:36.0,,,78-57,,M. Plumlee misses free throw 1 of 1
3:35.0,Defensive rebound by M. Scott,,78-57,,
3:12.0,D. Schroder makes 2-pt shot from 19 ft (assist by K. Korver),2,80-57,,
2:58.0,Personal foul by K. Bazemore (drawn by A. Anderson),,80-57,,
2:57.0,Personal foul by M. Scott (drawn by M. Plumlee),,80-57,,
2:57.0,,,80-58,1,M. Plumlee makes free throw 1 of 2
2:57.0,,,80-59,1,M. Plumlee makes free throw 2 of 2
2:37.0,K. Bazemore makes 3-pt shot from 24 ft (assist by P. Millsap),3,83-59,,
2:25.0,,,83-59,,Turnover by J. Jack (bad pass; steal by K. Korver)
2:18.0,K. Bazemore misses 3-pt shot from 24 ft,,83-59,,
2:17.0,,,83-59,,Defensive rebound by J. Johnson
2:09.0,,,83-62,3,A. Anderson makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
1:48.0,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder),2,85-62,,
1:37.0,,,85-62,,J. Jack misses 2-pt shot from 12 ft
1:36.0,Defensive rebound by P. Millsap,,85-62,,
1:27.0,Shooting foul by M. Plumlee (drawn by P. Millsap),,85-62,,
1:27.0,P. Millsap makes free throw 1 of 2,1,86-62,,
1:27.0,,,86-62,,B. Lopez enters the game for M. Plumlee
1:27.0,A. Horford enters the game for M. Scott,,86-62,,
1:27.0,D. Carroll enters the game for K. Korver,,86-62,,
1:27.0,P. Millsap makes free throw 2 of 2,1,87-62,,
1:10.0,,,87-62,,B. Bogdanovic misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by D. Carroll,,87-62,,
1:01.0,P. Millsap makes 3-pt shot from 23 ft (assist by A. Horford),3,90-62,,
0:40.0,,,90-62,,B. Lopez misses 2-pt shot from 6 ft
0:38.0,,,90-62,,Offensive rebound by B. Lopez
0:38.0,,,90-64,2,B. Lopez makes 2-pt shot from 6 ft
0:29.0,D. Schroder misses 2-pt shot from 3 ft,,90-64,,
0:28.0,,,90-64,,Defensive rebound by B. Bogdanovic
0:08.0,,,90-66,2,J. Jack makes 2-pt shot from 2 ft
0:01.0,D. Schroder makes 2-pt shot from 2 ft,2,92-66,,
0:00.0,,,92-66,,A. Anderson misses 3-pt shot from 61 ft
0:00.0,,,92-66,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,92-68,2,J. Johnson makes 2-pt shot from 19 ft
11:28.0,,,92-68,,Personal foul by J. Johnson (drawn by K. Bazemore)
11:21.0,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder),2,94-68,,
11:09.0,,,94-68,,J. Johnson misses 2-pt shot from 11 ft
11:08.0,,,94-68,,Offensive rebound by J. Johnson
11:05.0,,,94-68,,J. Jack misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by K. Bazemore,,94-68,,
10:52.0,K. Bazemore misses 2-pt shot from 5 ft (block by B. Lopez),,94-68,,
10:50.0,Offensive rebound by K. Bazemore,,94-68,,
10:48.0,A. Horford misses 2-pt shot from 5 ft,,94-68,,
10:47.0,Offensive rebound by M. Scott,,94-68,,
10:46.0,M. Scott makes 2-pt shot from 3 ft,2,96-68,,
10:34.0,,,96-70,2,D. Williams makes 2-pt shot from 21 ft
10:22.0,D. Schroder misses 2-pt shot from 3 ft,,96-70,,
10:21.0,,,96-70,,Defensive rebound by J. Jack
10:09.0,,,96-70,,D. Williams misses 3-pt shot from 24 ft
10:08.0,Defensive rebound by D. Schroder,,96-70,,
9:46.0,K. Bazemore misses 2-pt shot from 18 ft,,96-70,,
9:46.0,,,96-70,,Defensive rebound by Team
9:46.0,Loose ball foul by M. Scott (drawn by A. Anderson),,96-70,,
9:46.0,S. Mack enters the game for K. Bazemore,,96-70,,
9:46.0,,,96-70,,T. Young enters the game for J. Johnson
9:33.0,,,96-70,,A. Anderson misses 2-pt shot from 15 ft
9:32.0,Defensive rebound by M. Scott,,96-70,,
9:20.0,D. Carroll misses 3-pt shot from 25 ft,,96-70,,
9:19.0,,,96-70,,Defensive rebound by D. Williams
9:11.0,,,96-70,,Shooting foul by M. Scott (drawn by T. Young)
9:11.0,,,96-71,1,T. Young makes free throw 1 of 2
9:11.0,,,96-71,,T. Young misses free throw 2 of 2
9:09.0,Defensive rebound by A. Horford,,96-71,,
8:56.0,A. Horford makes 2-pt shot from 18 ft (assist by S. Mack),2,98-71,,
8:40.0,,,98-73,2,B. Lopez makes 2-pt shot from 5 ft (assist by J. Jack)
8:20.0,D. Schroder misses 3-pt shot from 25 ft,,98-73,,
8:19.0,Offensive rebound by M. Scott,,98-73,,
8:16.0,M. Scott misses 2-pt shot from 3 ft (block by A. Anderson),,98-73,,
8:15.0,,,98-73,,Defensive rebound by J. Jack
8:09.0,,,98-73,,Turnover by T. Young (bad pass; steal by A. Horford)
7:51.0,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder),2,100-73,,
7:33.0,,,100-73,,Shooting foul by D. Carroll (drawn by B. Lopez)
7:33.0,Official timeout,,100-73,,
7:33.0,,,100-73,,J. Johnson enters the game for A. Anderson
7:33.0,,,100-73,,M. Teletovic enters the game for T. Young
7:33.0,M. Muscala enters the game for A. Horford,,100-73,,
7:33.0,,,100-74,1,B. Lopez makes free throw 1 of 2
7:33.0,,,100-75,1,B. Lopez makes free throw 2 of 2
7:10.0,M. Scott misses 3-pt shot from 26 ft,,100-75,,
7:10.0,Offensive rebound by Team,,100-75,,
7:10.0,,,100-75,,M. Plumlee enters the game for B. Lopez
7:03.0,Turnover by M. Muscala (lost ball; steal by M. Teletovic),,100-75,,
6:45.0,,,100-77,2,J. Jack makes 2-pt shot from 6 ft (assist by D. Williams)
6:45.0,,,100-77,,Shooting foul by M. Muscala (drawn by J. Jack)
6:45.0,,,100-78,1,J. Jack makes free throw 1 of 1
6:24.0,D. Schroder misses 3-pt shot from 26 ft,,100-78,,
6:23.0,,,100-78,,Defensive rebound by J. Jack
6:16.0,,,100-78,,D. Williams misses 2-pt shot from 2 ft (block by M. Muscala)
6:14.0,Defensive rebound by M. Scott,,100-78,,
5:54.0,S. Mack misses 2-pt shot from 2 ft,,100-78,,
5:52.0,Offensive rebound by S. Mack,,100-78,,
5:31.0,S. Mack misses 2-pt shot from 12 ft,,100-78,,
5:30.0,,,100-78,,Defensive rebound by D. Williams
5:21.0,,,100-80,2,J. Jack makes 2-pt shot from 9 ft (assist by D. Williams)
5:21.0,Atlanta full timeout,,100-80,,
5:21.0,K. Bazemore enters the game for D. Schroder,,100-80,,
5:21.0,A. Horford enters the game for M. Muscala,,100-80,,
5:14.0,,,100-80,,M. Plumlee misses 2-pt shot from 2 ft
5:14.0,Defensive rebound by D. Carroll,,100-80,,
5:14.0,,,100-80,,Personal foul by M. Plumlee (drawn by D. Carroll)
5:14.0,Turnover by A. Horford (bad pass),,100-80,,
5:03.0,,,100-82,2,M. Plumlee makes 2-pt shot at rim (assist by J. Jack)
4:40.0,Shooting foul by M. Plumlee (drawn by D. Carroll),,100-82,,
4:40.0,D. Carroll makes free throw 1 of 2,1,101-82,,
