time,Golden State,pts.away,score,pts.home,Denver
10:43.0,J. McAdoo makes 2-pt shot from 1 ft (assist by L. Barbosa),2,30-36,,
10:43.0,Shooting foul by J. Hickson (drawn by J. McAdoo),,30-36,,
10:43.0,J. McAdoo makes free throw 1 of 1,1,31-36,,
10:30.0,,,31-36,,E. Green misses 2-pt shot from 20 ft
10:29.0,Defensive rebound by J. Holiday,,31-36,,
10:26.0,,,31-36,,Personal foul by E. Green (drawn by L. Barbosa)
10:22.0,Turnover by L. Barbosa (bad pass; steal by E. Green),,31-36,,
10:19.0,,,31-36,,Shooting foul by L. Barbosa (drawn by W. Barton)
10:19.0,,,31-37,1,W. Barton makes free throw 1 of 2
10:19.0,,,31-38,1,W. Barton makes free throw 2 of 2
9:57.0,L. Barbosa misses 2-pt shot from 20 ft,,31-38,,
9:55.0,,,31-38,,Defensive rebound by J. Nurkic
9:49.0,,,31-38,,G. Harris misses 2-pt shot from 2 ft
9:48.0,Defensive rebound by J. Holiday,,31-38,,
9:43.0,L. Barbosa misses 2-pt shot from 2 ft (block by J. Nurkic),,31-38,,
9:40.0,,,31-38,,Defensive rebound by W. Barton
9:35.0,,,31-40,2,E. Green makes 2-pt shot from 21 ft (assist by W. Barton)
9:19.0,F. Ezeli makes 2-pt shot from 10 ft,2,33-40,,
8:55.0,,,33-40,,J. Hickson misses 2-pt shot from 12 ft
8:55.0,Defensive rebound by Team,,33-40,,
8:55.0,,,33-40,,Loose ball foul by J. Nurkic (drawn by F. Ezeli)
8:55.0,Official timeout,,33-40,,
8:55.0,,,33-40,,D. Gallinari enters the game for J. Nurkic
8:55.0,D. Lee enters the game for L. Barbosa,,33-40,,
8:55.0,S. Livingston enters the game for F. Ezeli,,33-40,,
8:37.0,J. McAdoo makes 2-pt shot from 12 ft (assist by J. Holiday),2,35-40,,
8:26.0,,,35-42,2,E. Green makes 2-pt shot from 17 ft
8:11.0,B. Rush misses 2-pt shot from 1 ft,,35-42,,
8:09.0,Offensive rebound by D. Lee,,35-42,,
8:09.0,D. Lee misses 2-pt shot from 1 ft,,35-42,,
8:07.0,,,35-42,,Defensive rebound by G. Harris
8:07.0,,,35-42,,K. Faried enters the game for J. Hickson
8:07.0,,,35-42,,J. Nelson enters the game for E. Green
7:56.0,,,35-44,2,K. Faried makes 2-pt shot from 10 ft (assist by J. Nelson)
7:44.0,J. McAdoo makes 2-pt shot from 2 ft (assist by S. Livingston),2,37-44,,
7:33.0,,,37-44,,J. Nelson misses 2-pt shot from 21 ft
7:31.0,Defensive rebound by S. Livingston,,37-44,,
7:19.0,S. Livingston misses 2-pt shot from 10 ft,,37-44,,
7:18.0,,,37-44,,Defensive rebound by K. Faried
7:04.0,,,37-44,,K. Faried misses 2-pt shot from 4 ft
7:02.0,Defensive rebound by S. Livingston,,37-44,,
6:45.0,D. Lee misses 2-pt shot from 2 ft,,37-44,,
6:45.0,Offensive rebound by Team,,37-44,,
6:45.0,D. Green enters the game for B. Rush,,37-44,,
6:45.0,H. Barnes enters the game for J. McAdoo,,37-44,,
6:45.0,,,37-44,,R. Foye enters the game for W. Barton
6:45.0,,,37-44,,W. Chandler enters the game for G. Harris
6:39.0,J. Holiday makes 2-pt shot from 15 ft (assist by S. Livingston),2,39-44,,
6:28.0,,,39-44,,J. Nelson misses 2-pt shot from 2 ft
6:25.0,Defensive rebound by D. Green,,39-44,,
6:16.0,D. Green misses 3-pt shot from 23 ft,,39-44,,
6:15.0,,,39-44,,Defensive rebound by J. Nelson
5:56.0,,,39-46,2,J. Nelson makes 2-pt shot from 5 ft (assist by R. Foye)
5:37.0,S. Livingston misses 2-pt shot from 15 ft,,39-46,,
5:35.0,Offensive rebound by H. Barnes,,39-46,,
5:31.0,J. Holiday makes 3-pt shot from 25 ft (assist by H. Barnes),3,42-46,,
5:06.0,,,42-46,,D. Gallinari misses 2-pt shot from 17 ft
5:05.0,Defensive rebound by H. Barnes,,42-46,,
5:01.0,Turnover by D. Green (bad pass; steal by D. Gallinari),,42-46,,
4:55.0,,,42-48,2,D. Gallinari makes 2-pt shot at rim (assist by W. Chandler)
4:35.0,J. Holiday makes 3-pt shot from 25 ft (assist by D. Lee),3,45-48,,
4:24.0,,,45-48,,Shooting foul by J. Holiday (drawn by K. Faried)
4:24.0,,,45-48,,Denver full timeout
4:24.0,B. Rush enters the game for J. Holiday,,45-48,,
4:24.0,,,45-49,1,K. Faried makes free throw 1 of 2
4:24.0,,,45-50,1,K. Faried makes free throw 2 of 2
4:10.0,Shooting foul by D. Gallinari (drawn by D. Lee),,45-50,,
4:10.0,D. Lee makes free throw 1 of 2,1,46-50,,
4:10.0,D. Lee makes free throw 2 of 2,1,47-50,,
3:54.0,,,47-50,,W. Chandler misses 2-pt shot from 8 ft
3:52.0,Defensive rebound by D. Green,,47-50,,
3:46.0,H. Barnes makes 2-pt shot from 3 ft (assist by D. Green),2,49-50,,
3:35.0,,,49-50,,R. Foye misses 3-pt shot from 25 ft (block by B. Rush)
3:33.0,,,49-50,,Offensive rebound by D. Gallinari
3:30.0,,,49-50,,D. Gallinari misses 2-pt shot from 1 ft
3:29.0,Defensive rebound by D. Green,,49-50,,
3:12.0,H. Barnes misses 2-pt shot from 7 ft,,49-50,,
3:09.0,Offensive rebound by S. Livingston,,49-50,,
3:09.0,S. Livingston misses 2-pt shot at rim,,49-50,,
3:07.0,,,49-50,,Defensive rebound by K. Faried
3:02.0,,,49-52,2,W. Chandler makes 2-pt shot at rim (assist by J. Nelson)
2:49.0,S. Livingston misses 2-pt shot from 2 ft,,49-52,,
2:47.0,,,49-52,,Defensive rebound by W. Chandler
2:39.0,,,49-54,2,K. Faried makes 2-pt shot from 2 ft (assist by R. Foye)
2:39.0,Away from play foul by D. Green (drawn by D. Gallinari),,49-54,,
2:39.0,Golden State full timeout,,49-54,,
2:39.0,J. McAdoo enters the game for D. Green,,49-54,,
2:39.0,,,49-55,1,D. Gallinari makes free throw 1 of 1
2:25.0,,,49-55,,Personal foul by W. Chandler (drawn by H. Barnes)
2:25.0,H. Barnes makes free throw 1 of 2,1,50-55,,
2:25.0,H. Barnes makes free throw 2 of 2,1,51-55,,
1:59.0,,,51-55,,W. Chandler misses 2-pt shot from 4 ft
1:58.0,,,51-55,,Offensive rebound by K. Faried
1:58.0,,,51-55,,Turnover by K. Faried (bad pass)
1:58.0,,,51-55,,W. Barton enters the game for R. Foye
1:47.0,H. Barnes misses 3-pt shot from 25 ft,,51-55,,
1:45.0,Offensive rebound by J. McAdoo,,51-55,,
1:45.0,Shooting foul by D. Gallinari (drawn by J. McAdoo),,51-55,,
1:45.0,J. McAdoo misses free throw 1 of 2,,51-55,,
1:45.0,Offensive rebound by Team,,51-55,,
1:45.0,,,51-55,,J. Hickson enters the game for D. Gallinari
1:45.0,J. McAdoo makes free throw 2 of 2,1,52-55,,
1:25.0,,,52-55,,K. Faried misses 2-pt shot from 19 ft
1:23.0,Defensive rebound by D. Lee,,52-55,,
1:08.0,D. Lee makes 2-pt shot from 4 ft,2,54-55,,
1:00.0,,,54-58,3,J. Nelson makes 3-pt shot from 26 ft (assist by W. Chandler)
0:47.0,J. McAdoo misses 2-pt shot from 5 ft,,54-58,,
0:46.0,,,54-58,,Defensive rebound by K. Faried
0:33.0,,,54-58,,Shooting foul by H. Barnes (drawn by J. Hickson)
0:33.0,,,54-58,,J. Hickson misses free throw 1 of 2
0:33.0,,,54-58,,Offensive rebound by Team
0:33.0,Golden State full timeout,,54-58,,
0:33.0,,,54-58,,J. Nurkic enters the game for K. Faried
0:33.0,,,54-59,1,J. Hickson makes free throw 2 of 2
0:14.0,D. Lee misses 2-pt shot from 8 ft,,54-59,,
0:12.0,,,54-59,,Defensive rebound by J. Nurkic
0:02.0,,,54-62,3,J. Nelson makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Green misses 2-pt shot from 17 ft,,54-62,,
11:43.0,,,54-62,,Defensive rebound by W. Chandler
11:24.0,,,54-62,,D. Gallinari misses 3-pt shot from 24 ft
11:23.0,Defensive rebound by H. Barnes,,54-62,,
11:09.0,S. Livingston misses 2-pt shot from 9 ft,,54-62,,
11:08.0,Offensive rebound by Team,,54-62,,
10:58.0,D. Lee makes 2-pt shot at rim,2,56-62,,
10:42.0,,,56-64,2,K. Faried makes 2-pt shot from 3 ft
10:30.0,H. Barnes misses 3-pt shot from 24 ft,,56-64,,
10:29.0,,,56-64,,Defensive rebound by K. Faried
10:12.0,,,56-64,,Shooting foul by D. Lee (drawn by D. Gallinari)
10:12.0,,,56-65,1,D. Gallinari makes free throw 1 of 2
10:12.0,,,56-66,1,D. Gallinari makes free throw 2 of 2
9:51.0,D. Green misses 2-pt shot from 10 ft,,56-66,,
9:50.0,,,56-66,,Defensive rebound by D. Gallinari
9:46.0,,,56-68,2,D. Gallinari makes 2-pt shot at rim
9:27.0,J. Holiday misses 2-pt shot from 17 ft,,56-68,,
9:25.0,,,56-68,,Defensive rebound by Team
9:09.0,,,56-68,,R. Foye misses 3-pt shot from 25 ft
9:09.0,,,56-68,,Offensive rebound by Team
9:09.0,Loose ball foul by D. Lee (drawn by K. Faried),,56-68,,
8:55.0,,,56-68,,J. Nelson misses 2-pt shot from 20 ft
8:53.0,Defensive rebound by D. Green,,56-68,,
8:36.0,J. Holiday misses 2-pt shot from 16 ft,,56-68,,
8:35.0,,,56-68,,Defensive rebound by K. Faried
8:23.0,,,56-68,,Turnover by J. Nelson (discontinued dribble)
8:23.0,Golden State full timeout,,56-68,,
8:12.0,D. Lee makes 2-pt shot from 10 ft (assist by D. Green),2,58-68,,
7:54.0,,,58-70,2,D. Gallinari makes 2-pt shot at rim (assist by J. Nelson)
7:43.0,D. Lee misses 2-pt shot from 2 ft (block by K. Faried),,58-70,,
7:42.0,Offensive rebound by Team,,58-70,,
7:38.0,Shooting foul by D. Gallinari (drawn by D. Lee),,58-70,,
7:38.0,D. Lee makes free throw 1 of 2,1,59-70,,
7:38.0,L. Barbosa enters the game for J. Holiday,,59-70,,
7:38.0,D. Lee makes free throw 2 of 2,1,60-70,,
7:16.0,,,60-70,,K. Faried misses 2-pt shot from 6 ft
7:14.0,Defensive rebound by H. Barnes,,60-70,,
7:01.0,S. Livingston makes 2-pt shot from 14 ft,2,62-70,,
6:44.0,,,62-70,,D. Gallinari misses 2-pt shot at rim
6:42.0,Defensive rebound by D. Lee,,62-70,,
6:37.0,,,62-70,,Personal foul by J. Nelson (drawn by D. Green)
6:37.0,,,62-70,,W. Barton enters the game for D. Gallinari
6:22.0,D. Green makes 2-pt shot from 1 ft (assist by L. Barbosa),2,64-70,,
6:09.0,Personal foul by D. Lee (drawn by K. Faried),,64-70,,
5:58.0,,,64-72,2,K. Faried makes 2-pt shot at rim (assist by R. Foye)
5:43.0,D. Green makes 2-pt shot from 1 ft (assist by D. Lee),2,66-72,,
5:29.0,,,66-72,,R. Foye misses 2-pt shot from 1 ft (block by D. Lee)
5:28.0,,,66-72,,Offensive rebound by K. Faried
5:26.0,,,66-74,2,K. Faried makes 2-pt shot from 3 ft
5:07.0,D. Green misses 3-pt shot from 25 ft,,66-74,,
5:06.0,,,66-74,,Defensive rebound by K. Faried
5:05.0,,,66-74,,Turnover by K. Faried (bad pass)
5:05.0,,,66-74,,J. Hickson enters the game for W. Chandler
4:46.0,Turnover by H. Barnes (traveling),,66-74,,
4:46.0,J. McAdoo enters the game for D. Green,,66-74,,
4:27.0,,,66-74,,Shooting foul by J. McAdoo (drawn by R. Foye)
4:27.0,,,66-75,1,R. Foye makes free throw 1 of 2
4:27.0,B. Rush enters the game for H. Barnes,,66-75,,
4:27.0,,,66-76,1,R. Foye makes free throw 2 of 2
4:06.0,L. Barbosa makes 3-pt shot from 25 ft (assist by B. Rush),3,69-76,,
3:55.0,,,69-78,2,W. Barton makes 2-pt shot from 21 ft (assist by R. Foye)
3:46.0,B. Rush misses 2-pt shot from 18 ft,,69-78,,
3:45.0,,,69-78,,Defensive rebound by W. Barton
3:37.0,,,69-78,,K. Faried misses 2-pt shot from 5 ft
3:35.0,Defensive rebound by D. Lee,,69-78,,
3:27.0,L. Barbosa makes 3-pt shot from 26 ft,3,72-78,,
3:08.0,Personal foul by B. Rush (drawn by W. Barton),,72-78,,
3:08.0,,,72-78,,W. Barton misses free throw 1 of 2
3:08.0,,,72-78,,Offensive rebound by Team
3:08.0,F. Ezeli enters the game for D. Lee,,72-78,,
3:08.0,,,72-78,,W. Barton misses free throw 2 of 2
3:07.0,Defensive rebound by B. Rush,,72-78,,
2:58.0,S. Livingston makes 2-pt shot at rim (assist by L. Barbosa),2,74-78,,
2:42.0,,,74-80,2,R. Foye makes 2-pt shot from 17 ft
2:31.0,,,74-80,,Personal foul by J. Nelson (drawn by S. Livingston)
2:31.0,,,74-80,,Denver full timeout
2:31.0,,,74-80,,J. Nurkic enters the game for K. Faried
2:31.0,,,74-80,,E. Green enters the game for J. Nelson
2:26.0,S. Livingston makes 2-pt shot at rim (assist by J. McAdoo),2,76-80,,
2:10.0,,,76-80,,Shooting foul by J. McAdoo (drawn by J. Hickson)
2:10.0,,,76-81,1,J. Hickson makes free throw 1 of 2
2:10.0,J. Holiday enters the game for S. Livingston,,76-81,,
2:10.0,,,76-82,1,J. Hickson makes free throw 2 of 2
1:53.0,F. Ezeli misses 2-pt shot from 6 ft,,76-82,,
1:52.0,,,76-82,,Defensive rebound by W. Barton
1:46.0,,,76-82,,Turnover by W. Barton (bad pass; steal by F. Ezeli)
1:35.0,B. Rush misses 3-pt shot from 25 ft,,76-82,,
1:32.0,Offensive rebound by J. McAdoo,,76-82,,
1:29.0,L. Barbosa makes 3-pt shot from 26 ft (assist by F. Ezeli),3,79-82,,
1:29.0,,,79-82,,Denver full timeout
1:10.0,,,79-82,,W. Barton misses 2-pt shot from 22 ft (block by B. Rush)
1:10.0,,,79-82,,Offensive rebound by J. Hickson
1:10.0,,,79-82,,Shooting foul by F. Ezeli (drawn by J. Hickson)
1:10.0,,,79-82,,J. Hickson misses free throw 1 of 2
1:10.0,,,79-82,,Offensive rebound by Team
1:10.0,,,79-82,,J. Hickson misses free throw 2 of 2
1:08.0,Defensive rebound by J. McAdoo,,79-82,,
0:55.0,L. Barbosa makes 2-pt shot from 1 ft,2,81-82,,
0:44.0,,,81-82,,Offensive foul by J. Nurkic
0:44.0,,,81-82,,Turnover by J. Nurkic (offensive foul)
0:44.0,,,81-82,,J. Lauvergne enters the game for J. Nurkic
0:30.0,J. McAdoo makes 2-pt shot at rim (assist by L. Barbosa),2,83-82,,
0:22.0,,,83-82,,Turnover by J. Hickson (bad pass; steal by J. Holiday)
0:01.0,B. Rush misses 2-pt shot from 14 ft,,83-82,,
0:00.0,,,83-82,,Defensive rebound by J. Lauvergne
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,83-82,,J. Lauvergne misses 2-pt shot at rim (block by J. Holiday)
11:44.0,,,83-82,,Offensive rebound by J. Hickson
11:44.0,Personal foul by L. Barbosa (drawn by J. Hickson),,83-82,,
11:31.0,,,83-82,,D. Gallinari misses 2-pt shot from 1 ft (block by J. McAdoo)
11:30.0,,,83-82,,Offensive rebound by D. Gallinari
11:30.0,,,83-82,,D. Gallinari misses 2-pt shot from 1 ft (block by F. Ezeli)
11:27.0,Defensive rebound by Team,,83-82,,
11:11.0,J. McAdoo misses 2-pt shot from 7 ft,,83-82,,
11:11.0,Offensive rebound by F. Ezeli,,83-82,,
11:11.0,Shooting foul by J. Hickson (drawn by F. Ezeli),,83-82,,
11:11.0,F. Ezeli misses free throw 1 of 2,,83-82,,
11:11.0,Offensive rebound by Team,,83-82,,
11:11.0,F. Ezeli makes free throw 2 of 2,1,84-82,,
10:51.0,,,84-82,,Shooting foul by B. Rush (drawn by D. Gallinari)
10:51.0,,,84-83,1,D. Gallinari makes free throw 1 of 3
10:51.0,,,84-83,,D. Gallinari misses free throw 2 of 3
10:51.0,,,84-83,,Offensive rebound by Team
10:51.0,,,84-84,1,D. Gallinari makes free throw 3 of 3
10:37.0,L. Barbosa misses 2-pt shot from 18 ft,,84-84,,
10:35.0,,,84-84,,Defensive rebound by J. Hickson
10:22.0,,,84-86,2,J. Nelson makes 2-pt shot from 22 ft (assist by J. Hickson)
10:10.0,J. Holiday makes 2-pt shot from 18 ft (assist by L. Barbosa),2,86-86,,
9:44.0,,,86-86,,J. Nelson misses 2-pt shot from 22 ft
9:43.0,Defensive rebound by J. Holiday,,86-86,,
9:33.0,J. McAdoo misses 2-pt shot from 6 ft,,86-86,,
9:31.0,,,86-86,,Defensive rebound by W. Barton
9:28.0,,,86-86,,Offensive foul by J. Lauvergne
9:28.0,,,86-86,,Turnover by J. Lauvergne (offensive foul)
9:28.0,,,86-86,,W. Chandler enters the game for W. Barton
9:28.0,,,86-86,,K. Faried enters the game for J. Lauvergne
9:28.0,Golden State full timeout,,86-86,,
9:28.0,S. Livingston enters the game for B. Rush,,86-86,,
9:15.0,F. Ezeli makes 2-pt shot at rim (assist by S. Livingston),2,88-86,,
8:57.0,,,88-86,,Shooting foul by F. Ezeli (drawn by K. Faried)
8:57.0,,,88-86,,K. Faried misses free throw 1 of 2
8:57.0,,,88-86,,Offensive rebound by Team
8:57.0,,,88-87,1,K. Faried makes free throw 2 of 2
8:46.0,J. Holiday makes 2-pt shot from 18 ft (assist by S. Livingston),2,90-87,,
8:28.0,,,90-87,,K. Faried misses 2-pt shot from 7 ft (block by F. Ezeli)
8:27.0,,,90-87,,Offensive rebound by J. Hickson
8:25.0,,,90-87,,Shooting foul by J. McAdoo (drawn by J. Hickson)
8:25.0,,,90-87,,J. Hickson misses free throw 1 of 2
8:25.0,,,90-87,,Offensive rebound by Team
8:25.0,,,90-87,,J. Hickson misses free throw 2 of 2
8:23.0,Defensive rebound by F. Ezeli,,90-87,,
8:06.0,S. Livingston makes 2-pt shot from 15 ft,2,92-87,,
7:52.0,Personal foul by L. Barbosa (drawn by D. Gallinari),,92-87,,
7:52.0,,,92-88,1,D. Gallinari makes free throw 1 of 2
7:52.0,,,92-88,,R. Foye enters the game for J. Hickson
7:52.0,,,92-89,1,D. Gallinari makes free throw 2 of 2
7:46.0,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston),2,94-89,,
7:37.0,,,94-89,,W. Chandler misses 3-pt shot from 24 ft
