time,Atlanta,pts.away,score,pts.home,Washington
7:41.0,,,10-11,,R. Sessions misses 2-pt shot from 2 ft
7:40.0,Defensive rebound by P. Millsap,,10-11,,
7:34.0,J. Teague makes 2-pt shot from 11 ft,2,12-11,,
7:14.0,,,12-11,,Turnover by R. Sessions (lost ball; steal by A. Horford)
7:05.0,D. Carroll misses 2-pt shot from 2 ft (block by P. Pierce),,12-11,,
7:04.0,,,12-11,,Defensive rebound by N. Hilario
7:01.0,,,12-11,,Shooting foul by P. Millsap (drawn by R. Sessions)
7:01.0,,,12-12,1,R. Sessions makes free throw 1 of 2
7:01.0,,,12-13,1,R. Sessions makes free throw 2 of 2
6:49.0,A. Horford misses 2-pt shot from 4 ft (block by N. Hilario),,12-13,,
6:46.0,,,12-13,,Defensive rebound by P. Pierce
6:43.0,,,12-13,,Turnover by B. Beal (lost ball)
6:35.0,K. Korver makes 3-pt shot from 26 ft (assist by J. Teague),3,15-13,,
6:16.0,,,15-16,3,P. Pierce makes 3-pt shot from 24 ft (assist by R. Sessions)
6:06.0,Atlanta full timeout,,15-16,,
6:06.0,P. Antic enters the game for A. Horford,,15-16,,
6:06.0,K. Bazemore enters the game for D. Carroll,,15-16,,
5:53.0,J. Teague misses 2-pt shot from 3 ft,,15-16,,
5:52.0,,,15-16,,Defensive rebound by M. Gortat
5:34.0,,,15-16,,M. Gortat misses 2-pt shot from 8 ft
5:32.0,Defensive rebound by P. Antic,,15-16,,
5:24.0,P. Millsap misses 2-pt shot from 12 ft,,15-16,,
5:23.0,,,15-16,,Defensive rebound by P. Pierce
5:02.0,,,15-16,,B. Beal misses 3-pt shot from 23 ft (block by J. Teague)
5:00.0,Defensive rebound by P. Millsap,,15-16,,
4:56.0,J. Teague makes 2-pt shot from 2 ft (assist by P. Millsap),2,17-16,,
4:36.0,,,17-16,,P. Pierce misses 2-pt shot from 12 ft
4:36.0,Defensive rebound by K. Bazemore,,17-16,,
4:14.0,K. Bazemore misses 2-pt shot from 4 ft,,17-16,,
4:13.0,,,17-16,,Defensive rebound by N. Hilario
3:59.0,,,17-16,,M. Gortat misses 2-pt shot from 4 ft
3:58.0,Defensive rebound by P. Millsap,,17-16,,
3:52.0,P. Antic makes 2-pt shot from 2 ft (assist by P. Millsap),2,19-16,,
3:52.0,,,19-16,,Washington full timeout
3:52.0,,,19-16,,D. Gooden enters the game for N. Hilario
3:52.0,,,19-16,,O. Porter enters the game for P. Pierce
3:52.0,D. Schroder enters the game for J. Teague,,19-16,,
3:34.0,Personal foul by K. Korver (drawn by D. Gooden),,19-16,,
3:28.0,,,19-16,,Shooting foul by K. Bazemore (drawn by B. Beal)
3:28.0,,,19-17,1,B. Beal makes free throw 1 of 2
3:28.0,,,19-18,1,B. Beal makes free throw 2 of 2
3:15.0,Turnover by P. Antic (3 sec),,19-18,,
3:00.0,,,19-21,3,B. Beal makes 3-pt shot from 26 ft
2:44.0,,,19-21,,G. Temple enters the game for B. Beal
2:39.0,D. Schroder makes 2-pt shot from 18 ft,2,21-21,,
2:27.0,,,21-21,,R. Sessions misses 3-pt shot from 27 ft
2:26.0,Defensive rebound by Team,,21-21,,
2:26.0,A. Horford enters the game for P. Millsap,,21-21,,
2:15.0,A. Horford makes 2-pt shot from 15 ft (assist by K. Korver),2,23-21,,
2:00.0,,,23-21,,G. Temple misses 3-pt shot from 25 ft
1:59.0,,,23-21,,Offensive rebound by O. Porter
1:53.0,,,23-23,2,R. Sessions makes 2-pt shot from 2 ft (assist by O. Porter)
1:38.0,A. Horford makes 2-pt shot from 17 ft (assist by D. Schroder),2,25-23,,
1:19.0,,,25-23,,Turnover by G. Temple (lost ball; steal by K. Bazemore)
1:16.0,Shooting foul by G. Temple (drawn by K. Bazemore),,25-23,,
1:16.0,K. Bazemore makes free throw 1 of 2,1,26-23,,
1:16.0,M. Muscala enters the game for P. Antic,,26-23,,
1:16.0,D. Carroll enters the game for K. Korver,,26-23,,
1:16.0,K. Bazemore makes free throw 2 of 2,1,27-23,,
1:02.0,,,27-26,3,D. Gooden makes 3-pt shot from 26 ft (assist by R. Sessions)
0:48.0,A. Horford makes 2-pt shot from 2 ft (assist by D. Schroder),2,29-26,,
0:32.0,,,29-26,,D. Gooden misses 2-pt shot from 20 ft
0:31.0,Defensive rebound by A. Horford,,29-26,,
0:10.0,D. Schroder misses 2-pt shot from 1 ft,,29-26,,
0:09.0,,,29-26,,Defensive rebound by M. Gortat
0:02.0,,,29-26,,Turnover by D. Gooden (bad pass; steal by D. Carroll)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,A. Horford misses 2-pt shot from 13 ft,,29-26,,
11:37.0,,,29-26,,Defensive rebound by Team
11:37.0,Loose ball foul by M. Muscala (drawn by O. Porter),,29-26,,
11:24.0,,,29-29,3,B. Beal makes 3-pt shot from 26 ft (assist by N. Hilario)
11:12.0,M. Muscala makes 2-pt shot from 20 ft (assist by D. Schroder),2,31-29,,
10:50.0,,,31-31,2,N. Hilario makes 2-pt shot at rim (assist by O. Porter)
10:33.0,D. Schroder makes 3-pt shot from 26 ft,3,34-31,,
10:07.0,,,34-33,2,W. Bynum makes 2-pt shot from 4 ft
9:57.0,,,34-33,,Personal foul by D. Gooden (drawn by A. Horford)
9:57.0,J. Teague enters the game for K. Bazemore,,34-33,,
9:57.0,P. Millsap enters the game for M. Muscala,,34-33,,
9:52.0,D. Schroder makes 2-pt shot at rim,2,36-33,,
9:37.0,,,36-33,,Turnover by B. Beal (lost ball; steal by A. Horford)
9:33.0,J. Teague misses 2-pt shot from 1 ft (block by D. Gooden),,36-33,,
9:31.0,Offensive rebound by J. Teague,,36-33,,
9:29.0,Shooting foul by W. Bynum (drawn by J. Teague),,36-33,,
9:29.0,J. Teague makes free throw 1 of 2,1,37-33,,
9:29.0,J. Teague makes free throw 2 of 2,1,38-33,,
9:12.0,,,38-33,,O. Porter misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by D. Carroll,,38-33,,
8:54.0,D. Schroder makes 2-pt shot from 1 ft (assist by P. Millsap),2,40-33,,
8:53.0,,,40-33,,Washington full timeout
8:53.0,P. Antic enters the game for A. Horford,,40-33,,
8:44.0,,,40-36,3,B. Beal makes 3-pt shot from 25 ft (assist by N. Hilario)
8:28.0,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague),2,42-36,,
8:28.0,,,42-36,,Away from play foul by D. Gooden (drawn by P. Antic)
8:28.0,,,42-36,,P. Pierce enters the game for D. Gooden
8:28.0,P. Antic misses free throw 1 of 1,,42-36,,
8:28.0,Offensive rebound by Team,,42-36,,
8:19.0,P. Millsap misses 2-pt shot from 2 ft,,42-36,,
8:19.0,,,42-36,,Defensive rebound by Team
8:04.0,,,42-36,,P. Pierce misses 2-pt shot from 16 ft
8:03.0,Defensive rebound by D. Carroll,,42-36,,
7:52.0,Shooting foul by N. Hilario (drawn by P. Millsap),,42-36,,
7:52.0,P. Millsap makes free throw 1 of 2,1,43-36,,
7:52.0,K. Korver enters the game for D. Schroder,,43-36,,
7:52.0,P. Millsap makes free throw 2 of 2,1,44-36,,
7:43.0,,,44-36,,B. Beal misses 2-pt shot from 19 ft
7:43.0,Defensive rebound by J. Teague,,44-36,,
7:35.0,J. Teague misses 3-pt shot from 27 ft,,44-36,,
7:34.0,,,44-36,,Defensive rebound by B. Beal
7:28.0,,,44-38,2,W. Bynum makes 2-pt shot at rim (assist by B. Beal)
7:01.0,D. Carroll misses 2-pt shot from 7 ft,,44-38,,
7:00.0,,,44-38,,Defensive rebound by O. Porter
6:51.0,,,44-40,2,W. Bynum makes 2-pt shot from 2 ft
6:51.0,Atlanta full timeout,,44-40,,
6:51.0,A. Horford enters the game for P. Antic,,44-40,,
6:36.0,Turnover by J. Teague (lost ball; steal by W. Bynum),,44-40,,
6:32.0,,,44-40,,W. Bynum misses 2-pt shot from 1 ft
6:26.0,Defensive rebound by A. Horford,,44-40,,
6:22.0,P. Millsap makes 2-pt shot from 3 ft,2,46-40,,
6:22.0,Shooting foul by P. Pierce (drawn by P. Millsap),,46-40,,
6:22.0,P. Millsap makes free throw 1 of 1,1,47-40,,
6:07.0,,,47-42,2,N. Hilario makes 2-pt shot at rim (assist by B. Beal)
5:54.0,J. Teague misses 2-pt shot from 14 ft,,47-42,,
5:53.0,,,47-42,,Defensive rebound by B. Beal
5:42.0,,,47-42,,Turnover by N. Hilario (lost ball; steal by P. Millsap)
5:37.0,D. Carroll makes 2-pt shot from 1 ft (assist by P. Millsap),2,49-42,,
5:19.0,,,49-42,,Turnover by W. Bynum (bad pass; steal by P. Millsap)
5:09.0,J. Teague makes 3-pt shot from 26 ft (assist by P. Millsap),3,52-42,,
5:09.0,,,52-42,,Washington full timeout
5:09.0,D. Schroder enters the game for D. Carroll,,52-42,,
5:09.0,,,52-42,,M. Gortat enters the game for N. Hilario
5:09.0,,,52-42,,R. Sessions enters the game for W. Bynum
4:54.0,,,52-44,2,P. Pierce makes 2-pt shot at rim (assist by B. Beal)
4:41.0,K. Korver makes 3-pt shot from 27 ft (assist by J. Teague),3,55-44,,
4:27.0,,,55-44,,M. Gortat misses 2-pt shot from 1 ft
4:26.0,Defensive rebound by A. Horford,,55-44,,
4:18.0,Shooting foul by O. Porter (drawn by J. Teague),,55-44,,
4:18.0,J. Teague misses free throw 1 of 2,,55-44,,
4:18.0,Offensive rebound by Team,,55-44,,
4:18.0,M. Muscala enters the game for P. Millsap,,55-44,,
4:18.0,J. Teague makes free throw 2 of 2,1,56-44,,
4:00.0,,,56-44,,B. Beal misses 3-pt shot from 28 ft
3:59.0,Defensive rebound by Team,,56-44,,
3:46.0,M. Muscala makes 2-pt shot at rim (assist by J. Teague),2,58-44,,
3:30.0,,,58-47,3,P. Pierce makes 3-pt shot from 29 ft (assist by B. Beal)
3:12.0,A. Horford makes 2-pt shot from 18 ft (assist by D. Schroder),2,60-47,,
2:54.0,,,60-47,,R. Sessions misses 2-pt shot from 9 ft
2:53.0,,,60-47,,Offensive rebound by M. Gortat
2:53.0,Personal foul by J. Teague (drawn by M. Gortat),,60-47,,
2:53.0,Official timeout,,60-47,,
2:53.0,D. Carroll enters the game for M. Muscala,,60-47,,
2:53.0,P. Millsap enters the game for J. Teague,,60-47,,
2:48.0,,,60-47,,Shooting foul by A. Horford (drawn by B. Beal)
2:48.0,,,60-48,1,B. Beal makes free throw 1 of 2
2:48.0,,,60-49,1,B. Beal makes free throw 2 of 2
2:34.0,P. Millsap makes 2-pt shot from 10 ft (assist by D. Schroder),2,62-49,,
2:17.0,,,62-51,2,B. Beal makes 2-pt shot from 3 ft
2:00.0,Turnover by P. Millsap (bad pass),,62-51,,
1:52.0,,,62-51,,Shooting foul by P. Millsap (drawn by M. Gortat)
1:52.0,,,62-51,,M. Gortat misses free throw 1 of 2
1:52.0,,,62-51,,Offensive rebound by Team
1:52.0,J. Teague enters the game for D. Schroder,,62-51,,
1:52.0,,,62-52,1,M. Gortat makes free throw 2 of 2
1:31.0,J. Teague misses 3-pt shot from 29 ft,,62-52,,
1:30.0,Offensive rebound by A. Horford,,62-52,,
1:27.0,D. Carroll makes 3-pt shot from 25 ft (assist by A. Horford),3,65-52,,
1:02.0,,,65-55,3,O. Porter makes 3-pt shot from 23 ft (assist by R. Sessions)
0:54.0,J. Teague misses 2-pt shot from 1 ft,,65-55,,
0:53.0,Offensive rebound by D. Carroll,,65-55,,
0:50.0,Offensive foul by D. Carroll,,65-55,,
0:50.0,Turnover by D. Carroll (offensive foul),,65-55,,
0:50.0,D. Schroder enters the game for D. Carroll,,65-55,,
0:50.0,M. Muscala enters the game for P. Millsap,,65-55,,
0:35.0,,,65-55,,Turnover by B. Beal (traveling)
0:35.0,P. Millsap enters the game for M. Muscala,,65-55,,
0:28.0,P. Millsap misses 2-pt shot from 2 ft,,65-55,,
0:26.0,,,65-55,,Defensive rebound by M. Gortat
0:05.0,,,65-55,,B. Beal misses 2-pt shot at rim (block by A. Horford)
0:03.0,Defensive rebound by A. Horford,,65-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by K. Korver (lost ball; steal by B. Beal),,65-55,,
11:45.0,Loose ball foul by K. Korver (drawn by B. Beal),,65-55,,
11:21.0,,,65-55,,M. Gortat misses 2-pt shot from 11 ft
11:20.0,Defensive rebound by K. Korver,,65-55,,
11:03.0,Turnover by P. Millsap (bad pass; steal by R. Sessions),,65-55,,
10:52.0,,,65-55,,Shooting foul by P. Millsap (drawn by B. Beal)
10:52.0,,,65-56,1,B. Beal makes free throw 1 of 2
10:52.0,,,65-57,1,B. Beal makes free throw 2 of 2
10:37.0,A. Horford misses 2-pt shot from 11 ft,,65-57,,
10:36.0,,,65-57,,Defensive rebound by R. Sessions
10:30.0,,,65-57,,R. Sessions misses 2-pt shot from 2 ft
10:28.0,,,65-57,,Offensive rebound by N. Hilario
10:19.0,,,65-57,,B. Beal misses 3-pt shot from 26 ft
10:18.0,,,65-57,,Offensive rebound by Team
10:18.0,Loose ball foul by P. Millsap (drawn by M. Gortat),,65-57,,
10:12.0,,,65-59,2,P. Pierce makes 2-pt shot from 13 ft
9:54.0,D. Carroll misses 3-pt shot from 24 ft (block by P. Pierce),,65-59,,
9:52.0,,,65-59,,Defensive rebound by B. Beal
9:47.0,,,65-62,3,B. Beal makes 3-pt shot from 26 ft
9:46.0,Atlanta full timeout,,65-62,,
9:46.0,P. Antic enters the game for P. Millsap,,65-62,,
9:23.0,A. Horford misses 2-pt shot from 14 ft,,65-62,,
9:22.0,Offensive rebound by Team,,65-62,,
9:16.0,Turnover by K. Korver (lost ball),,65-62,,
9:09.0,,,65-64,2,P. Pierce makes 2-pt shot from 1 ft (assist by R. Sessions)
9:00.0,J. Teague makes 2-pt shot from 1 ft,2,67-64,,
8:53.0,,,67-64,,Offensive foul by M. Gortat
8:53.0,,,67-64,,Turnover by M. Gortat (offensive foul)
8:41.0,J. Teague misses 2-pt shot from 14 ft,,67-64,,
8:41.0,Offensive rebound by Team,,67-64,,
8:35.0,K. Korver misses 3-pt shot from 25 ft,,67-64,,
8:34.0,,,67-64,,Defensive rebound by P. Pierce
8:17.0,,,67-64,,N. Hilario misses 2-pt shot from 19 ft
8:16.0,,,67-64,,Offensive rebound by R. Sessions
8:06.0,,,67-64,,R. Sessions misses 2-pt shot from 10 ft
8:05.0,Defensive rebound by P. Antic,,67-64,,
7:57.0,P. Antic makes 3-pt shot from 28 ft (assist by J. Teague),3,70-64,,
7:41.0,Personal foul by P. Antic (drawn by N. Hilario),,70-64,,
7:33.0,,,70-64,,B. Beal misses 3-pt shot from 25 ft
7:32.0,,,70-64,,Offensive rebound by N. Hilario
7:30.0,,,70-66,2,N. Hilario makes 2-pt shot at rim
7:18.0,P. Antic makes 2-pt shot from 2 ft (assist by A. Horford),2,72-66,,
6:56.0,,,72-66,,B. Beal misses 2-pt shot from 3 ft
6:55.0,Defensive rebound by A. Horford,,72-66,,
6:54.0,,,72-66,,Personal foul by N. Hilario (drawn by J. Teague)
6:48.0,J. Teague misses 2-pt shot from 15 ft,,72-66,,
6:47.0,Offensive rebound by J. Teague,,72-66,,
6:46.0,J. Teague makes 2-pt shot from 8 ft,2,74-66,,
6:26.0,,,74-66,,N. Hilario misses 2-pt shot from 15 ft
6:25.0,Defensive rebound by D. Carroll,,74-66,,
6:12.0,D. Carroll misses 2-pt shot from 11 ft,,74-66,,
6:11.0,,,74-66,,Defensive rebound by B. Beal
6:07.0,Personal foul by P. Antic (drawn by P. Pierce),,74-66,,
6:07.0,,,74-66,,P. Pierce misses free throw 1 of 2
6:07.0,,,74-66,,Offensive rebound by Team
6:07.0,,,74-66,,D. Gooden enters the game for N. Hilario
6:07.0,K. Bazemore enters the game for K. Korver,,74-66,,
6:07.0,,,74-67,1,P. Pierce makes free throw 2 of 2
5:54.0,A. Horford makes 2-pt shot from 17 ft (assist by J. Teague),2,76-67,,
5:41.0,,,76-67,,Turnover by D. Gooden (bad pass)
5:40.0,,,76-67,,Loose ball foul by P. Pierce (drawn by D. Carroll)
5:37.0,J. Teague misses 2-pt shot from 2 ft (block by D. Gooden),,76-67,,
5:35.0,,,76-67,,Defensive rebound by D. Gooden
5:25.0,,,76-70,3,P. Pierce makes 3-pt shot from 27 ft (assist by D. Gooden)
5:08.0,Offensive foul by A. Horford,,76-70,,
5:08.0,Turnover by A. Horford (offensive foul),,76-70,,
5:08.0,D. Schroder enters the game for J. Teague,,76-70,,
4:53.0,,,76-70,,R. Sessions misses 2-pt shot from 3 ft
4:53.0,Defensive rebound by Team,,76-70,,
4:53.0,,,76-70,,Loose ball foul by M. Gortat (drawn by P. Antic)
4:41.0,A. Horford makes 2-pt shot from 15 ft (assist by D. Schroder),2,78-70,,
4:12.0,,,78-70,,D. Gooden misses 2-pt shot from 11 ft
4:11.0,,,78-70,,Offensive rebound by B. Beal
4:08.0,,,78-70,,B. Beal misses 2-pt shot from 1 ft
4:07.0,Defensive rebound by D. Schroder,,78-70,,
4:05.0,Turnover by D. Schroder (bad pass),,78-70,,
4:05.0,,,78-70,,Washington full timeout
3:44.0,,,78-72,2,R. Sessions makes 2-pt shot from 2 ft
3:20.0,K. Bazemore makes 3-pt shot from 26 ft (assist by P. Antic),3,81-72,,
2:54.0,,,81-72,,D. Gooden misses 2-pt shot from 17 ft
2:53.0,Defensive rebound by D. Carroll,,81-72,,
2:38.0,P. Antic misses 3-pt shot from 30 ft,,81-72,,
2:37.0,,,81-72,,Defensive rebound by P. Pierce
2:29.0,,,81-72,,D. Gooden misses 3-pt shot from 27 ft
2:28.0,Defensive rebound by Team,,81-72,,
2:28.0,,,81-72,,Loose ball foul by M. Gortat (drawn by P. Antic)
2:28.0,,,81-72,,O. Porter enters the game for P. Pierce
2:12.0,D. Carroll misses 3-pt shot from 26 ft,,81-72,,
2:11.0,,,81-72,,Defensive rebound by R. Sessions
2:08.0,Personal foul by K. Bazemore (drawn by B. Beal),,81-72,,
2:08.0,,,81-72,,B. Beal misses free throw 1 of 2
2:08.0,,,81-72,,Offensive rebound by Team
2:08.0,M. Muscala enters the game for P. Antic,,81-72,,
2:08.0,K. Korver enters the game for D. Carroll,,81-72,,
2:08.0,,,81-73,1,B. Beal makes free throw 2 of 2
1:54.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,83-73,,
1:36.0,,,83-73,,R. Sessions misses 2-pt shot from 4 ft
1:35.0,Defensive rebound by M. Muscala,,83-73,,
1:14.0,M. Muscala misses 2-pt shot at rim,,83-73,,
1:13.0,Offensive rebound by M. Muscala,,83-73,,
0:59.0,A. Horford misses 2-pt shot from 18 ft,,83-73,,
0:58.0,,,83-73,,Defensive rebound by Team
0:57.0,,,83-73,,G. Temple enters the game for B. Beal
0:41.0,,,83-73,,M. Gortat misses 2-pt shot from 6 ft
0:40.0,Defensive rebound by K. Bazemore,,83-73,,
0:29.0,D. Schroder misses 2-pt shot from 5 ft,,83-73,,
0:28.0,,,83-73,,Defensive rebound by M. Gortat
0:23.0,,,83-75,2,R. Sessions makes 2-pt shot from 1 ft
0:03.0,Shooting foul by G. Temple (drawn by D. Schroder),,83-75,,
0:03.0,D. Schroder makes free throw 1 of 2,1,84-75,,
0:03.0,P. Antic enters the game for A. Horford,,84-75,,
0:03.0,D. Schroder makes free throw 2 of 2,1,85-75,,
0:01.0,,,85-75,,R. Sessions misses 3-pt shot from 35 ft
0:00.0,,,85-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:55.0,,,85-75,,Turnover by W. Bynum (lost ball)
11:48.0,M. Muscala makes 2-pt shot at rim (assist by K. Korver),2,87-75,,
11:29.0,,,87-77,2,B. Beal makes 2-pt shot at rim
11:11.0,M. Muscala misses 3-pt shot from 24 ft,,87-77,,
11:10.0,Offensive rebound by P. Millsap,,87-77,,
11:05.0,D. Schroder misses 3-pt shot from 23 ft,,87-77,,
11:04.0,,,87-77,,Defensive rebound by D. Gooden
10:54.0,Personal foul by M. Muscala (drawn by N. Hilario),,87-77,,
10:54.0,J. Teague enters the game for K. Bazemore,,87-77,,
10:41.0,,,87-79,2,N. Hilario makes 2-pt shot from 3 ft
10:26.0,J. Teague makes 2-pt shot from 2 ft,2,89-79,,
10:12.0,,,89-79,,B. Beal misses 2-pt shot from 17 ft
10:10.0,,,89-79,,Offensive rebound by Team
9:57.0,,,89-81,2,B. Beal makes 2-pt shot from 3 ft
9:57.0,,,89-81,,Shooting foul by P. Millsap (drawn by B. Beal)
9:57.0,A. Horford enters the game for P. Millsap,,89-81,,
9:57.0,,,89-82,1,B. Beal makes free throw 1 of 1
9:45.0,Turnover by A. Horford (lost ball),,89-82,,
9:29.0,,,89-82,,Turnover by D. Gooden (offensive goaltending)
9:11.0,A. Horford misses 2-pt shot from 7 ft,,89-82,,
9:10.0,,,89-82,,Defensive rebound by D. Gooden
9:04.0,,,89-82,,W. Bynum misses 2-pt shot at rim (block by K. Korver)
9:01.0,Defensive rebound by A. Horford,,89-82,,
8:50.0,D. Schroder misses 2-pt shot from 4 ft,,89-82,,
8:49.0,,,89-82,,Defensive rebound by N. Hilario
8:44.0,,,89-84,2,W. Bynum makes 2-pt shot from 1 ft
8:27.0,,,89-84,,Violation by N. Hilario (kicked ball)
8:27.0,Official timeout,,89-84,,
8:25.0,Turnover by D. Schroder (lost ball; steal by B. Beal),,89-84,,
8:20.0,,,89-84,,B. Beal misses 2-pt shot from 1 ft
8:19.0,,,89-84,,Offensive rebound by W. Bynum
8:17.0,,,89-84,,Turnover by W. Bynum (bad pass)
8:03.0,D. Schroder makes 3-pt shot from 23 ft (assist by J. Teague),3,92-84,,
7:40.0,,,92-84,,D. Gooden misses 3-pt shot from 27 ft (block by A. Horford)
7:38.0,Defensive rebound by K. Korver,,92-84,,
7:34.0,Turnover by K. Korver (bad pass; steal by B. Beal),,92-84,,
7:31.0,,,92-86,2,B. Beal makes 2-pt shot from 1 ft
7:15.0,A. Horford misses 2-pt shot from 21 ft,,92-86,,
7:13.0,,,92-86,,Defensive rebound by W. Bynum
7:01.0,,,92-86,,O. Porter misses 3-pt shot from 26 ft
7:00.0,Defensive rebound by D. Schroder,,92-86,,
6:45.0,J. Teague makes 2-pt shot from 5 ft,2,94-86,,
6:45.0,Shooting foul by N. Hilario (drawn by J. Teague),,94-86,,
6:45.0,P. Millsap enters the game for A. Horford,,94-86,,
6:45.0,,,94-86,,P. Pierce enters the game for D. Gooden
6:45.0,D. Carroll enters the game for K. Korver,,94-86,,
6:45.0,J. Teague makes free throw 1 of 1,1,95-86,,
6:33.0,,,95-88,2,W. Bynum makes 2-pt shot from 2 ft
6:09.0,J. Teague misses 2-pt shot from 5 ft (block by W. Bynum),,95-88,,
6:07.0,Offensive rebound by J. Teague,,95-88,,
6:05.0,J. Teague misses 2-pt shot from 3 ft (block by P. Pierce),,95-88,,
6:04.0,,,95-88,,Defensive rebound by O. Porter
6:03.0,,,95-88,,Turnover by O. Porter (bad pass; steal by J. Teague)
6:03.0,Shooting foul by W. Bynum (drawn by J. Teague),,95-88,,
6:03.0,J. Teague makes free throw 1 of 2,1,96-88,,
6:03.0,K. Bazemore enters the game for P. Millsap,,96-88,,
6:03.0,,,96-88,,Washington full timeout
6:03.0,A. Horford enters the game for K. Bazemore,,96-88,,
6:03.0,J. Teague makes free throw 2 of 2,1,97-88,,
5:52.0,Personal foul by D. Schroder (drawn by B. Beal),,97-88,,
5:45.0,,,97-90,2,B. Beal makes 2-pt shot from 20 ft (assist by N. Hilario)
5:27.0,A. Horford misses 2-pt shot from 19 ft,,97-90,,
5:26.0,,,97-90,,Defensive rebound by O. Porter
5:18.0,,,97-90,,P. Pierce misses 3-pt shot from 26 ft
5:17.0,,,97-90,,Offensive rebound by Team
5:16.0,P. Millsap enters the game for M. Muscala,,97-90,,
5:10.0,,,97-90,,Turnover by W. Bynum (lost ball; steal by J. Teague)
5:10.0,Turnover by A. Horford (discontinued dribble),,97-90,,
5:10.0,K. Korver enters the game for J. Teague,,97-90,,
5:10.0,,,97-90,,M. Gortat enters the game for N. Hilario
4:59.0,,,97-90,,P. Pierce misses 2-pt shot from 9 ft
4:58.0,,,97-90,,Offensive rebound by M. Gortat
4:56.0,,,97-90,,M. Gortat misses 2-pt shot from 3 ft
4:55.0,Defensive rebound by A. Horford,,97-90,,
4:49.0,P. Millsap misses 2-pt shot from 6 ft,,97-90,,
4:48.0,,,97-90,,Defensive rebound by B. Beal
4:42.0,,,97-90,,B. Beal misses 2-pt shot from 4 ft
4:40.0,,,97-90,,Offensive rebound by W. Bynum
4:36.0,,,97-90,,O. Porter misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by Team,,97-90,,
4:36.0,,,97-90,,Loose ball foul by M. Gortat (drawn by A. Horford)
4:36.0,,,97-90,,R. Sessions enters the game for W. Bynum
4:26.0,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder),2,99-90,,
4:07.0,,,99-92,2,B. Beal makes 2-pt shot from 9 ft
3:49.0,D. Schroder misses 2-pt shot from 20 ft,,99-92,,
3:48.0,Offensive rebound by D. Schroder,,99-92,,
3:40.0,P. Millsap makes 2-pt shot from 2 ft (assist by A. Horford),2,101-92,,
3:18.0,,,101-92,,R. Sessions misses 2-pt shot from 3 ft
3:17.0,,,101-92,,Offensive rebound by M. Gortat
3:16.0,,,101-94,2,M. Gortat makes 2-pt shot at rim
3:09.0,Atlanta full timeout,,101-94,,
3:09.0,,,101-94,,N. Hilario enters the game for M. Gortat
2:54.0,Shooting foul by R. Sessions (drawn by D. Schroder),,101-94,,
2:54.0,D. Schroder misses free throw 1 of 2,,101-94,,
2:54.0,Offensive rebound by Team,,101-94,,
