time,Indiana,pts.away,score,pts.home,Sacramento
0:58.0,,,18-30,2,C. Landry makes 2-pt shot from 19 ft (assist by D. Collison)
0:45.0,Turnover by C. Miles (bad pass; steal by D. Collison),,18-30,,
0:42.0,,,18-32,2,D. Collison makes 2-pt shot from 2 ft
0:25.0,I. Mahinmi makes 2-pt shot at rim,2,20-32,,
0:03.0,,,20-32,,Shooting foul by L. Scola (drawn by O. Casspi)
0:03.0,,,20-33,1,O. Casspi makes free throw 1 of 2
0:03.0,,,20-33,,R. Sessions enters the game for D. Collison
0:03.0,C. Copeland enters the game for L. Scola,,20-33,,
0:03.0,,,20-33,,D. Williams enters the game for J. Thompson
0:03.0,,,20-34,1,O. Casspi makes free throw 2 of 2
0:00.0,C. Watson misses 3-pt shot from 40 ft,,20-34,,
0:00.0,Offensive rebound by Team,,20-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,C. Watson misses 2-pt shot from 1 ft,,20-34,,
11:45.0,,,20-34,,Defensive rebound by R. Evans
11:33.0,,,20-34,,R. Evans misses 2-pt shot from 4 ft
11:32.0,Defensive rebound by L. Scola,,20-34,,
11:23.0,D. Rudez makes 2-pt shot from 19 ft (assist by C. Watson),2,22-34,,
11:07.0,,,22-34,,N. Stauskas misses 3-pt shot from 23 ft
11:06.0,,,22-34,,Offensive rebound by Team
11:06.0,Personal foul by D. Rudez (drawn by O. Casspi),,22-34,,
11:00.0,,,22-34,,Shooting foul by I. Mahinmi (drawn by R. Sessions)
11:00.0,,,22-36,2,R. Sessions makes 2-pt shot from 7 ft (assist by R. Evans)
11:00.0,,,22-36,,R. Sessions misses free throw 1 of 1
10:59.0,Defensive rebound by L. Scola,,22-36,,
10:42.0,L. Scola misses 2-pt shot from 7 ft,,22-36,,
10:41.0,,,22-36,,Defensive rebound by R. Sessions
10:23.0,,,22-36,,C. Landry misses 2-pt shot from 7 ft
10:23.0,,,22-36,,Offensive rebound by Team
10:23.0,Loose ball foul by I. Mahinmi (drawn by R. Evans),,22-36,,
10:19.0,,,22-36,,Turnover by O. Casspi (traveling)
10:05.0,Shooting foul by C. Landry (drawn by L. Scola),,22-36,,
10:05.0,L. Scola makes free throw 1 of 2,1,23-36,,
10:05.0,L. Scola makes free throw 2 of 2,1,24-36,,
9:52.0,,,24-36,,R. Sessions misses 2-pt shot from 11 ft
9:51.0,Defensive rebound by I. Mahinmi,,24-36,,
9:39.0,C. Miles misses 2-pt shot from 15 ft,,24-36,,
9:38.0,,,24-36,,Defensive rebound by R. Evans
9:23.0,,,24-36,,O. Casspi misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by C. Miles,,24-36,,
9:12.0,L. Scola misses 2-pt shot from 16 ft,,24-36,,
9:11.0,,,24-36,,Defensive rebound by O. Casspi
9:02.0,,,24-36,,N. Stauskas misses 2-pt shot from 17 ft (block by C. Miles)
9:00.0,Defensive rebound by C. Miles,,24-36,,
8:58.0,Shooting foul by N. Stauskas (drawn by C. Miles),,24-36,,
8:58.0,Official timeout,,24-36,,
8:58.0,C. Miles makes free throw 1 of 2,1,25-36,,
8:58.0,C. Miles makes free throw 2 of 2,1,26-36,,
8:38.0,,,26-36,,N. Stauskas misses 3-pt shot from 23 ft
8:37.0,Defensive rebound by C. Miles,,26-36,,
8:24.0,C. Miles misses 3-pt shot from 24 ft,,26-36,,
8:22.0,Offensive rebound by L. Scola,,26-36,,
8:22.0,I. Mahinmi misses 2-pt shot from 3 ft,,26-36,,
8:20.0,Offensive rebound by L. Scola,,26-36,,
8:19.0,L. Scola makes 2-pt shot from 2 ft,2,28-36,,
8:02.0,,,28-36,,Turnover by R. Evans (bad pass; steal by I. Mahinmi)
7:58.0,L. Scola misses 2-pt shot from 2 ft,,28-36,,
7:57.0,,,28-36,,Defensive rebound by R. Evans
7:56.0,,,28-36,,Sacramento full timeout
7:56.0,,,28-36,,B. McLemore enters the game for N. Stauskas
7:43.0,,,28-38,2,C. Landry makes 2-pt shot from 10 ft (assist by R. Sessions)
7:25.0,L. Scola misses 2-pt shot from 19 ft,,28-38,,
7:24.0,,,28-38,,Defensive rebound by C. Landry
7:12.0,,,28-40,2,C. Landry makes 2-pt shot from 15 ft
6:50.0,C. Miles makes 2-pt shot from 18 ft (assist by I. Mahinmi),2,30-40,,
6:31.0,,,30-40,,R. Evans misses 2-pt shot from 3 ft (block by I. Mahinmi)
6:30.0,Defensive rebound by I. Mahinmi,,30-40,,
6:24.0,D. Rudez makes 3-pt shot from 23 ft (assist by C. Watson),3,33-40,,
6:09.0,,,33-40,,Turnover by R. Sessions (bad pass; steal by C. Miles)
6:05.0,C. Miles makes 2-pt shot from 1 ft,2,35-40,,
5:45.0,,,35-40,,R. Sessions misses 2-pt shot from 12 ft
5:45.0,,,35-40,,Offensive rebound by C. Landry
5:45.0,,,35-40,,Shooting foul by C. Watson (drawn by C. Landry)
5:45.0,,,35-41,1,C. Landry makes free throw 1 of 2
5:45.0,R. Stuckey enters the game for C. Watson,,35-41,,
5:45.0,R. Hibbert enters the game for I. Mahinmi,,35-41,,
5:45.0,,,35-41,,D. Collison enters the game for O. Casspi
5:45.0,,,35-41,,J. Thompson enters the game for R. Sessions
5:45.0,,,35-41,,R. Gay enters the game for R. Evans
5:45.0,,,35-42,1,C. Landry makes free throw 2 of 2
5:28.0,D. Rudez makes 3-pt shot from 25 ft (assist by R. Stuckey),3,38-42,,
5:04.0,,,38-42,,R. Gay misses 2-pt shot from 13 ft
5:03.0,,,38-42,,Offensive rebound by R. Gay
5:02.0,,,38-42,,R. Gay misses 2-pt shot from 2 ft
5:01.0,Defensive rebound by L. Scola,,38-42,,
4:56.0,L. Scola makes 2-pt shot from 2 ft (assist by R. Stuckey),2,40-42,,
4:56.0,,,40-42,,Sacramento full timeout
4:40.0,,,40-44,2,R. Gay makes 2-pt shot from 15 ft
4:18.0,L. Scola misses 2-pt shot from 6 ft,,40-44,,
4:17.0,,,40-44,,Defensive rebound by J. Thompson
3:58.0,,,40-46,2,J. Thompson makes 2-pt shot from 5 ft (assist by D. Collison)
3:38.0,R. Hibbert misses 2-pt shot from 15 ft,,40-46,,
3:38.0,Offensive rebound by L. Scola,,40-46,,
3:38.0,L. Scola makes 2-pt shot from 6 ft,2,42-46,,
3:38.0,Shooting foul by C. Landry (drawn by L. Scola),,42-46,,
3:38.0,L. Scola makes free throw 1 of 1,1,43-46,,
3:24.0,,,43-48,2,D. Collison makes 2-pt shot from 15 ft
3:10.0,D. Rudez makes 2-pt shot from 2 ft (assist by L. Scola),2,45-48,,
3:01.0,Personal foul by C. Miles (drawn by B. McLemore),,45-48,,
3:01.0,,,45-49,1,B. McLemore makes free throw 1 of 2
3:01.0,D. West enters the game for L. Scola,,45-49,,
3:01.0,S. Hill enters the game for C. Miles,,45-49,,
3:01.0,,,45-49,,B. McLemore misses free throw 2 of 2
2:59.0,Defensive rebound by D. West,,45-49,,
2:36.0,R. Stuckey misses 2-pt shot from 8 ft,,45-49,,
2:35.0,,,45-49,,Defensive rebound by D. Collison
2:25.0,,,45-51,2,D. Collison makes 2-pt shot from 17 ft
2:08.0,S. Hill misses 3-pt shot from 23 ft,,45-51,,
2:07.0,,,45-51,,Defensive rebound by D. Collison
2:01.0,,,45-51,,Shooting foul by R. Stuckey (drawn by D. Collison)
2:01.0,,,45-52,1,D. Collison makes free throw 1 of 2
2:01.0,C. Watson enters the game for R. Stuckey,,45-52,,
2:01.0,,,45-52,,D. Collison misses free throw 2 of 2
2:00.0,Defensive rebound by R. Hibbert,,45-52,,
1:37.0,S. Hill misses 3-pt shot from 24 ft,,45-52,,
1:37.0,Offensive rebound by Team,,45-52,,
1:37.0,Turnover by Team (shot clock),,45-52,,
1:25.0,,,45-52,,C. Landry misses 2-pt shot from 14 ft
1:24.0,Defensive rebound by D. Rudez,,45-52,,
1:09.0,R. Hibbert misses 2-pt shot from 11 ft,,45-52,,
1:09.0,,,45-52,,Defensive rebound by Team
0:58.0,,,45-52,,J. Thompson misses 2-pt shot from 18 ft
0:57.0,,,45-52,,Offensive rebound by C. Landry
0:57.0,,,45-52,,Shooting foul by D. West (drawn by C. Landry)
0:57.0,,,45-53,1,C. Landry makes free throw 1 of 2
0:57.0,,,45-54,1,C. Landry makes free throw 2 of 2
0:57.0,Indiana full timeout,,45-54,,
0:57.0,,,45-54,,R. Hollins enters the game for C. Landry
0:32.0,D. West misses 2-pt shot from 12 ft,,45-54,,
0:31.0,,,45-54,,Defensive rebound by B. McLemore
0:11.0,,,45-56,2,R. Gay makes 2-pt shot from 9 ft
0:07.0,,,45-56,,Personal take foul by D. Collison (drawn by C. Watson)
0:00.0,C. Watson misses 3-pt shot from 25 ft,,45-56,,
0:00.0,Offensive rebound by Team,,45-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,R. Hibbert misses 2-pt shot from 10 ft,,45-56,,
11:40.0,,,45-56,,Defensive rebound by R. Hollins
11:28.0,,,45-56,,Turnover by D. Collison (lost ball; steal by R. Stuckey)
11:27.0,,,45-56,,Personal foul by D. Collison (drawn by S. Hill)
11:14.0,S. Hill makes 2-pt shot from 2 ft (assist by R. Hibbert),2,47-56,,
11:01.0,Personal foul by C. Copeland (drawn by R. Gay),,47-56,,
10:55.0,,,47-58,2,R. Gay makes 2-pt shot from 16 ft
10:40.0,Shooting foul by J. Thompson (drawn by R. Stuckey),,47-58,,
10:40.0,R. Stuckey makes free throw 1 of 2,1,48-58,,
10:40.0,R. Stuckey makes free throw 2 of 2,1,49-58,,
10:22.0,,,49-60,2,B. McLemore makes 2-pt shot from 11 ft (assist by R. Gay)
10:05.0,R. Hibbert makes 2-pt shot from 6 ft,2,51-60,,
9:53.0,,,51-60,,B. McLemore misses 3-pt shot from 22 ft
9:53.0,Defensive rebound by R. Hibbert,,51-60,,
9:43.0,S. Hill misses 2-pt shot from 2 ft,,51-60,,
9:42.0,,,51-60,,Defensive rebound by D. Collison
9:34.0,,,51-62,2,R. Gay makes 2-pt shot from 7 ft
9:16.0,R. Hibbert misses 2-pt shot from 12 ft,,51-62,,
9:16.0,,,51-62,,Defensive rebound by J. Thompson
9:09.0,,,51-65,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Collison)
8:48.0,R. Hibbert misses 2-pt shot from 6 ft,,51-65,,
8:48.0,,,51-65,,Defensive rebound by Team
8:48.0,Loose ball foul by D. West (drawn by J. Thompson),,51-65,,
8:35.0,,,51-65,,B. McLemore misses 2-pt shot from 7 ft
8:34.0,Defensive rebound by D. West,,51-65,,
8:18.0,Turnover by D. West (lost ball; steal by J. Thompson),,51-65,,
8:11.0,,,51-65,,D. Collison misses 3-pt shot from 23 ft
8:10.0,,,51-65,,Offensive rebound by R. Hollins
8:08.0,,,51-65,,Turnover by R. Hollins (lost ball; steal by R. Stuckey)
8:05.0,Shooting foul by B. McLemore (drawn by R. Stuckey),,51-65,,
8:05.0,R. Stuckey makes free throw 1 of 2,1,52-65,,
8:05.0,R. Stuckey makes free throw 2 of 2,1,53-65,,
7:54.0,Personal foul by C. Copeland (drawn by R. Hollins),,53-65,,
7:47.0,,,53-67,2,R. Gay makes 2-pt shot from 9 ft
7:34.0,Shooting foul by R. Hollins (drawn by S. Hill),,53-67,,
7:34.0,S. Hill misses free throw 1 of 2,,53-67,,
7:34.0,Offensive rebound by Team,,53-67,,
7:34.0,S. Hill makes free throw 2 of 2,1,54-67,,
7:14.0,,,54-67,,D. Collison misses 2-pt shot from 17 ft
7:14.0,Defensive rebound by R. Stuckey,,54-67,,
7:08.0,C. Copeland misses 3-pt shot from 24 ft,,54-67,,
7:06.0,,,54-67,,Defensive rebound by J. Thompson
6:57.0,,,54-67,,Shooting foul by R. Hibbert (drawn by R. Hollins)
6:57.0,,,54-68,1,R. Hollins makes free throw 1 of 2
6:57.0,,,54-69,1,R. Hollins makes free throw 2 of 2
6:37.0,R. Hibbert makes 2-pt shot from 5 ft (assist by C. Copeland),2,56-69,,
6:17.0,,,56-69,,D. Collison misses 3-pt shot from 24 ft
6:15.0,,,56-69,,Offensive rebound by Team
6:11.0,Personal foul by R. Stuckey (drawn by D. Collison),,56-69,,
6:11.0,,,56-70,1,D. Collison makes free throw 1 of 2
6:11.0,C. Watson enters the game for R. Stuckey,,56-70,,
6:11.0,,,56-71,1,D. Collison makes free throw 2 of 2
5:54.0,R. Hibbert misses 2-pt shot from 12 ft,,56-71,,
5:54.0,Offensive rebound by Team,,56-71,,
5:54.0,,,56-71,,Personal foul by J. Thompson (drawn by D. West)
5:54.0,,,56-71,,Sacramento full timeout
5:54.0,D. West makes free throw 1 of 2,1,57-71,,
5:54.0,D. West makes free throw 2 of 2,1,58-71,,
5:34.0,,,58-71,,B. McLemore misses 2-pt shot from 17 ft
5:34.0,,,58-71,,Offensive rebound by Team
5:34.0,Loose ball foul by R. Hibbert (drawn by R. Hollins),,58-71,,
5:34.0,,,58-72,1,R. Hollins makes free throw 1 of 2
5:34.0,L. Allen enters the game for C. Copeland,,58-72,,
5:34.0,C. Miles enters the game for R. Hibbert,,58-72,,
5:34.0,,,58-73,1,R. Hollins makes free throw 2 of 2
5:13.0,C. Miles misses 2-pt shot from 17 ft,,58-73,,
5:13.0,,,58-73,,Defensive rebound by J. Thompson
5:03.0,Personal foul by S. Hill (drawn by R. Gay),,58-73,,
5:03.0,,,58-74,1,R. Gay makes free throw 1 of 2
5:03.0,,,58-75,1,R. Gay makes free throw 2 of 2
4:50.0,D. West makes 2-pt shot from 15 ft (assist by S. Hill),2,60-75,,
4:39.0,Personal foul by S. Hill (drawn by J. Thompson),,60-75,,
4:39.0,Indiana full timeout,,60-75,,
4:39.0,,,60-75,,J. Thompson misses free throw 1 of 2
4:39.0,,,60-75,,Offensive rebound by Team
4:39.0,,,60-76,1,J. Thompson makes free throw 2 of 2
4:27.0,S. Hill makes 2-pt shot at rim,2,62-76,,
4:04.0,,,62-76,,R. Gay misses 2-pt shot from 14 ft
4:04.0,Defensive rebound by D. West,,62-76,,
3:45.0,C. Watson makes 2-pt shot from 12 ft (assist by S. Hill),2,64-76,,
3:34.0,,,64-76,,Shooting foul by C. Miles (drawn by R. Hollins)
3:34.0,,,64-76,,R. Hollins misses free throw 1 of 2
3:34.0,,,64-76,,Offensive rebound by Team
3:34.0,,,64-76,,R. Hollins misses free throw 2 of 2
3:33.0,Defensive rebound by C. Watson,,64-76,,
3:12.0,D. West makes 2-pt shot from 7 ft,2,66-76,,
3:03.0,,,66-78,2,D. Collison makes 2-pt shot from 2 ft
2:50.0,,,66-78,,Personal foul by J. Thompson (drawn by D. West)
2:50.0,D. West makes free throw 1 of 2,1,67-78,,
2:50.0,,,67-78,,C. Landry enters the game for R. Gay
2:50.0,,,67-78,,O. Casspi enters the game for R. Hollins
2:50.0,D. West makes free throw 2 of 2,1,68-78,,
2:25.0,,,68-78,,J. Thompson misses 2-pt shot from 7 ft
2:24.0,Defensive rebound by L. Allen,,68-78,,
2:16.0,S. Hill misses 3-pt shot from 24 ft,,68-78,,
2:15.0,,,68-78,,Defensive rebound by J. Thompson
2:07.0,Violation by S. Hill (kicked ball),,68-78,,
2:07.0,,,68-78,,R. Evans enters the game for J. Thompson
2:07.0,L. Scola enters the game for D. West,,68-78,,
2:00.0,,,68-78,,D. Collison misses 2-pt shot from 19 ft
2:00.0,Defensive rebound by L. Scola,,68-78,,
1:43.0,S. Hill misses 2-pt shot from 7 ft,,68-78,,
1:42.0,,,68-78,,Defensive rebound by R. Evans
1:33.0,,,68-78,,Turnover by D. Collison (bad pass; steal by S. Hill)
1:30.0,,,68-78,,Personal foul by D. Collison (drawn by S. Hill)
1:30.0,S. Hill makes free throw 1 of 2,1,69-78,,
1:30.0,,,69-78,,R. Sessions enters the game for D. Collison
1:30.0,S. Hill misses free throw 2 of 2,,69-78,,
1:29.0,,,69-78,,Defensive rebound by C. Landry
1:14.0,,,69-78,,C. Landry misses 2-pt shot from 6 ft
1:13.0,Defensive rebound by C. Watson,,69-78,,
1:06.0,C. Watson misses 3-pt shot from 24 ft,,69-78,,
1:05.0,,,69-78,,Defensive rebound by R. Evans
0:54.0,,,69-80,2,O. Casspi makes 2-pt shot from 6 ft (assist by R. Sessions)
0:37.0,L. Scola misses 2-pt shot from 5 ft,,69-80,,
0:37.0,,,69-80,,Defensive rebound by Team
0:37.0,Loose ball foul by L. Allen (drawn by R. Evans),,69-80,,
0:37.0,,,69-80,,R. Evans misses free throw 1 of 2
0:37.0,,,69-80,,Offensive rebound by Team
0:37.0,D. Rudez enters the game for S. Hill,,69-80,,
0:37.0,,,69-80,,R. Evans misses free throw 2 of 2
0:36.0,Defensive rebound by L. Scola,,69-80,,
0:23.0,D. Rudez misses 3-pt shot from 25 ft,,69-80,,
0:22.0,Offensive rebound by Team,,69-80,,
0:06.0,C. Watson makes 2-pt shot from 3 ft,2,71-80,,
0:06.0,Shooting foul by C. Landry (drawn by C. Watson),,71-80,,
0:06.0,S. Hill enters the game for D. Rudez,,71-80,,
0:06.0,C. Watson makes free throw 1 of 1,1,72-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,72-82,2,O. Casspi makes 2-pt shot from 9 ft
11:16.0,C. Miles misses 3-pt shot from 23 ft,,72-82,,
11:15.0,,,72-82,,Defensive rebound by O. Casspi
11:11.0,,,72-82,,Shooting foul by C. Watson (drawn by R. Sessions)
11:11.0,,,72-82,,R. Sessions misses free throw 1 of 2
11:11.0,,,72-82,,Offensive rebound by Team
11:11.0,,,72-83,1,R. Sessions makes free throw 2 of 2
10:54.0,L. Scola makes 2-pt shot from 13 ft (assist by C. Miles),2,74-83,,
10:39.0,,,74-85,2,R. Sessions makes 2-pt shot from 8 ft
10:30.0,L. Scola misses 2-pt shot from 19 ft,,74-85,,
10:30.0,,,74-85,,Defensive rebound by Team
10:30.0,Loose ball foul by L. Allen (drawn by R. Sessions),,74-85,,
10:16.0,,,74-87,2,C. Landry makes 2-pt shot from 18 ft
9:59.0,L. Allen makes 2-pt shot at rim (assist by D. Rudez),2,76-87,,
9:32.0,,,76-87,,B. McLemore misses 3-pt shot from 25 ft
9:31.0,,,76-87,,Offensive rebound by C. Landry
9:18.0,,,76-87,,Turnover by O. Casspi (lost ball; steal by L. Scola)
9:08.0,C. Miles misses 3-pt shot from 24 ft,,76-87,,
9:08.0,,,76-87,,Defensive rebound by Team
9:08.0,Loose ball foul by L. Scola (drawn by O. Casspi),,76-87,,
9:01.0,Personal foul by L. Allen (drawn by C. Landry),,76-87,,
8:52.0,,,76-87,,R. Sessions misses 2-pt shot from 4 ft
8:51.0,,,76-87,,Offensive rebound by R. Evans
8:42.0,Official timeout,,76-87,,
8:42.0,R. Hibbert enters the game for L. Scola,,76-87,,
8:35.0,,,76-87,,C. Landry misses 2-pt shot from 19 ft
8:34.0,Defensive rebound by R. Hibbert,,76-87,,
8:13.0,C. Miles misses 2-pt shot from 15 ft,,76-87,,
8:12.0,,,76-87,,Defensive rebound by C. Landry
7:56.0,,,76-87,,O. Casspi misses 2-pt shot from 5 ft
7:55.0,Defensive rebound by L. Allen,,76-87,,
7:46.0,D. Rudez misses 3-pt shot from 25 ft,,76-87,,
7:46.0,,,76-87,,Defensive rebound by R. Sessions
7:30.0,Personal foul by C. Miles (drawn by R. Sessions),,76-87,,
7:30.0,,,76-87,,R. Sessions misses free throw 1 of 2
7:30.0,,,76-87,,Offensive rebound by Team
7:30.0,S. Hill enters the game for C. Miles,,76-87,,
7:30.0,R. Stuckey enters the game for C. Watson,,76-87,,
7:30.0,,,76-88,1,R. Sessions makes free throw 2 of 2
7:17.0,,,76-88,,Personal foul by C. Landry (drawn by L. Allen)
7:02.0,R. Stuckey makes 3-pt shot from 25 ft,3,79-88,,
6:43.0,,,79-88,,Turnover by C. Landry (bad pass)
6:25.0,D. Rudez misses 2-pt shot from 20 ft,,79-88,,
6:24.0,,,79-88,,Defensive rebound by O. Casspi
6:19.0,,,79-88,,Turnover by O. Casspi (bad pass; steal by R. Stuckey)
6:16.0,,,79-88,,Personal foul by R. Sessions (drawn by R. Stuckey)
6:16.0,,,79-88,,D. Collison enters the game for O. Casspi
6:16.0,,,79-88,,R. Gay enters the game for R. Sessions
6:05.0,L. Allen makes 2-pt shot from 3 ft,2,81-88,,
6:05.0,Shooting foul by C. Landry (drawn by L. Allen),,81-88,,
6:05.0,,,81-88,,J. Thompson enters the game for C. Landry
6:05.0,L. Allen makes free throw 1 of 1,1,82-88,,
5:50.0,,,82-90,2,B. McLemore makes 2-pt shot from 14 ft (assist by R. Gay)
5:33.0,R. Hibbert misses 2-pt shot from 17 ft,,82-90,,
