time,Golden State,pts.away,score,pts.home,Portland
8:23.0,,,7-7,2,R. Lopez makes 2-pt shot at rim (assist by N. Batum)
8:11.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut),2,9-7,,
7:54.0,,,9-7,,D. Lillard misses 2-pt shot from 3 ft (block by A. Bogut)
7:52.0,Defensive rebound by D. Green,,9-7,,
7:44.0,S. Curry makes 2-pt shot from 14 ft,2,11-7,,
7:24.0,,,11-7,,Turnover by W. Matthews (lost ball; steal by K. Thompson)
7:18.0,K. Thompson makes 2-pt shot at rim,2,13-7,,
7:17.0,,,13-7,,Portland full timeout
7:17.0,,,13-7,,Technical foul by W. Matthews
7:17.0,S. Curry makes technical free throw,1,14-7,,
7:14.0,,,14-7,,Turnover by N. Batum (bad pass; steal by K. Thompson)
7:12.0,Turnover by S. Curry (bad pass; steal by N. Batum),,14-7,,
7:01.0,,,14-7,,L. Aldridge misses 2-pt shot from 22 ft
7:00.0,Defensive rebound by K. Thompson,,14-7,,
6:52.0,K. Thompson misses 2-pt shot from 2 ft,,14-7,,
6:51.0,,,14-7,,Defensive rebound by L. Aldridge
6:36.0,,,14-7,,W. Matthews misses 3-pt shot from 24 ft
6:34.0,,,14-7,,Offensive rebound by L. Aldridge
6:33.0,,,14-7,,Shooting foul by D. Green (drawn by L. Aldridge)
6:33.0,,,14-8,1,L. Aldridge makes free throw 1 of 2
6:33.0,,,14-9,1,L. Aldridge makes free throw 2 of 2
6:21.0,K. Thompson makes 2-pt shot from 21 ft (assist by H. Barnes),2,16-9,,
6:11.0,Personal foul by K. Thompson (drawn by W. Matthews),,16-9,,
6:00.0,,,16-9,,N. Batum misses 3-pt shot from 23 ft
5:59.0,Defensive rebound by D. Green,,16-9,,
5:53.0,S. Curry misses 3-pt shot from 26 ft,,16-9,,
5:53.0,,,16-9,,Defensive rebound by R. Lopez
5:35.0,,,16-9,,R. Lopez misses 2-pt shot from 8 ft
5:34.0,,,16-9,,Offensive rebound by D. Lillard
5:30.0,,,16-9,,D. Lillard misses 2-pt shot from 2 ft
5:30.0,Defensive rebound by Team,,16-9,,
5:25.0,H. Barnes makes 3-pt shot from 22 ft (assist by S. Curry),3,19-9,,
5:12.0,Personal foul by D. Green (drawn by L. Aldridge),,19-9,,
5:12.0,,,19-9,,S. Blake enters the game for W. Matthews
5:12.0,M. Speights enters the game for D. Green,,19-9,,
5:12.0,,,19-9,,C. Kaman enters the game for R. Lopez
5:05.0,,,19-12,3,D. Lillard makes 3-pt shot from 23 ft (assist by L. Aldridge)
4:40.0,K. Thompson makes 2-pt shot from 2 ft,2,21-12,,
4:25.0,,,21-12,,Shooting foul by S. Curry (drawn by D. Lillard)
4:25.0,,,21-13,1,D. Lillard makes free throw 1 of 2
4:25.0,A. Iguodala enters the game for H. Barnes,,21-13,,
4:25.0,,,21-14,1,D. Lillard makes free throw 2 of 2
4:10.0,S. Curry misses 2-pt shot from 20 ft,,21-14,,
4:08.0,Offensive rebound by A. Bogut,,21-14,,
4:05.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Bogut),3,24-14,,
3:53.0,,,24-14,,L. Aldridge misses 2-pt shot from 14 ft
3:51.0,Defensive rebound by A. Iguodala,,24-14,,
3:43.0,M. Speights misses 2-pt shot from 16 ft,,24-14,,
3:42.0,,,24-14,,Defensive rebound by C. Kaman
3:32.0,,,24-16,2,L. Aldridge makes 2-pt shot from 20 ft (assist by S. Blake)
3:15.0,K. Thompson misses 3-pt shot from 22 ft,,24-16,,
3:14.0,,,24-16,,Defensive rebound by N. Batum
3:03.0,,,24-16,,Shooting foul by M. Speights (drawn by L. Aldridge)
3:03.0,,,24-17,1,L. Aldridge makes free throw 1 of 2
3:03.0,F. Ezeli enters the game for A. Bogut,,24-17,,
3:03.0,,,24-17,,C. McCollum enters the game for D. Lillard
3:03.0,,,24-18,1,L. Aldridge makes free throw 2 of 2
2:57.0,,,24-18,,Personal foul by N. Batum (drawn by A. Iguodala)
2:57.0,Golden State full timeout,,24-18,,
2:57.0,,,24-18,,W. Barton enters the game for N. Batum
2:46.0,M. Speights makes 2-pt shot from 14 ft (assist by A. Iguodala),2,26-18,,
2:25.0,,,26-18,,L. Aldridge misses 2-pt shot from 10 ft
2:23.0,Defensive rebound by M. Speights,,26-18,,
2:16.0,,,26-18,,Violation by S. Blake (kicked ball)
2:16.0,L. Barbosa enters the game for S. Curry,,26-18,,
2:08.0,K. Thompson misses 3-pt shot from 24 ft,,26-18,,
2:07.0,,,26-18,,Defensive rebound by C. Kaman
1:55.0,,,26-18,,Turnover by S. Blake (dbl dribble)
1:39.0,K. Thompson misses 2-pt shot from 5 ft (block by L. Aldridge),,26-18,,
1:38.0,,,26-18,,Defensive rebound by L. Aldridge
1:33.0,,,26-20,2,S. Blake makes 2-pt shot from 23 ft (assist by W. Barton)
1:19.0,K. Thompson makes 2-pt shot from 21 ft,2,28-20,,
1:00.0,,,28-20,,C. McCollum misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by M. Speights,,28-20,,
0:51.0,Turnover by L. Barbosa (lost ball; steal by C. McCollum),,28-20,,
0:48.0,,,28-22,2,W. Barton makes 2-pt shot from 2 ft (assist by C. McCollum)
0:40.0,,,28-22,,Personal foul by W. Barton (drawn by A. Iguodala)
0:40.0,S. Livingston enters the game for K. Thompson,,28-22,,
0:40.0,,,28-22,,R. Lopez enters the game for L. Aldridge
0:32.0,L. Barbosa makes 2-pt shot from 3 ft (assist by A. Iguodala),2,30-22,,
0:14.0,,,30-22,,S. Blake misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by F. Ezeli,,30-22,,
0:04.0,L. Barbosa misses 2-pt shot from 14 ft,,30-22,,
0:03.0,,,30-22,,Defensive rebound by C. Kaman
0:00.0,,,30-22,,W. Barton misses 3-pt shot from 59 ft
0:00.0,,,30-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,M. Speights makes 2-pt shot from 1 ft (assist by A. Iguodala),2,32-22,,
11:19.0,,,32-22,,R. Lopez misses 2-pt shot from 5 ft (block by F. Ezeli)
11:17.0,,,32-22,,Offensive rebound by R. Lopez
11:16.0,,,32-24,2,R. Lopez makes 2-pt shot at rim
11:06.0,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston),2,34-24,,
10:59.0,,,34-24,,D. Lillard misses 2-pt shot from 20 ft
10:58.0,Defensive rebound by F. Ezeli,,34-24,,
10:41.0,L. Barbosa misses 3-pt shot from 22 ft,,34-24,,
10:40.0,,,34-24,,Defensive rebound by R. Lopez
10:21.0,,,34-26,2,R. Lopez makes 2-pt shot from 2 ft (assist by D. Lillard)
10:00.0,A. Iguodala misses 2-pt shot from 7 ft,,34-26,,
9:59.0,Offensive rebound by F. Ezeli,,34-26,,
9:59.0,F. Ezeli makes 2-pt shot at rim,2,36-26,,
9:47.0,,,36-26,,T. Robinson misses 2-pt shot from 3 ft (block by F. Ezeli)
9:44.0,Defensive rebound by L. Barbosa,,36-26,,
9:42.0,A. Iguodala makes 2-pt shot at rim (assist by L. Barbosa),2,38-26,,
9:39.0,,,38-26,,Portland full timeout
9:39.0,H. Barnes enters the game for M. Speights,,38-26,,
9:39.0,,,38-26,,W. Matthews enters the game for S. Blake
9:23.0,,,38-28,2,R. Lopez makes 2-pt shot from 5 ft (assist by D. Lillard)
9:03.0,S. Livingston misses 2-pt shot from 2 ft,,38-28,,
9:03.0,,,38-28,,Defensive rebound by T. Robinson
8:47.0,,,38-28,,R. Lopez misses 2-pt shot from 3 ft
8:44.0,Defensive rebound by A. Iguodala,,38-28,,
8:44.0,,,38-28,,Personal foul by R. Lopez (drawn by A. Iguodala)
8:28.0,S. Livingston misses 2-pt shot from 13 ft,,38-28,,
8:28.0,,,38-28,,Defensive rebound by W. Barton
8:16.0,,,38-28,,W. Barton misses 2-pt shot from 20 ft
8:16.0,,,38-28,,Offensive rebound by T. Robinson
8:16.0,,,38-28,,Shooting foul by H. Barnes (drawn by T. Robinson)
8:16.0,,,38-28,,T. Robinson misses free throw 1 of 2
8:16.0,,,38-28,,Offensive rebound by Team
8:16.0,A. Bogut enters the game for F. Ezeli,,38-28,,
8:16.0,,,38-28,,C. Kaman enters the game for R. Lopez
8:16.0,,,38-28,,T. Robinson misses free throw 2 of 2
8:15.0,,,38-28,,Offensive rebound by T. Robinson
8:12.0,,,38-30,2,T. Robinson makes 2-pt shot at rim
7:54.0,Turnover by H. Barnes (lost ball),,38-30,,
7:44.0,,,38-30,,C. Kaman misses 2-pt shot from 3 ft
7:42.0,Defensive rebound by A. Bogut,,38-30,,
7:24.0,A. Iguodala misses 3-pt shot from 23 ft,,38-30,,
7:23.0,,,38-30,,Defensive rebound by T. Robinson
7:20.0,,,38-30,,Turnover by T. Robinson (bad pass; steal by A. Bogut)
7:02.0,L. Barbosa misses 2-pt shot from 2 ft,,38-30,,
7:02.0,,,38-30,,Defensive rebound by T. Robinson
6:55.0,,,38-32,2,W. Matthews makes 2-pt shot from 1 ft (assist by D. Lillard)
6:50.0,Golden State full timeout,,38-32,,
6:50.0,D. Green enters the game for H. Barnes,,38-32,,
6:50.0,K. Thompson enters the game for S. Livingston,,38-32,,
6:49.0,,,38-32,,N. Batum enters the game for W. Barton
6:49.0,S. Curry enters the game for L. Barbosa,,38-32,,
6:32.0,Turnover by A. Iguodala (bad pass; steal by W. Matthews),,38-32,,
6:27.0,,,38-35,3,W. Matthews makes 3-pt shot from 24 ft
6:03.0,Turnover by K. Thompson (bad pass; steal by T. Robinson),,38-35,,
5:59.0,,,38-37,2,T. Robinson makes 2-pt shot at rim (assist by W. Matthews)
5:44.0,D. Green misses 2-pt shot from 1 ft (block by T. Robinson),,38-37,,
5:42.0,,,38-37,,Defensive rebound by W. Matthews
5:35.0,,,38-37,,W. Matthews misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by S. Curry,,38-37,,
5:28.0,Shooting foul by W. Matthews (drawn by K. Thompson),,38-37,,
5:28.0,K. Thompson makes free throw 1 of 2,1,39-37,,
5:28.0,K. Thompson makes free throw 2 of 2,1,40-37,,
5:07.0,,,40-37,,N. Batum misses 2-pt shot from 21 ft
5:06.0,Defensive rebound by S. Curry,,40-37,,
4:57.0,S. Curry makes 2-pt shot from 21 ft,2,42-37,,
4:38.0,,,42-39,2,C. Kaman makes 2-pt shot from 8 ft
4:20.0,S. Curry misses 2-pt shot from 19 ft,,42-39,,
4:18.0,Offensive rebound by A. Bogut,,42-39,,
4:15.0,D. Green misses 3-pt shot from 24 ft,,42-39,,
4:14.0,Offensive rebound by Team,,42-39,,
4:14.0,,,42-39,,L. Aldridge enters the game for T. Robinson
4:14.0,,,42-39,,S. Blake enters the game for D. Lillard
4:08.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,44-39,,
3:49.0,,,44-42,3,W. Matthews makes 3-pt shot from 23 ft (assist by S. Blake)
3:39.0,K. Thompson makes 3-pt shot from 25 ft,3,47-42,,
3:32.0,,,47-45,3,S. Blake makes 3-pt shot from 23 ft
3:21.0,,,47-45,,R. Lopez enters the game for C. Kaman
3:21.0,H. Barnes enters the game for A. Iguodala,,47-45,,
3:19.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,49-45,,
3:19.0,Shooting foul by L. Aldridge (drawn by D. Green),,49-45,,
3:19.0,,,49-45,,Technical foul by Team
3:19.0,S. Curry makes technical free throw,1,50-45,,
3:19.0,D. Green misses free throw 1 of 1,,50-45,,
3:15.0,,,50-45,,Defensive rebound by N. Batum
2:55.0,,,50-45,,W. Matthews misses 2-pt shot from 20 ft
2:54.0,Defensive rebound by A. Bogut,,50-45,,
2:47.0,S. Curry misses 2-pt shot from 1 ft,,50-45,,
2:33.0,,,50-45,,Defensive rebound by R. Lopez
2:30.0,,,50-47,2,L. Aldridge makes 2-pt shot from 15 ft
2:18.0,,,50-47,,Personal foul by W. Matthews (drawn by A. Bogut)
2:18.0,Official timeout,,50-47,,
2:18.0,,,50-47,,D. Lillard enters the game for S. Blake
2:13.0,Offensive foul by A. Bogut,,50-47,,
2:13.0,Turnover by A. Bogut (offensive foul),,50-47,,
1:56.0,,,50-47,,Turnover by N. Batum (bad pass; steal by H. Barnes)
1:55.0,Turnover by D. Green (bad pass),,50-47,,
1:40.0,Personal foul by K. Thompson (drawn by W. Matthews),,50-47,,
1:32.0,,,50-47,,D. Lillard misses 2-pt shot from 18 ft
1:31.0,,,50-47,,Offensive rebound by R. Lopez
1:31.0,,,50-47,,R. Lopez misses 2-pt shot from 1 ft
1:31.0,Defensive rebound by Team,,50-47,,
1:31.0,,,50-47,,Loose ball foul by R. Lopez (drawn by A. Bogut)
1:31.0,A. Bogut makes free throw 1 of 2,1,51-47,,
1:31.0,M. Speights enters the game for D. Green,,51-47,,
1:31.0,L. Barbosa enters the game for K. Thompson,,51-47,,
1:31.0,A. Bogut misses free throw 2 of 2,,51-47,,
1:30.0,,,51-47,,Defensive rebound by L. Aldridge
1:11.0,,,51-47,,D. Lillard misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by A. Bogut,,51-47,,
0:51.0,L. Barbosa misses 2-pt shot from 12 ft,,51-47,,
0:49.0,Offensive rebound by L. Barbosa,,51-47,,
0:38.0,Turnover by S. Curry (bad pass; steal by N. Batum),,51-47,,
0:35.0,Personal foul by L. Barbosa (drawn by W. Matthews),,51-47,,
0:35.0,,,51-47,,W. Matthews misses free throw 1 of 2
0:35.0,,,51-47,,Offensive rebound by Team
0:35.0,,,51-47,,S. Blake enters the game for N. Batum
0:35.0,F. Ezeli enters the game for A. Bogut,,51-47,,
0:35.0,,,51-47,,C. Kaman enters the game for R. Lopez
0:35.0,,,51-48,1,W. Matthews makes free throw 2 of 2
0:21.0,S. Curry misses 2-pt shot from 19 ft,,51-48,,
0:20.0,,,51-48,,Defensive rebound by W. Matthews
0:01.0,,,51-48,,Turnover by D. Lillard (bad pass; steal by F. Ezeli)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,A. Bogut makes 2-pt shot from 7 ft (assist by K. Thompson),2,53-48,,
11:25.0,,,53-50,2,R. Lopez makes 2-pt shot at rim (assist by N. Batum)
11:15.0,Offensive foul by A. Bogut,,53-50,,
11:15.0,Turnover by A. Bogut (offensive foul),,53-50,,
11:00.0,,,53-50,,Turnover by R. Lopez (bad pass; steal by K. Thompson)
10:53.0,S. Curry misses 2-pt shot at rim,,53-50,,
10:52.0,,,53-50,,Defensive rebound by D. Lillard
10:46.0,,,53-50,,D. Lillard misses 3-pt shot from 25 ft
10:46.0,Defensive rebound by S. Curry,,53-50,,
10:42.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,55-50,,
10:23.0,,,55-52,2,L. Aldridge makes 2-pt shot from 11 ft
10:12.0,S. Curry makes 2-pt shot from 18 ft,2,57-52,,
9:45.0,,,57-52,,L. Aldridge misses 3-pt shot from 24 ft
9:44.0,,,57-52,,Offensive rebound by R. Lopez
9:40.0,,,57-52,,W. Matthews misses 3-pt shot from 24 ft
9:39.0,Defensive rebound by S. Curry,,57-52,,
9:34.0,H. Barnes misses 3-pt shot from 24 ft,,57-52,,
9:33.0,,,57-52,,Defensive rebound by L. Aldridge
9:24.0,,,57-52,,Turnover by N. Batum (bad pass; steal by D. Green)
9:20.0,H. Barnes misses 2-pt shot from 1 ft,,57-52,,
9:19.0,,,57-52,,Defensive rebound by L. Aldridge
9:13.0,,,57-55,3,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard)
8:51.0,D. Green misses 2-pt shot from 19 ft,,57-55,,
8:50.0,,,57-55,,Defensive rebound by Team
8:37.0,,,57-55,,Offensive charge foul by R. Lopez
8:37.0,,,57-55,,Turnover by R. Lopez (offensive foul)
8:24.0,S. Curry misses 3-pt shot from 24 ft,,57-55,,
8:23.0,,,57-55,,Defensive rebound by N. Batum
8:18.0,,,57-55,,Offensive foul by L. Aldridge
8:18.0,,,57-55,,Turnover by L. Aldridge (offensive foul)
7:59.0,A. Bogut makes 2-pt shot from 7 ft (assist by D. Green),2,59-55,,
7:43.0,Shooting block foul by D. Green (drawn by L. Aldridge),,59-55,,
7:43.0,,,59-55,,L. Aldridge misses free throw 1 of 2
7:43.0,,,59-55,,Offensive rebound by Team
7:43.0,,,59-56,1,L. Aldridge makes free throw 2 of 2
7:37.0,Shooting foul by R. Lopez (drawn by S. Curry),,59-56,,
7:37.0,S. Curry makes free throw 1 of 2,1,60-56,,
7:37.0,,,60-56,,C. Kaman enters the game for R. Lopez
7:37.0,S. Curry makes free throw 2 of 2,1,61-56,,
7:14.0,,,61-56,,D. Lillard misses 2-pt shot from 1 ft
7:12.0,Defensive rebound by A. Bogut,,61-56,,
6:58.0,S. Curry makes 2-pt shot from 20 ft,2,63-56,,
6:36.0,,,63-56,,N. Batum misses 2-pt shot from 19 ft
6:35.0,,,63-56,,Offensive rebound by Team
6:35.0,A. Iguodala enters the game for H. Barnes,,63-56,,
6:29.0,,,63-58,2,N. Batum makes 2-pt shot from 18 ft (assist by C. Kaman)
6:03.0,A. Bogut misses 2-pt shot from 11 ft,,63-58,,
6:02.0,,,63-58,,Defensive rebound by N. Batum
5:49.0,,,63-58,,Turnover by D. Lillard (bad pass; steal by S. Curry)
5:35.0,Shooting foul by C. Kaman (drawn by D. Green),,63-58,,
5:35.0,,,63-58,,Portland full timeout
5:35.0,F. Ezeli enters the game for A. Bogut,,63-58,,
5:35.0,D. Green makes free throw 1 of 2,1,64-58,,
5:35.0,D. Green misses free throw 2 of 2,,64-58,,
5:33.0,,,64-58,,Defensive rebound by C. Kaman
5:14.0,,,64-58,,L. Aldridge misses 2-pt shot from 18 ft
5:12.0,,,64-58,,Offensive rebound by Team
5:04.0,,,64-60,2,D. Lillard makes 2-pt shot from 1 ft
4:54.0,D. Green misses 3-pt shot from 24 ft,,64-60,,
4:52.0,Offensive rebound by S. Curry,,64-60,,
4:49.0,S. Curry misses 3-pt shot from 24 ft,,64-60,,
4:49.0,,,64-60,,Defensive rebound by N. Batum
4:31.0,,,64-60,,W. Matthews misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by D. Green,,64-60,,
4:19.0,S. Curry misses 3-pt shot from 23 ft,,64-60,,
4:18.0,,,64-60,,Defensive rebound by W. Matthews
4:05.0,,,64-60,,C. Kaman misses 2-pt shot from 4 ft
4:04.0,,,64-60,,Offensive rebound by L. Aldridge
4:03.0,,,64-60,,L. Aldridge misses 2-pt shot from 1 ft
4:02.0,Defensive rebound by F. Ezeli,,64-60,,
3:51.0,K. Thompson misses 3-pt shot from 24 ft,,64-60,,
3:50.0,,,64-60,,Defensive rebound by C. Kaman
3:42.0,,,64-60,,S. Blake enters the game for W. Matthews
3:42.0,S. Livingston enters the game for S. Curry,,64-60,,
3:37.0,,,64-62,2,L. Aldridge makes 2-pt shot from 17 ft (assist by N. Batum)
3:21.0,K. Thompson misses 2-pt shot from 18 ft,,64-62,,
3:21.0,Offensive rebound by Team,,64-62,,
3:21.0,,,64-62,,Loose ball foul by C. Kaman (drawn by F. Ezeli)
3:15.0,K. Thompson misses 2-pt shot from 20 ft,,64-62,,
3:14.0,,,64-62,,Defensive rebound by C. Kaman
3:07.0,,,64-64,2,D. Lillard makes 2-pt shot from 20 ft
2:52.0,Turnover by F. Ezeli (3 sec),,64-64,,
2:52.0,Golden State full timeout,,64-64,,
2:52.0,,,64-64,,W. Barton enters the game for N. Batum
2:36.0,,,64-64,,C. Kaman misses 2-pt shot from 17 ft
2:33.0,Defensive rebound by D. Green,,64-64,,
2:15.0,K. Thompson makes 2-pt shot from 3 ft (assist by S. Livingston),2,66-64,,
1:55.0,,,66-66,2,L. Aldridge makes 2-pt shot from 19 ft
1:36.0,K. Thompson misses 2-pt shot from 19 ft,,66-66,,
1:35.0,,,66-66,,Defensive rebound by W. Barton
1:19.0,,,66-66,,C. Kaman misses 2-pt shot from 2 ft (block by F. Ezeli)
1:17.0,,,66-66,,Offensive rebound by L. Aldridge
1:11.0,,,66-68,2,W. Barton makes 2-pt shot from 22 ft
0:57.0,F. Ezeli makes 2-pt shot from 7 ft,2,68-68,,
0:33.0,,,68-68,,S. Blake misses 3-pt shot from 23 ft
0:31.0,,,68-68,,Offensive rebound by C. Kaman
0:21.0,Personal foul by D. Green (drawn by L. Aldridge),,68-68,,
0:21.0,L. Barbosa enters the game for K. Thompson,,68-68,,
0:21.0,,,68-68,,W. Matthews enters the game for C. Kaman
0:21.0,M. Speights enters the game for D. Green,,68-68,,
0:21.0,S. Curry enters the game for F. Ezeli,,68-68,,
0:12.0,,,68-68,,D. Lillard misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by A. Iguodala,,68-68,,
0:00.0,M. Speights misses 2-pt shot from 9 ft,,68-68,,
0:00.0,,,68-68,,Defensive rebound by L. Aldridge
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,68-68,,Turnover by C. Kaman (lost ball; steal by A. Iguodala)
11:27.0,M. Speights misses 2-pt shot from 20 ft,,68-68,,
11:26.0,,,68-68,,Defensive rebound by T. Robinson
11:12.0,,,68-68,,Turnover by C. Kaman (lost ball)
10:51.0,Turnover by S. Livingston (palming),,68-68,,
10:45.0,,,68-68,,Turnover by T. Robinson (offensive foul)
10:45.0,,,68-68,,Offensive foul by T. Robinson
10:29.0,L. Barbosa makes 2-pt shot from 10 ft (assist by A. Iguodala),2,70-68,,
10:23.0,,,70-70,2,W. Matthews makes 2-pt shot at rim (assist by S. Blake)
9:58.0,L. Barbosa makes 2-pt shot from 2 ft (assist by H. Barnes),2,72-70,,
9:48.0,,,72-73,3,W. Matthews makes 3-pt shot from 23 ft (assist by S. Blake)
9:37.0,Shooting foul by W. Barton (drawn by L. Barbosa),,72-73,,
9:37.0,L. Barbosa makes free throw 1 of 2,1,73-73,,
9:37.0,L. Barbosa makes free throw 2 of 2,1,74-73,,
9:24.0,Personal foul by L. Barbosa (drawn by C. Kaman),,74-73,,
9:18.0,,,74-73,,Turnover by S. Blake (palming)
9:08.0,Offensive foul by M. Speights,,74-73,,
9:08.0,Turnover by M. Speights (offensive foul),,74-73,,
9:08.0,,,74-73,,R. Lopez enters the game for C. Kaman
9:08.0,A. Bogut enters the game for M. Speights,,74-73,,
8:53.0,,,74-73,,Offensive foul by R. Lopez
8:53.0,,,74-73,,Turnover by R. Lopez (offensive foul)
8:53.0,Official timeout,,74-73,,
8:38.0,Turnover by S. Livingston (lost ball; steal by W. Barton),,74-73,,
8:32.0,,,74-76,3,S. Blake makes 3-pt shot from 22 ft (assist by W. Barton)
8:04.0,A. Iguodala makes 2-pt shot from 23 ft,2,76-76,,
7:48.0,,,76-76,,W. Barton misses 2-pt shot at rim
7:47.0,Defensive rebound by A. Bogut,,76-76,,
7:31.0,H. Barnes misses 2-pt shot from 3 ft,,76-76,,
7:30.0,Offensive rebound by A. Iguodala,,76-76,,
7:21.0,Turnover by S. Livingston (lost ball),,76-76,,
7:21.0,,,76-76,,D. Lillard enters the game for W. Barton
7:21.0,,,76-76,,N. Batum enters the game for W. Matthews
7:00.0,,,76-76,,D. Lillard misses 3-pt shot from 24 ft
6:59.0,,,76-76,,Offensive rebound by D. Lillard
6:56.0,,,76-76,,D. Lillard misses 3-pt shot from 23 ft
6:56.0,,,76-76,,Offensive rebound by D. Lillard
6:54.0,,,76-78,2,D. Lillard makes 2-pt shot from 1 ft
6:36.0,L. Barbosa makes 3-pt shot from 24 ft (assist by A. Bogut),3,79-78,,
6:12.0,,,79-78,,N. Batum misses 3-pt shot from 23 ft
6:11.0,Defensive rebound by L. Barbosa,,79-78,,
6:07.0,A. Iguodala misses 2-pt shot at rim,,79-78,,
6:05.0,,,79-78,,Defensive rebound by D. Lillard
5:49.0,,,79-80,2,R. Lopez makes 2-pt shot from 6 ft (assist by N. Batum)
5:38.0,Golden State full timeout,,79-80,,
5:38.0,K. Thompson enters the game for H. Barnes,,79-80,,
5:38.0,D. Green enters the game for L. Barbosa,,79-80,,
5:38.0,S. Curry enters the game for S. Livingston,,79-80,,
5:38.0,,,79-80,,L. Aldridge enters the game for T. Robinson
5:27.0,A. Iguodala misses 2-pt shot from 16 ft,,79-80,,
5:25.0,,,79-80,,Defensive rebound by D. Lillard
5:06.0,,,79-82,2,L. Aldridge makes 2-pt shot from 21 ft (assist by D. Lillard)
4:55.0,A. Bogut makes 2-pt shot from 4 ft (assist by D. Green),2,81-82,,
4:38.0,,,81-82,,R. Lopez misses 2-pt shot from 7 ft
4:36.0,Defensive rebound by D. Green,,81-82,,
4:22.0,Turnover by K. Thompson (lost ball; steal by S. Blake),,81-82,,
4:09.0,,,81-84,2,L. Aldridge makes 2-pt shot from 19 ft (assist by S. Blake)
3:53.0,S. Curry misses 2-pt shot from 4 ft,,81-84,,
3:52.0,Offensive rebound by A. Bogut,,81-84,,
