time,Brooklyn,pts.away,score,pts.home,Philadelphia
7:47.0,,,39-19,,H. Sims misses 2-pt shot from 4 ft (block by K. Garnett)
7:45.0,Defensive rebound by A. Anderson,,39-19,,
7:33.0,B. Bogdanovic misses 3-pt shot from 25 ft,,39-19,,
7:32.0,,,39-19,,Defensive rebound by M. Carter-Williams
7:29.0,,,39-21,2,T. Wroten makes 2-pt shot at rim (assist by M. Carter-Williams)
7:18.0,Turnover by J. Jack (lost ball; steal by T. Wroten),,39-21,,
7:14.0,,,39-23,2,K. McDaniels makes 2-pt shot at rim (assist by M. Carter-Williams)
7:08.0,Brooklyn full timeout,,39-23,,
7:08.0,,,39-23,,H. Thompson enters the game for M. Carter-Williams
7:08.0,J. Johnson enters the game for A. Anderson,,39-23,,
7:08.0,B. Lopez enters the game for M. Teletovic,,39-23,,
7:08.0,D. Williams enters the game for B. Bogdanovic,,39-23,,
6:53.0,B. Lopez makes 2-pt shot from 2 ft (assist by K. Garnett),2,41-23,,
6:40.0,,,41-23,,N. Noel misses 2-pt shot from 16 ft
6:38.0,,,41-23,,Offensive rebound by H. Thompson
6:30.0,,,41-23,,Shooting foul by J. Johnson (drawn by T. Wroten)
6:30.0,,,41-24,1,T. Wroten makes free throw 1 of 2
6:30.0,,,41-24,,T. Wroten misses free throw 2 of 2
6:28.0,Defensive rebound by J. Jack,,41-24,,
6:14.0,Shooting foul by N. Noel (drawn by K. Garnett),,41-24,,
6:14.0,K. Garnett makes free throw 1 of 2,1,42-24,,
6:14.0,K. Garnett makes free throw 2 of 2,1,43-24,,
6:00.0,,,43-24,,Turnover by T. Wroten (bad pass; steal by K. Garnett)
5:57.0,Turnover by K. Garnett (bad pass; steal by N. Noel),,43-24,,
5:47.0,,,43-26,2,T. Wroten makes 2-pt shot from 1 ft
5:34.0,Turnover by B. Lopez (bad pass),,43-26,,
5:16.0,,,43-28,2,H. Sims makes 2-pt shot from 3 ft
5:07.0,Shooting foul by H. Thompson (drawn by B. Lopez),,43-28,,
5:07.0,B. Lopez misses free throw 1 of 2,,43-28,,
5:07.0,Offensive rebound by Team,,43-28,,
5:07.0,M. Teletovic enters the game for K. Garnett,,43-28,,
5:07.0,B. Lopez misses free throw 2 of 2,,43-28,,
5:06.0,Offensive rebound by M. Teletovic,,43-28,,
4:57.0,Turnover by B. Lopez (lost ball; steal by N. Noel),,43-28,,
4:45.0,,,43-28,,Turnover by T. Wroten (step out of bounds)
4:33.0,D. Williams misses 2-pt shot from 11 ft,,43-28,,
4:32.0,,,43-28,,Defensive rebound by K. McDaniels
4:24.0,,,43-28,,Shooting foul by B. Lopez (drawn by K. McDaniels)
4:24.0,,,43-29,1,K. McDaniels makes free throw 1 of 2
4:24.0,,,43-30,1,K. McDaniels makes free throw 2 of 2
4:10.0,B. Lopez makes 2-pt shot from 8 ft,2,45-30,,
3:57.0,Personal foul by J. Johnson (drawn by H. Thompson),,45-30,,
3:57.0,A. Anderson enters the game for J. Johnson,,45-30,,
3:47.0,,,45-32,2,H. Sims makes 2-pt shot from 2 ft (assist by T. Wroten)
3:27.0,A. Anderson makes 2-pt shot from 7 ft (assist by D. Williams),2,47-32,,
3:06.0,,,47-32,,K. McDaniels misses 2-pt shot from 2 ft (block by D. Williams)
3:03.0,,,47-32,,Offensive rebound by K. McDaniels
3:01.0,,,47-32,,K. McDaniels misses 2-pt shot from 12 ft
2:59.0,Defensive rebound by J. Jack,,47-32,,
2:48.0,Turnover by A. Anderson (bad pass; steal by H. Sims),,47-32,,
2:40.0,,,47-32,,T. Wroten misses 2-pt shot from 5 ft
2:39.0,Defensive rebound by D. Williams,,47-32,,
2:29.0,D. Williams misses 3-pt shot from 27 ft,,47-32,,
2:27.0,,,47-32,,Defensive rebound by N. Noel
2:12.0,,,47-34,2,H. Sims makes 2-pt shot from 13 ft (assist by T. Wroten)
1:54.0,D. Williams misses 2-pt shot from 2 ft,,47-34,,
1:53.0,,,47-34,,Defensive rebound by H. Sims
1:47.0,,,47-34,,T. Wroten misses 2-pt shot from 7 ft
1:44.0,Defensive rebound by M. Teletovic,,47-34,,
1:40.0,J. Jack misses 2-pt shot from 1 ft,,47-34,,
1:38.0,,,47-34,,Defensive rebound by N. Noel
1:34.0,,,47-34,,T. Wroten misses 2-pt shot from 3 ft
1:32.0,,,47-34,,Offensive rebound by K. McDaniels
1:32.0,,,47-36,2,K. McDaniels makes 2-pt shot at rim
1:24.0,Brooklyn full timeout,,47-36,,
1:24.0,Official timeout,,47-36,,
1:24.0,,,47-36,,R. Covington enters the game for N. Noel
1:24.0,,,47-36,,M. Carter-Williams enters the game for K. McDaniels
1:24.0,M. Plumlee enters the game for B. Lopez,,47-36,,
1:14.0,M. Plumlee makes 2-pt shot from 1 ft (assist by M. Teletovic),2,49-36,,
1:00.0,,,49-39,3,H. Thompson makes 3-pt shot from 25 ft (assist by T. Wroten)
0:49.0,M. Teletovic misses 3-pt shot from 25 ft,,49-39,,
0:47.0,,,49-39,,Defensive rebound by M. Carter-Williams
0:37.0,,,49-39,,Turnover by T. Wroten (bad pass)
0:24.0,M. Teletovic misses 3-pt shot from 25 ft,,49-39,,
0:21.0,,,49-39,,Defensive rebound by M. Carter-Williams
0:03.0,,,49-41,2,H. Sims makes 2-pt shot from 1 ft (assist by T. Wroten)
0:00.0,J. Jack misses 3-pt shot from 34 ft,,49-41,,
0:00.0,Offensive rebound by Team,,49-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,J. Johnson misses 2-pt shot from 3 ft,,49-41,,
11:41.0,,,49-41,,Defensive rebound by H. Sims
11:17.0,,,49-41,,L. Mbah a Moute misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by K. Garnett,,49-41,,
11:01.0,D. Williams misses 3-pt shot from 24 ft,,49-41,,
10:59.0,,,49-41,,Defensive rebound by T. Wroten
10:52.0,,,49-41,,H. Sims misses 2-pt shot from 12 ft
10:50.0,Defensive rebound by B. Lopez,,49-41,,
10:36.0,B. Lopez makes 2-pt shot from 7 ft,2,51-41,,
10:18.0,,,51-41,,H. Sims misses 2-pt shot from 5 ft
10:17.0,Defensive rebound by D. Williams,,51-41,,
10:09.0,J. Johnson makes 3-pt shot from 27 ft (assist by D. Williams),3,54-41,,
9:56.0,,,54-41,,M. Carter-Williams misses 2-pt shot from 8 ft
9:54.0,Defensive rebound by K. Garnett,,54-41,,
9:40.0,J. Johnson makes 2-pt shot from 9 ft,2,56-41,,
9:22.0,,,56-41,,T. Wroten misses 2-pt shot from 2 ft
9:21.0,Defensive rebound by B. Lopez,,56-41,,
9:15.0,B. Bogdanovic misses 2-pt shot from 18 ft (block by M. Carter-Williams),,56-41,,
9:13.0,,,56-41,,Defensive rebound by M. Carter-Williams
9:03.0,,,56-41,,Turnover by M. Carter-Williams (bad pass)
8:58.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by D. Williams),2,58-41,,
8:58.0,,,58-41,,Philadelphia full timeout
8:58.0,,,58-41,,K. McDaniels enters the game for M. Carter-Williams
8:38.0,,,58-44,3,K. McDaniels makes 3-pt shot from 23 ft (assist by T. Wroten)
8:25.0,,,58-44,,Personal foul by H. Sims (drawn by B. Lopez)
8:16.0,J. Johnson misses 2-pt shot at rim,,58-44,,
8:14.0,,,58-44,,Defensive rebound by L. Mbah a Moute
8:08.0,,,58-46,2,H. Sims makes 2-pt shot at rim (assist by L. Mbah a Moute)
7:50.0,K. Garnett makes 2-pt shot from 7 ft (assist by D. Williams),2,60-46,,
7:29.0,,,60-46,,Turnover by H. Sims (bad pass; steal by K. Garnett)
7:20.0,B. Lopez misses 2-pt shot from 1 ft,,60-46,,
7:18.0,,,60-46,,Defensive rebound by H. Sims
7:13.0,,,60-48,2,T. Wroten makes 2-pt shot from 1 ft
7:04.0,Offensive foul by B. Lopez,,60-48,,
7:04.0,Turnover by B. Lopez (offensive foul),,60-48,,
7:04.0,,,60-48,,B. Davies enters the game for N. Noel
6:57.0,,,60-48,,Shooting foul by D. Williams (drawn by T. Wroten)
6:57.0,,,60-49,1,T. Wroten makes free throw 1 of 2
6:57.0,,,60-50,1,T. Wroten makes free throw 2 of 2
6:50.0,,,60-50,,Personal foul by T. Wroten (drawn by K. Garnett)
6:42.0,B. Lopez makes 2-pt shot from 17 ft (assist by D. Williams),2,62-50,,
6:25.0,,,62-50,,H. Sims misses 2-pt shot from 19 ft
6:24.0,,,62-50,,Offensive rebound by B. Davies
6:11.0,,,62-52,2,L. Mbah a Moute makes 2-pt shot from 17 ft (assist by B. Davies)
5:55.0,,,62-52,,Violation by K. McDaniels (def goaltending)
5:55.0,B. Lopez makes 2-pt shot from 4 ft (assist by D. Williams),2,64-52,,
5:41.0,,,64-52,,K. McDaniels misses 3-pt shot from 25 ft
5:39.0,Defensive rebound by D. Williams,,64-52,,
5:23.0,J. Johnson misses 2-pt shot from 13 ft,,64-52,,
5:21.0,,,64-52,,Defensive rebound by K. McDaniels
5:17.0,Personal foul by B. Bogdanovic (drawn by K. McDaniels),,64-52,,
5:17.0,M. Teletovic enters the game for K. Garnett,,64-52,,
5:08.0,,,64-52,,T. Wroten misses 2-pt shot from 17 ft
5:07.0,,,64-52,,Offensive rebound by K. McDaniels
4:58.0,,,64-52,,H. Sims misses 2-pt shot from 2 ft (block by B. Lopez)
4:56.0,Defensive rebound by D. Williams,,64-52,,
4:45.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Johnson),3,67-52,,
4:27.0,,,67-52,,L. Mbah a Moute misses 2-pt shot from 3 ft
4:26.0,,,67-52,,Offensive rebound by H. Sims
4:24.0,,,67-54,2,H. Sims makes 2-pt shot from 1 ft
4:13.0,Turnover by D. Williams (bad pass; steal by H. Sims),,67-54,,
4:08.0,,,67-56,2,K. McDaniels makes 2-pt shot at rim (assist by T. Wroten)
4:06.0,Brooklyn full timeout,,67-56,,
4:06.0,,,67-56,,N. Noel enters the game for L. Mbah a Moute
4:06.0,,,67-56,,H. Thompson enters the game for H. Sims
4:06.0,A. Anderson enters the game for B. Lopez,,67-56,,
4:06.0,J. Jordan enters the game for B. Bogdanovic,,67-56,,
3:47.0,M. Teletovic misses 3-pt shot from 25 ft,,67-56,,
3:45.0,Offensive rebound by J. Jordan,,67-56,,
3:45.0,J. Jordan misses 2-pt shot from 1 ft (block by K. McDaniels),,67-56,,
3:43.0,,,67-56,,Defensive rebound by H. Thompson
3:34.0,,,67-58,2,B. Davies makes 2-pt shot from 14 ft (assist by T. Wroten)
3:13.0,M. Teletovic misses 2-pt shot from 2 ft (block by B. Davies),,67-58,,
3:13.0,Offensive rebound by Team,,67-58,,
3:08.0,A. Anderson misses 2-pt shot from 14 ft,,67-58,,
3:08.0,Offensive rebound by Team,,67-58,,
3:08.0,,,67-58,,Personal foul by H. Thompson (drawn by M. Teletovic)
3:00.0,Turnover by M. Teletovic (lost ball; steal by B. Davies),,67-58,,
2:56.0,,,67-60,2,T. Wroten makes 2-pt shot from 1 ft (assist by K. McDaniels)
2:38.0,M. Teletovic misses 3-pt shot from 25 ft,,67-60,,
2:36.0,,,67-60,,Defensive rebound by N. Noel
2:21.0,,,67-60,,T. Wroten misses 3-pt shot from 26 ft
2:19.0,,,67-60,,Offensive rebound by B. Davies
2:08.0,,,67-60,,T. Wroten misses 2-pt shot from 4 ft (block by J. Jordan)
2:05.0,,,67-60,,Offensive rebound by B. Davies
2:05.0,,,67-60,,B. Davies misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by Team,,67-60,,
1:52.0,Turnover by A. Anderson (lost ball),,67-60,,
1:40.0,,,67-60,,Offensive charge foul by T. Wroten
1:40.0,,,67-60,,Turnover by T. Wroten (offensive foul)
1:25.0,J. Johnson makes 3-pt shot from 26 ft (assist by D. Williams),3,70-60,,
1:19.0,,,70-60,,Offensive foul by T. Wroten
1:19.0,,,70-60,,Turnover by T. Wroten (offensive foul)
1:09.0,Turnover by D. Williams (bad pass),,70-60,,
1:01.0,,,70-60,,Shooting foul by J. Jordan (drawn by N. Noel)
1:01.0,,,70-61,1,N. Noel makes free throw 1 of 2
1:01.0,,,70-62,1,N. Noel makes free throw 2 of 2
0:41.0,J. Johnson makes 2-pt shot from 17 ft,2,72-62,,
0:36.0,,,72-65,3,H. Thompson makes 3-pt shot from 24 ft (assist by T. Wroten)
0:20.0,Turnover by J. Johnson (lost ball; steal by B. Davies),,72-65,,
0:19.0,Personal foul by J. Johnson (drawn by B. Davies),,72-65,,
0:19.0,B. Bogdanovic enters the game for J. Johnson,,72-65,,
0:19.0,,,72-66,1,B. Davies makes free throw 1 of 2
0:19.0,,,72-66,,M. Carter-Williams enters the game for T. Wroten
0:19.0,J. Jack enters the game for A. Anderson,,72-66,,
0:19.0,,,72-66,,L. Mbah a Moute enters the game for H. Thompson
0:19.0,,,72-67,1,B. Davies makes free throw 2 of 2
0:07.0,,,72-67,,Personal foul by M. Carter-Williams (drawn by D. Williams)
0:04.0,M. Teletovic misses 2-pt shot from 5 ft,,72-67,,
0:02.0,,,72-67,,Defensive rebound by L. Mbah a Moute
0:00.0,,,72-67,,L. Mbah a Moute misses 3-pt shot from 50 ft
0:00.0,,,72-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,72-70,3,M. Carter-Williams makes 3-pt shot from 25 ft (assist by H. Thompson)
11:28.0,,,72-70,,Violation by N. Noel (kicked ball)
11:26.0,,,72-70,,Personal foul by M. Carter-Williams (drawn by J. Jack)
11:16.0,Offensive foul by B. Lopez,,72-70,,
11:16.0,Turnover by B. Lopez (offensive foul),,72-70,,
11:09.0,Personal foul by J. Jack (drawn by M. Carter-Williams),,72-70,,
11:00.0,,,72-72,2,N. Noel makes 2-pt shot at rim (assist by B. Davies)
10:41.0,Turnover by A. Anderson (bad pass),,72-72,,
10:41.0,K. Garnett enters the game for B. Lopez,,72-72,,
10:25.0,,,72-74,2,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams)
10:21.0,Brooklyn full timeout,,72-74,,
10:10.0,Shooting foul by M. Carter-Williams (drawn by A. Anderson),,72-74,,
10:10.0,A. Anderson makes free throw 1 of 2,1,73-74,,
10:10.0,A. Anderson makes free throw 2 of 2,1,74-74,,
9:52.0,,,74-74,,M. Carter-Williams misses 2-pt shot from 1 ft
9:50.0,Defensive rebound by M. Teletovic,,74-74,,
9:40.0,M. Teletovic makes 2-pt shot from 1 ft,2,76-74,,
9:26.0,,,76-74,,M. Carter-Williams misses 2-pt shot from 1 ft
9:26.0,Defensive rebound by K. Garnett,,76-74,,
9:26.0,,,76-74,,Personal foul by B. Davies (drawn by K. Garnett)
9:05.0,M. Teletovic misses 2-pt shot from 1 ft (block by N. Noel),,76-74,,
9:03.0,,,76-74,,Defensive rebound by H. Thompson
8:50.0,,,76-74,,B. Davies misses 2-pt shot from 3 ft
8:47.0,,,76-74,,Offensive rebound by B. Davies
8:47.0,,,76-76,2,K. McDaniels makes 2-pt shot from 1 ft
8:35.0,,,76-76,,Personal foul by N. Noel (drawn by J. Jack)
8:29.0,A. Anderson makes 3-pt shot from 22 ft (assist by J. Jack),3,79-76,,
8:10.0,,,79-79,3,H. Thompson makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
7:50.0,A. Anderson makes 2-pt shot from 12 ft,2,81-79,,
7:33.0,,,81-79,,B. Davies misses 2-pt shot from 16 ft
7:32.0,Defensive rebound by M. Teletovic,,81-79,,
7:25.0,Offensive foul by K. Garnett,,81-79,,
7:25.0,Turnover by K. Garnett (offensive foul),,81-79,,
7:25.0,,,81-79,,T. Wroten enters the game for B. Davies
7:24.0,D. Williams enters the game for J. Jack,,81-79,,
7:22.0,J. Johnson enters the game for B. Bogdanovic,,81-79,,
6:59.0,,,81-79,,Turnover by M. Carter-Williams (lost ball; steal by A. Anderson)
6:49.0,M. Teletovic misses 3-pt shot from 26 ft,,81-79,,
6:47.0,Offensive rebound by D. Williams,,81-79,,
6:44.0,A. Anderson misses 3-pt shot from 24 ft,,81-79,,
6:44.0,Offensive rebound by Team,,81-79,,
6:44.0,,,81-79,,Personal foul by K. McDaniels (drawn by M. Teletovic)
6:44.0,M. Teletovic makes free throw 1 of 2,1,82-79,,
6:44.0,M. Teletovic misses free throw 2 of 2,,82-79,,
6:29.0,,,82-79,,Defensive rebound by K. McDaniels
6:29.0,,,82-82,3,K. McDaniels makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
6:14.0,A. Anderson makes 2-pt shot from 1 ft (assist by D. Williams),2,84-82,,
6:14.0,Shooting foul by M. Carter-Williams (drawn by A. Anderson),,84-82,,
6:14.0,,,84-82,,H. Sims enters the game for H. Thompson
6:14.0,,,84-82,,L. Mbah a Moute enters the game for M. Carter-Williams
6:14.0,A. Anderson makes free throw 1 of 1,1,85-82,,
6:14.0,,,85-82,,Philadelphia full timeout
5:50.0,,,85-82,,T. Wroten misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by A. Anderson,,85-82,,
5:31.0,A. Anderson misses 2-pt shot from 1 ft,,85-82,,
5:30.0,,,85-82,,Defensive rebound by H. Sims
5:26.0,,,85-82,,Shooting foul by D. Williams (drawn by T. Wroten)
5:26.0,,,85-83,1,T. Wroten makes free throw 1 of 2
5:26.0,B. Lopez enters the game for K. Garnett,,85-83,,
5:26.0,,,85-83,,T. Wroten misses free throw 2 of 2
5:25.0,Defensive rebound by J. Johnson,,85-83,,
5:07.0,B. Lopez misses 2-pt shot from 3 ft,,85-83,,
5:04.0,,,85-83,,Defensive rebound by H. Sims
4:46.0,,,85-83,,K. McDaniels misses 3-pt shot from 26 ft
4:45.0,,,85-83,,Offensive rebound by H. Sims
4:29.0,,,85-83,,B. Davies enters the game for N. Noel
4:29.0,,,85-83,,K. McDaniels misses 2-pt shot from 5 ft (block by A. Anderson)
4:29.0,,,85-83,,Offensive rebound by Team
4:27.0,,,85-83,,Turnover by L. Mbah a Moute (lost ball; steal by M. Teletovic)
4:27.0,,,85-83,,Personal foul by B. Davies (drawn by M. Teletovic)
4:27.0,M. Teletovic makes free throw 1 of 2,1,86-83,,
4:27.0,M. Teletovic makes free throw 2 of 2,1,87-83,,
4:15.0,,,87-83,,T. Wroten misses 2-pt shot from 4 ft (block by B. Lopez)
