time,Houston,pts.away,score,pts.home,LA Clippers
5:19.0,Defensive rebound by J. Terry,,8-15,,
5:13.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Terry),2,10-15,,
4:55.0,,,10-18,3,M. Barnes makes 3-pt shot from 25 ft (assist by J. Redick)
4:41.0,Shooting foul by B. Griffin (drawn by D. Howard),,10-18,,
4:41.0,D. Howard misses free throw 1 of 2,,10-18,,
4:41.0,Offensive rebound by Team,,10-18,,
4:41.0,C. Brewer enters the game for T. Ariza,,10-18,,
4:41.0,P. Prigioni enters the game for J. Terry,,10-18,,
4:41.0,D. Howard makes free throw 2 of 2,1,11-18,,
4:18.0,,,11-18,,M. Barnes misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by C. Brewer,,11-18,,
4:04.0,J. Harden misses 2-pt shot from 19 ft,,11-18,,
4:04.0,,,11-18,,Defensive rebound by B. Griffin
3:56.0,,,11-18,,Turnover by B. Griffin (bad pass; steal by J. Harden)
3:51.0,T. Jones misses 2-pt shot from 3 ft,,11-18,,
3:49.0,,,11-18,,Defensive rebound by M. Barnes
3:45.0,,,11-20,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
3:32.0,Shooting foul by J. Redick (drawn by J. Harden),,11-20,,
3:32.0,J. Harden makes free throw 1 of 2,1,12-20,,
3:32.0,T. Ariza enters the game for D. Howard,,12-20,,
3:32.0,J. Harden makes free throw 2 of 2,1,13-20,,
3:23.0,,,13-20,,J. Redick misses 2-pt shot from 20 ft
3:22.0,Defensive rebound by P. Prigioni,,13-20,,
3:03.0,T. Ariza misses 3-pt shot from 23 ft,,13-20,,
3:01.0,,,13-20,,Defensive rebound by B. Griffin
2:52.0,,,13-20,,M. Barnes misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by C. Brewer,,13-20,,
2:42.0,T. Jones makes 2-pt shot from 2 ft (assist by C. Brewer),2,15-20,,
2:38.0,,,15-22,2,B. Griffin makes 2-pt shot from 1 ft (assist by M. Barnes)
2:38.0,,,15-22,,Shooting foul by C. Brewer (drawn by B. Griffin)
2:38.0,,,15-22,,LA Clippers full timeout
2:38.0,,,15-22,,J. Crawford enters the game for M. Barnes
2:38.0,,,15-22,,G. Davis enters the game for D. Jordan
2:38.0,,,15-22,,B. Griffin misses free throw 1 of 1
2:35.0,Defensive rebound by J. Harden,,15-22,,
2:18.0,Shooting foul by G. Davis (drawn by J. Harden),,15-22,,
2:18.0,J. Harden makes free throw 1 of 2,1,16-22,,
2:18.0,J. Harden makes free throw 2 of 2,1,17-22,,
2:07.0,,,17-22,,Shooting foul by P. Prigioni (drawn by G. Davis)
2:07.0,,,17-23,1,G. Davis makes free throw 1 of 2
2:07.0,,,17-23,,A. Rivers enters the game for J. Redick
2:07.0,,,17-24,1,G. Davis makes free throw 2 of 2
1:49.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Harden),3,20-24,,
1:32.0,,,20-26,2,C. Paul makes 2-pt shot from 17 ft
1:18.0,J. Harden misses 2-pt shot from 9 ft (block by A. Rivers),,20-26,,
1:16.0,,,20-26,,Defensive rebound by G. Davis
1:08.0,,,20-26,,G. Davis misses 2-pt shot from 3 ft
1:04.0,,,20-26,,Offensive rebound by C. Paul
1:01.0,,,20-26,,J. Crawford misses 3-pt shot from 29 ft
1:00.0,Defensive rebound by C. Brewer,,20-26,,
1:00.0,Turnover by C. Brewer (bad pass; steal by J. Crawford),,20-26,,
0:56.0,,,20-28,2,C. Paul makes 2-pt shot from 2 ft
0:56.0,,,20-28,,Shooting foul by C. Brewer (drawn by C. Paul)
0:56.0,D. Howard enters the game for J. Harden,,20-28,,
0:56.0,,,20-29,1,C. Paul makes free throw 1 of 1
0:36.0,C. Brewer misses 3-pt shot from 24 ft,,20-29,,
0:35.0,Offensive rebound by T. Jones,,20-29,,
0:35.0,T. Jones makes 2-pt shot from 2 ft,2,22-29,,
0:35.0,Shooting foul by A. Rivers (drawn by T. Jones),,22-29,,
0:35.0,,,22-29,,M. Barnes enters the game for C. Paul
0:35.0,T. Jones makes free throw 1 of 1,1,23-29,,
0:11.0,,,23-29,,B. Griffin misses 2-pt shot from 4 ft
0:10.0,Defensive rebound by D. Howard,,23-29,,
0:07.0,Shooting foul by M. Barnes (drawn by C. Brewer),,23-29,,
0:07.0,C. Brewer makes free throw 1 of 2,1,24-29,,
0:07.0,C. Capela enters the game for D. Howard,,24-29,,
0:07.0,,,24-29,,C. Paul enters the game for G. Davis
0:07.0,J. Terry enters the game for T. Jones,,24-29,,
0:07.0,C. Brewer makes free throw 2 of 2,1,25-29,,
0:02.0,,,25-29,,C. Paul misses 3-pt shot from 26 ft
0:00.0,,,25-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-29,,A. Rivers misses 2-pt shot from 4 ft
11:38.0,Defensive rebound by C. Brewer,,25-29,,
11:24.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Prigioni),3,28-29,,
11:08.0,,,28-29,,J. Crawford misses 2-pt shot from 20 ft
11:07.0,,,28-29,,Offensive rebound by D. Jordan
11:07.0,,,28-29,,D. Jordan misses 2-pt shot from 6 ft
11:06.0,,,28-29,,Offensive rebound by D. Jordan
11:06.0,,,28-29,,Shooting foul by P. Prigioni (drawn by D. Jordan)
11:06.0,,,28-30,1,D. Jordan makes free throw 1 of 2
11:06.0,,,28-30,,S. Hawes enters the game for G. Davis
11:06.0,,,28-31,1,D. Jordan makes free throw 2 of 2
10:44.0,D. Howard makes 2-pt shot at rim (assist by T. Jones),2,30-31,,
10:27.0,,,30-31,,J. Crawford misses 2-pt shot from 6 ft
10:25.0,Defensive rebound by P. Prigioni,,30-31,,
10:18.0,C. Brewer misses 2-pt shot from 5 ft,,30-31,,
10:15.0,,,30-31,,Defensive rebound by A. Rivers
10:13.0,,,30-33,2,J. Crawford makes 2-pt shot from 2 ft (assist by A. Rivers)
9:57.0,P. Prigioni misses 2-pt shot from 9 ft,,30-33,,
9:56.0,,,30-33,,Defensive rebound by M. Barnes
9:48.0,,,30-33,,A. Rivers misses 2-pt shot from 5 ft
9:46.0,Defensive rebound by D. Howard,,30-33,,
9:40.0,Turnover by P. Prigioni (lost ball; steal by A. Rivers),,30-33,,
9:37.0,,,30-35,2,A. Rivers makes 2-pt shot at rim
9:19.0,T. Jones makes 2-pt shot from 4 ft (assist by P. Prigioni),2,32-35,,
9:05.0,,,32-37,2,D. Jordan makes 2-pt shot from 2 ft (assist by A. Rivers)
8:39.0,P. Prigioni misses 2-pt shot from 19 ft,,32-37,,
8:38.0,,,32-37,,Defensive rebound by J. Crawford
8:30.0,,,32-37,,A. Rivers misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by P. Prigioni,,32-37,,
8:25.0,Turnover by T. Ariza (traveling),,32-37,,
8:25.0,Official timeout,,32-37,,
8:25.0,Technical foul by P. Prigioni,,32-37,,
8:25.0,J. Terry enters the game for C. Brewer,,32-37,,
8:25.0,J. Harden enters the game for P. Prigioni,,32-37,,
8:25.0,,,32-37,,B. Griffin enters the game for S. Hawes
8:25.0,,,32-37,,J. Crawford misses technical free throw
8:25.0,,,32-37,,Offensive rebound by Team
8:09.0,,,32-39,2,J. Crawford makes 2-pt shot from 6 ft
7:56.0,J. Harden makes 2-pt shot from 8 ft,2,34-39,,
7:56.0,Shooting foul by A. Rivers (drawn by J. Harden),,34-39,,
7:56.0,,,34-39,,C. Paul enters the game for A. Rivers
7:56.0,J. Smith enters the game for T. Jones,,34-39,,
7:56.0,J. Harden makes free throw 1 of 1,1,35-39,,
7:44.0,,,35-41,2,J. Crawford makes 2-pt shot from 4 ft
7:28.0,J. Harden makes 3-pt shot from 25 ft,3,38-41,,
7:13.0,,,38-41,,Turnover by J. Crawford (bad pass; steal by D. Howard)
7:06.0,J. Harden makes 3-pt shot from 28 ft (assist by J. Terry),3,41-41,,
6:50.0,,,41-41,,B. Griffin misses 2-pt shot from 16 ft
6:49.0,Defensive rebound by D. Howard,,41-41,,
6:41.0,Shooting foul by M. Barnes (drawn by J. Harden),,41-41,,
6:41.0,J. Harden makes free throw 1 of 2,1,42-41,,
6:41.0,C. Capela enters the game for D. Howard,,42-41,,
6:41.0,,,42-41,,J. Redick enters the game for J. Crawford
6:41.0,J. Harden makes free throw 2 of 2,1,43-41,,
6:27.0,,,43-41,,Shooting foul by J. Smith (drawn by B. Griffin)
6:27.0,,,43-42,1,B. Griffin makes free throw 1 of 2
6:27.0,,,43-43,1,B. Griffin makes free throw 2 of 2
6:16.0,J. Harden misses 2-pt shot from 21 ft,,43-43,,
6:13.0,Offensive rebound by C. Capela,,43-43,,
6:10.0,J. Smith makes 3-pt shot from 25 ft (assist by T. Ariza),3,46-43,,
5:56.0,,,46-45,2,C. Paul makes 2-pt shot from 16 ft
5:56.0,,,46-45,,Shooting foul by J. Terry (drawn by C. Paul)
5:56.0,,,46-45,,LA Clippers full timeout
5:56.0,,,46-46,1,C. Paul makes free throw 1 of 1
5:47.0,J. Terry makes 2-pt shot from 2 ft,2,48-46,,
5:38.0,,,48-46,,M. Barnes misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by J. Terry,,48-46,,
5:32.0,,,48-46,,Shooting block foul by C. Paul (drawn by J. Harden)
5:32.0,J. Harden makes free throw 1 of 2,1,49-46,,
5:32.0,J. Harden makes free throw 2 of 2,1,50-46,,
5:07.0,,,50-46,,Turnover by C. Paul (bad pass; steal by T. Ariza)
5:04.0,C. Capela makes 2-pt shot at rim (assist by J. Smith),2,52-46,,
4:49.0,,,52-46,,Shooting foul by T. Ariza (drawn by J. Redick)
4:49.0,,,52-47,1,J. Redick makes free throw 1 of 2
4:49.0,,,52-47,,J. Crawford enters the game for M. Barnes
4:49.0,,,52-48,1,J. Redick makes free throw 2 of 2
4:31.0,Shooting foul by D. Jordan (drawn by J. Smith),,52-48,,
4:31.0,J. Smith makes free throw 1 of 2,1,53-48,,
4:31.0,J. Smith makes free throw 2 of 2,1,54-48,,
4:07.0,,,54-51,3,B. Griffin makes 3-pt shot from 26 ft (assist by J. Redick)
3:56.0,J. Harden makes 2-pt shot from 19 ft,2,56-51,,
3:50.0,,,56-53,2,B. Griffin makes 2-pt shot from 5 ft (assist by J. Crawford)
3:36.0,J. Harden misses 2-pt shot from 19 ft,,56-53,,
3:36.0,,,56-53,,Defensive rebound by C. Paul
3:20.0,,,56-53,,J. Redick misses 3-pt shot from 23 ft
3:19.0,Defensive rebound by J. Smith,,56-53,,
3:05.0,T. Ariza misses 3-pt shot from 26 ft,,56-53,,
3:04.0,,,56-53,,Defensive rebound by B. Griffin
2:46.0,,,56-53,,C. Paul misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by J. Terry,,56-53,,
2:43.0,Houston full timeout,,56-53,,
2:43.0,D. Howard enters the game for J. Smith,,56-53,,
2:43.0,T. Jones enters the game for C. Capela,,56-53,,
2:28.0,J. Harden misses 2-pt shot from 4 ft,,56-53,,
2:27.0,,,56-53,,Defensive rebound by B. Griffin
2:15.0,,,56-53,,J. Crawford misses 2-pt shot from 18 ft
2:14.0,Defensive rebound by D. Howard,,56-53,,
2:00.0,,,56-53,,Personal foul by J. Redick (drawn by J. Harden)
2:00.0,J. Harden makes free throw 1 of 2,1,57-53,,
2:00.0,C. Capela enters the game for D. Howard,,57-53,,
2:00.0,J. Harden makes free throw 2 of 2,1,58-53,,
1:59.0,Personal foul by C. Capela (drawn by D. Jordan),,58-53,,
1:59.0,,,58-54,1,D. Jordan makes free throw 1 of 2
1:59.0,D. Howard enters the game for C. Capela,,58-54,,
1:59.0,,,58-55,1,D. Jordan makes free throw 2 of 2
1:59.0,,,58-55,,Loose ball foul by J. Crawford (drawn by D. Howard)
1:59.0,D. Howard misses free throw 1 of 2,,58-55,,
1:59.0,Offensive rebound by Team,,58-55,,
1:59.0,D. Howard misses free throw 2 of 2,,58-55,,
1:57.0,,,58-55,,Defensive rebound by B. Griffin
1:42.0,,,58-55,,C. Paul misses 3-pt shot from 27 ft
1:41.0,,,58-55,,Offensive rebound by Team
1:33.0,,,58-57,2,B. Griffin makes 2-pt shot from 3 ft
1:25.0,,,58-57,,Personal take foul by J. Crawford (drawn by D. Howard)
1:25.0,D. Howard misses free throw 1 of 2,,58-57,,
1:25.0,Offensive rebound by Team,,58-57,,
1:25.0,D. Howard misses free throw 2 of 2,,58-57,,
1:24.0,,,58-57,,Defensive rebound by D. Jordan
1:13.0,,,58-60,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
1:12.0,Houston full timeout,,58-60,,
1:12.0,,,58-60,,M. Barnes enters the game for D. Jordan
1:12.0,C. Brewer enters the game for D. Howard,,58-60,,
0:49.0,J. Harden misses 2-pt shot from 20 ft,,58-60,,
0:48.0,Offensive rebound by C. Brewer,,58-60,,
0:48.0,C. Brewer makes 2-pt shot at rim,2,60-60,,
0:37.0,,,60-62,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
0:19.0,T. Jones makes 2-pt shot from 3 ft,2,62-62,,
0:04.0,,,62-64,2,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul)
0:01.0,C. Brewer misses 3-pt shot from 25 ft,,62-64,,
0:00.0,Offensive rebound by Team,,62-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,62-67,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
11:24.0,D. Howard misses 2-pt shot from 3 ft (block by D. Jordan),,62-67,,
11:21.0,,,62-67,,Defensive rebound by C. Paul
11:19.0,,,62-69,2,M. Barnes makes 2-pt shot from 3 ft (assist by C. Paul)
11:02.0,J. Terry misses 3-pt shot from 23 ft,,62-69,,
11:01.0,,,62-69,,Defensive rebound by M. Barnes
10:57.0,,,62-69,,B. Griffin misses flagrant free throw 1 of 2
10:57.0,,,62-69,,Offensive rebound by Team
10:57.0,,,62-69,,B. Griffin misses flagrant free throw 2 of 2
10:57.0,,,62-69,,Offensive rebound by Team
10:49.0,,,62-71,2,B. Griffin makes 2-pt shot from 4 ft
10:38.0,J. Harden makes 2-pt shot from 2 ft,2,64-71,,
10:10.0,,,64-71,,D. Jordan misses 2-pt shot from 3 ft
10:10.0,Defensive rebound by D. Howard,,64-71,,
9:48.0,J. Terry misses 2-pt shot from 20 ft,,64-71,,
9:47.0,,,64-71,,Defensive rebound by D. Jordan
9:26.0,Personal foul by J. Terry (drawn by C. Paul),,64-71,,
9:13.0,,,64-71,,J. Redick misses 3-pt shot from 26 ft
9:13.0,Defensive rebound by J. Smith,,64-71,,
9:13.0,Technical foul by D. Howard,,64-71,,
9:13.0,,,64-72,1,J. Redick makes technical free throw
9:00.0,J. Harden misses 3-pt shot from 25 ft,,64-72,,
9:00.0,Offensive rebound by Team,,64-72,,
9:00.0,,,64-72,,Loose ball foul by D. Jordan (drawn by D. Howard)
8:48.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden),2,66-72,,
8:37.0,,,66-72,,Shooting foul by J. Smith (drawn by D. Jordan)
8:37.0,,,66-72,,D. Jordan misses free throw 1 of 2
8:37.0,,,66-72,,Offensive rebound by Team
8:37.0,,,66-72,,D. Jordan misses free throw 2 of 2
8:36.0,Defensive rebound by J. Smith,,66-72,,
8:22.0,J. Harden misses 2-pt shot from 13 ft,,66-72,,
8:21.0,,,66-72,,Defensive rebound by M. Barnes
8:11.0,,,66-74,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
7:50.0,J. Smith misses 3-pt shot from 28 ft,,66-74,,
7:49.0,,,66-74,,Defensive rebound by D. Jordan
7:41.0,,,66-74,,M. Barnes misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by J. Harden,,66-74,,
7:30.0,,,66-74,,Personal foul by C. Paul (drawn by J. Harden)
7:15.0,J. Smith misses 3-pt shot from 24 ft,,66-74,,
7:14.0,,,66-74,,Defensive rebound by D. Jordan
7:09.0,,,66-76,2,C. Paul makes 2-pt shot from 3 ft
7:09.0,,,66-76,,Shooting foul by J. Harden (drawn by C. Paul)
7:09.0,,,66-77,1,C. Paul makes free throw 1 of 1
6:51.0,T. Ariza misses 2-pt shot from 3 ft,,66-77,,
6:50.0,Offensive rebound by D. Howard,,66-77,,
6:50.0,D. Howard makes 2-pt shot from 1 ft,2,68-77,,
6:36.0,,,68-79,2,C. Paul makes 2-pt shot from 5 ft
6:22.0,J. Harden misses 2-pt shot from 15 ft,,68-79,,
6:20.0,,,68-79,,Defensive rebound by C. Paul
6:15.0,P. Prigioni enters the game for J. Terry,,68-79,,
6:15.0,T. Jones enters the game for J. Smith,,68-79,,
6:04.0,,,68-79,,J. Redick misses 2-pt shot from 19 ft
6:03.0,Defensive rebound by D. Howard,,68-79,,
5:49.0,T. Ariza misses 2-pt shot from 4 ft,,68-79,,
5:48.0,,,68-79,,Defensive rebound by M. Barnes
5:44.0,,,68-79,,Turnover by C. Paul (bad pass; steal by J. Harden)
5:39.0,Turnover by D. Howard (lost ball; steal by D. Jordan),,68-79,,
5:33.0,,,68-79,,J. Redick misses 3-pt shot from 26 ft
5:31.0,Defensive rebound by D. Howard,,68-79,,
5:27.0,,,68-79,,Personal foul by M. Barnes (drawn by J. Harden)
5:27.0,Technical foul by J. Harden,,68-79,,
5:27.0,,,68-79,,LA Clippers full timeout
5:27.0,,,68-80,1,J. Redick makes technical free throw
5:08.0,J. Harden misses 2-pt shot from 20 ft,,68-80,,
5:07.0,,,68-80,,Defensive rebound by M. Barnes
4:58.0,,,68-82,2,C. Paul makes 2-pt shot from 19 ft
4:38.0,D. Howard misses 2-pt shot from 4 ft,,68-82,,
4:37.0,,,68-82,,Defensive rebound by M. Barnes
4:33.0,Personal foul by P. Prigioni (drawn by C. Paul),,68-82,,
4:33.0,,,68-83,1,C. Paul makes free throw 1 of 2
4:33.0,,,68-84,1,C. Paul makes free throw 2 of 2
4:18.0,Turnover by T. Jones (bad pass; steal by B. Griffin),,68-84,,
4:12.0,,,68-86,2,B. Griffin makes 2-pt shot from 3 ft
3:55.0,D. Howard misses 2-pt shot from 5 ft (block by D. Jordan),,68-86,,
3:53.0,Offensive rebound by T. Ariza,,68-86,,
3:52.0,T. Ariza misses 3-pt shot from 27 ft,,68-86,,
3:50.0,,,68-86,,Defensive rebound by B. Griffin
3:27.0,,,68-86,,M. Barnes misses 2-pt shot from 3 ft (block by D. Howard)
3:26.0,Defensive rebound by D. Howard,,68-86,,
3:19.0,P. Prigioni misses 3-pt shot from 26 ft,,68-86,,
3:18.0,,,68-86,,Defensive rebound by M. Barnes
3:18.0,,,68-86,,LA Clippers full timeout
3:18.0,C. Brewer enters the game for T. Ariza,,68-86,,
3:04.0,Personal foul by P. Prigioni (drawn by C. Paul),,68-86,,
3:04.0,,,68-86,,C. Paul misses free throw 1 of 2
3:04.0,,,68-86,,Offensive rebound by Team
3:04.0,,,68-86,,J. Crawford enters the game for M. Barnes
3:04.0,,,68-87,1,C. Paul makes free throw 2 of 2
2:51.0,C. Brewer misses 2-pt shot from 11 ft (block by J. Crawford),,68-87,,
2:48.0,Offensive rebound by T. Jones,,68-87,,
2:46.0,T. Jones makes 2-pt shot from 1 ft,2,70-87,,
2:35.0,,,70-89,2,C. Paul makes 2-pt shot from 3 ft
2:27.0,,,70-89,,Personal foul by J. Crawford (drawn by J. Harden)
2:17.0,J. Harden misses 2-pt shot from 1 ft,,70-89,,
2:16.0,Offensive rebound by D. Howard,,70-89,,
2:16.0,Shooting foul by B. Griffin (drawn by D. Howard),,70-89,,
2:16.0,D. Howard makes free throw 1 of 2,1,71-89,,
2:16.0,,,71-89,,A. Rivers enters the game for C. Paul
2:16.0,D. Howard makes free throw 2 of 2,1,72-89,,
2:13.0,,,72-89,,Turnover by B. Griffin (bad pass; steal by T. Jones)
2:06.0,J. Harden misses 3-pt shot from 25 ft,,72-89,,
2:04.0,,,72-89,,Defensive rebound by D. Jordan
1:52.0,,,72-89,,Turnover by B. Griffin (lost ball; steal by P. Prigioni)
1:47.0,C. Brewer misses 2-pt shot from 2 ft (block by B. Griffin),,72-89,,
1:44.0,,,72-89,,Defensive rebound by J. Redick
1:33.0,,,72-89,,A. Rivers misses 2-pt shot from 2 ft (block by C. Brewer)
1:33.0,,,72-89,,Offensive rebound by Team
1:33.0,T. Ariza enters the game for J. Harden,,72-89,,
1:23.0,,,72-89,,A. Rivers misses 3-pt shot from 28 ft
1:22.0,Defensive rebound by D. Howard,,72-89,,
1:16.0,Shooting foul by B. Griffin (drawn by T. Jones),,72-89,,
1:16.0,T. Jones makes free throw 1 of 2,1,73-89,,
1:16.0,,,73-89,,G. Davis enters the game for D. Jordan
1:16.0,T. Jones makes free throw 2 of 2,1,74-89,,
1:04.0,,,74-89,,J. Redick misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by Team,,74-89,,
1:04.0,Houston full timeout,,74-89,,
1:04.0,,,74-89,,C. Paul enters the game for J. Redick
1:03.0,,,74-89,,Personal take foul by G. Davis (drawn by D. Howard)
1:03.0,D. Howard makes free throw 1 of 2,1,75-89,,
1:03.0,D. Howard makes free throw 2 of 2,1,76-89,,
0:48.0,,,76-89,,J. Crawford misses 2-pt shot from 5 ft
0:46.0,Defensive rebound by T. Ariza,,76-89,,
0:41.0,T. Jones makes 3-pt shot from 27 ft (assist by P. Prigioni),3,79-89,,
0:27.0,,,79-92,3,J. Crawford makes 3-pt shot from 24 ft (assist by C. Paul)
0:04.0,T. Jones misses 2-pt shot from 4 ft,,79-92,,
0:03.0,Jump ball: B. Griffin vs. T. Jones (C. Paul gains possession),,,,Jump ball: B. Griffin vs. T. Jones (C. Paul gains possession)
0:03.0,,,79-92,,Offensive rebound by B. Griffin
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,Turnover by T. Jones (bad pass; steal by G. Davis),,79-92,,
11:33.0,,,79-92,,LA Clippers full timeout
11:33.0,J. Terry enters the game for P. Prigioni,,79-92,,
11:18.0,,,79-92,,J. Crawford misses 2-pt shot from 10 ft
11:17.0,Defensive rebound by T. Jones,,79-92,,
11:12.0,Shooting foul by A. Rivers (drawn by C. Brewer),,79-92,,
11:12.0,C. Brewer misses free throw 1 of 2,,79-92,,
11:12.0,Offensive rebound by Team,,79-92,,
11:12.0,C. Brewer makes free throw 2 of 2,1,80-92,,
10:51.0,,,80-92,,C. Paul misses 3-pt shot from 28 ft (block by J. Terry)
10:48.0,Defensive rebound by J. Terry,,80-92,,
10:45.0,C. Brewer misses 3-pt shot from 24 ft,,80-92,,
10:42.0,Offensive rebound by T. Jones,,80-92,,
10:36.0,,,80-92,,Personal foul by J. Crawford (drawn by T. Ariza)
10:30.0,C. Brewer makes 2-pt shot from 3 ft (assist by D. Howard),2,82-92,,
10:11.0,,,82-92,,Turnover by G. Davis (bad pass; steal by T. Ariza)
10:06.0,Turnover by J. Terry (bad pass; steal by J. Crawford),,82-92,,
9:59.0,,,82-92,,Shooting foul by C. Brewer (drawn by C. Paul)
9:59.0,,,82-93,1,C. Paul makes free throw 1 of 2
9:59.0,,,82-93,,B. Griffin enters the game for G. Davis
9:59.0,,,82-94,1,C. Paul makes free throw 2 of 2
9:46.0,T. Ariza makes 3-pt shot from 25 ft (assist by T. Jones),3,85-94,,
9:27.0,,,85-94,,B. Griffin misses 2-pt shot from 16 ft
9:25.0,Defensive rebound by T. Jones,,85-94,,
9:15.0,C. Brewer misses 2-pt shot from 6 ft,,85-94,,
9:14.0,,,85-94,,Defensive rebound by J. Crawford
8:58.0,,,85-94,,J. Crawford misses 2-pt shot from 12 ft
8:57.0,Defensive rebound by D. Howard,,85-94,,
8:51.0,Houston full timeout,,85-94,,
8:51.0,,,85-94,,M. Barnes enters the game for C. Paul
8:51.0,,,85-94,,J. Redick enters the game for J. Crawford
8:51.0,J. Smith enters the game for T. Jones,,85-94,,
