time,Oklahoma City,pts.away,score,pts.home,Utah
4:09.0,,,70-86,2,A. Burks makes 2-pt shot from 1 ft
4:09.0,,,70-86,,Shooting foul by J. Lamb (drawn by A. Burks)
4:09.0,I. Smith enters the game for R. Jackson,,70-86,,
4:09.0,,,70-87,1,A. Burks makes free throw 1 of 1
3:52.0,J. Lamb makes 2-pt shot from 16 ft,2,72-87,,
3:39.0,,,72-87,,Shooting foul by L. Thomas (drawn by G. Hayward)
3:39.0,,,72-88,1,G. Hayward makes free throw 1 of 2
3:39.0,,,72-89,1,G. Hayward makes free throw 2 of 2
3:23.0,Turnover by I. Smith (bad pass),,72-89,,
3:23.0,,,72-89,,Utah full timeout
3:23.0,,,72-89,,T. Booker enters the game for E. Kanter
3:13.0,,,72-92,3,T. Burke makes 3-pt shot from 25 ft (assist by G. Hayward)
2:54.0,L. Thomas misses 2-pt shot from 7 ft,,72-92,,
2:52.0,,,72-92,,Defensive rebound by A. Burks
2:35.0,,,72-92,,Turnover by G. Hayward (bad pass; steal by A. Morrow)
2:29.0,J. Lamb makes 3-pt shot from 25 ft (assist by A. Morrow),3,75-92,,
2:08.0,,,75-92,,G. Hayward misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by L. Thomas,,75-92,,
1:57.0,J. Lamb makes 3-pt shot from 23 ft (assist by I. Smith),3,78-92,,
1:57.0,,,78-92,,Utah full timeout
1:57.0,,,78-92,,J. Ingles enters the game for G. Hayward
1:57.0,,,78-92,,D. Exum enters the game for T. Booker
1:39.0,,,78-94,2,T. Burke makes 2-pt shot from 20 ft
1:27.0,L. Thomas misses 2-pt shot from 2 ft,,78-94,,
1:26.0,Offensive rebound by S. Adams,,78-94,,
1:26.0,S. Adams misses 2-pt shot from 2 ft,,78-94,,
1:25.0,,,78-94,,Defensive rebound by A. Burks
1:09.0,,,78-96,2,A. Burks makes 2-pt shot from 1 ft (assist by T. Burke)
1:02.0,Shooting foul by T. Burke (drawn by I. Smith),,78-96,,
1:02.0,I. Smith makes free throw 1 of 2,1,79-96,,
1:02.0,,,79-96,,R. Gobert enters the game for D. Favors
1:02.0,I. Smith misses free throw 2 of 2,,79-96,,
0:59.0,,,79-96,,Defensive rebound by J. Ingles
0:46.0,,,79-98,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
0:38.0,S. Adams makes 2-pt shot at rim (assist by I. Smith),2,81-98,,
0:21.0,,,81-98,,D. Exum misses 3-pt shot from 23 ft
0:19.0,Defensive rebound by I. Smith,,81-98,,
0:16.0,Turnover by I. Smith (lost ball),,81-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
