time,LA Clippers,pts.away,score,pts.home,San Antonio
4:59.0,,,94-76,,A. Baynes enters the game for T. Duncan
4:59.0,,,94-76,,C. Joseph enters the game for T. Parker
4:59.0,,,94-76,,R. Williams enters the game for K. Leonard
4:59.0,D. Jordan makes free throw 2 of 2,1,95-76,,
4:40.0,,,95-76,,R. Williams misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by Team,,95-76,,
4:40.0,,,95-76,,Loose ball foul by M. Bonner (drawn by B. Griffin)
4:40.0,,,95-76,,P. Mills enters the game for D. Green
4:40.0,,,95-76,,J. Ayres enters the game for M. Bonner
4:27.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,97-76,,
4:09.0,,,97-76,,P. Mills misses 2-pt shot from 1 ft
4:06.0,Defensive rebound by D. Jordan,,97-76,,
3:47.0,C. Paul makes 2-pt shot from 15 ft,2,99-76,,
3:37.0,Personal foul by M. Barnes (drawn by R. Williams),,99-76,,
3:37.0,,,99-77,1,R. Williams makes free throw 1 of 2
3:37.0,G. Davis enters the game for M. Barnes,,99-77,,
3:37.0,A. Rivers enters the game for B. Griffin,,99-77,,
3:37.0,,,99-78,1,R. Williams makes free throw 2 of 2
3:14.0,Turnover by C. Paul (bad pass; steal by P. Mills),,99-78,,
3:10.0,,,99-80,2,J. Ayres makes 2-pt shot from 2 ft (assist by A. Baynes)
2:54.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,102-80,,
2:35.0,,,102-82,2,P. Mills makes 2-pt shot from 18 ft (assist by J. Ayres)
2:28.0,LA Clippers full timeout,,102-82,,
2:28.0,E. Udoh enters the game for J. Redick,,102-82,,
2:28.0,C. Wilcox enters the game for D. Jordan,,102-82,,
2:28.0,D. Jones enters the game for C. Paul,,102-82,,
2:12.0,A. Rivers misses 3-pt shot from 24 ft,,102-82,,
2:11.0,,,102-82,,Defensive rebound by J. Ayres
2:06.0,,,102-82,,Shooting foul by E. Udoh (drawn by C. Joseph)
2:06.0,,,102-83,1,C. Joseph makes free throw 1 of 2
2:06.0,,,102-84,1,C. Joseph makes free throw 2 of 2
1:40.0,G. Davis misses 2-pt shot from 19 ft,,102-84,,
1:40.0,,,102-84,,Defensive rebound by A. Baynes
1:33.0,,,102-84,,R. Williams misses 3-pt shot from 23 ft
1:31.0,,,102-84,,Offensive rebound by C. Joseph
1:17.0,,,102-84,,Shooting foul by A. Rivers (drawn by J. Ayres)
1:17.0,,,102-84,,J. Ayres misses free throw 1 of 2
1:17.0,,,102-84,,Offensive rebound by Team
1:17.0,,,102-85,1,J. Ayres makes free throw 2 of 2
1:00.0,C. Wilcox misses 2-pt shot from 21 ft,,102-85,,
1:00.0,,,102-85,,Defensive rebound by C. Joseph
0:51.0,,,102-85,,Turnover by A. Baynes (bad pass; steal by D. Jones)
0:43.0,A. Rivers misses 2-pt shot from 1 ft,,102-85,,
0:41.0,Offensive rebound by A. Rivers,,102-85,,
0:30.0,D. Jones misses 2-pt shot from 2 ft,,102-85,,
0:29.0,Offensive rebound by E. Udoh,,102-85,,
0:09.0,A. Rivers makes 2-pt shot from 1 ft,2,104-85,,
0:09.0,Shooting foul by R. Williams (drawn by A. Rivers),,104-85,,
0:09.0,A. Rivers makes free throw 1 of 1,1,105-85,,
0:00.0,,,105-85,,R. Williams misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by Team,,105-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
