time,Detroit,pts.away,score,pts.home,Indiana
6:40.0,,,58-66,2,R. Hibbert makes 2-pt shot from 2 ft (assist by S. Hill)
6:32.0,Turnover by A. Drummond (offensive foul),,58-66,,
6:32.0,Offensive foul by A. Drummond,,58-66,,
6:18.0,,,58-68,2,D. West makes 2-pt shot from 16 ft (assist by S. Hill)
5:55.0,A. Drummond makes 2-pt shot from 1 ft (assist by G. Monroe),2,60-68,,
5:55.0,Shooting foul by S. Hill (drawn by A. Drummond),,60-68,,
5:55.0,A. Drummond makes free throw 1 of 1,1,61-68,,
5:40.0,,,61-68,,R. Hibbert misses 2-pt shot from 9 ft
5:39.0,Defensive rebound by A. Drummond,,61-68,,
5:33.0,B. Jennings makes 3-pt shot from 25 ft,3,64-68,,
5:33.0,Shooting foul by C. Watson (drawn by B. Jennings),,64-68,,
5:33.0,B. Jennings makes free throw 1 of 1,1,65-68,,
5:16.0,,,65-68,,S. Hill misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by A. Drummond,,65-68,,
5:08.0,B. Jennings makes 3-pt shot from 26 ft,3,68-68,,
5:06.0,,,68-68,,Indiana full timeout
4:51.0,,,68-70,2,D. West makes 2-pt shot from 18 ft (assist by R. Stuckey)
4:23.0,Turnover by K. Caldwell-Pope (bad pass; steal by D. West),,68-70,,
4:16.0,Shooting block foul by A. Drummond (drawn by R. Stuckey),,68-70,,
4:16.0,,,68-71,1,R. Stuckey makes free throw 1 of 2
4:16.0,,,68-71,,I. Mahinmi enters the game for R. Hibbert
4:16.0,A. Tolliver enters the game for A. Drummond,,68-71,,
4:16.0,,,68-72,1,R. Stuckey makes free throw 2 of 2
3:54.0,G. Monroe makes 2-pt shot from 3 ft,2,70-72,,
3:42.0,,,70-72,,Turnover by S. Hill (traveling)
3:24.0,K. Caldwell-Pope misses 3-pt shot from 22 ft,,70-72,,
3:23.0,,,70-72,,Defensive rebound by D. West
3:15.0,,,70-74,2,I. Mahinmi makes 2-pt shot from 2 ft (assist by R. Stuckey)
2:54.0,A. Tolliver misses 3-pt shot from 26 ft,,70-74,,
2:53.0,,,70-74,,Defensive rebound by R. Stuckey
2:49.0,Personal foul by A. Tolliver (drawn by D. West),,70-74,,
2:49.0,,,70-74,,C. Miles enters the game for S. Hill
2:49.0,J. Meeks enters the game for K. Caldwell-Pope,,70-74,,
2:37.0,,,70-74,,R. Stuckey misses 2-pt shot from 19 ft
2:35.0,Defensive rebound by A. Tolliver,,70-74,,
2:28.0,Shooting foul by C. Miles (drawn by A. Tolliver),,70-74,,
2:28.0,A. Tolliver makes free throw 1 of 2,1,71-74,,
2:28.0,,,71-74,,S. Hill enters the game for R. Stuckey
2:28.0,C. Butler enters the game for K. Singler,,71-74,,
2:28.0,A. Tolliver makes free throw 2 of 2,1,72-74,,
2:12.0,,,72-74,,S. Hill misses 2-pt shot from 13 ft
2:11.0,Defensive rebound by A. Tolliver,,72-74,,
2:01.0,G. Monroe misses 2-pt shot from 1 ft,,72-74,,
2:00.0,,,72-74,,Defensive rebound by I. Mahinmi
1:50.0,,,72-74,,S. Hill misses 2-pt shot from 2 ft (block by G. Monroe)
1:49.0,Defensive rebound by C. Butler,,72-74,,
1:44.0,,,72-74,,Personal foul by C. Watson (drawn by B. Jennings)
1:44.0,B. Jennings makes free throw 1 of 2,1,73-74,,
1:44.0,,,73-74,,D. Sloan enters the game for C. Watson
1:44.0,J. Anthony enters the game for G. Monroe,,73-74,,
1:44.0,,,73-74,,L. Scola enters the game for D. West
1:44.0,B. Jennings makes free throw 2 of 2,1,74-74,,
1:29.0,,,74-74,,C. Miles misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by C. Butler,,74-74,,
1:19.0,B. Jennings makes 3-pt shot from 25 ft,3,77-74,,
1:03.0,,,77-74,,L. Scola misses 2-pt shot from 18 ft
1:02.0,Defensive rebound by A. Tolliver,,77-74,,
0:52.0,B. Jennings misses 3-pt shot from 25 ft,,77-74,,
0:50.0,,,77-74,,Defensive rebound by L. Scola
0:45.0,,,77-74,,Turnover by D. Sloan (lost ball; steal by B. Jennings)
0:43.0,Shooting foul by D. Sloan (drawn by B. Jennings),,77-74,,
0:43.0,B. Jennings makes free throw 1 of 2,1,78-74,,
0:43.0,B. Jennings makes free throw 2 of 2,1,79-74,,
0:29.0,,,79-74,,D. Sloan misses 3-pt shot from 26 ft
0:28.0,,,79-74,,Offensive rebound by I. Mahinmi
0:28.0,,,79-76,2,I. Mahinmi makes 2-pt shot from 1 ft
0:06.0,J. Meeks misses 3-pt shot from 25 ft,,79-76,,
0:02.0,Offensive rebound by Team,,79-76,,
0:00.0,B. Jennings misses 3-pt shot from 24 ft,,79-76,,
0:00.0,,,79-76,,Defensive rebound by L. Scola
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Meeks misses 3-pt shot from 24 ft,,79-76,,
11:40.0,,,79-76,,Defensive rebound by D. Sloan
11:24.0,,,79-76,,L. Scola misses 2-pt shot from 19 ft
11:22.0,Defensive rebound by J. Meeks,,79-76,,
11:11.0,A. Tolliver makes 3-pt shot from 25 ft (assist by C. Butler),3,82-76,,
10:52.0,,,82-76,,D. Rudez misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by D. Augustin,,82-76,,
10:36.0,C. Butler misses 3-pt shot from 25 ft,,82-76,,
10:36.0,,,82-76,,Defensive rebound by Team
10:18.0,Personal block foul by A. Tolliver (drawn by L. Scola),,82-76,,
10:13.0,,,82-76,,D. Sloan misses 2-pt shot from 2 ft (block by J. Anthony)
10:13.0,,,82-76,,Offensive rebound by Team
10:06.0,,,82-78,2,I. Mahinmi makes 2-pt shot from 2 ft (assist by D. Rudez)
10:06.0,,,82-78,,Shooting foul by A. Tolliver (drawn by I. Mahinmi)
10:06.0,,,82-78,,I. Mahinmi misses free throw 1 of 1
10:06.0,Defensive rebound by A. Tolliver,,82-78,,
9:42.0,Turnover by Team (shot clock),,82-78,,
9:24.0,,,82-81,3,D. Rudez makes 3-pt shot from 22 ft (assist by L. Scola)
9:05.0,J. Meeks misses 2-pt shot from 16 ft,,82-81,,
9:04.0,,,82-81,,Defensive rebound by C. Miles
8:48.0,,,82-81,,D. Rudez misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by A. Tolliver,,82-81,,
8:35.0,,,82-81,,Personal block foul by C. Miles (drawn by J. Meeks)
8:35.0,Official timeout,,82-81,,
8:35.0,A. Drummond enters the game for J. Anthony,,82-81,,
8:33.0,J. Meeks makes 2-pt shot from 3 ft (assist by C. Butler),2,84-81,,
8:16.0,,,84-81,,Shooting foul by A. Drummond (drawn by L. Scola)
8:16.0,,,84-82,1,L. Scola makes free throw 1 of 2
8:16.0,G. Monroe enters the game for A. Drummond,,84-82,,
8:16.0,,,84-83,1,L. Scola makes free throw 2 of 2
8:01.0,J. Meeks misses 2-pt shot from 19 ft,,84-83,,
8:00.0,,,84-83,,Defensive rebound by D. Sloan
7:51.0,,,84-83,,L. Scola misses 2-pt shot from 4 ft
7:50.0,Defensive rebound by G. Monroe,,84-83,,
7:41.0,J. Meeks makes 3-pt shot from 24 ft (assist by D. Augustin),3,87-83,,
7:25.0,,,87-83,,Offensive foul by I. Mahinmi
7:25.0,,,87-83,,Turnover by I. Mahinmi (offensive foul)
7:25.0,K. Caldwell-Pope enters the game for J. Meeks,,87-83,,
7:07.0,G. Monroe misses 2-pt shot from 4 ft,,87-83,,
7:05.0,,,87-83,,Defensive rebound by C. Miles
7:00.0,,,87-83,,C. Miles misses 2-pt shot from 8 ft
6:58.0,,,87-83,,Offensive rebound by I. Mahinmi
6:58.0,,,87-85,2,I. Mahinmi makes 2-pt shot from 1 ft
6:40.0,Turnover by A. Tolliver (bad pass),,87-85,,
6:40.0,B. Jennings enters the game for D. Augustin,,87-85,,
6:40.0,,,87-85,,Indiana full timeout
6:40.0,,,87-85,,S. Hill enters the game for D. Rudez
6:31.0,,,87-87,2,D. Sloan makes 2-pt shot from 1 ft
6:03.0,B. Jennings misses 3-pt shot from 25 ft,,87-87,,
6:02.0,Offensive rebound by Team,,87-87,,
6:02.0,Turnover by Team (shot clock),,87-87,,
5:44.0,,,87-87,,Turnover by L. Scola (lost ball; steal by G. Monroe)
5:27.0,Shooting foul by D. Sloan (drawn by C. Butler),,87-87,,
5:27.0,C. Butler makes free throw 1 of 3,1,88-87,,
5:27.0,C. Butler misses free throw 2 of 3,,88-87,,
5:27.0,Offensive rebound by Team,,88-87,,
5:27.0,,,88-87,,D. West enters the game for L. Scola
5:27.0,C. Butler makes free throw 3 of 3,1,89-87,,
5:05.0,,,89-87,,Turnover by D. West (bad pass; steal by C. Butler)
4:47.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by B. Jennings),3,92-87,,
4:29.0,,,92-87,,D. West misses 2-pt shot from 19 ft
4:28.0,Defensive rebound by K. Caldwell-Pope,,92-87,,
4:14.0,A. Tolliver misses 3-pt shot from 23 ft,,92-87,,
4:13.0,Offensive rebound by C. Butler,,92-87,,
4:12.0,C. Butler misses 2-pt shot from 2 ft (block by D. West),,92-87,,
4:10.0,,,92-87,,Defensive rebound by D. West
4:03.0,,,92-89,2,D. Sloan makes 2-pt shot from 1 ft
3:45.0,Shooting foul by I. Mahinmi (drawn by B. Jennings),,92-89,,
3:45.0,B. Jennings makes free throw 1 of 2,1,93-89,,
3:45.0,,,93-89,,R. Hibbert enters the game for I. Mahinmi
3:45.0,,,93-89,,C. Watson enters the game for D. Sloan
3:45.0,B. Jennings makes free throw 2 of 2,1,94-89,,
3:28.0,,,94-89,,C. Miles misses 3-pt shot from 26 ft
3:27.0,Defensive rebound by A. Tolliver,,94-89,,
3:19.0,B. Jennings misses 3-pt shot from 26 ft,,94-89,,
