time,Sacramento,pts.away,score,pts.home,Boston
7:28.0,Personal foul by B. McLemore (drawn by E. Turner),,4-11,,
7:20.0,,,4-11,,A. Bradley misses 2-pt shot from 20 ft
7:19.0,Defensive rebound by R. Gay,,4-11,,
7:10.0,D. Cousins makes 2-pt shot at rim (assist by R. Gay),2,6-11,,
6:57.0,,,6-11,,E. Turner misses 2-pt shot from 1 ft
6:56.0,Defensive rebound by D. Cousins,,6-11,,
6:48.0,B. McLemore makes 3-pt shot from 23 ft (assist by D. Collison),3,9-11,,
6:36.0,,,9-11,,T. Zeller misses 2-pt shot from 8 ft
6:36.0,,,9-11,,Offensive rebound by Team
6:36.0,Loose ball foul by C. Landry (drawn by J. Sullinger),,9-11,,
6:29.0,,,9-13,2,A. Bradley makes 2-pt shot from 20 ft (assist by E. Turner)
6:15.0,Offensive foul by B. McLemore,,9-13,,
6:15.0,Turnover by B. McLemore (offensive foul),,9-13,,
6:15.0,N. Stauskas enters the game for B. McLemore,,9-13,,
6:04.0,,,9-15,2,A. Bradley makes 2-pt shot from 20 ft (assist by E. Turner)
5:47.0,R. Gay misses 2-pt shot from 8 ft,,9-15,,
5:45.0,Offensive rebound by D. Cousins,,9-15,,
5:43.0,D. Cousins misses 2-pt shot at rim,,9-15,,
5:42.0,,,9-15,,Defensive rebound by J. Sullinger
5:32.0,,,9-15,,J. Green misses 2-pt shot from 5 ft
5:31.0,Defensive rebound by R. Gay,,9-15,,
5:26.0,N. Stauskas misses 3-pt shot from 26 ft,,9-15,,
5:25.0,,,9-15,,Defensive rebound by E. Turner
5:19.0,,,9-15,,E. Turner misses 2-pt shot at rim (block by D. Collison)
5:18.0,Defensive rebound by D. Cousins,,9-15,,
5:04.0,D. Cousins misses 2-pt shot from 4 ft,,9-15,,
5:03.0,,,9-15,,Defensive rebound by T. Zeller
4:53.0,,,9-15,,J. Sullinger misses 2-pt shot from 19 ft
4:52.0,Defensive rebound by R. Gay,,9-15,,
4:35.0,D. Cousins misses 2-pt shot from 19 ft,,9-15,,
4:35.0,,,9-15,,Defensive rebound by A. Bradley
4:31.0,,,9-17,2,E. Turner makes 2-pt shot at rim (assist by A. Bradley)
4:31.0,Technical foul by D. Cousins,,9-17,,
4:31.0,,,9-17,,J. Green misses technical free throw
4:30.0,Offensive rebound by Team,,9-17,,
4:30.0,,,9-17,,K. Olynyk enters the game for J. Sullinger
4:30.0,R. Evans enters the game for D. Cousins,,9-17,,
4:13.0,D. Collison makes 2-pt shot from 15 ft,2,11-17,,
4:03.0,,,11-17,,K. Olynyk misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by Team,,11-17,,
4:02.0,,,11-17,,M. Smart enters the game for E. Turner
3:41.0,Shooting foul by M. Smart (drawn by N. Stauskas),,11-17,,
3:41.0,N. Stauskas misses free throw 1 of 2,,11-17,,
3:41.0,Offensive rebound by Team,,11-17,,
3:41.0,,,11-17,,B. Bass enters the game for T. Zeller
3:41.0,N. Stauskas makes free throw 2 of 2,1,12-17,,
3:25.0,,,12-17,,J. Green misses 2-pt shot from 11 ft
3:25.0,Defensive rebound by N. Stauskas,,12-17,,
3:17.0,Shooting foul by B. Bass (drawn by D. Collison),,12-17,,
3:17.0,D. Collison makes free throw 1 of 2,1,13-17,,
3:17.0,D. Collison makes free throw 2 of 2,1,14-17,,
3:05.0,,,14-17,,Turnover by M. Smart (lost ball; steal by R. Evans)
2:51.0,C. Landry misses 2-pt shot from 15 ft,,14-17,,
2:51.0,Offensive rebound by Team,,14-17,,
2:51.0,,,14-17,,Personal foul by K. Olynyk (drawn by R. Evans)
2:51.0,,,14-17,,Boston full timeout
2:51.0,,,14-17,,J. Crowder enters the game for J. Green
2:51.0,R. Evans makes free throw 1 of 2,1,15-17,,
2:51.0,R. Evans misses free throw 2 of 2,,15-17,,
2:51.0,,,15-17,,Defensive rebound by K. Olynyk
2:32.0,,,15-17,,A. Bradley misses 2-pt shot from 17 ft
2:31.0,Defensive rebound by Team,,15-17,,
2:15.0,C. Landry misses 2-pt shot from 17 ft,,15-17,,
2:14.0,Offensive rebound by R. Evans,,15-17,,
2:10.0,Turnover by R. Evans (lost ball; steal by K. Olynyk),,15-17,,
1:56.0,,,15-17,,K. Olynyk misses 2-pt shot from 13 ft
1:55.0,Defensive rebound by R. Gay,,15-17,,
1:44.0,R. Gay misses 2-pt shot from 20 ft,,15-17,,
1:43.0,,,15-17,,Defensive rebound by M. Smart
1:30.0,,,15-19,2,K. Olynyk makes 2-pt shot at rim (assist by A. Bradley)
1:12.0,R. Gay misses 2-pt shot from 9 ft,,15-19,,
1:11.0,,,15-19,,Defensive rebound by A. Bradley
1:01.0,,,15-19,,B. Bass misses 2-pt shot from 1 ft
1:00.0,Defensive rebound by Team,,15-19,,
1:00.0,,,15-19,,J. Nelson enters the game for A. Bradley
0:46.0,C. Landry makes 2-pt shot from 18 ft (assist by D. Collison),2,17-19,,
0:29.0,,,17-21,2,B. Bass makes 2-pt shot from 14 ft (assist by K. Olynyk)
0:09.0,D. Collison makes 2-pt shot from 1 ft,2,19-21,,
0:04.0,Personal take foul by D. Collison (drawn by J. Nelson),,19-21,,
0:04.0,D. Williams enters the game for C. Landry,,19-21,,
0:00.0,,,19-23,2,K. Olynyk makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,C. Landry misses 2-pt shot from 2 ft (block by K. Olynyk),,19-23,,
11:37.0,,,19-23,,Defensive rebound by B. Bass
11:30.0,,,19-23,,K. Olynyk misses 2-pt shot from 1 ft (block by C. Landry)
11:29.0,Defensive rebound by D. Williams,,19-23,,
11:25.0,D. Williams makes 2-pt shot at rim,2,21-23,,
11:04.0,,,21-23,,B. Bass misses 2-pt shot from 15 ft
11:02.0,Defensive rebound by C. Landry,,21-23,,
10:41.0,D. Williams misses 3-pt shot from 24 ft,,21-23,,
10:40.0,,,21-23,,Defensive rebound by K. Olynyk
10:33.0,,,21-23,,J. Nelson misses 3-pt shot from 24 ft
10:32.0,Defensive rebound by D. Cousins,,21-23,,
10:24.0,N. Stauskas misses 2-pt shot from 10 ft,,21-23,,
10:22.0,Offensive rebound by Team,,21-23,,
10:22.0,,,21-23,,T. Zeller enters the game for B. Bass
10:12.0,D. Cousins makes 2-pt shot at rim,2,23-23,,
9:53.0,,,23-25,2,T. Zeller makes 2-pt shot at rim (assist by J. Nelson)
9:37.0,D. Cousins misses 2-pt shot from 15 ft,,23-25,,
9:36.0,,,23-25,,Defensive rebound by M. Smart
9:25.0,,,23-27,2,T. Zeller makes 2-pt shot at rim (assist by J. Nelson)
9:08.0,R. McCallum misses 2-pt shot at rim,,23-27,,
9:07.0,Offensive rebound by C. Landry,,23-27,,
9:05.0,C. Landry makes 2-pt shot from 1 ft,2,25-27,,
8:48.0,,,25-27,,J. Nelson misses 2-pt shot from 19 ft
8:47.0,Defensive rebound by N. Stauskas,,25-27,,
8:34.0,Turnover by D. Cousins (lost ball),,25-27,,
8:34.0,Official timeout,,25-27,,
8:24.0,,,25-27,,Turnover by J. Nelson (lost ball; steal by N. Stauskas)
8:19.0,C. Landry makes 2-pt shot at rim (assist by N. Stauskas),2,27-27,,
8:09.0,,,27-29,2,M. Smart makes 2-pt shot from 13 ft
7:50.0,N. Stauskas misses 3-pt shot from 25 ft,,27-29,,
7:50.0,Offensive rebound by C. Landry,,27-29,,
7:47.0,Turnover by C. Landry (lost ball; steal by M. Smart),,27-29,,
7:40.0,,,27-29,,J. Crowder misses 3-pt shot from 24 ft
7:39.0,,,27-29,,Offensive rebound by Team
7:39.0,Loose ball foul by C. Landry (drawn by K. Olynyk),,27-29,,
7:32.0,,,27-31,2,J. Nelson makes 2-pt shot from 17 ft
7:10.0,D. Williams misses 2-pt shot from 12 ft,,27-31,,
7:09.0,Offensive rebound by Team,,27-31,,
7:09.0,,,27-31,,Personal foul by T. Zeller (drawn by D. Cousins)
7:09.0,O. Casspi enters the game for N. Stauskas,,27-31,,
7:09.0,,,27-31,,J. Sullinger enters the game for T. Zeller
7:09.0,B. McLemore enters the game for C. Landry,,27-31,,
7:01.0,B. McLemore makes 2-pt shot from 17 ft (assist by O. Casspi),2,29-31,,
6:46.0,,,29-31,,Shooting foul by B. McLemore (drawn by K. Olynyk)
6:46.0,,,29-32,1,K. Olynyk makes free throw 1 of 2
6:46.0,N. Stauskas enters the game for B. McLemore,,29-32,,
6:46.0,,,29-33,1,K. Olynyk makes free throw 2 of 2
6:31.0,,,29-33,,Personal foul by M. Smart (drawn by R. McCallum)
6:15.0,R. McCallum misses 3-pt shot from 23 ft,,29-33,,
6:14.0,,,29-33,,Defensive rebound by J. Sullinger
6:03.0,,,29-33,,J. Nelson misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by D. Williams,,29-33,,
6:00.0,Turnover by D. Williams (bad pass; steal by J. Nelson),,29-33,,
5:54.0,,,29-33,,J. Nelson misses 2-pt shot at rim
5:53.0,Defensive rebound by D. Cousins,,29-33,,
5:43.0,Turnover by O. Casspi (lost ball; steal by J. Crowder),,29-33,,
5:40.0,Violation by D. Cousins (def goaltending),,29-33,,
5:40.0,,,29-35,2,J. Crowder makes 2-pt shot at rim
5:17.0,,,29-35,,Boston full timeout
5:17.0,,,29-35,,E. Turner enters the game for K. Olynyk
5:17.0,,,29-35,,B. Wright enters the game for J. Nelson
5:17.0,D. Collison enters the game for D. Williams,,29-35,,
5:17.0,R. Gay enters the game for R. McCallum,,29-35,,
5:14.0,D. Cousins makes 2-pt shot from 1 ft (assist by O. Casspi),2,31-35,,
4:54.0,,,31-37,2,B. Wright makes 2-pt shot from 4 ft (assist by E. Turner)
4:32.0,R. Gay makes 2-pt shot from 7 ft,2,33-37,,
4:19.0,,,33-37,,J. Crowder misses 2-pt shot from 3 ft (block by O. Casspi)
4:18.0,,,33-37,,Offensive rebound by J. Sullinger
4:16.0,,,33-37,,J. Sullinger misses 2-pt shot at rim
4:15.0,,,33-37,,Offensive rebound by B. Wright
4:09.0,,,33-37,,Turnover by E. Turner (bad pass; steal by R. Gay)
4:02.0,Turnover by D. Collison (bad pass; steal by E. Turner),,33-37,,
3:51.0,,,33-37,,J. Crowder misses 3-pt shot from 24 ft
3:51.0,,,33-37,,Offensive rebound by J. Sullinger
3:47.0,,,33-39,2,J. Sullinger makes 2-pt shot from 5 ft
3:27.0,D. Collison misses 2-pt shot from 12 ft,,33-39,,
3:26.0,,,33-39,,Defensive rebound by M. Smart
3:12.0,,,33-41,2,J. Sullinger makes 2-pt shot from 17 ft (assist by E. Turner)
2:57.0,Shooting foul by J. Crowder (drawn by O. Casspi),,33-41,,
2:57.0,Sacramento full timeout,,33-41,,
2:57.0,,,33-41,,J. Green enters the game for M. Smart
2:57.0,,,33-41,,A. Bradley enters the game for J. Crowder
2:57.0,O. Casspi misses free throw 1 of 2,,33-41,,
2:57.0,Offensive rebound by Team,,33-41,,
2:57.0,O. Casspi misses free throw 2 of 2,,33-41,,
2:57.0,,,33-41,,Defensive rebound by J. Sullinger
2:39.0,,,33-41,,J. Sullinger misses 2-pt shot from 5 ft
2:38.0,Defensive rebound by R. Gay,,33-41,,
2:31.0,O. Casspi misses 2-pt shot from 5 ft,,33-41,,
2:30.0,,,33-41,,Defensive rebound by B. Wright
2:19.0,,,33-41,,B. Wright misses 2-pt shot from 4 ft
2:17.0,Defensive rebound by D. Cousins,,33-41,,
2:12.0,D. Collison makes 2-pt shot from 13 ft,2,35-41,,
1:57.0,,,35-43,2,E. Turner makes 2-pt shot from 19 ft
1:41.0,Offensive charge foul by D. Cousins,,35-43,,
1:41.0,Turnover by D. Cousins (offensive foul),,35-43,,
1:26.0,,,35-45,2,J. Sullinger makes 2-pt shot from 18 ft (assist by E. Turner)
1:09.0,R. Gay makes 2-pt shot from 1 ft,2,37-45,,
1:02.0,,,37-45,,E. Turner misses 2-pt shot from 11 ft
1:01.0,Defensive rebound by O. Casspi,,37-45,,
0:50.0,Shooting foul by A. Bradley (drawn by D. Collison),,37-45,,
0:50.0,D. Collison makes free throw 1 of 2,1,38-45,,
0:50.0,D. Collison makes free throw 2 of 2,1,39-45,,
0:40.0,,,39-47,2,A. Bradley makes 2-pt shot from 16 ft
0:33.0,O. Casspi misses 2-pt shot from 7 ft (block by B. Wright),,39-47,,
0:32.0,Offensive rebound by O. Casspi,,39-47,,
0:27.0,R. Gay misses 2-pt shot from 19 ft,,39-47,,
0:26.0,,,39-47,,Defensive rebound by E. Turner
0:03.0,,,39-49,2,B. Wright makes 2-pt shot at rim (assist by E. Turner)
0:00.0,D. Collison misses 3-pt shot from 25 ft,,39-49,,
0:00.0,Offensive rebound by Team,,39-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,B. McLemore makes 3-pt shot from 22 ft (assist by D. Collison),3,42-49,,
11:25.0,,,42-51,2,J. Sullinger makes 2-pt shot from 21 ft (assist by J. Green)
11:09.0,R. Gay misses 2-pt shot from 14 ft (block by J. Green),,42-51,,
11:08.0,,,42-51,,Defensive rebound by J. Green
11:06.0,,,42-51,,Shooting foul by R. Gay (drawn by J. Green)
11:06.0,,,42-52,1,J. Green makes free throw 1 of 2
11:06.0,,,42-53,1,J. Green makes free throw 2 of 2
10:43.0,D. Collison misses 3-pt shot from 23 ft,,42-53,,
10:42.0,,,42-53,,Defensive rebound by E. Turner
10:30.0,,,42-55,2,J. Sullinger makes 2-pt shot from 5 ft (assist by E. Turner)
10:06.0,B. McLemore misses 3-pt shot from 24 ft,,42-55,,
10:05.0,,,42-55,,Defensive rebound by Team
10:05.0,Loose ball foul by R. Hollins (drawn by J. Green),,42-55,,
9:46.0,,,42-55,,T. Zeller misses 2-pt shot from 2 ft (block by D. Cousins)
9:45.0,Defensive rebound by R. Hollins,,42-55,,
9:29.0,R. Gay misses 2-pt shot at rim (block by J. Sullinger),,42-55,,
9:29.0,Offensive rebound by Team,,42-55,,
9:26.0,R. Hollins misses 2-pt shot from 6 ft (block by J. Sullinger),,42-55,,
9:25.0,,,42-55,,Defensive rebound by A. Bradley
9:21.0,,,42-57,2,E. Turner makes 2-pt shot at rim (assist by A. Bradley)
9:15.0,Sacramento full timeout,,42-57,,
9:15.0,C. Landry enters the game for R. Hollins,,42-57,,
9:15.0,Sacramento full timeout,,42-57,,
8:54.0,D. Collison misses 3-pt shot from 28 ft,,42-57,,
8:52.0,,,42-57,,Defensive rebound by Team
8:37.0,,,42-57,,Turnover by A. Bradley (lost ball; steal by B. McLemore)
8:22.0,D. Cousins makes 2-pt shot from 5 ft,2,44-57,,
8:08.0,,,44-59,2,J. Sullinger makes 2-pt shot from 19 ft (assist by E. Turner)
8:00.0,Turnover by B. McLemore (kicked ball),,44-59,,
7:44.0,,,44-59,,Turnover by E. Turner (lost ball; steal by D. Collison)
7:43.0,,,44-59,,Personal foul by E. Turner (drawn by C. Landry)
7:36.0,D. Collison makes 2-pt shot at rim,2,46-59,,
7:21.0,,,46-59,,J. Green misses 3-pt shot from 24 ft
7:20.0,Defensive rebound by D. Cousins,,46-59,,
7:12.0,,,46-59,,Personal foul by E. Turner (drawn by D. Collison)
7:02.0,R. Gay misses 2-pt shot from 13 ft,,46-59,,
7:00.0,Offensive rebound by C. Landry,,46-59,,
6:59.0,C. Landry makes 2-pt shot from 1 ft,2,48-59,,
6:46.0,,,48-59,,Turnover by E. Turner (bad pass; steal by D. Cousins)
6:42.0,Shooting foul by E. Turner (drawn by D. Collison),,48-59,,
6:42.0,D. Collison makes free throw 1 of 2,1,49-59,,
6:42.0,,,49-59,,J. Nelson enters the game for E. Turner
6:42.0,D. Collison makes free throw 2 of 2,1,50-59,,
6:32.0,,,50-59,,Shooting foul by B. McLemore (drawn by A. Bradley)
6:32.0,,,50-59,,A. Bradley misses free throw 1 of 2
6:32.0,,,50-59,,Offensive rebound by Team
6:32.0,R. McCallum enters the game for B. McLemore,,50-59,,
6:32.0,,,50-60,1,A. Bradley makes free throw 2 of 2
6:16.0,D. Collison misses 3-pt shot from 24 ft,,50-60,,
6:15.0,,,50-60,,Defensive rebound by J. Sullinger
6:06.0,Personal foul by C. Landry (drawn by J. Sullinger),,50-60,,
6:00.0,,,50-60,,A. Bradley misses 2-pt shot from 16 ft
6:00.0,Defensive rebound by R. McCallum,,50-60,,
5:54.0,D. Cousins misses flagrant free throw 1 of 2,,50-60,,
5:54.0,Offensive rebound by Team,,50-60,,
5:54.0,D. Cousins makes flagrant free throw 2 of 2,1,51-60,,
5:54.0,,,51-60,,K. Olynyk enters the game for T. Zeller
5:39.0,D. Cousins misses 2-pt shot at rim (block by J. Sullinger),,51-60,,
5:37.0,,,51-60,,Defensive rebound by J. Green
5:27.0,,,51-60,,J. Sullinger misses 2-pt shot from 10 ft
5:26.0,Defensive rebound by C. Landry,,51-60,,
5:12.0,,,51-60,,Personal foul by J. Green (drawn by R. Gay)
5:12.0,R. Gay makes free throw 1 of 2,1,52-60,,
5:12.0,R. Gay misses free throw 2 of 2,,52-60,,
5:11.0,Offensive rebound by D. Cousins,,52-60,,
4:58.0,D. Cousins misses 2-pt shot from 3 ft,,52-60,,
4:57.0,Offensive rebound by R. Gay,,52-60,,
4:54.0,R. Gay misses 2-pt shot from 10 ft,,52-60,,
4:52.0,,,52-60,,Defensive rebound by J. Sullinger
4:48.0,Personal foul by D. Cousins (drawn by J. Sullinger),,52-60,,
4:48.0,,,52-61,1,J. Sullinger makes free throw 1 of 2
4:48.0,,,52-62,1,J. Sullinger makes free throw 2 of 2
4:38.0,D. Cousins misses 2-pt shot at rim,,52-62,,
4:37.0,,,52-62,,Defensive rebound by J. Sullinger
4:31.0,,,52-62,,J. Sullinger misses 2-pt shot at rim
4:30.0,Defensive rebound by R. McCallum,,52-62,,
4:26.0,Shooting foul by J. Nelson (drawn by R. McCallum),,52-62,,
4:26.0,R. McCallum misses free throw 1 of 2,,52-62,,
4:26.0,Offensive rebound by Team,,52-62,,
4:26.0,R. Evans enters the game for D. Cousins,,52-62,,
4:26.0,,,52-62,,B. Bass enters the game for J. Sullinger
4:26.0,R. McCallum makes free throw 2 of 2,1,53-62,,
4:10.0,,,53-64,2,J. Green makes 2-pt shot from 20 ft (assist by J. Nelson)
3:58.0,R. Gay misses 3-pt shot from 24 ft,,53-64,,
3:57.0,,,53-64,,Defensive rebound by J. Nelson
3:43.0,,,53-64,,A. Bradley misses 2-pt shot from 15 ft
3:42.0,Defensive rebound by R. Gay,,53-64,,
3:33.0,C. Landry makes 2-pt shot from 1 ft (assist by R. Gay),2,55-64,,
3:24.0,,,55-64,,Turnover by K. Olynyk (lost ball; steal by R. McCallum)
3:24.0,,,55-64,,Personal foul by K. Olynyk (drawn by R. McCallum)
3:24.0,R. McCallum makes free throw 1 of 2,1,56-64,,
3:24.0,,,56-64,,M. Smart enters the game for A. Bradley
3:24.0,R. McCallum misses free throw 2 of 2,,56-64,,
3:23.0,,,56-64,,Defensive rebound by J. Green
3:10.0,,,56-64,,J. Nelson misses 3-pt shot from 24 ft
3:09.0,Defensive rebound by R. Evans,,56-64,,
2:53.0,R. Gay misses 2-pt shot at rim,,56-64,,
2:52.0,Offensive rebound by R. McCallum,,56-64,,
2:46.0,R. McCallum misses 2-pt shot from 4 ft,,56-64,,
2:45.0,,,56-64,,Defensive rebound by K. Olynyk
2:38.0,,,56-66,2,J. Green makes 2-pt shot at rim (assist by J. Nelson)
2:20.0,C. Landry makes 2-pt shot from 1 ft (assist by R. Evans),2,58-66,,
2:06.0,,,58-69,3,M. Smart makes 3-pt shot from 25 ft (assist by J. Nelson)
1:44.0,R. McCallum makes 2-pt shot from 7 ft,2,60-69,,
1:29.0,,,60-69,,J. Nelson misses 3-pt shot from 24 ft
1:28.0,,,60-69,,Offensive rebound by B. Bass
1:24.0,,,60-69,,M. Smart misses 3-pt shot from 24 ft
1:23.0,Defensive rebound by R. Evans,,60-69,,
1:19.0,Shooting foul by J. Nelson (drawn by R. McCallum),,60-69,,
1:19.0,,,60-69,,Boston full timeout
1:19.0,R. McCallum makes free throw 1 of 2,1,61-69,,
1:19.0,R. McCallum misses free throw 2 of 2,,61-69,,
1:19.0,,,61-69,,Defensive rebound by Team
1:19.0,Loose ball foul by R. Evans (drawn by B. Bass),,61-69,,
1:19.0,,,61-70,1,B. Bass makes free throw 1 of 2
1:19.0,,,61-71,1,B. Bass makes free throw 2 of 2
1:00.0,R. Gay misses 2-pt shot from 18 ft,,61-71,,
0:59.0,,,61-71,,Defensive rebound by M. Smart
0:43.0,,,61-71,,B. Bass misses 2-pt shot at rim (block by C. Landry)
0:41.0,,,61-71,,Offensive rebound by B. Bass
0:38.0,,,61-74,3,K. Olynyk makes 3-pt shot from 23 ft (assist by B. Bass)
0:17.0,D. Collison misses 2-pt shot from 17 ft,,61-74,,
0:16.0,,,61-74,,Defensive rebound by J. Nelson
0:02.0,,,61-77,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Nelson)
0:00.0,R. Gay misses 3-pt shot from 40 ft,,61-77,,
0:00.0,Offensive rebound by Team,,61-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,61-77,,M. Smart misses 3-pt shot from 24 ft
11:45.0,,,61-77,,Offensive rebound by M. Smart
11:40.0,,,61-77,,J. Nelson misses 3-pt shot from 22 ft
11:39.0,Defensive rebound by B. McLemore,,61-77,,
11:22.0,C. Landry makes 2-pt shot at rim (assist by D. Collison),2,63-77,,
11:10.0,,,63-79,2,J. Crowder makes 2-pt shot from 16 ft (assist by K. Olynyk)
10:54.0,,,63-79,,Personal foul by J. Nelson (drawn by D. Collison)
10:46.0,C. Landry misses 2-pt shot from 17 ft,,63-79,,
10:45.0,,,63-79,,Defensive rebound by J. Nelson
10:37.0,,,63-81,2,B. Bass makes 2-pt shot at rim (assist by J. Nelson)
10:13.0,R. Gay makes 2-pt shot from 3 ft,2,65-81,,
9:59.0,,,65-83,2,J. Crowder makes 2-pt shot from 1 ft (assist by K. Olynyk)
9:39.0,R. Gay misses 2-pt shot from 12 ft,,65-83,,
9:39.0,,,65-83,,Defensive rebound by B. Bass
9:34.0,,,65-83,,J. Crowder misses 2-pt shot from 17 ft
9:32.0,Defensive rebound by Team,,65-83,,
9:32.0,,,65-83,,Loose ball foul by B. Bass (drawn by R. Gay)
9:32.0,D. Williams enters the game for R. Evans,,65-83,,
9:32.0,D. Cousins enters the game for R. Gay,,65-83,,
9:18.0,D. Cousins makes 2-pt shot from 17 ft (assist by D. Collison),2,67-83,,
9:02.0,Personal foul by C. Landry (drawn by K. Olynyk),,67-83,,
9:02.0,R. McCallum enters the game for D. Collison,,67-83,,
8:55.0,,,67-85,2,K. Olynyk makes 2-pt shot from 15 ft
8:37.0,Turnover by D. Cousins (lost ball; steal by M. Smart),,67-85,,
8:31.0,,,67-87,2,B. Bass makes 2-pt shot from 1 ft (assist by M. Smart)
8:31.0,Sacramento full timeout,,67-87,,
8:15.0,Turnover by D. Cousins (bad pass),,67-87,,
7:53.0,,,67-90,3,J. Crowder makes 3-pt shot from 26 ft (assist by M. Smart)
7:31.0,R. McCallum makes 2-pt shot from 11 ft,2,69-90,,
7:31.0,,,69-90,,Technical foul by M. Smart
7:31.0,Technical foul by D. Cousins,,69-90,,
7:31.0,R. Gay enters the game for D. Cousins,,69-90,,
7:12.0,,,69-92,2,K. Olynyk makes 2-pt shot from 2 ft (assist by J. Nelson)
7:01.0,D. Williams misses 3-pt shot from 24 ft,,69-92,,
7:00.0,,,69-92,,Defensive rebound by M. Smart
6:49.0,,,69-92,,Turnover by M. Smart (bad pass; steal by C. Landry)
6:43.0,D. Williams misses 2-pt shot from 3 ft,,69-92,,
6:41.0,Offensive rebound by R. McCallum,,69-92,,
6:37.0,R. McCallum makes 2-pt shot from 20 ft,2,71-92,,
6:20.0,,,71-92,,Turnover by J. Nelson (bad pass)
6:20.0,,,71-92,,E. Turner enters the game for J. Nelson
6:09.0,R. Gay misses 2-pt shot from 14 ft,,71-92,,
6:07.0,,,71-92,,Defensive rebound by J. Crowder
5:56.0,,,71-92,,E. Turner misses 2-pt shot from 13 ft
5:55.0,Defensive rebound by B. McLemore,,71-92,,
5:49.0,B. McLemore misses 2-pt shot from 17 ft,,71-92,,
5:48.0,,,71-92,,Defensive rebound by K. Olynyk
5:28.0,,,71-92,,E. Turner misses 2-pt shot from 2 ft
5:26.0,Defensive rebound by B. McLemore,,71-92,,
5:22.0,Turnover by B. McLemore (bad pass; steal by E. Turner),,71-92,,
5:14.0,,,71-92,,B. Bass misses 2-pt shot from 12 ft
5:12.0,Defensive rebound by B. McLemore,,71-92,,
5:04.0,Shooting foul by B. Bass (drawn by B. McLemore),,71-92,,
5:04.0,Official timeout,,71-92,,
5:04.0,R. Hollins enters the game for R. Gay,,71-92,,
5:04.0,O. Casspi enters the game for C. Landry,,71-92,,
5:04.0,,,71-92,,J. Sullinger enters the game for B. Bass
